date,start,end,11WD8BOXB1L---N8,11WD8BOXB1L---P4
1012018,00:00,01:00,0,439
1012018,01:00,02:00,0,437
1012018,02:00,03:00,0,438
1012018,03:00,04:00,0,437
1012018,04:00,05:00,0,437
1012018,05:00,06:00,0,438
1012018,06:00,07:00,0,436
1012018,07:00,08:00,0,436
1012018,08:00,09:00,0,436
1012018,09:00,10:00,0,441
1012018,10:00,11:00,0,441
1012018,11:00,12:00,0,441
1012018,12:00,13:00,0,439
1012018,13:00,14:00,0,439
1012018,14:00,15:00,0,438
1012018,15:00,16:00,18,440
1012018,16:00,17:00,122,459
1012018,17:00,18:00,180,480
1012018,18:00,19:00,174,482
1012018,19:00,20:00,180,481
1012018,20:00,21:00,213,481
1012018,21:00,22:00,214,475
1012018,22:00,23:00,214,479
1012018,23:00,00:00,216,477
2012018,00:00,01:00,214,460
2012018,01:00,02:00,215,464
2012018,02:00,03:00,214,472
2012018,03:00,04:00,182,476
2012018,04:00,05:00,172,476
2012018,05:00,06:00,203,471
2012018,06:00,07:00,194,432
2012018,07:00,08:00,177,433
2012018,08:00,09:00,181,436
2012018,09:00,10:00,386,446
2012018,10:00,11:00,462,444
2012018,11:00,12:00,496,447
2012018,12:00,13:00,496,421
2012018,13:00,14:00,497,426
2012018,14:00,15:00,498,423
2012018,15:00,16:00,498,420
2012018,16:00,17:00,498,428
2012018,17:00,18:00,497,429
2012018,18:00,19:00,497,429
2012018,19:00,20:00,497,446
2012018,20:00,21:00,498,452
2012018,21:00,22:00,499,455
2012018,22:00,23:00,498,439
2012018,23:00,00:00,437,370
3012018,00:00,01:00,445,354
3012018,01:00,02:00,445,129
3012018,02:00,03:00,435,113
3012018,03:00,04:00,429,116
3012018,04:00,05:00,427,111
3012018,05:00,06:00,425,127
3012018,06:00,07:00,435,125
3012018,07:00,08:00,432,138
3012018,08:00,09:00,494,170
3012018,09:00,10:00,440,166
3012018,10:00,11:00,492,170
3012018,11:00,12:00,497,166
3012018,12:00,13:00,497,167
3012018,13:00,14:00,496,164
3012018,14:00,15:00,486,163
3012018,15:00,16:00,485,155
3012018,16:00,17:00,440,119
3012018,17:00,18:00,400,136
3012018,18:00,19:00,398,146
3012018,19:00,20:00,396,119
3012018,20:00,21:00,399,116
3012018,21:00,22:00,397,117
3012018,22:00,23:00,401,114
3012018,23:00,00:00,433,136
4012018,00:00,01:00,431,116
4012018,01:00,02:00,432,102
4012018,02:00,03:00,433,109
4012018,03:00,04:00,432,114
4012018,04:00,05:00,434,113
4012018,05:00,06:00,434,144
4012018,06:00,07:00,429,149
4012018,07:00,08:00,492,164
4012018,08:00,09:00,495,396
4012018,09:00,10:00,494,448
4012018,10:00,11:00,493,450
4012018,11:00,12:00,494,452
4012018,12:00,13:00,124,114
4012018,13:00,14:00,0,0
4012018,14:00,15:00,0,0
4012018,15:00,16:00,0,0
4012018,16:00,17:00,0,0
4012018,17:00,18:00,0,0
4012018,18:00,19:00,0,0
4012018,19:00,20:00,0,0
4012018,20:00,21:00,0,0
4012018,21:00,22:00,0,0
4012018,22:00,23:00,0,0
4012018,23:00,00:00,0,0
5012018,00:00,01:00,0,0
5012018,01:00,02:00,0,0
5012018,02:00,03:00,0,0
5012018,03:00,04:00,0,0
5012018,04:00,05:00,0,0
5012018,05:00,06:00,0,0
5012018,06:00,07:00,0,0
5012018,07:00,08:00,0,0
5012018,08:00,09:00,215,190
5012018,09:00,10:00,417,474
5012018,10:00,11:00,489,475
5012018,11:00,12:00,490,474
5012018,12:00,13:00,497,466
5012018,13:00,14:00,499,468
5012018,14:00,15:00,498,472
5012018,15:00,16:00,496,474
5012018,16:00,17:00,498,479
5012018,17:00,18:00,497,470
5012018,18:00,19:00,499,472
5012018,19:00,20:00,500,475
5012018,20:00,21:00,498,475
5012018,21:00,22:00,497,478
5012018,22:00,23:00,494,481
5012018,23:00,00:00,495,484
6012018,00:00,01:00,496,472
6012018,01:00,02:00,497,470
6012018,02:00,03:00,497,475
6012018,03:00,04:00,495,476
6012018,04:00,05:00,496,476
6012018,05:00,06:00,497,477
6012018,06:00,07:00,496,475
6012018,07:00,08:00,495,479
6012018,08:00,09:00,483,472
6012018,09:00,10:00,490,475
6012018,10:00,11:00,495,476
6012018,11:00,12:00,496,475
6012018,12:00,13:00,497,471
6012018,13:00,14:00,497,477
6012018,14:00,15:00,496,479
6012018,15:00,16:00,496,481
6012018,16:00,17:00,492,482
6012018,17:00,18:00,497,467
6012018,18:00,19:00,497,466
6012018,19:00,20:00,498,477
6012018,20:00,21:00,495,457
6012018,21:00,22:00,489,456
6012018,22:00,23:00,497,481
6012018,23:00,00:00,494,473
7012018,00:00,01:00,492,485
7012018,01:00,02:00,494,494
7012018,02:00,03:00,459,479
7012018,03:00,04:00,445,444
7012018,04:00,05:00,431,445
7012018,05:00,06:00,491,475
7012018,06:00,07:00,476,211
7012018,07:00,08:00,489,174
7012018,08:00,09:00,497,177
7012018,09:00,10:00,491,182
7012018,10:00,11:00,498,178
7012018,11:00,12:00,500,167
7012018,12:00,13:00,496,177
7012018,13:00,14:00,498,419
7012018,14:00,15:00,498,418
7012018,15:00,16:00,496,468
7012018,16:00,17:00,497,472
7012018,17:00,18:00,497,478
7012018,18:00,19:00,496,474
7012018,19:00,20:00,498,468
7012018,20:00,21:00,497,470
7012018,21:00,22:00,497,472
7012018,22:00,23:00,495,474
7012018,23:00,00:00,497,474
8012018,00:00,01:00,496,484
8012018,01:00,02:00,497,477
8012018,02:00,03:00,496,477
8012018,03:00,04:00,498,478
8012018,04:00,05:00,497,481
8012018,05:00,06:00,498,496
8012018,06:00,07:00,497,496
8012018,07:00,08:00,498,497
8012018,08:00,09:00,499,485
8012018,09:00,10:00,498,469
8012018,10:00,11:00,499,468
8012018,11:00,12:00,499,467
8012018,12:00,13:00,498,468
8012018,13:00,14:00,499,494
