date,start,end,11WD2BR15000116G
1012017,00:00,01:00,86
1012017,01:00,02:00,81
1012017,02:00,03:00,75
1012017,03:00,04:00,76
1012017,04:00,05:00,82
1012017,05:00,06:00,75
1012017,06:00,07:00,72
1012017,07:00,08:00,81
1012017,08:00,09:00,81
1012017,09:00,10:00,72
1012017,10:00,11:00,73
1012017,11:00,12:00,73
1012017,12:00,13:00,73
1012017,13:00,14:00,77
1012017,14:00,15:00,79
1012017,15:00,16:00,91
1012017,16:00,17:00,90
1012017,17:00,18:00,90
1012017,18:00,19:00,91
1012017,19:00,20:00,91
1012017,20:00,21:00,84
1012017,21:00,22:00,77
1012017,22:00,23:00,76
1012017,23:00,00:00,0
2012017,00:00,01:00,76
2012017,01:00,02:00,77
2012017,02:00,03:00,79
2012017,03:00,04:00,78
2012017,04:00,05:00,78
2012017,05:00,06:00,78
2012017,06:00,07:00,78
2012017,07:00,08:00,79
2012017,08:00,09:00,89
2012017,09:00,10:00,88
2012017,10:00,11:00,90
2012017,11:00,12:00,92
2012017,12:00,13:00,92
2012017,13:00,14:00,90
2012017,14:00,15:00,88
2012017,15:00,16:00,88
2012017,16:00,17:00,91
2012017,17:00,18:00,91
2012017,18:00,19:00,92
2012017,19:00,20:00,88
2012017,20:00,21:00,85
2012017,21:00,22:00,89
2012017,22:00,23:00,93
2012017,23:00,00:00,0
3012017,00:00,01:00,80
3012017,01:00,02:00,77
3012017,02:00,03:00,77
3012017,03:00,04:00,76
3012017,04:00,05:00,77
3012017,05:00,06:00,85
3012017,06:00,07:00,89
3012017,07:00,08:00,89
3012017,08:00,09:00,90
3012017,09:00,10:00,90
3012017,10:00,11:00,90
3012017,11:00,12:00,88
3012017,12:00,13:00,88
3012017,13:00,14:00,91
3012017,14:00,15:00,93
3012017,15:00,16:00,93
3012017,16:00,17:00,93
3012017,17:00,18:00,91
3012017,18:00,19:00,90
3012017,19:00,20:00,94
3012017,20:00,21:00,92
3012017,21:00,22:00,81
3012017,22:00,23:00,83
3012017,23:00,00:00,0
4012017,00:00,01:00,99
4012017,01:00,02:00,101
4012017,02:00,03:00,100
4012017,03:00,04:00,100
4012017,04:00,05:00,97
4012017,05:00,06:00,93
4012017,06:00,07:00,90
4012017,07:00,08:00,90
4012017,08:00,09:00,90
4012017,09:00,10:00,89
4012017,10:00,11:00,90
4012017,11:00,12:00,92
4012017,12:00,13:00,88
4012017,13:00,14:00,88
4012017,14:00,15:00,91
4012017,15:00,16:00,93
4012017,16:00,17:00,93
4012017,17:00,18:00,89
4012017,18:00,19:00,89
4012017,19:00,20:00,88
4012017,20:00,21:00,88
4012017,21:00,22:00,89
4012017,22:00,23:00,88
4012017,23:00,00:00,0
5012017,00:00,01:00,88
5012017,01:00,02:00,89
5012017,02:00,03:00,90
5012017,03:00,04:00,89
5012017,04:00,05:00,88
5012017,05:00,06:00,85
5012017,06:00,07:00,86
5012017,07:00,08:00,87
5012017,08:00,09:00,88
5012017,09:00,10:00,88
5012017,10:00,11:00,88
5012017,11:00,12:00,86
5012017,12:00,13:00,86
5012017,13:00,14:00,87
5012017,14:00,15:00,88
5012017,15:00,16:00,89
5012017,16:00,17:00,88
5012017,17:00,18:00,85
5012017,18:00,19:00,84
5012017,19:00,20:00,88
5012017,20:00,21:00,90
5012017,21:00,22:00,89
5012017,22:00,23:00,88
5012017,23:00,00:00,0
6012017,00:00,01:00,88
6012017,01:00,02:00,90
6012017,02:00,03:00,87
6012017,03:00,04:00,91
6012017,04:00,05:00,89
6012017,05:00,06:00,88
6012017,06:00,07:00,90
6012017,07:00,08:00,91
6012017,08:00,09:00,87
6012017,09:00,10:00,87
6012017,10:00,11:00,90
6012017,11:00,12:00,88
6012017,12:00,13:00,87
6012017,13:00,14:00,89
6012017,14:00,15:00,91
6012017,15:00,16:00,90
6012017,16:00,17:00,83
6012017,17:00,18:00,84
6012017,18:00,19:00,89
6012017,19:00,20:00,90
6012017,20:00,21:00,91
6012017,21:00,22:00,89
6012017,22:00,23:00,87
6012017,23:00,00:00,0
7012017,00:00,01:00,90
7012017,01:00,02:00,92
7012017,02:00,03:00,92
7012017,03:00,04:00,93
7012017,04:00,05:00,91
7012017,05:00,06:00,88
7012017,06:00,07:00,89
7012017,07:00,08:00,89
7012017,08:00,09:00,89
7012017,09:00,10:00,89
7012017,10:00,11:00,88
7012017,11:00,12:00,86
7012017,12:00,13:00,89
7012017,13:00,14:00,92
7012017,14:00,15:00,91
7012017,15:00,16:00,90
7012017,16:00,17:00,91
7012017,17:00,18:00,92
7012017,18:00,19:00,94
7012017,19:00,20:00,99
7012017,20:00,21:00,98
7012017,21:00,22:00,90
7012017,22:00,23:00,92
7012017,23:00,00:00,0
8012017,00:00,01:00,101
8012017,01:00,02:00,101
8012017,02:00,03:00,98
8012017,03:00,04:00,101
8012017,04:00,05:00,100
8012017,05:00,06:00,97
8012017,06:00,07:00,94
8012017,07:00,08:00,95
8012017,08:00,09:00,96
8012017,09:00,10:00,94
8012017,10:00,11:00,91
8012017,11:00,12:00,93
8012017,12:00,13:00,96
8012017,13:00,14:00,94
8012017,14:00,15:00,93
8012017,15:00,16:00,92
8012017,16:00,17:00,95
8012017,17:00,18:00,91
8012017,18:00,19:00,90
8012017,19:00,20:00,90
8012017,20:00,21:00,92
8012017,21:00,22:00,96
8012017,22:00,23:00,96
8012017,23:00,00:00,0
9012017,00:00,01:00,94
9012017,01:00,02:00,96
9012017,02:00,03:00,94
9012017,03:00,04:00,91
9012017,04:00,05:00,91
9012017,05:00,06:00,91
9012017,06:00,07:00,89
9012017,07:00,08:00,88
9012017,08:00,09:00,90
9012017,09:00,10:00,93
9012017,10:00,11:00,91
9012017,11:00,12:00,88
9012017,12:00,13:00,90
9012017,13:00,14:00,92
9012017,14:00,15:00,94
9012017,15:00,16:00,90
9012017,16:00,17:00,93
9012017,17:00,18:00,95
9012017,18:00,19:00,96
9012017,19:00,20:00,93
9012017,20:00,21:00,91
9012017,21:00,22:00,94
9012017,22:00,23:00,97
9012017,23:00,00:00,0
10012017,00:00,01:00,88
10012017,01:00,02:00,88
10012017,02:00,03:00,90
10012017,03:00,04:00,89
10012017,04:00,05:00,89
10012017,05:00,06:00,88
10012017,06:00,07:00,86
10012017,07:00,08:00,84
10012017,08:00,09:00,89
10012017,09:00,10:00,91
10012017,10:00,11:00,91
10012017,11:00,12:00,91
10012017,12:00,13:00,90
10012017,13:00,14:00,91
10012017,14:00,15:00,92
10012017,15:00,16:00,90
10012017,16:00,17:00,93
10012017,17:00,18:00,93
10012017,18:00,19:00,96
10012017,19:00,20:00,94
10012017,20:00,21:00,91
10012017,21:00,22:00,91
10012017,22:00,23:00,94
10012017,23:00,00:00,0
11012017,00:00,01:00,91
11012017,01:00,02:00,94
11012017,02:00,03:00,94
11012017,03:00,04:00,94
11012017,04:00,05:00,90
11012017,05:00,06:00,89
11012017,06:00,07:00,90
11012017,07:00,08:00,90
11012017,08:00,09:00,86
11012017,09:00,10:00,88
11012017,10:00,11:00,90
11012017,11:00,12:00,89
11012017,12:00,13:00,91
11012017,13:00,14:00,92
11012017,14:00,15:00,94
11012017,15:00,16:00,94
11012017,16:00,17:00,94
11012017,17:00,18:00,92
11012017,18:00,19:00,94
11012017,19:00,20:00,94
11012017,20:00,21:00,85
11012017,21:00,22:00,83
11012017,22:00,23:00,70
11012017,23:00,00:00,0
12012017,00:00,01:00,68
12012017,01:00,02:00,69
12012017,02:00,03:00,70
12012017,03:00,04:00,79
12012017,04:00,05:00,78
12012017,05:00,06:00,80
12012017,06:00,07:00,88
12012017,07:00,08:00,88
12012017,08:00,09:00,90
12012017,09:00,10:00,91
12012017,10:00,11:00,92
12012017,11:00,12:00,92
12012017,12:00,13:00,92
12012017,13:00,14:00,91
12012017,14:00,15:00,94
12012017,15:00,16:00,91
12012017,16:00,17:00,90
12012017,17:00,18:00,92
12012017,18:00,19:00,93
12012017,19:00,20:00,93
12012017,20:00,21:00,90
12012017,21:00,22:00,93
12012017,22:00,23:00,95
12012017,23:00,00:00,0
13012017,00:00,01:00,91
13012017,01:00,02:00,91
13012017,02:00,03:00,91
13012017,03:00,04:00,90
13012017,04:00,05:00,90
13012017,05:00,06:00,90
13012017,06:00,07:00,91
13012017,07:00,08:00,90
13012017,08:00,09:00,91
13012017,09:00,10:00,90
13012017,10:00,11:00,91
13012017,11:00,12:00,92
13012017,12:00,13:00,90
13012017,13:00,14:00,88
13012017,14:00,15:00,90
13012017,15:00,16:00,91
13012017,16:00,17:00,89
13012017,17:00,18:00,89
13012017,18:00,19:00,92
13012017,19:00,20:00,92
13012017,20:00,21:00,95
13012017,21:00,22:00,95
13012017,22:00,23:00,94
13012017,23:00,00:00,0
14012017,00:00,01:00,98
14012017,01:00,02:00,98
14012017,02:00,03:00,94
14012017,03:00,04:00,94
14012017,04:00,05:00,96
14012017,05:00,06:00,94
14012017,06:00,07:00,90
14012017,07:00,08:00,89
14012017,08:00,09:00,90
14012017,09:00,10:00,91
14012017,10:00,11:00,89
14012017,11:00,12:00,90
14012017,12:00,13:00,90
14012017,13:00,14:00,89
14012017,14:00,15:00,90
14012017,15:00,16:00,94
14012017,16:00,17:00,91
14012017,17:00,18:00,92
14012017,18:00,19:00,94
14012017,19:00,20:00,94
14012017,20:00,21:00,94
