date,start,end,11WD2HANN5C---1X,11WD2HANN5C---2V
1012018,00:00,01:00,70,59
1012018,01:00,02:00,67,59
1012018,02:00,03:00,66,59
1012018,03:00,04:00,66,59
1012018,04:00,05:00,70,59
1012018,05:00,06:00,73,59
1012018,06:00,07:00,94,59
1012018,07:00,08:00,72,58
1012018,08:00,09:00,69,59
1012018,09:00,10:00,71,59
1012018,10:00,11:00,86,58
1012018,11:00,12:00,112,59
1012018,12:00,13:00,105,59
1012018,13:00,14:00,107,59
1012018,14:00,15:00,112,59
1012018,15:00,16:00,113,58
1012018,16:00,17:00,113,60
1012018,17:00,18:00,114,69
1012018,18:00,19:00,114,59
1012018,19:00,20:00,114,59
1012018,20:00,21:00,112,61
1012018,21:00,22:00,116,58
1012018,22:00,23:00,108,58
1012018,23:00,00:00,105,60
2012018,00:00,01:00,105,59
2012018,01:00,02:00,105,60
2012018,02:00,03:00,106,60
2012018,03:00,04:00,108,59
2012018,04:00,05:00,110,60
2012018,05:00,06:00,115,70
2012018,06:00,07:00,114,63
2012018,07:00,08:00,114,76
2012018,08:00,09:00,113,78
2012018,09:00,10:00,113,70
2012018,10:00,11:00,104,69
2012018,11:00,12:00,104,68
2012018,12:00,13:00,107,72
2012018,13:00,14:00,107,71
2012018,14:00,15:00,115,94
2012018,15:00,16:00,117,128
2012018,16:00,17:00,116,130
2012018,17:00,18:00,113,119
2012018,18:00,19:00,114,97
2012018,19:00,20:00,114,71
2012018,20:00,21:00,114,72
2012018,21:00,22:00,114,83
2012018,22:00,23:00,114,74
2012018,23:00,00:00,102,63
3012018,00:00,01:00,82,54
3012018,01:00,02:00,75,54
3012018,02:00,03:00,72,54
3012018,03:00,04:00,76,54
3012018,04:00,05:00,77,54
3012018,05:00,06:00,94,54
3012018,06:00,07:00,111,61
3012018,07:00,08:00,114,67
3012018,08:00,09:00,115,73
3012018,09:00,10:00,109,68
3012018,10:00,11:00,113,64
3012018,11:00,12:00,115,65
3012018,12:00,13:00,113,65
3012018,13:00,14:00,114,65
3012018,14:00,15:00,115,64
3012018,15:00,16:00,113,64
3012018,16:00,17:00,114,65
3012018,17:00,18:00,115,64
3012018,18:00,19:00,105,59
3012018,19:00,20:00,103,59
3012018,20:00,21:00,98,58
3012018,21:00,22:00,100,58
3012018,22:00,23:00,105,59
3012018,23:00,00:00,104,60
4012018,00:00,01:00,86,59
4012018,01:00,02:00,74,59
4012018,02:00,03:00,75,60
4012018,03:00,04:00,75,60
4012018,04:00,05:00,81,60
4012018,05:00,06:00,94,59
4012018,06:00,07:00,98,60
4012018,07:00,08:00,104,73
4012018,08:00,09:00,112,105
4012018,09:00,10:00,116,127
4012018,10:00,11:00,124,129
4012018,11:00,12:00,122,130
4012018,12:00,13:00,122,130
4012018,13:00,14:00,124,129
4012018,14:00,15:00,123,129
4012018,15:00,16:00,124,129
4012018,16:00,17:00,125,129
4012018,17:00,18:00,125,128
4012018,18:00,19:00,123,128
4012018,19:00,20:00,114,111
4012018,20:00,21:00,107,65
4012018,21:00,22:00,107,60
4012018,22:00,23:00,104,65
4012018,23:00,00:00,101,60
5012018,00:00,01:00,83,58
5012018,01:00,02:00,80,58
5012018,02:00,03:00,76,58
5012018,03:00,04:00,75,58
5012018,04:00,05:00,81,59
5012018,05:00,06:00,98,59
5012018,06:00,07:00,107,63
5012018,07:00,08:00,113,74
5012018,08:00,09:00,103,70
5012018,09:00,10:00,103,67
5012018,10:00,11:00,105,65
5012018,11:00,12:00,105,65
5012018,12:00,13:00,108,99
5012018,13:00,14:00,118,130
5012018,14:00,15:00,122,131
5012018,15:00,16:00,120,130
5012018,16:00,17:00,119,130
5012018,17:00,18:00,120,129
5012018,18:00,19:00,118,130
5012018,19:00,20:00,106,125
5012018,20:00,21:00,73,112
5012018,21:00,22:00,44,118
5012018,22:00,23:00,0,119
5012018,23:00,00:00,0,102
6012018,00:00,01:00,0,109
6012018,01:00,02:00,0,109
6012018,02:00,03:00,0,111
6012018,03:00,04:00,0,115
6012018,04:00,05:00,0,114
6012018,05:00,06:00,0,113
6012018,06:00,07:00,0,115
6012018,07:00,08:00,0,115
6012018,08:00,09:00,0,115
6012018,09:00,10:00,0,114
6012018,10:00,11:00,0,115
6012018,11:00,12:00,0,113
6012018,12:00,13:00,0,93
6012018,13:00,14:00,0,93
6012018,14:00,15:00,0,94
6012018,15:00,16:00,0,95
6012018,16:00,17:00,0,93
6012018,17:00,18:00,0,95
6012018,18:00,19:00,0,95
6012018,19:00,20:00,0,95
6012018,20:00,21:00,0,95
6012018,21:00,22:00,0,95
6012018,22:00,23:00,0,94
6012018,23:00,00:00,0,95
7012018,00:00,01:00,0,96
7012018,01:00,02:00,0,96
7012018,02:00,03:00,0,97
7012018,03:00,04:00,0,96
7012018,04:00,05:00,0,95
7012018,05:00,06:00,0,107
7012018,06:00,07:00,0,116
7012018,07:00,08:00,0,111
7012018,08:00,09:00,0,114
7012018,09:00,10:00,0,111
7012018,10:00,11:00,0,110
7012018,11:00,12:00,0,109
7012018,12:00,13:00,0,109
7012018,13:00,14:00,0,108
7012018,14:00,15:00,0,109
7012018,15:00,16:00,0,107
7012018,16:00,17:00,0,106
7012018,17:00,18:00,0,106
7012018,18:00,19:00,0,106
7012018,19:00,20:00,0,104
7012018,20:00,21:00,0,104
7012018,21:00,22:00,0,104
7012018,22:00,23:00,0,105
7012018,23:00,00:00,0,108
8012018,00:00,01:00,0,104
8012018,01:00,02:00,0,100
8012018,02:00,03:00,0,101
8012018,03:00,04:00,0,101
8012018,04:00,05:00,44,103
8012018,05:00,06:00,71,103
8012018,06:00,07:00,91,105
8012018,07:00,08:00,109,116
8012018,08:00,09:00,112,115
8012018,09:00,10:00,114,93
8012018,10:00,11:00,113,81
8012018,11:00,12:00,113,111
8012018,12:00,13:00,34,110
8012018,13:00,14:00,0,88
8012018,14:00,15:00,56,84
8012018,15:00,16:00,116,84
8012018,16:00,17:00,118,90
8012018,17:00,18:00,117,68
8012018,18:00,19:00,117,69
8012018,19:00,20:00,114,72
8012018,20:00,21:00,114,68
8012018,21:00,22:00,117,66
8012018,22:00,23:00,115,64
8012018,23:00,00:00,103,64
9012018,00:00,01:00,105,58
9012018,01:00,02:00,109,60
9012018,02:00,03:00,110,59
9012018,03:00,04:00,114,58
9012018,04:00,05:00,115,59
9012018,05:00,06:00,117,59
9012018,06:00,07:00,113,73
9012018,07:00,08:00,114,98
9012018,08:00,09:00,116,114
9012018,09:00,10:00,116,116
9012018,10:00,11:00,116,116
9012018,11:00,12:00,115,115
9012018,12:00,13:00,113,81
9012018,13:00,14:00,104,59
9012018,14:00,15:00,110,58
9012018,15:00,16:00,117,77
9012018,16:00,17:00,117,103
9012018,17:00,18:00,116,122
9012018,18:00,19:00,115,123
9012018,19:00,20:00,115,119
9012018,20:00,21:00,115,85
9012018,21:00,22:00,116,80
9012018,22:00,23:00,112,71
9012018,23:00,00:00,100,59
10012018,00:00,01:00,102,59
10012018,01:00,02:00,99,59
10012018,02:00,03:00,97,60
10012018,03:00,04:00,97,59
10012018,04:00,05:00,100,59
10012018,05:00,06:00,108,59
10012018,06:00,07:00,115,79
10012018,07:00,08:00,113,114
10012018,08:00,09:00,119,121
10012018,09:00,10:00,124,123
10012018,10:00,11:00,125,126
10012018,11:00,12:00,118,118
10012018,12:00,13:00,112,116
10012018,13:00,14:00,102,109
10012018,14:00,15:00,105,111
10012018,15:00,16:00,105,109
10012018,16:00,17:00,123,124
10012018,17:00,18:00,125,123
10012018,18:00,19:00,125,123
10012018,19:00,20:00,123,122
10012018,20:00,21:00,113,116
10012018,21:00,22:00,111,82
10012018,22:00,23:00,99,60
10012018,23:00,00:00,100,59
11012018,00:00,01:00,86,59
11012018,01:00,02:00,82,59
11012018,02:00,03:00,83,60
11012018,03:00,04:00,86,60
11012018,04:00,05:00,95,58
11012018,05:00,06:00,108,59
11012018,06:00,07:00,113,84
11012018,07:00,08:00,115,116
11012018,08:00,09:00,122,122
11012018,09:00,10:00,125,125
11012018,10:00,11:00,124,128
11012018,11:00,12:00,125,125
11012018,12:00,13:00,124,123
11012018,13:00,14:00,113,114
11012018,14:00,15:00,125,122
11012018,15:00,16:00,116,110
11012018,16:00,17:00,121,119
11012018,17:00,18:00,118,125
11012018,18:00,19:00,114,121
11012018,19:00,20:00,115,120
11012018,20:00,21:00,115,122
11012018,21:00,22:00,103,107
11012018,22:00,23:00,98,76
11012018,23:00,00:00,94,59
12012018,00:00,01:00,82,60
12012018,01:00,02:00,81,59
12012018,02:00,03:00,78,60
12012018,03:00,04:00,79,59
12012018,04:00,05:00,83,60
12012018,05:00,06:00,95,60
12012018,06:00,07:00,106,89
