date,start,end,11WD8LIPD1L---R6,11WD8LIPD1L---S4
1012017,00:00,01:00,509.0,504.0
1012017,01:00,02:00,663.0,660.0
1012017,02:00,03:00,720.0,717.0
1012017,03:00,04:00,830.0,828.0
1012017,04:00,05:00,848.0,845.0
1012017,05:00,06:00,863.0,866.0
1012017,06:00,07:00,872.0,861.0
1012017,07:00,08:00,804.0,794.0
1012017,08:00,09:00,715.0,713.0
1012017,09:00,10:00,697.0,628.0
1012017,10:00,11:00,715.0,609.0
1012017,11:00,12:00,714.0,611.0
1012017,12:00,13:00,722.0,634.0
1012017,13:00,14:00,801.0,800.0
1012017,14:00,15:00,662.0,647.0
1012017,15:00,16:00,541.0,532.0
1012017,16:00,17:00,471.0,465.0
1012017,17:00,18:00,435.0,433.0
1012017,18:00,19:00,437.0,433.0
1012017,19:00,20:00,436.0,432.0
1012017,20:00,21:00,438.0,432.0
1012017,21:00,22:00,436.0,432.0
1012017,22:00,23:00,436.0,431.0
1012017,23:00,00:00,440.0,431.0
2012017,00:00,01:00,506.0,498.0
2012017,01:00,02:00,694.0,687.0
2012017,02:00,03:00,864.0,863.0
2012017,03:00,04:00,863.0,865.0
2012017,04:00,05:00,848.0,859.0
2012017,05:00,06:00,691.0,694.0
2012017,06:00,07:00,853.0,856.0
2012017,07:00,08:00,856.0,863.0
2012017,08:00,09:00,861.0,867.0
2012017,09:00,10:00,862.0,864.0
2012017,10:00,11:00,848.0,847.0
2012017,11:00,12:00,850.0,852.0
2012017,12:00,13:00,725.0,723.0
2012017,13:00,14:00,865.0,866.0
2012017,14:00,15:00,865.0,867.0
2012017,15:00,16:00,868.0,866.0
2012017,16:00,17:00,849.0,846.0
2012017,17:00,18:00,854.0,854.0
2012017,18:00,19:00,863.0,865.0
2012017,19:00,20:00,868.0,867.0
2012017,20:00,21:00,865.0,865.0
2012017,21:00,22:00,856.0,862.0
2012017,22:00,23:00,615.0,638.0
2012017,23:00,00:00,452.0,448.0
3012017,00:00,01:00,448.0,448.0
3012017,01:00,02:00,433.0,414.0
3012017,02:00,03:00,437.0,0.0
3012017,03:00,04:00,446.0,0.0
3012017,04:00,05:00,456.0,0.0
3012017,05:00,06:00,455.0,0.0
3012017,06:00,07:00,460.0,0.0
3012017,07:00,08:00,448.0,0.0
3012017,08:00,09:00,447.0,0.0
3012017,09:00,10:00,449.0,0.0
3012017,10:00,11:00,448.0,0.0
3012017,11:00,12:00,446.0,0.0
3012017,12:00,13:00,449.0,0.0
3012017,13:00,14:00,448.0,0.0
3012017,14:00,15:00,447.0,0.0
3012017,15:00,16:00,437.0,0.0
3012017,16:00,17:00,436.0,0.0
3012017,17:00,18:00,435.0,0.0
3012017,18:00,19:00,436.0,0.0
3012017,19:00,20:00,436.0,0.0
3012017,20:00,21:00,437.0,0.0
3012017,21:00,22:00,435.0,0.0
3012017,22:00,23:00,438.0,0.0
3012017,23:00,00:00,457.0,0.0
4012017,00:00,01:00,477.0,0.0
4012017,01:00,02:00,477.0,0.0
4012017,02:00,03:00,476.0,0.0
4012017,03:00,04:00,476.0,0.0
4012017,04:00,05:00,476.0,0.0
4012017,05:00,06:00,476.0,0.0
4012017,06:00,07:00,476.0,0.0
4012017,07:00,08:00,476.0,0.0
4012017,08:00,09:00,448.0,0.0
4012017,09:00,10:00,462.0,0.0
4012017,10:00,11:00,615.0,0.0
4012017,11:00,12:00,619.0,0.0
4012017,12:00,13:00,618.0,0.0
4012017,13:00,14:00,618.0,0.0
4012017,14:00,15:00,618.0,0.0
4012017,15:00,16:00,618.0,0.0
4012017,16:00,17:00,617.0,0.0
4012017,17:00,18:00,609.0,0.0
4012017,18:00,19:00,446.0,0.0
4012017,19:00,20:00,509.0,0.0
4012017,20:00,21:00,561.0,0.0
4012017,21:00,22:00,642.0,0.0
4012017,22:00,23:00,753.0,0.0
4012017,23:00,00:00,746.0,0.0
5012017,00:00,01:00,446.0,0.0
5012017,01:00,02:00,452.0,0.0
5012017,02:00,03:00,692.0,0.0
5012017,03:00,04:00,676.0,0.0
5012017,04:00,05:00,473.0,0.0
5012017,05:00,06:00,479.0,0.0
5012017,06:00,07:00,726.0,86.0
5012017,07:00,08:00,834.0,487.0
5012017,08:00,09:00,854.0,654.0
5012017,09:00,10:00,857.0,764.0
5012017,10:00,11:00,736.0,741.0
5012017,11:00,12:00,672.0,667.0
5012017,12:00,13:00,663.0,661.0
5012017,13:00,14:00,664.0,659.0
5012017,14:00,15:00,669.0,668.0
5012017,15:00,16:00,781.0,798.0
5012017,16:00,17:00,667.0,665.0
5012017,17:00,18:00,722.0,724.0
5012017,18:00,19:00,675.0,661.0
5012017,19:00,20:00,796.0,783.0
5012017,20:00,21:00,848.0,857.0
5012017,21:00,22:00,723.0,730.0
5012017,22:00,23:00,729.0,714.0
5012017,23:00,00:00,858.0,853.0
6012017,00:00,01:00,863.0,866.0
6012017,01:00,02:00,870.0,857.0
6012017,02:00,03:00,871.0,857.0
6012017,03:00,04:00,871.0,858.0
6012017,04:00,05:00,868.0,857.0
6012017,05:00,06:00,866.0,856.0
6012017,06:00,07:00,864.0,853.0
6012017,07:00,08:00,867.0,857.0
6012017,08:00,09:00,866.0,856.0
6012017,09:00,10:00,867.0,852.0
6012017,10:00,11:00,864.0,849.0
6012017,11:00,12:00,865.0,852.0
6012017,12:00,13:00,867.0,852.0
6012017,13:00,14:00,866.0,853.0
6012017,14:00,15:00,866.0,852.0
6012017,15:00,16:00,864.0,852.0
6012017,16:00,17:00,865.0,852.0
6012017,17:00,18:00,867.0,852.0
6012017,18:00,19:00,864.0,851.0
6012017,19:00,20:00,866.0,848.0
6012017,20:00,21:00,869.0,853.0
6012017,21:00,22:00,868.0,854.0
6012017,22:00,23:00,870.0,854.0
6012017,23:00,00:00,869.0,856.0
7012017,00:00,01:00,870.0,859.0
7012017,01:00,02:00,868.0,856.0
7012017,02:00,03:00,792.0,786.0
7012017,03:00,04:00,788.0,786.0
7012017,04:00,05:00,786.0,782.0
7012017,05:00,06:00,682.0,680.0
7012017,06:00,07:00,681.0,676.0
7012017,07:00,08:00,686.0,685.0
7012017,08:00,09:00,578.0,570.0
7012017,09:00,10:00,487.0,484.0
7012017,10:00,11:00,581.0,576.0
7012017,11:00,12:00,583.0,581.0
7012017,12:00,13:00,682.0,678.0
7012017,13:00,14:00,622.0,616.0
7012017,14:00,15:00,638.0,638.0
7012017,15:00,16:00,575.0,576.0
7012017,16:00,17:00,485.0,483.0
7012017,17:00,18:00,645.0,643.0
7012017,18:00,19:00,706.0,663.0
7012017,19:00,20:00,724.0,723.0
7012017,20:00,21:00,631.0,630.0
7012017,21:00,22:00,592.0,590.0
7012017,22:00,23:00,754.0,610.0
7012017,23:00,00:00,708.0,712.0
8012017,00:00,01:00,858.0,864.0
8012017,01:00,02:00,793.0,792.0
8012017,02:00,03:00,785.0,782.0
8012017,03:00,04:00,791.0,785.0
8012017,04:00,05:00,786.0,785.0
8012017,05:00,06:00,782.0,780.0
8012017,06:00,07:00,782.0,777.0
8012017,07:00,08:00,781.0,774.0
8012017,08:00,09:00,783.0,772.0
8012017,09:00,10:00,856.0,857.0
8012017,10:00,11:00,858.0,861.0
8012017,11:00,12:00,856.0,858.0
8012017,12:00,13:00,855.0,860.0
8012017,13:00,14:00,857.0,858.0
8012017,14:00,15:00,856.0,861.0
8012017,15:00,16:00,856.0,861.0
8012017,16:00,17:00,855.0,861.0
8012017,17:00,18:00,854.0,860.0
8012017,18:00,19:00,855.0,860.0
8012017,19:00,20:00,859.0,860.0
8012017,20:00,21:00,860.0,863.0
8012017,21:00,22:00,860.0,862.0
8012017,22:00,23:00,859.0,859.0
8012017,23:00,00:00,859.0,857.0
9012017,00:00,01:00,863.0,858.0
9012017,01:00,02:00,864.0,861.0
9012017,02:00,03:00,864.0,863.0
9012017,03:00,04:00,863.0,864.0
9012017,04:00,05:00,863.0,864.0
9012017,05:00,06:00,864.0,865.0
9012017,06:00,07:00,863.0,866.0
9012017,07:00,08:00,867.0,864.0
9012017,08:00,09:00,864.0,859.0
9012017,09:00,10:00,860.0,857.0
9012017,10:00,11:00,861.0,858.0
9012017,11:00,12:00,860.0,857.0
9012017,12:00,13:00,861.0,859.0
9012017,13:00,14:00,860.0,861.0
9012017,14:00,15:00,860.0,859.0
9012017,15:00,16:00,859.0,861.0
9012017,16:00,17:00,860.0,858.0
9012017,17:00,18:00,855.0,856.0
9012017,18:00,19:00,856.0,856.0
9012017,19:00,20:00,860.0,857.0
9012017,20:00,21:00,852.0,855.0
9012017,21:00,22:00,795.0,791.0
9012017,22:00,23:00,810.0,801.0
9012017,23:00,00:00,846.0,843.0
10012017,00:00,01:00,865.0,866.0
10012017,01:00,02:00,866.0,867.0
10012017,02:00,03:00,867.0,869.0
10012017,03:00,04:00,825.0,828.0
10012017,04:00,05:00,725.0,730.0
10012017,05:00,06:00,664.0,661.0
