date,start,end,11WD8SCHW5X---19,11WD8SCHW5X---27
1012016,00:00,01:00,92,91
1012016,01:00,02:00,94,91
1012016,02:00,03:00,93,91
1012016,03:00,04:00,94,91
1012016,04:00,05:00,94,92
1012016,05:00,06:00,94,91
1012016,06:00,07:00,93,92
1012016,07:00,08:00,94,91
1012016,08:00,09:00,94,91
1012016,09:00,10:00,94,91
1012016,10:00,11:00,94,91
1012016,11:00,12:00,94,91
1012016,12:00,13:00,94,91
1012016,13:00,14:00,94,91
1012016,14:00,15:00,94,91
1012016,15:00,16:00,94,91
1012016,16:00,17:00,94,91
1012016,17:00,18:00,94,91
1012016,18:00,19:00,94,91
1012016,19:00,20:00,93,91
1012016,20:00,21:00,94,91
1012016,21:00,22:00,94,91
1012016,22:00,23:00,93,91
1012016,23:00,00:00,94,91
2012016,00:00,01:00,94,91
2012016,01:00,02:00,94,91
2012016,02:00,03:00,94,91
2012016,03:00,04:00,94,90
2012016,04:00,05:00,93,90
2012016,05:00,06:00,94,90
2012016,06:00,07:00,92,90
2012016,07:00,08:00,90,90
2012016,08:00,09:00,89,89
2012016,09:00,10:00,89,89
2012016,10:00,11:00,88,89
2012016,11:00,12:00,89,89
2012016,12:00,13:00,90,87
2012016,13:00,14:00,90,87
2012016,14:00,15:00,90,87
2012016,15:00,16:00,90,87
2012016,16:00,17:00,90,87
2012016,17:00,18:00,91,87
2012016,18:00,19:00,90,87
2012016,19:00,20:00,91,87
2012016,20:00,21:00,92,86
2012016,21:00,22:00,92,86
2012016,22:00,23:00,92,86
2012016,23:00,00:00,91,86
3012016,00:00,01:00,91,86
3012016,01:00,02:00,92,86
3012016,02:00,03:00,92,86
3012016,03:00,04:00,92,86
3012016,04:00,05:00,92,86
3012016,05:00,06:00,92,86
3012016,06:00,07:00,92,86
3012016,07:00,08:00,91,86
3012016,08:00,09:00,91,86
3012016,09:00,10:00,91,86
3012016,10:00,11:00,90,86
3012016,11:00,12:00,91,86
3012016,12:00,13:00,91,86
3012016,13:00,14:00,90,86
3012016,14:00,15:00,90,86
3012016,15:00,16:00,90,86
3012016,16:00,17:00,90,86
3012016,17:00,18:00,90,86
3012016,18:00,19:00,90,86
3012016,19:00,20:00,91,86
3012016,20:00,21:00,91,86
3012016,21:00,22:00,92,86
3012016,22:00,23:00,92,86
3012016,23:00,00:00,92,86
4012016,00:00,01:00,91,86
4012016,01:00,02:00,91,85
4012016,02:00,03:00,92,84
4012016,03:00,04:00,91,84
4012016,04:00,05:00,92,84
4012016,05:00,06:00,92,84
4012016,06:00,07:00,91,84
4012016,07:00,08:00,92,84
4012016,08:00,09:00,92,84
4012016,09:00,10:00,92,84
4012016,10:00,11:00,92,84
4012016,11:00,12:00,92,84
4012016,12:00,13:00,90,82
4012016,13:00,14:00,87,80
4012016,14:00,15:00,85,80
4012016,15:00,16:00,85,80
4012016,16:00,17:00,85,80
4012016,17:00,18:00,85,80
4012016,18:00,19:00,85,80
4012016,19:00,20:00,86,80
4012016,20:00,21:00,86,80
4012016,21:00,22:00,86,80
4012016,22:00,23:00,86,80
4012016,23:00,00:00,86,80
5012016,00:00,01:00,86,80
5012016,01:00,02:00,86,80
5012016,02:00,03:00,86,80
5012016,03:00,04:00,86,80
5012016,04:00,05:00,86,80
5012016,05:00,06:00,86,80
5012016,06:00,07:00,86,80
5012016,07:00,08:00,86,80
5012016,08:00,09:00,86,80
5012016,09:00,10:00,86,80
5012016,10:00,11:00,86,80
5012016,11:00,12:00,86,80
5012016,12:00,13:00,85,80
5012016,13:00,14:00,85,80
5012016,14:00,15:00,85,80
5012016,15:00,16:00,85,80
5012016,16:00,17:00,85,80
5012016,17:00,18:00,85,80
5012016,18:00,19:00,85,80
5012016,19:00,20:00,85,80
5012016,20:00,21:00,85,80
5012016,21:00,22:00,85,80
5012016,22:00,23:00,86,80
5012016,23:00,00:00,86,80
6012016,00:00,01:00,86,81
6012016,01:00,02:00,87,81
6012016,02:00,03:00,86,82
6012016,03:00,04:00,86,82
6012016,04:00,05:00,86,82
6012016,05:00,06:00,86,82
6012016,06:00,07:00,86,82
6012016,07:00,08:00,86,82
6012016,08:00,09:00,86,82
6012016,09:00,10:00,86,82
6012016,10:00,11:00,86,82
6012016,11:00,12:00,87,82
6012016,12:00,13:00,86,82
6012016,13:00,14:00,86,83
6012016,14:00,15:00,86,83
6012016,15:00,16:00,86,83
6012016,16:00,17:00,86,83
6012016,17:00,18:00,86,83
6012016,18:00,19:00,86,83
6012016,19:00,20:00,86,83
6012016,20:00,21:00,86,83
6012016,21:00,22:00,86,83
6012016,22:00,23:00,86,83
6012016,23:00,00:00,86,83
7012016,00:00,01:00,86,83
