date,start,end,11WD7NEUR1B--G-I,11WD7NEUR1B--F-L,11WD7NEUR2B--A-T,11WD7NEUR1B--B-X,11WD7NEUR1B--C-U,11WD7NEUR1B--D-R,11WD7NEUR1B--E-O
1012020,00:00,01:00,1055,1061,0,262,,0,0
1012020,01:00,02:00,1055,1065,0,267,,0,0
1012020,02:00,03:00,1056,1066,0,265,,0,0
1012020,03:00,04:00,1054,1065,0,265,,0,0
1012020,04:00,05:00,1058,1063,0,266,,0,0
1012020,05:00,06:00,1051,1063,0,252,,0,0
1012020,06:00,07:00,1051,1067,0,212,,0,0
1012020,07:00,08:00,1056,1065,0,162,,0,0
1012020,08:00,09:00,1056,1062,0,165,,0,0
1012020,09:00,10:00,1060,1063,0,165,,0,0
1012020,10:00,11:00,1056,1066,0,166,,0,0
1012020,11:00,12:00,1051,1064,0,163,,0,0
1012020,12:00,13:00,1054,1063,0,162,,0,0
1012020,13:00,14:00,1049,1061,0,161,,0,0
1012020,14:00,15:00,1050,1062,0,165,,0,0
1012020,15:00,16:00,1047,1072,0,243,,0,0
1012020,16:00,17:00,1048,1074,0,252,,0,0
1012020,17:00,18:00,1046,1071,0,270,,0,0
1012020,18:00,19:00,1048,1071,0,271,,0,0
1012020,19:00,20:00,1051,1072,0,273,,0,0
1012020,20:00,21:00,1049,1070,0,272,,0,0
1012020,21:00,22:00,1049,1070,0,273,,0,0
1012020,22:00,23:00,1049,1072,0,260,,0,0
1012020,23:00,00:00,1052,1070,0,266,,0,0
2012020,00:00,01:00,1053,1072,0,199,,0,0
2012020,01:00,02:00,1054,1073,0,156,,0,0
2012020,02:00,03:00,1053,1071,0,154,,0,0
2012020,03:00,04:00,955,984,0,174,,0,0
2012020,04:00,05:00,530,536,0,185,,0,0
2012020,05:00,06:00,664,653,0,248,,0,0
2012020,06:00,07:00,976,990,0,262,,0,0
2012020,07:00,08:00,1053,1063,0,262,,0,0
2012020,08:00,09:00,1053,1068,0,262,,0,0
2012020,09:00,10:00,1055,1069,0,263,,0,0
2012020,10:00,11:00,1051,1063,0,264,,0,0
2012020,11:00,12:00,1051,1066,0,264,,0,0
2012020,12:00,13:00,1054,1068,0,264,,0,0
2012020,13:00,14:00,1050,1068,0,263,,0,0
2012020,14:00,15:00,1049,1062,0,263,,0,0
2012020,15:00,16:00,1047,1064,0,265,,0,0
2012020,16:00,17:00,1052,1058,0,267,,0,0
2012020,17:00,18:00,1058,1062,0,273,,0,0
2012020,18:00,19:00,1058,1061,0,270,,0,0
2012020,19:00,20:00,1053,1063,0,269,,0,0
2012020,20:00,21:00,1058,1062,0,270,,0,0
2012020,21:00,22:00,1058,1040,0,179,,0,0
2012020,22:00,23:00,1053,1043,0,168,,0,0
2012020,23:00,00:00,838,812,0,160,,0,0
3012020,00:00,01:00,1036,852,0,158,,0,0
3012020,01:00,02:00,830,751,0,158,,0,0
3012020,02:00,03:00,496,485,0,157,,0,0
3012020,03:00,04:00,486,492,0,157,,0,0
3012020,04:00,05:00,493,487,0,157,,0,0
3012020,05:00,06:00,491,487,0,158,,0,0
3012020,06:00,07:00,497,493,0,157,,0,0
3012020,07:00,08:00,870,870,0,157,,0,0
3012020,08:00,09:00,978,978,0,157,,0,0
3012020,09:00,10:00,1056,1055,0,158,,0,0
3012020,10:00,11:00,1059,1057,0,159,,0,0
3012020,11:00,12:00,1066,1059,0,159,,0,0
3012020,12:00,13:00,1062,1061,0,159,,0,0
3012020,13:00,14:00,1063,1066,0,212,,0,0
3012020,14:00,15:00,1062,1062,0,256,,0,0
3012020,15:00,16:00,1061,1061,0,228,,0,0
3012020,16:00,17:00,1063,1066,0,227,,0,0
3012020,17:00,18:00,1066,1064,0,206,,0,0
3012020,18:00,19:00,1056,1052,0,168,,0,0
3012020,19:00,20:00,727,823,0,168,,0,0
3012020,20:00,21:00,514,778,0,164,,0,0
3012020,21:00,22:00,491,492,0,163,,0,0
3012020,22:00,23:00,485,490,0,170,,0,0
3012020,23:00,00:00,486,489,0,160,,0,0
4012020,00:00,01:00,487,488,0,158,,0,0
4012020,01:00,02:00,548,549,0,158,,0,0
4012020,02:00,03:00,638,638,0,158,,0,0
4012020,03:00,04:00,666,671,0,159,,0,0
4012020,04:00,05:00,482,485,0,160,,0,0
4012020,05:00,06:00,533,536,0,161,,0,0
4012020,06:00,07:00,483,488,0,164,,0,0
4012020,07:00,08:00,502,505,0,162,,0,0
4012020,08:00,09:00,619,604,0,164,,0,0
4012020,09:00,10:00,561,558,0,164,,0,0
4012020,10:00,11:00,483,485,0,162,,0,0
4012020,11:00,12:00,638,637,0,162,,0,0
4012020,12:00,13:00,751,747,0,166,,0,0
4012020,13:00,14:00,754,695,0,163,,0,0
4012020,14:00,15:00,848,865,0,163,,0,0
4012020,15:00,16:00,875,894,0,163,,0,0
4012020,16:00,17:00,1042,983,0,162,,0,0
4012020,17:00,18:00,1060,1057,0,170,,0,0
4012020,18:00,19:00,1065,1061,0,170,,0,0
4012020,19:00,20:00,1068,1056,0,171,,0,0
4012020,20:00,21:00,1064,1057,0,170,,0,0
4012020,21:00,22:00,1066,1051,0,168,,0,0
4012020,22:00,23:00,1063,1059,0,218,,0,0
4012020,23:00,00:00,1063,1055,0,254,,0,0
5012020,00:00,01:00,1065,1054,0,163,,0,0
5012020,01:00,02:00,1063,1054,0,155,,0,0
5012020,02:00,03:00,1065,1053,0,154,,0,0
5012020,03:00,04:00,1066,1054,0,154,,0,0
5012020,04:00,05:00,1067,1051,0,155,,0,0
5012020,05:00,06:00,1064,1055,0,155,,0,0
5012020,06:00,07:00,1065,1052,0,156,,0,0
5012020,07:00,08:00,1065,1057,0,182,,0,0
5012020,08:00,09:00,1061,1054,0,263,,0,0
5012020,09:00,10:00,1061,1056,0,266,,0,0
5012020,10:00,11:00,1061,1057,0,265,,0,0
5012020,11:00,12:00,1064,1055,0,248,,0,0
5012020,12:00,13:00,1062,1058,0,175,,0,0
5012020,13:00,14:00,1063,1067,0,195,,0,0
5012020,14:00,15:00,1063,1062,0,265,,0,0
5012020,15:00,16:00,1060,1066,0,266,,0,0
5012020,16:00,17:00,1062,1066,0,265,,0,0
5012020,17:00,18:00,1062,1067,0,268,,0,0
5012020,18:00,19:00,1058,1058,0,267,,0,0
5012020,19:00,20:00,1064,986,0,269,,0,0
5012020,20:00,21:00,1065,968,0,268,,0,0
5012020,21:00,22:00,1064,971,0,269,,0,0
5012020,22:00,23:00,1060,962,0,272,,0,0
5012020,23:00,00:00,1027,969,0,266,,0,0
6012020,00:00,01:00,1012,964,0,188,,0,0
6012020,01:00,02:00,967,968,0,159,,0,0
6012020,02:00,03:00,968,968,0,157,,0,0
6012020,03:00,04:00,970,969,0,156,,0,0
6012020,04:00,05:00,1051,968,0,156,,0,0
6012020,05:00,06:00,1061,969,0,236,,0,0
6012020,06:00,07:00,1061,970,0,252,,0,0
6012020,07:00,08:00,1057,1055,0,265,,0,0
6012020,08:00,09:00,1060,1065,0,267,,0,0
6012020,09:00,10:00,1062,1069,0,265,,0,0
6012020,10:00,11:00,1064,1077,0,265,,0,0
6012020,11:00,12:00,1065,1073,0,266,,0,0
6012020,12:00,13:00,1066,1075,0,266,,0,0
6012020,13:00,14:00,1064,1073,0,267,,0,0
6012020,14:00,15:00,1064,1073,0,266,,0,0
6012020,15:00,16:00,1061,1070,0,265,,0,0
6012020,16:00,17:00,1064,1072,0,264,,0,0
6012020,17:00,18:00,1066,1072,0,272,,0,0
6012020,18:00,19:00,1065,1072,0,271,,0,0
6012020,19:00,20:00,1064,1069,0,272,,0,0
6012020,20:00,21:00,1062,1069,0,264,,0,0
6012020,21:00,22:00,1064,1066,0,214,,0,0
6012020,22:00,23:00,1065,1070,0,228,,0,0
6012020,23:00,00:00,1065,1070,0,162,,0,0
7012020,00:00,01:00,1064,1066,0,160,,0,0
7012020,01:00,02:00,1061,1070,0,160,,0,0
7012020,02:00,03:00,1061,1070,0,161,,0,0
7012020,03:00,04:00,1061,1069,0,161,,0,0
7012020,04:00,05:00,1062,1068,0,168,,0,0
7012020,05:00,06:00,1061,1068,0,254,,0,0
7012020,06:00,07:00,1063,1068,0,261,,0,0
7012020,07:00,08:00,1058,1067,0,260,,0,0
7012020,08:00,09:00,1059,1067,0,263,,0,0
7012020,09:00,10:00,1055,1070,0,262,,0,0
7012020,10:00,11:00,1061,1069,0,262,,0,0
7012020,11:00,12:00,1059,1071,0,263,,0,0
7012020,12:00,13:00,1062,1066,0,263,,0,0
7012020,13:00,14:00,1060,1069,0,264,,0,0
7012020,14:00,15:00,1059,1069,0,262,,0,0
7012020,15:00,16:00,1060,1070,0,261,,0,0
7012020,16:00,17:00,1056,1073,0,263,,0,0
7012020,17:00,18:00,1061,1070,0,269,,0,0
7012020,18:00,19:00,1061,1069,0,273,,0,0
7012020,19:00,20:00,1060,1071,0,273,,0,0
7012020,20:00,21:00,1060,1068,0,274,,0,0
7012020,21:00,22:00,1059,1070,0,255,,0,0
7012020,22:00,23:00,1056,1063,0,228,,0,0
7012020,23:00,00:00,850,919,0,165,,0,0
8012020,00:00,01:00,584,683,0,162,,0,0
8012020,01:00,02:00,503,749,0,163,,0,0
8012020,02:00,03:00,490,482,0,166,,0,0
8012020,03:00,04:00,487,487,0,165,,0,0
8012020,04:00,05:00,523,536,0,162,,0,0
8012020,05:00,06:00,826,839,0,165,,0,0
8012020,06:00,07:00,1036,1060,0,187,,0,0
8012020,07:00,08:00,1056,1061,9,254,,0,0
8012020,08:00,09:00,1058,1065,124,269,,0,0
8012020,09:00,10:00,1061,1068,256,275,,0,0
8012020,10:00,11:00,1057,1065,285,274,,0,0
8012020,11:00,12:00,1053,1065,284,274,,0,0
8012020,12:00,13:00,1048,1066,283,274,,0,0
8012020,13:00,14:00,1051,1068,278,274,,0,0
8012020,14:00,15:00,1048,1065,277,274,,0,0
8012020,15:00,16:00,1048,1067,277,274,,0,0
8012020,16:00,17:00,1047,1066,277,274,,0,0
8012020,17:00,18:00,1049,1065,281,277,,0,0
8012020,18:00,19:00,1047,1065,281,277,,0,0
8012020,19:00,20:00,1049,1070,280,275,,0,0
8012020,20:00,21:00,1046,1067,280,277,,0,0
8012020,21:00,22:00,1048,1070,280,277,,0,0
8012020,22:00,23:00,1046,1070,280,276,,0,0
8012020,23:00,00:00,1049,1071,277,274,,0,0
9012020,00:00,01:00,1061,1060,285,284,,0,0
9012020,01:00,02:00,1056,1058,281,284,,0,0
9012020,02:00,03:00,1059,1057,282,283,,0,0
9012020,03:00,04:00,1057,1062,283,282,,0,0
9012020,04:00,05:00,1053,1060,283,284,,0,0
9012020,05:00,06:00,1054,1060,283,285,,0,0
9012020,06:00,07:00,1054,1060,283,285,,0,0
9012020,07:00,08:00,1055,1058,285,284,,0,0
9012020,08:00,09:00,1056,1056,285,284,,0,0
9012020,09:00,10:00,1048,1059,285,283,,0,0
9012020,10:00,11:00,1050,1063,282,283,,0,0
9012020,11:00,12:00,1045,1058,278,282,,0,0
9012020,12:00,13:00,1045,1058,255,229,,0,0
9012020,13:00,14:00,1041,1059,189,141,,0,0
9012020,14:00,15:00,1043,1057,172,140,,0,0
9012020,15:00,16:00,1039,1058,197,142,,0,0
9012020,16:00,17:00,1041,1057,278,142,,0,0
9012020,17:00,18:00,1036,1060,283,159,,0,0
9012020,18:00,19:00,1041,1059,270,275,,0,0
9012020,19:00,20:00,1043,1058,226,215,,0,0
9012020,20:00,21:00,1042,1060,200,0,,0,0
9012020,21:00,22:00,1040,1059,154,0,,0,0
9012020,22:00,23:00,1039,1058,159,0,,0,0
9012020,23:00,00:00,1037,1058,155,0,,0,0
10012020,00:00,01:00,1038,1060,153,0,,0,0
10012020,01:00,02:00,1040,1059,154,0,,0,0
10012020,02:00,03:00,1044,1064,153,0,,0,0
10012020,03:00,04:00,1044,1064,155,0,,0,0
10012020,04:00,05:00,1040,1063,169,0,,0,0
10012020,05:00,06:00,1038,1061,199,0,,0,0
10012020,06:00,07:00,1041,1062,214,0,,0,0
10012020,07:00,08:00,1040,1068,214,0,,0,0
10012020,08:00,09:00,1041,1069,216,0,,0,0
10012020,09:00,10:00,1041,1069,220,0,,0,0
10012020,10:00,11:00,1043,1065,222,0,,0,0
10012020,11:00,12:00,1046,1059,218,0,,0,0
10012020,12:00,13:00,1050,1061,217,0,,0,0
10012020,13:00,14:00,1053,1061,216,0,,0,0
10012020,14:00,15:00,1054,1060,216,0,,0,0
10012020,15:00,16:00,1056,1059,216,0,,0,0
10012020,16:00,17:00,1053,1057,217,0,,0,0
10012020,17:00,18:00,1052,1055,224,0,,0,0
10012020,18:00,19:00,1053,1056,223,0,,0,0
10012020,19:00,20:00,1053,1058,228,0,,0,0
10012020,20:00,21:00,1054,1059,226,0,,0,0
10012020,21:00,22:00,1056,1058,225,0,,0,0
10012020,22:00,23:00,1056,1059,225,0,,0,0
10012020,23:00,00:00,1054,1057,214,0,,0,0
11012020,00:00,01:00,1053,1060,216,0,,0,0
11012020,01:00,02:00,1057,1059,182,0,,0,0
11012020,02:00,03:00,1055,1055,166,0,,0,0
11012020,03:00,04:00,1054,1060,157,0,,0,0
11012020,04:00,05:00,1055,1059,157,0,,0,0
11012020,05:00,06:00,1056,1058,156,0,,0,0
11012020,06:00,07:00,983,984,156,0,,0,0
11012020,07:00,08:00,1052,1054,180,0,,0,0
11012020,08:00,09:00,1061,1054,223,0,,0,0
11012020,09:00,10:00,1056,1055,225,0,,0,0
11012020,10:00,11:00,1057,1058,222,0,,0,0
11012020,11:00,12:00,1056,1058,252,0,,0,0
11012020,12:00,13:00,1056,1057,249,0,,0,0
11012020,13:00,14:00,1053,1054,176,0,,0,0
11012020,14:00,15:00,1051,1056,160,0,,0,0
11012020,15:00,16:00,1053,1058,216,0,,0,0
11012020,16:00,17:00,1058,1059,246,0,,0,0
11012020,17:00,18:00,1055,1061,268,0,,0,0
11012020,18:00,19:00,1059,1061,264,0,,0,0
11012020,19:00,20:00,1058,1063,257,0,,0,0
11012020,20:00,21:00,1043,1063,182,0,,0,0
11012020,21:00,22:00,1061,1058,184,0,,0,0
11012020,22:00,23:00,849,929,166,0,,0,0
11012020,23:00,00:00,563,618,161,0,,0,0
12012020,00:00,01:00,512,494,158,0,,0,0
12012020,01:00,02:00,477,484,162,0,,0,0
12012020,02:00,03:00,485,482,161,0,,0,0
12012020,03:00,04:00,569,543,160,0,,0,0
12012020,04:00,05:00,519,496,160,0,,0,0
12012020,05:00,06:00,483,488,161,0,,0,0
12012020,06:00,07:00,482,485,164,0,,0,0
12012020,07:00,08:00,482,485,165,0,,0,0
12012020,08:00,09:00,481,484,165,0,,0,0
12012020,09:00,10:00,481,482,164,0,,0,0
12012020,10:00,11:00,483,485,165,0,,0,0
12012020,11:00,12:00,481,483,163,0,,0,0
12012020,12:00,13:00,486,482,163,0,,0,0
12012020,13:00,14:00,503,514,164,0,,0,0
12012020,14:00,15:00,594,597,164,0,,0,0
12012020,15:00,16:00,500,534,163,0,,0,0
12012020,16:00,17:00,732,616,165,0,,0,0
12012020,17:00,18:00,1046,944,173,0,,0,0
12012020,18:00,19:00,1050,1053,176,0,,0,0
12012020,19:00,20:00,977,980,177,0,,0,0
12012020,20:00,21:00,574,563,174,0,,0,0
12012020,21:00,22:00,532,543,173,0,,0,0
12012020,22:00,23:00,816,817,182,0,,0,0
12012020,23:00,00:00,948,951,166,0,,0,0
13012020,00:00,01:00,827,831,166,0,,0,0
13012020,01:00,02:00,876,871,164,0,,0,0
13012020,02:00,03:00,813,640,163,0,,0,0
13012020,03:00,04:00,917,841,163,0,,0,0
13012020,04:00,05:00,1042,1051,165,0,,0,0
13012020,05:00,06:00,1054,1052,199,0,,0,0
13012020,06:00,07:00,1052,1052,252,0,,0,0
13012020,07:00,08:00,1052,1051,263,0,,0,0
13012020,08:00,09:00,1054,1053,263,0,,0,0
13012020,09:00,10:00,1054,1055,262,0,,0,0
13012020,10:00,11:00,1052,1055,263,0,,0,0
13012020,11:00,12:00,1051,1055,263,0,,0,0
13012020,12:00,13:00,1051,1055,263,0,,0,0
13012020,13:00,14:00,1048,1059,264,0,,0,0
13012020,14:00,15:00,1050,1055,264,0,,0,0
13012020,15:00,16:00,1048,1059,264,0,,0,0
13012020,16:00,17:00,1048,1057,264,0,,0,0
13012020,17:00,18:00,1043,1061,274,0,,0,0
13012020,18:00,19:00,1049,1054,279,0,,0,0
13012020,19:00,20:00,1052,1055,281,0,,0,0
13012020,20:00,21:00,958,1037,200,0,,0,0
13012020,21:00,22:00,871,918,174,0,,0,0
13012020,22:00,23:00,864,847,174,0,,0,0
13012020,23:00,00:00,865,571,170,0,,0,0
14012020,00:00,01:00,864,483,169,0,,0,0
14012020,01:00,02:00,865,495,171,0,,0,0
14012020,02:00,03:00,865,486,171,0,,0,0
14012020,03:00,04:00,760,481,170,0,,0,0
14012020,04:00,05:00,480,487,170,0,,0,0
14012020,05:00,06:00,495,494,170,0,,0,0
14012020,06:00,07:00,834,836,171,0,,0,0
14012020,07:00,08:00,1043,1046,173,0,,0,0
