date,start,end,11WD2BRE6000118Z
1012019,00:00,01:00,0
1012019,01:00,02:00,0
1012019,02:00,03:00,0
1012019,03:00,04:00,0
1012019,04:00,05:00,0
1012019,05:00,06:00,0
1012019,06:00,07:00,0
1012019,07:00,08:00,0
1012019,08:00,09:00,0
1012019,09:00,10:00,0
1012019,10:00,11:00,0
1012019,11:00,12:00,0
1012019,12:00,13:00,0
1012019,13:00,14:00,0
1012019,14:00,15:00,0
1012019,15:00,16:00,0
1012019,16:00,17:00,0
1012019,17:00,18:00,0
1012019,18:00,19:00,0
1012019,19:00,20:00,0
1012019,20:00,21:00,0
1012019,21:00,22:00,0
1012019,22:00,23:00,0
1012019,23:00,00:00,0
2012019,00:00,01:00,0
2012019,01:00,02:00,0
2012019,02:00,03:00,0
2012019,03:00,04:00,0
2012019,04:00,05:00,0
2012019,05:00,06:00,5
2012019,06:00,07:00,39
2012019,07:00,08:00,92
2012019,08:00,09:00,133
2012019,09:00,10:00,155
2012019,10:00,11:00,154
2012019,11:00,12:00,153
2012019,12:00,13:00,152
2012019,13:00,14:00,149
2012019,14:00,15:00,146
2012019,15:00,16:00,148
2012019,16:00,17:00,147
2012019,17:00,18:00,151
2012019,18:00,19:00,152
2012019,19:00,20:00,151
2012019,20:00,21:00,150
2012019,21:00,22:00,149
2012019,22:00,23:00,151
2012019,23:00,00:00,0
3012019,00:00,01:00,141
3012019,01:00,02:00,153
3012019,02:00,03:00,158
3012019,03:00,04:00,158
3012019,04:00,05:00,187
3012019,05:00,06:00,245
3012019,06:00,07:00,245
3012019,07:00,08:00,271
3012019,08:00,09:00,272
3012019,09:00,10:00,284
3012019,10:00,11:00,284
3012019,11:00,12:00,284
3012019,12:00,13:00,285
3012019,13:00,14:00,286
3012019,14:00,15:00,287
3012019,15:00,16:00,287
3012019,16:00,17:00,286
3012019,17:00,18:00,285
3012019,18:00,19:00,285
3012019,19:00,20:00,285
3012019,20:00,21:00,285
3012019,21:00,22:00,287
3012019,22:00,23:00,287
3012019,23:00,00:00,0
4012019,00:00,01:00,237
4012019,01:00,02:00,171
4012019,02:00,03:00,152
4012019,03:00,04:00,151
4012019,04:00,05:00,156
4012019,05:00,06:00,192
4012019,06:00,07:00,252
4012019,07:00,08:00,272
4012019,08:00,09:00,257
4012019,09:00,10:00,274
4012019,10:00,11:00,278
4012019,11:00,12:00,278
4012019,12:00,13:00,276
4012019,13:00,14:00,262
4012019,14:00,15:00,229
4012019,15:00,16:00,227
4012019,16:00,17:00,262
4012019,17:00,18:00,284
4012019,18:00,19:00,282
4012019,19:00,20:00,238
4012019,20:00,21:00,182
4012019,21:00,22:00,137
4012019,22:00,23:00,100
4012019,23:00,00:00,0
5012019,00:00,01:00,95
5012019,01:00,02:00,95
5012019,02:00,03:00,95
5012019,03:00,04:00,95
5012019,04:00,05:00,95
5012019,05:00,06:00,95
5012019,06:00,07:00,95
5012019,07:00,08:00,110
5012019,08:00,09:00,166
5012019,09:00,10:00,216
5012019,10:00,11:00,215
5012019,11:00,12:00,217
5012019,12:00,13:00,201
5012019,13:00,14:00,182
5012019,14:00,15:00,186
5012019,15:00,16:00,235
5012019,16:00,17:00,260
5012019,17:00,18:00,275
5012019,18:00,19:00,274
5012019,19:00,20:00,274
5012019,20:00,21:00,274
5012019,21:00,22:00,255
5012019,22:00,23:00,195
5012019,23:00,00:00,0
6012019,00:00,01:00,90
6012019,01:00,02:00,88
6012019,02:00,03:00,88
6012019,03:00,04:00,88
6012019,04:00,05:00,88
6012019,05:00,06:00,88
6012019,06:00,07:00,117
6012019,07:00,08:00,177
6012019,08:00,09:00,228
6012019,09:00,10:00,260
6012019,10:00,11:00,268
6012019,11:00,12:00,267
6012019,12:00,13:00,268
6012019,13:00,14:00,264
6012019,14:00,15:00,270
6012019,15:00,16:00,276
6012019,16:00,17:00,278
6012019,17:00,18:00,276
6012019,18:00,19:00,276
6012019,19:00,20:00,280
6012019,20:00,21:00,281
6012019,21:00,22:00,281
6012019,22:00,23:00,273
6012019,23:00,00:00,0
7012019,00:00,01:00,225
7012019,01:00,02:00,199
7012019,02:00,03:00,175
7012019,03:00,04:00,214
7012019,04:00,05:00,227
7012019,05:00,06:00,263
7012019,06:00,07:00,286
7012019,07:00,08:00,286
7012019,08:00,09:00,285
7012019,09:00,10:00,284
7012019,10:00,11:00,286
7012019,11:00,12:00,286
7012019,12:00,13:00,286
7012019,13:00,14:00,287
7012019,14:00,15:00,276
7012019,15:00,16:00,277
7012019,16:00,17:00,272
7012019,17:00,18:00,260
7012019,18:00,19:00,259
7012019,19:00,20:00,233
7012019,20:00,21:00,219
7012019,21:00,22:00,200
7012019,22:00,23:00,174
7012019,23:00,00:00,0
8012019,00:00,01:00,90
8012019,01:00,02:00,91
8012019,02:00,03:00,87
