date,start,end,11WD8REUW1C---DD,11WD8REUW1C---EB
4012016,08:00,09:00,178,203
4012016,09:00,10:00,175,202
4012016,10:00,11:00,175,202
4012016,11:00,12:00,175,202
4012016,12:00,13:00,175,201
4012016,13:00,14:00,173,201
4012016,14:00,15:00,171,201
4012016,15:00,16:00,170,200
4012016,16:00,17:00,170,200
4012016,17:00,18:00,171,201
4012016,18:00,19:00,171,201
4012016,19:00,20:00,171,201
4012016,20:00,21:00,170,202
4012016,21:00,22:00,171,202
4012016,22:00,23:00,171,202
4012016,23:00,00:00,171,202
5012016,00:00,01:00,171,193
5012016,01:00,02:00,171,194
5012016,02:00,03:00,171,193
5012016,03:00,04:00,171,193
5012016,04:00,05:00,171,193
5012016,05:00,06:00,171,193
5012016,06:00,07:00,171,194
5012016,07:00,08:00,171,197
5012016,08:00,09:00,171,197
5012016,09:00,10:00,171,190
5012016,10:00,11:00,171,177
5012016,11:00,12:00,172,181
5012016,12:00,13:00,182,206
5012016,13:00,14:00,201,205
5012016,14:00,15:00,196,205
5012016,15:00,16:00,202,205
5012016,16:00,17:00,204,207
5012016,17:00,18:00,203,206
5012016,18:00,19:00,203,187
5012016,19:00,20:00,203,197
5012016,20:00,21:00,203,206
5012016,21:00,22:00,204,206
5012016,22:00,23:00,204,207
5012016,23:00,00:00,205,206
6012016,00:00,01:00,204,206
6012016,01:00,02:00,204,206
6012016,02:00,03:00,204,206
6012016,03:00,04:00,204,206
6012016,04:00,05:00,204,205
6012016,05:00,06:00,211,210
6012016,06:00,07:00,208,206
6012016,07:00,08:00,204,201
6012016,08:00,09:00,193,192
6012016,09:00,10:00,201,198
6012016,10:00,11:00,207,204
6012016,11:00,12:00,208,205
6012016,12:00,13:00,208,205
6012016,13:00,14:00,208,206
6012016,14:00,15:00,208,206
6012016,15:00,16:00,208,205
6012016,16:00,17:00,207,206
6012016,17:00,18:00,208,205
6012016,18:00,19:00,208,205
6012016,19:00,20:00,208,206
6012016,20:00,21:00,208,206
6012016,21:00,22:00,176,194
6012016,22:00,23:00,169,209
6012016,23:00,00:00,167,196
7012016,00:00,01:00,170,196
7012016,01:00,02:00,171,197
7012016,02:00,03:00,171,198
7012016,03:00,04:00,171,197
7012016,04:00,05:00,171,197
7012016,05:00,06:00,171,197
7012016,06:00,07:00,171,198
7012016,07:00,08:00,171,202
7012016,08:00,09:00,171,206
7012016,09:00,10:00,169,207
7012016,10:00,11:00,169,205
7012016,11:00,12:00,171,201
7012016,12:00,13:00,169,195
7012016,13:00,14:00,169,197
7012016,14:00,15:00,170,197
7012016,15:00,16:00,169,195
7012016,16:00,17:00,169,196
7012016,17:00,18:00,169,195
7012016,18:00,19:00,171,197
7012016,19:00,20:00,167,197
7012016,20:00,21:00,169,196
7012016,21:00,22:00,170,196
7012016,22:00,23:00,170,195
7012016,23:00,00:00,169,195
8012016,00:00,01:00,170,197
8012016,01:00,02:00,170,201
8012016,02:00,03:00,172,202
8012016,03:00,04:00,170,201
8012016,04:00,05:00,171,201
8012016,05:00,06:00,170,201
8012016,06:00,07:00,170,201
8012016,07:00,08:00,170,201
8012016,08:00,09:00,170,193
8012016,09:00,10:00,170,190
8012016,10:00,11:00,169,191
8012016,11:00,12:00,170,193
8012016,12:00,13:00,170,191
8012016,13:00,14:00,170,192
8012016,14:00,15:00,170,191
8012016,15:00,16:00,170,192
8012016,16:00,17:00,169,192
8012016,17:00,18:00,170,192
8012016,18:00,19:00,170,190
8012016,19:00,20:00,171,192
8012016,20:00,21:00,198,196
8012016,21:00,22:00,198,196
8012016,22:00,23:00,200,197
8012016,23:00,00:00,200,197
9012016,00:00,01:00,189,198
9012016,01:00,02:00,189,198
9012016,02:00,03:00,187,198
9012016,03:00,04:00,188,199
9012016,04:00,05:00,185,198
9012016,05:00,06:00,185,194
9012016,06:00,07:00,183,196
9012016,07:00,08:00,200,198
9012016,08:00,09:00,211,208
9012016,09:00,10:00,214,211
9012016,10:00,11:00,214,211
9012016,11:00,12:00,214,211
9012016,12:00,13:00,214,211
9012016,13:00,14:00,214,211
9012016,14:00,15:00,210,207
9012016,15:00,16:00,209,206
9012016,16:00,17:00,209,206
9012016,17:00,18:00,209,206
9012016,18:00,19:00,209,206
9012016,19:00,20:00,208,206
9012016,20:00,21:00,210,206
9012016,21:00,22:00,202,193
9012016,22:00,23:00,186,201
9012016,23:00,00:00,187,202
10012016,00:00,01:00,195,193
10012016,01:00,02:00,195,194
10012016,02:00,03:00,195,193
10012016,03:00,04:00,196,193
10012016,04:00,05:00,196,194
10012016,05:00,06:00,195,193
10012016,06:00,07:00,193,192
10012016,07:00,08:00,194,192
10012016,08:00,09:00,197,193
10012016,09:00,10:00,199,196
10012016,10:00,11:00,196,193
10012016,11:00,12:00,195,193
10012016,12:00,13:00,194,193
10012016,13:00,14:00,193,192
10012016,14:00,15:00,196,193
10012016,15:00,16:00,199,196
10012016,16:00,17:00,194,193
10012016,17:00,18:00,207,201
10012016,18:00,19:00,209,201
10012016,19:00,20:00,207,201
10012016,20:00,21:00,195,194
10012016,21:00,22:00,194,175
10012016,22:00,23:00,195,172
10012016,23:00,00:00,193,172
11012016,00:00,01:00,188,171
11012016,01:00,02:00,189,172
11012016,02:00,03:00,190,173
11012016,03:00,04:00,191,173
11012016,04:00,05:00,189,173
11012016,05:00,06:00,189,169
11012016,06:00,07:00,211,172
11012016,07:00,08:00,210,172
11012016,08:00,09:00,212,173
11012016,09:00,10:00,211,173
11012016,10:00,11:00,213,173
11012016,11:00,12:00,213,173
11012016,12:00,13:00,213,173
11012016,13:00,14:00,213,173
11012016,14:00,15:00,213,173
11012016,15:00,16:00,210,173
11012016,16:00,17:00,210,172
11012016,17:00,18:00,210,172
11012016,18:00,19:00,210,172
11012016,19:00,20:00,213,173
11012016,20:00,21:00,212,173
11012016,21:00,22:00,191,172
11012016,22:00,23:00,190,173
11012016,23:00,00:00,189,172
12012016,00:00,01:00,175,160
12012016,01:00,02:00,175,161
12012016,02:00,03:00,174,160
12012016,03:00,04:00,174,160
12012016,04:00,05:00,176,160
12012016,05:00,06:00,173,172
12012016,06:00,07:00,185,174
12012016,07:00,08:00,220,217
12012016,08:00,09:00,222,219
12012016,09:00,10:00,221,218
12012016,10:00,11:00,222,218
12012016,11:00,12:00,222,219
12012016,12:00,13:00,219,217
12012016,13:00,14:00,218,216
12012016,14:00,15:00,218,215
12012016,15:00,16:00,218,214
12012016,16:00,17:00,214,211
12012016,17:00,18:00,213,210
12012016,18:00,19:00,212,210
12012016,19:00,20:00,214,212
12012016,20:00,21:00,189,185
12012016,21:00,22:00,185,184
12012016,22:00,23:00,185,184
12012016,23:00,00:00,185,183
13012016,00:00,01:00,176,174
13012016,01:00,02:00,177,173
13012016,02:00,03:00,176,174
13012016,03:00,04:00,177,174
13012016,04:00,05:00,177,175
13012016,05:00,06:00,181,182
13012016,06:00,07:00,188,191
13012016,07:00,08:00,210,211
13012016,08:00,09:00,212,212
13012016,09:00,10:00,211,210
13012016,10:00,11:00,204,206
13012016,11:00,12:00,204,206
13012016,12:00,13:00,205,206
13012016,13:00,14:00,208,207
13012016,14:00,15:00,208,215
13012016,15:00,16:00,208,215
13012016,16:00,17:00,197,197
13012016,17:00,18:00,195,200
13012016,18:00,19:00,193,200
13012016,19:00,20:00,194,201
13012016,20:00,21:00,194,201
13012016,21:00,22:00,168,183
13012016,22:00,23:00,162,174
13012016,23:00,00:00,164,177
14012016,00:00,01:00,163,175
14012016,01:00,02:00,169,183
14012016,02:00,03:00,168,182
14012016,03:00,04:00,163,177
14012016,04:00,05:00,164,176
14012016,05:00,06:00,175,176
14012016,06:00,07:00,176,200
14012016,07:00,08:00,174,212
14012016,08:00,09:00,175,221
14012016,09:00,10:00,175,221
14012016,10:00,11:00,176,222
14012016,11:00,12:00,175,221
14012016,12:00,13:00,175,220
14012016,13:00,14:00,175,214
14012016,14:00,15:00,175,213
14012016,15:00,16:00,175,213
14012016,16:00,17:00,175,211
14012016,17:00,18:00,176,212
14012016,18:00,19:00,175,212
14012016,19:00,20:00,195,212
14012016,20:00,21:00,196,203
14012016,21:00,22:00,177,175
14012016,22:00,23:00,179,175
14012016,23:00,00:00,173,171
15012016,00:00,01:00,171,169
15012016,01:00,02:00,171,169
15012016,02:00,03:00,173,171
15012016,03:00,04:00,174,172
15012016,04:00,05:00,172,170
15012016,05:00,06:00,172,170
15012016,06:00,07:00,175,199
15012016,07:00,08:00,199,205
15012016,08:00,09:00,213,212
15012016,09:00,10:00,201,212
15012016,10:00,11:00,0,211
15012016,11:00,12:00,0,212
15012016,12:00,13:00,0,211
15012016,13:00,14:00,0,211
15012016,14:00,15:00,0,211
15012016,15:00,16:00,0,211
15012016,16:00,17:00,0,211
15012016,17:00,18:00,0,211
15012016,18:00,19:00,0,211
15012016,19:00,20:00,0,212
15012016,20:00,21:00,0,208
15012016,21:00,22:00,0,203
15012016,22:00,23:00,0,202
15012016,23:00,00:00,0,201
16012016,00:00,01:00,0,200
16012016,01:00,02:00,0,201
16012016,02:00,03:00,0,201
16012016,03:00,04:00,0,202
16012016,04:00,05:00,0,202
16012016,05:00,06:00,0,203
16012016,06:00,07:00,0,203
16012016,07:00,08:00,0,202
16012016,08:00,09:00,0,203
16012016,09:00,10:00,0,203
16012016,10:00,11:00,0,202
16012016,11:00,12:00,0,202
16012016,12:00,13:00,0,203
16012016,13:00,14:00,0,201
16012016,14:00,15:00,0,203
16012016,15:00,16:00,0,203
16012016,16:00,17:00,0,202
16012016,17:00,18:00,0,202
16012016,18:00,19:00,0,202
16012016,19:00,20:00,0,202
16012016,20:00,21:00,0,202
16012016,21:00,22:00,0,201
16012016,22:00,23:00,0,202
16012016,23:00,00:00,0,201
17012016,00:00,01:00,0,197
17012016,01:00,02:00,0,196
17012016,02:00,03:00,0,197
17012016,03:00,04:00,0,195
17012016,04:00,05:00,0,196
17012016,05:00,06:00,0,199
17012016,06:00,07:00,0,200
17012016,07:00,08:00,0,201
17012016,08:00,09:00,0,202
17012016,09:00,10:00,0,202
17012016,10:00,11:00,0,202
17012016,11:00,12:00,0,202
17012016,12:00,13:00,0,202
17012016,13:00,14:00,0,199
17012016,14:00,15:00,0,202
17012016,15:00,16:00,0,203
17012016,16:00,17:00,0,202
17012016,17:00,18:00,0,201
17012016,18:00,19:00,0,203
17012016,19:00,20:00,0,203
17012016,20:00,21:00,0,201
17012016,21:00,22:00,0,200
17012016,22:00,23:00,0,197
17012016,23:00,00:00,0,194
18012016,00:00,01:00,0,197
18012016,01:00,02:00,0,196
18012016,02:00,03:00,0,198
18012016,03:00,04:00,33,196
18012016,04:00,05:00,83,201
18012016,05:00,06:00,112,211
18012016,06:00,07:00,139,212
18012016,07:00,08:00,184,212
18012016,08:00,09:00,213,211
18012016,09:00,10:00,215,211
18012016,10:00,11:00,215,212
18012016,11:00,12:00,215,211
18012016,12:00,13:00,212,211
18012016,13:00,14:00,215,212
18012016,14:00,15:00,215,213
18012016,15:00,16:00,215,213
18012016,16:00,17:00,213,211
18012016,17:00,18:00,213,211
18012016,18:00,19:00,212,211
18012016,19:00,20:00,212,210
18012016,20:00,21:00,204,203
18012016,21:00,22:00,204,203
18012016,22:00,23:00,204,203
18012016,23:00,00:00,204,203
19012016,00:00,01:00,214,207
19012016,01:00,02:00,215,208
19012016,02:00,03:00,213,207
19012016,03:00,04:00,204,207
19012016,04:00,05:00,204,207
19012016,05:00,06:00,203,207
19012016,06:00,07:00,205,207
19012016,07:00,08:00,203,206
19012016,08:00,09:00,203,206
19012016,09:00,10:00,203,207
19012016,10:00,11:00,203,207
19012016,11:00,12:00,205,207
19012016,12:00,13:00,207,211
19012016,13:00,14:00,208,214
19012016,14:00,15:00,207,215
19012016,15:00,16:00,207,215
19012016,16:00,17:00,207,212
19012016,17:00,18:00,206,213
19012016,18:00,19:00,207,214
19012016,19:00,20:00,207,214
19012016,20:00,21:00,208,215
19012016,21:00,22:00,200,207
19012016,22:00,23:00,198,196
19012016,23:00,00:00,198,195
20012016,00:00,01:00,198,195
20012016,01:00,02:00,198,195
20012016,02:00,03:00,198,195
20012016,03:00,04:00,198,194
20012016,04:00,05:00,197,194
20012016,05:00,06:00,197,195
20012016,06:00,07:00,200,196
20012016,07:00,08:00,209,210
20012016,08:00,09:00,209,210
20012016,09:00,10:00,208,210
20012016,10:00,11:00,208,207
20012016,11:00,12:00,209,207
20012016,12:00,13:00,210,207
20012016,13:00,14:00,209,207
20012016,14:00,15:00,211,209
20012016,15:00,16:00,209,207
20012016,16:00,17:00,209,208
20012016,17:00,18:00,209,206
20012016,18:00,19:00,209,207
20012016,19:00,20:00,209,207
20012016,20:00,21:00,208,207
20012016,21:00,22:00,204,201
20012016,22:00,23:00,205,203
20012016,23:00,00:00,206,203
21012016,00:00,01:00,201,198
21012016,01:00,02:00,202,200
21012016,02:00,03:00,202,200
21012016,03:00,04:00,202,199
21012016,04:00,05:00,201,199
21012016,05:00,06:00,208,207
21012016,06:00,07:00,209,208
21012016,07:00,08:00,209,207
21012016,08:00,09:00,209,207
21012016,09:00,10:00,204,204
21012016,10:00,11:00,204,207
21012016,11:00,12:00,203,207
21012016,12:00,13:00,203,197
21012016,13:00,14:00,209,208
21012016,14:00,15:00,209,208
21012016,15:00,16:00,209,208
21012016,16:00,17:00,208,206
21012016,17:00,18:00,209,207
21012016,18:00,19:00,208,206
21012016,19:00,20:00,208,205
21012016,20:00,21:00,209,208
21012016,21:00,22:00,206,207
21012016,22:00,23:00,205,201
21012016,23:00,00:00,205,203
22012016,00:00,01:00,214,212
22012016,01:00,02:00,214,213
22012016,02:00,03:00,214,213
22012016,03:00,04:00,214,212
22012016,04:00,05:00,214,212
22012016,05:00,06:00,214,212
22012016,06:00,07:00,214,212
22012016,07:00,08:00,213,210
22012016,08:00,09:00,207,210
22012016,09:00,10:00,209,211
22012016,10:00,11:00,209,210
22012016,11:00,12:00,210,211
22012016,12:00,13:00,208,208
22012016,13:00,14:00,198,196
22012016,14:00,15:00,200,202
22012016,15:00,16:00,200,202
22012016,16:00,17:00,200,202
22012016,17:00,18:00,200,202
22012016,18:00,19:00,200,202
22012016,19:00,20:00,200,202
22012016,20:00,21:00,198,199
22012016,21:00,22:00,199,191
22012016,22:00,23:00,199,192
22012016,23:00,00:00,204,201
23012016,00:00,01:00,210,208
23012016,01:00,02:00,215,212
23012016,02:00,03:00,212,208
23012016,03:00,04:00,205,204
23012016,04:00,05:00,206,203
23012016,05:00,06:00,205,203
23012016,06:00,07:00,206,204
23012016,07:00,08:00,206,203
23012016,08:00,09:00,206,204
23012016,09:00,10:00,206,206
23012016,10:00,11:00,214,212
23012016,11:00,12:00,214,212
23012016,12:00,13:00,215,207
23012016,13:00,14:00,200,197
23012016,14:00,15:00,200,198
23012016,15:00,16:00,202,197
23012016,16:00,17:00,201,198
23012016,17:00,18:00,212,217
23012016,18:00,19:00,215,221
23012016,19:00,20:00,214,222
23012016,20:00,21:00,202,201
23012016,21:00,22:00,201,198
23012016,22:00,23:00,201,198
23012016,23:00,00:00,199,197
24012016,00:00,01:00,200,198
24012016,01:00,02:00,200,198
24012016,02:00,03:00,205,202
24012016,03:00,04:00,205,201
24012016,04:00,05:00,206,204
24012016,05:00,06:00,206,204
24012016,06:00,07:00,206,204
24012016,07:00,08:00,206,201
24012016,08:00,09:00,205,201
24012016,09:00,10:00,206,208
24012016,10:00,11:00,212,214
24012016,11:00,12:00,215,206
24012016,12:00,13:00,210,208
24012016,13:00,14:00,215,213
24012016,14:00,15:00,215,213
24012016,15:00,16:00,206,213
24012016,16:00,17:00,205,213
24012016,17:00,18:00,218,220
24012016,18:00,19:00,219,221
24012016,19:00,20:00,219,221
24012016,20:00,21:00,217,216
24012016,21:00,22:00,213,211
24012016,22:00,23:00,212,209
24012016,23:00,00:00,204,202
25012016,00:00,01:00,204,202
25012016,01:00,02:00,204,202
25012016,02:00,03:00,204,202
25012016,03:00,04:00,203,202
25012016,04:00,05:00,204,202
25012016,05:00,06:00,205,201
25012016,06:00,07:00,205,210
25012016,07:00,08:00,215,222
25012016,08:00,09:00,214,178
25012016,09:00,10:00,214,163
25012016,10:00,11:00,216,210
25012016,11:00,12:00,216,222
25012016,12:00,13:00,214,221
25012016,13:00,14:00,215,221
25012016,14:00,15:00,215,222
25012016,15:00,16:00,215,223
25012016,16:00,17:00,216,221
25012016,17:00,18:00,215,222
25012016,18:00,19:00,214,222
25012016,19:00,20:00,215,220
25012016,20:00,21:00,214,221
25012016,21:00,22:00,215,213
25012016,22:00,23:00,215,212
25012016,23:00,00:00,215,213
26012016,00:00,01:00,215,212
26012016,01:00,02:00,207,205
26012016,02:00,03:00,195,193
26012016,03:00,04:00,195,192
26012016,04:00,05:00,195,192
26012016,05:00,06:00,200,197
26012016,06:00,07:00,204,218
26012016,07:00,08:00,203,219
26012016,08:00,09:00,214,186
26012016,09:00,10:00,214,182
26012016,10:00,11:00,214,182
26012016,11:00,12:00,216,192
26012016,12:00,13:00,215,212
26012016,13:00,14:00,215,212
26012016,14:00,15:00,208,204
26012016,15:00,16:00,207,203
26012016,16:00,17:00,206,204
26012016,17:00,18:00,205,202
26012016,18:00,19:00,205,203
26012016,19:00,20:00,198,195
26012016,20:00,21:00,195,192
26012016,21:00,22:00,194,191
26012016,22:00,23:00,195,192
26012016,23:00,00:00,195,193
27012016,00:00,01:00,186,184
27012016,01:00,02:00,186,184
27012016,02:00,03:00,186,184
27012016,03:00,04:00,186,184
27012016,04:00,05:00,185,184
27012016,05:00,06:00,186,184
27012016,06:00,07:00,202,189
27012016,07:00,08:00,205,179
27012016,08:00,09:00,205,180
27012016,09:00,10:00,181,179
27012016,10:00,11:00,181,178
27012016,11:00,12:00,181,179
27012016,12:00,13:00,183,179
27012016,13:00,14:00,196,179
27012016,14:00,15:00,197,180
27012016,15:00,16:00,195,179
27012016,16:00,17:00,195,179
27012016,17:00,18:00,197,179
27012016,18:00,19:00,195,178
27012016,19:00,20:00,195,178
27012016,20:00,21:00,196,178
27012016,21:00,22:00,196,178
27012016,22:00,23:00,196,179
27012016,23:00,00:00,195,179
28012016,00:00,01:00,197,180
28012016,01:00,02:00,207,189
28012016,02:00,03:00,207,207
28012016,03:00,04:00,196,198
28012016,04:00,05:00,196,198
28012016,05:00,06:00,196,198
28012016,06:00,07:00,198,198
28012016,07:00,08:00,205,188
28012016,08:00,09:00,206,184
28012016,09:00,10:00,204,183
28012016,10:00,11:00,206,183
28012016,11:00,12:00,206,183
28012016,12:00,13:00,203,181
28012016,13:00,14:00,205,191
28012016,14:00,15:00,205,193
28012016,15:00,16:00,205,193
28012016,16:00,17:00,205,194
28012016,17:00,18:00,205,198
28012016,18:00,19:00,204,211
28012016,19:00,20:00,203,211
28012016,20:00,21:00,205,198
28012016,21:00,22:00,205,192
28012016,22:00,23:00,203,194
28012016,23:00,00:00,196,187
29012016,00:00,01:00,194,182
29012016,01:00,02:00,190,182
29012016,02:00,03:00,190,182
29012016,03:00,04:00,188,182
29012016,04:00,05:00,193,189
29012016,05:00,06:00,200,191
29012016,06:00,07:00,199,191
29012016,07:00,08:00,199,200
29012016,08:00,09:00,204,220
29012016,09:00,10:00,204,221
29012016,10:00,11:00,204,221
29012016,11:00,12:00,205,221
29012016,12:00,13:00,204,202
29012016,13:00,14:00,204,188
29012016,14:00,15:00,204,188
29012016,15:00,16:00,202,188
29012016,16:00,17:00,196,189
29012016,17:00,18:00,195,187
29012016,18:00,19:00,202,188
29012016,19:00,20:00,204,188
29012016,20:00,21:00,206,188
29012016,21:00,22:00,204,187
29012016,22:00,23:00,198,189
29012016,23:00,00:00,196,189
30012016,00:00,01:00,196,187
30012016,01:00,02:00,196,188
30012016,02:00,03:00,196,188
30012016,03:00,04:00,196,188
30012016,04:00,05:00,196,188
30012016,05:00,06:00,196,188
30012016,06:00,07:00,196,188
30012016,07:00,08:00,195,188
30012016,08:00,09:00,190,181
30012016,09:00,10:00,185,172
30012016,10:00,11:00,185,174
30012016,11:00,12:00,185,173
30012016,12:00,13:00,185,173
30012016,13:00,14:00,185,172
30012016,14:00,15:00,185,173
30012016,15:00,16:00,186,173
30012016,16:00,17:00,186,173
30012016,17:00,18:00,185,172
30012016,18:00,19:00,185,172
30012016,19:00,20:00,185,172
30012016,20:00,21:00,185,180
30012016,21:00,22:00,185,182
30012016,22:00,23:00,188,194
30012016,23:00,00:00,190,197
31012016,00:00,01:00,187,186
31012016,01:00,02:00,185,182
31012016,02:00,03:00,186,183
31012016,03:00,04:00,185,182
31012016,04:00,05:00,185,182
31012016,05:00,06:00,185,182
31012016,06:00,07:00,185,182
31012016,07:00,08:00,185,182
31012016,08:00,09:00,185,184
31012016,09:00,10:00,186,185
31012016,10:00,11:00,184,181
31012016,11:00,12:00,178,169
31012016,12:00,13:00,176,163
31012016,13:00,14:00,174,162
31012016,14:00,15:00,174,162
31012016,15:00,16:00,177,165
31012016,16:00,17:00,177,164
31012016,17:00,18:00,177,162
31012016,18:00,19:00,175,163
31012016,19:00,20:00,177,163
31012016,20:00,21:00,176,163
31012016,21:00,22:00,175,163
31012016,22:00,23:00,176,169
31012016,23:00,00:00,174,171
1022016,00:00,01:00,175,172
1022016,01:00,02:00,185,183
1022016,02:00,03:00,185,182
1022016,03:00,04:00,185,183
1022016,04:00,05:00,185,183
1022016,05:00,06:00,185,183
1022016,06:00,07:00,185,186
1022016,07:00,08:00,185,220
1022016,08:00,09:00,185,221
1022016,09:00,10:00,186,220
1022016,10:00,11:00,186,187
1022016,11:00,12:00,186,177
1022016,12:00,13:00,186,172
1022016,13:00,14:00,186,176
1022016,14:00,15:00,186,188
1022016,15:00,16:00,185,188
1022016,16:00,17:00,186,187
1022016,17:00,18:00,184,186
1022016,18:00,19:00,186,188
1022016,19:00,20:00,186,188
1022016,20:00,21:00,186,188
1022016,21:00,22:00,186,188
1022016,22:00,23:00,186,187
1022016,23:00,00:00,185,187
2022016,00:00,01:00,195,197
2022016,01:00,02:00,196,199
2022016,02:00,03:00,198,199
2022016,03:00,04:00,198,197
2022016,04:00,05:00,193,193
2022016,05:00,06:00,182,184
2022016,06:00,07:00,181,184
2022016,07:00,08:00,180,183
2022016,08:00,09:00,181,184
2022016,09:00,10:00,185,184
2022016,10:00,11:00,191,184
2022016,11:00,12:00,193,183
2022016,12:00,13:00,192,176
2022016,13:00,14:00,192,176
2022016,14:00,15:00,193,176
2022016,15:00,16:00,193,176
2022016,16:00,17:00,192,176
2022016,17:00,18:00,192,175
2022016,18:00,19:00,190,174
2022016,19:00,20:00,189,172
2022016,20:00,21:00,191,174
2022016,21:00,22:00,190,173
2022016,22:00,23:00,190,173
2022016,23:00,00:00,190,173
3022016,00:00,01:00,189,181
3022016,01:00,02:00,189,182
3022016,02:00,03:00,188,182
3022016,03:00,04:00,186,183
3022016,04:00,05:00,186,184
3022016,05:00,06:00,186,183
3022016,06:00,07:00,187,183
3022016,07:00,08:00,186,183
3022016,08:00,09:00,184,182
3022016,09:00,10:00,183,180
3022016,10:00,11:00,180,179
3022016,11:00,12:00,180,178
3022016,12:00,13:00,179,178
3022016,13:00,14:00,182,179
3022016,14:00,15:00,182,179
3022016,15:00,16:00,180,179
3022016,16:00,17:00,182,180
3022016,17:00,18:00,181,179
3022016,18:00,19:00,182,178
3022016,19:00,20:00,181,178
3022016,20:00,21:00,181,177
3022016,21:00,22:00,181,177
3022016,22:00,23:00,180,178
3022016,23:00,00:00,181,179
4022016,00:00,01:00,176,174
4022016,01:00,02:00,177,175
4022016,02:00,03:00,176,172
4022016,03:00,04:00,175,172
4022016,04:00,05:00,175,172
4022016,05:00,06:00,175,173
4022016,06:00,07:00,178,175
4022016,07:00,08:00,175,181
4022016,08:00,09:00,175,182
4022016,09:00,10:00,175,183
4022016,10:00,11:00,177,184
4022016,11:00,12:00,175,183
4022016,12:00,13:00,175,183
4022016,13:00,14:00,177,189
4022016,14:00,15:00,196,211
4022016,15:00,16:00,195,211
4022016,16:00,17:00,195,211
4022016,17:00,18:00,209,212
4022016,18:00,19:00,214,211
4022016,19:00,20:00,215,211
4022016,20:00,21:00,213,211
4022016,21:00,22:00,215,212
4022016,22:00,23:00,215,212
4022016,23:00,00:00,210,177
5022016,00:00,01:00,204,175
5022016,01:00,02:00,198,176
5022016,02:00,03:00,195,175
5022016,03:00,04:00,195,176
5022016,04:00,05:00,195,176
5022016,05:00,06:00,195,175
5022016,06:00,07:00,214,208
5022016,07:00,08:00,214,212
5022016,08:00,09:00,214,212
5022016,09:00,10:00,213,212
5022016,10:00,11:00,213,218
5022016,11:00,12:00,213,220
5022016,12:00,13:00,213,220
5022016,13:00,14:00,214,220
5022016,14:00,15:00,193,201
5022016,15:00,16:00,179,185
5022016,16:00,17:00,175,183
5022016,17:00,18:00,177,184
5022016,18:00,19:00,174,175
5022016,19:00,20:00,175,173
5022016,20:00,21:00,175,173
5022016,21:00,22:00,177,174
5022016,22:00,23:00,177,174
5022016,23:00,00:00,176,174
6022016,00:00,01:00,176,174
6022016,01:00,02:00,177,174
6022016,02:00,03:00,177,174
6022016,03:00,04:00,177,174
6022016,04:00,05:00,178,175
6022016,05:00,06:00,176,174
6022016,06:00,07:00,178,174
