date,start,end,11WD2NOR20001055
6012020,00:00,01:00,152
6012020,01:00,02:00,153
6012020,02:00,03:00,153
6012020,03:00,04:00,154
6012020,04:00,05:00,153
6012020,05:00,06:00,155
6012020,06:00,07:00,153
6012020,07:00,08:00,152
6012020,08:00,09:00,152
6012020,09:00,10:00,152
6012020,10:00,11:00,153
6012020,11:00,12:00,151
6012020,12:00,13:00,152
6012020,13:00,14:00,152
6012020,14:00,15:00,150
6012020,15:00,16:00,149
6012020,16:00,17:00,149
6012020,17:00,18:00,150
6012020,18:00,19:00,152
6012020,19:00,20:00,153
6012020,20:00,21:00,153
6012020,21:00,22:00,153
6012020,22:00,23:00,153
6012020,23:00,00:00,152
7012020,00:00,01:00,151
7012020,01:00,02:00,152
7012020,02:00,03:00,151
7012020,03:00,04:00,152
7012020,04:00,05:00,152
7012020,05:00,06:00,153
7012020,06:00,07:00,151
7012020,07:00,08:00,154
7012020,08:00,09:00,153
7012020,09:00,10:00,171
7012020,10:00,11:00,215
7012020,11:00,12:00,178
7012020,12:00,13:00,146
7012020,13:00,14:00,151
7012020,14:00,15:00,150
7012020,15:00,16:00,149
7012020,16:00,17:00,150
7012020,17:00,18:00,151
7012020,18:00,19:00,152
7012020,19:00,20:00,152
7012020,20:00,21:00,149
7012020,21:00,22:00,149
7012020,22:00,23:00,153
7012020,23:00,00:00,153
8012020,00:00,01:00,152
8012020,01:00,02:00,153
8012020,02:00,03:00,153
8012020,03:00,04:00,153
8012020,04:00,05:00,156
8012020,05:00,06:00,155
8012020,06:00,07:00,154
8012020,07:00,08:00,153
8012020,08:00,09:00,152
8012020,09:00,10:00,152
8012020,10:00,11:00,151
8012020,11:00,12:00,154
8012020,12:00,13:00,152
8012020,13:00,14:00,152
8012020,14:00,15:00,151
8012020,15:00,16:00,152
8012020,16:00,17:00,145
8012020,17:00,18:00,168
8012020,18:00,19:00,151
8012020,19:00,20:00,150
8012020,20:00,21:00,147
8012020,21:00,22:00,151
8012020,22:00,23:00,148
8012020,23:00,00:00,134
9012020,00:00,01:00,114
9012020,01:00,02:00,98
9012020,02:00,03:00,98
9012020,03:00,04:00,107
9012020,04:00,05:00,130
9012020,05:00,06:00,147
9012020,06:00,07:00,151
9012020,07:00,08:00,151
9012020,08:00,09:00,150
9012020,09:00,10:00,153
9012020,10:00,11:00,149
9012020,11:00,12:00,124
9012020,12:00,13:00,92
9012020,13:00,14:00,115
9012020,14:00,15:00,139
9012020,15:00,16:00,150
9012020,16:00,17:00,151
9012020,17:00,18:00,151
9012020,18:00,19:00,150
9012020,19:00,20:00,150
9012020,20:00,21:00,145
9012020,21:00,22:00,139
9012020,22:00,23:00,147
9012020,23:00,00:00,120
10012020,00:00,01:00,120
10012020,01:00,02:00,120
10012020,02:00,03:00,120
10012020,03:00,04:00,121
10012020,04:00,05:00,127
10012020,05:00,06:00,195
10012020,06:00,07:00,201
10012020,07:00,08:00,218
10012020,08:00,09:00,200
10012020,09:00,10:00,200
10012020,10:00,11:00,155
10012020,11:00,12:00,131
10012020,12:00,13:00,117
10012020,13:00,14:00,123
10012020,14:00,15:00,131
10012020,15:00,16:00,140
10012020,16:00,17:00,142
10012020,17:00,18:00,141
10012020,18:00,19:00,132
10012020,19:00,20:00,130
10012020,20:00,21:00,125
10012020,21:00,22:00,121
10012020,22:00,23:00,121
10012020,23:00,00:00,116
11012020,00:00,01:00,117
11012020,01:00,02:00,115
11012020,02:00,03:00,106
11012020,03:00,04:00,101
11012020,04:00,05:00,104
11012020,05:00,06:00,115
11012020,06:00,07:00,139
11012020,07:00,08:00,138
11012020,08:00,09:00,151
11012020,09:00,10:00,157
11012020,10:00,11:00,154
11012020,11:00,12:00,149
11012020,12:00,13:00,148
11012020,13:00,14:00,151
11012020,14:00,15:00,154
11012020,15:00,16:00,155
11012020,16:00,17:00,170
11012020,17:00,18:00,175
11012020,18:00,19:00,178
11012020,19:00,20:00,186
11012020,20:00,21:00,187
11012020,21:00,22:00,189
11012020,22:00,23:00,178
11012020,23:00,00:00,174
12012020,00:00,01:00,179
12012020,01:00,02:00,181
12012020,02:00,03:00,180
12012020,03:00,04:00,185
12012020,04:00,05:00,191
12012020,05:00,06:00,193
12012020,06:00,07:00,194
12012020,07:00,08:00,198
12012020,08:00,09:00,203
12012020,09:00,10:00,200
12012020,10:00,11:00,198
12012020,11:00,12:00,193
12012020,12:00,13:00,184
12012020,13:00,14:00,169
12012020,14:00,15:00,169
12012020,15:00,16:00,173
12012020,16:00,17:00,175
12012020,17:00,18:00,183
12012020,18:00,19:00,189
12012020,19:00,20:00,196
12012020,20:00,21:00,197
12012020,21:00,22:00,191
12012020,22:00,23:00,183
12012020,23:00,00:00,165
13012020,00:00,01:00,158
13012020,01:00,02:00,174
13012020,02:00,03:00,179
13012020,03:00,04:00,173
13012020,04:00,05:00,182
13012020,05:00,06:00,174
13012020,06:00,07:00,192
13012020,07:00,08:00,198
13012020,08:00,09:00,197
13012020,09:00,10:00,205
13012020,10:00,11:00,205
13012020,11:00,12:00,182
13012020,12:00,13:00,157
13012020,13:00,14:00,165
13012020,14:00,15:00,163
13012020,15:00,16:00,157
13012020,16:00,17:00,168
13012020,17:00,18:00,177
13012020,18:00,19:00,187
13012020,19:00,20:00,200
13012020,20:00,21:00,193
13012020,21:00,22:00,196
13012020,22:00,23:00,198
13012020,23:00,00:00,187
14012020,00:00,01:00,157
14012020,01:00,02:00,147
14012020,02:00,03:00,136
14012020,03:00,04:00,151
14012020,04:00,05:00,167
14012020,05:00,06:00,195
14012020,06:00,07:00,202
14012020,07:00,08:00,200
14012020,08:00,09:00,199
14012020,09:00,10:00,199
14012020,10:00,11:00,182
14012020,11:00,12:00,163
14012020,12:00,13:00,148
14012020,13:00,14:00,139
14012020,14:00,15:00,140
14012020,15:00,16:00,134
14012020,16:00,17:00,131
14012020,17:00,18:00,160
14012020,18:00,19:00,171
14012020,19:00,20:00,182
14012020,20:00,21:00,182
14012020,21:00,22:00,192
14012020,22:00,23:00,164
14012020,23:00,00:00,152
15012020,00:00,01:00,131
15012020,01:00,02:00,136
15012020,02:00,03:00,139
15012020,03:00,04:00,144
15012020,04:00,05:00,154
15012020,05:00,06:00,169
15012020,06:00,07:00,181
15012020,07:00,08:00,196
15012020,08:00,09:00,202
15012020,09:00,10:00,205
15012020,10:00,11:00,216
15012020,11:00,12:00,147
15012020,12:00,13:00,134
15012020,13:00,14:00,130
15012020,14:00,15:00,114
15012020,15:00,16:00,128
15012020,16:00,17:00,165
15012020,17:00,18:00,191
15012020,18:00,19:00,174
15012020,19:00,20:00,154
15012020,20:00,21:00,143
15012020,21:00,22:00,138
15012020,22:00,23:00,136
15012020,23:00,00:00,129
16012020,00:00,01:00,122
16012020,01:00,02:00,137
16012020,02:00,03:00,130
16012020,03:00,04:00,130
16012020,04:00,05:00,130
16012020,05:00,06:00,129
16012020,06:00,07:00,142
16012020,07:00,08:00,144
16012020,08:00,09:00,208
16012020,09:00,10:00,236
16012020,10:00,11:00,203
16012020,11:00,12:00,143
16012020,12:00,13:00,120
16012020,13:00,14:00,121
16012020,14:00,15:00,139
16012020,15:00,16:00,180
16012020,16:00,17:00,199
16012020,17:00,18:00,201
16012020,18:00,19:00,175
16012020,19:00,20:00,152
16012020,20:00,21:00,158
16012020,21:00,22:00,157
16012020,22:00,23:00,151
16012020,23:00,00:00,142
17012020,00:00,01:00,143
17012020,01:00,02:00,146
17012020,02:00,03:00,146
17012020,03:00,04:00,147
17012020,04:00,05:00,161
17012020,05:00,06:00,180
17012020,06:00,07:00,188
17012020,07:00,08:00,196
17012020,08:00,09:00,197
17012020,09:00,10:00,191
17012020,10:00,11:00,150
17012020,11:00,12:00,115
17012020,12:00,13:00,114
17012020,13:00,14:00,105
17012020,14:00,15:00,118
17012020,15:00,16:00,131
17012020,16:00,17:00,143
17012020,17:00,18:00,138
17012020,18:00,19:00,186
17012020,19:00,20:00,169
17012020,20:00,21:00,119
17012020,21:00,22:00,110
17012020,22:00,23:00,118
17012020,23:00,00:00,112
18012020,00:00,01:00,88
18012020,01:00,02:00,0
18012020,02:00,03:00,0
18012020,03:00,04:00,0
18012020,04:00,05:00,0
18012020,05:00,06:00,0
18012020,06:00,07:00,0
18012020,07:00,08:00,0
18012020,08:00,09:00,0
18012020,09:00,10:00,0
18012020,10:00,11:00,0
18012020,11:00,12:00,0
18012020,12:00,13:00,0
18012020,13:00,14:00,0
18012020,14:00,15:00,0
18012020,15:00,16:00,0
18012020,16:00,17:00,0
18012020,17:00,18:00,0
18012020,18:00,19:00,9
18012020,19:00,20:00,0
18012020,20:00,21:00,0
18012020,21:00,22:00,0
18012020,22:00,23:00,0
18012020,23:00,00:00,0
19012020,00:00,01:00,0
19012020,01:00,02:00,0
19012020,02:00,03:00,0
19012020,03:00,04:00,0
19012020,04:00,05:00,0
19012020,05:00,06:00,0
19012020,06:00,07:00,0
19012020,07:00,08:00,0
19012020,08:00,09:00,0
19012020,09:00,10:00,0
19012020,10:00,11:00,0
19012020,11:00,12:00,0
19012020,12:00,13:00,0
19012020,13:00,14:00,0
19012020,14:00,15:00,0
19012020,15:00,16:00,0
19012020,16:00,17:00,0
19012020,17:00,18:00,0
19012020,18:00,19:00,0
19012020,19:00,20:00,0
19012020,20:00,21:00,0
19012020,21:00,22:00,0
19012020,22:00,23:00,0
19012020,23:00,00:00,0
20012020,00:00,01:00,0
20012020,01:00,02:00,0
20012020,02:00,03:00,0
20012020,03:00,04:00,0
20012020,04:00,05:00,0
20012020,05:00,06:00,0
20012020,06:00,07:00,0
20012020,07:00,08:00,0
20012020,08:00,09:00,0
20012020,09:00,10:00,0
20012020,10:00,11:00,0
20012020,11:00,12:00,0
20012020,12:00,13:00,0
20012020,13:00,14:00,0
20012020,14:00,15:00,0
20012020,15:00,16:00,0
20012020,16:00,17:00,0
20012020,17:00,18:00,0
20012020,18:00,19:00,0
20012020,19:00,20:00,0
20012020,20:00,21:00,0
20012020,21:00,22:00,0
20012020,22:00,23:00,0
20012020,23:00,00:00,0
21012020,00:00,01:00,0
21012020,01:00,02:00,0
21012020,02:00,03:00,0
21012020,03:00,04:00,0
21012020,04:00,05:00,0
21012020,05:00,06:00,0
21012020,06:00,07:00,0
21012020,07:00,08:00,0
21012020,08:00,09:00,0
21012020,09:00,10:00,0
21012020,10:00,11:00,0
21012020,11:00,12:00,0
21012020,12:00,13:00,0
21012020,13:00,14:00,0
21012020,14:00,15:00,0
21012020,15:00,16:00,0
21012020,16:00,17:00,0
21012020,17:00,18:00,0
21012020,18:00,19:00,0
21012020,19:00,20:00,0
21012020,20:00,21:00,0
21012020,21:00,22:00,0
21012020,22:00,23:00,0
21012020,23:00,00:00,0
22012020,00:00,01:00,0
22012020,01:00,02:00,0
22012020,02:00,03:00,0
22012020,03:00,04:00,0
22012020,04:00,05:00,0
22012020,05:00,06:00,0
22012020,06:00,07:00,0
22012020,07:00,08:00,0
22012020,08:00,09:00,0
22012020,09:00,10:00,0
22012020,10:00,11:00,0
22012020,11:00,12:00,0
22012020,12:00,13:00,0
22012020,13:00,14:00,0
22012020,14:00,15:00,0
22012020,15:00,16:00,1
22012020,16:00,17:00,81
22012020,17:00,18:00,87
22012020,18:00,19:00,91
22012020,19:00,20:00,123
22012020,20:00,21:00,127
22012020,21:00,22:00,128
22012020,22:00,23:00,133
22012020,23:00,00:00,150
23012020,00:00,01:00,156
23012020,01:00,02:00,142
23012020,02:00,03:00,146
23012020,03:00,04:00,147
23012020,04:00,05:00,148
23012020,05:00,06:00,165
23012020,06:00,07:00,206
23012020,07:00,08:00,228
23012020,08:00,09:00,222
23012020,09:00,10:00,224
23012020,10:00,11:00,225
23012020,11:00,12:00,230
23012020,12:00,13:00,224
23012020,13:00,14:00,212
23012020,14:00,15:00,232
23012020,15:00,16:00,238
23012020,16:00,17:00,234
23012020,17:00,18:00,243
23012020,18:00,19:00,245
23012020,19:00,20:00,234
23012020,20:00,21:00,230
23012020,21:00,22:00,218
23012020,22:00,23:00,195
23012020,23:00,00:00,147
24012020,00:00,01:00,145
24012020,01:00,02:00,148
24012020,02:00,03:00,151
24012020,03:00,04:00,157
24012020,04:00,05:00,172
24012020,05:00,06:00,203
24012020,06:00,07:00,212
24012020,07:00,08:00,213
24012020,08:00,09:00,216
24012020,09:00,10:00,215
24012020,10:00,11:00,216
24012020,11:00,12:00,222
24012020,12:00,13:00,242
24012020,13:00,14:00,225
24012020,14:00,15:00,215
24012020,15:00,16:00,178
24012020,16:00,17:00,215
24012020,17:00,18:00,235
24012020,18:00,19:00,224
24012020,19:00,20:00,217
24012020,20:00,21:00,200
24012020,21:00,22:00,188
24012020,22:00,23:00,169
24012020,23:00,00:00,154
25012020,00:00,01:00,146
25012020,01:00,02:00,147
25012020,02:00,03:00,147
25012020,03:00,04:00,155
25012020,04:00,05:00,160
25012020,05:00,06:00,176
25012020,06:00,07:00,197
25012020,07:00,08:00,198
25012020,08:00,09:00,197
25012020,09:00,10:00,202
25012020,10:00,11:00,230
25012020,11:00,12:00,229
25012020,12:00,13:00,183
25012020,13:00,14:00,152
25012020,14:00,15:00,144
25012020,15:00,16:00,140
25012020,16:00,17:00,140
25012020,17:00,18:00,180
25012020,18:00,19:00,206
25012020,19:00,20:00,166
25012020,20:00,21:00,150
25012020,21:00,22:00,143
25012020,22:00,23:00,142
25012020,23:00,00:00,137
26012020,00:00,01:00,132
26012020,01:00,02:00,132
26012020,02:00,03:00,137
26012020,03:00,04:00,143
26012020,04:00,05:00,152
26012020,05:00,06:00,170
26012020,06:00,07:00,180
26012020,07:00,08:00,191
26012020,08:00,09:00,201
26012020,09:00,10:00,201
26012020,10:00,11:00,191
26012020,11:00,12:00,161
26012020,12:00,13:00,139
26012020,13:00,14:00,133
26012020,14:00,15:00,128
26012020,15:00,16:00,137
26012020,16:00,17:00,139
26012020,17:00,18:00,152
26012020,18:00,19:00,205
26012020,19:00,20:00,176
26012020,20:00,21:00,163
26012020,21:00,22:00,162
26012020,22:00,23:00,161
26012020,23:00,00:00,149
27012020,00:00,01:00,147
27012020,01:00,02:00,153
27012020,02:00,03:00,155
27012020,03:00,04:00,157
27012020,04:00,05:00,165
27012020,05:00,06:00,176
27012020,06:00,07:00,166
27012020,07:00,08:00,166
27012020,08:00,09:00,162
27012020,09:00,10:00,162
27012020,10:00,11:00,164
27012020,11:00,12:00,165
27012020,12:00,13:00,155
27012020,13:00,14:00,150
27012020,14:00,15:00,183
27012020,15:00,16:00,162
27012020,16:00,17:00,151
27012020,17:00,18:00,162
27012020,18:00,19:00,227
27012020,19:00,20:00,242
27012020,20:00,21:00,239
27012020,21:00,22:00,213
27012020,22:00,23:00,175
27012020,23:00,00:00,168
28012020,00:00,01:00,145
28012020,01:00,02:00,140
28012020,02:00,03:00,130
28012020,03:00,04:00,131
28012020,04:00,05:00,130
28012020,05:00,06:00,157
28012020,06:00,07:00,170
28012020,07:00,08:00,175
28012020,08:00,09:00,184
28012020,09:00,10:00,178
28012020,10:00,11:00,218
28012020,11:00,12:00,198
28012020,12:00,13:00,198
28012020,13:00,14:00,202
28012020,14:00,15:00,191
28012020,15:00,16:00,157
28012020,16:00,17:00,176
28012020,17:00,18:00,190
28012020,18:00,19:00,196
28012020,19:00,20:00,198
28012020,20:00,21:00,209
28012020,21:00,22:00,195
28012020,22:00,23:00,182
28012020,23:00,00:00,195
29012020,00:00,01:00,181
29012020,01:00,02:00,174
29012020,02:00,03:00,169
29012020,03:00,04:00,172
29012020,04:00,05:00,180
29012020,05:00,06:00,181
29012020,06:00,07:00,191
29012020,07:00,08:00,203
29012020,08:00,09:00,206
29012020,09:00,10:00,209
29012020,10:00,11:00,207
29012020,11:00,12:00,199
29012020,12:00,13:00,194
29012020,13:00,14:00,190
29012020,14:00,15:00,175
29012020,15:00,16:00,170
29012020,16:00,17:00,184
29012020,17:00,18:00,183
29012020,18:00,19:00,178
29012020,19:00,20:00,176
29012020,20:00,21:00,189
29012020,21:00,22:00,184
29012020,22:00,23:00,182
29012020,23:00,00:00,174
30012020,00:00,01:00,179
30012020,01:00,02:00,179
30012020,02:00,03:00,170
30012020,03:00,04:00,174
30012020,04:00,05:00,181
30012020,05:00,06:00,182
30012020,06:00,07:00,201
30012020,07:00,08:00,210
30012020,08:00,09:00,206
30012020,09:00,10:00,205
30012020,10:00,11:00,199
30012020,11:00,12:00,183
30012020,12:00,13:00,170
30012020,13:00,14:00,158
30012020,14:00,15:00,143
30012020,15:00,16:00,151
30012020,16:00,17:00,138
30012020,17:00,18:00,149
30012020,18:00,19:00,164
30012020,19:00,20:00,163
30012020,20:00,21:00,157
30012020,21:00,22:00,156
30012020,22:00,23:00,145
30012020,23:00,00:00,137
31012020,00:00,01:00,129
31012020,01:00,02:00,118
31012020,02:00,03:00,107
31012020,03:00,04:00,109
31012020,04:00,05:00,119
31012020,05:00,06:00,130
31012020,06:00,07:00,150
31012020,07:00,08:00,164
31012020,08:00,09:00,165
31012020,09:00,10:00,164
31012020,10:00,11:00,152
31012020,11:00,12:00,149
31012020,12:00,13:00,150
31012020,13:00,14:00,147
31012020,14:00,15:00,154
31012020,15:00,16:00,151
31012020,16:00,17:00,147
31012020,17:00,18:00,180
31012020,18:00,19:00,165
31012020,19:00,20:00,161
31012020,20:00,21:00,161
31012020,21:00,22:00,157
31012020,22:00,23:00,120
31012020,23:00,00:00,116
1022020,00:00,01:00,101
1022020,01:00,02:00,98
1022020,02:00,03:00,105
1022020,03:00,04:00,104
1022020,04:00,05:00,90
1022020,05:00,06:00,99
1022020,06:00,07:00,119
1022020,07:00,08:00,133
1022020,08:00,09:00,147
1022020,09:00,10:00,151
1022020,10:00,11:00,143
1022020,11:00,12:00,118
1022020,12:00,13:00,101
1022020,13:00,14:00,93
1022020,14:00,15:00,85
1022020,15:00,16:00,101
1022020,16:00,17:00,123
1022020,17:00,18:00,136
1022020,18:00,19:00,150
1022020,19:00,20:00,143
1022020,20:00,21:00,143
1022020,21:00,22:00,120
1022020,22:00,23:00,126
1022020,23:00,00:00,111
2022020,00:00,01:00,92
2022020,01:00,02:00,87
2022020,02:00,03:00,84
2022020,03:00,04:00,100
2022020,04:00,05:00,89
2022020,05:00,06:00,119
2022020,06:00,07:00,118
2022020,07:00,08:00,127
2022020,08:00,09:00,132
2022020,09:00,10:00,137
2022020,10:00,11:00,132
2022020,11:00,12:00,131
2022020,12:00,13:00,131
2022020,13:00,14:00,137
2022020,14:00,15:00,138
2022020,15:00,16:00,133
2022020,16:00,17:00,136
2022020,17:00,18:00,136
2022020,18:00,19:00,138
2022020,19:00,20:00,141
2022020,20:00,21:00,137
2022020,21:00,22:00,136
2022020,22:00,23:00,129
2022020,23:00,00:00,131
3022020,00:00,01:00,128
3022020,01:00,02:00,142
3022020,02:00,03:00,129
3022020,03:00,04:00,135
3022020,04:00,05:00,145
3022020,05:00,06:00,161
3022020,06:00,07:00,168
3022020,07:00,08:00,174
3022020,08:00,09:00,169
3022020,09:00,10:00,166
3022020,10:00,11:00,164
3022020,11:00,12:00,155
3022020,12:00,13:00,155
3022020,13:00,14:00,153
3022020,14:00,15:00,153
3022020,15:00,16:00,153
3022020,16:00,17:00,157
3022020,17:00,18:00,180
3022020,18:00,19:00,199
3022020,19:00,20:00,197
3022020,20:00,21:00,172
3022020,21:00,22:00,144
3022020,22:00,23:00,157
3022020,23:00,00:00,160
4022020,00:00,01:00,149
4022020,01:00,02:00,151
4022020,02:00,03:00,155
4022020,03:00,04:00,168
4022020,04:00,05:00,185
4022020,05:00,06:00,184
4022020,06:00,07:00,190
4022020,07:00,08:00,195
4022020,08:00,09:00,201
4022020,09:00,10:00,200
4022020,10:00,11:00,193
4022020,11:00,12:00,201
4022020,12:00,13:00,203
4022020,13:00,14:00,206
4022020,14:00,15:00,205
4022020,15:00,16:00,196
4022020,16:00,17:00,198
4022020,17:00,18:00,203
4022020,18:00,19:00,206
4022020,19:00,20:00,209
4022020,20:00,21:00,202
4022020,21:00,22:00,194
4022020,22:00,23:00,197
4022020,23:00,00:00,196
5022020,00:00,01:00,187
5022020,01:00,02:00,190
5022020,02:00,03:00,191
5022020,03:00,04:00,193
5022020,04:00,05:00,198
5022020,05:00,06:00,201
5022020,06:00,07:00,201
5022020,07:00,08:00,208
5022020,08:00,09:00,209
5022020,09:00,10:00,166
5022020,10:00,11:00,161
5022020,11:00,12:00,160
5022020,12:00,13:00,159
5022020,13:00,14:00,149
5022020,14:00,15:00,152
5022020,15:00,16:00,154
5022020,16:00,17:00,156
5022020,17:00,18:00,158
5022020,18:00,19:00,166
5022020,19:00,20:00,170
5022020,20:00,21:00,178
5022020,21:00,22:00,194
5022020,22:00,23:00,194
5022020,23:00,00:00,190
6022020,00:00,01:00,192
6022020,01:00,02:00,200
6022020,02:00,03:00,206
6022020,03:00,04:00,213
6022020,04:00,05:00,212
6022020,05:00,06:00,214
6022020,06:00,07:00,211
6022020,07:00,08:00,213
6022020,08:00,09:00,210
6022020,09:00,10:00,187
6022020,10:00,11:00,162
6022020,11:00,12:00,153
6022020,12:00,13:00,137
6022020,13:00,14:00,129
6022020,14:00,15:00,131
6022020,15:00,16:00,126
6022020,16:00,17:00,132
6022020,17:00,18:00,151
6022020,18:00,19:00,171
6022020,19:00,20:00,187
6022020,20:00,21:00,193
6022020,21:00,22:00,190
6022020,22:00,23:00,189
6022020,23:00,00:00,185
7022020,00:00,01:00,177
7022020,01:00,02:00,180
7022020,02:00,03:00,184
7022020,03:00,04:00,187
7022020,04:00,05:00,191
7022020,05:00,06:00,198
7022020,06:00,07:00,213
7022020,07:00,08:00,214
7022020,08:00,09:00,212
7022020,09:00,10:00,207
7022020,10:00,11:00,204
7022020,11:00,12:00,197
7022020,12:00,13:00,199
7022020,13:00,14:00,195
7022020,14:00,15:00,177
7022020,15:00,16:00,164
7022020,16:00,17:00,139
7022020,17:00,18:00,150
7022020,18:00,19:00,149
7022020,19:00,20:00,150
7022020,20:00,21:00,155
7022020,21:00,22:00,171
7022020,22:00,23:00,168
7022020,23:00,00:00,155
8022020,00:00,01:00,179
8022020,01:00,02:00,173
8022020,02:00,03:00,171
8022020,03:00,04:00,176
8022020,04:00,05:00,186
8022020,05:00,06:00,202
8022020,06:00,07:00,208
8022020,07:00,08:00,209
8022020,08:00,09:00,212
8022020,09:00,10:00,208
8022020,10:00,11:00,190
8022020,11:00,12:00,166
8022020,12:00,13:00,148
8022020,13:00,14:00,144
8022020,14:00,15:00,134
8022020,15:00,16:00,130
8022020,16:00,17:00,149
8022020,17:00,18:00,174
8022020,18:00,19:00,187
8022020,19:00,20:00,191
8022020,20:00,21:00,189
8022020,21:00,22:00,186
8022020,22:00,23:00,185
8022020,23:00,00:00,188
9022020,00:00,01:00,182
9022020,01:00,02:00,187
9022020,02:00,03:00,185
9022020,03:00,04:00,187
9022020,04:00,05:00,181
9022020,05:00,06:00,194
9022020,06:00,07:00,190
9022020,07:00,08:00,178
9022020,08:00,09:00,182
9022020,09:00,10:00,173
9022020,10:00,11:00,140
9022020,11:00,12:00,124
9022020,12:00,13:00,119
9022020,13:00,14:00,123
9022020,14:00,15:00,121
9022020,15:00,16:00,118
9022020,16:00,17:00,121
9022020,17:00,18:00,133
9022020,18:00,19:00,141
9022020,19:00,20:00,138
9022020,20:00,21:00,151
9022020,21:00,22:00,157
9022020,22:00,23:00,134
9022020,23:00,00:00,104
10022020,00:00,01:00,108
10022020,01:00,02:00,111
10022020,02:00,03:00,110
10022020,03:00,04:00,95
10022020,04:00,05:00,133
10022020,05:00,06:00,153
10022020,06:00,07:00,160
10022020,07:00,08:00,181
10022020,08:00,09:00,165
10022020,09:00,10:00,160
10022020,10:00,11:00,160
10022020,11:00,12:00,157
10022020,12:00,13:00,161
10022020,13:00,14:00,162
10022020,14:00,15:00,172
10022020,15:00,16:00,168
10022020,16:00,17:00,160
10022020,17:00,18:00,157
10022020,18:00,19:00,179
10022020,19:00,20:00,164
10022020,20:00,21:00,152
10022020,21:00,22:00,143
10022020,22:00,23:00,130
10022020,23:00,00:00,122
11022020,00:00,01:00,113
11022020,01:00,02:00,119
11022020,02:00,03:00,120
11022020,03:00,04:00,130
11022020,04:00,05:00,130
11022020,05:00,06:00,167
11022020,06:00,07:00,175
11022020,07:00,08:00,180
11022020,08:00,09:00,192
11022020,09:00,10:00,191
11022020,10:00,11:00,201
11022020,11:00,12:00,185
11022020,12:00,13:00,175
