date,start,end,11WD7WEIS5B--E-Y,11WD7WEIS5GVGTGU,11WD7WEIS5GVGTHS,11WD7WEIS1B--F-M,11WD7WEIS1B--G-J,11WD7WEIS1B--H-G
1012020,00:00,01:00,309,0,0,0,0,636
1012020,01:00,02:00,305,0,0,0,0,635
1012020,02:00,03:00,218,0,0,0,0,634
1012020,03:00,04:00,192,0,0,0,0,629
1012020,04:00,05:00,194,0,0,0,0,630
1012020,05:00,06:00,192,0,0,0,0,630
1012020,06:00,07:00,193,0,0,0,0,604
1012020,07:00,08:00,193,0,0,0,0,562
1012020,08:00,09:00,193,0,0,0,0,553
1012020,09:00,10:00,193,0,0,0,0,621
1012020,10:00,11:00,194,0,0,0,0,620
1012020,11:00,12:00,194,0,0,0,0,421
1012020,12:00,13:00,193,0,0,0,0,319
1012020,13:00,14:00,193,0,0,0,0,322
1012020,14:00,15:00,193,0,0,0,0,496
1012020,15:00,16:00,193,0,0,0,0,630
1012020,16:00,17:00,252,0,0,0,0,619
1012020,17:00,18:00,306,0,0,0,0,628
1012020,18:00,19:00,300,0,0,0,0,629
1012020,19:00,20:00,307,0,0,0,0,630
1012020,20:00,21:00,306,0,0,0,0,629
1012020,21:00,22:00,307,0,0,0,0,633
1012020,22:00,23:00,306,0,0,0,0,630
1012020,23:00,00:00,306,0,0,0,0,631
2012020,00:00,01:00,304,0,0,0,0,612
2012020,01:00,02:00,304,0,0,0,0,610
2012020,02:00,03:00,265,0,0,0,0,489
2012020,03:00,04:00,194,0,0,0,0,557
2012020,04:00,05:00,195,0,0,0,0,630
2012020,05:00,06:00,201,0,0,0,0,633
2012020,06:00,07:00,292,0,0,0,0,630
2012020,07:00,08:00,308,0,137,0,0,643
2012020,08:00,09:00,309,0,201,0,0,639
2012020,09:00,10:00,308,0,201,0,0,641
2012020,10:00,11:00,304,0,202,0,0,641
2012020,11:00,12:00,305,0,200,0,0,640
2012020,12:00,13:00,304,0,198,0,0,640
2012020,13:00,14:00,306,0,196,0,0,639
2012020,14:00,15:00,305,0,196,0,0,638
2012020,15:00,16:00,307,0,194,0,0,644
2012020,16:00,17:00,313,0,193,0,0,642
2012020,17:00,18:00,316,0,194,0,0,642
2012020,18:00,19:00,318,0,194,0,0,643
2012020,19:00,20:00,314,0,194,0,0,645
2012020,20:00,21:00,317,0,161,0,0,618
2012020,21:00,22:00,268,0,0,0,0,596
2012020,22:00,23:00,193,0,0,0,0,517
2012020,23:00,00:00,189,0,0,0,0,337
3012020,00:00,01:00,190,0,0,0,0,263
3012020,01:00,02:00,192,0,0,0,0,253
3012020,02:00,03:00,192,0,0,0,0,252
3012020,03:00,04:00,193,0,0,0,0,294
3012020,04:00,05:00,192,0,0,0,0,294
3012020,05:00,06:00,190,0,0,0,0,293
3012020,06:00,07:00,191,0,0,0,0,291
3012020,07:00,08:00,192,0,0,0,0,292
3012020,08:00,09:00,193,0,0,0,0,293
3012020,09:00,10:00,192,0,0,0,0,279
3012020,10:00,11:00,191,0,0,0,0,277
3012020,11:00,12:00,191,0,0,0,0,318
3012020,12:00,13:00,194,0,0,0,0,594
3012020,13:00,14:00,194,0,0,0,0,651
3012020,14:00,15:00,192,0,0,0,0,654
3012020,15:00,16:00,194,0,0,0,0,654
3012020,16:00,17:00,194,0,0,0,0,648
3012020,17:00,18:00,193,0,0,0,0,591
3012020,18:00,19:00,193,0,0,0,0,432
3012020,19:00,20:00,190,0,0,0,0,273
3012020,20:00,21:00,192,0,0,0,0,290
3012020,21:00,22:00,192,0,0,0,0,303
3012020,22:00,23:00,190,0,0,0,0,305
3012020,23:00,00:00,194,0,0,0,0,294
4012020,00:00,01:00,191,0,0,0,0,298
4012020,01:00,02:00,193,0,0,0,0,294
4012020,02:00,03:00,194,0,0,0,0,298
4012020,03:00,04:00,193,0,0,0,0,295
4012020,04:00,05:00,193,0,0,0,0,298
4012020,05:00,06:00,193,0,0,0,0,302
4012020,06:00,07:00,194,0,0,0,0,307
4012020,07:00,08:00,193,0,0,0,0,305
4012020,08:00,09:00,192,0,0,0,0,316
4012020,09:00,10:00,192,0,0,0,0,336
4012020,10:00,11:00,192,0,0,0,0,303
4012020,11:00,12:00,193,0,0,0,0,293
4012020,12:00,13:00,191,0,0,0,0,294
4012020,13:00,14:00,194,0,0,0,0,295
4012020,14:00,15:00,191,0,0,0,0,292
4012020,15:00,16:00,193,0,0,0,0,294
4012020,16:00,17:00,193,0,0,0,0,428
4012020,17:00,18:00,193,0,0,0,0,530
4012020,18:00,19:00,192,0,0,0,0,613
4012020,19:00,20:00,192,0,0,0,0,654
4012020,20:00,21:00,193,0,0,0,0,654
4012020,21:00,22:00,198,0,0,0,0,565
4012020,22:00,23:00,291,0,0,0,0,657
4012020,23:00,00:00,315,0,0,0,0,656
5012020,00:00,01:00,237,0,0,0,0,651
5012020,01:00,02:00,192,0,0,0,0,652
5012020,02:00,03:00,189,0,0,0,0,464
5012020,03:00,04:00,190,0,0,0,0,513
5012020,04:00,05:00,191,0,0,0,0,609
5012020,05:00,06:00,192,0,0,0,0,577
5012020,06:00,07:00,193,0,0,0,0,613
5012020,07:00,08:00,191,0,0,0,0,655
5012020,08:00,09:00,240,0,0,0,0,653
5012020,09:00,10:00,309,0,0,0,0,655
5012020,10:00,11:00,313,0,0,0,0,653
5012020,11:00,12:00,311,0,0,0,0,651
5012020,12:00,13:00,219,0,0,0,0,632
5012020,13:00,14:00,191,0,0,0,0,641
5012020,14:00,15:00,263,0,0,0,0,651
5012020,15:00,16:00,317,0,0,0,0,655
5012020,16:00,17:00,316,0,0,0,0,654
5012020,17:00,18:00,315,0,0,0,0,653
5012020,18:00,19:00,309,0,0,0,0,649
5012020,19:00,20:00,306,0,0,0,0,654
5012020,20:00,21:00,311,0,0,0,0,654
5012020,21:00,22:00,316,0,0,0,0,655
5012020,22:00,23:00,318,0,0,0,0,656
5012020,23:00,00:00,260,0,0,0,0,501
6012020,00:00,01:00,193,0,0,0,0,306
6012020,01:00,02:00,192,0,0,0,0,292
6012020,02:00,03:00,194,0,0,0,0,311
6012020,03:00,04:00,192,0,0,0,0,294
6012020,04:00,05:00,192,0,0,0,0,504
6012020,05:00,06:00,230,0,0,0,0,654
6012020,06:00,07:00,309,0,0,0,0,647
6012020,07:00,08:00,314,0,0,0,0,650
6012020,08:00,09:00,311,0,0,0,0,651
6012020,09:00,10:00,312,0,0,0,0,652
6012020,10:00,11:00,312,0,0,0,0,654
6012020,11:00,12:00,314,0,0,0,0,655
6012020,12:00,13:00,312,0,0,0,0,652
6012020,13:00,14:00,315,0,0,0,0,655
6012020,14:00,15:00,317,0,0,0,0,656
6012020,15:00,16:00,315,0,0,0,0,653
6012020,16:00,17:00,316,0,0,0,0,652
6012020,17:00,18:00,318,0,0,0,0,654
