date,start,end,11WD7BEEC5XHAM5G
6012018,16:00,17:00,156.0
6012018,17:00,18:00,176.0
6012018,18:00,19:00,180.0
6012018,19:00,20:00,200.0
6012018,20:00,21:00,215.0
6012018,21:00,22:00,207.0
6012018,22:00,23:00,186.0
6012018,23:00,00:00,179.0
7012018,00:00,01:00,216.0
7012018,01:00,02:00,208.0
7012018,02:00,03:00,211.0
7012018,03:00,04:00,222.0
7012018,04:00,05:00,224.0
7012018,05:00,06:00,224.0
7012018,06:00,07:00,226.0
7012018,07:00,08:00,222.0
7012018,08:00,09:00,218.0
7012018,09:00,10:00,216.0
7012018,10:00,11:00,221.0
7012018,11:00,12:00,219.0
7012018,12:00,13:00,221.0
7012018,13:00,14:00,219.0
7012018,14:00,15:00,217.0
7012018,15:00,16:00,216.0
7012018,16:00,17:00,214.0
7012018,17:00,18:00,212.0
7012018,18:00,19:00,217.0
7012018,19:00,20:00,216.0
7012018,20:00,21:00,217.0
7012018,21:00,22:00,222.0
7012018,22:00,23:00,215.0
7012018,23:00,00:00,205.0
8012018,00:00,01:00,171.0
8012018,01:00,02:00,188.0
8012018,02:00,03:00,186.0
8012018,03:00,04:00,218.0
8012018,04:00,05:00,219.0
8012018,05:00,06:00,222.0
8012018,06:00,07:00,217.0
8012018,07:00,08:00,214.0
8012018,08:00,09:00,218.0
8012018,09:00,10:00,217.0
8012018,10:00,11:00,215.0
8012018,11:00,12:00,211.0
8012018,12:00,13:00,211.0
8012018,13:00,14:00,221.0
8012018,14:00,15:00,225.0
8012018,15:00,16:00,219.0
8012018,16:00,17:00,220.0
8012018,17:00,18:00,221.0
8012018,18:00,19:00,209.0
8012018,19:00,20:00,218.0
8012018,20:00,21:00,221.0
8012018,21:00,22:00,221.0
8012018,22:00,23:00,222.0
8012018,23:00,00:00,224.0
9012018,00:00,01:00,226.0
9012018,01:00,02:00,226.0
9012018,02:00,03:00,228.0
9012018,03:00,04:00,227.0
9012018,04:00,05:00,227.0
9012018,05:00,06:00,220.0
9012018,06:00,07:00,222.0
9012018,07:00,08:00,222.0
9012018,08:00,09:00,223.0
9012018,09:00,10:00,221.0
9012018,10:00,11:00,213.0
9012018,11:00,12:00,218.0
9012018,12:00,13:00,218.0
9012018,13:00,14:00,220.0
9012018,14:00,15:00,223.0
9012018,15:00,16:00,223.0
9012018,16:00,17:00,224.0
9012018,17:00,18:00,222.0
9012018,18:00,19:00,221.0
9012018,19:00,20:00,220.0
9012018,20:00,21:00,220.0
9012018,21:00,22:00,220.0
9012018,22:00,23:00,220.0
9012018,23:00,00:00,217.0
10012018,00:00,01:00,219.0
10012018,01:00,02:00,220.0
10012018,02:00,03:00,220.0
10012018,03:00,04:00,216.0
10012018,04:00,05:00,219.0
10012018,05:00,06:00,222.0
10012018,06:00,07:00,208.0
10012018,07:00,08:00,197.0
10012018,08:00,09:00,203.0
10012018,09:00,10:00,197.0
10012018,10:00,11:00,215.0
10012018,11:00,12:00,212.0
10012018,12:00,13:00,204.0
10012018,13:00,14:00,204.0
10012018,14:00,15:00,210.0
10012018,15:00,16:00,218.0
10012018,16:00,17:00,217.0
10012018,17:00,18:00,207.0
10012018,18:00,19:00,210.0
10012018,19:00,20:00,220.0
10012018,20:00,21:00,219.0
10012018,21:00,22:00,221.0
10012018,22:00,23:00,220.0
10012018,23:00,00:00,221.0
11012018,00:00,01:00,224.0
11012018,01:00,02:00,223.0
11012018,02:00,03:00,224.0
11012018,03:00,04:00,224.0
11012018,04:00,05:00,225.0
11012018,05:00,06:00,222.0
11012018,06:00,07:00,227.0
11012018,07:00,08:00,225.0
11012018,08:00,09:00,226.0
11012018,09:00,10:00,225.0
11012018,10:00,11:00,225.0
11012018,11:00,12:00,223.0
11012018,12:00,13:00,225.0
11012018,13:00,14:00,220.0
11012018,14:00,15:00,220.0
11012018,15:00,16:00,220.0
11012018,16:00,17:00,220.0
11012018,17:00,18:00,220.0
11012018,18:00,19:00,219.0
11012018,19:00,20:00,219.0
11012018,20:00,21:00,212.0
11012018,21:00,22:00,216.0
11012018,22:00,23:00,219.0
11012018,23:00,00:00,220.0
12012018,00:00,01:00,222.0
12012018,01:00,02:00,222.0
12012018,02:00,03:00,221.0
12012018,03:00,04:00,221.0
12012018,04:00,05:00,221.0
12012018,05:00,06:00,223.0
12012018,06:00,07:00,226.0
12012018,07:00,08:00,227.0
12012018,08:00,09:00,227.0
12012018,09:00,10:00,228.0
12012018,10:00,11:00,226.0
12012018,11:00,12:00,227.0
12012018,12:00,13:00,226.0
12012018,13:00,14:00,225.0
12012018,14:00,15:00,228.0
12012018,15:00,16:00,228.0
12012018,16:00,17:00,228.0
12012018,17:00,18:00,220.0
12012018,18:00,19:00,227.0
12012018,19:00,20:00,226.0
12012018,20:00,21:00,228.0
12012018,21:00,22:00,223.0
12012018,22:00,23:00,222.0
12012018,23:00,00:00,222.0
13012018,00:00,01:00,223.0
13012018,01:00,02:00,222.0
13012018,02:00,03:00,220.0
13012018,03:00,04:00,222.0
13012018,04:00,05:00,223.0
13012018,05:00,06:00,223.0
13012018,06:00,07:00,222.0
13012018,07:00,08:00,222.0
13012018,08:00,09:00,223.0
13012018,09:00,10:00,223.0
13012018,10:00,11:00,223.0
13012018,11:00,12:00,223.0
13012018,12:00,13:00,221.0
13012018,13:00,14:00,222.0
13012018,14:00,15:00,228.0
13012018,15:00,16:00,227.0
13012018,16:00,17:00,226.0
13012018,17:00,18:00,228.0
13012018,18:00,19:00,226.0
13012018,19:00,20:00,225.0
13012018,20:00,21:00,227.0
13012018,21:00,22:00,223.0
13012018,22:00,23:00,223.0
13012018,23:00,00:00,223.0
14012018,00:00,01:00,223.0
14012018,01:00,02:00,222.0
14012018,02:00,03:00,221.0
14012018,03:00,04:00,221.0
14012018,04:00,05:00,223.0
14012018,05:00,06:00,223.0
14012018,06:00,07:00,223.0
14012018,07:00,08:00,219.0
14012018,08:00,09:00,205.0
14012018,09:00,10:00,223.0
14012018,10:00,11:00,222.0
14012018,11:00,12:00,210.0
14012018,12:00,13:00,221.0
14012018,13:00,14:00,222.0
14012018,14:00,15:00,222.0
14012018,15:00,16:00,222.0
14012018,16:00,17:00,222.0
14012018,17:00,18:00,223.0
14012018,18:00,19:00,222.0
14012018,19:00,20:00,222.0
14012018,20:00,21:00,221.0
14012018,21:00,22:00,223.0
14012018,22:00,23:00,223.0
14012018,23:00,00:00,223.0
15012018,00:00,01:00,222.0
15012018,01:00,02:00,223.0
15012018,02:00,03:00,223.0
15012018,03:00,04:00,222.0
15012018,04:00,05:00,231.0
15012018,05:00,06:00,224.0
15012018,06:00,07:00,227.0
15012018,07:00,08:00,225.0
15012018,08:00,09:00,226.0
15012018,09:00,10:00,226.0
15012018,10:00,11:00,225.0
15012018,11:00,12:00,226.0
15012018,12:00,13:00,225.0
15012018,13:00,14:00,223.0
15012018,14:00,15:00,220.0
15012018,15:00,16:00,221.0
15012018,16:00,17:00,220.0
15012018,17:00,18:00,220.0
15012018,18:00,19:00,222.0
15012018,19:00,20:00,221.0
15012018,20:00,21:00,220.0
15012018,21:00,22:00,220.0
15012018,22:00,23:00,220.0
15012018,23:00,00:00,218.0
16012018,00:00,01:00,218.0
16012018,01:00,02:00,218.0
16012018,02:00,03:00,220.0
16012018,03:00,04:00,219.0
16012018,04:00,05:00,219.0
16012018,05:00,06:00,222.0
16012018,06:00,07:00,225.0
16012018,07:00,08:00,225.0
16012018,08:00,09:00,224.0
16012018,09:00,10:00,221.0
16012018,10:00,11:00,214.0
16012018,11:00,12:00,218.0
16012018,12:00,13:00,211.0
16012018,13:00,14:00,213.0
16012018,14:00,15:00,216.0
16012018,15:00,16:00,216.0
16012018,16:00,17:00,214.0
16012018,17:00,18:00,217.0
16012018,18:00,19:00,221.0
16012018,19:00,20:00,224.0
16012018,20:00,21:00,225.0
16012018,21:00,22:00,222.0
16012018,22:00,23:00,219.0
16012018,23:00,00:00,219.0
17012018,00:00,01:00,219.0
17012018,01:00,02:00,183.0
17012018,02:00,03:00,147.0
17012018,03:00,04:00,151.0
17012018,04:00,05:00,163.0
17012018,05:00,06:00,161.0
17012018,06:00,07:00,150.0
17012018,07:00,08:00,143.0
17012018,08:00,09:00,147.0
17012018,09:00,10:00,178.0
17012018,10:00,11:00,208.0
17012018,11:00,12:00,202.0
17012018,12:00,13:00,206.0
17012018,13:00,14:00,204.0
17012018,14:00,15:00,203.0
17012018,15:00,16:00,203.0
17012018,16:00,17:00,204.0
17012018,17:00,18:00,217.0
17012018,18:00,19:00,225.0
17012018,19:00,20:00,220.0
17012018,20:00,21:00,214.0
17012018,21:00,22:00,155.0
17012018,22:00,23:00,124.0
17012018,23:00,00:00,121.0
18012018,00:00,01:00,131.0
18012018,01:00,02:00,131.0
18012018,02:00,03:00,140.0
18012018,03:00,04:00,197.0
18012018,04:00,05:00,199.0
18012018,05:00,06:00,202.0
18012018,06:00,07:00,220.0
18012018,07:00,08:00,218.0
18012018,08:00,09:00,213.0
18012018,09:00,10:00,186.0
18012018,10:00,11:00,184.0
18012018,11:00,12:00,182.0
18012018,12:00,13:00,187.0
18012018,13:00,14:00,183.0
18012018,14:00,15:00,183.0
18012018,15:00,16:00,184.0
18012018,16:00,17:00,201.0
18012018,17:00,18:00,219.0
18012018,18:00,19:00,219.0
18012018,19:00,20:00,219.0
18012018,20:00,21:00,219.0
18012018,21:00,22:00,211.0
18012018,22:00,23:00,225.0
18012018,23:00,00:00,208.0
19012018,00:00,01:00,209.0
19012018,01:00,02:00,226.0
19012018,02:00,03:00,227.0
19012018,03:00,04:00,225.0
19012018,04:00,05:00,221.0
19012018,05:00,06:00,226.0
19012018,06:00,07:00,226.0
19012018,07:00,08:00,225.0
19012018,08:00,09:00,225.0
19012018,09:00,10:00,226.0
19012018,10:00,11:00,225.0
19012018,11:00,12:00,225.0
19012018,12:00,13:00,225.0
19012018,13:00,14:00,226.0
19012018,14:00,15:00,225.0
19012018,15:00,16:00,225.0
19012018,16:00,17:00,226.0
19012018,17:00,18:00,226.0
19012018,18:00,19:00,225.0
19012018,19:00,20:00,226.0
19012018,20:00,21:00,221.0
19012018,21:00,22:00,217.0
19012018,22:00,23:00,215.0
19012018,23:00,00:00,201.0
20012018,00:00,01:00,208.0
20012018,01:00,02:00,197.0
20012018,02:00,03:00,192.0
20012018,03:00,04:00,207.0
20012018,04:00,05:00,200.0
20012018,05:00,06:00,207.0
20012018,06:00,07:00,223.0
20012018,07:00,08:00,216.0
20012018,08:00,09:00,221.0
20012018,09:00,10:00,209.0
20012018,10:00,11:00,219.0
20012018,11:00,12:00,223.0
20012018,12:00,13:00,223.0
20012018,13:00,14:00,217.0
20012018,14:00,15:00,218.0
20012018,15:00,16:00,224.0
20012018,16:00,17:00,223.0
20012018,17:00,18:00,224.0
20012018,18:00,19:00,222.0
20012018,19:00,20:00,222.0
20012018,20:00,21:00,223.0
20012018,21:00,22:00,219.0
20012018,22:00,23:00,205.0
20012018,23:00,00:00,211.0
21012018,00:00,01:00,225.0
21012018,01:00,02:00,226.0
21012018,02:00,03:00,226.0
21012018,03:00,04:00,226.0
21012018,04:00,05:00,225.0
21012018,05:00,06:00,209.0
21012018,06:00,07:00,220.0
21012018,07:00,08:00,220.0
21012018,08:00,09:00,218.0
21012018,09:00,10:00,219.0
21012018,10:00,11:00,222.0
21012018,11:00,12:00,217.0
21012018,12:00,13:00,220.0
21012018,13:00,14:00,216.0
21012018,14:00,15:00,225.0
21012018,15:00,16:00,226.0
21012018,16:00,17:00,226.0
21012018,17:00,18:00,226.0
21012018,18:00,19:00,218.0
21012018,19:00,20:00,224.0
21012018,20:00,21:00,225.0
21012018,21:00,22:00,226.0
21012018,22:00,23:00,222.0
21012018,23:00,00:00,224.0
22012018,00:00,01:00,227.0
22012018,01:00,02:00,227.0
22012018,02:00,03:00,227.0
22012018,03:00,04:00,227.0
22012018,04:00,05:00,223.0
22012018,05:00,06:00,224.0
22012018,06:00,07:00,226.0
22012018,07:00,08:00,225.0
22012018,08:00,09:00,225.0
22012018,09:00,10:00,223.0
22012018,10:00,11:00,222.0
22012018,11:00,12:00,224.0
22012018,12:00,13:00,223.0
22012018,13:00,14:00,225.0
22012018,14:00,15:00,227.0
22012018,15:00,16:00,228.0
22012018,16:00,17:00,226.0
22012018,17:00,18:00,226.0
22012018,18:00,19:00,225.0
22012018,19:00,20:00,226.0
22012018,20:00,21:00,225.0
22012018,21:00,22:00,226.0
22012018,22:00,23:00,226.0
22012018,23:00,00:00,226.0
23012018,00:00,01:00,225.0
23012018,01:00,02:00,225.0
23012018,02:00,03:00,225.0
23012018,03:00,04:00,225.0
23012018,04:00,05:00,225.0
23012018,05:00,06:00,225.0
23012018,06:00,07:00,217.0
23012018,07:00,08:00,226.0
23012018,08:00,09:00,225.0
23012018,09:00,10:00,225.0
23012018,10:00,11:00,219.0
23012018,11:00,12:00,226.0
23012018,12:00,13:00,225.0
23012018,13:00,14:00,225.0
23012018,14:00,15:00,224.0
23012018,15:00,16:00,224.0
23012018,16:00,17:00,226.0
23012018,17:00,18:00,225.0
23012018,18:00,19:00,225.0
23012018,19:00,20:00,225.0
23012018,20:00,21:00,225.0
23012018,21:00,22:00,180.0
23012018,22:00,23:00,199.0
23012018,23:00,00:00,221.0
24012018,00:00,01:00,224.0
24012018,01:00,02:00,217.0
24012018,02:00,03:00,215.0
24012018,03:00,04:00,216.0
24012018,04:00,05:00,162.0
24012018,05:00,06:00,184.0
24012018,06:00,07:00,219.0
24012018,07:00,08:00,220.0
24012018,08:00,09:00,224.0
24012018,09:00,10:00,224.0
24012018,10:00,11:00,223.0
24012018,11:00,12:00,222.0
24012018,12:00,13:00,208.0
24012018,13:00,14:00,216.0
24012018,14:00,15:00,216.0
24012018,15:00,16:00,217.0
24012018,16:00,17:00,195.0
24012018,17:00,18:00,193.0
24012018,18:00,19:00,180.0
24012018,19:00,20:00,198.0
24012018,20:00,21:00,217.0
24012018,21:00,22:00,221.0
24012018,22:00,23:00,220.0
24012018,23:00,00:00,221.0
25012018,00:00,01:00,224.0
25012018,01:00,02:00,224.0
25012018,02:00,03:00,224.0
25012018,03:00,04:00,224.0
25012018,04:00,05:00,204.0
25012018,05:00,06:00,223.0
25012018,06:00,07:00,225.0
25012018,07:00,08:00,225.0
25012018,08:00,09:00,225.0
25012018,09:00,10:00,224.0
25012018,10:00,11:00,225.0
25012018,11:00,12:00,225.0
25012018,12:00,13:00,225.0
25012018,13:00,14:00,222.0
25012018,14:00,15:00,223.0
25012018,15:00,16:00,223.0
25012018,16:00,17:00,224.0
25012018,17:00,18:00,224.0
25012018,18:00,19:00,225.0
25012018,19:00,20:00,225.0
25012018,20:00,21:00,225.0
25012018,21:00,22:00,225.0
25012018,22:00,23:00,194.0
25012018,23:00,00:00,183.0
26012018,00:00,01:00,224.0
26012018,01:00,02:00,225.0
26012018,02:00,03:00,225.0
26012018,03:00,04:00,225.0
26012018,04:00,05:00,225.0
26012018,05:00,06:00,225.0
26012018,06:00,07:00,226.0
26012018,07:00,08:00,226.0
26012018,08:00,09:00,226.0
26012018,09:00,10:00,226.0
26012018,10:00,11:00,226.0
26012018,11:00,12:00,226.0
26012018,12:00,13:00,226.0
26012018,13:00,14:00,226.0
26012018,14:00,15:00,226.0
26012018,15:00,16:00,225.0
26012018,16:00,17:00,224.0
26012018,17:00,18:00,223.0
26012018,18:00,19:00,223.0
26012018,19:00,20:00,226.0
26012018,20:00,21:00,226.0
26012018,21:00,22:00,226.0
26012018,22:00,23:00,226.0
26012018,23:00,00:00,226.0
27012018,00:00,01:00,226.0
27012018,01:00,02:00,226.0
27012018,02:00,03:00,226.0
27012018,03:00,04:00,226.0
27012018,04:00,05:00,226.0
27012018,05:00,06:00,226.0
27012018,06:00,07:00,226.0
27012018,07:00,08:00,226.0
27012018,08:00,09:00,226.0
27012018,09:00,10:00,226.0
27012018,10:00,11:00,225.0
27012018,11:00,12:00,225.0
27012018,12:00,13:00,226.0
27012018,13:00,14:00,221.0
27012018,14:00,15:00,224.0
27012018,15:00,16:00,223.0
27012018,16:00,17:00,222.0
27012018,17:00,18:00,220.0
27012018,18:00,19:00,223.0
27012018,19:00,20:00,223.0
27012018,20:00,21:00,226.0
27012018,21:00,22:00,225.0
27012018,22:00,23:00,225.0
27012018,23:00,00:00,223.0
28012018,00:00,01:00,217.0
28012018,01:00,02:00,215.0
28012018,02:00,03:00,223.0
28012018,03:00,04:00,224.0
28012018,04:00,05:00,222.0
28012018,05:00,06:00,219.0
28012018,06:00,07:00,216.0
28012018,07:00,08:00,213.0
28012018,08:00,09:00,215.0
28012018,09:00,10:00,213.0
28012018,10:00,11:00,219.0
28012018,11:00,12:00,218.0
28012018,12:00,13:00,220.0
28012018,13:00,14:00,220.0
28012018,14:00,15:00,223.0
28012018,15:00,16:00,223.0
28012018,16:00,17:00,219.0
28012018,17:00,18:00,220.0
28012018,18:00,19:00,192.0
28012018,19:00,20:00,215.0
28012018,20:00,21:00,224.0
28012018,21:00,22:00,224.0
28012018,22:00,23:00,222.0
28012018,23:00,00:00,220.0
29012018,00:00,01:00,220.0
29012018,01:00,02:00,221.0
29012018,02:00,03:00,225.0
29012018,03:00,04:00,210.0
29012018,04:00,05:00,217.0
29012018,05:00,06:00,219.0
29012018,06:00,07:00,220.0
29012018,07:00,08:00,219.0
29012018,08:00,09:00,218.0
29012018,09:00,10:00,218.0
29012018,10:00,11:00,219.0
29012018,11:00,12:00,220.0
29012018,12:00,13:00,221.0
29012018,13:00,14:00,221.0
29012018,14:00,15:00,224.0
29012018,15:00,16:00,222.0
29012018,16:00,17:00,221.0
29012018,17:00,18:00,223.0
29012018,18:00,19:00,223.0
29012018,19:00,20:00,225.0
29012018,20:00,21:00,225.0
29012018,21:00,22:00,226.0
29012018,22:00,23:00,224.0
29012018,23:00,00:00,224.0
30012018,00:00,01:00,225.0
30012018,01:00,02:00,224.0
30012018,02:00,03:00,219.0
30012018,03:00,04:00,225.0
30012018,04:00,05:00,226.0
30012018,05:00,06:00,226.0
30012018,06:00,07:00,227.0
30012018,07:00,08:00,225.0
30012018,08:00,09:00,200.0
30012018,09:00,10:00,162.0
30012018,10:00,11:00,139.0
30012018,11:00,12:00,162.0
30012018,12:00,13:00,198.0
30012018,13:00,14:00,217.0
30012018,14:00,15:00,211.0
30012018,15:00,16:00,213.0
30012018,16:00,17:00,216.0
30012018,17:00,18:00,217.0
30012018,18:00,19:00,225.0
30012018,19:00,20:00,218.0
30012018,20:00,21:00,217.0
30012018,21:00,22:00,216.0
30012018,22:00,23:00,217.0
30012018,23:00,00:00,217.0
31012018,00:00,01:00,218.0
31012018,01:00,02:00,180.0
31012018,02:00,03:00,146.0
31012018,03:00,04:00,138.0
31012018,04:00,05:00,138.0
31012018,05:00,06:00,145.0
31012018,06:00,07:00,139.0
31012018,07:00,08:00,137.0
31012018,08:00,09:00,139.0
31012018,09:00,10:00,147.0
31012018,10:00,11:00,145.0
31012018,11:00,12:00,132.0
31012018,12:00,13:00,129.0
31012018,13:00,14:00,135.0
31012018,14:00,15:00,139.0
31012018,15:00,16:00,137.0
31012018,16:00,17:00,133.0
31012018,17:00,18:00,137.0
31012018,18:00,19:00,155.0
31012018,19:00,20:00,150.0
31012018,20:00,21:00,161.0
31012018,21:00,22:00,163.0
31012018,22:00,23:00,150.0
31012018,23:00,00:00,143.0
1022018,00:00,01:00,138.0
1022018,01:00,02:00,147.0
1022018,02:00,03:00,151.0
1022018,03:00,04:00,139.0
1022018,04:00,05:00,131.0
1022018,05:00,06:00,149.0
1022018,06:00,07:00,143.0
1022018,07:00,08:00,142.0
1022018,08:00,09:00,150.0
1022018,09:00,10:00,150.0
1022018,10:00,11:00,144.0
1022018,11:00,12:00,144.0
1022018,12:00,13:00,165.0
1022018,13:00,14:00,147.0
1022018,14:00,15:00,146.0
1022018,15:00,16:00,142.0
1022018,16:00,17:00,132.0
1022018,17:00,18:00,133.0
1022018,18:00,19:00,160.0
1022018,19:00,20:00,155.0
1022018,20:00,21:00,153.0
1022018,21:00,22:00,165.0
1022018,22:00,23:00,181.0
1022018,23:00,00:00,178.0
2022018,00:00,01:00,193.0
2022018,01:00,02:00,195.0
2022018,02:00,03:00,189.0
2022018,03:00,04:00,189.0
2022018,04:00,05:00,132.0
2022018,05:00,06:00,134.0
2022018,06:00,07:00,155.0
2022018,07:00,08:00,146.0
2022018,08:00,09:00,156.0
2022018,09:00,10:00,160.0
2022018,10:00,11:00,175.0
2022018,11:00,12:00,150.0
2022018,12:00,13:00,167.0
2022018,13:00,14:00,145.0
2022018,14:00,15:00,136.0
2022018,15:00,16:00,120.0
2022018,16:00,17:00,177.0
2022018,17:00,18:00,219.0
2022018,18:00,19:00,223.0
2022018,19:00,20:00,222.0
2022018,20:00,21:00,222.0
2022018,21:00,22:00,214.0
2022018,22:00,23:00,215.0
2022018,23:00,00:00,213.0
3022018,00:00,01:00,214.0
3022018,01:00,02:00,207.0
3022018,02:00,03:00,220.0
3022018,03:00,04:00,204.0
3022018,04:00,05:00,215.0
3022018,05:00,06:00,220.0
3022018,06:00,07:00,216.0
3022018,07:00,08:00,207.0
3022018,08:00,09:00,195.0
3022018,09:00,10:00,202.0
3022018,10:00,11:00,191.0
3022018,11:00,12:00,209.0
3022018,12:00,13:00,220.0
3022018,13:00,14:00,219.0
3022018,14:00,15:00,217.0
3022018,15:00,16:00,225.0
3022018,16:00,17:00,226.0
3022018,17:00,18:00,226.0
3022018,18:00,19:00,225.0
3022018,19:00,20:00,223.0
3022018,20:00,21:00,223.0
3022018,21:00,22:00,224.0
3022018,22:00,23:00,226.0
3022018,23:00,00:00,226.0
4022018,00:00,01:00,226.0
4022018,01:00,02:00,226.0
4022018,02:00,03:00,214.0
4022018,03:00,04:00,212.0
4022018,04:00,05:00,207.0
4022018,05:00,06:00,217.0
4022018,06:00,07:00,223.0
4022018,07:00,08:00,225.0
4022018,08:00,09:00,225.0
4022018,09:00,10:00,225.0
4022018,10:00,11:00,218.0
4022018,11:00,12:00,214.0
4022018,12:00,13:00,218.0
4022018,13:00,14:00,222.0
4022018,14:00,15:00,201.0
4022018,15:00,16:00,192.0
4022018,16:00,17:00,210.0
4022018,17:00,18:00,228.0
4022018,18:00,19:00,228.0
4022018,19:00,20:00,228.0
4022018,20:00,21:00,226.0
4022018,21:00,22:00,224.0
4022018,22:00,23:00,227.0
4022018,23:00,00:00,212.0
5022018,00:00,01:00,206.0
5022018,01:00,02:00,219.0
5022018,02:00,03:00,218.0
5022018,03:00,04:00,213.0
5022018,04:00,05:00,217.0
5022018,05:00,06:00,225.0
5022018,06:00,07:00,228.0
5022018,07:00,08:00,224.0
5022018,08:00,09:00,212.0
5022018,09:00,10:00,220.0
5022018,10:00,11:00,225.0
5022018,11:00,12:00,224.0
5022018,12:00,13:00,214.0
5022018,13:00,14:00,197.0
5022018,14:00,15:00,184.0
5022018,15:00,16:00,169.0
5022018,16:00,17:00,180.0
5022018,17:00,18:00,189.0
5022018,18:00,19:00,191.0
5022018,19:00,20:00,215.0
5022018,20:00,21:00,213.0
5022018,21:00,22:00,217.0
5022018,22:00,23:00,222.0
5022018,23:00,00:00,216.0
6022018,00:00,01:00,216.0
6022018,01:00,02:00,205.0
6022018,02:00,03:00,165.0
6022018,03:00,04:00,188.0
6022018,04:00,05:00,216.0
6022018,05:00,06:00,212.0
6022018,06:00,07:00,213.0
6022018,07:00,08:00,213.0
