date,start,end,11WD8BOXB1L---N8,11WD8BOXB1L---P4
1012021,00:00,01:00,499.0,0.0
1012021,01:00,02:00,502.0,0.0
1012021,02:00,03:00,499.0,0.0
1012021,03:00,04:00,497.0,0.0
1012021,04:00,05:00,489.0,0.0
1012021,05:00,06:00,500.0,0.0
1012021,06:00,07:00,500.0,0.0
1012021,07:00,08:00,501.0,0.0
1012021,08:00,09:00,490.0,0.0
1012021,09:00,10:00,495.0,0.0
1012021,10:00,11:00,493.0,0.0
1012021,11:00,12:00,501.0,0.0
1012021,12:00,13:00,502.0,0.0
1012021,13:00,14:00,500.0,0.0
1012021,14:00,15:00,498.0,0.0
1012021,15:00,16:00,495.0,0.0
1012021,16:00,17:00,497.0,0.0
1012021,17:00,18:00,496.0,0.0
1012021,18:00,19:00,494.0,0.0
1012021,19:00,20:00,496.0,0.0
1012021,20:00,21:00,494.0,0.0
1012021,21:00,22:00,493.0,0.0
1012021,22:00,23:00,500.0,0.0
1012021,23:00,00:00,492.0,0.0
2012021,00:00,01:00,480.0,0.0
2012021,01:00,02:00,473.0,0.0
2012021,02:00,03:00,409.0,0.0
2012021,03:00,04:00,374.0,0.0
2012021,04:00,05:00,374.0,0.0
2012021,05:00,06:00,382.0,0.0
2012021,06:00,07:00,450.0,0.0
2012021,07:00,08:00,476.0,0.0
2012021,08:00,09:00,480.0,0.0
2012021,09:00,10:00,497.0,0.0
2012021,10:00,11:00,501.0,0.0
2012021,11:00,12:00,501.0,0.0
2012021,12:00,13:00,500.0,0.0
2012021,13:00,14:00,501.0,0.0
2012021,14:00,15:00,497.0,0.0
2012021,15:00,16:00,498.0,0.0
2012021,16:00,17:00,495.0,0.0
2012021,17:00,18:00,495.0,0.0
2012021,18:00,19:00,494.0,0.0
2012021,19:00,20:00,496.0,0.0
2012021,20:00,21:00,495.0,0.0
2012021,21:00,22:00,491.0,0.0
2012021,22:00,23:00,473.0,0.0
2012021,23:00,00:00,480.0,0.0
3012021,00:00,01:00,457.0,0.0
3012021,01:00,02:00,466.0,0.0
3012021,02:00,03:00,385.0,0.0
3012021,03:00,04:00,371.0,0.0
3012021,04:00,05:00,374.0,0.0
3012021,05:00,06:00,371.0,0.0
3012021,06:00,07:00,368.0,0.0
3012021,07:00,08:00,366.0,0.0
3012021,08:00,09:00,367.0,0.0
3012021,09:00,10:00,367.0,0.0
3012021,10:00,11:00,372.0,0.0
3012021,11:00,12:00,404.0,0.0
3012021,12:00,13:00,446.0,0.0
3012021,13:00,14:00,495.0,0.0
3012021,14:00,15:00,410.0,0.0
3012021,15:00,16:00,411.0,0.0
3012021,16:00,17:00,402.0,0.0
3012021,17:00,18:00,456.0,0.0
3012021,18:00,19:00,454.0,0.0
3012021,19:00,20:00,475.0,0.0
3012021,20:00,21:00,374.0,0.0
3012021,21:00,22:00,375.0,0.0
3012021,22:00,23:00,373.0,0.0
3012021,23:00,00:00,375.0,0.0
4012021,00:00,01:00,379.0,0.0
4012021,01:00,02:00,373.0,0.0
4012021,02:00,03:00,394.0,0.0
4012021,03:00,04:00,383.0,0.0
4012021,04:00,05:00,381.0,0.0
4012021,05:00,06:00,379.0,0.0
4012021,06:00,07:00,383.0,0.0
4012021,07:00,08:00,486.0,0.0
4012021,08:00,09:00,494.0,0.0
4012021,09:00,10:00,492.0,0.0
4012021,10:00,11:00,491.0,0.0
4012021,11:00,12:00,495.0,0.0
4012021,12:00,13:00,497.0,0.0
4012021,13:00,14:00,497.0,0.0
4012021,14:00,15:00,495.0,0.0
4012021,15:00,16:00,481.0,0.0
4012021,16:00,17:00,494.0,0.0
4012021,17:00,18:00,490.0,0.0
4012021,18:00,19:00,492.0,0.0
4012021,19:00,20:00,494.0,0.0
4012021,20:00,21:00,495.0,0.0
4012021,21:00,22:00,495.0,0.0
4012021,22:00,23:00,495.0,0.0
4012021,23:00,00:00,492.0,0.0
5012021,00:00,01:00,497.0,0.0
5012021,01:00,02:00,499.0,0.0
5012021,02:00,03:00,500.0,0.0
5012021,03:00,04:00,496.0,0.0
5012021,04:00,05:00,500.0,0.0
