date,start,end,11WD2HANN5C---1X,11WD2HANN5C---2V
1012017,00:00,01:00,126,105
1012017,01:00,02:00,127,99
1012017,02:00,03:00,124,78
1012017,03:00,04:00,118,67
1012017,04:00,05:00,115,53
1012017,05:00,06:00,115,52
1012017,06:00,07:00,115,51
1012017,07:00,08:00,116,53
1012017,08:00,09:00,116,67
1012017,09:00,10:00,116,62
1012017,10:00,11:00,116,63
1012017,11:00,12:00,116,64
1012017,12:00,13:00,115,81
1012017,13:00,14:00,115,64
1012017,14:00,15:00,116,87
1012017,15:00,16:00,116,130
1012017,16:00,17:00,114,135
1012017,17:00,18:00,116,134
1012017,18:00,19:00,119,134
1012017,19:00,20:00,119,134
1012017,20:00,21:00,120,134
1012017,21:00,22:00,121,135
1012017,22:00,23:00,115,134
1012017,23:00,00:00,115,110
2012017,00:00,01:00,113,80
2012017,01:00,02:00,115,71
2012017,02:00,03:00,110,61
2012017,03:00,04:00,111,66
2012017,04:00,05:00,118,76
2012017,05:00,06:00,118,95
2012017,06:00,07:00,116,121
2012017,07:00,08:00,117,132
2012017,08:00,09:00,123,132
2012017,09:00,10:00,123,132
2012017,10:00,11:00,124,133
2012017,11:00,12:00,125,133
2012017,12:00,13:00,125,133
2012017,13:00,14:00,125,133
2012017,14:00,15:00,125,133
2012017,15:00,16:00,125,134
2012017,16:00,17:00,124,134
2012017,17:00,18:00,125,133
2012017,18:00,19:00,126,133
2012017,19:00,20:00,127,133
2012017,20:00,21:00,127,133
2012017,21:00,22:00,120,128
2012017,22:00,23:00,120,113
2012017,23:00,00:00,122,95
3012017,00:00,01:00,100,74
3012017,01:00,02:00,86,60
3012017,02:00,03:00,82,61
3012017,03:00,04:00,79,61
3012017,04:00,05:00,88,62
3012017,05:00,06:00,108,70
3012017,06:00,07:00,117,78
3012017,07:00,08:00,116,120
3012017,08:00,09:00,116,129
3012017,09:00,10:00,115,129
3012017,10:00,11:00,115,129
3012017,11:00,12:00,115,130
3012017,12:00,13:00,115,130
3012017,13:00,14:00,115,128
3012017,14:00,15:00,115,110
3012017,15:00,16:00,114,107
3012017,16:00,17:00,115,108
3012017,17:00,18:00,115,108
3012017,18:00,19:00,116,103
3012017,19:00,20:00,116,89
3012017,20:00,21:00,116,65
3012017,21:00,22:00,108,61
3012017,22:00,23:00,101,56
3012017,23:00,00:00,94,55
4012017,00:00,01:00,94,55
4012017,01:00,02:00,94,63
4012017,02:00,03:00,100,78
4012017,03:00,04:00,94,61
4012017,04:00,05:00,103,61
4012017,05:00,06:00,115,66
4012017,06:00,07:00,115,88
4012017,07:00,08:00,115,101
4012017,08:00,09:00,114,101
4012017,09:00,10:00,115,101
4012017,10:00,11:00,115,112
4012017,11:00,12:00,115,127
4012017,12:00,13:00,115,127
4012017,13:00,14:00,114,126
4012017,14:00,15:00,116,130
4012017,15:00,16:00,116,134
4012017,16:00,17:00,118,130
4012017,17:00,18:00,125,135
4012017,18:00,19:00,128,134
4012017,19:00,20:00,126,128
4012017,20:00,21:00,115,115
4012017,21:00,22:00,100,87
4012017,22:00,23:00,102,71
4012017,23:00,00:00,100,70
5012017,00:00,01:00,117,89
5012017,01:00,02:00,102,70
5012017,02:00,03:00,101,70
5012017,03:00,04:00,100,69
5012017,04:00,05:00,109,69
5012017,05:00,06:00,112,69
5012017,06:00,07:00,111,102
5012017,07:00,08:00,111,120
5012017,08:00,09:00,116,126
5012017,09:00,10:00,116,129
5012017,10:00,11:00,116,131
5012017,11:00,12:00,119,132
5012017,12:00,13:00,120,131
5012017,13:00,14:00,117,131
5012017,14:00,15:00,118,130
5012017,15:00,16:00,118,129
5012017,16:00,17:00,117,129
5012017,17:00,18:00,116,128
5012017,18:00,19:00,117,127
5012017,19:00,20:00,118,128
5012017,20:00,21:00,120,127
5012017,21:00,22:00,121,126
5012017,22:00,23:00,119,122
5012017,23:00,00:00,103,87
6012017,00:00,01:00,98,77
6012017,01:00,02:00,97,74
6012017,02:00,03:00,100,79
6012017,03:00,04:00,100,82
6012017,04:00,05:00,102,81
6012017,05:00,06:00,106,83
6012017,06:00,07:00,109,111
6012017,07:00,08:00,113,123
6012017,08:00,09:00,114,122
6012017,09:00,10:00,113,122
6012017,10:00,11:00,114,123
6012017,11:00,12:00,116,125
6012017,12:00,13:00,117,127
6012017,13:00,14:00,111,124
6012017,14:00,15:00,113,123
6012017,15:00,16:00,112,122
6012017,16:00,17:00,112,122
6012017,17:00,18:00,112,120
6012017,18:00,19:00,112,121
6012017,19:00,20:00,113,120
6012017,20:00,21:00,113,121
6012017,21:00,22:00,108,121
6012017,22:00,23:00,116,117
6012017,23:00,00:00,111,78
7012017,00:00,01:00,110,80
7012017,01:00,02:00,86,69
7012017,02:00,03:00,86,69
7012017,03:00,04:00,88,71
7012017,04:00,05:00,103,71
7012017,05:00,06:00,107,80
7012017,06:00,07:00,101,70
7012017,07:00,08:00,106,77
7012017,08:00,09:00,104,90
7012017,09:00,10:00,109,90
7012017,10:00,11:00,110,95
7012017,11:00,12:00,111,121
7012017,12:00,13:00,116,127
7012017,13:00,14:00,117,128
7012017,14:00,15:00,118,131
7012017,15:00,16:00,119,132
7012017,16:00,17:00,118,132
7012017,17:00,18:00,119,131
7012017,18:00,19:00,119,131
7012017,19:00,20:00,119,130
7012017,20:00,21:00,115,116
7012017,21:00,22:00,111,108
7012017,22:00,23:00,121,115
7012017,23:00,00:00,125,120
8012017,00:00,01:00,120,127
8012017,01:00,02:00,125,131
8012017,02:00,03:00,128,132
8012017,03:00,04:00,128,132
8012017,04:00,05:00,130,132
8012017,05:00,06:00,127,133
8012017,06:00,07:00,124,133
8012017,07:00,08:00,127,133
8012017,08:00,09:00,125,133
8012017,09:00,10:00,126,133
8012017,10:00,11:00,126,133
8012017,11:00,12:00,127,133
8012017,12:00,13:00,127,134
8012017,13:00,14:00,127,135
8012017,14:00,15:00,126,135
8012017,15:00,16:00,126,134
8012017,16:00,17:00,127,132
8012017,17:00,18:00,128,133
8012017,18:00,19:00,127,132
8012017,19:00,20:00,126,131
8012017,20:00,21:00,126,130
8012017,21:00,22:00,130,132
8012017,22:00,23:00,130,124
8012017,23:00,00:00,126,97
9012017,00:00,01:00,106,80
9012017,01:00,02:00,94,71
9012017,02:00,03:00,101,80
9012017,03:00,04:00,94,75
9012017,04:00,05:00,85,65
9012017,05:00,06:00,103,73
9012017,06:00,07:00,119,96
9012017,07:00,08:00,119,118
9012017,08:00,09:00,118,126
9012017,09:00,10:00,118,126
9012017,10:00,11:00,120,126
9012017,11:00,12:00,120,126
9012017,12:00,13:00,121,127
9012017,13:00,14:00,124,126
9012017,14:00,15:00,124,126
9012017,15:00,16:00,125,126
9012017,16:00,17:00,125,126
9012017,17:00,18:00,125,126
9012017,18:00,19:00,126,126
9012017,19:00,20:00,127,128
9012017,20:00,21:00,126,128
9012017,21:00,22:00,119,128
9012017,22:00,23:00,107,117
9012017,23:00,00:00,101,68
10012017,00:00,01:00,103,60
10012017,01:00,02:00,110,58
10012017,02:00,03:00,115,60
10012017,03:00,04:00,113,60
10012017,04:00,05:00,114,60
10012017,05:00,06:00,116,59
10012017,06:00,07:00,116,96
10012017,07:00,08:00,116,124
10012017,08:00,09:00,118,127
10012017,09:00,10:00,121,128
10012017,10:00,11:00,123,127
10012017,11:00,12:00,122,126
10012017,12:00,13:00,121,127
10012017,13:00,14:00,122,129
10012017,14:00,15:00,123,128
10012017,15:00,16:00,122,127
10012017,16:00,17:00,123,128
10012017,17:00,18:00,124,128
10012017,18:00,19:00,126,128
10012017,19:00,20:00,127,128
10012017,20:00,21:00,129,129
10012017,21:00,22:00,122,128
10012017,22:00,23:00,119,116
10012017,23:00,00:00,107,81
11012017,00:00,01:00,101,61
11012017,01:00,02:00,101,60
11012017,02:00,03:00,101,62
11012017,03:00,04:00,108,70
11012017,04:00,05:00,109,59
11012017,05:00,06:00,116,63
11012017,06:00,07:00,116,92
11012017,07:00,08:00,119,99
