date,start,end,11WD7WALS5S--9-Y,11WD7WALS1S--10A
1012017,00:00,01:00,151.0,0.0
1012017,01:00,02:00,149.0,0.0
1012017,02:00,03:00,130.0,0.0
1012017,03:00,04:00,101.0,0.0
1012017,04:00,05:00,102.0,0.0
1012017,05:00,06:00,109.0,0.0
1012017,06:00,07:00,99.0,0.0
1012017,07:00,08:00,99.0,0.0
1012017,08:00,09:00,99.0,0.0
1012017,09:00,10:00,99.0,0.0
1012017,10:00,11:00,102.0,0.0
1012017,11:00,12:00,146.0,0.0
1012017,12:00,13:00,193.0,0.0
1012017,13:00,14:00,199.0,0.0
1012017,14:00,15:00,249.0,0.0
1012017,15:00,16:00,314.0,0.0
1012017,16:00,17:00,316.0,0.0
1012017,17:00,18:00,313.0,0.0
1012017,18:00,19:00,317.0,0.0
1012017,19:00,20:00,317.0,0.0
1012017,20:00,21:00,318.0,0.0
1012017,21:00,22:00,317.0,0.0
1012017,22:00,23:00,319.0,0.0
1012017,23:00,00:00,226.0,0.0
2012017,00:00,01:00,162.0,0.0
2012017,01:00,02:00,179.0,0.0
2012017,02:00,03:00,188.0,0.0
2012017,03:00,04:00,213.0,0.0
2012017,04:00,05:00,166.0,78.0
2012017,05:00,06:00,152.0,255.0
2012017,06:00,07:00,194.0,310.0
2012017,07:00,08:00,303.0,419.0
2012017,08:00,09:00,327.0,529.0
2012017,09:00,10:00,327.0,600.0
2012017,10:00,11:00,328.0,679.0
2012017,11:00,12:00,328.0,684.0
2012017,12:00,13:00,326.0,689.0
2012017,13:00,14:00,322.0,687.0
2012017,14:00,15:00,325.0,687.0
2012017,15:00,16:00,328.0,687.0
2012017,16:00,17:00,329.0,688.0
2012017,17:00,18:00,325.0,684.0
2012017,18:00,19:00,328.0,690.0
2012017,19:00,20:00,324.0,686.0
2012017,20:00,21:00,325.0,684.0
2012017,21:00,22:00,271.0,690.0
2012017,22:00,23:00,256.0,684.0
2012017,23:00,00:00,163.0,667.0
3012017,00:00,01:00,92.0,432.0
3012017,01:00,02:00,88.0,1.0
3012017,02:00,03:00,88.0,0.0
3012017,03:00,04:00,89.0,0.0
3012017,04:00,05:00,89.0,0.0
3012017,05:00,06:00,103.0,0.0
3012017,06:00,07:00,190.0,0.0
3012017,07:00,08:00,195.0,0.0
3012017,08:00,09:00,153.0,0.0
3012017,09:00,10:00,224.0,0.0
3012017,10:00,11:00,167.0,0.0
3012017,11:00,12:00,147.0,0.0
3012017,12:00,13:00,101.0,0.0
3012017,13:00,14:00,91.0,0.0
3012017,14:00,15:00,93.0,0.0
3012017,15:00,16:00,107.0,0.0
3012017,16:00,17:00,239.0,0.0
3012017,17:00,18:00,310.0,0.0
3012017,18:00,19:00,317.0,0.0
3012017,19:00,20:00,318.0,0.0
3012017,20:00,21:00,281.0,0.0
3012017,21:00,22:00,166.0,0.0
3012017,22:00,23:00,90.0,0.0
3012017,23:00,00:00,80.0,0.0
4012017,00:00,01:00,88.0,0.0
4012017,01:00,02:00,90.0,0.0
4012017,02:00,03:00,88.0,0.0
4012017,03:00,04:00,89.0,0.0
4012017,04:00,05:00,89.0,0.0
4012017,05:00,06:00,104.0,0.0
4012017,06:00,07:00,201.0,0.0
4012017,07:00,08:00,289.0,0.0
4012017,08:00,09:00,325.0,0.0
4012017,09:00,10:00,326.0,0.0
4012017,10:00,11:00,323.0,0.0
4012017,11:00,12:00,323.0,0.0
4012017,12:00,13:00,324.0,0.0
4012017,13:00,14:00,324.0,0.0
4012017,14:00,15:00,326.0,0.0
4012017,15:00,16:00,325.0,0.0
4012017,16:00,17:00,325.0,0.0
4012017,17:00,18:00,323.0,0.0
4012017,18:00,19:00,325.0,0.0
4012017,19:00,20:00,324.0,0.0
4012017,20:00,21:00,317.0,0.0
4012017,21:00,22:00,222.0,0.0
4012017,22:00,23:00,155.0,0.0
4012017,23:00,00:00,149.0,0.0
5012017,00:00,01:00,149.0,0.0
5012017,01:00,02:00,149.0,0.0
5012017,02:00,03:00,149.0,110.0
5012017,03:00,04:00,152.0,295.0
5012017,04:00,05:00,185.0,347.0
5012017,05:00,06:00,236.0,592.0
5012017,06:00,07:00,240.0,695.0
5012017,07:00,08:00,239.0,684.0
5012017,08:00,09:00,243.0,689.0
5012017,09:00,10:00,310.0,692.0
5012017,10:00,11:00,323.0,683.0
5012017,11:00,12:00,326.0,689.0
5012017,12:00,13:00,324.0,684.0
5012017,13:00,14:00,324.0,688.0
5012017,14:00,15:00,324.0,687.0
5012017,15:00,16:00,326.0,685.0
5012017,16:00,17:00,324.0,692.0
5012017,17:00,18:00,324.0,686.0
5012017,18:00,19:00,325.0,686.0
5012017,19:00,20:00,324.0,690.0
5012017,20:00,21:00,325.0,685.0
5012017,21:00,22:00,324.0,688.0
5012017,22:00,23:00,324.0,685.0
5012017,23:00,00:00,204.0,518.0
6012017,00:00,01:00,190.0,688.0
6012017,01:00,02:00,150.0,687.0
6012017,02:00,03:00,148.0,692.0
6012017,03:00,04:00,151.0,684.0
6012017,04:00,05:00,150.0,687.0
6012017,05:00,06:00,210.0,686.0
6012017,06:00,07:00,308.0,684.0
6012017,07:00,08:00,324.0,690.0
6012017,08:00,09:00,325.0,687.0
6012017,09:00,10:00,324.0,686.0
6012017,10:00,11:00,324.0,691.0
6012017,11:00,12:00,325.0,691.0
6012017,12:00,13:00,323.0,683.0
6012017,13:00,14:00,325.0,690.0
6012017,14:00,15:00,324.0,689.0
6012017,15:00,16:00,325.0,679.0
6012017,16:00,17:00,325.0,688.0
6012017,17:00,18:00,324.0,687.0
6012017,18:00,19:00,325.0,688.0
6012017,19:00,20:00,312.0,692.0
6012017,20:00,21:00,206.0,686.0
6012017,21:00,22:00,150.0,689.0
6012017,22:00,23:00,120.0,684.0
6012017,23:00,00:00,80.0,689.0
7012017,00:00,01:00,81.0,682.0
7012017,01:00,02:00,78.0,688.0
7012017,02:00,03:00,81.0,645.0
7012017,03:00,04:00,83.0,538.0
7012017,04:00,05:00,99.0,501.0
7012017,05:00,06:00,99.0,331.0
7012017,06:00,07:00,98.0,307.0
7012017,07:00,08:00,84.0,569.0
7012017,08:00,09:00,98.0,691.0
7012017,09:00,10:00,99.0,528.0
7012017,10:00,11:00,116.0,485.0
7012017,11:00,12:00,179.0,538.0
7012017,12:00,13:00,250.0,684.0
7012017,13:00,14:00,298.0,687.0
7012017,14:00,15:00,300.0,688.0
7012017,15:00,16:00,322.0,688.0
7012017,16:00,17:00,324.0,687.0
7012017,17:00,18:00,324.0,688.0
7012017,18:00,19:00,325.0,687.0
7012017,19:00,20:00,323.0,686.0
7012017,20:00,21:00,326.0,691.0
7012017,21:00,22:00,323.0,687.0
7012017,22:00,23:00,325.0,688.0
7012017,23:00,00:00,233.0,687.0
8012017,00:00,01:00,171.0,688.0
8012017,01:00,02:00,209.0,683.0
8012017,02:00,03:00,208.0,690.0
8012017,03:00,04:00,268.0,691.0
8012017,04:00,05:00,317.0,512.0
8012017,05:00,06:00,300.0,382.0
8012017,06:00,07:00,314.0,377.0
8012017,07:00,08:00,326.0,397.0
8012017,08:00,09:00,330.0,383.0
8012017,09:00,10:00,328.0,387.0
8012017,10:00,11:00,329.0,388.0
8012017,11:00,12:00,330.0,385.0
8012017,12:00,13:00,328.0,390.0
8012017,13:00,14:00,327.0,383.0
8012017,14:00,15:00,330.0,389.0
8012017,15:00,16:00,329.0,387.0
8012017,16:00,17:00,330.0,389.0
8012017,17:00,18:00,328.0,386.0
8012017,18:00,19:00,329.0,385.0
8012017,19:00,20:00,330.0,396.0
8012017,20:00,21:00,329.0,625.0
8012017,21:00,22:00,329.0,694.0
8012017,22:00,23:00,328.0,685.0
8012017,23:00,00:00,223.0,644.0
9012017,00:00,01:00,170.0,685.0
9012017,01:00,02:00,170.0,687.0
9012017,02:00,03:00,191.0,686.0
9012017,03:00,04:00,170.0,688.0
9012017,04:00,05:00,184.0,690.0
9012017,05:00,06:00,200.0,685.0
9012017,06:00,07:00,299.0,686.0
9012017,07:00,08:00,327.0,688.0
9012017,08:00,09:00,327.0,686.0
9012017,09:00,10:00,328.0,687.0
9012017,10:00,11:00,328.0,691.0
9012017,11:00,12:00,327.0,687.0
9012017,12:00,13:00,322.0,690.0
9012017,13:00,14:00,324.0,684.0
9012017,14:00,15:00,327.0,527.0
9012017,15:00,16:00,328.0,529.0
9012017,16:00,17:00,326.0,334.0
9012017,17:00,18:00,326.0,287.0
9012017,18:00,19:00,328.0,298.0
9012017,19:00,20:00,326.0,295.0
9012017,20:00,21:00,326.0,290.0
9012017,21:00,22:00,263.0,295.0
9012017,22:00,23:00,140.0,293.0
9012017,23:00,00:00,79.0,293.0
10012017,00:00,01:00,79.0,290.0
10012017,01:00,02:00,85.0,295.0
10012017,02:00,03:00,89.0,292.0
10012017,03:00,04:00,85.0,294.0
10012017,04:00,05:00,81.0,377.0
10012017,05:00,06:00,131.0,647.0
10012017,06:00,07:00,227.0,688.0
10012017,07:00,08:00,320.0,688.0
10012017,08:00,09:00,325.0,686.0
10012017,09:00,10:00,324.0,688.0
10012017,10:00,11:00,325.0,688.0
10012017,11:00,12:00,323.0,688.0
10012017,12:00,13:00,325.0,686.0
10012017,13:00,14:00,324.0,685.0
10012017,14:00,15:00,324.0,688.0
10012017,15:00,16:00,326.0,687.0
10012017,16:00,17:00,327.0,687.0
10012017,17:00,18:00,327.0,689.0
10012017,18:00,19:00,327.0,685.0
10012017,19:00,20:00,328.0,687.0
10012017,20:00,21:00,324.0,687.0
10012017,21:00,22:00,327.0,685.0
10012017,22:00,23:00,256.0,628.0
10012017,23:00,00:00,208.0,576.0
11012017,00:00,01:00,166.0,331.0
11012017,01:00,02:00,153.0,0.0
11012017,02:00,03:00,162.0,0.0
11012017,03:00,04:00,184.0,0.0
11012017,04:00,05:00,150.0,0.0
11012017,05:00,06:00,154.0,0.0
11012017,06:00,07:00,218.0,0.0
11012017,07:00,08:00,315.0,0.0
11012017,08:00,09:00,252.0,0.0
11012017,09:00,10:00,304.0,0.0
11012017,10:00,11:00,299.0,0.0
11012017,11:00,12:00,276.0,0.0
11012017,12:00,13:00,172.0,0.0
11012017,13:00,14:00,219.0,0.0
11012017,14:00,15:00,298.0,0.0
11012017,15:00,16:00,324.0,0.0
11012017,16:00,17:00,326.0,0.0
11012017,17:00,18:00,326.0,0.0
11012017,18:00,19:00,324.0,0.0
11012017,19:00,20:00,323.0,0.0
11012017,20:00,21:00,273.0,0.0
11012017,21:00,22:00,200.0,0.0
11012017,22:00,23:00,128.0,0.0
11012017,23:00,00:00,64.0,0.0
12012017,00:00,01:00,89.0,0.0
12012017,01:00,02:00,83.0,0.0
12012017,02:00,03:00,87.0,0.0
12012017,03:00,04:00,88.0,0.0
12012017,04:00,05:00,88.0,0.0
12012017,05:00,06:00,93.0,0.0
12012017,06:00,07:00,151.0,0.0
12012017,07:00,08:00,210.0,0.0
12012017,08:00,09:00,195.0,0.0
12012017,09:00,10:00,138.0,0.0
12012017,10:00,11:00,129.0,0.0
12012017,11:00,12:00,128.0,0.0
12012017,12:00,13:00,129.0,0.0
12012017,13:00,14:00,128.0,0.0
12012017,14:00,15:00,128.0,0.0
12012017,15:00,16:00,127.0,0.0
12012017,16:00,17:00,144.0,0.0
12012017,17:00,18:00,255.0,0.0
12012017,18:00,19:00,326.0,0.0
12012017,19:00,20:00,328.0,0.0
12012017,20:00,21:00,329.0,0.0
12012017,21:00,22:00,328.0,0.0
12012017,22:00,23:00,251.0,0.0
12012017,23:00,00:00,139.0,0.0
13012017,00:00,01:00,84.0,0.0
13012017,01:00,02:00,78.0,0.0
13012017,02:00,03:00,81.0,0.0
13012017,03:00,04:00,78.0,0.0
13012017,04:00,05:00,78.0,0.0
13012017,05:00,06:00,85.0,0.0
13012017,06:00,07:00,130.0,0.0
13012017,07:00,08:00,246.0,0.0
13012017,08:00,09:00,324.0,0.0
13012017,09:00,10:00,326.0,0.0
13012017,10:00,11:00,325.0,0.0
13012017,11:00,12:00,319.0,0.0
13012017,12:00,13:00,319.0,0.0
13012017,13:00,14:00,318.0,0.0
13012017,14:00,15:00,319.0,0.0
13012017,15:00,16:00,319.0,0.0
13012017,16:00,17:00,325.0,0.0
13012017,17:00,18:00,305.0,0.0
13012017,18:00,19:00,237.0,0.0
13012017,19:00,20:00,132.0,0.0
13012017,20:00,21:00,79.0,0.0
13012017,21:00,22:00,79.0,0.0
13012017,22:00,23:00,84.0,0.0
13012017,23:00,00:00,82.0,0.0
14012017,00:00,01:00,81.0,0.0
14012017,01:00,02:00,79.0,0.0
14012017,02:00,03:00,80.0,0.0
14012017,03:00,04:00,77.0,0.0
14012017,04:00,05:00,78.0,0.0
14012017,05:00,06:00,88.0,0.0
14012017,06:00,07:00,83.0,0.0
14012017,07:00,08:00,82.0,0.0
14012017,08:00,09:00,86.0,0.0
14012017,09:00,10:00,89.0,0.0
14012017,10:00,11:00,82.0,0.0
14012017,11:00,12:00,82.0,0.0
14012017,12:00,13:00,109.0,0.0
14012017,13:00,14:00,87.0,0.0
14012017,14:00,15:00,81.0,0.0
14012017,15:00,16:00,81.0,0.0
14012017,16:00,17:00,99.0,0.0
14012017,17:00,18:00,147.0,0.0
14012017,18:00,19:00,151.0,0.0
14012017,19:00,20:00,149.0,0.0
14012017,20:00,21:00,150.0,0.0
14012017,21:00,22:00,150.0,0.0
14012017,22:00,23:00,150.0,0.0
14012017,23:00,00:00,150.0,0.0
15012017,00:00,01:00,150.0,0.0
15012017,01:00,02:00,150.0,0.0
15012017,02:00,03:00,150.0,0.0
15012017,03:00,04:00,150.0,0.0
15012017,04:00,05:00,149.0,0.0
15012017,05:00,06:00,150.0,0.0
15012017,06:00,07:00,150.0,1.0
15012017,07:00,08:00,150.0,115.0
15012017,08:00,09:00,150.0,230.0
15012017,09:00,10:00,143.0,316.0
15012017,10:00,11:00,124.0,468.0
15012017,11:00,12:00,115.0,636.0
15012017,12:00,13:00,118.0,692.0
