date,start,end,11WD7BEEC5XHAM5G
9012017,18:00,19:00,227.0
9012017,19:00,20:00,227.0
9012017,20:00,21:00,228.0
9012017,21:00,22:00,229.0
9012017,22:00,23:00,229.0
9012017,23:00,00:00,229.0
10012017,00:00,01:00,229.0
10012017,01:00,02:00,226.0
10012017,02:00,03:00,227.0
10012017,03:00,04:00,216.0
10012017,04:00,05:00,214.0
10012017,05:00,06:00,221.0
10012017,06:00,07:00,162.0
10012017,07:00,08:00,127.0
10012017,08:00,09:00,119.0
10012017,09:00,10:00,123.0
10012017,10:00,11:00,162.0
10012017,11:00,12:00,219.0
10012017,12:00,13:00,210.0
10012017,13:00,14:00,177.0
10012017,14:00,15:00,161.0
10012017,15:00,16:00,162.0
10012017,16:00,17:00,170.0
10012017,17:00,18:00,164.0
10012017,18:00,19:00,124.0
10012017,19:00,20:00,152.0
10012017,20:00,21:00,214.0
10012017,21:00,22:00,224.0
10012017,22:00,23:00,225.0
10012017,23:00,00:00,224.0
11012017,00:00,01:00,221.0
11012017,01:00,02:00,222.0
11012017,02:00,03:00,218.0
11012017,03:00,04:00,205.0
11012017,04:00,05:00,216.0
11012017,05:00,06:00,216.0
11012017,06:00,07:00,227.0
11012017,07:00,08:00,227.0
11012017,08:00,09:00,227.0
11012017,09:00,10:00,223.0
11012017,10:00,11:00,221.0
11012017,11:00,12:00,220.0
11012017,12:00,13:00,220.0
11012017,13:00,14:00,219.0
11012017,14:00,15:00,211.0
11012017,15:00,16:00,224.0
11012017,16:00,17:00,226.0
11012017,17:00,18:00,228.0
11012017,18:00,19:00,224.0
11012017,19:00,20:00,228.0
11012017,20:00,21:00,228.0
11012017,21:00,22:00,224.0
11012017,22:00,23:00,214.0
11012017,23:00,00:00,196.0
12012017,00:00,01:00,214.0
12012017,01:00,02:00,218.0
12012017,02:00,03:00,206.0
12012017,03:00,04:00,148.0
12012017,04:00,05:00,134.0
12012017,05:00,06:00,145.0
12012017,06:00,07:00,168.0
12012017,07:00,08:00,181.0
12012017,08:00,09:00,188.0
12012017,09:00,10:00,213.0
12012017,10:00,11:00,201.0
12012017,11:00,12:00,180.0
12012017,12:00,13:00,165.0
12012017,13:00,14:00,167.0
12012017,14:00,15:00,149.0
12012017,15:00,16:00,202.0
12012017,16:00,17:00,228.0
12012017,17:00,18:00,221.0
12012017,18:00,19:00,196.0
12012017,19:00,20:00,227.0
12012017,20:00,21:00,227.0
12012017,21:00,22:00,227.0
12012017,22:00,23:00,227.0
12012017,23:00,00:00,216.0
13012017,00:00,01:00,225.0
13012017,01:00,02:00,218.0
13012017,02:00,03:00,189.0
13012017,03:00,04:00,156.0
13012017,04:00,05:00,162.0
13012017,05:00,06:00,170.0
13012017,06:00,07:00,188.0
13012017,07:00,08:00,220.0
13012017,08:00,09:00,216.0
13012017,09:00,10:00,216.0
13012017,10:00,11:00,205.0
13012017,11:00,12:00,228.0
13012017,12:00,13:00,227.0
13012017,13:00,14:00,224.0
13012017,14:00,15:00,204.0
13012017,15:00,16:00,225.0
13012017,16:00,17:00,220.0
13012017,17:00,18:00,222.0
13012017,18:00,19:00,226.0
13012017,19:00,20:00,227.0
13012017,20:00,21:00,228.0
13012017,21:00,22:00,227.0
13012017,22:00,23:00,229.0
13012017,23:00,00:00,229.0
14012017,00:00,01:00,228.0
14012017,01:00,02:00,228.0
14012017,02:00,03:00,227.0
14012017,03:00,04:00,227.0
14012017,04:00,05:00,228.0
14012017,05:00,06:00,228.0
14012017,06:00,07:00,228.0
14012017,07:00,08:00,228.0
14012017,08:00,09:00,228.0
14012017,09:00,10:00,230.0
14012017,10:00,11:00,225.0
14012017,11:00,12:00,227.0
14012017,12:00,13:00,228.0
14012017,13:00,14:00,223.0
14012017,14:00,15:00,230.0
14012017,15:00,16:00,229.0
14012017,16:00,17:00,230.0
14012017,17:00,18:00,224.0
14012017,18:00,19:00,223.0
14012017,19:00,20:00,222.0
14012017,20:00,21:00,223.0
14012017,21:00,22:00,223.0
14012017,22:00,23:00,218.0
14012017,23:00,00:00,221.0
15012017,00:00,01:00,217.0
15012017,01:00,02:00,222.0
15012017,02:00,03:00,220.0
15012017,03:00,04:00,226.0
15012017,04:00,05:00,230.0
15012017,05:00,06:00,230.0
15012017,06:00,07:00,205.0
15012017,07:00,08:00,205.0
15012017,08:00,09:00,226.0
15012017,09:00,10:00,231.0
15012017,10:00,11:00,230.0
15012017,11:00,12:00,230.0
15012017,12:00,13:00,230.0
15012017,13:00,14:00,230.0
15012017,14:00,15:00,230.0
15012017,15:00,16:00,220.0
15012017,16:00,17:00,226.0
15012017,17:00,18:00,225.0
15012017,18:00,19:00,225.0
15012017,19:00,20:00,229.0
15012017,20:00,21:00,230.0
15012017,21:00,22:00,230.0
15012017,22:00,23:00,221.0
15012017,23:00,00:00,228.0
16012017,00:00,01:00,230.0
16012017,01:00,02:00,229.0
16012017,02:00,03:00,224.0
16012017,03:00,04:00,217.0
16012017,04:00,05:00,201.0
16012017,05:00,06:00,224.0
16012017,06:00,07:00,224.0
16012017,07:00,08:00,219.0
16012017,08:00,09:00,219.0
16012017,09:00,10:00,207.0
16012017,10:00,11:00,225.0
16012017,11:00,12:00,230.0
16012017,12:00,13:00,230.0
16012017,13:00,14:00,230.0
16012017,14:00,15:00,230.0
16012017,15:00,16:00,230.0
16012017,16:00,17:00,230.0
16012017,17:00,18:00,230.0
16012017,18:00,19:00,230.0
16012017,19:00,20:00,219.0
16012017,20:00,21:00,222.0
16012017,21:00,22:00,228.0
16012017,22:00,23:00,221.0
16012017,23:00,00:00,230.0
17012017,00:00,01:00,231.0
17012017,01:00,02:00,230.0
17012017,02:00,03:00,231.0
17012017,03:00,04:00,230.0
17012017,04:00,05:00,221.0
17012017,05:00,06:00,227.0
17012017,06:00,07:00,223.0
17012017,07:00,08:00,222.0
17012017,08:00,09:00,222.0
17012017,09:00,10:00,222.0
17012017,10:00,11:00,223.0
17012017,11:00,12:00,224.0
17012017,12:00,13:00,227.0
17012017,13:00,14:00,230.0
17012017,14:00,15:00,230.0
17012017,15:00,16:00,203.0
17012017,16:00,17:00,209.0
17012017,17:00,18:00,222.0
17012017,18:00,19:00,230.0
17012017,19:00,20:00,223.0
17012017,20:00,21:00,225.0
17012017,21:00,22:00,230.0
17012017,22:00,23:00,227.0
17012017,23:00,00:00,162.0
18012017,00:00,01:00,157.0
18012017,01:00,02:00,218.0
18012017,02:00,03:00,223.0
18012017,03:00,04:00,230.0
18012017,04:00,05:00,221.0
18012017,05:00,06:00,221.0
18012017,06:00,07:00,228.0
18012017,07:00,08:00,224.0
18012017,08:00,09:00,228.0
18012017,09:00,10:00,224.0
18012017,10:00,11:00,224.0
18012017,11:00,12:00,223.0
18012017,12:00,13:00,226.0
18012017,13:00,14:00,230.0
18012017,14:00,15:00,229.0
18012017,15:00,16:00,230.0
18012017,16:00,17:00,228.0
18012017,17:00,18:00,229.0
18012017,18:00,19:00,225.0
18012017,19:00,20:00,224.0
18012017,20:00,21:00,215.0
18012017,21:00,22:00,200.0
18012017,22:00,23:00,219.0
18012017,23:00,00:00,210.0
19012017,00:00,01:00,214.0
19012017,01:00,02:00,229.0
19012017,02:00,03:00,230.0
19012017,03:00,04:00,230.0
19012017,04:00,05:00,230.0
19012017,05:00,06:00,230.0
19012017,06:00,07:00,230.0
19012017,07:00,08:00,230.0
19012017,08:00,09:00,229.0
19012017,09:00,10:00,223.0
19012017,10:00,11:00,220.0
19012017,11:00,12:00,227.0
19012017,12:00,13:00,229.0
19012017,13:00,14:00,229.0
19012017,14:00,15:00,228.0
19012017,15:00,16:00,224.0
19012017,16:00,17:00,220.0
19012017,17:00,18:00,218.0
19012017,18:00,19:00,209.0
19012017,19:00,20:00,202.0
19012017,20:00,21:00,199.0
19012017,21:00,22:00,197.0
19012017,22:00,23:00,211.0
19012017,23:00,00:00,216.0
20012017,00:00,01:00,223.0
20012017,01:00,02:00,223.0
20012017,02:00,03:00,227.0
20012017,03:00,04:00,228.0
20012017,04:00,05:00,231.0
20012017,05:00,06:00,230.0
20012017,06:00,07:00,230.0
20012017,07:00,08:00,219.0
20012017,08:00,09:00,221.0
20012017,09:00,10:00,230.0
20012017,10:00,11:00,230.0
20012017,11:00,12:00,229.0
20012017,12:00,13:00,224.0
20012017,13:00,14:00,223.0
20012017,14:00,15:00,222.0
20012017,15:00,16:00,222.0
20012017,16:00,17:00,206.0
20012017,17:00,18:00,218.0
20012017,18:00,19:00,216.0
20012017,19:00,20:00,220.0
20012017,20:00,21:00,219.0
20012017,21:00,22:00,228.0
20012017,22:00,23:00,221.0
20012017,23:00,00:00,220.0
21012017,00:00,01:00,
21012017,01:00,02:00,
21012017,02:00,03:00,
21012017,03:00,04:00,
21012017,04:00,05:00,
21012017,05:00,06:00,
21012017,06:00,07:00,
21012017,07:00,08:00,
21012017,08:00,09:00,
21012017,09:00,10:00,
21012017,10:00,11:00,
21012017,11:00,12:00,
21012017,12:00,13:00,
21012017,13:00,14:00,
21012017,14:00,15:00,
21012017,15:00,16:00,
21012017,16:00,17:00,
21012017,17:00,18:00,
21012017,18:00,19:00,
21012017,19:00,20:00,
21012017,20:00,21:00,
21012017,21:00,22:00,
21012017,22:00,23:00,
21012017,23:00,00:00,
22012017,00:00,01:00,225.0
22012017,01:00,02:00,224.0
22012017,02:00,03:00,211.0
22012017,03:00,04:00,223.0
22012017,04:00,05:00,224.0
22012017,05:00,06:00,224.0
22012017,06:00,07:00,230.0
22012017,07:00,08:00,230.0
22012017,08:00,09:00,230.0
22012017,09:00,10:00,229.0
22012017,10:00,11:00,230.0
22012017,11:00,12:00,229.0
22012017,12:00,13:00,230.0
22012017,13:00,14:00,230.0
22012017,14:00,15:00,230.0
22012017,15:00,16:00,230.0
22012017,16:00,17:00,222.0
22012017,17:00,18:00,227.0
22012017,18:00,19:00,229.0
22012017,19:00,20:00,230.0
22012017,20:00,21:00,220.0
22012017,21:00,22:00,226.0
22012017,22:00,23:00,224.0
22012017,23:00,00:00,215.0
23012017,00:00,01:00,220.0
23012017,01:00,02:00,217.0
23012017,02:00,03:00,213.0
23012017,03:00,04:00,223.0
23012017,04:00,05:00,223.0
23012017,05:00,06:00,223.0
23012017,06:00,07:00,222.0
23012017,07:00,08:00,223.0
23012017,08:00,09:00,224.0
23012017,09:00,10:00,221.0
23012017,10:00,11:00,221.0
23012017,11:00,12:00,222.0
23012017,12:00,13:00,225.0
23012017,13:00,14:00,228.0
23012017,14:00,15:00,230.0
23012017,15:00,16:00,229.0
23012017,16:00,17:00,229.0
23012017,17:00,18:00,230.0
23012017,18:00,19:00,229.0
23012017,19:00,20:00,229.0
23012017,20:00,21:00,230.0
23012017,21:00,22:00,230.0
23012017,22:00,23:00,230.0
23012017,23:00,00:00,230.0
24012017,00:00,01:00,230.0
24012017,01:00,02:00,230.0
24012017,02:00,03:00,230.0
24012017,03:00,04:00,230.0
24012017,04:00,05:00,230.0
24012017,05:00,06:00,230.0
24012017,06:00,07:00,230.0
24012017,07:00,08:00,230.0
24012017,08:00,09:00,230.0
24012017,09:00,10:00,227.0
24012017,10:00,11:00,226.0
24012017,11:00,12:00,226.0
24012017,12:00,13:00,216.0
24012017,13:00,14:00,185.0
24012017,14:00,15:00,212.0
24012017,15:00,16:00,230.0
24012017,16:00,17:00,227.0
24012017,17:00,18:00,188.0
24012017,18:00,19:00,180.0
24012017,19:00,20:00,223.0
24012017,20:00,21:00,213.0
24012017,21:00,22:00,223.0
24012017,22:00,23:00,224.0
24012017,23:00,00:00,189.0
25012017,00:00,01:00,
25012017,01:00,02:00,
25012017,02:00,03:00,
25012017,03:00,04:00,
25012017,04:00,05:00,
25012017,05:00,06:00,
25012017,06:00,07:00,
25012017,07:00,08:00,
25012017,08:00,09:00,
25012017,09:00,10:00,
25012017,10:00,11:00,
25012017,11:00,12:00,
25012017,12:00,13:00,
25012017,13:00,14:00,
25012017,14:00,15:00,
25012017,15:00,16:00,
25012017,16:00,17:00,
25012017,17:00,18:00,
25012017,18:00,19:00,
25012017,19:00,20:00,
25012017,20:00,21:00,
25012017,21:00,22:00,
25012017,22:00,23:00,
25012017,23:00,00:00,
26012017,00:00,01:00,226.0
26012017,01:00,02:00,231.0
26012017,02:00,03:00,230.0
26012017,03:00,04:00,230.0
26012017,04:00,05:00,230.0
26012017,05:00,06:00,231.0
26012017,06:00,07:00,231.0
26012017,07:00,08:00,228.0
26012017,08:00,09:00,189.0
26012017,09:00,10:00,197.0
26012017,10:00,11:00,210.0
26012017,11:00,12:00,224.0
26012017,12:00,13:00,226.0
26012017,13:00,14:00,223.0
26012017,14:00,15:00,209.0
26012017,15:00,16:00,208.0
26012017,16:00,17:00,214.0
26012017,17:00,18:00,217.0
26012017,18:00,19:00,217.0
26012017,19:00,20:00,224.0
26012017,20:00,21:00,226.0
26012017,21:00,22:00,211.0
26012017,22:00,23:00,230.0
26012017,23:00,00:00,230.0
27012017,00:00,01:00,219.0
27012017,01:00,02:00,229.0
27012017,02:00,03:00,215.0
27012017,03:00,04:00,207.0
27012017,04:00,05:00,209.0
27012017,05:00,06:00,200.0
27012017,06:00,07:00,201.0
27012017,07:00,08:00,216.0
27012017,08:00,09:00,222.0
27012017,09:00,10:00,225.0
27012017,10:00,11:00,228.0
27012017,11:00,12:00,229.0
27012017,12:00,13:00,228.0
27012017,13:00,14:00,228.0
27012017,14:00,15:00,222.0
27012017,15:00,16:00,221.0
27012017,16:00,17:00,224.0
27012017,17:00,18:00,222.0
27012017,18:00,19:00,226.0
27012017,19:00,20:00,228.0
27012017,20:00,21:00,213.0
27012017,21:00,22:00,207.0
27012017,22:00,23:00,208.0
27012017,23:00,00:00,228.0
28012017,00:00,01:00,229.0
28012017,01:00,02:00,226.0
28012017,02:00,03:00,220.0
28012017,03:00,04:00,228.0
28012017,04:00,05:00,229.0
28012017,05:00,06:00,229.0
28012017,06:00,07:00,230.0
28012017,07:00,08:00,230.0
28012017,08:00,09:00,230.0
28012017,09:00,10:00,226.0
28012017,10:00,11:00,225.0
28012017,11:00,12:00,230.0
28012017,12:00,13:00,229.0
28012017,13:00,14:00,228.0
28012017,14:00,15:00,227.0
28012017,15:00,16:00,216.0
28012017,16:00,17:00,182.0
28012017,17:00,18:00,187.0
28012017,18:00,19:00,192.0
28012017,19:00,20:00,199.0
28012017,20:00,21:00,218.0
28012017,21:00,22:00,227.0
28012017,22:00,23:00,223.0
28012017,23:00,00:00,184.0
29012017,00:00,01:00,156.0
29012017,01:00,02:00,171.0
29012017,02:00,03:00,211.0
29012017,03:00,04:00,197.0
29012017,04:00,05:00,222.0
29012017,05:00,06:00,227.0
29012017,06:00,07:00,228.0
29012017,07:00,08:00,224.0
29012017,08:00,09:00,227.0
29012017,09:00,10:00,226.0
29012017,10:00,11:00,229.0
29012017,11:00,12:00,229.0
29012017,12:00,13:00,228.0
29012017,13:00,14:00,221.0
29012017,14:00,15:00,214.0
29012017,15:00,16:00,220.0
29012017,16:00,17:00,206.0
29012017,17:00,18:00,170.0
29012017,18:00,19:00,165.0
29012017,19:00,20:00,121.0
29012017,20:00,21:00,115.0
29012017,21:00,22:00,130.0
29012017,22:00,23:00,131.0
29012017,23:00,00:00,120.0
30012017,00:00,01:00,114.0
30012017,01:00,02:00,112.0
30012017,02:00,03:00,197.0
30012017,03:00,04:00,227.0
30012017,04:00,05:00,227.0
30012017,05:00,06:00,228.0
30012017,06:00,07:00,227.0
30012017,07:00,08:00,200.0
30012017,08:00,09:00,217.0
30012017,09:00,10:00,228.0
30012017,10:00,11:00,228.0
30012017,11:00,12:00,228.0
30012017,12:00,13:00,214.0
30012017,13:00,14:00,218.0
30012017,14:00,15:00,226.0
30012017,15:00,16:00,200.0
30012017,16:00,17:00,203.0
30012017,17:00,18:00,227.0
30012017,18:00,19:00,229.0
30012017,19:00,20:00,228.0
30012017,20:00,21:00,228.0
30012017,21:00,22:00,228.0
30012017,22:00,23:00,229.0
30012017,23:00,00:00,229.0
31012017,00:00,01:00,229.0
31012017,01:00,02:00,229.0
31012017,02:00,03:00,229.0
31012017,03:00,04:00,229.0
31012017,04:00,05:00,228.0
31012017,05:00,06:00,229.0
31012017,06:00,07:00,229.0
31012017,07:00,08:00,229.0
31012017,08:00,09:00,229.0
31012017,09:00,10:00,228.0
31012017,10:00,11:00,229.0
31012017,11:00,12:00,227.0
31012017,12:00,13:00,228.0
31012017,13:00,14:00,228.0
31012017,14:00,15:00,226.0
31012017,15:00,16:00,214.0
31012017,16:00,17:00,188.0
31012017,17:00,18:00,157.0
31012017,18:00,19:00,148.0
31012017,19:00,20:00,140.0
31012017,20:00,21:00,121.0
31012017,21:00,22:00,115.0
31012017,22:00,23:00,116.0
31012017,23:00,00:00,128.0
1022017,00:00,01:00,
1022017,01:00,02:00,
1022017,02:00,03:00,
1022017,03:00,04:00,
1022017,04:00,05:00,
1022017,05:00,06:00,
1022017,06:00,07:00,
1022017,07:00,08:00,
1022017,08:00,09:00,
1022017,09:00,10:00,
1022017,10:00,11:00,
1022017,11:00,12:00,
1022017,12:00,13:00,
1022017,13:00,14:00,
1022017,14:00,15:00,
1022017,15:00,16:00,
1022017,16:00,17:00,
1022017,17:00,18:00,
1022017,18:00,19:00,
1022017,19:00,20:00,
1022017,20:00,21:00,
1022017,21:00,22:00,
1022017,22:00,23:00,
1022017,23:00,00:00,
2022017,00:00,01:00,0.0
2022017,01:00,02:00,0.0
2022017,02:00,03:00,0.0
2022017,03:00,04:00,0.0
2022017,04:00,05:00,0.0
2022017,05:00,06:00,0.0
2022017,06:00,07:00,0.0
2022017,07:00,08:00,0.0
2022017,08:00,09:00,0.0
2022017,09:00,10:00,0.0
2022017,10:00,11:00,0.0
2022017,11:00,12:00,0.0
2022017,12:00,13:00,0.0
2022017,13:00,14:00,0.0
2022017,14:00,15:00,0.0
2022017,15:00,16:00,0.0
2022017,16:00,17:00,0.0
2022017,17:00,18:00,0.0
2022017,18:00,19:00,0.0
2022017,19:00,20:00,0.0
2022017,20:00,21:00,0.0
2022017,21:00,22:00,0.0
2022017,22:00,23:00,0.0
2022017,23:00,00:00,0.0
3022017,00:00,01:00,0.0
3022017,01:00,02:00,0.0
3022017,02:00,03:00,0.0
3022017,03:00,04:00,0.0
3022017,04:00,05:00,0.0
3022017,05:00,06:00,0.0
3022017,06:00,07:00,0.0
3022017,07:00,08:00,0.0
3022017,08:00,09:00,0.0
3022017,09:00,10:00,0.0
3022017,10:00,11:00,0.0
3022017,11:00,12:00,0.0
3022017,12:00,13:00,0.0
3022017,13:00,14:00,0.0
3022017,14:00,15:00,0.0
3022017,15:00,16:00,0.0
3022017,16:00,17:00,0.0
3022017,17:00,18:00,0.0
3022017,18:00,19:00,0.0
3022017,19:00,20:00,0.0
3022017,20:00,21:00,0.0
3022017,21:00,22:00,0.0
3022017,22:00,23:00,0.0
3022017,23:00,00:00,0.0
4022017,00:00,01:00,
4022017,01:00,02:00,
4022017,02:00,03:00,
4022017,03:00,04:00,
4022017,04:00,05:00,
4022017,05:00,06:00,
4022017,06:00,07:00,
4022017,07:00,08:00,
4022017,08:00,09:00,
4022017,09:00,10:00,
4022017,10:00,11:00,
4022017,11:00,12:00,
4022017,12:00,13:00,
4022017,13:00,14:00,
4022017,14:00,15:00,
4022017,15:00,16:00,
4022017,16:00,17:00,
4022017,17:00,18:00,
4022017,18:00,19:00,
4022017,19:00,20:00,
4022017,20:00,21:00,
4022017,21:00,22:00,
4022017,22:00,23:00,
4022017,23:00,00:00,
5022017,00:00,01:00,0.0
5022017,01:00,02:00,0.0
5022017,02:00,03:00,0.0
5022017,03:00,04:00,0.0
5022017,04:00,05:00,0.0
5022017,05:00,06:00,0.0
5022017,06:00,07:00,0.0
5022017,07:00,08:00,0.0
5022017,08:00,09:00,0.0
5022017,09:00,10:00,0.0
5022017,10:00,11:00,0.0
5022017,11:00,12:00,0.0
5022017,12:00,13:00,0.0
5022017,13:00,14:00,0.0
5022017,14:00,15:00,22.0
5022017,15:00,16:00,48.0
5022017,16:00,17:00,61.0
5022017,17:00,18:00,85.0
5022017,18:00,19:00,126.0
5022017,19:00,20:00,136.0
5022017,20:00,21:00,144.0
5022017,21:00,22:00,143.0
5022017,22:00,23:00,144.0
5022017,23:00,00:00,149.0
6022017,00:00,01:00,150.0
6022017,01:00,02:00,163.0
6022017,02:00,03:00,157.0
6022017,03:00,04:00,137.0
6022017,04:00,05:00,148.0
6022017,05:00,06:00,140.0
6022017,06:00,07:00,110.0
6022017,07:00,08:00,116.0
6022017,08:00,09:00,129.0
6022017,09:00,10:00,135.0
6022017,10:00,11:00,127.0
6022017,11:00,12:00,118.0
6022017,12:00,13:00,115.0
6022017,13:00,14:00,121.0
6022017,14:00,15:00,127.0
6022017,15:00,16:00,132.0
6022017,16:00,17:00,145.0
6022017,17:00,18:00,165.0
6022017,18:00,19:00,166.0
6022017,19:00,20:00,188.0
6022017,20:00,21:00,185.0
6022017,21:00,22:00,168.0
6022017,22:00,23:00,138.0
6022017,23:00,00:00,150.0
7022017,00:00,01:00,170.0
7022017,01:00,02:00,164.0
7022017,02:00,03:00,199.0
7022017,03:00,04:00,183.0
7022017,04:00,05:00,167.0
7022017,05:00,06:00,150.0
