date,start,end,11WD8KLIN5G--13E
1012018,00:00,01:00,55
1012018,01:00,02:00,55
1012018,02:00,03:00,54
1012018,03:00,04:00,54
1012018,04:00,05:00,55
1012018,05:00,06:00,55
1012018,06:00,07:00,54
1012018,07:00,08:00,56
1012018,08:00,09:00,54
1012018,09:00,10:00,54
1012018,10:00,11:00,54
1012018,11:00,12:00,54
1012018,12:00,13:00,55
1012018,13:00,14:00,54
1012018,14:00,15:00,54
1012018,15:00,16:00,54
1012018,16:00,17:00,54
1012018,17:00,18:00,54
1012018,18:00,19:00,59
1012018,19:00,20:00,72
1012018,20:00,21:00,72
1012018,21:00,22:00,73
1012018,22:00,23:00,73
1012018,23:00,00:00,55
2012018,00:00,01:00,53
2012018,01:00,02:00,53
2012018,02:00,03:00,53
2012018,03:00,04:00,53
2012018,04:00,05:00,53
2012018,05:00,06:00,54
2012018,06:00,07:00,84
2012018,07:00,08:00,122
2012018,08:00,09:00,134
2012018,09:00,10:00,141
2012018,10:00,11:00,141
2012018,11:00,12:00,141
2012018,12:00,13:00,141
2012018,13:00,14:00,141
2012018,14:00,15:00,141
2012018,15:00,16:00,141
2012018,16:00,17:00,141
2012018,17:00,18:00,142
2012018,18:00,19:00,140
2012018,19:00,20:00,140
2012018,20:00,21:00,140
2012018,21:00,22:00,114
2012018,22:00,23:00,103
2012018,23:00,00:00,94
3012018,00:00,01:00,70
3012018,01:00,02:00,67
3012018,02:00,03:00,67
3012018,03:00,04:00,67
3012018,04:00,05:00,67
3012018,05:00,06:00,71
3012018,06:00,07:00,96
3012018,07:00,08:00,96
3012018,08:00,09:00,95
3012018,09:00,10:00,95
3012018,10:00,11:00,94
3012018,11:00,12:00,70
3012018,12:00,13:00,72
3012018,13:00,14:00,73
3012018,14:00,15:00,85
3012018,15:00,16:00,92
3012018,16:00,17:00,104
3012018,17:00,18:00,95
3012018,18:00,19:00,95
3012018,19:00,20:00,95
3012018,20:00,21:00,84
3012018,21:00,22:00,63
3012018,22:00,23:00,60
3012018,23:00,00:00,58
4012018,00:00,01:00,58
4012018,01:00,02:00,58
4012018,02:00,03:00,58
4012018,03:00,04:00,58
4012018,04:00,05:00,57
4012018,05:00,06:00,85
4012018,06:00,07:00,119
4012018,07:00,08:00,135
4012018,08:00,09:00,135
4012018,09:00,10:00,134
4012018,10:00,11:00,122
4012018,11:00,12:00,121
4012018,12:00,13:00,122
