date,start,end,11WD7OPLA1G--318,11WD7BOLA5GDTN2T,11WD7BOLA5GGTN2E
1012020,00:00,01:00,303.0,,
1012020,01:00,02:00,306.0,,
1012020,02:00,03:00,308.0,,
1012020,03:00,04:00,308.0,,
1012020,04:00,05:00,238.0,,
1012020,05:00,06:00,254.0,,
1012020,06:00,07:00,251.0,,
1012020,07:00,08:00,290.0,,
1012020,08:00,09:00,274.0,,
1012020,09:00,10:00,275.0,,
1012020,10:00,11:00,261.0,,
1012020,11:00,12:00,276.0,,
1012020,12:00,13:00,252.0,,
1012020,13:00,14:00,240.0,,
1012020,14:00,15:00,309.0,,
1012020,15:00,16:00,306.0,,
1012020,16:00,17:00,301.0,,
1012020,17:00,18:00,302.0,,
1012020,18:00,19:00,303.0,,
1012020,19:00,20:00,288.0,,
1012020,20:00,21:00,305.0,,
1012020,21:00,22:00,310.0,,
1012020,22:00,23:00,312.0,,
1012020,23:00,00:00,281.0,,
2012020,00:00,01:00,302.0,,
2012020,01:00,02:00,321.0,,
2012020,02:00,03:00,323.0,,
2012020,03:00,04:00,252.0,,
2012020,04:00,05:00,322.0,,
2012020,05:00,06:00,315.0,,
2012020,06:00,07:00,302.0,,
2012020,07:00,08:00,302.0,,
2012020,08:00,09:00,308.0,,
2012020,09:00,10:00,312.0,,
2012020,10:00,11:00,311.0,,
2012020,11:00,12:00,308.0,,
2012020,12:00,13:00,301.0,,
2012020,13:00,14:00,299.0,,
2012020,14:00,15:00,298.0,,
2012020,15:00,16:00,295.0,,
2012020,16:00,17:00,293.0,,
2012020,17:00,18:00,306.0,,
2012020,18:00,19:00,308.0,,
2012020,19:00,20:00,294.0,,
2012020,20:00,21:00,305.0,,
2012020,21:00,22:00,310.0,,
2012020,22:00,23:00,309.0,,
2012020,23:00,00:00,202.0,,
3012020,00:00,01:00,329.0,,
3012020,01:00,02:00,157.0,,
3012020,02:00,03:00,160.0,,
3012020,03:00,04:00,159.0,,
3012020,04:00,05:00,175.0,,
3012020,05:00,06:00,203.0,,
3012020,06:00,07:00,254.0,,
3012020,07:00,08:00,243.0,,
3012020,08:00,09:00,249.0,,
3012020,09:00,10:00,283.0,,
3012020,10:00,11:00,274.0,,
3012020,11:00,12:00,271.0,,
3012020,12:00,13:00,303.0,,
3012020,13:00,14:00,307.0,,
3012020,14:00,15:00,220.0,,
3012020,15:00,16:00,205.0,,
3012020,16:00,17:00,288.0,,
3012020,17:00,18:00,202.0,,
3012020,18:00,19:00,201.0,,
3012020,19:00,20:00,190.0,,
3012020,20:00,21:00,225.0,,
3012020,21:00,22:00,174.0,,
3012020,22:00,23:00,162.0,,
3012020,23:00,00:00,139.0,,
4012020,00:00,01:00,,,
4012020,01:00,02:00,,,
4012020,02:00,03:00,,,
4012020,03:00,04:00,,,
4012020,04:00,05:00,,,
4012020,05:00,06:00,,,
4012020,06:00,07:00,,,
4012020,07:00,08:00,,,
4012020,08:00,09:00,,,
4012020,09:00,10:00,,,
4012020,10:00,11:00,,,
4012020,11:00,12:00,,,
4012020,12:00,13:00,,,
4012020,13:00,14:00,,,
4012020,14:00,15:00,,,
4012020,15:00,16:00,,,
4012020,16:00,17:00,,,
4012020,17:00,18:00,,,
4012020,18:00,19:00,,,
4012020,19:00,20:00,,,
4012020,20:00,21:00,,,
4012020,21:00,22:00,,,
4012020,22:00,23:00,,,
4012020,23:00,00:00,,,
5012020,00:00,01:00,,113.0,113.0
5012020,01:00,02:00,,114.0,114.0
5012020,02:00,03:00,,66.0,66.0
5012020,03:00,04:00,,103.0,103.0
5012020,04:00,05:00,,74.5,74.5
5012020,05:00,06:00,,89.5,89.5
5012020,06:00,07:00,,123.5,123.5
5012020,07:00,08:00,,124.0,124.0
5012020,08:00,09:00,,124.0,124.0
5012020,09:00,10:00,,125.0,125.0
5012020,10:00,11:00,,123.0,123.0
5012020,11:00,12:00,,124.0,124.0
5012020,12:00,13:00,,123.0,123.0
5012020,13:00,14:00,,123.0,123.0
5012020,14:00,15:00,,123.0,123.0
5012020,15:00,16:00,,123.0,123.0
5012020,16:00,17:00,,123.0,123.0
5012020,17:00,18:00,,123.0,123.0
5012020,18:00,19:00,,123.0,123.0
5012020,19:00,20:00,,123.0,123.0
5012020,20:00,21:00,,123.0,123.0
5012020,21:00,22:00,,123.5,123.5
5012020,22:00,23:00,,124.0,124.0
5012020,23:00,00:00,,125.0,125.0
6012020,00:00,01:00,,122.5,122.5
6012020,01:00,02:00,,92.5,92.5
6012020,02:00,03:00,,91.5,91.5
6012020,03:00,04:00,,93.5,93.5
6012020,04:00,05:00,,102.0,102.0
6012020,05:00,06:00,,122.0,122.0
6012020,06:00,07:00,,130.0,130.0
6012020,07:00,08:00,,134.0,134.0
6012020,08:00,09:00,,134.5,134.5
6012020,09:00,10:00,,135.0,135.0
6012020,10:00,11:00,,135.0,135.0
6012020,11:00,12:00,,131.0,131.0
6012020,12:00,13:00,,121.0,121.0
6012020,13:00,14:00,,121.0,121.0
6012020,14:00,15:00,,122.5,122.5
6012020,15:00,16:00,,122.0,122.0
6012020,16:00,17:00,,121.0,121.0
6012020,17:00,18:00,,126.5,126.5
6012020,18:00,19:00,,134.0,134.0
6012020,19:00,20:00,,134.0,134.0
6012020,20:00,21:00,,134.0,134.0
6012020,21:00,22:00,,134.5,134.5
6012020,22:00,23:00,,134.5,134.5
6012020,23:00,00:00,,133.0,133.0
7012020,00:00,01:00,272.0,130.5,130.5
7012020,01:00,02:00,140.0,101.5,101.5
7012020,02:00,03:00,120.0,101.0,101.0
7012020,03:00,04:00,120.0,64.5,64.5
7012020,04:00,05:00,115.0,66.0,66.0
7012020,05:00,06:00,155.0,102.5,102.5
7012020,06:00,07:00,301.0,133.0,133.0
7012020,07:00,08:00,289.0,133.5,133.5
7012020,08:00,09:00,281.0,134.0,134.0
7012020,09:00,10:00,281.0,134.0,134.0
7012020,10:00,11:00,281.0,134.0,134.0
7012020,11:00,12:00,286.0,134.0,134.0
7012020,12:00,13:00,299.0,134.0,134.0
7012020,13:00,14:00,311.0,134.0,134.0
7012020,14:00,15:00,309.0,134.0,134.0
7012020,15:00,16:00,290.0,133.5,133.5
7012020,16:00,17:00,282.0,133.5,133.5
7012020,17:00,18:00,264.0,134.0,134.0
7012020,18:00,19:00,250.0,134.5,134.5
7012020,19:00,20:00,239.0,134.5,134.5
7012020,20:00,21:00,277.0,134.0,134.0
7012020,21:00,22:00,208.0,114.0,114.0
7012020,22:00,23:00,291.0,133.0,133.0
7012020,23:00,00:00,139.0,117.0,117.0
8012020,00:00,01:00,247.0,120.5,120.5
8012020,01:00,02:00,118.0,62.0,62.0
8012020,02:00,03:00,161.0,62.5,62.5
8012020,03:00,04:00,165.0,82.0,82.0
8012020,04:00,05:00,193.0,80.5,80.5
8012020,05:00,06:00,330.0,106.5,106.5
8012020,06:00,07:00,313.0,109.5,109.5
8012020,07:00,08:00,292.0,132.5,132.5
8012020,08:00,09:00,281.0,132.5,132.5
8012020,09:00,10:00,270.0,132.5,132.5
8012020,10:00,11:00,283.0,133.0,133.0
8012020,11:00,12:00,284.0,133.0,133.0
8012020,12:00,13:00,282.0,133.0,133.0
8012020,13:00,14:00,285.0,133.0,133.0
8012020,14:00,15:00,286.0,132.5,132.5
8012020,15:00,16:00,285.0,132.5,132.5
8012020,16:00,17:00,289.0,133.0,133.0
8012020,17:00,18:00,279.0,133.0,133.0
8012020,18:00,19:00,276.0,132.5,132.5
8012020,19:00,20:00,284.0,133.0,133.0
8012020,20:00,21:00,240.0,133.0,133.0
8012020,21:00,22:00,281.0,133.0,133.0
8012020,22:00,23:00,301.0,133.0,133.0
8012020,23:00,00:00,302.0,133.0,133.0
9012020,00:00,01:00,334.0,133.0,133.0
9012020,01:00,02:00,344.0,133.0,133.0
9012020,02:00,03:00,348.0,132.5,132.5
9012020,03:00,04:00,329.0,125.5,125.5
9012020,04:00,05:00,139.0,84.0,84.0
9012020,05:00,06:00,330.0,131.5,131.5
9012020,06:00,07:00,315.0,132.0,132.0
9012020,07:00,08:00,292.0,131.5,131.5
9012020,08:00,09:00,237.0,131.5,131.5
9012020,09:00,10:00,199.0,131.5,131.5
9012020,10:00,11:00,253.0,131.0,131.0
9012020,11:00,12:00,206.0,106.0,106.0
9012020,12:00,13:00,164.0,116.0,116.0
9012020,13:00,14:00,207.0,73.5,73.5
9012020,14:00,15:00,215.0,108.5,108.5
9012020,15:00,16:00,243.0,130.0,130.0
9012020,16:00,17:00,277.0,131.0,131.0
9012020,17:00,18:00,273.0,131.0,131.0
9012020,18:00,19:00,276.0,131.0,131.0
9012020,19:00,20:00,281.0,131.0,131.0
9012020,20:00,21:00,288.0,131.5,131.5
9012020,21:00,22:00,295.0,131.5,131.5
9012020,22:00,23:00,305.0,131.5,131.5
9012020,23:00,00:00,306.0,131.5,131.5
10012020,00:00,01:00,311.0,,
10012020,01:00,02:00,235.0,106.5,106.5
10012020,02:00,03:00,111.0,79.5,79.5
10012020,03:00,04:00,95.0,63.0,63.0
10012020,04:00,05:00,220.0,74.5,74.5
10012020,05:00,06:00,325.0,130.5,130.5
10012020,06:00,07:00,262.0,131.5,131.5
10012020,07:00,08:00,286.0,132.0,132.0
10012020,08:00,09:00,271.0,132.0,132.0
10012020,09:00,10:00,278.0,132.0,132.0
10012020,10:00,11:00,271.0,132.5,132.5
10012020,11:00,12:00,206.0,132.5,132.5
10012020,12:00,13:00,263.0,132.5,132.5
10012020,13:00,14:00,284.0,132.5,132.5
10012020,14:00,15:00,283.0,133.0,133.0
10012020,15:00,16:00,188.0,133.0,133.0
10012020,16:00,17:00,183.0,133.5,133.5
10012020,17:00,18:00,167.0,133.5,133.5
10012020,18:00,19:00,280.0,134.0,134.0
10012020,19:00,20:00,279.0,134.5,134.5
10012020,20:00,21:00,232.0,134.5,134.5
10012020,21:00,22:00,212.0,135.0,135.0
10012020,22:00,23:00,290.0,135.5,135.5
10012020,23:00,00:00,316.0,135.5,135.5
11012020,00:00,01:00,334.0,,
11012020,01:00,02:00,345.0,,
11012020,02:00,03:00,343.0,,
11012020,03:00,04:00,241.0,,
11012020,04:00,05:00,137.0,,
