date,start,end,11WD2HANN5C---1X,11WD2HANN5C---2V
1012016,00:00,01:00,115,53
1012016,01:00,02:00,110,48
1012016,02:00,03:00,105,47
1012016,03:00,04:00,107,46
1012016,04:00,05:00,109,46
1012016,05:00,06:00,121,46
1012016,06:00,07:00,121,47
1012016,07:00,08:00,121,69
1012016,08:00,09:00,121,73
1012016,09:00,10:00,120,63
1012016,10:00,11:00,121,53
1012016,11:00,12:00,120,52
1012016,12:00,13:00,121,51
1012016,13:00,14:00,121,51
1012016,14:00,15:00,122,51
1012016,15:00,16:00,121,50
1012016,16:00,17:00,121,63
1012016,17:00,18:00,127,103
1012016,18:00,19:00,126,126
1012016,19:00,20:00,126,122
1012016,20:00,21:00,121,80
1012016,21:00,22:00,121,63
1012016,22:00,23:00,123,62
1012016,23:00,00:00,122,56
2012016,00:00,01:00,114,47
2012016,01:00,02:00,114,48
2012016,02:00,03:00,113,49
2012016,03:00,04:00,115,48
2012016,04:00,05:00,120,46
2012016,05:00,06:00,119,54
2012016,06:00,07:00,121,59
2012016,07:00,08:00,120,60
2012016,08:00,09:00,119,48
2012016,09:00,10:00,120,50
2012016,10:00,11:00,120,51
2012016,11:00,12:00,121,51
2012016,12:00,13:00,122,50
2012016,13:00,14:00,122,50
2012016,14:00,15:00,122,51
2012016,15:00,16:00,122,50
2012016,16:00,17:00,122,50
2012016,17:00,18:00,122,52
2012016,18:00,19:00,122,71
2012016,19:00,20:00,121,80
2012016,20:00,21:00,123,89
2012016,21:00,22:00,121,73
2012016,22:00,23:00,118,73
2012016,23:00,00:00,118,67
3012016,00:00,01:00,121,61
3012016,01:00,02:00,119,63
3012016,02:00,03:00,122,69
3012016,03:00,04:00,122,62
3012016,04:00,05:00,121,61
3012016,05:00,06:00,121,62
3012016,06:00,07:00,121,57
3012016,07:00,08:00,121,57
3012016,08:00,09:00,120,60
3012016,09:00,10:00,120,60
3012016,10:00,11:00,121,60
3012016,11:00,12:00,121,60
3012016,12:00,13:00,121,60
3012016,13:00,14:00,121,63
3012016,14:00,15:00,121,62
3012016,15:00,16:00,121,61
3012016,16:00,17:00,122,69
3012016,17:00,18:00,121,107
3012016,18:00,19:00,121,125
3012016,19:00,20:00,121,125
3012016,20:00,21:00,121,124
3012016,21:00,22:00,121,121
3012016,22:00,23:00,121,117
3012016,23:00,00:00,122,118
4012016,00:00,01:00,118,80
4012016,01:00,02:00,118,76
4012016,02:00,03:00,120,71
4012016,03:00,04:00,120,70
4012016,04:00,05:00,120,70
4012016,05:00,06:00,120,109
4012016,06:00,07:00,120,102
4012016,07:00,08:00,120,115
4012016,08:00,09:00,120,117
4012016,09:00,10:00,120,117
4012016,10:00,11:00,120,116
4012016,11:00,12:00,120,116
4012016,12:00,13:00,121,115
4012016,13:00,14:00,122,116
4012016,14:00,15:00,120,117
4012016,15:00,16:00,120,119
4012016,16:00,17:00,120,118
4012016,17:00,18:00,122,117
4012016,18:00,19:00,123,118
4012016,19:00,20:00,123,118
4012016,20:00,21:00,125,116
4012016,21:00,22:00,121,115
4012016,22:00,23:00,121,117
4012016,23:00,00:00,120,82
5012016,00:00,01:00,119,82
5012016,01:00,02:00,121,83
5012016,02:00,03:00,120,81
5012016,03:00,04:00,121,81
5012016,04:00,05:00,120,85
5012016,05:00,06:00,121,91
5012016,06:00,07:00,119,102
5012016,07:00,08:00,118,112
5012016,08:00,09:00,121,117
5012016,09:00,10:00,121,117
5012016,10:00,11:00,120,115
5012016,11:00,12:00,119,115
5012016,12:00,13:00,121,115
5012016,13:00,14:00,122,116
5012016,14:00,15:00,120,115
5012016,15:00,16:00,120,116
5012016,16:00,17:00,66,116
5012016,17:00,18:00,0,117
5012016,18:00,19:00,0,116
5012016,19:00,20:00,0,117
5012016,20:00,21:00,0,117
5012016,21:00,22:00,55,118
5012016,22:00,23:00,71,118
5012016,23:00,00:00,109,113
6012016,00:00,01:00,112,100
6012016,01:00,02:00,117,91
6012016,02:00,03:00,118,82
6012016,03:00,04:00,119,81
6012016,04:00,05:00,122,82
6012016,05:00,06:00,121,87
6012016,06:00,07:00,120,108
6012016,07:00,08:00,119,114
6012016,08:00,09:00,118,115
6012016,09:00,10:00,117,117
6012016,10:00,11:00,119,115
6012016,11:00,12:00,120,116
6012016,12:00,13:00,120,115
6012016,13:00,14:00,119,115
6012016,14:00,15:00,120,97
6012016,15:00,16:00,120,118
6012016,16:00,17:00,120,130
6012016,17:00,18:00,119,129
6012016,18:00,19:00,121,130
6012016,19:00,20:00,124,132
6012016,20:00,21:00,123,132
6012016,21:00,22:00,120,132
6012016,22:00,23:00,123,131
6012016,23:00,00:00,123,126
7012016,00:00,01:00,122,105
7012016,01:00,02:00,118,109
7012016,02:00,03:00,118,107
7012016,03:00,04:00,120,104
7012016,04:00,05:00,120,105
7012016,05:00,06:00,120,105
7012016,06:00,07:00,119,122
7012016,07:00,08:00,119,130
7012016,08:00,09:00,120,131
7012016,09:00,10:00,120,131
7012016,10:00,11:00,120,131
7012016,11:00,12:00,119,131
7012016,12:00,13:00,119,133
7012016,13:00,14:00,120,131
7012016,14:00,15:00,120,129
7012016,15:00,16:00,120,129
7012016,16:00,17:00,119,129
7012016,17:00,18:00,120,129
7012016,18:00,19:00,121,129
7012016,19:00,20:00,121,130
7012016,20:00,21:00,121,130
7012016,21:00,22:00,120,104
7012016,22:00,23:00,123,95
7012016,23:00,00:00,124,96
8012016,00:00,01:00,123,87
8012016,01:00,02:00,120,87
8012016,02:00,03:00,111,80
8012016,03:00,04:00,111,80
8012016,04:00,05:00,112,77
8012016,05:00,06:00,119,77
8012016,06:00,07:00,121,81
8012016,07:00,08:00,123,82
8012016,08:00,09:00,121,81
8012016,09:00,10:00,121,62
8012016,10:00,11:00,122,60
8012016,11:00,12:00,122,61
8012016,12:00,13:00,121,61
8012016,13:00,14:00,120,72
8012016,14:00,15:00,120,101
8012016,15:00,16:00,121,122
8012016,16:00,17:00,122,121
8012016,17:00,18:00,122,121
8012016,18:00,19:00,122,121
8012016,19:00,20:00,122,121
8012016,20:00,21:00,118,119
8012016,21:00,22:00,121,111
8012016,22:00,23:00,119,105
8012016,23:00,00:00,116,90
9012016,00:00,01:00,120,83
9012016,01:00,02:00,122,80
9012016,02:00,03:00,121,76
9012016,03:00,04:00,121,80
9012016,04:00,05:00,121,80
9012016,05:00,06:00,122,80
9012016,06:00,07:00,122,87
9012016,07:00,08:00,121,100
9012016,08:00,09:00,122,102
9012016,09:00,10:00,122,102
9012016,10:00,11:00,123,102
9012016,11:00,12:00,122,97
9012016,12:00,13:00,122,92
9012016,13:00,14:00,120,87
9012016,14:00,15:00,121,74
9012016,15:00,16:00,120,86
9012016,16:00,17:00,122,100
9012016,17:00,18:00,121,111
9012016,18:00,19:00,121,105
9012016,19:00,20:00,120,115
9012016,20:00,21:00,121,85
9012016,21:00,22:00,122,74
9012016,22:00,23:00,122,72
