date,start,end,11WD8KLIN5G--13E
1012016,00:00,01:00,105
1012016,01:00,02:00,104
1012016,02:00,03:00,105
1012016,03:00,04:00,105
1012016,04:00,05:00,105
1012016,05:00,06:00,105
1012016,06:00,07:00,105
1012016,07:00,08:00,103
1012016,08:00,09:00,102
1012016,09:00,10:00,103
1012016,10:00,11:00,103
1012016,11:00,12:00,103
1012016,12:00,13:00,104
1012016,13:00,14:00,105
1012016,14:00,15:00,104
1012016,15:00,16:00,104
1012016,16:00,17:00,104
1012016,17:00,18:00,105
1012016,18:00,19:00,104
1012016,19:00,20:00,103
1012016,20:00,21:00,103
1012016,21:00,22:00,106
1012016,22:00,23:00,106
1012016,23:00,00:00,104
2012016,00:00,01:00,104
2012016,01:00,02:00,105
2012016,02:00,03:00,104
2012016,03:00,04:00,104
2012016,04:00,05:00,118
2012016,05:00,06:00,117
2012016,06:00,07:00,123
2012016,07:00,08:00,134
2012016,08:00,09:00,136
2012016,09:00,10:00,136
2012016,10:00,11:00,136
2012016,11:00,12:00,136
2012016,12:00,13:00,136
2012016,13:00,14:00,136
2012016,14:00,15:00,137
2012016,15:00,16:00,136
2012016,16:00,17:00,137
2012016,17:00,18:00,137
2012016,18:00,19:00,137
2012016,19:00,20:00,135
2012016,20:00,21:00,131
2012016,21:00,22:00,129
2012016,22:00,23:00,129
2012016,23:00,00:00,127
3012016,00:00,01:00,125
3012016,01:00,02:00,128
3012016,02:00,03:00,128
3012016,03:00,04:00,130
3012016,04:00,05:00,131
3012016,05:00,06:00,131
3012016,06:00,07:00,129
3012016,07:00,08:00,129
3012016,08:00,09:00,132
3012016,09:00,10:00,132
3012016,10:00,11:00,131
3012016,11:00,12:00,131
3012016,12:00,13:00,132
3012016,13:00,14:00,132
3012016,14:00,15:00,89
3012016,15:00,16:00,72
3012016,16:00,17:00,72
3012016,17:00,18:00,76
3012016,18:00,19:00,77
3012016,19:00,20:00,84
3012016,20:00,21:00,115
3012016,21:00,22:00,130
3012016,22:00,23:00,127
3012016,23:00,00:00,125
4012016,00:00,01:00,121
4012016,01:00,02:00,119
4012016,02:00,03:00,118
4012016,03:00,04:00,119
4012016,04:00,05:00,118
4012016,05:00,06:00,120
4012016,06:00,07:00,122
4012016,07:00,08:00,125
4012016,08:00,09:00,128
4012016,09:00,10:00,126
4012016,10:00,11:00,127
4012016,11:00,12:00,128
4012016,12:00,13:00,127
4012016,13:00,14:00,128
4012016,14:00,15:00,128
4012016,15:00,16:00,129
4012016,16:00,17:00,130
4012016,17:00,18:00,132
4012016,18:00,19:00,132
4012016,19:00,20:00,131
4012016,20:00,21:00,130
4012016,21:00,22:00,132
4012016,22:00,23:00,131
4012016,23:00,00:00,128
5012016,00:00,01:00,129
5012016,01:00,02:00,129
5012016,02:00,03:00,128
5012016,03:00,04:00,128
5012016,04:00,05:00,128
5012016,05:00,06:00,129
5012016,06:00,07:00,129
5012016,07:00,08:00,132
5012016,08:00,09:00,134
5012016,09:00,10:00,134
5012016,10:00,11:00,131
5012016,11:00,12:00,129
5012016,12:00,13:00,131
5012016,13:00,14:00,130
5012016,14:00,15:00,130
5012016,15:00,16:00,132
5012016,16:00,17:00,132
5012016,17:00,18:00,135
5012016,18:00,19:00,135
5012016,19:00,20:00,135
5012016,20:00,21:00,133
5012016,21:00,22:00,133
5012016,22:00,23:00,131
5012016,23:00,00:00,129
6012016,00:00,01:00,128
6012016,01:00,02:00,125
6012016,02:00,03:00,124
6012016,03:00,04:00,125
6012016,04:00,05:00,125
6012016,05:00,06:00,121
6012016,06:00,07:00,124
6012016,07:00,08:00,126
6012016,08:00,09:00,126
6012016,09:00,10:00,127
6012016,10:00,11:00,126
6012016,11:00,12:00,125
6012016,12:00,13:00,125
6012016,13:00,14:00,125
6012016,14:00,15:00,126
6012016,15:00,16:00,127
6012016,16:00,17:00,127
6012016,17:00,18:00,127
6012016,18:00,19:00,127
6012016,19:00,20:00,127
6012016,20:00,21:00,128
6012016,21:00,22:00,128
6012016,22:00,23:00,128
6012016,23:00,00:00,128
7012016,00:00,01:00,127
7012016,01:00,02:00,126
7012016,02:00,03:00,127
7012016,03:00,04:00,127
7012016,04:00,05:00,127
7012016,05:00,06:00,126
7012016,06:00,07:00,126
7012016,07:00,08:00,127
7012016,08:00,09:00,127
7012016,09:00,10:00,127
7012016,10:00,11:00,127
7012016,11:00,12:00,125
7012016,12:00,13:00,124
7012016,13:00,14:00,125
7012016,14:00,15:00,125
7012016,15:00,16:00,126
7012016,16:00,17:00,127
7012016,17:00,18:00,129
7012016,18:00,19:00,132
7012016,19:00,20:00,130
7012016,20:00,21:00,129
7012016,21:00,22:00,128
7012016,22:00,23:00,133
7012016,23:00,00:00,134
8012016,00:00,01:00,133
8012016,01:00,02:00,132
8012016,02:00,03:00,130
8012016,03:00,04:00,130
8012016,04:00,05:00,130
8012016,05:00,06:00,129
8012016,06:00,07:00,126
8012016,07:00,08:00,131
8012016,08:00,09:00,132
8012016,09:00,10:00,132
8012016,10:00,11:00,133
8012016,11:00,12:00,133
8012016,12:00,13:00,133
8012016,13:00,14:00,133
8012016,14:00,15:00,136
8012016,15:00,16:00,136
8012016,16:00,17:00,136
8012016,17:00,18:00,137
8012016,18:00,19:00,137
8012016,19:00,20:00,138
8012016,20:00,21:00,138
8012016,21:00,22:00,138
8012016,22:00,23:00,138
8012016,23:00,00:00,138
9012016,00:00,01:00,137
9012016,01:00,02:00,139
9012016,02:00,03:00,138
9012016,03:00,04:00,141
9012016,04:00,05:00,139
9012016,05:00,06:00,138
9012016,06:00,07:00,137
9012016,07:00,08:00,121
9012016,08:00,09:00,102
9012016,09:00,10:00,100
9012016,10:00,11:00,100
9012016,11:00,12:00,115
9012016,12:00,13:00,133
9012016,13:00,14:00,135
9012016,14:00,15:00,135
9012016,15:00,16:00,137
9012016,16:00,17:00,139
9012016,17:00,18:00,139
9012016,18:00,19:00,138
9012016,19:00,20:00,140
9012016,20:00,21:00,140
9012016,21:00,22:00,139
9012016,22:00,23:00,139
9012016,23:00,00:00,140
10012016,00:00,01:00,136
10012016,01:00,02:00,134
10012016,02:00,03:00,135
10012016,03:00,04:00,137
10012016,04:00,05:00,136
10012016,05:00,06:00,137
10012016,06:00,07:00,137
10012016,07:00,08:00,136
10012016,08:00,09:00,139
10012016,09:00,10:00,139
10012016,10:00,11:00,139
10012016,11:00,12:00,139
10012016,12:00,13:00,139
10012016,13:00,14:00,140
10012016,14:00,15:00,140
10012016,15:00,16:00,139
10012016,16:00,17:00,140
10012016,17:00,18:00,140
10012016,18:00,19:00,140
10012016,19:00,20:00,140
10012016,20:00,21:00,140
10012016,21:00,22:00,140
10012016,22:00,23:00,137
10012016,23:00,00:00,136
11012016,00:00,01:00,136
11012016,01:00,02:00,140
11012016,02:00,03:00,140
11012016,03:00,04:00,140
11012016,04:00,05:00,137
11012016,05:00,06:00,138
11012016,06:00,07:00,138
11012016,07:00,08:00,139
11012016,08:00,09:00,137
11012016,09:00,10:00,137
11012016,10:00,11:00,136
11012016,11:00,12:00,135
11012016,12:00,13:00,132
11012016,13:00,14:00,133
11012016,14:00,15:00,133
11012016,15:00,16:00,132
11012016,16:00,17:00,134
11012016,17:00,18:00,135
11012016,18:00,19:00,136
11012016,19:00,20:00,136
11012016,20:00,21:00,135
11012016,21:00,22:00,136
11012016,22:00,23:00,135
11012016,23:00,00:00,135
12012016,00:00,01:00,134
12012016,01:00,02:00,137
12012016,02:00,03:00,132
12012016,03:00,04:00,131
12012016,04:00,05:00,129
12012016,05:00,06:00,132
12012016,06:00,07:00,130
12012016,07:00,08:00,126
12012016,08:00,09:00,119
12012016,09:00,10:00,113
12012016,10:00,11:00,111
12012016,11:00,12:00,116
12012016,12:00,13:00,119
12012016,13:00,14:00,119
12012016,14:00,15:00,119
12012016,15:00,16:00,123
12012016,16:00,17:00,137
12012016,17:00,18:00,137
12012016,18:00,19:00,138
12012016,19:00,20:00,138
12012016,20:00,21:00,137
12012016,21:00,22:00,137
12012016,22:00,23:00,137
12012016,23:00,00:00,137
13012016,00:00,01:00,136
13012016,01:00,02:00,136
13012016,02:00,03:00,136
13012016,03:00,04:00,136
13012016,04:00,05:00,137
13012016,05:00,06:00,138
13012016,06:00,07:00,137
13012016,07:00,08:00,137
13012016,08:00,09:00,137
13012016,09:00,10:00,137
13012016,10:00,11:00,137
13012016,11:00,12:00,138
13012016,12:00,13:00,138
13012016,13:00,14:00,138
13012016,14:00,15:00,138
13012016,15:00,16:00,139
13012016,16:00,17:00,140
13012016,17:00,18:00,137
13012016,18:00,19:00,138
13012016,19:00,20:00,138
13012016,20:00,21:00,138
13012016,21:00,22:00,137
13012016,22:00,23:00,135
13012016,23:00,00:00,133
14012016,00:00,01:00,131
14012016,01:00,02:00,130
14012016,02:00,03:00,129
14012016,03:00,04:00,130
14012016,04:00,05:00,130
14012016,05:00,06:00,130
14012016,06:00,07:00,130
14012016,07:00,08:00,115
14012016,08:00,09:00,108
14012016,09:00,10:00,107
14012016,10:00,11:00,105
14012016,11:00,12:00,105
