date,start,end,11WD8BOXB1L---N8,11WD8BOXB1L---P4
1012016,00:00,01:00,0,220
1012016,01:00,02:00,0,220
1012016,02:00,03:00,0,219
1012016,03:00,04:00,0,220
1012016,04:00,05:00,0,220
1012016,05:00,06:00,0,220
1012016,06:00,07:00,0,220
1012016,07:00,08:00,0,221
1012016,08:00,09:00,0,222
1012016,09:00,10:00,0,221
1012016,10:00,11:00,0,220
1012016,11:00,12:00,0,220
1012016,12:00,13:00,0,221
1012016,13:00,14:00,0,221
1012016,14:00,15:00,0,221
1012016,15:00,16:00,0,222
1012016,16:00,17:00,0,220
1012016,17:00,18:00,0,218
1012016,18:00,19:00,0,218
1012016,19:00,20:00,0,220
1012016,20:00,21:00,0,222
1012016,21:00,22:00,0,222
1012016,22:00,23:00,0,221
1012016,23:00,00:00,0,221
2012016,00:00,01:00,0,216
2012016,01:00,02:00,0,217
2012016,02:00,03:00,0,209
2012016,03:00,04:00,0,203
2012016,04:00,05:00,0,207
2012016,05:00,06:00,0,202
2012016,06:00,07:00,0,206
2012016,07:00,08:00,0,205
2012016,08:00,09:00,0,212
2012016,09:00,10:00,0,206
2012016,10:00,11:00,0,205
2012016,11:00,12:00,0,201
2012016,12:00,13:00,0,204
2012016,13:00,14:00,0,187
2012016,14:00,15:00,0,186
2012016,15:00,16:00,0,189
2012016,16:00,17:00,0,188
2012016,17:00,18:00,0,186
2012016,18:00,19:00,0,186
2012016,19:00,20:00,0,186
2012016,20:00,21:00,0,183
2012016,21:00,22:00,0,202
2012016,22:00,23:00,0,201
2012016,23:00,00:00,0,199
3012016,00:00,01:00,0,191
3012016,01:00,02:00,0,189
3012016,02:00,03:00,0,190
3012016,03:00,04:00,0,189
3012016,04:00,05:00,0,190
3012016,05:00,06:00,0,190
3012016,06:00,07:00,0,191
3012016,07:00,08:00,0,190
3012016,08:00,09:00,0,190
3012016,09:00,10:00,0,190
3012016,10:00,11:00,0,190
3012016,11:00,12:00,0,190
3012016,12:00,13:00,0,190
3012016,13:00,14:00,0,191
3012016,14:00,15:00,0,190
3012016,15:00,16:00,0,210
3012016,16:00,17:00,0,212
3012016,17:00,18:00,0,192
3012016,18:00,19:00,0,190
3012016,19:00,20:00,0,189
3012016,20:00,21:00,0,189
3012016,21:00,22:00,0,189
3012016,22:00,23:00,0,212
3012016,23:00,00:00,0,215
4012016,00:00,01:00,0,211
4012016,01:00,02:00,0,212
4012016,02:00,03:00,0,191
4012016,03:00,04:00,0,189
4012016,04:00,05:00,0,188
4012016,05:00,06:00,60,188
4012016,06:00,07:00,119,189
4012016,07:00,08:00,127,207
4012016,08:00,09:00,155,210
4012016,09:00,10:00,171,190
4012016,10:00,11:00,189,187
4012016,11:00,12:00,204,209
4012016,12:00,13:00,213,208
4012016,13:00,14:00,214,205
4012016,14:00,15:00,215,201
4012016,15:00,16:00,210,193
4012016,16:00,17:00,207,173
4012016,17:00,18:00,190,151
4012016,18:00,19:00,208,239
4012016,19:00,20:00,204,381
4012016,20:00,21:00,195,431
4012016,21:00,22:00,202,450
4012016,22:00,23:00,201,445
4012016,23:00,00:00,198,445
5012016,00:00,01:00,184,446
5012016,01:00,02:00,200,445
5012016,02:00,03:00,410,453
5012016,03:00,04:00,418,416
5012016,04:00,05:00,488,448
5012016,05:00,06:00,497,448
5012016,06:00,07:00,502,447
5012016,07:00,08:00,501,448
5012016,08:00,09:00,501,468
5012016,09:00,10:00,502,455
5012016,10:00,11:00,443,417
5012016,11:00,12:00,438,412
5012016,12:00,13:00,500,448
5012016,13:00,14:00,505,449
5012016,14:00,15:00,505,451
5012016,15:00,16:00,506,451
5012016,16:00,17:00,504,457
5012016,17:00,18:00,502,460
5012016,18:00,19:00,497,451
5012016,19:00,20:00,495,454
5012016,20:00,21:00,498,438
5012016,21:00,22:00,499,434
5012016,22:00,23:00,500,432
5012016,23:00,00:00,500,442
6012016,00:00,01:00,486,444
6012016,01:00,02:00,485,447
6012016,02:00,03:00,487,446
6012016,03:00,04:00,486,443
6012016,04:00,05:00,484,448
6012016,05:00,06:00,485,450
6012016,06:00,07:00,500,449
6012016,07:00,08:00,502,446
6012016,08:00,09:00,502,454
6012016,09:00,10:00,502,458
6012016,10:00,11:00,499,449
6012016,11:00,12:00,500,461
6012016,12:00,13:00,500,466
6012016,13:00,14:00,501,451
6012016,14:00,15:00,501,464
6012016,15:00,16:00,503,467
6012016,16:00,17:00,498,446
6012016,17:00,18:00,499,448
6012016,18:00,19:00,497,451
6012016,19:00,20:00,498,459
6012016,20:00,21:00,453,470
6012016,21:00,22:00,486,472
6012016,22:00,23:00,480,437
6012016,23:00,00:00,480,425
7012016,00:00,01:00,499,466
7012016,01:00,02:00,501,470
7012016,02:00,03:00,500,470
7012016,03:00,04:00,497,467
7012016,04:00,05:00,498,468
7012016,05:00,06:00,499,465
7012016,06:00,07:00,497,450
7012016,07:00,08:00,500,460
7012016,08:00,09:00,500,471
7012016,09:00,10:00,498,476
7012016,10:00,11:00,500,478
7012016,11:00,12:00,501,478
7012016,12:00,13:00,500,477
7012016,13:00,14:00,498,478
7012016,14:00,15:00,498,454
7012016,15:00,16:00,500,476
7012016,16:00,17:00,501,478
7012016,17:00,18:00,481,453
7012016,18:00,19:00,500,466
7012016,19:00,20:00,501,479
7012016,20:00,21:00,499,479
7012016,21:00,22:00,497,475
7012016,22:00,23:00,500,453
7012016,23:00,00:00,500,448
8012016,00:00,01:00,415,410
8012016,01:00,02:00,398,402
8012016,02:00,03:00,397,432
8012016,03:00,04:00,396,431
8012016,04:00,05:00,396,432
8012016,05:00,06:00,399,406
8012016,06:00,07:00,454,437
8012016,07:00,08:00,454,436
8012016,08:00,09:00,421,418
8012016,09:00,10:00,422,418
8012016,10:00,11:00,419,400
8012016,11:00,12:00,456,436
8012016,12:00,13:00,422,435
8012016,13:00,14:00,454,439
8012016,14:00,15:00,404,451
8012016,15:00,16:00,398,453
8012016,16:00,17:00,402,399
8012016,17:00,18:00,496,456
8012016,18:00,19:00,503,466
8012016,19:00,20:00,503,467
8012016,20:00,21:00,503,456
8012016,21:00,22:00,502,454
8012016,22:00,23:00,503,459
8012016,23:00,00:00,502,453
9012016,00:00,01:00,503,455
9012016,01:00,02:00,503,461
9012016,02:00,03:00,499,460
9012016,03:00,04:00,457,423
9012016,04:00,05:00,461,413
9012016,05:00,06:00,501,458
9012016,06:00,07:00,499,466
9012016,07:00,08:00,496,455
9012016,08:00,09:00,501,458
9012016,09:00,10:00,503,452
9012016,10:00,11:00,501,458
9012016,11:00,12:00,504,455
9012016,12:00,13:00,498,457
9012016,13:00,14:00,501,461
9012016,14:00,15:00,501,461
9012016,15:00,16:00,503,465
9012016,16:00,17:00,494,432
9012016,17:00,18:00,504,465
9012016,18:00,19:00,501,461
9012016,19:00,20:00,502,455
9012016,20:00,21:00,501,454
9012016,21:00,22:00,501,467
9012016,22:00,23:00,503,459
9012016,23:00,00:00,501,464
10012016,00:00,01:00,501,456
10012016,01:00,02:00,502,459
10012016,02:00,03:00,505,462
10012016,03:00,04:00,502,465
10012016,04:00,05:00,416,442
10012016,05:00,06:00,393,454
10012016,06:00,07:00,389,456
10012016,07:00,08:00,393,456
10012016,08:00,09:00,491,481
10012016,09:00,10:00,481,457
10012016,10:00,11:00,499,457
10012016,11:00,12:00,501,463
10012016,12:00,13:00,501,481
10012016,13:00,14:00,500,481
10012016,14:00,15:00,500,481
10012016,15:00,16:00,504,481
10012016,16:00,17:00,504,481
10012016,17:00,18:00,502,481
10012016,18:00,19:00,504,480
10012016,19:00,20:00,505,481
10012016,20:00,21:00,500,479
10012016,21:00,22:00,502,480
10012016,22:00,23:00,502,480
10012016,23:00,00:00,500,482
11012016,00:00,01:00,504,480
11012016,01:00,02:00,500,479
11012016,02:00,03:00,504,481
11012016,03:00,04:00,504,481
11012016,04:00,05:00,504,482
