date,start,end,11WD8KLIN5G--13E
1012019,00:00,01:00,71
1012019,01:00,02:00,71
1012019,02:00,03:00,72
1012019,03:00,04:00,71
1012019,04:00,05:00,72
1012019,05:00,06:00,72
1012019,06:00,07:00,72
1012019,07:00,08:00,77
1012019,08:00,09:00,73
1012019,09:00,10:00,71
1012019,10:00,11:00,72
1012019,11:00,12:00,72
1012019,12:00,13:00,72
1012019,13:00,14:00,71
1012019,14:00,15:00,71
1012019,15:00,16:00,71
1012019,16:00,17:00,71
1012019,17:00,18:00,71
1012019,18:00,19:00,71
1012019,19:00,20:00,72
1012019,20:00,21:00,72
1012019,21:00,22:00,72
1012019,22:00,23:00,72
1012019,23:00,00:00,72
2012019,00:00,01:00,71
2012019,01:00,02:00,72
2012019,02:00,03:00,72
2012019,03:00,04:00,72
2012019,04:00,05:00,72
2012019,05:00,06:00,72
2012019,06:00,07:00,76
2012019,07:00,08:00,95
2012019,08:00,09:00,102
2012019,09:00,10:00,102
2012019,10:00,11:00,102
2012019,11:00,12:00,102
2012019,12:00,13:00,102
2012019,13:00,14:00,102
2012019,14:00,15:00,102
2012019,15:00,16:00,101
2012019,16:00,17:00,102
2012019,17:00,18:00,102
2012019,18:00,19:00,102
2012019,19:00,20:00,102
2012019,20:00,21:00,101
2012019,21:00,22:00,101
2012019,22:00,23:00,100
2012019,23:00,00:00,99
3012019,00:00,01:00,99
3012019,01:00,02:00,98
3012019,02:00,03:00,98
3012019,03:00,04:00,98
3012019,04:00,05:00,98
3012019,05:00,06:00,99
3012019,06:00,07:00,100
3012019,07:00,08:00,101
3012019,08:00,09:00,102
3012019,09:00,10:00,102
3012019,10:00,11:00,101
3012019,11:00,12:00,101
3012019,12:00,13:00,101
3012019,13:00,14:00,101
3012019,14:00,15:00,101
3012019,15:00,16:00,101
3012019,16:00,17:00,101
3012019,17:00,18:00,101
3012019,18:00,19:00,101
3012019,19:00,20:00,100
3012019,20:00,21:00,101
3012019,21:00,22:00,101
3012019,22:00,23:00,101
3012019,23:00,00:00,100
4012019,00:00,01:00,100
4012019,01:00,02:00,100
4012019,02:00,03:00,100
4012019,03:00,04:00,100
4012019,04:00,05:00,99
4012019,05:00,06:00,99
4012019,06:00,07:00,99
4012019,07:00,08:00,100
4012019,08:00,09:00,100
4012019,09:00,10:00,99
4012019,10:00,11:00,100
4012019,11:00,12:00,100
4012019,12:00,13:00,100
4012019,13:00,14:00,100
4012019,14:00,15:00,100
4012019,15:00,16:00,100
4012019,16:00,17:00,99
4012019,17:00,18:00,99
4012019,18:00,19:00,99
4012019,19:00,20:00,100
4012019,20:00,21:00,101
4012019,21:00,22:00,101
4012019,22:00,23:00,101
4012019,23:00,00:00,94
5012019,00:00,01:00,84
5012019,01:00,02:00,79
5012019,02:00,03:00,79
5012019,03:00,04:00,79
5012019,04:00,05:00,79
5012019,05:00,06:00,91
5012019,06:00,07:00,113
5012019,07:00,08:00,118
5012019,08:00,09:00,131
5012019,09:00,10:00,130
5012019,10:00,11:00,130
5012019,11:00,12:00,129
5012019,12:00,13:00,130
5012019,13:00,14:00,139
5012019,14:00,15:00,140
5012019,15:00,16:00,140
5012019,16:00,17:00,140
5012019,17:00,18:00,139
5012019,18:00,19:00,140
5012019,19:00,20:00,140
5012019,20:00,21:00,139
5012019,21:00,22:00,140
5012019,22:00,23:00,140
5012019,23:00,00:00,139
6012019,00:00,01:00,139
6012019,01:00,02:00,139
6012019,02:00,03:00,140
6012019,03:00,04:00,140
6012019,04:00,05:00,140
6012019,05:00,06:00,139
6012019,06:00,07:00,139
6012019,07:00,08:00,139
6012019,08:00,09:00,139
6012019,09:00,10:00,140
6012019,10:00,11:00,140
6012019,11:00,12:00,140
6012019,12:00,13:00,140
6012019,13:00,14:00,140
6012019,14:00,15:00,140
6012019,15:00,16:00,140
6012019,16:00,17:00,140
6012019,17:00,18:00,139
6012019,18:00,19:00,139
6012019,19:00,20:00,139
6012019,20:00,21:00,139
6012019,21:00,22:00,139
6012019,22:00,23:00,139
6012019,23:00,00:00,139
7012019,00:00,01:00,139
7012019,01:00,02:00,139
7012019,02:00,03:00,139
7012019,03:00,04:00,139
7012019,04:00,05:00,139
7012019,05:00,06:00,142
7012019,06:00,07:00,144
7012019,07:00,08:00,144
7012019,08:00,09:00,144
