date,start,end,11WD7STUM1SBL10G
1012017,00:00,01:00,172.0
1012017,01:00,02:00,152.0
1012017,02:00,03:00,153.0
1012017,03:00,04:00,154.0
1012017,04:00,05:00,155.0
1012017,05:00,06:00,154.0
1012017,06:00,07:00,155.0
1012017,07:00,08:00,152.0
1012017,08:00,09:00,154.0
1012017,09:00,10:00,152.0
1012017,10:00,11:00,155.0
1012017,11:00,12:00,157.0
1012017,12:00,13:00,157.0
1012017,13:00,14:00,157.0
1012017,14:00,15:00,157.0
1012017,15:00,16:00,160.0
1012017,16:00,17:00,398.0
1012017,17:00,18:00,728.0
1012017,18:00,19:00,728.0
1012017,19:00,20:00,728.0
1012017,20:00,21:00,728.0
1012017,21:00,22:00,729.0
1012017,22:00,23:00,729.0
1012017,23:00,00:00,728.0
2012017,00:00,01:00,630.0
2012017,01:00,02:00,698.0
2012017,02:00,03:00,556.0
2012017,03:00,04:00,674.0
2012017,04:00,05:00,489.0
2012017,05:00,06:00,705.0
2012017,06:00,07:00,691.0
2012017,07:00,08:00,728.0
2012017,08:00,09:00,729.0
2012017,09:00,10:00,728.0
2012017,10:00,11:00,729.0
2012017,11:00,12:00,728.0
2012017,12:00,13:00,729.0
2012017,13:00,14:00,728.0
2012017,14:00,15:00,729.0
2012017,15:00,16:00,729.0
2012017,16:00,17:00,727.0
2012017,17:00,18:00,730.0
2012017,18:00,19:00,729.0
2012017,19:00,20:00,729.0
2012017,20:00,21:00,729.0
2012017,21:00,22:00,727.0
2012017,22:00,23:00,723.0
2012017,23:00,00:00,663.0
3012017,00:00,01:00,657.0
3012017,01:00,02:00,677.0
3012017,02:00,03:00,685.0
3012017,03:00,04:00,706.0
3012017,04:00,05:00,676.0
3012017,05:00,06:00,507.0
3012017,06:00,07:00,546.0
3012017,07:00,08:00,727.0
3012017,08:00,09:00,728.0
3012017,09:00,10:00,729.0
3012017,10:00,11:00,729.0
3012017,11:00,12:00,729.0
3012017,12:00,13:00,729.0
3012017,13:00,14:00,721.0
3012017,14:00,15:00,728.0
3012017,15:00,16:00,726.0
3012017,16:00,17:00,558.0
3012017,17:00,18:00,728.0
3012017,18:00,19:00,725.0
3012017,19:00,20:00,673.0
3012017,20:00,21:00,486.0
3012017,21:00,22:00,306.0
3012017,22:00,23:00,305.0
3012017,23:00,00:00,195.0
4012017,00:00,01:00,155.0
4012017,01:00,02:00,153.0
4012017,02:00,03:00,150.0
4012017,03:00,04:00,151.0
4012017,04:00,05:00,151.0
4012017,05:00,06:00,261.0
4012017,06:00,07:00,664.0
4012017,07:00,08:00,708.0
4012017,08:00,09:00,730.0
4012017,09:00,10:00,728.0
4012017,10:00,11:00,729.0
4012017,11:00,12:00,730.0
4012017,12:00,13:00,729.0
4012017,13:00,14:00,729.0
4012017,14:00,15:00,728.0
4012017,15:00,16:00,728.0
4012017,16:00,17:00,730.0
4012017,17:00,18:00,728.0
4012017,18:00,19:00,729.0
4012017,19:00,20:00,728.0
4012017,20:00,21:00,726.0
4012017,21:00,22:00,714.0
4012017,22:00,23:00,687.0
4012017,23:00,00:00,647.0
5012017,00:00,01:00,724.0
5012017,01:00,02:00,608.0
5012017,02:00,03:00,551.0
5012017,03:00,04:00,481.0
5012017,04:00,05:00,722.0
5012017,05:00,06:00,713.0
5012017,06:00,07:00,714.0
5012017,07:00,08:00,717.0
5012017,08:00,09:00,728.0
5012017,09:00,10:00,728.0
5012017,10:00,11:00,729.0
5012017,11:00,12:00,729.0
5012017,12:00,13:00,728.0
5012017,13:00,14:00,729.0
5012017,14:00,15:00,729.0
5012017,15:00,16:00,729.0
5012017,16:00,17:00,729.0
5012017,17:00,18:00,728.0
5012017,18:00,19:00,729.0
5012017,19:00,20:00,728.0
5012017,20:00,21:00,729.0
5012017,21:00,22:00,722.0
5012017,22:00,23:00,729.0
5012017,23:00,00:00,690.0
6012017,00:00,01:00,718.0
6012017,01:00,02:00,728.0
6012017,02:00,03:00,726.0
6012017,03:00,04:00,725.0
6012017,04:00,05:00,728.0
6012017,05:00,06:00,720.0
6012017,06:00,07:00,714.0
6012017,07:00,08:00,722.0
6012017,08:00,09:00,722.0
6012017,09:00,10:00,722.0
6012017,10:00,11:00,722.0
6012017,11:00,12:00,722.0
6012017,12:00,13:00,722.0
6012017,13:00,14:00,723.0
6012017,14:00,15:00,721.0
6012017,15:00,16:00,722.0
6012017,16:00,17:00,721.0
6012017,17:00,18:00,722.0
6012017,18:00,19:00,721.0
6012017,19:00,20:00,722.0
6012017,20:00,21:00,723.0
6012017,21:00,22:00,729.0
6012017,22:00,23:00,729.0
6012017,23:00,00:00,701.0
7012017,00:00,01:00,700.0
7012017,01:00,02:00,699.0
7012017,02:00,03:00,728.0
7012017,03:00,04:00,728.0
7012017,04:00,05:00,729.0
7012017,05:00,06:00,725.0
7012017,06:00,07:00,515.0
7012017,07:00,08:00,726.0
7012017,08:00,09:00,728.0
7012017,09:00,10:00,729.0
7012017,10:00,11:00,729.0
7012017,11:00,12:00,729.0
7012017,12:00,13:00,729.0
7012017,13:00,14:00,728.0
7012017,14:00,15:00,728.0
7012017,15:00,16:00,729.0
7012017,16:00,17:00,729.0
7012017,17:00,18:00,729.0
7012017,18:00,19:00,728.0
7012017,19:00,20:00,729.0
7012017,20:00,21:00,729.0
7012017,21:00,22:00,729.0
7012017,22:00,23:00,729.0
7012017,23:00,00:00,728.0
8012017,00:00,01:00,729.0
8012017,01:00,02:00,729.0
8012017,02:00,03:00,731.0
8012017,03:00,04:00,727.0
8012017,04:00,05:00,729.0
8012017,05:00,06:00,729.0
8012017,06:00,07:00,729.0
8012017,07:00,08:00,728.0
8012017,08:00,09:00,728.0
8012017,09:00,10:00,728.0
8012017,10:00,11:00,728.0
8012017,11:00,12:00,729.0
8012017,12:00,13:00,728.0
8012017,13:00,14:00,730.0
8012017,14:00,15:00,728.0
8012017,15:00,16:00,729.0
8012017,16:00,17:00,729.0
8012017,17:00,18:00,729.0
8012017,18:00,19:00,727.0
8012017,19:00,20:00,729.0
8012017,20:00,21:00,730.0
8012017,21:00,22:00,728.0
8012017,22:00,23:00,729.0
8012017,23:00,00:00,728.0
9012017,00:00,01:00,712.0
9012017,01:00,02:00,717.0
9012017,02:00,03:00,729.0
9012017,03:00,04:00,729.0
9012017,04:00,05:00,727.0
9012017,05:00,06:00,697.0
9012017,06:00,07:00,730.0
9012017,07:00,08:00,728.0
9012017,08:00,09:00,729.0
9012017,09:00,10:00,729.0
9012017,10:00,11:00,729.0
9012017,11:00,12:00,729.0
9012017,12:00,13:00,729.0
9012017,13:00,14:00,729.0
9012017,14:00,15:00,728.0
9012017,15:00,16:00,728.0
9012017,16:00,17:00,729.0
9012017,17:00,18:00,729.0
9012017,18:00,19:00,729.0
9012017,19:00,20:00,728.0
9012017,20:00,21:00,723.0
9012017,21:00,22:00,722.0
9012017,22:00,23:00,714.0
9012017,23:00,00:00,579.0
10012017,00:00,01:00,481.0
10012017,01:00,02:00,415.0
10012017,02:00,03:00,369.0
10012017,03:00,04:00,308.0
10012017,04:00,05:00,342.0
10012017,05:00,06:00,322.0
10012017,06:00,07:00,476.0
10012017,07:00,08:00,648.0
10012017,08:00,09:00,728.0
10012017,09:00,10:00,729.0
10012017,10:00,11:00,728.0
10012017,11:00,12:00,729.0
10012017,12:00,13:00,728.0
10012017,13:00,14:00,729.0
10012017,14:00,15:00,729.0
10012017,15:00,16:00,729.0
10012017,16:00,17:00,729.0
10012017,17:00,18:00,729.0
10012017,18:00,19:00,727.0
10012017,19:00,20:00,730.0
10012017,20:00,21:00,728.0
10012017,21:00,22:00,715.0
10012017,22:00,23:00,713.0
10012017,23:00,00:00,682.0
11012017,00:00,01:00,580.0
11012017,01:00,02:00,622.0
11012017,02:00,03:00,476.0
11012017,03:00,04:00,691.0
11012017,04:00,05:00,488.0
11012017,05:00,06:00,497.0
11012017,06:00,07:00,705.0
11012017,07:00,08:00,729.0
11012017,08:00,09:00,729.0
11012017,09:00,10:00,729.0
11012017,10:00,11:00,728.0
11012017,11:00,12:00,730.0
11012017,12:00,13:00,728.0
11012017,13:00,14:00,729.0
11012017,14:00,15:00,729.0
11012017,15:00,16:00,729.0
11012017,16:00,17:00,727.0
11012017,17:00,18:00,729.0
11012017,18:00,19:00,730.0
11012017,19:00,20:00,728.0
11012017,20:00,21:00,702.0
11012017,21:00,22:00,486.0
11012017,22:00,23:00,311.0
11012017,23:00,00:00,305.0
12012017,00:00,01:00,241.0
12012017,01:00,02:00,146.0
12012017,02:00,03:00,148.0
12012017,03:00,04:00,148.0
12012017,04:00,05:00,150.0
12012017,05:00,06:00,150.0
12012017,06:00,07:00,151.0
12012017,07:00,08:00,286.0
12012017,08:00,09:00,310.0
12012017,09:00,10:00,308.0
12012017,10:00,11:00,308.0
12012017,11:00,12:00,307.0
12012017,12:00,13:00,308.0
12012017,13:00,14:00,312.0
12012017,14:00,15:00,583.0
12012017,15:00,16:00,603.0
12012017,16:00,17:00,599.0
12012017,17:00,18:00,601.0
12012017,18:00,19:00,601.0
12012017,19:00,20:00,603.0
12012017,20:00,21:00,595.0
12012017,21:00,22:00,323.0
12012017,22:00,23:00,305.0
12012017,23:00,00:00,306.0
13012017,00:00,01:00,262.0
13012017,01:00,02:00,152.0
13012017,02:00,03:00,152.0
13012017,03:00,04:00,149.0
13012017,04:00,05:00,146.0
13012017,05:00,06:00,150.0
13012017,06:00,07:00,275.0
13012017,07:00,08:00,593.0
13012017,08:00,09:00,605.0
13012017,09:00,10:00,599.0
13012017,10:00,11:00,602.0
13012017,11:00,12:00,585.0
13012017,12:00,13:00,601.0
13012017,13:00,14:00,604.0
13012017,14:00,15:00,588.0
13012017,15:00,16:00,594.0
13012017,16:00,17:00,603.0
13012017,17:00,18:00,601.0
13012017,18:00,19:00,600.0
13012017,19:00,20:00,599.0
13012017,20:00,21:00,435.0
13012017,21:00,22:00,310.0
13012017,22:00,23:00,305.0
13012017,23:00,00:00,304.0
14012017,00:00,01:00,182.0
14012017,01:00,02:00,153.0
14012017,02:00,03:00,153.0
14012017,03:00,04:00,154.0
14012017,04:00,05:00,154.0
14012017,05:00,06:00,153.0
14012017,06:00,07:00,152.0
14012017,07:00,08:00,152.0
14012017,08:00,09:00,220.0
14012017,09:00,10:00,324.0
14012017,10:00,11:00,366.0
14012017,11:00,12:00,452.0
14012017,12:00,13:00,328.0
14012017,13:00,14:00,314.0
14012017,14:00,15:00,307.0
14012017,15:00,16:00,308.0
14012017,16:00,17:00,322.0
14012017,17:00,18:00,428.0
14012017,18:00,19:00,339.0
14012017,19:00,20:00,306.0
14012017,20:00,21:00,305.0
14012017,21:00,22:00,301.0
14012017,22:00,23:00,177.0
14012017,23:00,00:00,158.0
15012017,00:00,01:00,157.0
15012017,01:00,02:00,157.0
15012017,02:00,03:00,159.0
15012017,03:00,04:00,156.0
15012017,04:00,05:00,155.0
15012017,05:00,06:00,154.0
15012017,06:00,07:00,155.0
15012017,07:00,08:00,155.0
15012017,08:00,09:00,222.0
15012017,09:00,10:00,311.0
15012017,10:00,11:00,315.0
15012017,11:00,12:00,584.0
15012017,12:00,13:00,599.0
15012017,13:00,14:00,325.0
15012017,14:00,15:00,306.0
15012017,15:00,16:00,307.0
15012017,16:00,17:00,365.0
15012017,17:00,18:00,589.0
15012017,18:00,19:00,602.0
15012017,19:00,20:00,600.0
15012017,20:00,21:00,597.0
15012017,21:00,22:00,352.0
15012017,22:00,23:00,578.0
15012017,23:00,00:00,359.0
16012017,00:00,01:00,617.0
16012017,01:00,02:00,525.0
16012017,02:00,03:00,521.0
16012017,03:00,04:00,520.0
16012017,04:00,05:00,501.0
16012017,05:00,06:00,503.0
16012017,06:00,07:00,627.0
16012017,07:00,08:00,629.0
16012017,08:00,09:00,629.0
16012017,09:00,10:00,628.0
16012017,10:00,11:00,629.0
16012017,11:00,12:00,629.0
16012017,12:00,13:00,631.0
16012017,13:00,14:00,628.0
16012017,14:00,15:00,630.0
16012017,15:00,16:00,629.0
16012017,16:00,17:00,629.0
16012017,17:00,18:00,629.0
16012017,18:00,19:00,629.0
16012017,19:00,20:00,628.0
16012017,20:00,21:00,629.0
16012017,21:00,22:00,629.0
16012017,22:00,23:00,629.0
16012017,23:00,00:00,628.0
17012017,00:00,01:00,530.0
17012017,01:00,02:00,532.0
17012017,02:00,03:00,705.0
17012017,03:00,04:00,727.0
17012017,04:00,05:00,729.0
17012017,05:00,06:00,728.0
17012017,06:00,07:00,729.0
17012017,07:00,08:00,729.0
17012017,08:00,09:00,728.0
17012017,09:00,10:00,729.0
17012017,10:00,11:00,728.0
17012017,11:00,12:00,729.0
17012017,12:00,13:00,728.0
17012017,13:00,14:00,729.0
