date,start,end,11WD8SWPU1L---AK,11WD8SWPU1L---BI
1012019,00:00,01:00,506,387
1012019,01:00,02:00,462,21
1012019,02:00,03:00,492,0
1012019,03:00,04:00,455,0
1012019,04:00,05:00,446,0
1012019,05:00,06:00,408,0
1012019,06:00,07:00,404,0
1012019,07:00,08:00,398,0
1012019,08:00,09:00,313,0
1012019,09:00,10:00,305,0
1012019,10:00,11:00,305,0
1012019,11:00,12:00,304,0
1012019,12:00,13:00,310,0
1012019,13:00,14:00,311,0
1012019,14:00,15:00,319,0
1012019,15:00,16:00,386,0
1012019,16:00,17:00,324,0
1012019,17:00,18:00,296,0
1012019,18:00,19:00,302,0
1012019,19:00,20:00,301,0
1012019,20:00,21:00,300,0
1012019,21:00,22:00,298,0
1012019,22:00,23:00,300,0
1012019,23:00,00:00,303,0
2012019,00:00,01:00,398,0
2012019,01:00,02:00,338,0
2012019,02:00,03:00,336,0
2012019,03:00,04:00,364,0
2012019,04:00,05:00,412,0
2012019,05:00,06:00,446,0
2012019,06:00,07:00,527,0
2012019,07:00,08:00,646,0
2012019,08:00,09:00,641,0
2012019,09:00,10:00,638,0
2012019,10:00,11:00,630,0
2012019,11:00,12:00,627,96
2012019,12:00,13:00,609,331
2012019,13:00,14:00,641,465
2012019,14:00,15:00,638,553
2012019,15:00,16:00,630,559
2012019,16:00,17:00,660,719
2012019,17:00,18:00,674,746
2012019,18:00,19:00,680,739
2012019,19:00,20:00,675,737
2012019,20:00,21:00,664,729
2012019,21:00,22:00,669,725
2012019,22:00,23:00,669,713
2012019,23:00,00:00,683,722
3012019,00:00,01:00,686,726
3012019,01:00,02:00,679,716
3012019,02:00,03:00,672,715
3012019,03:00,04:00,683,716
3012019,04:00,05:00,676,713
3012019,05:00,06:00,672,715
3012019,06:00,07:00,673,708
3012019,07:00,08:00,627,648
3012019,08:00,09:00,682,703
3012019,09:00,10:00,678,715
3012019,10:00,11:00,676,711
3012019,11:00,12:00,682,716
3012019,12:00,13:00,689,715
3012019,13:00,14:00,688,717
3012019,14:00,15:00,666,715
3012019,15:00,16:00,660,714
3012019,16:00,17:00,664,713
3012019,17:00,18:00,676,712
3012019,18:00,19:00,677,718
3012019,19:00,20:00,687,715
3012019,20:00,21:00,683,718
3012019,21:00,22:00,672,721
3012019,22:00,23:00,677,719
3012019,23:00,00:00,688,720
4012019,00:00,01:00,666,724
4012019,01:00,02:00,661,717
4012019,02:00,03:00,666,720
4012019,03:00,04:00,669,720
4012019,04:00,05:00,681,720
4012019,05:00,06:00,692,714
4012019,06:00,07:00,686,713
4012019,07:00,08:00,685,702
4012019,08:00,09:00,704,710
4012019,09:00,10:00,705,710
4012019,10:00,11:00,707,718
4012019,11:00,12:00,705,715
4012019,12:00,13:00,685,714
4012019,13:00,14:00,693,712
4012019,14:00,15:00,685,715
4012019,15:00,16:00,677,714
4012019,16:00,17:00,684,719
4012019,17:00,18:00,696,725
4012019,18:00,19:00,690,719
4012019,19:00,20:00,691,716
4012019,20:00,21:00,698,730
4012019,21:00,22:00,693,714
4012019,22:00,23:00,694,727
4012019,23:00,00:00,699,722
5012019,00:00,01:00,638,665
5012019,01:00,02:00,529,564
5012019,02:00,03:00,487,503
5012019,03:00,04:00,408,298
5012019,04:00,05:00,398,326
5012019,05:00,06:00,439,326
5012019,06:00,07:00,474,400
5012019,07:00,08:00,600,594
5012019,08:00,09:00,680,707
5012019,09:00,10:00,692,714
5012019,10:00,11:00,681,712
5012019,11:00,12:00,676,709
5012019,12:00,13:00,698,716
5012019,13:00,14:00,691,715
5012019,14:00,15:00,684,711
5012019,15:00,16:00,692,719
5012019,16:00,17:00,702,725
5012019,17:00,18:00,698,723
5012019,18:00,19:00,705,724
5012019,19:00,20:00,693,729
5012019,20:00,21:00,701,726
5012019,21:00,22:00,707,728
5012019,22:00,23:00,705,726
5012019,23:00,00:00,705,729
6012019,00:00,01:00,705,730
6012019,01:00,02:00,703,733
6012019,02:00,03:00,723,734
6012019,03:00,04:00,712,723
6012019,04:00,05:00,709,726
6012019,05:00,06:00,722,730
6012019,06:00,07:00,716,731
6012019,07:00,08:00,715,732
6012019,08:00,09:00,719,728
6012019,09:00,10:00,723,727
6012019,10:00,11:00,713,730
6012019,11:00,12:00,718,732
6012019,12:00,13:00,725,740
6012019,13:00,14:00,722,732
6012019,14:00,15:00,711,731
6012019,15:00,16:00,721,737
6012019,16:00,17:00,721,744
6012019,17:00,18:00,726,743
6012019,18:00,19:00,720,743
6012019,19:00,20:00,720,748
6012019,20:00,21:00,719,734
6012019,21:00,22:00,721,736
6012019,22:00,23:00,715,734
6012019,23:00,00:00,720,739
7012019,00:00,01:00,712,729
7012019,01:00,02:00,718,735
7012019,02:00,03:00,721,742
7012019,03:00,04:00,722,738
7012019,04:00,05:00,723,743
7012019,05:00,06:00,716,730
7012019,06:00,07:00,692,733
7012019,07:00,08:00,682,723
7012019,08:00,09:00,685,730
7012019,09:00,10:00,696,730
7012019,10:00,11:00,692,724
7012019,11:00,12:00,688,734
7012019,12:00,13:00,697,733
7012019,13:00,14:00,686,730
7012019,14:00,15:00,690,731
7012019,15:00,16:00,678,728
7012019,16:00,17:00,673,726
7012019,17:00,18:00,669,731
7012019,18:00,19:00,669,725
7012019,19:00,20:00,584,629
7012019,20:00,21:00,555,459
7012019,21:00,22:00,571,435
7012019,22:00,23:00,566,466
7012019,23:00,00:00,563,441
8012019,00:00,01:00,405,272
8012019,01:00,02:00,424,286
8012019,02:00,03:00,425,270
8012019,03:00,04:00,440,282
8012019,04:00,05:00,448,280
8012019,05:00,06:00,471,291
8012019,06:00,07:00,464,361
8012019,07:00,08:00,463,375
8012019,08:00,09:00,430,435
8012019,09:00,10:00,432,468
8012019,10:00,11:00,429,456
8012019,11:00,12:00,424,312
8012019,12:00,13:00,430,291
8012019,13:00,14:00,442,300
8012019,14:00,15:00,436,309
8012019,15:00,16:00,435,311
8012019,16:00,17:00,421,295
8012019,17:00,18:00,417,315
8012019,18:00,19:00,464,405
8012019,19:00,20:00,446,554
8012019,20:00,21:00,508,687
8012019,21:00,22:00,552,644
8012019,22:00,23:00,499,453
8012019,23:00,00:00,416,301
9012019,00:00,01:00,420,279
9012019,01:00,02:00,423,280
9012019,02:00,03:00,417,278
9012019,03:00,04:00,431,278
9012019,04:00,05:00,516,290
9012019,05:00,06:00,637,446
9012019,06:00,07:00,657,636
9012019,07:00,08:00,680,725
9012019,08:00,09:00,684,724
9012019,09:00,10:00,684,727
9012019,10:00,11:00,693,724
9012019,11:00,12:00,688,726
9012019,12:00,13:00,677,709
9012019,13:00,14:00,677,715
9012019,14:00,15:00,665,713
9012019,15:00,16:00,664,708
9012019,16:00,17:00,662,707
9012019,17:00,18:00,640,713
9012019,18:00,19:00,658,707
9012019,19:00,20:00,657,707
9012019,20:00,21:00,662,710
9012019,21:00,22:00,659,716
9012019,22:00,23:00,647,706
9012019,23:00,00:00,651,706
10012019,00:00,01:00,655,719
10012019,01:00,02:00,674,728
10012019,02:00,03:00,665,721
10012019,03:00,04:00,665,713
10012019,04:00,05:00,643,714
10012019,05:00,06:00,659,718
10012019,06:00,07:00,658,716
10012019,07:00,08:00,661,708
10012019,08:00,09:00,657,715
10012019,09:00,10:00,650,717
10012019,10:00,11:00,655,712
10012019,11:00,12:00,655,709
10012019,12:00,13:00,655,717
10012019,13:00,14:00,661,712
10012019,14:00,15:00,662,718
10012019,15:00,16:00,665,719
10012019,16:00,17:00,654,718
10012019,17:00,18:00,671,714
10012019,18:00,19:00,665,718
10012019,19:00,20:00,660,731
10012019,20:00,21:00,670,729
10012019,21:00,22:00,663,719
10012019,22:00,23:00,641,732
10012019,23:00,00:00,641,728
11012019,00:00,01:00,658,724
11012019,01:00,02:00,666,721
11012019,02:00,03:00,652,727
11012019,03:00,04:00,660,717
11012019,04:00,05:00,651,722
11012019,05:00,06:00,666,715
11012019,06:00,07:00,672,717
11012019,07:00,08:00,672,724
11012019,08:00,09:00,670,726
11012019,09:00,10:00,684,723
11012019,10:00,11:00,692,724
11012019,11:00,12:00,691,722
11012019,12:00,13:00,689,721
11012019,13:00,14:00,688,723
11012019,14:00,15:00,674,722
11012019,15:00,16:00,664,721
11012019,16:00,17:00,666,714
11012019,17:00,18:00,675,720
11012019,18:00,19:00,671,719
11012019,19:00,20:00,670,724
11012019,20:00,21:00,663,720
11012019,21:00,22:00,667,719
11012019,22:00,23:00,674,720
11012019,23:00,00:00,678,711
12012019,00:00,01:00,678,721
12012019,01:00,02:00,670,712
12012019,02:00,03:00,671,710
12012019,03:00,04:00,666,714
12012019,04:00,05:00,675,714
12012019,05:00,06:00,700,714
12012019,06:00,07:00,702,714
12012019,07:00,08:00,695,711
12012019,08:00,09:00,687,711
