date,start,end,11WD7WEIS5B--E-Y,11WD7WEIS5GVGTGU,11WD7WEIS5GVGTHS,11WD7WEIS1B--F-M,11WD7WEIS1B--G-J,11WD7WEIS1B--H-G
01.01.2018,00:00,01:00,120,0,0,125,0,483
01.01.2018,01:00,02:00,119,0,0,127,0,482
01.01.2018,02:00,03:00,120,0,0,125,0,483
01.01.2018,03:00,04:00,121,0,0,127,0,483
01.01.2018,04:00,05:00,123,0,0,125,0,482
01.01.2018,05:00,06:00,123,0,0,126,0,484
01.01.2018,06:00,07:00,122,0,0,126,0,484
01.01.2018,07:00,08:00,122,0,0,125,0,483
01.01.2018,08:00,09:00,121,0,0,125,0,483
01.01.2018,09:00,10:00,120,0,0,126,0,483
01.01.2018,10:00,11:00,120,0,0,127,0,483
01.01.2018,11:00,12:00,124,0,0,125,0,487
01.01.2018,12:00,13:00,123,0,0,125,0,526
01.01.2018,13:00,14:00,121,0,0,125,0,482
01.01.2018,14:00,15:00,121,0,0,125,0,481
01.01.2018,15:00,16:00,122,0,0,126,0,480
01.01.2018,16:00,17:00,140,0,0,130,0,599
01.01.2018,17:00,18:00,154,0,0,150,71,625
01.01.2018,18:00,19:00,152,0,0,147,268,627
01.01.2018,19:00,20:00,155,0,0,219,541,638
01.01.2018,20:00,21:00,156,0,0,314,646,649
01.01.2018,21:00,22:00,154,0,0,322,653,647
01.01.2018,22:00,23:00,153,0,0,321,651,647
01.01.2018,23:00,00:00,147,0,0,321,652,647
02.01.2018,00:00,01:00,147,0,0,320,653,644
02.01.2018,01:00,02:00,133,0,0,323,399,562
02.01.2018,02:00,03:00,134,0,0,322,251,489
02.01.2018,03:00,04:00,170,0,0,321,349,604
02.01.2018,04:00,05:00,238,0,0,322,606,645
02.01.2018,05:00,06:00,290,0,0,321,585,589
02.01.2018,06:00,07:00,321,0,0,322,649,641
02.01.2018,07:00,08:00,318,0,0,328,653,643
02.01.2018,08:00,09:00,320,0,0,326,656,647
02.01.2018,09:00,10:00,316,0,0,322,652,650
02.01.2018,10:00,11:00,320,0,0,325,655,646
02.01.2018,11:00,12:00,320,0,0,328,657,649
02.01.2018,12:00,13:00,317,0,0,325,653,649
02.01.2018,13:00,14:00,318,0,0,326,654,647
02.01.2018,14:00,15:00,319,0,0,321,656,648
02.01.2018,15:00,16:00,320,0,0,325,657,649
02.01.2018,16:00,17:00,322,0,0,325,656,647
02.01.2018,17:00,18:00,323,0,0,322,657,644
02.01.2018,18:00,19:00,320,0,0,319,656,649
02.01.2018,19:00,20:00,319,0,0,324,655,647
02.01.2018,20:00,21:00,322,0,0,322,655,649
02.01.2018,21:00,22:00,321,0,0,323,652,647
02.01.2018,22:00,23:00,304,0,0,296,368,535
02.01.2018,23:00,00:00,218,0,0,222,245,487
03.01.2018,00:00,01:00,208,0,0,216,246,486
03.01.2018,01:00,02:00,211,0,0,215,247,487
03.01.2018,02:00,03:00,210,0,0,215,248,488
03.01.2018,03:00,04:00,210,0,0,212,246,486
03.01.2018,04:00,05:00,213,0,0,216,247,487
03.01.2018,05:00,06:00,212,0,0,218,247,488
03.01.2018,06:00,07:00,209,0,0,213,246,486
03.01.2018,07:00,08:00,208,0,0,213,248,487
03.01.2018,08:00,09:00,212,0,0,219,249,490
03.01.2018,09:00,10:00,293,0,0,299,381,619
03.01.2018,10:00,11:00,314,0,0,318,609,640
03.01.2018,11:00,12:00,317,0,0,315,651,640
03.01.2018,12:00,13:00,314,0,0,313,654,641
03.01.2018,13:00,14:00,315,0,0,318,656,641
03.01.2018,14:00,15:00,315,0,0,321,656,641
03.01.2018,15:00,16:00,319,0,0,323,654,642
03.01.2018,16:00,17:00,316,0,0,324,652,640
03.01.2018,17:00,18:00,319,0,0,323,654,646
03.01.2018,18:00,19:00,317,0,0,324,652,644
03.01.2018,19:00,20:00,260,0,0,274,401,532
03.01.2018,20:00,21:00,212,0,0,222,246,486
03.01.2018,21:00,22:00,216,0,0,221,247,486
03.01.2018,22:00,23:00,218,0,0,218,247,485
03.01.2018,23:00,00:00,215,0,0,217,247,487
04.01.2018,00:00,01:00,216,0,0,219,246,486
04.01.2018,01:00,02:00,216,0,0,220,247,486
04.01.2018,02:00,03:00,218,0,0,220,246,485
04.01.2018,03:00,04:00,217,0,0,218,247,488
04.01.2018,04:00,05:00,214,0,0,221,246,486
04.01.2018,05:00,06:00,270,0,0,267,265,502
04.01.2018,06:00,07:00,317,0,0,320,458,597
04.01.2018,07:00,08:00,316,0,0,320,646,647
04.01.2018,08:00,09:00,318,0,0,315,654,645
04.01.2018,09:00,10:00,317,0,0,318,648,646
04.01.2018,10:00,11:00,320,0,0,322,653,645
04.01.2018,11:00,12:00,320,0,0,320,650,646
04.01.2018,12:00,13:00,317,0,0,319,647,645
04.01.2018,13:00,14:00,318,0,0,317,653,646
04.01.2018,14:00,15:00,318,0,0,322,657,646
04.01.2018,15:00,16:00,320,0,0,322,653,647
04.01.2018,16:00,17:00,317,0,0,322,655,646
04.01.2018,17:00,18:00,319,0,0,319,653,647
04.01.2018,18:00,19:00,321,0,0,320,655,647
04.01.2018,19:00,20:00,320,0,0,322,653,648
04.01.2018,20:00,21:00,321,0,0,324,655,647
04.01.2018,21:00,22:00,321,0,0,322,654,648
04.01.2018,22:00,23:00,321,0,0,320,655,648
04.01.2018,23:00,00:00,320,0,0,322,652,644
05.01.2018,00:00,01:00,253,0,0,247,384,501
05.01.2018,01:00,02:00,213,0,0,222,246,487
05.01.2018,02:00,03:00,214,0,0,226,246,487
05.01.2018,03:00,04:00,216,0,0,225,246,486
05.01.2018,04:00,05:00,214,0,0,221,247,487
05.01.2018,05:00,06:00,247,0,0,262,248,491
05.01.2018,06:00,07:00,313,0,0,322,433,635
05.01.2018,07:00,08:00,316,0,0,321,638,648
05.01.2018,08:00,09:00,320,0,0,320,655,646
05.01.2018,09:00,10:00,317,0,0,322,656,643
05.01.2018,10:00,11:00,317,0,0,320,652,642
05.01.2018,11:00,12:00,320,0,0,323,652,643
05.01.2018,12:00,13:00,318,0,0,321,649,644
05.01.2018,13:00,14:00,319,0,0,320,649,645
05.01.2018,14:00,15:00,318,0,0,325,654,648
05.01.2018,15:00,16:00,319,0,0,323,654,646
05.01.2018,16:00,17:00,320,0,0,324,651,647
05.01.2018,17:00,18:00,318,0,0,323,654,648
05.01.2018,18:00,19:00,317,0,0,321,655,650
05.01.2018,19:00,20:00,318,0,0,322,656,650
05.01.2018,20:00,21:00,319,0,0,322,654,650
05.01.2018,21:00,22:00,319,0,0,322,656,650
05.01.2018,22:00,23:00,319,0,0,324,653,648
05.01.2018,23:00,00:00,319,0,0,326,653,648
06.01.2018,00:00,01:00,320,0,0,327,643,650
06.01.2018,01:00,02:00,318,0,0,323,649,651
06.01.2018,02:00,03:00,321,0,0,324,647,653
06.01.2018,03:00,04:00,320,0,0,327,646,651
06.01.2018,04:00,05:00,320,0,0,323,647,651
06.01.2018,05:00,06:00,318,0,0,325,646,649
06.01.2018,06:00,07:00,319,0,0,324,650,648
06.01.2018,07:00,08:00,321,0,0,326,654,649
06.01.2018,08:00,09:00,319,0,0,325,656,648
06.01.2018,09:00,10:00,321,0,0,326,659,647
06.01.2018,10:00,11:00,320,0,0,326,660,650
06.01.2018,11:00,12:00,320,0,0,323,656,651
06.01.2018,12:00,13:00,320,0,0,325,657,649
06.01.2018,13:00,14:00,319,0,0,326,658,649
06.01.2018,14:00,15:00,321,0,0,320,658,648
06.01.2018,15:00,16:00,320,0,0,321,659,646
06.01.2018,16:00,17:00,321,0,0,321,662,647
06.01.2018,17:00,18:00,322,0,0,321,662,647
06.01.2018,18:00,19:00,319,0,0,323,661,647
06.01.2018,19:00,20:00,320,0,0,322,662,647
06.01.2018,20:00,21:00,321,0,0,321,662,647
06.01.2018,21:00,22:00,322,0,0,323,658,647
06.01.2018,22:00,23:00,319,0,0,324,657,652
06.01.2018,23:00,00:00,322,0,0,327,655,652
07.01.2018,00:00,01:00,322,0,0,328,655,651
07.01.2018,01:00,02:00,321,0,0,326,656,652
07.01.2018,02:00,03:00,319,0,0,326,599,651
07.01.2018,03:00,04:00,301,0,0,299,326,533
07.01.2018,04:00,05:00,218,0,0,214,247,486
07.01.2018,05:00,06:00,214,0,0,214,247,486
07.01.2018,06:00,07:00,213,0,0,216,246,488
07.01.2018,07:00,08:00,258,0,0,272,283,510
07.01.2018,08:00,09:00,321,0,0,322,470,636
07.01.2018,09:00,10:00,317,0,0,320,648,646
07.01.2018,10:00,11:00,322,0,0,323,656,647
07.01.2018,11:00,12:00,319,0,0,320,656,650
07.01.2018,12:00,13:00,319,0,0,321,655,648
07.01.2018,13:00,14:00,319,0,0,322,658,648
07.01.2018,14:00,15:00,320,0,0,323,658,648
07.01.2018,15:00,16:00,321,0,0,323,659,648
07.01.2018,16:00,17:00,318,0,0,321,656,648
07.01.2018,17:00,18:00,320,0,0,324,658,647
07.01.2018,18:00,19:00,321,0,0,326,659,648
07.01.2018,19:00,20:00,324,0,0,326,658,649
07.01.2018,20:00,21:00,322,0,0,328,656,650
07.01.2018,21:00,22:00,324,0,0,329,657,649
07.01.2018,22:00,23:00,323,0,0,329,659,651
07.01.2018,23:00,00:00,323,0,0,326,657,652
08.01.2018,00:00,01:00,323,0,0,329,644,652
08.01.2018,01:00,02:00,323,0,0,329,653,653
08.01.2018,02:00,03:00,323,0,0,326,581,653
08.01.2018,03:00,04:00,322,0,0,329,560,564
08.01.2018,04:00,05:00,324,0,0,327,637,615
08.01.2018,05:00,06:00,324,0,0,328,656,648
08.01.2018,06:00,07:00,324,0,0,322,651,646
08.01.2018,07:00,08:00,324,0,0,326,654,646
08.01.2018,08:00,09:00,326,0,0,322,659,645
08.01.2018,09:00,10:00,324,0,0,324,658,647
08.01.2018,10:00,11:00,324,0,0,323,659,645
08.01.2018,11:00,12:00,323,0,0,322,659,647
08.01.2018,12:00,13:00,324,0,0,324,657,646
08.01.2018,13:00,14:00,325,0,0,325,658,648
08.01.2018,14:00,15:00,325,0,0,321,660,648
08.01.2018,15:00,16:00,324,0,0,324,661,650
08.01.2018,16:00,17:00,325,0,0,325,662,650
08.01.2018,17:00,18:00,323,0,0,323,662,650
08.01.2018,18:00,19:00,327,0,0,321,661,649
08.01.2018,19:00,20:00,324,0,0,325,660,651
08.01.2018,20:00,21:00,326,0,0,323,662,651
08.01.2018,21:00,22:00,324,0,0,322,660,650
08.01.2018,22:00,23:00,324,0,0,324,612,629
08.01.2018,23:00,00:00,244,0,0,241,311,536
09.01.2018,00:00,01:00,214,0,0,216,249,486
09.01.2018,01:00,02:00,211,0,0,215,249,489
09.01.2018,02:00,03:00,211,0,0,216,248,506
09.01.2018,03:00,04:00,213,0,0,213,260,486
09.01.2018,04:00,05:00,211,0,0,215,250,498
09.01.2018,05:00,06:00,217,0,0,222,428,582
09.01.2018,06:00,07:00,298,0,0,307,632,641
09.01.2018,07:00,08:00,322,0,0,322,654,646
09.01.2018,08:00,09:00,320,0,0,320,651,646
09.01.2018,09:00,10:00,320,0,0,324,652,647
09.01.2018,10:00,11:00,320,0,0,320,653,647
09.01.2018,11:00,12:00,318,0,0,322,652,650
09.01.2018,12:00,13:00,321,0,0,321,652,649
09.01.2018,13:00,14:00,321,0,0,322,654,645
09.01.2018,14:00,15:00,319,0,0,321,654,646
09.01.2018,15:00,16:00,323,0,0,322,654,648
09.01.2018,16:00,17:00,325,0,0,323,654,647
09.01.2018,17:00,18:00,325,0,0,320,654,648
09.01.2018,18:00,19:00,323,0,0,323,657,649
09.01.2018,19:00,20:00,326,0,0,320,653,651
09.01.2018,20:00,21:00,323,0,0,321,653,650
09.01.2018,21:00,22:00,323,0,0,323,654,651
