date,start,end,11WD8LIPD1L---R6,11WD8LIPD1L---S4
1012022,00:00,01:00,0.0,442.0
1012022,01:00,02:00,0.0,443.0
1012022,02:00,03:00,0.0,441.0
1012022,03:00,04:00,0.0,442.0
1012022,04:00,05:00,0.0,442.0
1012022,05:00,06:00,0.0,536.0
1012022,06:00,07:00,0.0,620.0
1012022,07:00,08:00,0.0,625.0
1012022,08:00,09:00,0.0,650.0
1012022,09:00,10:00,3.0,846.0
1012022,10:00,11:00,359.0,692.0
1012022,11:00,12:00,467.0,608.0
1012022,12:00,13:00,550.0,596.0
1012022,13:00,14:00,452.0,460.0
1012022,14:00,15:00,557.0,574.0
1012022,15:00,16:00,806.0,851.0
1012022,16:00,17:00,821.0,855.0
1012022,17:00,18:00,835.0,854.0
1012022,18:00,19:00,839.0,853.0
1012022,19:00,20:00,834.0,853.0
1012022,20:00,21:00,848.0,853.0
1012022,21:00,22:00,819.0,819.0
1012022,22:00,23:00,826.0,847.0
1012022,23:00,00:00,422.0,724.0
2012022,00:00,01:00,0.0,458.0
2012022,01:00,02:00,0.0,456.0
2012022,02:00,03:00,0.0,448.0
2012022,03:00,04:00,0.0,448.0
2012022,04:00,05:00,0.0,449.0
2012022,05:00,06:00,0.0,446.0
2012022,06:00,07:00,0.0,448.0
2012022,07:00,08:00,0.0,448.0
2012022,08:00,09:00,0.0,444.0
2012022,09:00,10:00,0.0,443.0
2012022,10:00,11:00,0.0,441.0
2012022,11:00,12:00,0.0,443.0
2012022,12:00,13:00,0.0,443.0
2012022,13:00,14:00,0.0,443.0
2012022,14:00,15:00,0.0,443.0
2012022,15:00,16:00,0.0,441.0
2012022,16:00,17:00,0.0,443.0
2012022,17:00,18:00,0.0,443.0
2012022,18:00,19:00,0.0,441.0
2012022,19:00,20:00,0.0,441.0
2012022,20:00,21:00,0.0,442.0
2012022,21:00,22:00,0.0,442.0
2012022,22:00,23:00,0.0,443.0
2012022,23:00,00:00,0.0,441.0
3012022,00:00,01:00,0.0,441.0
3012022,01:00,02:00,0.0,441.0
3012022,02:00,03:00,0.0,442.0
