date,start,end,11WD8BOXB1L---N8,11WD8BOXB1L---P4
1012020,00:00,01:00,502,478
1012020,01:00,02:00,502,487
1012020,02:00,03:00,501,494
1012020,03:00,04:00,504,492
1012020,04:00,05:00,503,492
1012020,05:00,06:00,503,495
1012020,06:00,07:00,503,497
1012020,07:00,08:00,503,495
1012020,08:00,09:00,504,496
1012020,09:00,10:00,502,495
1012020,10:00,11:00,504,496
1012020,11:00,12:00,501,495
1012020,12:00,13:00,501,495
1012020,13:00,14:00,473,498
1012020,14:00,15:00,501,496
1012020,15:00,16:00,501,493
1012020,16:00,17:00,501,494
1012020,17:00,18:00,494,494
1012020,18:00,19:00,485,495
1012020,19:00,20:00,476,493
1012020,20:00,21:00,483,478
1012020,21:00,22:00,500,490
1012020,22:00,23:00,502,493
1012020,23:00,00:00,502,489
2012020,00:00,01:00,496,479
2012020,01:00,02:00,501,485
2012020,02:00,03:00,501,486
2012020,03:00,04:00,494,479
2012020,04:00,05:00,501,483
2012020,05:00,06:00,485,472
2012020,06:00,07:00,464,451
2012020,07:00,08:00,454,473
2012020,08:00,09:00,499,482
2012020,09:00,10:00,500,487
2012020,10:00,11:00,500,486
2012020,11:00,12:00,501,486
2012020,12:00,13:00,500,487
2012020,13:00,14:00,502,485
2012020,14:00,15:00,502,481
2012020,15:00,16:00,501,479
2012020,16:00,17:00,497,479
2012020,17:00,18:00,501,479
2012020,18:00,19:00,499,480
2012020,19:00,20:00,502,480
2012020,20:00,21:00,499,480
2012020,21:00,22:00,500,484
2012020,22:00,23:00,495,483
2012020,23:00,00:00,430,469
3012020,00:00,01:00,408,482
3012020,01:00,02:00,411,483
3012020,02:00,03:00,413,484
3012020,03:00,04:00,410,419
3012020,04:00,05:00,410,380
3012020,05:00,06:00,409,381
3012020,06:00,07:00,410,372
3012020,07:00,08:00,409,389
3012020,08:00,09:00,419,399
3012020,09:00,10:00,439,415
3012020,10:00,11:00,421,398
3012020,11:00,12:00,439,415
3012020,12:00,13:00,441,477
3012020,13:00,14:00,430,470
3012020,14:00,15:00,422,460
3012020,15:00,16:00,431,471
3012020,16:00,17:00,427,451
3012020,17:00,18:00,407,421
3012020,18:00,19:00,408,411
3012020,19:00,20:00,425,371
3012020,20:00,21:00,405,182
3012020,21:00,22:00,400,176
3012020,22:00,23:00,402,173
3012020,23:00,00:00,400,172
4012020,00:00,01:00,401,169
4012020,01:00,02:00,401,169
4012020,02:00,03:00,402,196
4012020,03:00,04:00,401,198
4012020,04:00,05:00,400,170
4012020,05:00,06:00,401,193
4012020,06:00,07:00,401,193
4012020,07:00,08:00,402,190
4012020,08:00,09:00,405,189
4012020,09:00,10:00,409,182
4012020,10:00,11:00,406,180
4012020,11:00,12:00,406,182
4012020,12:00,13:00,401,181
4012020,13:00,14:00,402,172
4012020,14:00,15:00,401,209
4012020,15:00,16:00,399,400
4012020,16:00,17:00,418,403
4012020,17:00,18:00,501,483
4012020,18:00,19:00,500,483
4012020,19:00,20:00,500,484
4012020,20:00,21:00,500,484
4012020,21:00,22:00,499,487
4012020,22:00,23:00,498,488
