date,start,end,11WD8TIEF5G-GUDI,11WD8TIEF5C----9
16012018,17:00,18:00,114.0,148
16012018,18:00,19:00,113.0,149
16012018,19:00,20:00,114.0,149
16012018,20:00,21:00,112.0,149
16012018,21:00,22:00,102.0,148
16012018,22:00,23:00,51.0,146
16012018,23:00,00:00,8.0,128
17012018,00:00,01:00,1.0,116
17012018,01:00,02:00,1.0,114
17012018,02:00,03:00,1.0,114
17012018,03:00,04:00,1.0,120
17012018,04:00,05:00,1.0,146
17012018,05:00,06:00,3.0,149
17012018,06:00,07:00,100.0,149
17012018,07:00,08:00,105.0,149
17012018,08:00,09:00,107.0,150
17012018,09:00,10:00,114.0,150
17012018,10:00,11:00,117.0,150
17012018,11:00,12:00,114.0,149
17012018,12:00,13:00,113.0,146
17012018,13:00,14:00,112.0,146
17012018,14:00,15:00,113.0,147
17012018,15:00,16:00,109.0,148
17012018,16:00,17:00,114.0,148
17012018,17:00,18:00,116.0,149
17012018,18:00,19:00,116.0,150
17012018,19:00,20:00,116.0,151
17012018,20:00,21:00,91.0,152
17012018,21:00,22:00,6.0,152
17012018,22:00,23:00,8.0,150
17012018,23:00,00:00,5.0,146
18012018,00:00,01:00,3.0,147
18012018,01:00,02:00,3.0,147
18012018,02:00,03:00,3.0,148
18012018,03:00,04:00,3.0,148
18012018,04:00,05:00,2.0,151
18012018,05:00,06:00,39.0,151
18012018,06:00,07:00,106.0,152
18012018,07:00,08:00,116.0,149
18012018,08:00,09:00,117.0,146
18012018,09:00,10:00,116.0,146
18012018,10:00,11:00,116.0,147
18012018,11:00,12:00,116.0,147
18012018,12:00,13:00,116.0,147
18012018,13:00,14:00,115.0,148
18012018,14:00,15:00,115.0,147
18012018,15:00,16:00,117.0,147
18012018,16:00,17:00,117.0,146
18012018,17:00,18:00,117.0,146
18012018,18:00,19:00,117.0,148
18012018,19:00,20:00,118.0,149
18012018,20:00,21:00,116.0,148
18012018,21:00,22:00,111.0,146
18012018,22:00,23:00,106.0,146
18012018,23:00,00:00,99.0,147
19012018,00:00,01:00,52.0,140
19012018,01:00,02:00,51.0,144
19012018,02:00,03:00,52.0,147
19012018,03:00,04:00,53.0,148
19012018,04:00,05:00,54.0,149
19012018,05:00,06:00,65.0,148
19012018,06:00,07:00,113.0,147
19012018,07:00,08:00,119.0,146
19012018,08:00,09:00,119.0,147
19012018,09:00,10:00,119.0,148
19012018,10:00,11:00,119.0,149
19012018,11:00,12:00,119.0,149
19012018,12:00,13:00,119.0,148
19012018,13:00,14:00,119.0,147
19012018,14:00,15:00,119.0,149
19012018,15:00,16:00,118.0,149
19012018,16:00,17:00,118.0,145
19012018,17:00,18:00,118.0,144
19012018,18:00,19:00,117.0,145
19012018,19:00,20:00,117.0,147
19012018,20:00,21:00,112.0,147
19012018,21:00,22:00,109.0,146
19012018,22:00,23:00,106.0,149
19012018,23:00,00:00,31.0,150
20012018,00:00,01:00,6.0,147
20012018,01:00,02:00,6.0,145
20012018,02:00,03:00,6.0,145
20012018,03:00,04:00,5.0,146
20012018,04:00,05:00,7.0,147
20012018,05:00,06:00,5.0,148
20012018,06:00,07:00,94.0,148
20012018,07:00,08:00,113.0,145
20012018,08:00,09:00,114.0,145
20012018,09:00,10:00,116.0,146
20012018,10:00,11:00,119.0,147
20012018,11:00,12:00,118.0,148
20012018,12:00,13:00,119.0,148
20012018,13:00,14:00,117.0,149
20012018,14:00,15:00,115.0,148
20012018,15:00,16:00,114.0,148
20012018,16:00,17:00,112.0,148
20012018,17:00,18:00,114.0,148
20012018,18:00,19:00,115.0,148
20012018,19:00,20:00,116.0,148
20012018,20:00,21:00,114.0,147
20012018,21:00,22:00,112.0,148
20012018,22:00,23:00,92.0,150
20012018,23:00,00:00,57.0,147
21012018,00:00,01:00,59.0,146
21012018,01:00,02:00,60.0,146
21012018,02:00,03:00,57.0,145
21012018,03:00,04:00,53.0,143
21012018,04:00,05:00,53.0,143
21012018,05:00,06:00,54.0,143
21012018,06:00,07:00,74.0,144
21012018,07:00,08:00,117.0,144
21012018,08:00,09:00,123.0,147
21012018,09:00,10:00,124.0,147
21012018,10:00,11:00,124.0,149
21012018,11:00,12:00,124.0,146
21012018,12:00,13:00,124.0,147
21012018,13:00,14:00,123.0,148
21012018,14:00,15:00,123.0,147
21012018,15:00,16:00,123.0,148
21012018,16:00,17:00,123.0,148
21012018,17:00,18:00,122.0,147
21012018,18:00,19:00,122.0,147
21012018,19:00,20:00,120.0,147
21012018,20:00,21:00,118.0,148
21012018,21:00,22:00,118.0,147
21012018,22:00,23:00,87.0,147
21012018,23:00,00:00,38.0,147
22012018,00:00,01:00,6.0,148
22012018,01:00,02:00,6.0,148
22012018,02:00,03:00,6.0,148
22012018,03:00,04:00,6.0,148
22012018,04:00,05:00,6.0,147
22012018,05:00,06:00,10.0,149
22012018,06:00,07:00,110.0,148
22012018,07:00,08:00,119.0,147
22012018,08:00,09:00,119.0,147
22012018,09:00,10:00,118.0,147
22012018,10:00,11:00,118.0,145
22012018,11:00,12:00,118.0,146
22012018,12:00,13:00,118.0,147
22012018,13:00,14:00,117.0,147
22012018,14:00,15:00,118.0,146
22012018,15:00,16:00,120.0,147
22012018,16:00,17:00,119.0,148
22012018,17:00,18:00,119.0,148
22012018,18:00,19:00,119.0,150
22012018,19:00,20:00,120.0,150
22012018,20:00,21:00,119.0,150
22012018,21:00,22:00,113.0,149
22012018,22:00,23:00,103.0,149
22012018,23:00,00:00,55.0,148
23012018,00:00,01:00,53.0,148
23012018,01:00,02:00,52.0,143
23012018,02:00,03:00,52.0,143
23012018,03:00,04:00,52.0,147
23012018,04:00,05:00,51.0,147
23012018,05:00,06:00,55.0,146
23012018,06:00,07:00,109.0,147
23012018,07:00,08:00,113.0,146
23012018,08:00,09:00,114.0,147
23012018,09:00,10:00,110.0,148
23012018,10:00,11:00,106.0,148
23012018,11:00,12:00,101.0,148
23012018,12:00,13:00,99.0,148
23012018,13:00,14:00,98.0,146
23012018,14:00,15:00,97.0,143
23012018,15:00,16:00,97.0,143
23012018,16:00,17:00,97.0,143
23012018,17:00,18:00,97.0,143
23012018,18:00,19:00,98.0,143
23012018,19:00,20:00,98.0,145
23012018,20:00,21:00,57.0,146
23012018,21:00,22:00,55.0,143
23012018,22:00,23:00,7.0,136
23012018,23:00,00:00,0.0,115
24012018,00:00,01:00,0.0,116
24012018,01:00,02:00,0.0,115
24012018,02:00,03:00,0.0,115
24012018,03:00,04:00,0.0,115
24012018,04:00,05:00,0.0,116
24012018,05:00,06:00,14.0,137
24012018,06:00,07:00,49.0,143
24012018,07:00,08:00,50.0,141
24012018,08:00,09:00,50.0,144
24012018,09:00,10:00,50.0,152
24012018,10:00,11:00,29.0,154
24012018,11:00,12:00,0.0,154
24012018,12:00,13:00,0.0,153
24012018,13:00,14:00,0.0,155
24012018,14:00,15:00,0.0,156
24012018,15:00,16:00,0.0,147
24012018,16:00,17:00,1.0,143
24012018,17:00,18:00,1.0,142
24012018,18:00,19:00,1.0,142
24012018,19:00,20:00,1.0,143
24012018,20:00,21:00,1.0,132
24012018,21:00,22:00,1.0,127
24012018,22:00,23:00,1.0,118
24012018,23:00,00:00,1.0,107
25012018,00:00,01:00,1.0,121
25012018,01:00,02:00,1.0,113
25012018,02:00,03:00,1.0,109
25012018,03:00,04:00,1.0,111
25012018,04:00,05:00,1.0,118
25012018,05:00,06:00,4.0,133
25012018,06:00,07:00,48.0,147
25012018,07:00,08:00,48.0,146
25012018,08:00,09:00,48.0,150
25012018,09:00,10:00,48.0,151
25012018,10:00,11:00,48.0,153
25012018,11:00,12:00,,155
25012018,12:00,13:00,,146
25012018,13:00,14:00,,146
25012018,14:00,15:00,,148
25012018,15:00,16:00,,150
25012018,16:00,17:00,,151
25012018,17:00,18:00,,150
25012018,18:00,19:00,,150
25012018,19:00,20:00,,152
25012018,20:00,21:00,,148
25012018,21:00,22:00,,132
25012018,22:00,23:00,,119
25012018,23:00,00:00,,115
26012018,00:00,01:00,,111
26012018,01:00,02:00,,108
26012018,02:00,03:00,,106
26012018,03:00,04:00,,107
26012018,04:00,05:00,,112
26012018,05:00,06:00,,140
26012018,06:00,07:00,,151
26012018,07:00,08:00,,148
26012018,08:00,09:00,,150
26012018,09:00,10:00,,153
26012018,10:00,11:00,,159
26012018,11:00,12:00,,161
26012018,12:00,13:00,,157
26012018,13:00,14:00,,155
26012018,14:00,15:00,,148
26012018,15:00,16:00,,148
26012018,16:00,17:00,,146
26012018,17:00,18:00,,145
26012018,18:00,19:00,,146
26012018,19:00,20:00,,147
26012018,20:00,21:00,,147
26012018,21:00,22:00,,148
26012018,22:00,23:00,,140
26012018,23:00,00:00,,119
27012018,00:00,01:00,,118
27012018,01:00,02:00,,116
27012018,02:00,03:00,,115
27012018,03:00,04:00,,114
27012018,04:00,05:00,,117
27012018,05:00,06:00,,118
27012018,06:00,07:00,,146
27012018,07:00,08:00,,151
27012018,08:00,09:00,,149
27012018,09:00,10:00,,147
27012018,10:00,11:00,,143
27012018,11:00,12:00,,142
27012018,12:00,13:00,,141
27012018,13:00,14:00,,140
27012018,14:00,15:00,,139
27012018,15:00,16:00,,145
27012018,16:00,17:00,,150
27012018,17:00,18:00,,152
27012018,18:00,19:00,,153
27012018,19:00,20:00,,153
27012018,20:00,21:00,,152
27012018,21:00,22:00,,150
27012018,22:00,23:00,,130
27012018,23:00,00:00,,41
28012018,00:00,01:00,,18
28012018,01:00,02:00,,18
28012018,02:00,03:00,,18
28012018,03:00,04:00,,18
28012018,04:00,05:00,,18
28012018,05:00,06:00,,18
28012018,06:00,07:00,,18
28012018,07:00,08:00,,18
28012018,08:00,09:00,,18
28012018,09:00,10:00,,18
28012018,10:00,11:00,,18
28012018,11:00,12:00,,18
28012018,12:00,13:00,,18
28012018,13:00,14:00,,18
28012018,14:00,15:00,,19
28012018,15:00,16:00,,58
28012018,16:00,17:00,,128
28012018,17:00,18:00,,148
28012018,18:00,19:00,,149
28012018,19:00,20:00,,143
28012018,20:00,21:00,,51
28012018,21:00,22:00,,18
28012018,22:00,23:00,,18
28012018,23:00,00:00,,18
29012018,00:00,01:00,,18
29012018,01:00,02:00,,18
29012018,02:00,03:00,,18
29012018,03:00,04:00,,18
29012018,04:00,05:00,,34
29012018,05:00,06:00,,128
29012018,06:00,07:00,,145
29012018,07:00,08:00,,153
29012018,08:00,09:00,,152
29012018,09:00,10:00,,149
29012018,10:00,11:00,,150
29012018,11:00,12:00,,149
29012018,12:00,13:00,,149
29012018,13:00,14:00,,150
29012018,14:00,15:00,,149
29012018,15:00,16:00,,149
29012018,16:00,17:00,,150
29012018,17:00,18:00,,150
29012018,18:00,19:00,,150
29012018,19:00,20:00,,149
29012018,20:00,21:00,,148
29012018,21:00,22:00,,150
29012018,22:00,23:00,,144
29012018,23:00,00:00,,134
30012018,00:00,01:00,,129
30012018,01:00,02:00,,125
30012018,02:00,03:00,,130
30012018,03:00,04:00,,132
30012018,04:00,05:00,,140
30012018,05:00,06:00,,139
30012018,06:00,07:00,,144
30012018,07:00,08:00,,156
30012018,08:00,09:00,,155
30012018,09:00,10:00,,152
30012018,10:00,11:00,,148
30012018,11:00,12:00,,159
30012018,12:00,13:00,,158
30012018,13:00,14:00,,155
30012018,14:00,15:00,,151
30012018,15:00,16:00,,148
30012018,16:00,17:00,,150
30012018,17:00,18:00,,149
30012018,18:00,19:00,,150
30012018,19:00,20:00,,149
30012018,20:00,21:00,,150
30012018,21:00,22:00,,150
30012018,22:00,23:00,,148
30012018,23:00,00:00,,149
31012018,00:00,01:00,,150
31012018,01:00,02:00,,149
31012018,02:00,03:00,,147
31012018,03:00,04:00,,147
31012018,04:00,05:00,,146
31012018,05:00,06:00,,144
31012018,06:00,07:00,,139
31012018,07:00,08:00,,149
31012018,08:00,09:00,,148
31012018,09:00,10:00,,150
31012018,10:00,11:00,,150
31012018,11:00,12:00,,156
31012018,12:00,13:00,,153
31012018,13:00,14:00,,151
31012018,14:00,15:00,,150
31012018,15:00,16:00,,146
31012018,16:00,17:00,,146
31012018,17:00,18:00,,150
31012018,18:00,19:00,,147
31012018,19:00,20:00,,149
31012018,20:00,21:00,,149
31012018,21:00,22:00,,151
31012018,22:00,23:00,,150
31012018,23:00,00:00,,144
1022018,00:00,01:00,,147
1022018,01:00,02:00,,147
1022018,02:00,03:00,,146
1022018,03:00,04:00,,145
1022018,04:00,05:00,,146
1022018,05:00,06:00,,147
1022018,06:00,07:00,,148
1022018,07:00,08:00,,144
1022018,08:00,09:00,,144
1022018,09:00,10:00,,146
1022018,10:00,11:00,,147
1022018,11:00,12:00,,151
1022018,12:00,13:00,,149
1022018,13:00,14:00,,149
1022018,14:00,15:00,,149
1022018,15:00,16:00,,148
1022018,16:00,17:00,,148
1022018,17:00,18:00,,146
1022018,18:00,19:00,,145
1022018,19:00,20:00,,148
1022018,20:00,21:00,,149
1022018,21:00,22:00,,149
1022018,22:00,23:00,,132
1022018,23:00,00:00,,117
2022018,00:00,01:00,,117
2022018,01:00,02:00,,119
2022018,02:00,03:00,,119
2022018,03:00,04:00,,119
2022018,04:00,05:00,,124
2022018,05:00,06:00,,145
2022018,06:00,07:00,,146
2022018,07:00,08:00,,145
2022018,08:00,09:00,,144
2022018,09:00,10:00,,143
2022018,10:00,11:00,,147
2022018,11:00,12:00,,147
2022018,12:00,13:00,,148
2022018,13:00,14:00,,148
2022018,14:00,15:00,,146
2022018,15:00,16:00,,145
2022018,16:00,17:00,,144
2022018,17:00,18:00,,145
2022018,18:00,19:00,,146
2022018,19:00,20:00,,147
2022018,20:00,21:00,,148
2022018,21:00,22:00,,148
2022018,22:00,23:00,,147
2022018,23:00,00:00,,146
3022018,00:00,01:00,,145
3022018,01:00,02:00,,143
3022018,02:00,03:00,,142
3022018,03:00,04:00,,144
3022018,04:00,05:00,,144
3022018,05:00,06:00,,144
3022018,06:00,07:00,,123
3022018,07:00,08:00,,116
3022018,08:00,09:00,,123
3022018,09:00,10:00,,128
3022018,10:00,11:00,,111
3022018,11:00,12:00,,85
3022018,12:00,13:00,,69
3022018,13:00,14:00,,69
3022018,14:00,15:00,,69
3022018,15:00,16:00,,68
3022018,16:00,17:00,,70
3022018,17:00,18:00,,70
3022018,18:00,19:00,,71
