date,start,end,11WD7RHAU5GKW3B5
1012020,00:00,01:00,149
1012020,01:00,02:00,209
1012020,02:00,03:00,209
1012020,03:00,04:00,209
1012020,04:00,05:00,209
1012020,05:00,06:00,209
1012020,06:00,07:00,209
1012020,07:00,08:00,208
1012020,08:00,09:00,208
1012020,09:00,10:00,208
1012020,10:00,11:00,209
1012020,11:00,12:00,209
1012020,12:00,13:00,208
1012020,13:00,14:00,209
1012020,14:00,15:00,204
1012020,15:00,16:00,207
1012020,16:00,17:00,209
1012020,17:00,18:00,208
1012020,18:00,19:00,209
1012020,19:00,20:00,209
1012020,20:00,21:00,208
1012020,21:00,22:00,209
1012020,22:00,23:00,209
1012020,23:00,00:00,209
2012020,00:00,01:00,208
2012020,01:00,02:00,177
2012020,02:00,03:00,150
2012020,03:00,04:00,146
2012020,04:00,05:00,157
2012020,05:00,06:00,186
2012020,06:00,07:00,201
2012020,07:00,08:00,184
2012020,08:00,09:00,214
2012020,09:00,10:00,217
2012020,10:00,11:00,218
2012020,11:00,12:00,211
2012020,12:00,13:00,215
2012020,13:00,14:00,218
2012020,14:00,15:00,216
2012020,15:00,16:00,217
2012020,16:00,17:00,209
2012020,17:00,18:00,209
2012020,18:00,19:00,208
2012020,19:00,20:00,210
2012020,20:00,21:00,211
2012020,21:00,22:00,210
2012020,22:00,23:00,166
2012020,23:00,00:00,73
3012020,00:00,01:00,57
3012020,01:00,02:00,58
3012020,02:00,03:00,58
3012020,03:00,04:00,58
3012020,04:00,05:00,58
3012020,05:00,06:00,58
3012020,06:00,07:00,58
3012020,07:00,08:00,59
3012020,08:00,09:00,58
3012020,09:00,10:00,59
3012020,10:00,11:00,61
3012020,11:00,12:00,81
3012020,12:00,13:00,96
3012020,13:00,14:00,98
3012020,14:00,15:00,98
3012020,15:00,16:00,101
3012020,16:00,17:00,101
3012020,17:00,18:00,101
3012020,18:00,19:00,101
3012020,19:00,20:00,84
3012020,20:00,21:00,94
3012020,21:00,22:00,93
3012020,22:00,23:00,88
3012020,23:00,00:00,72
4012020,00:00,01:00,58
4012020,01:00,02:00,57
4012020,02:00,03:00,57
4012020,03:00,04:00,57
4012020,04:00,05:00,58
4012020,05:00,06:00,57
4012020,06:00,07:00,57
4012020,07:00,08:00,57
4012020,08:00,09:00,59
4012020,09:00,10:00,60
4012020,10:00,11:00,59
4012020,11:00,12:00,59
4012020,12:00,13:00,59
4012020,13:00,14:00,58
4012020,14:00,15:00,64
4012020,15:00,16:00,90
4012020,16:00,17:00,142
4012020,17:00,18:00,189
4012020,18:00,19:00,205
4012020,19:00,20:00,210
4012020,20:00,21:00,202
4012020,21:00,22:00,209
4012020,22:00,23:00,208
4012020,23:00,00:00,209
5012020,00:00,01:00,209
5012020,01:00,02:00,208
5012020,02:00,03:00,209
5012020,03:00,04:00,207
5012020,04:00,05:00,176
5012020,05:00,06:00,166
5012020,06:00,07:00,149
5012020,07:00,08:00,150
5012020,08:00,09:00,150
5012020,09:00,10:00,150
5012020,10:00,11:00,150
5012020,11:00,12:00,150
5012020,12:00,13:00,149
5012020,13:00,14:00,140
5012020,14:00,15:00,139
5012020,15:00,16:00,151
5012020,16:00,17:00,190
5012020,17:00,18:00,209
5012020,18:00,19:00,209
5012020,19:00,20:00,210
5012020,20:00,21:00,210
5012020,21:00,22:00,207
5012020,22:00,23:00,208
5012020,23:00,00:00,206
6012020,00:00,01:00,203
6012020,01:00,02:00,208
6012020,02:00,03:00,208
6012020,03:00,04:00,208
6012020,04:00,05:00,204
6012020,05:00,06:00,207
6012020,06:00,07:00,205
6012020,07:00,08:00,198
6012020,08:00,09:00,203
6012020,09:00,10:00,210
6012020,10:00,11:00,208
6012020,11:00,12:00,209
6012020,12:00,13:00,208
6012020,13:00,14:00,209
6012020,14:00,15:00,209
6012020,15:00,16:00,209
6012020,16:00,17:00,209
6012020,17:00,18:00,210
6012020,18:00,19:00,209
6012020,19:00,20:00,209
6012020,20:00,21:00,206
6012020,21:00,22:00,205
6012020,22:00,23:00,206
6012020,23:00,00:00,172
7012020,00:00,01:00,141
7012020,01:00,02:00,139
7012020,02:00,03:00,139
7012020,03:00,04:00,139
7012020,04:00,05:00,143
7012020,05:00,06:00,175
7012020,06:00,07:00,208
7012020,07:00,08:00,210
7012020,08:00,09:00,212
7012020,09:00,10:00,212
7012020,10:00,11:00,215
7012020,11:00,12:00,211
7012020,12:00,13:00,207
7012020,13:00,14:00,206
7012020,14:00,15:00,211
7012020,15:00,16:00,210
7012020,16:00,17:00,209
7012020,17:00,18:00,211
7012020,18:00,19:00,209
7012020,19:00,20:00,208
7012020,20:00,21:00,202
7012020,21:00,22:00,205
7012020,22:00,23:00,176
7012020,23:00,00:00,130
8012020,00:00,01:00,117
8012020,01:00,02:00,117
8012020,02:00,03:00,116
8012020,03:00,04:00,116
8012020,04:00,05:00,116
8012020,05:00,06:00,116
8012020,06:00,07:00,136
8012020,07:00,08:00,204
8012020,08:00,09:00,208
8012020,09:00,10:00,212
8012020,10:00,11:00,210
8012020,11:00,12:00,212
8012020,12:00,13:00,206
8012020,13:00,14:00,207
8012020,14:00,15:00,211
8012020,15:00,16:00,206
8012020,16:00,17:00,206
8012020,17:00,18:00,211
8012020,18:00,19:00,212
8012020,19:00,20:00,213
8012020,20:00,21:00,207
8012020,21:00,22:00,213
8012020,22:00,23:00,211
8012020,23:00,00:00,201
9012020,00:00,01:00,163
9012020,01:00,02:00,144
9012020,02:00,03:00,144
9012020,03:00,04:00,144
9012020,04:00,05:00,148
9012020,05:00,06:00,178
9012020,06:00,07:00,211
9012020,07:00,08:00,215
9012020,08:00,09:00,215
9012020,09:00,10:00,190
9012020,10:00,11:00,205
9012020,11:00,12:00,203
9012020,12:00,13:00,194
9012020,13:00,14:00,171
9012020,14:00,15:00,191
9012020,15:00,16:00,196
9012020,16:00,17:00,205
9012020,17:00,18:00,206
9012020,18:00,19:00,206
9012020,19:00,20:00,206
9012020,20:00,21:00,206
9012020,21:00,22:00,167
9012020,22:00,23:00,114
9012020,23:00,00:00,114
10012020,00:00,01:00,137
10012020,01:00,02:00,160
10012020,02:00,03:00,153
10012020,03:00,04:00,153
10012020,04:00,05:00,152
10012020,05:00,06:00,179
10012020,06:00,07:00,207
10012020,07:00,08:00,214
10012020,08:00,09:00,215
10012020,09:00,10:00,214
10012020,10:00,11:00,215
10012020,11:00,12:00,215
10012020,12:00,13:00,207
10012020,13:00,14:00,211
10012020,14:00,15:00,214
10012020,15:00,16:00,210
10012020,16:00,17:00,209
10012020,17:00,18:00,209
10012020,18:00,19:00,214
10012020,19:00,20:00,214
10012020,20:00,21:00,214
10012020,21:00,22:00,198
10012020,22:00,23:00,173
10012020,23:00,00:00,165
11012020,00:00,01:00,118
11012020,01:00,02:00,115
11012020,02:00,03:00,115
11012020,03:00,04:00,115
11012020,04:00,05:00,115
11012020,05:00,06:00,115
11012020,06:00,07:00,133
11012020,07:00,08:00,174
11012020,08:00,09:00,207
11012020,09:00,10:00,209
11012020,10:00,11:00,211
11012020,11:00,12:00,209
11012020,12:00,13:00,209
11012020,13:00,14:00,209
11012020,14:00,15:00,209
11012020,15:00,16:00,209
11012020,16:00,17:00,209
11012020,17:00,18:00,208
11012020,18:00,19:00,209
11012020,19:00,20:00,201
11012020,20:00,21:00,166
11012020,21:00,22:00,124
11012020,22:00,23:00,115
11012020,23:00,00:00,114
12012020,00:00,01:00,114
12012020,01:00,02:00,114
12012020,02:00,03:00,114
12012020,03:00,04:00,114
12012020,04:00,05:00,114
12012020,05:00,06:00,115
12012020,06:00,07:00,115
12012020,07:00,08:00,115
12012020,08:00,09:00,115
12012020,09:00,10:00,116
12012020,10:00,11:00,117
12012020,11:00,12:00,118
12012020,12:00,13:00,117
12012020,13:00,14:00,116
12012020,14:00,15:00,116
12012020,15:00,16:00,117
12012020,16:00,17:00,129
12012020,17:00,18:00,172
12012020,18:00,19:00,193
12012020,19:00,20:00,197
12012020,20:00,21:00,188
12012020,21:00,22:00,182
12012020,22:00,23:00,174
12012020,23:00,00:00,142
13012020,00:00,01:00,116
13012020,01:00,02:00,116
13012020,02:00,03:00,115
13012020,03:00,04:00,116
13012020,04:00,05:00,128
13012020,05:00,06:00,165
13012020,06:00,07:00,203
13012020,07:00,08:00,223
13012020,08:00,09:00,227
13012020,09:00,10:00,227
13012020,10:00,11:00,227
13012020,11:00,12:00,226
13012020,12:00,13:00,230
13012020,13:00,14:00,236
13012020,14:00,15:00,237
13012020,15:00,16:00,237
13012020,16:00,17:00,237
13012020,17:00,18:00,237
13012020,18:00,19:00,237
13012020,19:00,20:00,216
13012020,20:00,21:00,173
13012020,21:00,22:00,205
13012020,22:00,23:00,194
13012020,23:00,00:00,150
14012020,00:00,01:00,91
14012020,01:00,02:00,61
14012020,02:00,03:00,62
14012020,03:00,04:00,62
14012020,04:00,05:00,62
14012020,05:00,06:00,61
14012020,06:00,07:00,63
14012020,07:00,08:00,95
14012020,08:00,09:00,110
14012020,09:00,10:00,102
14012020,10:00,11:00,83
14012020,11:00,12:00,64
14012020,12:00,13:00,63
14012020,13:00,14:00,62
14012020,14:00,15:00,69
14012020,15:00,16:00,77
14012020,16:00,17:00,66
14012020,17:00,18:00,64
14012020,18:00,19:00,67
14012020,19:00,20:00,85
14012020,20:00,21:00,87
14012020,21:00,22:00,77
14012020,22:00,23:00,62
14012020,23:00,00:00,62
15012020,00:00,01:00,63
15012020,01:00,02:00,66
15012020,02:00,03:00,66
15012020,03:00,04:00,66
15012020,04:00,05:00,66
15012020,05:00,06:00,65
15012020,06:00,07:00,84
15012020,07:00,08:00,104
