date,start,end,11WD2BR15000116G
1012018,00:00,01:00,85
1012018,01:00,02:00,94
1012018,02:00,03:00,98
1012018,03:00,04:00,90
1012018,04:00,05:00,89
1012018,05:00,06:00,88
1012018,06:00,07:00,89
1012018,07:00,08:00,87
1012018,08:00,09:00,89
1012018,09:00,10:00,88
1012018,10:00,11:00,89
1012018,11:00,12:00,88
1012018,12:00,13:00,88
1012018,13:00,14:00,90
1012018,14:00,15:00,89
1012018,15:00,16:00,89
1012018,16:00,17:00,88
1012018,17:00,18:00,90
1012018,18:00,19:00,101
1012018,19:00,20:00,87
1012018,20:00,21:00,89
1012018,21:00,22:00,97
1012018,22:00,23:00,98
1012018,23:00,00:00,0
2012018,00:00,01:00,85
2012018,01:00,02:00,83
2012018,02:00,03:00,89
2012018,03:00,04:00,88
2012018,04:00,05:00,90
2012018,05:00,06:00,88
2012018,06:00,07:00,95
2012018,07:00,08:00,91
2012018,08:00,09:00,94
2012018,09:00,10:00,95
2012018,10:00,11:00,93
2012018,11:00,12:00,95
2012018,12:00,13:00,98
2012018,13:00,14:00,98
2012018,14:00,15:00,98
2012018,15:00,16:00,99
2012018,16:00,17:00,99
2012018,17:00,18:00,97
2012018,18:00,19:00,97
2012018,19:00,20:00,96
2012018,20:00,21:00,97
2012018,21:00,22:00,97
2012018,22:00,23:00,91
2012018,23:00,00:00,0
3012018,00:00,01:00,86
3012018,01:00,02:00,84
3012018,02:00,03:00,84
3012018,03:00,04:00,85
3012018,04:00,05:00,84
3012018,05:00,06:00,84
3012018,06:00,07:00,84
3012018,07:00,08:00,84
3012018,08:00,09:00,86
3012018,09:00,10:00,88
3012018,10:00,11:00,88
3012018,11:00,12:00,89
3012018,12:00,13:00,88
3012018,13:00,14:00,88
3012018,14:00,15:00,89
3012018,15:00,16:00,89
3012018,16:00,17:00,89
3012018,17:00,18:00,88
3012018,18:00,19:00,90
3012018,19:00,20:00,88
3012018,20:00,21:00,88
3012018,21:00,22:00,89
3012018,22:00,23:00,89
3012018,23:00,00:00,0
4012018,00:00,01:00,89
4012018,01:00,02:00,89
4012018,02:00,03:00,90
4012018,03:00,04:00,88
4012018,04:00,05:00,89
4012018,05:00,06:00,88
4012018,06:00,07:00,87
4012018,07:00,08:00,92
4012018,08:00,09:00,102
4012018,09:00,10:00,102
4012018,10:00,11:00,101
4012018,11:00,12:00,102
4012018,12:00,13:00,0
4012018,13:00,14:00,107
4012018,14:00,15:00,105
4012018,15:00,16:00,105
4012018,16:00,17:00,102
4012018,17:00,18:00,101
4012018,18:00,19:00,100
4012018,19:00,20:00,97
4012018,20:00,21:00,89
4012018,21:00,22:00,89
4012018,22:00,23:00,89
4012018,23:00,00:00,0
5012018,00:00,01:00,88
5012018,01:00,02:00,89
5012018,02:00,03:00,89
5012018,03:00,04:00,88
5012018,04:00,05:00,89
5012018,05:00,06:00,88
5012018,06:00,07:00,88
5012018,07:00,08:00,90
5012018,08:00,09:00,101
5012018,09:00,10:00,98
5012018,10:00,11:00,96
5012018,11:00,12:00,98
5012018,12:00,13:00,101
5012018,13:00,14:00,100
5012018,14:00,15:00,102
5012018,15:00,16:00,102
5012018,16:00,17:00,100
5012018,17:00,18:00,98
5012018,18:00,19:00,99
5012018,19:00,20:00,97
5012018,20:00,21:00,101
5012018,21:00,22:00,104
5012018,22:00,23:00,102
5012018,23:00,00:00,0
6012018,00:00,01:00,88
6012018,01:00,02:00,80
6012018,02:00,03:00,79
6012018,03:00,04:00,79
6012018,04:00,05:00,78
6012018,05:00,06:00,80
6012018,06:00,07:00,80
6012018,07:00,08:00,99
6012018,08:00,09:00,101
6012018,09:00,10:00,103
6012018,10:00,11:00,105
6012018,11:00,12:00,101
6012018,12:00,13:00,101
6012018,13:00,14:00,103
6012018,14:00,15:00,106
6012018,15:00,16:00,108
6012018,16:00,17:00,104
6012018,17:00,18:00,103
6012018,18:00,19:00,95
6012018,19:00,20:00,94
6012018,20:00,21:00,98
6012018,21:00,22:00,88
6012018,22:00,23:00,89
6012018,23:00,00:00,0
7012018,00:00,01:00,80
7012018,01:00,02:00,84
7012018,02:00,03:00,82
7012018,03:00,04:00,86
7012018,04:00,05:00,84
7012018,05:00,06:00,84
7012018,06:00,07:00,83
7012018,07:00,08:00,83
7012018,08:00,09:00,82
7012018,09:00,10:00,83
7012018,10:00,11:00,96
7012018,11:00,12:00,87
7012018,12:00,13:00,86
7012018,13:00,14:00,87
7012018,14:00,15:00,86
7012018,15:00,16:00,87
7012018,16:00,17:00,86
7012018,17:00,18:00,91
7012018,18:00,19:00,95
7012018,19:00,20:00,95
7012018,20:00,21:00,95
7012018,21:00,22:00,89
7012018,22:00,23:00,88
7012018,23:00,00:00,0
8012018,00:00,01:00,87
8012018,01:00,02:00,87
8012018,02:00,03:00,87
8012018,03:00,04:00,88
8012018,04:00,05:00,89
8012018,05:00,06:00,89
8012018,06:00,07:00,95
8012018,07:00,08:00,96
8012018,08:00,09:00,95
8012018,09:00,10:00,97
8012018,10:00,11:00,95
8012018,11:00,12:00,95
8012018,12:00,13:00,93
8012018,13:00,14:00,94
8012018,14:00,15:00,97
8012018,15:00,16:00,97
8012018,16:00,17:00,98
8012018,17:00,18:00,96
8012018,18:00,19:00,94
8012018,19:00,20:00,96
8012018,20:00,21:00,97
8012018,21:00,22:00,94
8012018,22:00,23:00,88
8012018,23:00,00:00,0
9012018,00:00,01:00,83
9012018,01:00,02:00,83
9012018,02:00,03:00,82
9012018,03:00,04:00,83
9012018,04:00,05:00,83
9012018,05:00,06:00,84
9012018,06:00,07:00,91
9012018,07:00,08:00,95
9012018,08:00,09:00,93
9012018,09:00,10:00,93
9012018,10:00,11:00,99
9012018,11:00,12:00,94
9012018,12:00,13:00,93
9012018,13:00,14:00,92
9012018,14:00,15:00,90
9012018,15:00,16:00,92
9012018,16:00,17:00,93
9012018,17:00,18:00,94
9012018,18:00,19:00,94
9012018,19:00,20:00,94
9012018,20:00,21:00,92
9012018,21:00,22:00,91
9012018,22:00,23:00,93
9012018,23:00,00:00,0
10012018,00:00,01:00,84
10012018,01:00,02:00,83
10012018,02:00,03:00,83
10012018,03:00,04:00,82
10012018,04:00,05:00,82
10012018,05:00,06:00,93
10012018,06:00,07:00,92
10012018,07:00,08:00,94
10012018,08:00,09:00,98
10012018,09:00,10:00,97
10012018,10:00,11:00,97
10012018,11:00,12:00,93
10012018,12:00,13:00,92
10012018,13:00,14:00,95
10012018,14:00,15:00,96
10012018,15:00,16:00,97
10012018,16:00,17:00,95
10012018,17:00,18:00,93
10012018,18:00,19:00,92
10012018,19:00,20:00,94
10012018,20:00,21:00,95
10012018,21:00,22:00,98
10012018,22:00,23:00,99
10012018,23:00,00:00,0
11012018,00:00,01:00,98
11012018,01:00,02:00,98
11012018,02:00,03:00,100
11012018,03:00,04:00,100
11012018,04:00,05:00,99
11012018,05:00,06:00,97
11012018,06:00,07:00,93
11012018,07:00,08:00,93
11012018,08:00,09:00,92
11012018,09:00,10:00,94
11012018,10:00,11:00,96
11012018,11:00,12:00,95
11012018,12:00,13:00,95
11012018,13:00,14:00,94
11012018,14:00,15:00,96
11012018,15:00,16:00,96
11012018,16:00,17:00,93
11012018,17:00,18:00,94
11012018,18:00,19:00,96
11012018,19:00,20:00,98
11012018,20:00,21:00,97
11012018,21:00,22:00,99
11012018,22:00,23:00,97
11012018,23:00,00:00,0
12012018,00:00,01:00,100
12012018,01:00,02:00,102
12012018,02:00,03:00,92
12012018,03:00,04:00,92
12012018,04:00,05:00,97
12012018,05:00,06:00,93
12012018,06:00,07:00,100
12012018,07:00,08:00,103
12012018,08:00,09:00,104
12012018,09:00,10:00,100
12012018,10:00,11:00,95
12012018,11:00,12:00,93
12012018,12:00,13:00,94
12012018,13:00,14:00,92
12012018,14:00,15:00,95
12012018,15:00,16:00,94
12012018,16:00,17:00,93
12012018,17:00,18:00,93
12012018,18:00,19:00,92
12012018,19:00,20:00,90
12012018,20:00,21:00,93
12012018,21:00,22:00,94
12012018,22:00,23:00,94
12012018,23:00,00:00,0
13012018,00:00,01:00,86
13012018,01:00,02:00,80
13012018,02:00,03:00,79
13012018,03:00,04:00,89
13012018,04:00,05:00,89
13012018,05:00,06:00,87
13012018,06:00,07:00,88
13012018,07:00,08:00,88
13012018,08:00,09:00,87
13012018,09:00,10:00,88
13012018,10:00,11:00,87
13012018,11:00,12:00,89
13012018,12:00,13:00,87
13012018,13:00,14:00,88
13012018,14:00,15:00,89
13012018,15:00,16:00,88
13012018,16:00,17:00,88
13012018,17:00,18:00,88
13012018,18:00,19:00,88
13012018,19:00,20:00,89
13012018,20:00,21:00,89
13012018,21:00,22:00,89
13012018,22:00,23:00,84
13012018,23:00,00:00,0
14012018,00:00,01:00,84
14012018,01:00,02:00,84
14012018,02:00,03:00,84
14012018,03:00,04:00,84
14012018,04:00,05:00,84
14012018,05:00,06:00,84
14012018,06:00,07:00,82
14012018,07:00,08:00,73
14012018,08:00,09:00,65
14012018,09:00,10:00,66
14012018,10:00,11:00,67
14012018,11:00,12:00,74
14012018,12:00,13:00,76
14012018,13:00,14:00,68
14012018,14:00,15:00,69
14012018,15:00,16:00,74
14012018,16:00,17:00,85
14012018,17:00,18:00,91
