date,start,end,11WD2WBW1000039N,11WD2WBW2000040U
1012019,00:00,01:00,34,34
1012019,01:00,02:00,36,47
1012019,02:00,03:00,36,47
1012019,03:00,04:00,35,48
1012019,04:00,05:00,38,51
1012019,05:00,06:00,39,52
1012019,06:00,07:00,39,49
1012019,07:00,08:00,38,51
1012019,08:00,09:00,38,51
1012019,09:00,10:00,38,51
1012019,10:00,11:00,38,50
1012019,11:00,12:00,38,50
1012019,12:00,13:00,38,49
1012019,13:00,14:00,34,49
1012019,14:00,15:00,32,49
1012019,15:00,16:00,32,49
1012019,16:00,17:00,32,48
1012019,17:00,18:00,32,49
1012019,18:00,19:00,32,49
1012019,19:00,20:00,32,49
1012019,20:00,21:00,32,50
1012019,21:00,22:00,32,51
1012019,22:00,23:00,33,53
1012019,23:00,00:00,33,52
2012019,00:00,01:00,33,43
2012019,01:00,02:00,35,34
2012019,02:00,03:00,35,34
2012019,03:00,04:00,35,39
2012019,04:00,05:00,34,48
2012019,05:00,06:00,41,51
2012019,06:00,07:00,54,56
2012019,07:00,08:00,68,68
2012019,08:00,09:00,57,57
2012019,09:00,10:00,59,62
2012019,10:00,11:00,57,61
2012019,11:00,12:00,61,66
2012019,12:00,13:00,61,65
2012019,13:00,14:00,61,64
2012019,14:00,15:00,60,59
2012019,15:00,16:00,58,60
2012019,16:00,17:00,63,65
2012019,17:00,18:00,62,64
2012019,18:00,19:00,62,65
2012019,19:00,20:00,62,67
2012019,20:00,21:00,63,66
2012019,21:00,22:00,62,63
2012019,22:00,23:00,62,64
2012019,23:00,00:00,55,59
3012019,00:00,01:00,69,68
3012019,01:00,02:00,72,69
3012019,02:00,03:00,65,64
3012019,03:00,04:00,65,70
3012019,04:00,05:00,65,69
3012019,05:00,06:00,65,74
3012019,06:00,07:00,60,73
3012019,07:00,08:00,61,73
3012019,08:00,09:00,60,74
3012019,09:00,10:00,61,73
3012019,10:00,11:00,56,77
3012019,11:00,12:00,57,86
3012019,12:00,13:00,80,101
3012019,13:00,14:00,89,119
3012019,14:00,15:00,114,112
3012019,15:00,16:00,123,122
3012019,16:00,17:00,124,122
3012019,17:00,18:00,123,120
3012019,18:00,19:00,120,119
3012019,19:00,20:00,120,121
3012019,20:00,21:00,106,104
3012019,21:00,22:00,85,78
3012019,22:00,23:00,65,59
3012019,23:00,00:00,64,59
4012019,00:00,01:00,60,60
4012019,01:00,02:00,59,60
4012019,02:00,03:00,59,59
4012019,03:00,04:00,58,60
4012019,04:00,05:00,60,60
4012019,05:00,06:00,60,70
4012019,06:00,07:00,57,69
4012019,07:00,08:00,61,76
4012019,08:00,09:00,60,70
4012019,09:00,10:00,72,88
4012019,10:00,11:00,67,73
4012019,11:00,12:00,62,65
4012019,12:00,13:00,62,65
4012019,13:00,14:00,66,68
4012019,14:00,15:00,61,63
4012019,15:00,16:00,60,62
4012019,16:00,17:00,62,63
4012019,17:00,18:00,54,56
4012019,18:00,19:00,54,53
4012019,19:00,20:00,53,51
4012019,20:00,21:00,53,55
4012019,21:00,22:00,53,54
4012019,22:00,23:00,38,53
4012019,23:00,00:00,55,67
5012019,00:00,01:00,76,33
5012019,01:00,02:00,36,58
5012019,02:00,03:00,35,52
5012019,03:00,04:00,36,51
5012019,04:00,05:00,35,44
5012019,05:00,06:00,35,43
5012019,06:00,07:00,36,35
5012019,07:00,08:00,37,38
5012019,08:00,09:00,38,39
5012019,09:00,10:00,38,39
5012019,10:00,11:00,37,39
5012019,11:00,12:00,35,37
5012019,12:00,13:00,35,37
5012019,13:00,14:00,35,37
5012019,14:00,15:00,35,38
5012019,15:00,16:00,33,35
5012019,16:00,17:00,34,36
5012019,17:00,18:00,38,36
5012019,18:00,19:00,39,37
5012019,19:00,20:00,34,37
5012019,20:00,21:00,33,38
5012019,21:00,22:00,33,34
5012019,22:00,23:00,32,33
5012019,23:00,00:00,33,33
6012019,00:00,01:00,31,33
6012019,01:00,02:00,31,33
6012019,02:00,03:00,32,33
6012019,03:00,04:00,32,37
6012019,04:00,05:00,31,34
6012019,05:00,06:00,32,33
6012019,06:00,07:00,32,33
6012019,07:00,08:00,32,34
6012019,08:00,09:00,32,33
6012019,09:00,10:00,35,37
6012019,10:00,11:00,39,40
6012019,11:00,12:00,36,38
6012019,12:00,13:00,36,37
6012019,13:00,14:00,36,35
6012019,14:00,15:00,34,37
6012019,15:00,16:00,36,39
6012019,16:00,17:00,37,53
6012019,17:00,18:00,36,52
6012019,18:00,19:00,36,51
6012019,19:00,20:00,37,52
6012019,20:00,21:00,32,52
6012019,21:00,22:00,32,52
6012019,22:00,23:00,31,54
6012019,23:00,00:00,31,72
7012019,00:00,01:00,32,66
7012019,01:00,02:00,32,74
7012019,02:00,03:00,32,74
7012019,03:00,04:00,46,69
7012019,04:00,05:00,59,56
7012019,05:00,06:00,58,59
7012019,06:00,07:00,74,71
7012019,07:00,08:00,92,86
7012019,08:00,09:00,96,95
7012019,09:00,10:00,102,101
7012019,10:00,11:00,97,99
7012019,11:00,12:00,111,106
7012019,12:00,13:00,106,106
7012019,13:00,14:00,111,112
7012019,14:00,15:00,122,123
7012019,15:00,16:00,118,121
7012019,16:00,17:00,111,108
7012019,17:00,18:00,113,112
7012019,18:00,19:00,99,97
7012019,19:00,20:00,102,99
7012019,20:00,21:00,93,93
7012019,21:00,22:00,91,93
7012019,22:00,23:00,83,85
7012019,23:00,00:00,94,92
8012019,00:00,01:00,127,60
8012019,01:00,02:00,86,89
8012019,02:00,03:00,81,88
8012019,03:00,04:00,84,94
8012019,04:00,05:00,85,89
8012019,05:00,06:00,89,94
8012019,06:00,07:00,96,100
8012019,07:00,08:00,103,107
8012019,08:00,09:00,111,107
8012019,09:00,10:00,112,106
8012019,10:00,11:00,112,107
8012019,11:00,12:00,112,107
8012019,12:00,13:00,105,107
8012019,13:00,14:00,104,107
8012019,14:00,15:00,104,107
8012019,15:00,16:00,108,106
8012019,16:00,17:00,95,103
8012019,17:00,18:00,97,96
8012019,18:00,19:00,91,88
8012019,19:00,20:00,97,89
8012019,20:00,21:00,91,88
8012019,21:00,22:00,94,89
8012019,22:00,23:00,97,96
8012019,23:00,00:00,88,84
9012019,00:00,01:00,84,84
9012019,01:00,02:00,81,84
9012019,02:00,03:00,82,80
9012019,03:00,04:00,98,70
9012019,04:00,05:00,89,71
9012019,05:00,06:00,83,82
9012019,06:00,07:00,92,88
9012019,07:00,08:00,102,101
9012019,08:00,09:00,110,110
9012019,09:00,10:00,105,106
9012019,10:00,11:00,113,115
9012019,11:00,12:00,105,106
9012019,12:00,13:00,98,105
9012019,13:00,14:00,104,101
9012019,14:00,15:00,101,101
9012019,15:00,16:00,102,104
9012019,16:00,17:00,97,105
9012019,17:00,18:00,95,100
9012019,18:00,19:00,89,85
9012019,19:00,20:00,96,88
9012019,20:00,21:00,84,87
9012019,21:00,22:00,85,88
9012019,22:00,23:00,77,77
9012019,23:00,00:00,61,107
10012019,00:00,01:00,66,106
10012019,01:00,02:00,78,103
10012019,02:00,03:00,84,91
10012019,03:00,04:00,83,97
10012019,04:00,05:00,80,92
10012019,05:00,06:00,84,92
10012019,06:00,07:00,94,95
10012019,07:00,08:00,115,116
10012019,08:00,09:00,120,119
10012019,09:00,10:00,119,118
10012019,10:00,11:00,118,115
10012019,11:00,12:00,119,114
10012019,12:00,13:00,122,75
10012019,13:00,14:00,122,78
10012019,14:00,15:00,104,88
10012019,15:00,16:00,117,114
10012019,16:00,17:00,118,117
10012019,17:00,18:00,118,117
10012019,18:00,19:00,117,117
10012019,19:00,20:00,117,116
10012019,20:00,21:00,118,116
10012019,21:00,22:00,106,106
10012019,22:00,23:00,109,108
10012019,23:00,00:00,109,62
11012019,00:00,01:00,80,84
11012019,01:00,02:00,63,109
11012019,02:00,03:00,69,96
11012019,03:00,04:00,77,96
11012019,04:00,05:00,80,94
11012019,05:00,06:00,64,108
11012019,06:00,07:00,73,111
11012019,07:00,08:00,86,124
11012019,08:00,09:00,92,124
11012019,09:00,10:00,0,114
11012019,10:00,11:00,0,97
11012019,11:00,12:00,44,101
11012019,12:00,13:00,91,101
11012019,13:00,14:00,103,102
11012019,14:00,15:00,99,89
11012019,15:00,16:00,98,93
11012019,16:00,17:00,95,93
11012019,17:00,18:00,95,88
11012019,18:00,19:00,88,80
11012019,19:00,20:00,86,91
11012019,20:00,21:00,85,84
11012019,21:00,22:00,91,84
11012019,22:00,23:00,78,80
11012019,23:00,00:00,86,89
12012019,00:00,01:00,84,85
12012019,01:00,02:00,84,86
12012019,02:00,03:00,80,79
12012019,03:00,04:00,80,85
12012019,04:00,05:00,80,81
12012019,05:00,06:00,71,70
12012019,06:00,07:00,55,58
12012019,07:00,08:00,55,56
12012019,08:00,09:00,55,53
12012019,09:00,10:00,50,51
12012019,10:00,11:00,35,61
12012019,11:00,12:00,35,63
12012019,12:00,13:00,35,62
12012019,13:00,14:00,35,54
12012019,14:00,15:00,31,49
12012019,15:00,16:00,31,52
12012019,16:00,17:00,31,51
12012019,17:00,18:00,30,52
12012019,18:00,19:00,31,51
12012019,19:00,20:00,30,51
12012019,20:00,21:00,31,51
12012019,21:00,22:00,31,47
12012019,22:00,23:00,32,32
12012019,23:00,00:00,33,33
13012019,00:00,01:00,32,33
13012019,01:00,02:00,32,33
13012019,02:00,03:00,32,33
13012019,03:00,04:00,33,34
13012019,04:00,05:00,33,32
13012019,05:00,06:00,33,33
13012019,06:00,07:00,34,34
13012019,07:00,08:00,33,33
13012019,08:00,09:00,33,34
13012019,09:00,10:00,33,33
13012019,10:00,11:00,34,34
13012019,11:00,12:00,33,33
13012019,12:00,13:00,34,33
13012019,13:00,14:00,33,33
13012019,14:00,15:00,35,33
13012019,15:00,16:00,33,34
13012019,16:00,17:00,33,33
13012019,17:00,18:00,33,33
13012019,18:00,19:00,32,32
13012019,19:00,20:00,31,32
13012019,20:00,21:00,32,31
13012019,21:00,22:00,34,34
13012019,22:00,23:00,36,58
13012019,23:00,00:00,38,69
14012019,00:00,01:00,90,33
14012019,01:00,02:00,65,69
14012019,02:00,03:00,62,70
14012019,03:00,04:00,57,79
14012019,04:00,05:00,60,80
14012019,05:00,06:00,67,84
14012019,06:00,07:00,108,106
14012019,07:00,08:00,112,111
14012019,08:00,09:00,116,113
14012019,09:00,10:00,117,115
14012019,10:00,11:00,120,118
14012019,11:00,12:00,122,121
14012019,12:00,13:00,122,122
14012019,13:00,14:00,118,118
14012019,14:00,15:00,113,113
14012019,15:00,16:00,113,112
14012019,16:00,17:00,112,112
14012019,17:00,18:00,115,114
14012019,18:00,19:00,116,114
14012019,19:00,20:00,114,113
14012019,20:00,21:00,106,106
14012019,21:00,22:00,104,103
14012019,22:00,23:00,91,89
14012019,23:00,00:00,92,97
15012019,00:00,01:00,78,126
15012019,01:00,02:00,96,105
15012019,02:00,03:00,96,95
15012019,03:00,04:00,103,100
15012019,04:00,05:00,101,102
15012019,05:00,06:00,99,102
15012019,06:00,07:00,106,110
15012019,07:00,08:00,116,114
15012019,08:00,09:00,115,115
15012019,09:00,10:00,116,115
15012019,10:00,11:00,119,118
15012019,11:00,12:00,121,121
15012019,12:00,13:00,121,122
15012019,13:00,14:00,123,123
15012019,14:00,15:00,123,121
15012019,15:00,16:00,119,115
15012019,16:00,17:00,117,113
15012019,17:00,18:00,113,115
15012019,18:00,19:00,104,110
15012019,19:00,20:00,105,114
15012019,20:00,21:00,100,118
15012019,21:00,22:00,106,118
15012019,22:00,23:00,84,120
15012019,23:00,00:00,87,125
16012019,00:00,01:00,91,125
16012019,01:00,02:00,95,124
16012019,02:00,03:00,84,125
16012019,03:00,04:00,91,125
16012019,04:00,05:00,87,123
16012019,05:00,06:00,88,122
16012019,06:00,07:00,95,121
16012019,07:00,08:00,115,119
16012019,08:00,09:00,120,119
16012019,09:00,10:00,116,120
16012019,10:00,11:00,103,121
16012019,11:00,12:00,114,122
16012019,12:00,13:00,114,122
16012019,13:00,14:00,114,120
16012019,14:00,15:00,113,117
16012019,15:00,16:00,113,118
16012019,16:00,17:00,104,118
16012019,17:00,18:00,103,117
16012019,18:00,19:00,86,116
16012019,19:00,20:00,80,117
16012019,20:00,21:00,96,120
16012019,21:00,22:00,90,121
16012019,22:00,23:00,77,121
16012019,23:00,00:00,88,124
17012019,00:00,01:00,86,121
17012019,01:00,02:00,88,123
17012019,02:00,03:00,73,124
17012019,03:00,04:00,93,124
17012019,04:00,05:00,84,123
17012019,05:00,06:00,81,123
17012019,06:00,07:00,90,121
17012019,07:00,08:00,108,120
17012019,08:00,09:00,111,120
17012019,09:00,10:00,112,121
17012019,10:00,11:00,105,122
17012019,11:00,12:00,114,123
17012019,12:00,13:00,116,124
17012019,13:00,14:00,121,125
17012019,14:00,15:00,111,123
17012019,15:00,16:00,111,123
17012019,16:00,17:00,98,119
17012019,17:00,18:00,95,117
17012019,18:00,19:00,86,118
17012019,19:00,20:00,91,119
17012019,20:00,21:00,81,120
17012019,21:00,22:00,79,120
17012019,22:00,23:00,75,120
17012019,23:00,00:00,73,124
18012019,00:00,01:00,74,121
18012019,01:00,02:00,78,120
18012019,02:00,03:00,72,117
18012019,03:00,04:00,73,115
18012019,04:00,05:00,73,116
18012019,05:00,06:00,79,115
18012019,06:00,07:00,81,114
18012019,07:00,08:00,110,115
18012019,08:00,09:00,112,114
18012019,09:00,10:00,112,115
18012019,10:00,11:00,116,113
18012019,11:00,12:00,118,115
18012019,12:00,13:00,115,118
18012019,13:00,14:00,115,122
18012019,14:00,15:00,114,120
18012019,15:00,16:00,95,118
18012019,16:00,17:00,88,118
18012019,17:00,18:00,119,118
18012019,18:00,19:00,119,117
18012019,19:00,20:00,116,115
18012019,20:00,21:00,80,111
18012019,21:00,22:00,71,102
18012019,22:00,23:00,75,84
18012019,23:00,00:00,101,68
19012019,00:00,01:00,98,99
19012019,01:00,02:00,101,102
19012019,02:00,03:00,90,102
19012019,03:00,04:00,98,97
19012019,04:00,05:00,74,101
19012019,05:00,06:00,60,95
19012019,06:00,07:00,60,71
19012019,07:00,08:00,62,70
19012019,08:00,09:00,62,69
19012019,09:00,10:00,61,69
19012019,10:00,11:00,61,69
19012019,11:00,12:00,62,69
19012019,12:00,13:00,62,57
19012019,13:00,14:00,62,58
19012019,14:00,15:00,61,63
19012019,15:00,16:00,69,85
19012019,16:00,17:00,85,127
19012019,17:00,18:00,88,125
19012019,18:00,19:00,62,92
19012019,19:00,20:00,64,63
19012019,20:00,21:00,66,55
19012019,21:00,22:00,66,57
19012019,22:00,23:00,59,60
19012019,23:00,00:00,62,72
20012019,00:00,01:00,59,58
20012019,01:00,02:00,62,62
20012019,02:00,03:00,62,64
20012019,03:00,04:00,63,62
20012019,04:00,05:00,62,64
20012019,05:00,06:00,64,67
20012019,06:00,07:00,64,66
20012019,07:00,08:00,63,67
20012019,08:00,09:00,64,66
20012019,09:00,10:00,64,67
20012019,10:00,11:00,70,71
20012019,11:00,12:00,49,98
20012019,12:00,13:00,45,78
20012019,13:00,14:00,51,76
20012019,14:00,15:00,57,70
20012019,15:00,16:00,62,71
20012019,16:00,17:00,61,70
20012019,17:00,18:00,64,70
20012019,18:00,19:00,67,75
20012019,19:00,20:00,67,73
20012019,20:00,21:00,69,78
20012019,21:00,22:00,67,70
20012019,22:00,23:00,67,69
20012019,23:00,00:00,65,65
21012019,00:00,01:00,71,72
21012019,01:00,02:00,70,74
21012019,02:00,03:00,68,71
21012019,03:00,04:00,69,72
21012019,04:00,05:00,91,91
21012019,05:00,06:00,92,91
21012019,06:00,07:00,107,105
21012019,07:00,08:00,113,111
21012019,08:00,09:00,114,112
21012019,09:00,10:00,114,112
21012019,10:00,11:00,115,112
21012019,11:00,12:00,114,112
21012019,12:00,13:00,115,110
21012019,13:00,14:00,118,113
21012019,14:00,15:00,118,114
21012019,15:00,16:00,117,113
21012019,16:00,17:00,109,110
21012019,17:00,18:00,103,106
21012019,18:00,19:00,108,91
21012019,19:00,20:00,112,97
21012019,20:00,21:00,105,101
21012019,21:00,22:00,104,102
21012019,22:00,23:00,109,107
21012019,23:00,00:00,111,112
22012019,00:00,01:00,103,104
22012019,01:00,02:00,101,103
22012019,02:00,03:00,93,92
22012019,03:00,04:00,97,92
22012019,04:00,05:00,94,90
22012019,05:00,06:00,94,94
22012019,06:00,07:00,107,106
22012019,07:00,08:00,113,112
22012019,08:00,09:00,113,113
22012019,09:00,10:00,113,113
22012019,10:00,11:00,114,114
22012019,11:00,12:00,118,116
22012019,12:00,13:00,121,120
22012019,13:00,14:00,123,121
22012019,14:00,15:00,122,121
22012019,15:00,16:00,98,121
22012019,16:00,17:00,78,115
22012019,17:00,18:00,101,111
22012019,18:00,19:00,90,111
22012019,19:00,20:00,75,113
22012019,20:00,21:00,98,113
22012019,21:00,22:00,98,111
22012019,22:00,23:00,97,102
