date,start,end,11WD7RHAU5GKW3B5
1012019,00:00,01:00,149
1012019,01:00,02:00,114
1012019,02:00,03:00,111
1012019,03:00,04:00,111
1012019,04:00,05:00,111
1012019,05:00,06:00,111
1012019,06:00,07:00,111
1012019,07:00,08:00,111
1012019,08:00,09:00,111
1012019,09:00,10:00,111
1012019,10:00,11:00,111
1012019,11:00,12:00,111
1012019,12:00,13:00,111
1012019,13:00,14:00,111
1012019,14:00,15:00,111
1012019,15:00,16:00,111
1012019,16:00,17:00,111
1012019,17:00,18:00,111
1012019,18:00,19:00,111
1012019,19:00,20:00,111
1012019,20:00,21:00,111
1012019,21:00,22:00,111
1012019,22:00,23:00,111
1012019,23:00,00:00,111
2012019,00:00,01:00,111
2012019,01:00,02:00,111
2012019,02:00,03:00,111
2012019,03:00,04:00,111
2012019,04:00,05:00,111
2012019,05:00,06:00,126
2012019,06:00,07:00,163
2012019,07:00,08:00,194
2012019,08:00,09:00,209
2012019,09:00,10:00,207
2012019,10:00,11:00,207
2012019,11:00,12:00,208
2012019,12:00,13:00,208
2012019,13:00,14:00,202
2012019,14:00,15:00,206
2012019,15:00,16:00,209
2012019,16:00,17:00,209
2012019,17:00,18:00,208
2012019,18:00,19:00,212
2012019,19:00,20:00,207
2012019,20:00,21:00,207
2012019,21:00,22:00,208
2012019,22:00,23:00,208
2012019,23:00,00:00,204
3012019,00:00,01:00,207
3012019,01:00,02:00,208
3012019,02:00,03:00,209
3012019,03:00,04:00,208
3012019,04:00,05:00,208
3012019,05:00,06:00,208
3012019,06:00,07:00,208
3012019,07:00,08:00,208
3012019,08:00,09:00,207
3012019,09:00,10:00,207
3012019,10:00,11:00,213
3012019,11:00,12:00,213
3012019,12:00,13:00,215
3012019,13:00,14:00,215
3012019,14:00,15:00,215
3012019,15:00,16:00,215
3012019,16:00,17:00,215
3012019,17:00,18:00,215
3012019,18:00,19:00,215
3012019,19:00,20:00,216
3012019,20:00,21:00,214
3012019,21:00,22:00,213
3012019,22:00,23:00,212
3012019,23:00,00:00,208
4012019,00:00,01:00,208
4012019,01:00,02:00,208
4012019,02:00,03:00,208
4012019,03:00,04:00,208
4012019,04:00,05:00,208
4012019,05:00,06:00,207
4012019,06:00,07:00,210
4012019,07:00,08:00,208
4012019,08:00,09:00,208
4012019,09:00,10:00,210
4012019,10:00,11:00,214
4012019,11:00,12:00,214
4012019,12:00,13:00,207
4012019,13:00,14:00,208
4012019,14:00,15:00,208
4012019,15:00,16:00,207
4012019,16:00,17:00,208
4012019,17:00,18:00,208
4012019,18:00,19:00,208
4012019,19:00,20:00,213
4012019,20:00,21:00,208
4012019,21:00,22:00,207
4012019,22:00,23:00,208
4012019,23:00,00:00,208
5012019,00:00,01:00,206
5012019,01:00,02:00,205
5012019,02:00,03:00,205
5012019,03:00,04:00,205
5012019,04:00,05:00,196
5012019,05:00,06:00,163
5012019,06:00,07:00,126
5012019,07:00,08:00,118
5012019,08:00,09:00,129
5012019,09:00,10:00,170
5012019,10:00,11:00,203
5012019,11:00,12:00,205
5012019,12:00,13:00,208
5012019,13:00,14:00,208
5012019,14:00,15:00,208
5012019,15:00,16:00,208
5012019,16:00,17:00,211
5012019,17:00,18:00,211
5012019,18:00,19:00,210
5012019,19:00,20:00,210
5012019,20:00,21:00,207
5012019,21:00,22:00,208
5012019,22:00,23:00,208
5012019,23:00,00:00,208
6012019,00:00,01:00,205
6012019,01:00,02:00,205
6012019,02:00,03:00,208
6012019,03:00,04:00,208
6012019,04:00,05:00,204
6012019,05:00,06:00,208
6012019,06:00,07:00,195
6012019,07:00,08:00,161
6012019,08:00,09:00,122
6012019,09:00,10:00,114
6012019,10:00,11:00,129
6012019,11:00,12:00,176
6012019,12:00,13:00,211
6012019,13:00,14:00,207
6012019,14:00,15:00,208
6012019,15:00,16:00,208
6012019,16:00,17:00,211
6012019,17:00,18:00,211
6012019,18:00,19:00,211
6012019,19:00,20:00,211
6012019,20:00,21:00,210
6012019,21:00,22:00,207
6012019,22:00,23:00,208
6012019,23:00,00:00,207
7012019,00:00,01:00,207
7012019,01:00,02:00,208
7012019,02:00,03:00,207
7012019,03:00,04:00,208
7012019,04:00,05:00,208
7012019,05:00,06:00,208
7012019,06:00,07:00,211
7012019,07:00,08:00,217
7012019,08:00,09:00,218
7012019,09:00,10:00,218
7012019,10:00,11:00,218
7012019,11:00,12:00,217
7012019,12:00,13:00,217
7012019,13:00,14:00,218
7012019,14:00,15:00,217
7012019,15:00,16:00,217
7012019,16:00,17:00,217
7012019,17:00,18:00,217
7012019,18:00,19:00,208
7012019,19:00,20:00,207
7012019,20:00,21:00,207
7012019,21:00,22:00,206
7012019,22:00,23:00,152
7012019,23:00,00:00,116
8012019,00:00,01:00,114
8012019,01:00,02:00,114
8012019,02:00,03:00,114
8012019,03:00,04:00,114
8012019,04:00,05:00,117
8012019,05:00,06:00,152
8012019,06:00,07:00,193
8012019,07:00,08:00,210
8012019,08:00,09:00,212
8012019,09:00,10:00,208
8012019,10:00,11:00,208
8012019,11:00,12:00,200
8012019,12:00,13:00,209
8012019,13:00,14:00,208
8012019,14:00,15:00,209
8012019,15:00,16:00,206
8012019,16:00,17:00,209
8012019,17:00,18:00,209
8012019,18:00,19:00,209
8012019,19:00,20:00,209
8012019,20:00,21:00,208
8012019,21:00,22:00,194
8012019,22:00,23:00,179
8012019,23:00,00:00,126
9012019,00:00,01:00,114
9012019,01:00,02:00,110
9012019,02:00,03:00,111
9012019,03:00,04:00,111
9012019,04:00,05:00,140
9012019,05:00,06:00,182
9012019,06:00,07:00,206
9012019,07:00,08:00,209
9012019,08:00,09:00,209
9012019,09:00,10:00,211
9012019,10:00,11:00,212
9012019,11:00,12:00,209
9012019,12:00,13:00,209
9012019,13:00,14:00,209
9012019,14:00,15:00,209
9012019,15:00,16:00,209
9012019,16:00,17:00,208
9012019,17:00,18:00,211
9012019,18:00,19:00,211
9012019,19:00,20:00,210
9012019,20:00,21:00,209
9012019,21:00,22:00,209
9012019,22:00,23:00,211
9012019,23:00,00:00,210
10012019,00:00,01:00,208
10012019,01:00,02:00,210
10012019,02:00,03:00,210
10012019,03:00,04:00,210
