date,start,end,11WD2BR15000116G
1012020,00:00,01:00,80
1012020,01:00,02:00,80
1012020,02:00,03:00,81
1012020,03:00,04:00,80
1012020,04:00,05:00,74
1012020,05:00,06:00,74
1012020,06:00,07:00,74
1012020,07:00,08:00,74
1012020,08:00,09:00,74
1012020,09:00,10:00,74
1012020,10:00,11:00,75
1012020,11:00,12:00,75
1012020,12:00,13:00,74
1012020,13:00,14:00,75
1012020,14:00,15:00,83
1012020,15:00,16:00,83
1012020,16:00,17:00,84
1012020,17:00,18:00,89
1012020,18:00,19:00,92
1012020,19:00,20:00,93
1012020,20:00,21:00,90
1012020,21:00,22:00,81
1012020,22:00,23:00,79
1012020,23:00,00:00,0
2012020,00:00,01:00,79
2012020,01:00,02:00,79
2012020,02:00,03:00,79
2012020,03:00,04:00,78
2012020,04:00,05:00,79
2012020,05:00,06:00,79
2012020,06:00,07:00,82
2012020,07:00,08:00,89
2012020,08:00,09:00,89
2012020,09:00,10:00,88
2012020,10:00,11:00,90
2012020,11:00,12:00,94
2012020,12:00,13:00,93
2012020,13:00,14:00,95
2012020,14:00,15:00,93
2012020,15:00,16:00,96
2012020,16:00,17:00,93
2012020,17:00,18:00,84
2012020,18:00,19:00,83
2012020,19:00,20:00,84
2012020,20:00,21:00,88
2012020,21:00,22:00,89
2012020,22:00,23:00,79
2012020,23:00,00:00,0
3012020,00:00,01:00,80
3012020,01:00,02:00,80
3012020,02:00,03:00,81
3012020,03:00,04:00,80
3012020,04:00,05:00,81
3012020,05:00,06:00,80
3012020,06:00,07:00,79
3012020,07:00,08:00,84
3012020,08:00,09:00,84
3012020,09:00,10:00,83
3012020,10:00,11:00,79
3012020,11:00,12:00,79
3012020,12:00,13:00,82
3012020,13:00,14:00,85
3012020,14:00,15:00,85
3012020,15:00,16:00,81
3012020,16:00,17:00,75
3012020,17:00,18:00,76
3012020,18:00,19:00,75
3012020,19:00,20:00,76
3012020,20:00,21:00,76
3012020,21:00,22:00,75
3012020,22:00,23:00,75
3012020,23:00,00:00,0
4012020,00:00,01:00,75
4012020,01:00,02:00,75
4012020,02:00,03:00,75
4012020,03:00,04:00,75
4012020,04:00,05:00,75
4012020,05:00,06:00,75
4012020,06:00,07:00,87
4012020,07:00,08:00,88
4012020,08:00,09:00,89
4012020,09:00,10:00,89
4012020,10:00,11:00,89
4012020,11:00,12:00,89
4012020,12:00,13:00,88
4012020,13:00,14:00,93
4012020,14:00,15:00,94
4012020,15:00,16:00,95
4012020,16:00,17:00,95
4012020,17:00,18:00,103
4012020,18:00,19:00,105
4012020,19:00,20:00,108
4012020,20:00,21:00,96
4012020,21:00,22:00,80
4012020,22:00,23:00,99
4012020,23:00,00:00,0
5012020,00:00,01:00,93
5012020,01:00,02:00,90
5012020,02:00,03:00,88
5012020,03:00,04:00,89
5012020,04:00,05:00,88
5012020,05:00,06:00,89
5012020,06:00,07:00,87
5012020,07:00,08:00,91
5012020,08:00,09:00,100
5012020,09:00,10:00,104
5012020,10:00,11:00,99
5012020,11:00,12:00,95
5012020,12:00,13:00,89
5012020,13:00,14:00,89
5012020,14:00,15:00,89
5012020,15:00,16:00,89
5012020,16:00,17:00,93
5012020,17:00,18:00,101
5012020,18:00,19:00,106
5012020,19:00,20:00,107
5012020,20:00,21:00,102
5012020,21:00,22:00,101
5012020,22:00,23:00,93
5012020,23:00,00:00,0
6012020,00:00,01:00,97
6012020,01:00,02:00,90
6012020,02:00,03:00,80
6012020,03:00,04:00,75
6012020,04:00,05:00,75
6012020,05:00,06:00,75
6012020,06:00,07:00,92
6012020,07:00,08:00,96
6012020,08:00,09:00,97
6012020,09:00,10:00,102
6012020,10:00,11:00,103
6012020,11:00,12:00,94
6012020,12:00,13:00,89
6012020,13:00,14:00,87
6012020,14:00,15:00,88
6012020,15:00,16:00,89
6012020,16:00,17:00,88
6012020,17:00,18:00,88
6012020,18:00,19:00,87
6012020,19:00,20:00,88
6012020,20:00,21:00,87
6012020,21:00,22:00,88
6012020,22:00,23:00,89
6012020,23:00,00:00,0
7012020,00:00,01:00,93
7012020,01:00,02:00,85
7012020,02:00,03:00,84
7012020,03:00,04:00,84
7012020,04:00,05:00,80
7012020,05:00,06:00,86
7012020,06:00,07:00,105
7012020,07:00,08:00,99
7012020,08:00,09:00,95
7012020,09:00,10:00,95
7012020,10:00,11:00,96
7012020,11:00,12:00,96
7012020,12:00,13:00,93
7012020,13:00,14:00,93
7012020,14:00,15:00,92
7012020,15:00,16:00,95
7012020,16:00,17:00,96
7012020,17:00,18:00,94
7012020,18:00,19:00,92
7012020,19:00,20:00,91
7012020,20:00,21:00,88
7012020,21:00,22:00,90
7012020,22:00,23:00,88
7012020,23:00,00:00,0
8012020,00:00,01:00,81
8012020,01:00,02:00,81
8012020,02:00,03:00,80
