date,start,end,11WD7NIED2B--D-E,11WD7NIED2B--C-H,11WD7NIED2B--E-B,11WD7NIED2B--F-8,11WD7NIED1B--G-C,11WD7NIED1B--H-9,11WD7NIED1B--K-0
1012019,00:00,01:00,125,105,,,0,366,0
1012019,01:00,02:00,128,92,,,0,320,0
1012019,02:00,03:00,126,92,,,0,321,0
1012019,03:00,04:00,127,92,,,0,321,0
1012019,04:00,05:00,126,92,,,0,318,0
1012019,05:00,06:00,126,92,,,0,321,0
1012019,06:00,07:00,127,92,,,0,323,0
1012019,07:00,08:00,127,92,,,0,320,0
1012019,08:00,09:00,126,92,,,0,321,0
1012019,09:00,10:00,127,92,,,0,320,0
1012019,10:00,11:00,127,92,,,0,322,0
1012019,11:00,12:00,127,92,,,0,321,0
1012019,12:00,13:00,128,92,,,0,319,0
1012019,13:00,14:00,127,92,,,0,320,0
1012019,14:00,15:00,127,92,,,0,319,0
1012019,15:00,16:00,128,92,,,0,325,0
1012019,16:00,17:00,130,90,,,0,367,0
1012019,17:00,18:00,128,91,,,0,385,0
1012019,18:00,19:00,127,92,,,0,320,0
1012019,19:00,20:00,127,92,,,0,323,0
1012019,20:00,21:00,128,92,,,0,320,0
1012019,21:00,22:00,127,93,,,0,320,0
1012019,22:00,23:00,127,92,,,0,321,0
1012019,23:00,00:00,127,92,,,0,319,0
2012019,00:00,01:00,127,92,,,0,320,0
2012019,01:00,02:00,128,92,,,0,320,0
2012019,02:00,03:00,128,92,,,0,320,0
2012019,03:00,04:00,127,92,,,0,320,0
2012019,04:00,05:00,127,92,,,0,319,0
2012019,05:00,06:00,127,92,,,0,318,0
2012019,06:00,07:00,127,92,,,0,321,0
2012019,07:00,08:00,127,92,,,0,323,0
2012019,08:00,09:00,182,101,,,0,457,0
2012019,09:00,10:00,225,126,,,0,643,0
2012019,10:00,11:00,140,104,,,0,611,0
2012019,11:00,12:00,127,87,,,0,394,0
2012019,12:00,13:00,126,92,,,0,318,0
2012019,13:00,14:00,126,92,,,251,321,0
2012019,14:00,15:00,179,88,,,336,342,0
2012019,15:00,16:00,261,86,,,471,581,0
2012019,16:00,17:00,286,106,,,583,635,0
2012019,17:00,18:00,284,137,,,626,642,0
2012019,18:00,19:00,242,131,,,632,640,0
2012019,19:00,20:00,185,139,,,629,642,0
2012019,20:00,21:00,158,142,,,629,641,0
2012019,21:00,22:00,125,139,,,628,638,0
2012019,22:00,23:00,128,139,,,618,634,0
2012019,23:00,00:00,127,139,,,619,638,0
3012019,00:00,01:00,127,138,,,512,633,0
3012019,01:00,02:00,127,138,,,568,638,0
3012019,02:00,03:00,127,140,,,618,642,0
3012019,03:00,04:00,127,141,,,612,641,0
3012019,04:00,05:00,128,141,,,611,640,0
3012019,05:00,06:00,191,141,,,613,641,0
3012019,06:00,07:00,252,141,,,616,642,0
3012019,07:00,08:00,264,141,,,615,638,0
3012019,08:00,09:00,293,140,,,610,636,0
3012019,09:00,10:00,290,140,,,616,641,0
3012019,10:00,11:00,289,140,,,616,642,0
3012019,11:00,12:00,280,143,,,614,637,0
3012019,12:00,13:00,290,143,,,613,640,0
3012019,13:00,14:00,290,142,,,615,637,0
3012019,14:00,15:00,293,139,,,615,640,0
3012019,15:00,16:00,291,136,,,617,639,0
3012019,16:00,17:00,291,127,,,622,638,0
3012019,17:00,18:00,291,128,,,623,633,0
3012019,18:00,19:00,291,128,,,624,627,0
3012019,19:00,20:00,289,128,,,623,628,0
3012019,20:00,21:00,293,128,,,622,629,0
3012019,21:00,22:00,291,128,,,627,634,0
3012019,22:00,23:00,291,128,,,623,631,0
3012019,23:00,00:00,290,128,,,617,640,0
4012019,00:00,01:00,291,128,,,616,639,0
4012019,01:00,02:00,290,128,,,614,636,0
4012019,02:00,03:00,292,128,,,614,640,0
4012019,03:00,04:00,265,137,,,572,643,0
4012019,04:00,05:00,164,138,,,352,639,0
4012019,05:00,06:00,228,138,,,321,640,0
4012019,06:00,07:00,290,137,,,340,640,0
4012019,07:00,08:00,293,138,,,531,642,0
4012019,08:00,09:00,271,138,,,620,639,0
4012019,09:00,10:00,289,138,,,617,639,0
4012019,10:00,11:00,290,138,,,619,641,0
4012019,11:00,12:00,283,138,,,619,641,0
4012019,12:00,13:00,283,138,,,620,643,0
4012019,13:00,14:00,237,138,,,619,639,0
4012019,14:00,15:00,276,138,,,618,641,0
4012019,15:00,16:00,283,138,,,619,641,0
4012019,16:00,17:00,293,138,,,619,637,0
4012019,17:00,18:00,294,138,,,616,639,0
4012019,18:00,19:00,295,138,,,620,643,0
4012019,19:00,20:00,293,138,,,620,644,0
4012019,20:00,21:00,279,138,,,615,640,0
4012019,21:00,22:00,161,113,,,474,630,0
4012019,22:00,23:00,124,94,,,405,520,0
4012019,23:00,00:00,126,94,,,321,306,0
5012019,00:00,01:00,126,94,,,322,291,0
5012019,01:00,02:00,126,94,,,325,279,0
5012019,02:00,03:00,126,93,,,318,280,0
5012019,03:00,04:00,127,93,,,326,279,0
5012019,04:00,05:00,126,93,,,328,282,0
5012019,05:00,06:00,129,94,,,321,282,0
5012019,06:00,07:00,125,94,,,322,279,0
5012019,07:00,08:00,127,94,,,322,282,0
5012019,08:00,09:00,126,93,,,336,394,0
5012019,09:00,10:00,149,120,,,471,634,0
5012019,10:00,11:00,243,137,,,548,646,0
5012019,11:00,12:00,290,138,,,545,640,0
5012019,12:00,13:00,294,140,,,545,638,0
5012019,13:00,14:00,293,139,,,547,641,0
5012019,14:00,15:00,295,138,,,548,635,0
5012019,15:00,16:00,293,138,,,548,641,0
5012019,16:00,17:00,294,138,,,549,639,0
5012019,17:00,18:00,293,138,,,549,644,0
5012019,18:00,19:00,293,138,,,563,632,0
5012019,19:00,20:00,282,138,,,623,647,0
5012019,20:00,21:00,284,139,,,619,640,0
5012019,21:00,22:00,212,138,,,622,643,0
5012019,22:00,23:00,133,133,,,618,642,0
5012019,23:00,00:00,128,123,,,505,632,0
6012019,00:00,01:00,126,115,,,396,618,0
6012019,01:00,02:00,126,95,,,533,641,0
6012019,02:00,03:00,127,110,,,427,511,0
6012019,03:00,04:00,127,120,,,350,442,0
6012019,04:00,05:00,126,122,,,349,440,0
6012019,05:00,06:00,126,121,,,350,441,0
6012019,06:00,07:00,135,126,,,350,440,0
6012019,07:00,08:00,218,138,,,350,436,0
6012019,08:00,09:00,293,138,,,347,440,0
6012019,09:00,10:00,293,138,,,348,440,0
6012019,10:00,11:00,295,137,,,360,448,0
6012019,11:00,12:00,293,138,,,488,624,0
6012019,12:00,13:00,294,139,,,542,639,0
6012019,13:00,14:00,294,139,,,546,637,0
6012019,14:00,15:00,293,140,,,550,646,0
6012019,15:00,16:00,292,140,,,549,640,0
6012019,16:00,17:00,293,140,,,548,642,0
6012019,17:00,18:00,293,139,,,547,638,0
6012019,18:00,19:00,293,138,,,549,642,0
6012019,19:00,20:00,293,138,,,584,642,0
6012019,20:00,21:00,292,138,,,620,639,0
6012019,21:00,22:00,296,138,,,618,639,0
6012019,22:00,23:00,294,138,,,619,642,0
6012019,23:00,00:00,294,138,,,621,642,0
7012019,00:00,01:00,290,138,,,619,641,0
7012019,01:00,02:00,208,138,,,618,638,0
7012019,02:00,03:00,135,138,,,622,646,0
7012019,03:00,04:00,126,138,,,615,610,0
7012019,04:00,05:00,184,138,,,619,608,0
7012019,05:00,06:00,286,138,,,616,602,0
7012019,06:00,07:00,289,138,,,617,620,0
7012019,07:00,08:00,290,138,,,620,627,0
7012019,08:00,09:00,293,138,,,640,629,0
7012019,09:00,10:00,288,138,,,640,626,0
7012019,10:00,11:00,293,138,,,639,625,0
7012019,11:00,12:00,291,138,,,638,628,0
7012019,12:00,13:00,290,138,,,639,632,0
7012019,13:00,14:00,291,138,,,635,627,0
7012019,14:00,15:00,291,137,,,636,624,0
7012019,15:00,16:00,290,138,,,625,628,0
7012019,16:00,17:00,290,138,,,625,630,0
7012019,17:00,18:00,291,138,,,625,630,0
7012019,18:00,19:00,255,137,,,623,629,0
7012019,19:00,20:00,138,108,,,488,622,0
7012019,20:00,21:00,125,102,,,388,0,0
7012019,21:00,22:00,126,93,,,322,0,0
7012019,22:00,23:00,126,93,,,322,0,0
7012019,23:00,00:00,126,93,,,320,0,0
8012019,00:00,01:00,126,93,,,321,0,0
8012019,01:00,02:00,126,93,,,323,0,0
8012019,02:00,03:00,126,93,,,323,0,0
8012019,03:00,04:00,126,93,,,321,0,0
8012019,04:00,05:00,126,93,,,321,0,0
8012019,05:00,06:00,126,93,,,319,0,0
8012019,06:00,07:00,128,94,,,325,0,0
8012019,07:00,08:00,214,118,,,470,0,0
8012019,08:00,09:00,289,139,,,623,0,0
8012019,09:00,10:00,264,138,,,627,0,0
8012019,10:00,11:00,158,135,,,621,0,0
8012019,11:00,12:00,125,125,,,532,0,0
8012019,12:00,13:00,125,96,,,345,0,0
8012019,13:00,14:00,126,93,,,323,0,0
8012019,14:00,15:00,127,94,,,328,0,0
8012019,15:00,16:00,125,101,,,468,0,0
8012019,16:00,17:00,134,114,,,549,0,0
8012019,17:00,18:00,230,135,,,625,0,0
8012019,18:00,19:00,253,133,,,553,0,0
8012019,19:00,20:00,138,97,,,352,0,0
8012019,20:00,21:00,129,92,,,317,0,0
8012019,21:00,22:00,124,91,,,323,0,0
8012019,22:00,23:00,125,91,,,325,0,0
8012019,23:00,00:00,126,91,,,321,0,0
9012019,00:00,01:00,125,92,,,320,0,0
9012019,01:00,02:00,126,92,,,320,0,0
9012019,02:00,03:00,126,92,,,318,0,0
9012019,03:00,04:00,126,92,,,319,0,0
9012019,04:00,05:00,126,92,,,321,0,0
9012019,05:00,06:00,126,91,,,368,0,0
9012019,06:00,07:00,147,109,,,499,0,0
9012019,07:00,08:00,249,137,,,539,0,0
