date,start,end,11WD7FUEH5GMERKA
9032020,00:00,01:00,
9032020,01:00,02:00,
9032020,02:00,03:00,
9032020,03:00,04:00,
9032020,04:00,05:00,
9032020,05:00,06:00,
9032020,06:00,07:00,
9032020,07:00,08:00,
9032020,08:00,09:00,
9032020,09:00,10:00,
9032020,10:00,11:00,
9032020,11:00,12:00,
9032020,12:00,13:00,
9032020,13:00,14:00,
9032020,14:00,15:00,
9032020,15:00,16:00,
9032020,16:00,17:00,
9032020,17:00,18:00,
9032020,18:00,19:00,
9032020,19:00,20:00,
9032020,20:00,21:00,
9032020,21:00,22:00,
9032020,22:00,23:00,
9032020,23:00,00:00,
10032020,00:00,01:00,
10032020,01:00,02:00,
10032020,02:00,03:00,
10032020,03:00,04:00,
10032020,04:00,05:00,
10032020,05:00,06:00,
10032020,06:00,07:00,
10032020,07:00,08:00,
10032020,08:00,09:00,
10032020,09:00,10:00,
10032020,10:00,11:00,
10032020,11:00,12:00,
10032020,12:00,13:00,
10032020,13:00,14:00,
10032020,14:00,15:00,
10032020,15:00,16:00,
10032020,16:00,17:00,
10032020,17:00,18:00,
10032020,18:00,19:00,
10032020,19:00,20:00,
10032020,20:00,21:00,
10032020,21:00,22:00,
10032020,22:00,23:00,
10032020,23:00,00:00,
11032020,00:00,01:00,67.0
11032020,01:00,02:00,67.0
11032020,02:00,03:00,67.0
11032020,03:00,04:00,67.0
11032020,04:00,05:00,67.0
11032020,05:00,06:00,67.0
11032020,06:00,07:00,67.0
11032020,07:00,08:00,67.0
11032020,08:00,09:00,70.0
11032020,09:00,10:00,93.0
11032020,10:00,11:00,93.0
11032020,11:00,12:00,93.0
11032020,12:00,13:00,69.0
11032020,13:00,14:00,65.0
11032020,14:00,15:00,66.0
11032020,15:00,16:00,66.0
11032020,16:00,17:00,66.0
11032020,17:00,18:00,66.0
11032020,18:00,19:00,66.0
11032020,19:00,20:00,66.0
11032020,20:00,21:00,66.0
11032020,21:00,22:00,66.0
11032020,22:00,23:00,66.0
11032020,23:00,00:00,66.0
12032020,00:00,01:00,
12032020,01:00,02:00,
12032020,02:00,03:00,
12032020,03:00,04:00,
12032020,04:00,05:00,
12032020,05:00,06:00,
12032020,06:00,07:00,
12032020,07:00,08:00,
12032020,08:00,09:00,
12032020,09:00,10:00,
12032020,10:00,11:00,
12032020,11:00,12:00,
12032020,12:00,13:00,
12032020,13:00,14:00,
12032020,14:00,15:00,
12032020,15:00,16:00,
12032020,16:00,17:00,
12032020,17:00,18:00,
12032020,18:00,19:00,
12032020,19:00,20:00,
12032020,20:00,21:00,
12032020,21:00,22:00,
12032020,22:00,23:00,
12032020,23:00,00:00,
13032020,00:00,01:00,
13032020,01:00,02:00,
13032020,02:00,03:00,
13032020,03:00,04:00,
13032020,04:00,05:00,
13032020,05:00,06:00,
13032020,06:00,07:00,
13032020,07:00,08:00,
13032020,08:00,09:00,
13032020,09:00,10:00,
13032020,10:00,11:00,
13032020,11:00,12:00,
13032020,12:00,13:00,
13032020,13:00,14:00,
13032020,14:00,15:00,
13032020,15:00,16:00,
13032020,16:00,17:00,
13032020,17:00,18:00,
13032020,18:00,19:00,
13032020,19:00,20:00,
13032020,20:00,21:00,
13032020,21:00,22:00,
13032020,22:00,23:00,
13032020,23:00,00:00,
14032020,00:00,01:00,
14032020,01:00,02:00,
14032020,02:00,03:00,
14032020,03:00,04:00,
14032020,04:00,05:00,
14032020,05:00,06:00,
14032020,06:00,07:00,
14032020,07:00,08:00,
14032020,08:00,09:00,
14032020,09:00,10:00,
14032020,10:00,11:00,
14032020,11:00,12:00,
14032020,12:00,13:00,
14032020,13:00,14:00,
14032020,14:00,15:00,
14032020,15:00,16:00,
14032020,16:00,17:00,
14032020,17:00,18:00,
14032020,18:00,19:00,
14032020,19:00,20:00,
14032020,20:00,21:00,
14032020,21:00,22:00,
14032020,22:00,23:00,
14032020,23:00,00:00,
15032020,00:00,01:00,
15032020,01:00,02:00,
15032020,02:00,03:00,
15032020,03:00,04:00,
15032020,04:00,05:00,
15032020,05:00,06:00,
15032020,06:00,07:00,
15032020,07:00,08:00,
15032020,08:00,09:00,
15032020,09:00,10:00,
15032020,10:00,11:00,
15032020,11:00,12:00,
15032020,12:00,13:00,
15032020,13:00,14:00,
15032020,14:00,15:00,
15032020,15:00,16:00,
15032020,16:00,17:00,
15032020,17:00,18:00,
15032020,18:00,19:00,
15032020,19:00,20:00,
15032020,20:00,21:00,
15032020,21:00,22:00,
15032020,22:00,23:00,
15032020,23:00,00:00,
30032020,00:00,01:00,
30032020,01:00,02:00,
30032020,02:00,03:00,
30032020,03:00,04:00,
30032020,04:00,05:00,
30032020,05:00,06:00,
30032020,06:00,07:00,
30032020,07:00,08:00,
30032020,08:00,09:00,
30032020,09:00,10:00,
30032020,10:00,11:00,
30032020,11:00,12:00,
30032020,12:00,13:00,
30032020,13:00,14:00,
30032020,14:00,15:00,
30032020,15:00,16:00,
30032020,16:00,17:00,
30032020,17:00,18:00,
30032020,18:00,19:00,
30032020,19:00,20:00,
30032020,20:00,21:00,
30032020,21:00,22:00,
30032020,22:00,23:00,
30032020,23:00,00:00,
31032020,00:00,01:00,90.0
31032020,01:00,02:00,91.0
31032020,02:00,03:00,91.0
31032020,03:00,04:00,91.0
31032020,04:00,05:00,91.0
31032020,05:00,06:00,90.0
31032020,06:00,07:00,88.0
31032020,07:00,08:00,89.0
