date,start,end,11WD2BRE4000115K
14012019,17:00,18:00,159
14012019,18:00,19:00,144
14012019,19:00,20:00,126
14012019,20:00,21:00,121
14012019,21:00,22:00,155
14012019,22:00,23:00,154
14012019,23:00,00:00,0
15012019,00:00,01:00,118
15012019,01:00,02:00,135
15012019,02:00,03:00,116
15012019,03:00,04:00,85
15012019,04:00,05:00,92
15012019,05:00,06:00,96
15012019,06:00,07:00,105
15012019,07:00,08:00,101
15012019,08:00,09:00,91
15012019,09:00,10:00,104
15012019,10:00,11:00,110
15012019,11:00,12:00,110
15012019,12:00,13:00,102
15012019,13:00,14:00,102
15012019,14:00,15:00,101
15012019,15:00,16:00,113
15012019,16:00,17:00,95
15012019,17:00,18:00,79
15012019,18:00,19:00,88
15012019,19:00,20:00,79
15012019,20:00,21:00,74
15012019,21:00,22:00,73
15012019,22:00,23:00,73
15012019,23:00,00:00,0
16012019,00:00,01:00,76
16012019,01:00,02:00,83
16012019,02:00,03:00,80
16012019,03:00,04:00,75
16012019,04:00,05:00,75
16012019,05:00,06:00,96
16012019,06:00,07:00,94
16012019,07:00,08:00,94
16012019,08:00,09:00,90
16012019,09:00,10:00,91
16012019,10:00,11:00,89
16012019,11:00,12:00,87
16012019,12:00,13:00,82
16012019,13:00,14:00,76
16012019,14:00,15:00,79
16012019,15:00,16:00,70
16012019,16:00,17:00,76
16012019,17:00,18:00,68
16012019,18:00,19:00,74
16012019,19:00,20:00,73
16012019,20:00,21:00,66
16012019,21:00,22:00,72
16012019,22:00,23:00,70
16012019,23:00,00:00,0
17012019,00:00,01:00,72
17012019,01:00,02:00,92
17012019,02:00,03:00,105
17012019,03:00,04:00,106
17012019,04:00,05:00,107
17012019,05:00,06:00,95
17012019,06:00,07:00,98
17012019,07:00,08:00,112
17012019,08:00,09:00,109
17012019,09:00,10:00,126
17012019,10:00,11:00,127
17012019,11:00,12:00,126
17012019,12:00,13:00,128
17012019,13:00,14:00,126
17012019,14:00,15:00,127
17012019,15:00,16:00,127
17012019,16:00,17:00,120
17012019,17:00,18:00,136
17012019,18:00,19:00,141
17012019,19:00,20:00,140
17012019,20:00,21:00,124
17012019,21:00,22:00,138
17012019,22:00,23:00,134
17012019,23:00,00:00,0
18012019,00:00,01:00,126
18012019,01:00,02:00,124
18012019,02:00,03:00,135
18012019,03:00,04:00,116
18012019,04:00,05:00,110
18012019,05:00,06:00,84
18012019,06:00,07:00,69
18012019,07:00,08:00,68
18012019,08:00,09:00,83
18012019,09:00,10:00,149
18012019,10:00,11:00,138
18012019,11:00,12:00,110
18012019,12:00,13:00,119
18012019,13:00,14:00,112
18012019,14:00,15:00,104
18012019,15:00,16:00,103
18012019,16:00,17:00,88
18012019,17:00,18:00,87
18012019,18:00,19:00,86
18012019,19:00,20:00,73
18012019,20:00,21:00,64
18012019,21:00,22:00,64
18012019,22:00,23:00,72
18012019,23:00,00:00,0
19012019,00:00,01:00,168
19012019,01:00,02:00,149
19012019,02:00,03:00,136
19012019,03:00,04:00,128
19012019,04:00,05:00,118
19012019,05:00,06:00,127
19012019,06:00,07:00,118
19012019,07:00,08:00,134
19012019,08:00,09:00,132
19012019,09:00,10:00,102
19012019,10:00,11:00,111
19012019,11:00,12:00,128
19012019,12:00,13:00,132
19012019,13:00,14:00,109
19012019,14:00,15:00,110
19012019,15:00,16:00,120
19012019,16:00,17:00,126
19012019,17:00,18:00,121
19012019,18:00,19:00,117
19012019,19:00,20:00,116
19012019,20:00,21:00,116
19012019,21:00,22:00,124
19012019,22:00,23:00,116
19012019,23:00,00:00,0
20012019,00:00,01:00,125
20012019,01:00,02:00,126
20012019,02:00,03:00,135
20012019,03:00,04:00,98
20012019,04:00,05:00,79
20012019,05:00,06:00,82
20012019,06:00,07:00,112
20012019,07:00,08:00,123
20012019,08:00,09:00,136
20012019,09:00,10:00,150
20012019,10:00,11:00,144
20012019,11:00,12:00,140
20012019,12:00,13:00,152
20012019,13:00,14:00,125
20012019,14:00,15:00,143
20012019,15:00,16:00,146
20012019,16:00,17:00,114
20012019,17:00,18:00,117
20012019,18:00,19:00,117
20012019,19:00,20:00,117
20012019,20:00,21:00,117
20012019,21:00,22:00,153
20012019,22:00,23:00,166
20012019,23:00,00:00,0
21012019,00:00,01:00,144
21012019,01:00,02:00,120
21012019,02:00,03:00,143
21012019,03:00,04:00,141
21012019,04:00,05:00,123
21012019,05:00,06:00,134
21012019,06:00,07:00,126
21012019,07:00,08:00,148
21012019,08:00,09:00,146
21012019,09:00,10:00,161
21012019,10:00,11:00,164
21012019,11:00,12:00,151
21012019,12:00,13:00,156
21012019,13:00,14:00,163
21012019,14:00,15:00,147
21012019,15:00,16:00,150
21012019,16:00,17:00,151
21012019,17:00,18:00,148
21012019,18:00,19:00,150
21012019,19:00,20:00,147
21012019,20:00,21:00,142
21012019,21:00,22:00,144
21012019,22:00,23:00,130
21012019,23:00,00:00,0
22012019,00:00,01:00,143
22012019,01:00,02:00,81
22012019,02:00,03:00,64
22012019,03:00,04:00,65
22012019,04:00,05:00,66
22012019,05:00,06:00,66
22012019,06:00,07:00,67
22012019,07:00,08:00,66
22012019,08:00,09:00,66
22012019,09:00,10:00,67
22012019,10:00,11:00,67
22012019,11:00,12:00,67
22012019,12:00,13:00,66
22012019,13:00,14:00,66
22012019,14:00,15:00,66
22012019,15:00,16:00,65
22012019,16:00,17:00,65
22012019,17:00,18:00,65
22012019,18:00,19:00,64
22012019,19:00,20:00,64
22012019,20:00,21:00,66
22012019,21:00,22:00,83
22012019,22:00,23:00,93
22012019,23:00,00:00,0
23012019,00:00,01:00,71
23012019,01:00,02:00,89
23012019,02:00,03:00,73
23012019,03:00,04:00,58
23012019,04:00,05:00,56
23012019,05:00,06:00,58
23012019,06:00,07:00,63
23012019,07:00,08:00,63
23012019,08:00,09:00,64
23012019,09:00,10:00,68
23012019,10:00,11:00,65
23012019,11:00,12:00,65
23012019,12:00,13:00,65
23012019,13:00,14:00,64
23012019,14:00,15:00,93
23012019,15:00,16:00,130
23012019,16:00,17:00,156
23012019,17:00,18:00,147
23012019,18:00,19:00,153
23012019,19:00,20:00,166
23012019,20:00,21:00,160
23012019,21:00,22:00,154
23012019,22:00,23:00,145
23012019,23:00,00:00,0
24012019,00:00,01:00,163
24012019,01:00,02:00,162
24012019,02:00,03:00,164
24012019,03:00,04:00,163
24012019,04:00,05:00,138
24012019,05:00,06:00,85
24012019,06:00,07:00,86
24012019,07:00,08:00,86
24012019,08:00,09:00,121
24012019,09:00,10:00,102
24012019,10:00,11:00,97
24012019,11:00,12:00,120
24012019,12:00,13:00,145
24012019,13:00,14:00,157
24012019,14:00,15:00,165
24012019,15:00,16:00,174
24012019,16:00,17:00,172
24012019,17:00,18:00,161
24012019,18:00,19:00,156
24012019,19:00,20:00,153
24012019,20:00,21:00,140
24012019,21:00,22:00,141
24012019,22:00,23:00,141
24012019,23:00,00:00,0
25012019,00:00,01:00,133
25012019,01:00,02:00,139
25012019,02:00,03:00,148
25012019,03:00,04:00,145
25012019,04:00,05:00,142
25012019,05:00,06:00,114
25012019,06:00,07:00,135
25012019,07:00,08:00,136
25012019,08:00,09:00,136
25012019,09:00,10:00,103
25012019,10:00,11:00,94
25012019,11:00,12:00,99
25012019,12:00,13:00,91
25012019,13:00,14:00,96
25012019,14:00,15:00,96
25012019,15:00,16:00,101
25012019,16:00,17:00,148
25012019,17:00,18:00,141
25012019,18:00,19:00,150
25012019,19:00,20:00,163
25012019,20:00,21:00,141
25012019,21:00,22:00,116
25012019,22:00,23:00,80
25012019,23:00,00:00,0
26012019,00:00,01:00,144
26012019,01:00,02:00,152
26012019,02:00,03:00,148
26012019,03:00,04:00,135
26012019,04:00,05:00,139
26012019,05:00,06:00,124
26012019,06:00,07:00,116
26012019,07:00,08:00,132
26012019,08:00,09:00,139
26012019,09:00,10:00,140
26012019,10:00,11:00,154
26012019,11:00,12:00,130
26012019,12:00,13:00,157
26012019,13:00,14:00,145
26012019,14:00,15:00,145
26012019,15:00,16:00,152
26012019,16:00,17:00,143
26012019,17:00,18:00,143
26012019,18:00,19:00,147
26012019,19:00,20:00,122
26012019,20:00,21:00,139
26012019,21:00,22:00,139
26012019,22:00,23:00,124
26012019,23:00,00:00,0
27012019,00:00,01:00,143
27012019,01:00,02:00,147
27012019,02:00,03:00,139
27012019,03:00,04:00,141
27012019,04:00,05:00,134
27012019,05:00,06:00,133
27012019,06:00,07:00,159
27012019,07:00,08:00,140
27012019,08:00,09:00,75
27012019,09:00,10:00,68
27012019,10:00,11:00,55
27012019,11:00,12:00,102
27012019,12:00,13:00,118
27012019,13:00,14:00,118
27012019,14:00,15:00,126
27012019,15:00,16:00,135
27012019,16:00,17:00,145
27012019,17:00,18:00,154
27012019,18:00,19:00,129
27012019,19:00,20:00,130
27012019,20:00,21:00,133
27012019,21:00,22:00,128
27012019,22:00,23:00,131
27012019,23:00,00:00,0
28012019,00:00,01:00,133
28012019,01:00,02:00,135
28012019,02:00,03:00,135
28012019,03:00,04:00,132
28012019,04:00,05:00,121
28012019,05:00,06:00,143
28012019,06:00,07:00,130
28012019,07:00,08:00,119
28012019,08:00,09:00,115
28012019,09:00,10:00,73
28012019,10:00,11:00,67
28012019,11:00,12:00,67
28012019,12:00,13:00,68
28012019,13:00,14:00,133
28012019,14:00,15:00,142
28012019,15:00,16:00,162
28012019,16:00,17:00,158
28012019,17:00,18:00,152
28012019,18:00,19:00,146
28012019,19:00,20:00,152
28012019,20:00,21:00,123
28012019,21:00,22:00,122
28012019,22:00,23:00,128
28012019,23:00,00:00,0
29012019,00:00,01:00,100
29012019,01:00,02:00,105
29012019,02:00,03:00,83
29012019,03:00,04:00,93
29012019,04:00,05:00,125
29012019,05:00,06:00,148
29012019,06:00,07:00,132
29012019,07:00,08:00,146
29012019,08:00,09:00,151
29012019,09:00,10:00,158
29012019,10:00,11:00,156
29012019,11:00,12:00,154
29012019,12:00,13:00,162
29012019,13:00,14:00,147
29012019,14:00,15:00,160
29012019,15:00,16:00,151
29012019,16:00,17:00,148
29012019,17:00,18:00,155
29012019,18:00,19:00,169
29012019,19:00,20:00,160
29012019,20:00,21:00,134
29012019,21:00,22:00,138
29012019,22:00,23:00,159
29012019,23:00,00:00,0
30012019,00:00,01:00,133
30012019,01:00,02:00,117
30012019,02:00,03:00,142
30012019,03:00,04:00,134
30012019,04:00,05:00,128
30012019,05:00,06:00,131
30012019,06:00,07:00,132
30012019,07:00,08:00,147
30012019,08:00,09:00,143
30012019,09:00,10:00,135
30012019,10:00,11:00,135
30012019,11:00,12:00,144
30012019,12:00,13:00,141
30012019,13:00,14:00,128
30012019,14:00,15:00,133
30012019,15:00,16:00,133
30012019,16:00,17:00,133
30012019,17:00,18:00,121
30012019,18:00,19:00,111
30012019,19:00,20:00,104
30012019,20:00,21:00,114
30012019,21:00,22:00,97
30012019,22:00,23:00,102
30012019,23:00,00:00,0
31012019,00:00,01:00,97
31012019,01:00,02:00,104
31012019,02:00,03:00,108
31012019,03:00,04:00,113
31012019,04:00,05:00,91
31012019,05:00,06:00,75
31012019,06:00,07:00,69
31012019,07:00,08:00,72
31012019,08:00,09:00,77
31012019,09:00,10:00,72
31012019,10:00,11:00,66
31012019,11:00,12:00,82
31012019,12:00,13:00,97
31012019,13:00,14:00,99
31012019,14:00,15:00,134
31012019,15:00,16:00,143
31012019,16:00,17:00,127
31012019,17:00,18:00,118
31012019,18:00,19:00,118
31012019,19:00,20:00,115
31012019,20:00,21:00,113
31012019,21:00,22:00,114
31012019,22:00,23:00,113
31012019,23:00,00:00,0
1022019,00:00,01:00,104
1022019,01:00,02:00,112
1022019,02:00,03:00,117
1022019,03:00,04:00,113
1022019,04:00,05:00,112
1022019,05:00,06:00,131
1022019,06:00,07:00,115
1022019,07:00,08:00,125
1022019,08:00,09:00,133
1022019,09:00,10:00,146
1022019,10:00,11:00,153
1022019,11:00,12:00,143
1022019,12:00,13:00,144
1022019,13:00,14:00,143
1022019,14:00,15:00,143
1022019,15:00,16:00,144
1022019,16:00,17:00,145
1022019,17:00,18:00,143
1022019,18:00,19:00,145
1022019,19:00,20:00,128
1022019,20:00,21:00,74
1022019,21:00,22:00,53
1022019,22:00,23:00,0
1022019,23:00,00:00,0
2022019,00:00,01:00,0
2022019,01:00,02:00,0
2022019,02:00,03:00,0
2022019,03:00,04:00,0
2022019,04:00,05:00,0
2022019,05:00,06:00,0
2022019,06:00,07:00,0
2022019,07:00,08:00,0
2022019,08:00,09:00,0
2022019,09:00,10:00,0
2022019,10:00,11:00,0
2022019,11:00,12:00,0
2022019,12:00,13:00,0
2022019,13:00,14:00,0
2022019,14:00,15:00,0
2022019,15:00,16:00,0
2022019,16:00,17:00,0
2022019,17:00,18:00,0
2022019,18:00,19:00,0
2022019,19:00,20:00,0
2022019,20:00,21:00,0
2022019,21:00,22:00,0
2022019,22:00,23:00,0
2022019,23:00,00:00,0
3022019,00:00,01:00,0
3022019,01:00,02:00,0
3022019,02:00,03:00,0
3022019,03:00,04:00,0
3022019,04:00,05:00,0
3022019,05:00,06:00,0
3022019,06:00,07:00,0
3022019,07:00,08:00,46
3022019,08:00,09:00,90
3022019,09:00,10:00,129
3022019,10:00,11:00,120
3022019,11:00,12:00,117
3022019,12:00,13:00,120
3022019,13:00,14:00,120
3022019,14:00,15:00,125
3022019,15:00,16:00,135
3022019,16:00,17:00,132
3022019,17:00,18:00,147
3022019,18:00,19:00,141
3022019,19:00,20:00,128
3022019,20:00,21:00,118
3022019,21:00,22:00,127
3022019,22:00,23:00,129
3022019,23:00,00:00,0
4022019,00:00,01:00,116
4022019,01:00,02:00,110
4022019,02:00,03:00,103
4022019,03:00,04:00,67
4022019,04:00,05:00,67
4022019,05:00,06:00,66
4022019,06:00,07:00,64
4022019,07:00,08:00,75
4022019,08:00,09:00,128
4022019,09:00,10:00,120
4022019,10:00,11:00,130
4022019,11:00,12:00,146
4022019,12:00,13:00,126
4022019,13:00,14:00,142
4022019,14:00,15:00,129
4022019,15:00,16:00,137
4022019,16:00,17:00,136
4022019,17:00,18:00,133
4022019,18:00,19:00,131
4022019,19:00,20:00,127
4022019,20:00,21:00,126
4022019,21:00,22:00,133
4022019,22:00,23:00,126
4022019,23:00,00:00,0
5022019,00:00,01:00,125
5022019,01:00,02:00,126
5022019,02:00,03:00,137
5022019,03:00,04:00,134
5022019,04:00,05:00,127
5022019,05:00,06:00,118
5022019,06:00,07:00,120
5022019,07:00,08:00,139
5022019,08:00,09:00,138
5022019,09:00,10:00,134
5022019,10:00,11:00,143
5022019,11:00,12:00,145
5022019,12:00,13:00,145
5022019,13:00,14:00,126
5022019,14:00,15:00,143
5022019,15:00,16:00,145
5022019,16:00,17:00,144
5022019,17:00,18:00,143
5022019,18:00,19:00,141
5022019,19:00,20:00,129
5022019,20:00,21:00,130
5022019,21:00,22:00,116
5022019,22:00,23:00,119
5022019,23:00,00:00,0
6022019,00:00,01:00,121
6022019,01:00,02:00,120
6022019,02:00,03:00,127
6022019,03:00,04:00,123
6022019,04:00,05:00,121
6022019,05:00,06:00,118
6022019,06:00,07:00,115
6022019,07:00,08:00,127
6022019,08:00,09:00,127
6022019,09:00,10:00,128
6022019,10:00,11:00,129
6022019,11:00,12:00,138
6022019,12:00,13:00,134
6022019,13:00,14:00,128
6022019,14:00,15:00,108
6022019,15:00,16:00,62
6022019,16:00,17:00,61
6022019,17:00,18:00,59
6022019,18:00,19:00,58
6022019,19:00,20:00,58
6022019,20:00,21:00,70
6022019,21:00,22:00,135
6022019,22:00,23:00,134
6022019,23:00,00:00,0
7022019,00:00,01:00,117
7022019,01:00,02:00,122
7022019,02:00,03:00,115
7022019,03:00,04:00,111
7022019,04:00,05:00,121
7022019,05:00,06:00,112
7022019,06:00,07:00,116
7022019,07:00,08:00,127
7022019,08:00,09:00,128
7022019,09:00,10:00,129
7022019,10:00,11:00,128
7022019,11:00,12:00,128
7022019,12:00,13:00,128
7022019,13:00,14:00,130
7022019,14:00,15:00,164
7022019,15:00,16:00,137
7022019,16:00,17:00,121
7022019,17:00,18:00,124
7022019,18:00,19:00,134
7022019,19:00,20:00,128
7022019,20:00,21:00,137
7022019,21:00,22:00,127
7022019,22:00,23:00,128
7022019,23:00,00:00,0
8022019,00:00,01:00,127
8022019,01:00,02:00,121
8022019,02:00,03:00,132
8022019,03:00,04:00,120
8022019,04:00,05:00,128
8022019,05:00,06:00,131
8022019,06:00,07:00,131
8022019,07:00,08:00,123
8022019,08:00,09:00,123
8022019,09:00,10:00,124
8022019,10:00,11:00,132
8022019,11:00,12:00,145
8022019,12:00,13:00,141
8022019,13:00,14:00,95
8022019,14:00,15:00,64
8022019,15:00,16:00,68
8022019,16:00,17:00,69
8022019,17:00,18:00,67
8022019,18:00,19:00,68
8022019,19:00,20:00,68
8022019,20:00,21:00,66
8022019,21:00,22:00,66
8022019,22:00,23:00,66
8022019,23:00,00:00,0
9022019,00:00,01:00,82
9022019,01:00,02:00,121
9022019,02:00,03:00,112
9022019,03:00,04:00,112
9022019,04:00,05:00,114
9022019,05:00,06:00,137
9022019,06:00,07:00,129
9022019,07:00,08:00,125
9022019,08:00,09:00,150
9022019,09:00,10:00,126
9022019,10:00,11:00,136
9022019,11:00,12:00,134
9022019,12:00,13:00,116
9022019,13:00,14:00,149
9022019,14:00,15:00,124
9022019,15:00,16:00,138
9022019,16:00,17:00,165
9022019,17:00,18:00,161
9022019,18:00,19:00,170
9022019,19:00,20:00,159
9022019,20:00,21:00,153
9022019,21:00,22:00,171
9022019,22:00,23:00,167
9022019,23:00,00:00,0
10022019,00:00,01:00,128
10022019,01:00,02:00,128
10022019,02:00,03:00,130
10022019,03:00,04:00,148
10022019,04:00,05:00,164
10022019,05:00,06:00,174
10022019,06:00,07:00,162
10022019,07:00,08:00,154
10022019,08:00,09:00,162
10022019,09:00,10:00,163
10022019,10:00,11:00,143
10022019,11:00,12:00,155
10022019,12:00,13:00,149
10022019,13:00,14:00,141
10022019,14:00,15:00,158
10022019,15:00,16:00,137
10022019,16:00,17:00,154
10022019,17:00,18:00,152
10022019,18:00,19:00,142
10022019,19:00,20:00,162
10022019,20:00,21:00,175
10022019,21:00,22:00,152
10022019,22:00,23:00,152
10022019,23:00,00:00,0
11022019,00:00,01:00,141
11022019,01:00,02:00,142
11022019,02:00,03:00,137
11022019,03:00,04:00,129
11022019,04:00,05:00,139
11022019,05:00,06:00,143
11022019,06:00,07:00,143
11022019,07:00,08:00,145
11022019,08:00,09:00,142
11022019,09:00,10:00,142
11022019,10:00,11:00,144
11022019,11:00,12:00,157
11022019,12:00,13:00,158
