date,start,end,11WD8TIEF5G-GUDI,11WD8TIEF5C----9
1012020,00:00,01:00,,147
1012020,01:00,02:00,,147
1012020,02:00,03:00,,147
1012020,03:00,04:00,,148
1012020,04:00,05:00,,148
1012020,05:00,06:00,,147
1012020,06:00,07:00,,145
1012020,07:00,08:00,,145
1012020,08:00,09:00,,147
1012020,09:00,10:00,,143
1012020,10:00,11:00,,141
1012020,11:00,12:00,,143
1012020,12:00,13:00,,145
1012020,13:00,14:00,,146
1012020,14:00,15:00,,145
1012020,15:00,16:00,,145
1012020,16:00,17:00,,144
1012020,17:00,18:00,,144
1012020,18:00,19:00,,145
1012020,19:00,20:00,,145
1012020,20:00,21:00,,146
1012020,21:00,22:00,,146
1012020,22:00,23:00,,147
1012020,23:00,00:00,,148
2012020,00:00,01:00,,146
2012020,01:00,02:00,,147
2012020,02:00,03:00,,145
2012020,03:00,04:00,,145
2012020,04:00,05:00,,146
2012020,05:00,06:00,,147
2012020,06:00,07:00,,146
2012020,07:00,08:00,,146
2012020,08:00,09:00,,146
2012020,09:00,10:00,,146
2012020,10:00,11:00,,146
2012020,11:00,12:00,,147
2012020,12:00,13:00,,147
2012020,13:00,14:00,,147
2012020,14:00,15:00,,147
2012020,15:00,16:00,,147
2012020,16:00,17:00,,149
2012020,17:00,18:00,,147
2012020,18:00,19:00,,146
2012020,19:00,20:00,,146
2012020,20:00,21:00,,148
2012020,21:00,22:00,,151
2012020,22:00,23:00,,153
2012020,23:00,00:00,,146
3012020,00:00,01:00,,143
3012020,01:00,02:00,,143
3012020,02:00,03:00,,144
3012020,03:00,04:00,,132
3012020,04:00,05:00,,133
3012020,05:00,06:00,,146
3012020,06:00,07:00,,144
3012020,07:00,08:00,,139
3012020,08:00,09:00,,139
3012020,09:00,10:00,,139
3012020,10:00,11:00,,141
3012020,11:00,12:00,,145
3012020,12:00,13:00,,147
3012020,13:00,14:00,,147
3012020,14:00,15:00,,149
3012020,15:00,16:00,,150
3012020,16:00,17:00,,146
3012020,17:00,18:00,,147
3012020,18:00,19:00,,148
3012020,19:00,20:00,,147
3012020,20:00,21:00,,147
3012020,21:00,22:00,,151
3012020,22:00,23:00,,148
3012020,23:00,00:00,,147
4012020,00:00,01:00,,147
4012020,01:00,02:00,,147
4012020,02:00,03:00,,147
4012020,03:00,04:00,,147
4012020,04:00,05:00,,146
4012020,05:00,06:00,,147
4012020,06:00,07:00,,147
4012020,07:00,08:00,,145
4012020,08:00,09:00,,146
4012020,09:00,10:00,,146
4012020,10:00,11:00,,146
4012020,11:00,12:00,,145
4012020,12:00,13:00,,144
4012020,13:00,14:00,,145
4012020,14:00,15:00,,146
4012020,15:00,16:00,,148
4012020,16:00,17:00,,146
4012020,17:00,18:00,,147
4012020,18:00,19:00,,148
4012020,19:00,20:00,,150
4012020,20:00,21:00,,149
4012020,21:00,22:00,,150
4012020,22:00,23:00,,148
4012020,23:00,00:00,,146
5012020,00:00,01:00,,144
5012020,01:00,02:00,,147
5012020,02:00,03:00,,146
5012020,03:00,04:00,,144
5012020,04:00,05:00,,144
5012020,05:00,06:00,,143
5012020,06:00,07:00,,142
5012020,07:00,08:00,,141
5012020,08:00,09:00,,119
5012020,09:00,10:00,,120
5012020,10:00,11:00,,122
5012020,11:00,12:00,,122
5012020,12:00,13:00,,121
5012020,13:00,14:00,,119
5012020,14:00,15:00,,118
5012020,15:00,16:00,,120
5012020,16:00,17:00,,122
5012020,17:00,18:00,,125
5012020,18:00,19:00,,147
5012020,19:00,20:00,,152
5012020,20:00,21:00,,149
5012020,21:00,22:00,,151
5012020,22:00,23:00,,151
5012020,23:00,00:00,,148
6012020,00:00,01:00,,148
6012020,01:00,02:00,,148
6012020,02:00,03:00,,148
6012020,03:00,04:00,,148
6012020,04:00,05:00,,148
6012020,05:00,06:00,,149
6012020,06:00,07:00,,152
6012020,07:00,08:00,,148
6012020,08:00,09:00,,147
6012020,09:00,10:00,,146
6012020,10:00,11:00,,146
6012020,11:00,12:00,,147
6012020,12:00,13:00,,147
6012020,13:00,14:00,,148
6012020,14:00,15:00,,147
6012020,15:00,16:00,,144
6012020,16:00,17:00,,144
6012020,17:00,18:00,,147
6012020,18:00,19:00,,148
6012020,19:00,20:00,,149
6012020,20:00,21:00,,150
6012020,21:00,22:00,,149
6012020,22:00,23:00,,149
6012020,23:00,00:00,,147
7012020,00:00,01:00,,147
7012020,01:00,02:00,,146
7012020,02:00,03:00,,147
7012020,03:00,04:00,,147
7012020,04:00,05:00,,147
7012020,05:00,06:00,,149
7012020,06:00,07:00,,150
7012020,07:00,08:00,,147
7012020,08:00,09:00,,147
7012020,09:00,10:00,,146
7012020,10:00,11:00,,147
7012020,11:00,12:00,,147
7012020,12:00,13:00,,148
7012020,13:00,14:00,,148
7012020,14:00,15:00,,149
7012020,15:00,16:00,,148
7012020,16:00,17:00,,149
7012020,17:00,18:00,,150
7012020,18:00,19:00,,150
7012020,19:00,20:00,,149
7012020,20:00,21:00,,148
7012020,21:00,22:00,,146
7012020,22:00,23:00,,151
7012020,23:00,00:00,,150
8012020,00:00,01:00,,149
8012020,01:00,02:00,,136
8012020,02:00,03:00,,129
8012020,03:00,04:00,,126
8012020,04:00,05:00,,133
8012020,05:00,06:00,,148
8012020,06:00,07:00,,153
8012020,07:00,08:00,,148
8012020,08:00,09:00,,147
8012020,09:00,10:00,,148
8012020,10:00,11:00,,148
8012020,11:00,12:00,,146
8012020,12:00,13:00,,151
8012020,13:00,14:00,,149
8012020,14:00,15:00,,150
8012020,15:00,16:00,,153
8012020,16:00,17:00,,149
8012020,17:00,18:00,,148
8012020,18:00,19:00,,147
8012020,19:00,20:00,,147
8012020,20:00,21:00,,154
8012020,21:00,22:00,,155
8012020,22:00,23:00,,153
8012020,23:00,00:00,,130
9012020,00:00,01:00,,120
9012020,01:00,02:00,,123
9012020,02:00,03:00,,130
9012020,03:00,04:00,,129
9012020,04:00,05:00,,140
9012020,05:00,06:00,,150
9012020,06:00,07:00,,149
9012020,07:00,08:00,,148
9012020,08:00,09:00,,148
9012020,09:00,10:00,,150
9012020,10:00,11:00,,37
9012020,11:00,12:00,,78
9012020,12:00,13:00,,148
9012020,13:00,14:00,,147
9012020,14:00,15:00,,142
9012020,15:00,16:00,,140
9012020,16:00,17:00,,141
9012020,17:00,18:00,,142
9012020,18:00,19:00,,142
9012020,19:00,20:00,,142
9012020,20:00,21:00,,142
9012020,21:00,22:00,,134
9012020,22:00,23:00,,134
9012020,23:00,00:00,,126
10012020,00:00,01:00,,108
10012020,01:00,02:00,,103
10012020,02:00,03:00,,103
10012020,03:00,04:00,,106
10012020,04:00,05:00,,114
10012020,05:00,06:00,,138
10012020,06:00,07:00,,133
10012020,07:00,08:00,,140
10012020,08:00,09:00,,143
10012020,09:00,10:00,,142
10012020,10:00,11:00,,146
10012020,11:00,12:00,,143
10012020,12:00,13:00,,140
10012020,13:00,14:00,,134
10012020,14:00,15:00,,132
10012020,15:00,16:00,,141
10012020,16:00,17:00,,146
10012020,17:00,18:00,,146
10012020,18:00,19:00,,148
10012020,19:00,20:00,,144
