date,start,end,11WD7WALS5S--9-Y,11WD7WALS1S--10A
1012020,00:00,01:00,83.0,0.0
1012020,01:00,02:00,84.0,0.0
1012020,02:00,03:00,83.0,0.0
1012020,03:00,04:00,83.0,0.0
1012020,04:00,05:00,83.0,0.0
1012020,05:00,06:00,83.0,0.0
1012020,06:00,07:00,83.0,0.0
1012020,07:00,08:00,83.0,0.0
1012020,08:00,09:00,83.0,0.0
1012020,09:00,10:00,82.0,0.0
1012020,10:00,11:00,83.0,0.0
1012020,11:00,12:00,83.0,0.0
1012020,12:00,13:00,84.0,0.0
1012020,13:00,14:00,82.0,0.0
1012020,14:00,15:00,83.0,0.0
1012020,15:00,16:00,94.0,0.0
1012020,16:00,17:00,86.0,0.0
1012020,17:00,18:00,83.0,0.0
1012020,18:00,19:00,83.0,0.0
1012020,19:00,20:00,83.0,0.0
1012020,20:00,21:00,83.0,0.0
1012020,21:00,22:00,84.0,0.0
1012020,22:00,23:00,83.0,0.0
1012020,23:00,00:00,83.0,0.0
2012020,00:00,01:00,84.0,0.0
2012020,01:00,02:00,82.0,0.0
2012020,02:00,03:00,83.0,0.0
2012020,03:00,04:00,82.0,0.0
2012020,04:00,05:00,83.0,0.0
2012020,05:00,06:00,82.0,0.0
2012020,06:00,07:00,83.0,0.0
2012020,07:00,08:00,90.0,0.0
2012020,08:00,09:00,123.0,0.0
2012020,09:00,10:00,143.0,0.0
2012020,10:00,11:00,216.0,0.0
2012020,11:00,12:00,184.0,0.0
2012020,12:00,13:00,184.0,0.0
2012020,13:00,14:00,223.0,0.0
2012020,14:00,15:00,245.0,0.0
2012020,15:00,16:00,263.0,0.0
2012020,16:00,17:00,224.0,0.0
2012020,17:00,18:00,151.0,0.0
2012020,18:00,19:00,111.0,0.0
2012020,19:00,20:00,84.0,0.0
2012020,20:00,21:00,83.0,0.0
2012020,21:00,22:00,94.0,0.0
2012020,22:00,23:00,83.0,0.0
2012020,23:00,00:00,88.0,0.0
3012020,00:00,01:00,90.0,0.0
3012020,01:00,02:00,84.0,0.0
3012020,02:00,03:00,91.0,0.0
3012020,03:00,04:00,91.0,0.0
3012020,04:00,05:00,83.0,0.0
3012020,05:00,06:00,83.0,0.0
3012020,06:00,07:00,83.0,0.0
3012020,07:00,08:00,83.0,0.0
3012020,08:00,09:00,83.0,0.0
3012020,09:00,10:00,83.0,0.0
3012020,10:00,11:00,83.0,0.0
3012020,11:00,12:00,83.0,0.0
3012020,12:00,13:00,83.0,0.0
3012020,13:00,14:00,83.0,0.0
3012020,14:00,15:00,82.0,0.0
3012020,15:00,16:00,83.0,0.0
3012020,16:00,17:00,83.0,0.0
3012020,17:00,18:00,83.0,0.0
3012020,18:00,19:00,83.0,0.0
3012020,19:00,20:00,82.0,0.0
3012020,20:00,21:00,82.0,0.0
3012020,21:00,22:00,83.0,0.0
3012020,22:00,23:00,83.0,0.0
3012020,23:00,00:00,81.0,0.0
4012020,00:00,01:00,82.0,0.0
4012020,01:00,02:00,83.0,0.0
4012020,02:00,03:00,82.0,0.0
4012020,03:00,04:00,82.0,0.0
4012020,04:00,05:00,82.0,0.0
4012020,05:00,06:00,82.0,0.0
4012020,06:00,07:00,82.0,0.0
4012020,07:00,08:00,81.0,0.0
4012020,08:00,09:00,82.0,0.0
4012020,09:00,10:00,82.0,0.0
4012020,10:00,11:00,83.0,0.0
4012020,11:00,12:00,81.0,0.0
4012020,12:00,13:00,82.0,0.0
4012020,13:00,14:00,81.0,0.0
4012020,14:00,15:00,86.0,0.0
4012020,15:00,16:00,111.0,0.0
4012020,16:00,17:00,112.0,0.0
4012020,17:00,18:00,88.0,0.0
4012020,18:00,19:00,83.0,0.0
4012020,19:00,20:00,83.0,0.0
4012020,20:00,21:00,83.0,0.0
4012020,21:00,22:00,84.0,0.0
4012020,22:00,23:00,99.0,0.0
4012020,23:00,00:00,62.0,0.0
5012020,00:00,01:00,83.0,0.0
5012020,01:00,02:00,83.0,0.0
5012020,02:00,03:00,84.0,0.0
5012020,03:00,04:00,82.0,0.0
5012020,04:00,05:00,83.0,0.0
5012020,05:00,06:00,83.0,0.0
5012020,06:00,07:00,82.0,0.0
5012020,07:00,08:00,83.0,0.0
5012020,08:00,09:00,83.0,0.0
5012020,09:00,10:00,82.0,0.0
5012020,10:00,11:00,84.0,0.0
5012020,11:00,12:00,83.0,0.0
5012020,12:00,13:00,83.0,0.0
5012020,13:00,14:00,83.0,0.0
5012020,14:00,15:00,87.0,0.0
5012020,15:00,16:00,102.0,0.0
5012020,16:00,17:00,110.0,0.0
5012020,17:00,18:00,112.0,0.0
5012020,18:00,19:00,113.0,0.0
5012020,19:00,20:00,118.0,0.0
5012020,20:00,21:00,124.0,0.0
5012020,21:00,22:00,119.0,0.0
5012020,22:00,23:00,113.0,0.0
5012020,23:00,00:00,85.0,0.0
6012020,00:00,01:00,117.0,0.0
6012020,01:00,02:00,113.0,0.0
6012020,02:00,03:00,113.0,0.0
6012020,03:00,04:00,112.0,0.0
6012020,04:00,05:00,111.0,0.0
6012020,05:00,06:00,113.0,0.0
6012020,06:00,07:00,121.0,91.0
6012020,07:00,08:00,123.0,279.0
6012020,08:00,09:00,121.0,359.0
6012020,09:00,10:00,109.0,590.0
6012020,10:00,11:00,84.0,596.0
6012020,11:00,12:00,84.0,511.0
6012020,12:00,13:00,83.0,520.0
6012020,13:00,14:00,84.0,461.0
6012020,14:00,15:00,84.0,568.0
6012020,15:00,16:00,84.0,551.0
6012020,16:00,17:00,84.0,543.0
6012020,17:00,18:00,84.0,545.0
6012020,18:00,19:00,84.0,633.0
6012020,19:00,20:00,83.0,712.0
6012020,20:00,21:00,83.0,606.0
6012020,21:00,22:00,83.0,488.0
6012020,22:00,23:00,84.0,489.0
6012020,23:00,00:00,83.0,295.0
7012020,00:00,01:00,86.0,221.0
7012020,01:00,02:00,85.0,188.0
7012020,02:00,03:00,83.0,190.0
7012020,03:00,04:00,83.0,185.0
7012020,04:00,05:00,84.0,184.0
7012020,05:00,06:00,85.0,192.0
7012020,06:00,07:00,163.0,365.0
7012020,07:00,08:00,296.0,686.0
7012020,08:00,09:00,307.0,663.0
7012020,09:00,10:00,332.0,691.0
7012020,10:00,11:00,307.0,703.0
7012020,11:00,12:00,300.0,709.0
7012020,12:00,13:00,300.0,708.0
7012020,13:00,14:00,272.0,702.0
7012020,14:00,15:00,300.0,711.0
7012020,15:00,16:00,301.0,714.0
7012020,16:00,17:00,301.0,712.0
7012020,17:00,18:00,300.0,705.0
7012020,18:00,19:00,241.0,703.0
7012020,19:00,20:00,146.0,648.0
7012020,20:00,21:00,85.0,537.0
7012020,21:00,22:00,80.0,287.0
7012020,22:00,23:00,82.0,203.0
7012020,23:00,00:00,81.0,211.0
8012020,00:00,01:00,82.0,200.0
8012020,01:00,02:00,81.0,191.0
8012020,02:00,03:00,81.0,180.0
8012020,03:00,04:00,80.0,183.0
8012020,04:00,05:00,81.0,192.0
8012020,05:00,06:00,81.0,198.0
8012020,06:00,07:00,85.0,295.0
8012020,07:00,08:00,122.0,620.0
8012020,08:00,09:00,105.0,708.0
8012020,09:00,10:00,125.0,706.0
8012020,10:00,11:00,175.0,702.0
8012020,11:00,12:00,251.0,705.0
8012020,12:00,13:00,252.0,707.0
8012020,13:00,14:00,274.0,705.0
8012020,14:00,15:00,301.0,708.0
8012020,15:00,16:00,301.0,711.0
8012020,16:00,17:00,309.0,715.0
8012020,17:00,18:00,309.0,710.0
8012020,18:00,19:00,300.0,710.0
8012020,19:00,20:00,270.0,691.0
8012020,20:00,21:00,300.0,706.0
8012020,21:00,22:00,301.0,710.0
8012020,22:00,23:00,185.0,707.0
8012020,23:00,00:00,90.0,695.0
9012020,00:00,01:00,83.0,694.0
9012020,01:00,02:00,82.0,617.0
9012020,02:00,03:00,82.0,499.0
9012020,03:00,04:00,82.0,352.0
9012020,04:00,05:00,83.0,295.0
9012020,05:00,06:00,81.0,326.0
9012020,06:00,07:00,81.0,644.0
9012020,07:00,08:00,83.0,703.0
9012020,08:00,09:00,142.0,707.0
9012020,09:00,10:00,212.0,701.0
9012020,10:00,11:00,211.0,709.0
9012020,11:00,12:00,210.0,695.0
9012020,12:00,13:00,210.0,457.0
9012020,13:00,14:00,211.0,307.0
9012020,14:00,15:00,211.0,295.0
9012020,15:00,16:00,230.0,309.0
9012020,16:00,17:00,280.0,621.0
9012020,17:00,18:00,268.0,652.0
9012020,18:00,19:00,336.0,646.0
9012020,19:00,20:00,334.0,644.0
9012020,20:00,21:00,246.0,426.0
9012020,21:00,22:00,134.0,3.0
9012020,22:00,23:00,98.0,0.0
9012020,23:00,00:00,71.0,0.0
10012020,00:00,01:00,82.0,0.0
10012020,01:00,02:00,83.0,0.0
10012020,02:00,03:00,82.0,0.0
10012020,03:00,04:00,83.0,0.0
10012020,04:00,05:00,86.0,0.0
10012020,05:00,06:00,109.0,0.0
10012020,06:00,07:00,141.0,0.0
10012020,07:00,08:00,168.0,0.0
10012020,08:00,09:00,239.0,0.0
10012020,09:00,10:00,297.0,0.0
10012020,10:00,11:00,263.0,0.0
10012020,11:00,12:00,253.0,0.0
10012020,12:00,13:00,184.0,0.0
10012020,13:00,14:00,179.0,0.0
10012020,14:00,15:00,181.0,0.0
10012020,15:00,16:00,180.0,0.0
10012020,16:00,17:00,182.0,0.0
10012020,17:00,18:00,180.0,0.0
10012020,18:00,19:00,181.0,0.0
10012020,19:00,20:00,131.0,0.0
10012020,20:00,21:00,98.0,0.0
10012020,21:00,22:00,87.0,0.0
10012020,22:00,23:00,84.0,0.0
10012020,23:00,00:00,63.0,0.0
11012020,00:00,01:00,108.0,0.0
