date,start,end,11WD7OPLA1G--318,11WD7BOLA5GDTN2T,11WD7BOLA5GGTN2E
1012021,00:00,01:00,432.0,127.5,127.5
1012021,01:00,02:00,441.0,128.5,128.5
1012021,02:00,03:00,380.0,125.0,125.0
1012021,03:00,04:00,261.0,94.5,94.5
1012021,04:00,05:00,176.0,69.5,69.5
1012021,05:00,06:00,287.0,102.5,102.5
1012021,06:00,07:00,325.0,105.5,105.5
1012021,07:00,08:00,292.0,90.0,90.0
1012021,08:00,09:00,346.0,116.5,116.5
1012021,09:00,10:00,352.0,119.0,119.0
1012021,10:00,11:00,385.0,121.5,121.5
1012021,11:00,12:00,426.0,127.0,127.0
1012021,12:00,13:00,432.0,127.0,127.0
1012021,13:00,14:00,434.0,128.0,128.0
1012021,14:00,15:00,437.0,129.5,129.5
1012021,15:00,16:00,427.0,128.5,128.5
1012021,16:00,17:00,437.0,128.0,128.0
1012021,17:00,18:00,425.0,128.0,128.0
1012021,18:00,19:00,440.0,128.0,128.0
1012021,19:00,20:00,373.0,126.0,126.0
1012021,20:00,21:00,397.0,125.5,125.5
1012021,21:00,22:00,421.0,127.0,127.0
1012021,22:00,23:00,343.0,116.0,116.0
1012021,23:00,00:00,315.0,122.5,122.5
2012021,00:00,01:00,433.0,128.5,128.5
2012021,01:00,02:00,356.0,105.0,105.0
2012021,02:00,03:00,173.0,60.5,60.5
2012021,03:00,04:00,174.0,58.5,58.5
2012021,04:00,05:00,176.0,65.5,65.5
2012021,05:00,06:00,321.0,90.0,90.0
2012021,06:00,07:00,321.0,97.5,97.5
2012021,07:00,08:00,328.0,101.0,101.0
2012021,08:00,09:00,341.0,105.5,105.5
2012021,09:00,10:00,399.0,123.5,123.5
2012021,10:00,11:00,441.0,128.0,128.0
2012021,11:00,12:00,442.0,128.0,128.0
2012021,12:00,13:00,444.0,128.0,128.0
2012021,13:00,14:00,444.0,128.0,128.0
2012021,14:00,15:00,442.0,128.0,128.0
2012021,15:00,16:00,443.0,128.0,128.0
2012021,16:00,17:00,443.0,128.0,128.0
2012021,17:00,18:00,443.0,128.0,128.0
2012021,18:00,19:00,431.0,128.0,128.0
2012021,19:00,20:00,433.0,127.5,127.5
2012021,20:00,21:00,441.0,128.5,128.5
2012021,21:00,22:00,443.0,128.5,128.5
2012021,22:00,23:00,406.0,122.0,122.0
2012021,23:00,00:00,311.0,117.0,117.0
3012021,00:00,01:00,321.0,,
3012021,01:00,02:00,330.0,,
3012021,02:00,03:00,309.0,,
3012021,03:00,04:00,314.0,,
3012021,04:00,05:00,345.0,,
3012021,05:00,06:00,371.0,,
3012021,06:00,07:00,389.0,,
3012021,07:00,08:00,403.0,,
3012021,08:00,09:00,420.0,,
3012021,09:00,10:00,396.0,,
3012021,10:00,11:00,409.0,,
3012021,11:00,12:00,374.0,,
3012021,12:00,13:00,405.0,,
3012021,13:00,14:00,409.0,,
3012021,14:00,15:00,414.0,,
