date,start,end,11WD2S2610001015,11WD2S262000102W,11WD2S260000100F
7012016,08:00,09:00,105,104,65.0
7012016,09:00,10:00,106,102,61.0
7012016,10:00,11:00,103,102,63.0
7012016,11:00,12:00,108,108,70.0
7012016,12:00,13:00,106,106,73.0
7012016,13:00,14:00,106,106,74.0
7012016,14:00,15:00,105,107,70.0
7012016,15:00,16:00,105,104,72.0
7012016,16:00,17:00,107,106,68.0
7012016,17:00,18:00,105,105,66.0
7012016,18:00,19:00,98,98,61.0
7012016,19:00,20:00,101,101,64.0
7012016,20:00,21:00,104,99,63.0
7012016,21:00,22:00,102,99,68.0
7012016,22:00,23:00,99,98,70.0
7012016,23:00,00:00,98,96,70.0
8012016,00:00,01:00,100,99,71.0
8012016,01:00,02:00,84,84,66.0
8012016,02:00,03:00,72,69,60.0
8012016,03:00,04:00,71,67,56.0
8012016,04:00,05:00,90,87,58.0
8012016,05:00,06:00,99,94,59.0
8012016,06:00,07:00,103,101,66.0
8012016,07:00,08:00,107,107,73.0
8012016,08:00,09:00,107,101,74.0
8012016,09:00,10:00,101,100,71.0
8012016,10:00,11:00,99,99,73.0
8012016,11:00,12:00,98,98,71.0
8012016,12:00,13:00,99,94,72.0
8012016,13:00,14:00,100,101,74.0
8012016,14:00,15:00,98,98,71.0
8012016,15:00,16:00,106,105,70.0
8012016,16:00,17:00,103,102,69.0
8012016,17:00,18:00,106,105,69.0
8012016,18:00,19:00,107,107,68.0
8012016,19:00,20:00,107,107,68.0
8012016,20:00,21:00,99,98,67.0
8012016,21:00,22:00,92,89,64.0
8012016,22:00,23:00,96,96,64.0
8012016,23:00,00:00,95,95,65.0
9012016,00:00,01:00,105,105,68.0
9012016,01:00,02:00,107,106,69.0
9012016,02:00,03:00,107,106,70.0
9012016,03:00,04:00,107,106,70.0
9012016,04:00,05:00,103,102,68.0
9012016,05:00,06:00,103,102,69.0
9012016,06:00,07:00,98,97,67.0
9012016,07:00,08:00,95,94,66.0
9012016,08:00,09:00,96,95,68.0
9012016,09:00,10:00,94,93,70.0
9012016,10:00,11:00,96,96,70.0
9012016,11:00,12:00,100,100,73.0
9012016,12:00,13:00,99,99,73.0
9012016,13:00,14:00,93,92,71.0
9012016,14:00,15:00,96,96,72.0
9012016,15:00,16:00,103,102,74.0
9012016,16:00,17:00,99,98,74.0
9012016,17:00,18:00,102,101,75.0
9012016,18:00,19:00,102,102,75.0
9012016,19:00,20:00,103,103,75.0
9012016,20:00,21:00,101,101,74.0
9012016,21:00,22:00,102,101,74.0
9012016,22:00,23:00,103,103,74.0
9012016,23:00,00:00,92,92,69.0
10012016,00:00,01:00,63,63,59.0
10012016,01:00,02:00,1,89,32.0
10012016,02:00,03:00,0,93,30.0
10012016,03:00,04:00,0,91,30.0
10012016,04:00,05:00,0,98,34.0
10012016,05:00,06:00,0,92,34.0
10012016,06:00,07:00,0,88,33.0
10012016,07:00,08:00,0,107,38.0
10012016,08:00,09:00,0,112,40.0
10012016,09:00,10:00,0,103,36.0
10012016,10:00,11:00,0,100,37.0
10012016,11:00,12:00,2,95,37.0
10012016,12:00,13:00,79,87,59.0
10012016,13:00,14:00,103,99,72.0
10012016,14:00,15:00,103,99,73.0
10012016,15:00,16:00,106,106,74.0
10012016,16:00,17:00,103,100,73.0
10012016,17:00,18:00,102,103,73.0
10012016,18:00,19:00,95,94,70.0
10012016,19:00,20:00,102,88,70.0
10012016,20:00,21:00,90,83,68.0
10012016,21:00,22:00,92,88,68.0
10012016,22:00,23:00,94,92,69.0
10012016,23:00,00:00,93,86,68.0
11012016,00:00,01:00,93,87,69.0
11012016,01:00,02:00,93,91,68.0
11012016,02:00,03:00,94,90,69.0
11012016,03:00,04:00,96,95,70.0
11012016,04:00,05:00,95,93,70.0
11012016,05:00,06:00,98,97,71.0
11012016,06:00,07:00,103,103,72.0
11012016,07:00,08:00,105,106,73.0
11012016,08:00,09:00,104,107,72.0
11012016,09:00,10:00,110,110,71.0
11012016,10:00,11:00,112,111,69.0
11012016,11:00,12:00,111,111,69.0
11012016,12:00,13:00,111,111,68.0
11012016,13:00,14:00,93,110,71.0
11012016,14:00,15:00,2,109,53.0
11012016,15:00,16:00,6,107,56.0
11012016,16:00,17:00,75,110,59.0
11012016,17:00,18:00,112,105,64.0
11012016,18:00,19:00,112,111,64.0
11012016,19:00,20:00,102,101,66.0
11012016,20:00,21:00,88,88,62.0
11012016,21:00,22:00,88,88,66.0
11012016,22:00,23:00,90,89,67.0
11012016,23:00,00:00,93,93,67.0
12012016,00:00,01:00,96,95,67.0
12012016,01:00,02:00,96,96,68.0
12012016,02:00,03:00,96,96,67.0
12012016,03:00,04:00,92,92,66.0
12012016,04:00,05:00,92,91,67.0
12012016,05:00,06:00,96,95,77.0
12012016,06:00,07:00,97,96,80.0
12012016,07:00,08:00,105,103,74.0
12012016,08:00,09:00,108,107,72.0
12012016,09:00,10:00,111,109,67.0
12012016,10:00,11:00,110,109,62.0
12012016,11:00,12:00,109,109,61.0
12012016,12:00,13:00,104,103,62.0
12012016,13:00,14:00,104,101,63.0
12012016,14:00,15:00,104,103,69.0
12012016,15:00,16:00,111,109,68.0
12012016,16:00,17:00,112,111,64.0
12012016,17:00,18:00,115,113,59.0
12012016,18:00,19:00,115,113,59.0
12012016,19:00,20:00,108,107,59.0
12012016,20:00,21:00,100,99,64.0
12012016,21:00,22:00,99,98,66.0
12012016,22:00,23:00,99,98,66.0
12012016,23:00,00:00,99,97,69.0
13012016,00:00,01:00,99,98,68.0
13012016,01:00,02:00,99,97,68.0
13012016,02:00,03:00,95,96,67.0
13012016,03:00,04:00,98,98,69.0
13012016,04:00,05:00,98,98,69.0
13012016,05:00,06:00,99,98,73.0
13012016,06:00,07:00,106,106,73.0
13012016,07:00,08:00,110,110,65.0
13012016,08:00,09:00,108,109,63.0
13012016,09:00,10:00,107,107,60.0
13012016,10:00,11:00,107,107,61.0
13012016,11:00,12:00,112,112,59.0
13012016,12:00,13:00,113,110,57.0
13012016,13:00,14:00,113,111,59.0
13012016,14:00,15:00,113,111,59.0
13012016,15:00,16:00,113,113,59.0
13012016,16:00,17:00,113,111,62.0
13012016,17:00,18:00,109,109,63.0
13012016,18:00,19:00,111,109,60.0
13012016,19:00,20:00,117,115,60.0
13012016,20:00,21:00,109,108,60.0
13012016,21:00,22:00,99,99,58.0
13012016,22:00,23:00,90,90,55.0
13012016,23:00,00:00,94,94,58.0
14012016,00:00,01:00,83,83,57.0
14012016,01:00,02:00,85,85,58.0
14012016,02:00,03:00,88,88,59.0
14012016,03:00,04:00,91,91,59.0
14012016,04:00,05:00,98,98,59.0
14012016,05:00,06:00,98,98,63.0
14012016,06:00,07:00,101,100,66.0
14012016,07:00,08:00,107,106,70.0
14012016,08:00,09:00,115,113,52.0
14012016,09:00,10:00,117,114,52.0
14012016,10:00,11:00,113,110,58.0
14012016,11:00,12:00,109,106,61.0
14012016,12:00,13:00,107,105,60.0
14012016,13:00,14:00,107,106,61.0
14012016,14:00,15:00,107,106,62.0
14012016,15:00,16:00,111,109,63.0
14012016,16:00,17:00,111,111,63.0
14012016,17:00,18:00,112,111,64.0
14012016,18:00,19:00,113,112,64.0
14012016,19:00,20:00,112,112,63.0
14012016,20:00,21:00,111,109,60.0
14012016,21:00,22:00,100,99,62.0
14012016,22:00,23:00,90,90,58.0
14012016,23:00,00:00,94,93,62.0
15012016,00:00,01:00,93,93,61.0
15012016,01:00,02:00,94,93,61.0
15012016,02:00,03:00,93,93,61.0
15012016,03:00,04:00,95,95,62.0
15012016,04:00,05:00,98,98,63.0
15012016,05:00,06:00,111,111,62.0
15012016,06:00,07:00,113,114,64.0
15012016,07:00,08:00,115,114,58.0
15012016,08:00,09:00,116,114,54.0
15012016,09:00,10:00,116,114,58.0
15012016,10:00,11:00,116,115,59.0
15012016,11:00,12:00,115,114,59.0
15012016,12:00,13:00,114,112,59.0
15012016,13:00,14:00,107,106,56.0
15012016,14:00,15:00,105,103,52.0
15012016,15:00,16:00,104,103,52.0
15012016,16:00,17:00,106,105,52.0
15012016,17:00,18:00,107,105,54.0
15012016,18:00,19:00,105,103,55.0
15012016,19:00,20:00,110,110,58.0
15012016,20:00,21:00,111,110,59.0
15012016,21:00,22:00,108,108,62.0
15012016,22:00,23:00,100,100,62.0
15012016,23:00,00:00,99,99,63.0
16012016,00:00,01:00,97,96,62.0
16012016,01:00,02:00,98,98,63.0
16012016,02:00,03:00,98,98,64.0
16012016,03:00,04:00,98,98,64.0
16012016,04:00,05:00,98,98,64.0
16012016,05:00,06:00,114,109,61.0
16012016,06:00,07:00,117,111,60.0
16012016,07:00,08:00,117,111,61.0
16012016,08:00,09:00,118,111,62.0
16012016,09:00,10:00,117,109,60.0
16012016,10:00,11:00,117,111,51.0
16012016,11:00,12:00,117,112,51.0
16012016,12:00,13:00,117,111,49.0
16012016,13:00,14:00,117,111,49.0
16012016,14:00,15:00,117,111,51.0
16012016,15:00,16:00,118,111,52.0
16012016,16:00,17:00,117,111,54.0
16012016,17:00,18:00,117,111,55.0
16012016,18:00,19:00,117,111,55.0
16012016,19:00,20:00,118,110,57.0
16012016,20:00,21:00,117,111,53.0
16012016,21:00,22:00,116,111,52.0
16012016,22:00,23:00,102,101,50.0
16012016,23:00,00:00,100,99,53.0
17012016,00:00,01:00,101,99,52.0
17012016,01:00,02:00,98,98,45.0
17012016,02:00,03:00,99,98,54.0
17012016,03:00,04:00,100,99,59.0
17012016,04:00,05:00,98,99,60.0
17012016,05:00,06:00,111,110,58.0
17012016,06:00,07:00,116,111,57.0
17012016,07:00,08:00,116,111,53.0
17012016,08:00,09:00,118,117,46.0
17012016,09:00,10:00,118,117,46.0
17012016,10:00,11:00,118,117,46.0
17012016,11:00,12:00,118,116,44.0
17012016,12:00,13:00,118,117,46.0
17012016,13:00,14:00,118,117,51.0
17012016,14:00,15:00,118,116,51.0
17012016,15:00,16:00,118,116,51.0
17012016,16:00,17:00,119,117,49.0
17012016,17:00,18:00,119,117,49.0
17012016,18:00,19:00,119,117,48.0
17012016,19:00,20:00,119,117,47.0
17012016,20:00,21:00,119,118,47.0
17012016,21:00,22:00,117,116,47.0
17012016,22:00,23:00,107,106,51.0
17012016,23:00,00:00,74,106,52.0
18012016,00:00,01:00,52,96,53.0
18012016,01:00,02:00,47,89,51.0
18012016,02:00,03:00,60,81,52.0
18012016,03:00,04:00,86,87,58.0
18012016,04:00,05:00,107,107,66.0
18012016,05:00,06:00,112,111,66.0
18012016,06:00,07:00,113,111,63.0
18012016,07:00,08:00,115,111,61.0
18012016,08:00,09:00,118,113,55.0
18012016,09:00,10:00,118,114,54.0
18012016,10:00,11:00,118,114,55.0
18012016,11:00,12:00,118,113,55.0
18012016,12:00,13:00,114,109,59.0
18012016,13:00,14:00,113,109,60.0
18012016,14:00,15:00,113,112,61.0
18012016,15:00,16:00,113,112,61.0
18012016,16:00,17:00,113,113,60.0
18012016,17:00,18:00,115,114,55.0
18012016,18:00,19:00,114,114,54.0
18012016,19:00,20:00,114,114,54.0
18012016,20:00,21:00,111,111,57.0
18012016,21:00,22:00,107,107,56.0
18012016,22:00,23:00,107,107,50.0
18012016,23:00,00:00,95,95,47.0
19012016,00:00,01:00,100,100,51.0
19012016,01:00,02:00,104,104,54.0
19012016,02:00,03:00,102,101,53.0
19012016,03:00,04:00,102,101,51.0
19012016,04:00,05:00,106,106,54.0
19012016,05:00,06:00,99,99,54.0
19012016,06:00,07:00,110,108,56.0
19012016,07:00,08:00,118,115,50.0
19012016,08:00,09:00,120,118,45.0
19012016,09:00,10:00,120,118,45.0
19012016,10:00,11:00,118,117,47.0
19012016,11:00,12:00,119,116,52.0
19012016,12:00,13:00,118,116,54.0
19012016,13:00,14:00,118,114,54.0
19012016,14:00,15:00,117,115,54.0
19012016,15:00,16:00,117,115,54.0
19012016,16:00,17:00,117,115,54.0
19012016,17:00,18:00,117,115,53.0
19012016,18:00,19:00,117,115,54.0
19012016,19:00,20:00,112,111,51.0
19012016,20:00,21:00,104,102,63.0
19012016,21:00,22:00,104,102,66.0
19012016,22:00,23:00,105,104,56.0
19012016,23:00,00:00,96,96,55.0
20012016,00:00,01:00,105,104,54.0
20012016,01:00,02:00,97,97,53.0
20012016,02:00,03:00,96,95,54.0
20012016,03:00,04:00,96,95,53.0
20012016,04:00,05:00,99,99,51.0
20012016,05:00,06:00,101,101,57.0
20012016,06:00,07:00,110,109,62.0
20012016,07:00,08:00,113,112,64.0
20012016,08:00,09:00,113,112,62.0
20012016,09:00,10:00,113,112,61.0
20012016,10:00,11:00,112,110,61.0
20012016,11:00,12:00,113,112,60.0
20012016,12:00,13:00,111,111,59.0
20012016,13:00,14:00,110,109,60.0
20012016,14:00,15:00,105,104,59.0
20012016,15:00,16:00,106,105,59.0
20012016,16:00,17:00,107,106,59.0
20012016,17:00,18:00,111,110,57.0
20012016,18:00,19:00,117,115,56.0
20012016,19:00,20:00,117,115,56.0
20012016,20:00,21:00,115,114,52.0
20012016,21:00,22:00,100,99,53.0
20012016,22:00,23:00,99,98,59.0
20012016,23:00,00:00,98,98,59.0
21012016,00:00,01:00,99,98,60.0
21012016,01:00,02:00,98,98,59.0
21012016,02:00,03:00,99,99,59.0
21012016,03:00,04:00,100,99,60.0
21012016,04:00,05:00,102,102,60.0
21012016,05:00,06:00,104,103,61.0
21012016,06:00,07:00,113,111,60.0
21012016,07:00,08:00,118,114,55.0
21012016,08:00,09:00,118,115,54.0
21012016,09:00,10:00,118,115,53.0
21012016,10:00,11:00,114,115,56.0
21012016,11:00,12:00,117,115,54.0
21012016,12:00,13:00,117,115,53.0
21012016,13:00,14:00,117,115,54.0
21012016,14:00,15:00,117,115,54.0
21012016,15:00,16:00,117,115,53.0
21012016,16:00,17:00,118,116,54.0
21012016,17:00,18:00,118,116,50.0
21012016,18:00,19:00,119,116,48.0
21012016,19:00,20:00,119,117,49.0
21012016,20:00,21:00,115,113,52.0
21012016,21:00,22:00,112,111,51.0
21012016,22:00,23:00,109,109,50.0
21012016,23:00,00:00,109,108,55.0
22012016,00:00,01:00,109,109,57.0
22012016,01:00,02:00,111,111,56.0
22012016,02:00,03:00,110,109,56.0
22012016,03:00,04:00,111,110,56.0
22012016,04:00,05:00,109,108,57.0
22012016,05:00,06:00,113,113,57.0
22012016,06:00,07:00,116,113,54.0
22012016,07:00,08:00,120,118,46.0
22012016,08:00,09:00,121,119,46.0
22012016,09:00,10:00,121,121,46.0
22012016,10:00,11:00,119,119,45.0
22012016,11:00,12:00,119,118,45.0
22012016,12:00,13:00,114,114,44.0
22012016,13:00,14:00,112,110,43.0
22012016,14:00,15:00,112,111,42.0
22012016,15:00,16:00,112,111,42.0
22012016,16:00,17:00,112,109,42.0
22012016,17:00,18:00,120,117,45.0
22012016,18:00,19:00,121,115,43.0
22012016,19:00,20:00,121,119,41.0
22012016,20:00,21:00,121,119,42.0
22012016,21:00,22:00,122,120,44.0
22012016,22:00,23:00,112,111,45.0
22012016,23:00,00:00,109,109,48.0
23012016,00:00,01:00,113,113,44.0
23012016,01:00,02:00,111,111,42.0
23012016,02:00,03:00,109,109,41.0
23012016,03:00,04:00,107,106,44.0
23012016,04:00,05:00,106,105,45.0
23012016,05:00,06:00,104,103,46.0
23012016,06:00,07:00,104,102,51.0
23012016,07:00,08:00,105,104,54.0
23012016,08:00,09:00,109,108,53.0
23012016,09:00,10:00,114,112,56.0
23012016,10:00,11:00,115,114,57.0
23012016,11:00,12:00,113,112,56.0
23012016,12:00,13:00,110,109,54.0
23012016,13:00,14:00,101,100,49.0
23012016,14:00,15:00,97,97,47.0
23012016,15:00,16:00,97,99,47.0
23012016,16:00,17:00,98,92,47.0
23012016,17:00,18:00,101,98,54.0
23012016,18:00,19:00,101,100,51.0
23012016,19:00,20:00,99,98,51.0
23012016,20:00,21:00,96,94,48.0
23012016,21:00,22:00,99,99,51.0
23012016,22:00,23:00,93,90,59.0
23012016,23:00,00:00,94,93,61.0
24012016,00:00,01:00,94,93,60.0
24012016,01:00,02:00,98,98,60.0
24012016,02:00,03:00,99,99,60.0
24012016,03:00,04:00,98,98,59.0
24012016,04:00,05:00,98,98,59.0
24012016,05:00,06:00,102,102,56.0
24012016,06:00,07:00,99,99,58.0
24012016,07:00,08:00,106,105,56.0
24012016,08:00,09:00,112,112,57.0
24012016,09:00,10:00,111,111,56.0
24012016,10:00,11:00,111,110,55.0
24012016,11:00,12:00,98,98,60.0
24012016,12:00,13:00,99,99,57.0
24012016,13:00,14:00,98,98,56.0
24012016,14:00,15:00,102,102,59.0
24012016,15:00,16:00,94,94,59.0
24012016,16:00,17:00,92,92,58.0
24012016,17:00,18:00,104,103,59.0
24012016,18:00,19:00,111,111,61.0
24012016,19:00,20:00,102,98,54.0
24012016,20:00,21:00,103,96,53.0
24012016,21:00,22:00,96,93,51.0
24012016,22:00,23:00,93,93,55.0
24012016,23:00,00:00,88,87,61.0
25012016,00:00,01:00,89,89,61.0
25012016,01:00,02:00,88,88,62.0
25012016,02:00,03:00,88,87,62.0
25012016,03:00,04:00,88,86,62.0
25012016,04:00,05:00,98,96,63.0
25012016,05:00,06:00,99,98,64.0
25012016,06:00,07:00,100,100,66.0
25012016,07:00,08:00,104,104,66.0
25012016,08:00,09:00,105,105,65.0
25012016,09:00,10:00,103,103,66.0
25012016,10:00,11:00,102,102,66.0
25012016,11:00,12:00,101,101,64.0
25012016,12:00,13:00,95,95,62.0
25012016,13:00,14:00,88,88,60.0
25012016,14:00,15:00,88,87,60.0
25012016,15:00,16:00,85,83,60.0
25012016,16:00,17:00,90,79,61.0
25012016,17:00,18:00,101,99,64.0
25012016,18:00,19:00,105,103,65.0
25012016,19:00,20:00,103,102,62.0
25012016,20:00,21:00,102,98,59.0
25012016,21:00,22:00,99,99,59.0
25012016,22:00,23:00,96,96,61.0
25012016,23:00,00:00,89,89,61.0
26012016,00:00,01:00,86,86,59.0
26012016,01:00,02:00,86,86,58.0
26012016,02:00,03:00,85,85,59.0
26012016,03:00,04:00,88,88,61.0
26012016,04:00,05:00,96,95,62.0
26012016,05:00,06:00,96,94,60.0
26012016,06:00,07:00,108,108,63.0
26012016,07:00,08:00,111,111,62.0
26012016,08:00,09:00,110,110,56.0
26012016,09:00,10:00,112,112,58.0
26012016,10:00,11:00,103,103,61.0
26012016,11:00,12:00,96,96,68.0
26012016,12:00,13:00,97,96,68.0
26012016,13:00,14:00,97,96,70.0
26012016,14:00,15:00,92,91,69.0
26012016,15:00,16:00,87,86,68.0
26012016,16:00,17:00,86,85,68.0
26012016,17:00,18:00,98,97,71.0
26012016,18:00,19:00,101,98,73.0
26012016,19:00,20:00,89,80,70.0
26012016,20:00,21:00,68,48,57.0
26012016,21:00,22:00,97,9,45.0
26012016,22:00,23:00,99,0,40.0
26012016,23:00,00:00,98,0,35.0
27012016,00:00,01:00,95,0,30.0
27012016,01:00,02:00,90,0,29.0
27012016,02:00,03:00,88,0,29.0
27012016,03:00,04:00,91,0,29.0
27012016,04:00,05:00,102,4,31.0
27012016,05:00,06:00,95,60,55.0
27012016,06:00,07:00,98,92,67.0
27012016,07:00,08:00,100,111,62.0
27012016,08:00,09:00,102,109,61.0
27012016,09:00,10:00,104,105,67.0
27012016,10:00,11:00,97,96,68.0
27012016,11:00,12:00,78,77,68.0
27012016,12:00,13:00,87,87,72.0
27012016,13:00,14:00,101,100,77.0
27012016,14:00,15:00,98,96,76.0
27012016,15:00,16:00,105,79,75.0
27012016,16:00,17:00,99,92,76.0
27012016,17:00,18:00,95,94,74.0
27012016,18:00,19:00,89,88,72.0
27012016,19:00,20:00,98,96,74.0
27012016,20:00,21:00,91,91,74.0
27012016,21:00,22:00,11,84,35.0
27012016,22:00,23:00,0,86,32.0
27012016,23:00,00:00,0,77,29.0
28012016,00:00,01:00,0,71,27.0
28012016,01:00,02:00,0,71,27.0
28012016,02:00,03:00,0,70,28.0
28012016,03:00,04:00,0,60,27.0
28012016,04:00,05:00,0,61,27.0
28012016,05:00,06:00,0,92,32.0
28012016,06:00,07:00,55,101,50.0
28012016,07:00,08:00,99,99,75.0
28012016,08:00,09:00,102,102,77.0
28012016,09:00,10:00,98,98,76.0
28012016,10:00,11:00,94,93,75.0
28012016,11:00,12:00,90,90,73.0
28012016,12:00,13:00,91,90,74.0
28012016,13:00,14:00,97,96,78.0
28012016,14:00,15:00,92,92,76.0
28012016,15:00,16:00,95,94,77.0
28012016,16:00,17:00,97,97,78.0
28012016,17:00,18:00,100,99,77.0
28012016,18:00,19:00,105,105,78.0
28012016,19:00,20:00,94,94,74.0
28012016,20:00,21:00,91,91,73.0
28012016,21:00,22:00,11,94,37.0
28012016,22:00,23:00,0,97,31.0
28012016,23:00,00:00,0,83,29.0
29012016,00:00,01:00,0,75,28.0
29012016,01:00,02:00,0,77,27.0
29012016,02:00,03:00,0,77,27.0
29012016,03:00,04:00,0,77,28.0
29012016,04:00,05:00,0,92,31.0
29012016,05:00,06:00,10,94,36.0
29012016,06:00,07:00,69,82,64.0
29012016,07:00,08:00,98,94,77.0
29012016,08:00,09:00,94,84,78.0
29012016,09:00,10:00,89,80,80.0
29012016,10:00,11:00,98,94,76.0
29012016,11:00,12:00,103,102,74.0
29012016,12:00,13:00,102,101,75.0
29012016,13:00,14:00,97,96,74.0
29012016,14:00,15:00,79,77,70.0
29012016,15:00,16:00,78,77,70.0
29012016,16:00,17:00,79,78,71.0
29012016,17:00,18:00,91,91,72.0
29012016,18:00,19:00,89,89,71.0
29012016,19:00,20:00,80,68,59.0
29012016,20:00,21:00,100,23,42.0
29012016,21:00,22:00,89,0,27.0
29012016,22:00,23:00,78,0,24.0
29012016,23:00,00:00,80,0,23.0
