date,start,end,11WD7HERN2S--4-X
1012018,00:00,01:00,112.0
1012018,01:00,02:00,107.0
1012018,02:00,03:00,108.0
1012018,03:00,04:00,108.0
1012018,04:00,05:00,107.0
1012018,05:00,06:00,109.0
1012018,06:00,07:00,117.0
1012018,07:00,08:00,117.0
1012018,08:00,09:00,114.0
1012018,09:00,10:00,118.0
1012018,10:00,11:00,112.0
1012018,11:00,12:00,111.0
1012018,12:00,13:00,112.0
1012018,13:00,14:00,116.0
1012018,14:00,15:00,112.0
1012018,15:00,16:00,114.0
1012018,16:00,17:00,109.0
1012018,17:00,18:00,119.0
1012018,18:00,19:00,125.0
1012018,19:00,20:00,122.0
1012018,20:00,21:00,116.0
1012018,21:00,22:00,116.0
1012018,22:00,23:00,119.0
1012018,23:00,00:00,114.0
2012018,00:00,01:00,111.0
2012018,01:00,02:00,115.0
2012018,02:00,03:00,115.0
2012018,03:00,04:00,120.0
2012018,04:00,05:00,139.0
2012018,05:00,06:00,159.0
2012018,06:00,07:00,201.0
2012018,07:00,08:00,202.0
2012018,08:00,09:00,177.0
2012018,09:00,10:00,181.0
2012018,10:00,11:00,178.0
2012018,11:00,12:00,192.0
2012018,12:00,13:00,177.0
2012018,13:00,14:00,182.0
2012018,14:00,15:00,204.0
2012018,15:00,16:00,377.0
2012018,16:00,17:00,375.0
2012018,17:00,18:00,325.0
2012018,18:00,19:00,345.0
2012018,19:00,20:00,254.0
2012018,20:00,21:00,223.0
2012018,21:00,22:00,162.0
2012018,22:00,23:00,127.0
2012018,23:00,00:00,121.0
3012018,00:00,01:00,110.0
3012018,01:00,02:00,109.0
3012018,02:00,03:00,111.0
3012018,03:00,04:00,106.0
3012018,04:00,05:00,108.0
3012018,05:00,06:00,112.0
3012018,06:00,07:00,155.0
3012018,07:00,08:00,179.0
3012018,08:00,09:00,152.0
3012018,09:00,10:00,150.0
3012018,10:00,11:00,148.0
3012018,11:00,12:00,150.0
3012018,12:00,13:00,153.0
3012018,13:00,14:00,164.0
3012018,14:00,15:00,160.0
3012018,15:00,16:00,162.0
3012018,16:00,17:00,158.0
3012018,17:00,18:00,166.0
3012018,18:00,19:00,157.0
3012018,19:00,20:00,156.0
3012018,20:00,21:00,158.0
3012018,21:00,22:00,148.0
3012018,22:00,23:00,135.0
3012018,23:00,00:00,90.0
4012018,00:00,01:00,104.0
4012018,01:00,02:00,111.0
4012018,02:00,03:00,104.0
4012018,03:00,04:00,111.0
4012018,04:00,05:00,131.0
4012018,05:00,06:00,174.0
4012018,06:00,07:00,198.0
4012018,07:00,08:00,252.0
4012018,08:00,09:00,298.0
4012018,09:00,10:00,351.0
4012018,10:00,11:00,389.0
4012018,11:00,12:00,396.0
4012018,12:00,13:00,396.0
4012018,13:00,14:00,396.0
4012018,14:00,15:00,396.0
4012018,15:00,16:00,396.0
4012018,16:00,17:00,396.0
4012018,17:00,18:00,396.0
4012018,18:00,19:00,387.0
4012018,19:00,20:00,288.0
4012018,20:00,21:00,211.0
4012018,21:00,22:00,143.0
4012018,22:00,23:00,122.0
4012018,23:00,00:00,114.0
5012018,00:00,01:00,115.0
5012018,01:00,02:00,107.0
5012018,02:00,03:00,107.0
5012018,03:00,04:00,114.0
5012018,04:00,05:00,124.0
5012018,05:00,06:00,138.0
5012018,06:00,07:00,161.0
5012018,07:00,08:00,181.0
5012018,08:00,09:00,182.0
5012018,09:00,10:00,160.0
5012018,10:00,11:00,167.0
5012018,11:00,12:00,171.0
5012018,12:00,13:00,218.0
5012018,13:00,14:00,359.0
5012018,14:00,15:00,401.0
5012018,15:00,16:00,401.0
5012018,16:00,17:00,402.0
5012018,17:00,18:00,401.0
5012018,18:00,19:00,401.0
5012018,19:00,20:00,357.0
5012018,20:00,21:00,276.0
5012018,21:00,22:00,194.0
5012018,22:00,23:00,137.0
5012018,23:00,00:00,112.0
6012018,00:00,01:00,106.0
6012018,01:00,02:00,107.0
6012018,02:00,03:00,112.0
6012018,03:00,04:00,112.0
6012018,04:00,05:00,124.0
6012018,05:00,06:00,139.0
6012018,06:00,07:00,150.0
6012018,07:00,08:00,155.0
6012018,08:00,09:00,157.0
6012018,09:00,10:00,163.0
6012018,10:00,11:00,166.0
6012018,11:00,12:00,179.0
6012018,12:00,13:00,199.0
6012018,13:00,14:00,176.0
6012018,14:00,15:00,216.0
6012018,15:00,16:00,201.0
6012018,16:00,17:00,171.0
6012018,17:00,18:00,170.0
