date,start,end,11WD7OPLA1G--318,11WD7BOLA5GDTN2T,11WD7BOLA5GGTN2E
1012019,00:00,01:00,167.0,0.0,0.0
1012019,01:00,02:00,101.0,0.0,0.0
1012019,02:00,03:00,100.0,0.0,0.0
1012019,03:00,04:00,100.0,0.0,0.0
1012019,04:00,05:00,100.0,0.0,0.0
1012019,05:00,06:00,100.0,0.0,0.0
1012019,06:00,07:00,103.0,0.0,0.0
1012019,07:00,08:00,169.0,0.0,0.0
1012019,08:00,09:00,169.0,0.0,0.0
1012019,09:00,10:00,169.0,0.0,0.0
1012019,10:00,11:00,173.0,0.0,0.0
1012019,11:00,12:00,248.0,0.0,0.0
1012019,12:00,13:00,239.0,0.0,0.0
1012019,13:00,14:00,169.0,0.0,0.0
1012019,14:00,15:00,169.0,0.0,0.0
1012019,15:00,16:00,173.0,0.0,0.0
1012019,16:00,17:00,223.0,0.0,0.0
1012019,17:00,18:00,228.0,0.0,0.0
1012019,18:00,19:00,169.0,0.0,0.0
1012019,19:00,20:00,169.0,0.0,0.0
1012019,20:00,21:00,169.0,0.0,0.0
1012019,21:00,22:00,169.0,0.0,0.0
1012019,22:00,23:00,169.0,0.0,0.0
1012019,23:00,00:00,169.0,0.0,0.0
2012019,00:00,01:00,71.0,64.0,64.0
2012019,01:00,02:00,74.0,62.0,62.0
2012019,02:00,03:00,76.0,61.5,61.5
2012019,03:00,04:00,75.0,52.5,52.5
2012019,04:00,05:00,72.0,0.0,0.0
2012019,05:00,06:00,77.0,0.0,0.0
2012019,06:00,07:00,240.0,0.0,0.0
2012019,07:00,08:00,271.0,0.0,0.0
2012019,08:00,09:00,273.0,0.0,0.0
2012019,09:00,10:00,302.0,0.0,0.0
2012019,10:00,11:00,248.0,0.0,0.0
2012019,11:00,12:00,284.0,0.0,0.0
2012019,12:00,13:00,267.0,0.0,0.0
2012019,13:00,14:00,269.0,0.0,0.0
2012019,14:00,15:00,272.0,0.0,0.0
2012019,15:00,16:00,269.0,0.0,0.0
2012019,16:00,17:00,269.0,0.0,0.0
2012019,17:00,18:00,269.0,0.0,0.0
2012019,18:00,19:00,310.0,0.0,0.0
2012019,19:00,20:00,313.0,0.0,0.0
2012019,20:00,21:00,318.0,15.5,15.5
2012019,21:00,22:00,324.0,32.0,32.0
2012019,22:00,23:00,325.0,32.0,32.0
2012019,23:00,00:00,197.0,32.0,32.0
3012019,00:00,01:00,259.0,117.5,117.5
3012019,01:00,02:00,258.0,133.0,133.0
3012019,02:00,03:00,246.0,108.5,108.5
3012019,03:00,04:00,248.0,121.5,121.5
3012019,04:00,05:00,243.0,109.0,109.0
3012019,05:00,06:00,252.0,124.5,124.5
3012019,06:00,07:00,317.0,136.0,136.0
3012019,07:00,08:00,248.0,133.5,133.5
3012019,08:00,09:00,274.0,136.5,136.5
3012019,09:00,10:00,277.0,136.0,136.0
3012019,10:00,11:00,278.0,136.0,136.0
3012019,11:00,12:00,278.0,136.0,136.0
3012019,12:00,13:00,280.0,136.0,136.0
3012019,13:00,14:00,280.0,135.5,135.5
3012019,14:00,15:00,283.0,135.5,135.5
3012019,15:00,16:00,281.0,135.5,135.5
3012019,16:00,17:00,319.0,135.5,135.5
3012019,17:00,18:00,334.0,135.5,135.5
3012019,18:00,19:00,333.0,136.0,136.0
3012019,19:00,20:00,285.0,136.0,136.0
3012019,20:00,21:00,291.0,136.0,136.0
3012019,21:00,22:00,301.0,136.0,136.0
3012019,22:00,23:00,300.0,121.5,121.5
3012019,23:00,00:00,302.0,61.0,61.0
4012019,00:00,01:00,433.0,59.0,59.0
4012019,01:00,02:00,430.0,40.5,40.5
4012019,02:00,03:00,367.0,0.0,0.0
4012019,03:00,04:00,367.0,0.0,0.0
4012019,04:00,05:00,369.0,0.0,0.0
4012019,05:00,06:00,422.0,0.0,0.0
4012019,06:00,07:00,420.0,0.0,0.0
4012019,07:00,08:00,418.0,0.0,0.0
4012019,08:00,09:00,416.0,0.0,0.0
4012019,09:00,10:00,414.0,0.0,0.0
4012019,10:00,11:00,412.0,0.0,0.0
4012019,11:00,12:00,407.0,0.0,0.0
4012019,12:00,13:00,408.0,0.0,0.0
4012019,13:00,14:00,398.0,0.0,0.0
4012019,14:00,15:00,417.0,0.0,0.0
4012019,15:00,16:00,418.0,0.0,0.0
4012019,16:00,17:00,413.0,0.0,0.0
4012019,17:00,18:00,407.0,0.0,0.0
4012019,18:00,19:00,387.0,0.0,0.0
4012019,19:00,20:00,352.0,0.0,0.0
4012019,20:00,21:00,352.0,0.0,0.0
4012019,21:00,22:00,346.0,0.0,0.0
4012019,22:00,23:00,347.0,0.0,0.0
4012019,23:00,00:00,315.0,0.0,0.0
5012019,00:00,01:00,280.0,0.0,0.0
5012019,01:00,02:00,276.0,0.0,0.0
5012019,02:00,03:00,275.0,0.0,0.0
5012019,03:00,04:00,273.0,0.0,0.0
5012019,04:00,05:00,287.0,0.0,0.0
5012019,05:00,06:00,315.0,0.0,0.0
5012019,06:00,07:00,345.0,0.0,0.0
5012019,07:00,08:00,355.0,0.0,0.0
5012019,08:00,09:00,362.0,0.0,0.0
5012019,09:00,10:00,362.0,0.0,0.0
5012019,10:00,11:00,363.0,0.0,0.0
5012019,11:00,12:00,409.0,0.0,0.0
5012019,12:00,13:00,410.0,0.0,0.0
5012019,13:00,14:00,369.0,0.0,0.0
5012019,14:00,15:00,381.0,0.0,0.0
5012019,15:00,16:00,413.0,0.0,0.0
5012019,16:00,17:00,414.0,0.0,0.0
5012019,17:00,18:00,412.0,0.0,0.0
5012019,18:00,19:00,362.0,0.0,0.0
5012019,19:00,20:00,402.0,0.0,0.0
5012019,20:00,21:00,409.0,0.0,0.0
5012019,21:00,22:00,302.0,0.0,0.0
5012019,22:00,23:00,327.0,0.0,0.0
5012019,23:00,00:00,302.0,0.0,0.0
6012019,00:00,01:00,211.0,0.0,0.0
6012019,01:00,02:00,145.0,0.0,0.0
6012019,02:00,03:00,194.0,0.0,0.0
6012019,03:00,04:00,147.0,0.0,0.0
6012019,04:00,05:00,162.0,0.0,0.0
6012019,05:00,06:00,211.0,0.0,0.0
6012019,06:00,07:00,222.0,0.0,0.0
6012019,07:00,08:00,244.0,0.0,0.0
6012019,08:00,09:00,307.0,0.0,0.0
