date,start,end,11WD2BUSD0000386
29032016,05:00,06:00,338
29032016,06:00,07:00,91
29032016,07:00,08:00,159
29032016,08:00,09:00,228
29032016,09:00,10:00,264
29032016,10:00,11:00,345
29032016,11:00,12:00,260
29032016,12:00,13:00,222
29032016,13:00,14:00,223
29032016,14:00,15:00,222
29032016,15:00,16:00,227
29032016,16:00,17:00,305
29032016,17:00,18:00,348
29032016,18:00,19:00,349
29032016,19:00,20:00,347
29032016,20:00,21:00,348
29032016,21:00,22:00,348
29032016,22:00,23:00,349
29032016,23:00,00:00,349
30032016,00:00,01:00,287
30032016,01:00,02:00,222
30032016,02:00,03:00,222
30032016,03:00,04:00,222
30032016,04:00,05:00,225
30032016,05:00,06:00,288
30032016,06:00,07:00,345
30032016,07:00,08:00,347
30032016,08:00,09:00,348
30032016,09:00,10:00,348
30032016,10:00,11:00,346
30032016,11:00,12:00,350
30032016,12:00,13:00,342
30032016,13:00,14:00,348
30032016,14:00,15:00,350
30032016,15:00,16:00,348
30032016,16:00,17:00,348
30032016,17:00,18:00,348
30032016,18:00,19:00,347
30032016,19:00,20:00,344
30032016,20:00,21:00,349
30032016,21:00,22:00,348
30032016,22:00,23:00,350
30032016,23:00,00:00,349
31032016,00:00,01:00,349
31032016,01:00,02:00,349
31032016,02:00,03:00,350
31032016,03:00,04:00,351
31032016,04:00,05:00,349
31032016,05:00,06:00,351
31032016,06:00,07:00,350
31032016,07:00,08:00,349
31032016,08:00,09:00,348
31032016,09:00,10:00,348
31032016,10:00,11:00,349
31032016,11:00,12:00,348
31032016,12:00,13:00,349
31032016,13:00,14:00,349
31032016,14:00,15:00,347
31032016,15:00,16:00,349
31032016,16:00,17:00,347
31032016,17:00,18:00,347
31032016,18:00,19:00,346
31032016,19:00,20:00,347
31032016,20:00,21:00,346
31032016,21:00,22:00,349
31032016,22:00,23:00,351
31032016,23:00,00:00,351
1042016,00:00,01:00,346
1042016,01:00,02:00,347
1042016,02:00,03:00,299
1042016,03:00,04:00,227
1042016,04:00,05:00,224
1042016,05:00,06:00,223
1042016,06:00,07:00,226
1042016,07:00,08:00,286
1042016,08:00,09:00,342
1042016,09:00,10:00,349
1042016,10:00,11:00,349
1042016,11:00,12:00,347
1042016,12:00,13:00,346
1042016,13:00,14:00,348
1042016,14:00,15:00,346
1042016,15:00,16:00,346
1042016,16:00,17:00,348
1042016,17:00,18:00,349
1042016,18:00,19:00,348
1042016,19:00,20:00,348
1042016,20:00,21:00,349
1042016,21:00,22:00,347
1042016,22:00,23:00,349
1042016,23:00,00:00,350
2042016,00:00,01:00,334
2042016,01:00,02:00,344
2042016,02:00,03:00,257
2042016,03:00,04:00,221
2042016,04:00,05:00,221
2042016,05:00,06:00,254
2042016,06:00,07:00,311
2042016,07:00,08:00,344
2042016,08:00,09:00,350
2042016,09:00,10:00,349
2042016,10:00,11:00,302
2042016,11:00,12:00,239
2042016,12:00,13:00,222
2042016,13:00,14:00,220
2042016,14:00,15:00,221
2042016,15:00,16:00,221
2042016,16:00,17:00,221
2042016,17:00,18:00,268
2042016,18:00,19:00,331
2042016,19:00,20:00,345
2042016,20:00,21:00,347
2042016,21:00,22:00,346
2042016,22:00,23:00,349
2042016,23:00,00:00,330
3042016,00:00,01:00,267
3042016,01:00,02:00,222
3042016,02:00,03:00,223
3042016,03:00,04:00,222
3042016,04:00,05:00,222
3042016,05:00,06:00,222
3042016,06:00,07:00,221
3042016,07:00,08:00,221
3042016,08:00,09:00,221
3042016,09:00,10:00,221
3042016,10:00,11:00,220
3042016,11:00,12:00,220
3042016,12:00,13:00,221
3042016,13:00,14:00,220
3042016,14:00,15:00,221
3042016,15:00,16:00,221
3042016,16:00,17:00,221
3042016,17:00,18:00,226
3042016,18:00,19:00,313
3042016,19:00,20:00,346
3042016,20:00,21:00,348
3042016,21:00,22:00,348
3042016,22:00,23:00,341
3042016,23:00,00:00,289
4042016,00:00,01:00,269
4042016,01:00,02:00,221
4042016,02:00,03:00,222
4042016,03:00,04:00,222
4042016,04:00,05:00,223
4042016,05:00,06:00,272
4042016,06:00,07:00,331
4042016,07:00,08:00,348
4042016,08:00,09:00,347
4042016,09:00,10:00,348
4042016,10:00,11:00,345
4042016,11:00,12:00,347
4042016,12:00,13:00,346
4042016,13:00,14:00,344
4042016,14:00,15:00,345
4042016,15:00,16:00,343
4042016,16:00,17:00,341
4042016,17:00,18:00,343
4042016,18:00,19:00,344
4042016,19:00,20:00,343
4042016,20:00,21:00,348
4042016,21:00,22:00,348
4042016,22:00,23:00,350
4042016,23:00,00:00,351
5042016,00:00,01:00,349
5042016,01:00,02:00,346
5042016,02:00,03:00,320
5042016,03:00,04:00,320
5042016,04:00,05:00,319
5042016,05:00,06:00,324
5042016,06:00,07:00,349
5042016,07:00,08:00,345
5042016,08:00,09:00,347
5042016,09:00,10:00,349
5042016,10:00,11:00,350
5042016,11:00,12:00,349
5042016,12:00,13:00,349
5042016,13:00,14:00,348
5042016,14:00,15:00,349
5042016,15:00,16:00,349
5042016,16:00,17:00,349
5042016,17:00,18:00,346
5042016,18:00,19:00,347
5042016,19:00,20:00,345
5042016,20:00,21:00,346
5042016,21:00,22:00,346
5042016,22:00,23:00,346
5042016,23:00,00:00,291
6042016,00:00,01:00,273
6042016,01:00,02:00,223
6042016,02:00,03:00,250
6042016,03:00,04:00,236
6042016,04:00,05:00,222
6042016,05:00,06:00,223
6042016,06:00,07:00,222
6042016,07:00,08:00,227
6042016,08:00,09:00,287
6042016,09:00,10:00,342
6042016,10:00,11:00,345
6042016,11:00,12:00,345
6042016,12:00,13:00,348
6042016,13:00,14:00,328
6042016,14:00,15:00,228
6042016,15:00,16:00,223
6042016,16:00,17:00,223
6042016,17:00,18:00,222
6042016,18:00,19:00,253
6042016,19:00,20:00,341
6042016,20:00,21:00,349
6042016,21:00,22:00,334
6042016,22:00,23:00,245
6042016,23:00,00:00,223
7042016,00:00,01:00,237
7042016,01:00,02:00,302
7042016,02:00,03:00,318
7042016,03:00,04:00,224
7042016,04:00,05:00,223
7042016,05:00,06:00,224
7042016,06:00,07:00,224
7042016,07:00,08:00,223
7042016,08:00,09:00,351
7042016,09:00,10:00,351
7042016,10:00,11:00,350
7042016,11:00,12:00,350
7042016,12:00,13:00,350
7042016,13:00,14:00,348
7042016,14:00,15:00,349
7042016,15:00,16:00,350
7042016,16:00,17:00,350
7042016,17:00,18:00,350
7042016,18:00,19:00,351
7042016,19:00,20:00,349
7042016,20:00,21:00,349
7042016,21:00,22:00,350
7042016,22:00,23:00,352
7042016,23:00,00:00,352
8042016,00:00,01:00,300
8042016,01:00,02:00,227
8042016,02:00,03:00,222
8042016,03:00,04:00,222
8042016,04:00,05:00,228
8042016,05:00,06:00,287
8042016,06:00,07:00,346
8042016,07:00,08:00,351
8042016,08:00,09:00,349
8042016,09:00,10:00,350
8042016,10:00,11:00,351
8042016,11:00,12:00,349
8042016,12:00,13:00,349
8042016,13:00,14:00,349
8042016,14:00,15:00,350
8042016,15:00,16:00,351
8042016,16:00,17:00,349
8042016,17:00,18:00,350
8042016,18:00,19:00,346
8042016,19:00,20:00,349
8042016,20:00,21:00,348
8042016,21:00,22:00,349
8042016,22:00,23:00,351
8042016,23:00,00:00,351
9042016,00:00,01:00,351
9042016,01:00,02:00,349
9042016,02:00,03:00,350
9042016,03:00,04:00,347
9042016,04:00,05:00,288
9042016,05:00,06:00,285
9042016,06:00,07:00,286
9042016,07:00,08:00,334
9042016,08:00,09:00,350
9042016,09:00,10:00,350
9042016,10:00,11:00,346
9042016,11:00,12:00,344
9042016,12:00,13:00,286
9042016,13:00,14:00,226
9042016,14:00,15:00,345
9042016,15:00,16:00,288
9042016,16:00,17:00,221
9042016,17:00,18:00,225
9042016,18:00,19:00,286
9042016,19:00,20:00,342
9042016,20:00,21:00,346
9042016,21:00,22:00,348
9042016,22:00,23:00,349
9042016,23:00,00:00,345
10042016,00:00,01:00,225
10042016,01:00,02:00,221
10042016,02:00,03:00,221
10042016,03:00,04:00,221
10042016,04:00,05:00,221
10042016,05:00,06:00,221
10042016,06:00,07:00,233
10042016,07:00,08:00,221
10042016,08:00,09:00,220
10042016,09:00,10:00,221
10042016,10:00,11:00,222
10042016,11:00,12:00,220
10042016,12:00,13:00,221
10042016,13:00,14:00,221
10042016,14:00,15:00,223
10042016,15:00,16:00,222
10042016,16:00,17:00,221
10042016,17:00,18:00,221
10042016,18:00,19:00,221
10042016,19:00,20:00,222
10042016,20:00,21:00,223
10042016,21:00,22:00,227
10042016,22:00,23:00,301
10042016,23:00,00:00,258
11042016,00:00,01:00,232
11042016,01:00,02:00,221
11042016,02:00,03:00,223
11042016,03:00,04:00,222
11042016,04:00,05:00,227
11042016,05:00,06:00,287
11042016,06:00,07:00,343
11042016,07:00,08:00,351
11042016,08:00,09:00,350
11042016,09:00,10:00,348
11042016,10:00,11:00,350
11042016,11:00,12:00,346
11042016,12:00,13:00,288
11042016,13:00,14:00,222
11042016,14:00,15:00,222
11042016,15:00,16:00,237
11042016,16:00,17:00,295
11042016,17:00,18:00,333
11042016,18:00,19:00,349
11042016,19:00,20:00,349
11042016,20:00,21:00,347
11042016,21:00,22:00,348
11042016,22:00,23:00,349
11042016,23:00,00:00,350
12042016,00:00,01:00,320
12042016,01:00,02:00,241
12042016,02:00,03:00,223
12042016,03:00,04:00,224
12042016,04:00,05:00,223
12042016,05:00,06:00,268
12042016,06:00,07:00,329
12042016,07:00,08:00,351
12042016,08:00,09:00,350
12042016,09:00,10:00,348
12042016,10:00,11:00,344
12042016,11:00,12:00,347
12042016,12:00,13:00,347
12042016,13:00,14:00,347
12042016,14:00,15:00,347
12042016,15:00,16:00,344
12042016,16:00,17:00,346
12042016,17:00,18:00,346
12042016,18:00,19:00,349
12042016,19:00,20:00,346
12042016,20:00,21:00,345
12042016,21:00,22:00,345
12042016,22:00,23:00,346
12042016,23:00,00:00,348
13042016,00:00,01:00,347
13042016,01:00,02:00,347
13042016,02:00,03:00,350
13042016,03:00,04:00,349
13042016,04:00,05:00,348
13042016,05:00,06:00,348
13042016,06:00,07:00,348
13042016,07:00,08:00,347
13042016,08:00,09:00,351
13042016,09:00,10:00,349
13042016,10:00,11:00,351
13042016,11:00,12:00,347
13042016,12:00,13:00,346
13042016,13:00,14:00,346
13042016,14:00,15:00,348
13042016,15:00,16:00,348
13042016,16:00,17:00,349
13042016,17:00,18:00,348
13042016,18:00,19:00,347
13042016,19:00,20:00,346
13042016,20:00,21:00,349
13042016,21:00,22:00,347
13042016,22:00,23:00,350
13042016,23:00,00:00,348
14042016,00:00,01:00,327
14042016,01:00,02:00,343
14042016,02:00,03:00,288
14042016,03:00,04:00,230
14042016,04:00,05:00,224
14042016,05:00,06:00,224
14042016,06:00,07:00,251
14042016,07:00,08:00,348
14042016,08:00,09:00,350
14042016,09:00,10:00,351
14042016,10:00,11:00,349
14042016,11:00,12:00,351
14042016,12:00,13:00,350
14042016,13:00,14:00,346
14042016,14:00,15:00,347
14042016,15:00,16:00,348
14042016,16:00,17:00,344
14042016,17:00,18:00,349
14042016,18:00,19:00,347
14042016,19:00,20:00,346
14042016,20:00,21:00,349
14042016,21:00,22:00,349
14042016,22:00,23:00,349
14042016,23:00,00:00,349
15042016,00:00,01:00,344
15042016,01:00,02:00,333
15042016,02:00,03:00,256
15042016,03:00,04:00,223
15042016,04:00,05:00,222
15042016,05:00,06:00,223
15042016,06:00,07:00,251
15042016,07:00,08:00,324
15042016,08:00,09:00,350
15042016,09:00,10:00,348
15042016,10:00,11:00,344
15042016,11:00,12:00,345
15042016,12:00,13:00,348
15042016,13:00,14:00,349
15042016,14:00,15:00,319
15042016,15:00,16:00,252
15042016,16:00,17:00,221
15042016,17:00,18:00,254
15042016,18:00,19:00,321
15042016,19:00,20:00,346
15042016,20:00,21:00,349
15042016,21:00,22:00,350
15042016,22:00,23:00,345
15042016,23:00,00:00,276
16042016,00:00,01:00,111
16042016,01:00,02:00,134
16042016,02:00,03:00,0
16042016,03:00,04:00,0
16042016,04:00,05:00,0
16042016,05:00,06:00,0
16042016,06:00,07:00,0
16042016,07:00,08:00,0
16042016,08:00,09:00,0
16042016,09:00,10:00,0
16042016,10:00,11:00,0
16042016,11:00,12:00,0
16042016,12:00,13:00,0
16042016,13:00,14:00,0
16042016,14:00,15:00,0
16042016,15:00,16:00,0
16042016,16:00,17:00,0
16042016,17:00,18:00,0
16042016,18:00,19:00,0
16042016,19:00,20:00,0
16042016,20:00,21:00,0
16042016,21:00,22:00,0
16042016,22:00,23:00,0
16042016,23:00,00:00,0
17042016,00:00,01:00,0
17042016,01:00,02:00,0
17042016,02:00,03:00,0
17042016,03:00,04:00,0
17042016,04:00,05:00,0
17042016,05:00,06:00,0
17042016,06:00,07:00,0
17042016,07:00,08:00,0
17042016,08:00,09:00,0
17042016,09:00,10:00,0
17042016,10:00,11:00,0
17042016,11:00,12:00,0
17042016,12:00,13:00,0
17042016,13:00,14:00,0
17042016,14:00,15:00,0
17042016,15:00,16:00,0
17042016,16:00,17:00,0
17042016,17:00,18:00,0
17042016,18:00,19:00,0
17042016,19:00,20:00,0
17042016,20:00,21:00,0
17042016,21:00,22:00,0
17042016,22:00,23:00,0
17042016,23:00,00:00,0
18042016,00:00,01:00,86
18042016,01:00,02:00,0
18042016,02:00,03:00,0
18042016,03:00,04:00,0
18042016,04:00,05:00,5
18042016,05:00,06:00,198
18042016,06:00,07:00,223
18042016,07:00,08:00,252
18042016,08:00,09:00,329
18042016,09:00,10:00,350
18042016,10:00,11:00,349
18042016,11:00,12:00,349
18042016,12:00,13:00,316
18042016,13:00,14:00,285
18042016,14:00,15:00,285
18042016,15:00,16:00,265
18042016,16:00,17:00,273
18042016,17:00,18:00,311
18042016,18:00,19:00,341
18042016,19:00,20:00,351
18042016,20:00,21:00,350
18042016,21:00,22:00,349
18042016,22:00,23:00,347
18042016,23:00,00:00,338
19042016,00:00,01:00,322
19042016,01:00,02:00,285
19042016,02:00,03:00,229
19042016,03:00,04:00,224
19042016,04:00,05:00,224
19042016,05:00,06:00,224
19042016,06:00,07:00,228
19042016,07:00,08:00,283
19042016,08:00,09:00,343
19042016,09:00,10:00,349
19042016,10:00,11:00,349
19042016,11:00,12:00,350
19042016,12:00,13:00,284
19042016,13:00,14:00,281
19042016,14:00,15:00,285
19042016,15:00,16:00,243
19042016,16:00,17:00,221
19042016,17:00,18:00,235
19042016,18:00,19:00,311
19042016,19:00,20:00,346
19042016,20:00,21:00,347
19042016,21:00,22:00,346
19042016,22:00,23:00,315
19042016,23:00,00:00,231
20042016,00:00,01:00,256
20042016,01:00,02:00,224
20042016,02:00,03:00,225
20042016,03:00,04:00,226
20042016,04:00,05:00,226
20042016,05:00,06:00,273
20042016,06:00,07:00,330
20042016,07:00,08:00,349
20042016,08:00,09:00,349
20042016,09:00,10:00,345
20042016,10:00,11:00,261
20042016,11:00,12:00,223
20042016,12:00,13:00,223
20042016,13:00,14:00,223
20042016,14:00,15:00,222
20042016,15:00,16:00,222
20042016,16:00,17:00,222
20042016,17:00,18:00,260
20042016,18:00,19:00,347
20042016,19:00,20:00,349
20042016,20:00,21:00,350
20042016,21:00,22:00,348
20042016,22:00,23:00,350
20042016,23:00,00:00,352
21042016,00:00,01:00,348
21042016,01:00,02:00,304
21042016,02:00,03:00,228
21042016,03:00,04:00,223
21042016,04:00,05:00,223
21042016,05:00,06:00,227
21042016,06:00,07:00,286
21042016,07:00,08:00,345
21042016,08:00,09:00,351
21042016,09:00,10:00,351
21042016,10:00,11:00,350
21042016,11:00,12:00,352
21042016,12:00,13:00,350
21042016,13:00,14:00,351
21042016,14:00,15:00,349
21042016,15:00,16:00,350
21042016,16:00,17:00,350
21042016,17:00,18:00,350
21042016,18:00,19:00,351
21042016,19:00,20:00,351
21042016,20:00,21:00,351
21042016,21:00,22:00,351
21042016,22:00,23:00,351
21042016,23:00,00:00,351
22042016,00:00,01:00,320
22042016,01:00,02:00,239
22042016,02:00,03:00,222
22042016,03:00,04:00,222
22042016,04:00,05:00,222
22042016,05:00,06:00,270
22042016,06:00,07:00,331
22042016,07:00,08:00,352
22042016,08:00,09:00,351
22042016,09:00,10:00,350
22042016,10:00,11:00,352
22042016,11:00,12:00,350
22042016,12:00,13:00,350
22042016,13:00,14:00,351
22042016,14:00,15:00,351
22042016,15:00,16:00,350
22042016,16:00,17:00,351
22042016,17:00,18:00,350
22042016,18:00,19:00,349
22042016,19:00,20:00,349
22042016,20:00,21:00,352
22042016,21:00,22:00,350
22042016,22:00,23:00,352
22042016,23:00,00:00,301
23042016,00:00,01:00,301
23042016,01:00,02:00,245
23042016,02:00,03:00,223
23042016,03:00,04:00,223
23042016,04:00,05:00,222
23042016,05:00,06:00,223
23042016,06:00,07:00,268
23042016,07:00,08:00,315
23042016,08:00,09:00,347
23042016,09:00,10:00,351
23042016,10:00,11:00,349
23042016,11:00,12:00,350
23042016,12:00,13:00,303
23042016,13:00,14:00,239
23042016,14:00,15:00,222
23042016,15:00,16:00,222
23042016,16:00,17:00,222
23042016,17:00,18:00,224
23042016,18:00,19:00,274
23042016,19:00,20:00,335
23042016,20:00,21:00,351
23042016,21:00,22:00,351
23042016,22:00,23:00,346
23042016,23:00,00:00,292
24042016,00:00,01:00,306
24042016,01:00,02:00,257
24042016,02:00,03:00,223
24042016,03:00,04:00,223
24042016,04:00,05:00,223
24042016,05:00,06:00,222
24042016,06:00,07:00,223
24042016,07:00,08:00,223
24042016,08:00,09:00,223
24042016,09:00,10:00,224
24042016,10:00,11:00,227
24042016,11:00,12:00,229
24042016,12:00,13:00,228
24042016,13:00,14:00,229
24042016,14:00,15:00,228
24042016,15:00,16:00,227
24042016,16:00,17:00,226
24042016,17:00,18:00,226
24042016,18:00,19:00,223
24042016,19:00,20:00,241
24042016,20:00,21:00,302
24042016,21:00,22:00,352
24042016,22:00,23:00,352
24042016,23:00,00:00,352
25042016,00:00,01:00,339
25042016,01:00,02:00,298
25042016,02:00,03:00,229
25042016,03:00,04:00,222
25042016,04:00,05:00,222
25042016,05:00,06:00,227
25042016,06:00,07:00,288
25042016,07:00,08:00,348
25042016,08:00,09:00,352
25042016,09:00,10:00,349
25042016,10:00,11:00,350
25042016,11:00,12:00,350
25042016,12:00,13:00,350
25042016,13:00,14:00,350
25042016,14:00,15:00,340
25042016,15:00,16:00,320
25042016,16:00,17:00,308
25042016,17:00,18:00,316
25042016,18:00,19:00,349
25042016,19:00,20:00,349
25042016,20:00,21:00,350
25042016,21:00,22:00,348
25042016,22:00,23:00,283
25042016,23:00,00:00,226
26042016,00:00,01:00,255
26042016,01:00,02:00,222
26042016,02:00,03:00,223
26042016,03:00,04:00,223
26042016,04:00,05:00,222
26042016,05:00,06:00,271
26042016,06:00,07:00,333
26042016,07:00,08:00,351
26042016,08:00,09:00,351
26042016,09:00,10:00,352
26042016,10:00,11:00,351
26042016,11:00,12:00,352
26042016,12:00,13:00,352
26042016,13:00,14:00,352
26042016,14:00,15:00,351
26042016,15:00,16:00,352
26042016,16:00,17:00,351
26042016,17:00,18:00,351
26042016,18:00,19:00,350
26042016,19:00,20:00,352
26042016,20:00,21:00,352
26042016,21:00,22:00,349
26042016,22:00,23:00,350
26042016,23:00,00:00,351
27042016,00:00,01:00,226
27042016,01:00,02:00,287
27042016,02:00,03:00,315
27042016,03:00,04:00,251
27042016,04:00,05:00,223
27042016,05:00,06:00,270
27042016,06:00,07:00,329
27042016,07:00,08:00,352
27042016,08:00,09:00,351
27042016,09:00,10:00,351
27042016,10:00,11:00,287
27042016,11:00,12:00,351
27042016,12:00,13:00,351
27042016,13:00,14:00,351
27042016,14:00,15:00,351
27042016,15:00,16:00,288
27042016,16:00,17:00,229
27042016,17:00,18:00,315
27042016,18:00,19:00,352
27042016,19:00,20:00,350
27042016,20:00,21:00,351
27042016,21:00,22:00,351
27042016,22:00,23:00,350
27042016,23:00,00:00,352
28042016,00:00,01:00,350
28042016,01:00,02:00,351
28042016,02:00,03:00,351
28042016,03:00,04:00,350
28042016,04:00,05:00,352
28042016,05:00,06:00,351
28042016,06:00,07:00,351
28042016,07:00,08:00,352
28042016,08:00,09:00,352
28042016,09:00,10:00,352
28042016,10:00,11:00,352
28042016,11:00,12:00,353
28042016,12:00,13:00,352
28042016,13:00,14:00,352
28042016,14:00,15:00,352
28042016,15:00,16:00,351
28042016,16:00,17:00,351
28042016,17:00,18:00,352
28042016,18:00,19:00,352
28042016,19:00,20:00,351
28042016,20:00,21:00,351
28042016,21:00,22:00,351
28042016,22:00,23:00,350
28042016,23:00,00:00,351
29042016,00:00,01:00,350
29042016,01:00,02:00,330
29042016,02:00,03:00,268
29042016,03:00,04:00,223
29042016,04:00,05:00,258
29042016,05:00,06:00,292
29042016,06:00,07:00,346
29042016,07:00,08:00,352
29042016,08:00,09:00,346
29042016,09:00,10:00,314
29042016,10:00,11:00,261
29042016,11:00,12:00,223
29042016,12:00,13:00,224
29042016,13:00,14:00,224
29042016,14:00,15:00,225
29042016,15:00,16:00,258
29042016,16:00,17:00,318
29042016,17:00,18:00,350
29042016,18:00,19:00,319
29042016,19:00,20:00,351
29042016,20:00,21:00,348
29042016,21:00,22:00,349
29042016,22:00,23:00,351
29042016,23:00,00:00,349
30042016,00:00,01:00,350
30042016,01:00,02:00,350
30042016,02:00,03:00,350
30042016,03:00,04:00,351
30042016,04:00,05:00,349
30042016,05:00,06:00,350
30042016,06:00,07:00,351
30042016,07:00,08:00,351
30042016,08:00,09:00,350
30042016,09:00,10:00,352
30042016,10:00,11:00,348
30042016,11:00,12:00,292
30042016,12:00,13:00,244
30042016,13:00,14:00,223
30042016,14:00,15:00,223
30042016,15:00,16:00,223
30042016,16:00,17:00,224
30042016,17:00,18:00,270
30042016,18:00,19:00,335
30042016,19:00,20:00,349
30042016,20:00,21:00,348
30042016,21:00,22:00,351
30042016,22:00,23:00,348
30042016,23:00,00:00,295
1052016,00:00,01:00,273
1052016,01:00,02:00,223
1052016,02:00,03:00,224
1052016,03:00,04:00,224
1052016,04:00,05:00,223
1052016,05:00,06:00,222
1052016,06:00,07:00,223
1052016,07:00,08:00,223
1052016,08:00,09:00,223
1052016,09:00,10:00,223
1052016,10:00,11:00,223
1052016,11:00,12:00,223
1052016,12:00,13:00,223
1052016,13:00,14:00,223
1052016,14:00,15:00,224
1052016,15:00,16:00,223
1052016,16:00,17:00,223
1052016,17:00,18:00,225
1052016,18:00,19:00,269
1052016,19:00,20:00,332
1052016,20:00,21:00,351
1052016,21:00,22:00,349
1052016,22:00,23:00,348
1052016,23:00,00:00,350
2052016,00:00,01:00,317
2052016,01:00,02:00,259
2052016,02:00,03:00,223
2052016,03:00,04:00,224
2052016,04:00,05:00,224
2052016,05:00,06:00,224
2052016,06:00,07:00,305
2052016,07:00,08:00,352
2052016,08:00,09:00,351
2052016,09:00,10:00,351
2052016,10:00,11:00,352
2052016,11:00,12:00,350
2052016,12:00,13:00,351
2052016,13:00,14:00,351
2052016,14:00,15:00,349
2052016,15:00,16:00,349
2052016,16:00,17:00,348
2052016,17:00,18:00,348
2052016,18:00,19:00,345
2052016,19:00,20:00,349
2052016,20:00,21:00,348
2052016,21:00,22:00,347
2052016,22:00,23:00,351
2052016,23:00,00:00,351
3052016,00:00,01:00,319
3052016,01:00,02:00,238
3052016,02:00,03:00,222
3052016,03:00,04:00,222
3052016,04:00,05:00,228
3052016,05:00,06:00,288
3052016,06:00,07:00,347
3052016,07:00,08:00,352
3052016,08:00,09:00,351
3052016,09:00,10:00,349
3052016,10:00,11:00,351
3052016,11:00,12:00,334
3052016,12:00,13:00,237
3052016,13:00,14:00,221
3052016,14:00,15:00,260
3052016,15:00,16:00,347
3052016,16:00,17:00,350
3052016,17:00,18:00,351
3052016,18:00,19:00,349
3052016,19:00,20:00,349
3052016,20:00,21:00,350
3052016,21:00,22:00,349
3052016,22:00,23:00,351
3052016,23:00,00:00,351
4052016,00:00,01:00,335
4052016,01:00,02:00,256
4052016,02:00,03:00,223
4052016,03:00,04:00,222
4052016,04:00,05:00,254
4052016,05:00,06:00,320
4052016,06:00,07:00,351
4052016,07:00,08:00,351
4052016,08:00,09:00,351
4052016,09:00,10:00,350
4052016,10:00,11:00,351
4052016,11:00,12:00,351
4052016,12:00,13:00,351
4052016,13:00,14:00,350
4052016,14:00,15:00,351
4052016,15:00,16:00,352
4052016,16:00,17:00,351
4052016,17:00,18:00,351
4052016,18:00,19:00,350
4052016,19:00,20:00,350
4052016,20:00,21:00,351
4052016,21:00,22:00,350
4052016,22:00,23:00,352
4052016,23:00,00:00,351
5052016,00:00,01:00,160
5052016,01:00,02:00,246
5052016,02:00,03:00,149
5052016,03:00,04:00,0
5052016,04:00,05:00,0
5052016,05:00,06:00,0
5052016,06:00,07:00,0
5052016,07:00,08:00,0
5052016,08:00,09:00,0
5052016,09:00,10:00,0
5052016,10:00,11:00,0
5052016,11:00,12:00,0
5052016,12:00,13:00,0
5052016,13:00,14:00,0
5052016,14:00,15:00,0
5052016,15:00,16:00,0
5052016,16:00,17:00,0
5052016,17:00,18:00,0
5052016,18:00,19:00,0
5052016,19:00,20:00,0
5052016,20:00,21:00,0
5052016,21:00,22:00,0
5052016,22:00,23:00,0
5052016,23:00,00:00,0
6052016,00:00,01:00,0
6052016,01:00,02:00,0
6052016,02:00,03:00,0
6052016,03:00,04:00,0
6052016,04:00,05:00,0
6052016,05:00,06:00,0
6052016,06:00,07:00,0
6052016,07:00,08:00,0
6052016,08:00,09:00,0
6052016,09:00,10:00,0
6052016,10:00,11:00,0
6052016,11:00,12:00,0
6052016,12:00,13:00,0
6052016,13:00,14:00,0
6052016,14:00,15:00,0
6052016,15:00,16:00,0
6052016,16:00,17:00,0
6052016,17:00,18:00,0
6052016,18:00,19:00,0
6052016,19:00,20:00,0
6052016,20:00,21:00,0
6052016,21:00,22:00,0
6052016,22:00,23:00,0
6052016,23:00,00:00,0
7052016,00:00,01:00,0
7052016,01:00,02:00,0
7052016,02:00,03:00,0
7052016,03:00,04:00,0
7052016,04:00,05:00,0
7052016,05:00,06:00,0
7052016,06:00,07:00,0
7052016,07:00,08:00,0
7052016,08:00,09:00,0
7052016,09:00,10:00,0
7052016,10:00,11:00,0
7052016,11:00,12:00,0
7052016,12:00,13:00,0
7052016,13:00,14:00,0
7052016,14:00,15:00,0
7052016,15:00,16:00,0
7052016,16:00,17:00,0
7052016,17:00,18:00,0
7052016,18:00,19:00,0
7052016,19:00,20:00,0
7052016,20:00,21:00,0
7052016,21:00,22:00,0
7052016,22:00,23:00,0
7052016,23:00,00:00,0
8052016,00:00,01:00,0
8052016,01:00,02:00,0
8052016,02:00,03:00,0
8052016,03:00,04:00,0
8052016,04:00,05:00,0
8052016,05:00,06:00,0
8052016,06:00,07:00,0
8052016,07:00,08:00,0
8052016,08:00,09:00,0
8052016,09:00,10:00,0
8052016,10:00,11:00,0
8052016,11:00,12:00,0
8052016,12:00,13:00,0
8052016,13:00,14:00,0
8052016,14:00,15:00,0
8052016,15:00,16:00,0
8052016,16:00,17:00,0
8052016,17:00,18:00,0
8052016,18:00,19:00,0
8052016,19:00,20:00,0
8052016,20:00,21:00,0
8052016,21:00,22:00,0
8052016,22:00,23:00,0
8052016,23:00,00:00,0
9052016,00:00,01:00,170
9052016,01:00,02:00,0
9052016,02:00,03:00,0
9052016,03:00,04:00,0
9052016,04:00,05:00,0
9052016,05:00,06:00,147
9052016,06:00,07:00,211
9052016,07:00,08:00,237
9052016,08:00,09:00,319
9052016,09:00,10:00,347
9052016,10:00,11:00,344
9052016,11:00,12:00,301
9052016,12:00,13:00,237
9052016,13:00,14:00,221
9052016,14:00,15:00,221
9052016,15:00,16:00,256
9052016,16:00,17:00,343
9052016,17:00,18:00,349
9052016,18:00,19:00,347
