date,start,end,11WD8SWPU1L---AK,11WD8SWPU1L---BI
1012018,00:00,01:00,290,367
1012018,01:00,02:00,318,390
1012018,02:00,03:00,316,395
1012018,03:00,04:00,304,390
1012018,04:00,05:00,289,392
1012018,05:00,06:00,289,392
1012018,06:00,07:00,287,367
1012018,07:00,08:00,291,343
1012018,08:00,09:00,288,312
1012018,09:00,10:00,286,314
1012018,10:00,11:00,284,333
1012018,11:00,12:00,274,319
1012018,12:00,13:00,276,373
1012018,13:00,14:00,280,378
1012018,14:00,15:00,291,360
1012018,15:00,16:00,416,388
1012018,16:00,17:00,624,564
1012018,17:00,18:00,685,715
1012018,18:00,19:00,721,749
1012018,19:00,20:00,714,746
1012018,20:00,21:00,703,746
1012018,21:00,22:00,687,737
1012018,22:00,23:00,676,738
1012018,23:00,00:00,699,739
2012018,00:00,01:00,695,749
2012018,01:00,02:00,695,749
2012018,02:00,03:00,680,745
2012018,03:00,04:00,676,731
2012018,04:00,05:00,675,734
2012018,05:00,06:00,704,750
2012018,06:00,07:00,668,745
2012018,07:00,08:00,676,746
2012018,08:00,09:00,679,744
2012018,09:00,10:00,663,744
2012018,10:00,11:00,664,744
2012018,11:00,12:00,671,749
2012018,12:00,13:00,671,749
2012018,13:00,14:00,681,749
2012018,14:00,15:00,663,745
2012018,15:00,16:00,672,743
2012018,16:00,17:00,646,746
2012018,17:00,18:00,657,742
2012018,18:00,19:00,658,742
2012018,19:00,20:00,646,749
2012018,20:00,21:00,655,739
2012018,21:00,22:00,636,742
2012018,22:00,23:00,636,743
2012018,23:00,00:00,627,741
3012018,00:00,01:00,335,440
3012018,01:00,02:00,332,408
3012018,02:00,03:00,312,408
3012018,03:00,04:00,296,396
3012018,04:00,05:00,302,391
3012018,05:00,06:00,314,384
3012018,06:00,07:00,309,515
3012018,07:00,08:00,523,644
3012018,08:00,09:00,646,736
3012018,09:00,10:00,662,736
3012018,10:00,11:00,651,742
3012018,11:00,12:00,642,743
3012018,12:00,13:00,640,740
3012018,13:00,14:00,646,739
3012018,14:00,15:00,632,736
3012018,15:00,16:00,645,741
3012018,16:00,17:00,611,730
3012018,17:00,18:00,599,731
3012018,18:00,19:00,631,740
3012018,19:00,20:00,616,722
3012018,20:00,21:00,355,470
3012018,21:00,22:00,313,385
3012018,22:00,23:00,321,388
3012018,23:00,00:00,305,391
4012018,00:00,01:00,331,406
4012018,01:00,02:00,312,424
4012018,02:00,03:00,300,421
4012018,03:00,04:00,291,449
4012018,04:00,05:00,305,423
4012018,05:00,06:00,319,416
4012018,06:00,07:00,603,676
