date,start,end,11WD2BR15000116G
1012016,00:00,01:00,0
1012016,01:00,02:00,7
1012016,02:00,03:00,0
1012016,03:00,04:00,0
1012016,04:00,05:00,0
1012016,05:00,06:00,0
1012016,06:00,07:00,0
1012016,07:00,08:00,0
1012016,08:00,09:00,0
1012016,09:00,10:00,0
1012016,10:00,11:00,0
1012016,11:00,12:00,0
1012016,12:00,13:00,0
1012016,13:00,14:00,0
1012016,14:00,15:00,0
1012016,15:00,16:00,0
1012016,16:00,17:00,0
1012016,17:00,18:00,0
1012016,18:00,19:00,3
1012016,19:00,20:00,47
1012016,20:00,21:00,52
1012016,21:00,22:00,53
1012016,22:00,23:00,58
1012016,23:00,00:00,63
2012016,00:00,01:00,0
2012016,01:00,02:00,72
2012016,02:00,03:00,72
2012016,03:00,04:00,72
2012016,04:00,05:00,72
2012016,05:00,06:00,73
2012016,06:00,07:00,71
2012016,07:00,08:00,72
2012016,08:00,09:00,80
2012016,09:00,10:00,80
2012016,10:00,11:00,85
2012016,11:00,12:00,89
2012016,12:00,13:00,88
2012016,13:00,14:00,92
2012016,14:00,15:00,95
2012016,15:00,16:00,93
2012016,16:00,17:00,93
2012016,17:00,18:00,94
2012016,18:00,19:00,93
2012016,19:00,20:00,94
2012016,20:00,21:00,74
2012016,21:00,22:00,71
2012016,22:00,23:00,73
2012016,23:00,00:00,70
3012016,00:00,01:00,0
3012016,01:00,02:00,74
3012016,02:00,03:00,73
3012016,03:00,04:00,74
3012016,04:00,05:00,73
3012016,05:00,06:00,72
3012016,06:00,07:00,72
3012016,07:00,08:00,72
3012016,08:00,09:00,72
3012016,09:00,10:00,72
3012016,10:00,11:00,72
3012016,11:00,12:00,72
3012016,12:00,13:00,73
3012016,13:00,14:00,73
3012016,14:00,15:00,73
3012016,15:00,16:00,76
3012016,16:00,17:00,88
3012016,17:00,18:00,85
3012016,18:00,19:00,86
3012016,19:00,20:00,87
3012016,20:00,21:00,86
3012016,21:00,22:00,87
3012016,22:00,23:00,85
3012016,23:00,00:00,89
4012016,00:00,01:00,0
4012016,01:00,02:00,80
4012016,02:00,03:00,72
4012016,03:00,04:00,71
4012016,04:00,05:00,74
4012016,05:00,06:00,84
4012016,06:00,07:00,86
4012016,07:00,08:00,86
4012016,08:00,09:00,87
4012016,09:00,10:00,88
4012016,10:00,11:00,91
4012016,11:00,12:00,93
4012016,12:00,13:00,85
4012016,13:00,14:00,83
4012016,14:00,15:00,87
4012016,15:00,16:00,89
4012016,16:00,17:00,87
4012016,17:00,18:00,86
4012016,18:00,19:00,89
4012016,19:00,20:00,89
4012016,20:00,21:00,89
4012016,21:00,22:00,86
4012016,22:00,23:00,85
4012016,23:00,00:00,86
5012016,00:00,01:00,0
5012016,01:00,02:00,74
5012016,02:00,03:00,73
5012016,03:00,04:00,74
5012016,04:00,05:00,73
5012016,05:00,06:00,80
5012016,06:00,07:00,87
5012016,07:00,08:00,88
5012016,08:00,09:00,85
5012016,09:00,10:00,83
5012016,10:00,11:00,84
5012016,11:00,12:00,88
5012016,12:00,13:00,87
5012016,13:00,14:00,85
5012016,14:00,15:00,90
5012016,15:00,16:00,89
5012016,16:00,17:00,86
5012016,17:00,18:00,90
5012016,18:00,19:00,91
5012016,19:00,20:00,89
5012016,20:00,21:00,85
5012016,21:00,22:00,85
5012016,22:00,23:00,91
5012016,23:00,00:00,91
6012016,00:00,01:00,0
6012016,01:00,02:00,72
6012016,02:00,03:00,73
6012016,03:00,04:00,72
6012016,04:00,05:00,75
6012016,05:00,06:00,82
6012016,06:00,07:00,88
6012016,07:00,08:00,88
6012016,08:00,09:00,85
6012016,09:00,10:00,87
6012016,10:00,11:00,87
6012016,11:00,12:00,88
6012016,12:00,13:00,86
6012016,13:00,14:00,85
6012016,14:00,15:00,89
6012016,15:00,16:00,91
6012016,16:00,17:00,88
6012016,17:00,18:00,87
6012016,18:00,19:00,90
6012016,19:00,20:00,89
6012016,20:00,21:00,91
6012016,21:00,22:00,93
6012016,22:00,23:00,92
6012016,23:00,00:00,90
7012016,00:00,01:00,0
7012016,01:00,02:00,92
7012016,02:00,03:00,94
7012016,03:00,04:00,92
7012016,04:00,05:00,87
7012016,05:00,06:00,84
7012016,06:00,07:00,85
7012016,07:00,08:00,87
7012016,08:00,09:00,84
7012016,09:00,10:00,84
7012016,10:00,11:00,86
7012016,11:00,12:00,87
7012016,12:00,13:00,87
7012016,13:00,14:00,85
7012016,14:00,15:00,84
7012016,15:00,16:00,81
7012016,16:00,17:00,84
7012016,17:00,18:00,86
7012016,18:00,19:00,85
7012016,19:00,20:00,84
7012016,20:00,21:00,89
7012016,21:00,22:00,90
7012016,22:00,23:00,92
7012016,23:00,00:00,92
8012016,00:00,01:00,0
8012016,01:00,02:00,79
8012016,02:00,03:00,75
8012016,03:00,04:00,75
8012016,04:00,05:00,74
8012016,05:00,06:00,79
8012016,06:00,07:00,83
8012016,07:00,08:00,87
8012016,08:00,09:00,88
8012016,09:00,10:00,89
8012016,10:00,11:00,90
8012016,11:00,12:00,93
8012016,12:00,13:00,85
8012016,13:00,14:00,82
8012016,14:00,15:00,82
8012016,15:00,16:00,85
8012016,16:00,17:00,85
8012016,17:00,18:00,87
8012016,18:00,19:00,86
8012016,19:00,20:00,82
8012016,20:00,21:00,85
8012016,21:00,22:00,89
8012016,22:00,23:00,81
8012016,23:00,00:00,72
9012016,00:00,01:00,0
9012016,01:00,02:00,78
9012016,02:00,03:00,87
9012016,03:00,04:00,78
9012016,04:00,05:00,78
9012016,05:00,06:00,81
9012016,06:00,07:00,85
9012016,07:00,08:00,85
9012016,08:00,09:00,87
9012016,09:00,10:00,89
9012016,10:00,11:00,91
9012016,11:00,12:00,94
9012016,12:00,13:00,96
9012016,13:00,14:00,94
9012016,14:00,15:00,94
9012016,15:00,16:00,93
9012016,16:00,17:00,91
9012016,17:00,18:00,92
9012016,18:00,19:00,91
9012016,19:00,20:00,92
9012016,20:00,21:00,94
9012016,21:00,22:00,94
9012016,22:00,23:00,91
9012016,23:00,00:00,84
10012016,00:00,01:00,0
10012016,01:00,02:00,76
10012016,02:00,03:00,76
10012016,03:00,04:00,77
10012016,04:00,05:00,77
10012016,05:00,06:00,77
10012016,06:00,07:00,77
10012016,07:00,08:00,76
10012016,08:00,09:00,77
10012016,09:00,10:00,76
10012016,10:00,11:00,77
10012016,11:00,12:00,80
10012016,12:00,13:00,82
10012016,13:00,14:00,73
10012016,14:00,15:00,73
10012016,15:00,16:00,73
10012016,16:00,17:00,90
10012016,17:00,18:00,90
10012016,18:00,19:00,90
10012016,19:00,20:00,89
10012016,20:00,21:00,83
10012016,21:00,22:00,73
10012016,22:00,23:00,73
10012016,23:00,00:00,72
11012016,00:00,01:00,0
11012016,01:00,02:00,73
11012016,02:00,03:00,74
11012016,03:00,04:00,73
11012016,04:00,05:00,78
11012016,05:00,06:00,85
11012016,06:00,07:00,86
11012016,07:00,08:00,88
11012016,08:00,09:00,87
11012016,09:00,10:00,87
11012016,10:00,11:00,89
11012016,11:00,12:00,89
11012016,12:00,13:00,87
11012016,13:00,14:00,88
11012016,14:00,15:00,91
11012016,15:00,16:00,91
11012016,16:00,17:00,87
11012016,17:00,18:00,90
11012016,18:00,19:00,92
11012016,19:00,20:00,90
11012016,20:00,21:00,88
11012016,21:00,22:00,91
11012016,22:00,23:00,96
11012016,23:00,00:00,90
12012016,00:00,01:00,0
