date,start,end,11WD8BOXB1L---R0,11WD8BOXB1L---Q2
1012017,00:00,01:00,614.0,770.0
1012017,01:00,02:00,616.0,840.0
1012017,02:00,03:00,619.0,844.0
1012017,03:00,04:00,613.0,842.0
1012017,04:00,05:00,617.0,845.0
1012017,05:00,06:00,616.0,845.0
1012017,06:00,07:00,612.0,845.0
1012017,07:00,08:00,614.0,845.0
1012017,08:00,09:00,615.0,845.0
1012017,09:00,10:00,616.0,844.0
1012017,10:00,11:00,616.0,846.0
1012017,11:00,12:00,618.0,846.0
1012017,12:00,13:00,619.0,846.0
1012017,13:00,14:00,618.0,846.0
1012017,14:00,15:00,617.0,847.0
1012017,15:00,16:00,616.0,844.0
1012017,16:00,17:00,614.0,820.0
1012017,17:00,18:00,559.0,716.0
1012017,18:00,19:00,544.0,711.0
1012017,19:00,20:00,545.0,712.0
1012017,20:00,21:00,547.0,713.0
1012017,21:00,22:00,585.0,710.0
1012017,22:00,23:00,575.0,707.0
1012017,23:00,00:00,574.0,718.0
2012017,00:00,01:00,598.0,827.0
2012017,01:00,02:00,593.0,836.0
2012017,02:00,03:00,591.0,842.0
2012017,03:00,04:00,589.0,844.0
2012017,04:00,05:00,593.0,844.0
2012017,05:00,06:00,589.0,845.0
2012017,06:00,07:00,574.0,839.0
2012017,07:00,08:00,573.0,840.0
2012017,08:00,09:00,568.0,843.0
2012017,09:00,10:00,571.0,844.0
2012017,10:00,11:00,584.0,844.0
2012017,11:00,12:00,584.0,845.0
2012017,12:00,13:00,587.0,844.0
2012017,13:00,14:00,599.0,844.0
2012017,14:00,15:00,593.0,845.0
2012017,15:00,16:00,584.0,847.0
2012017,16:00,17:00,576.0,820.0
2012017,17:00,18:00,571.0,777.0
2012017,18:00,19:00,571.0,774.0
2012017,19:00,20:00,580.0,767.0
2012017,20:00,21:00,583.0,771.0
2012017,21:00,22:00,594.0,776.0
2012017,22:00,23:00,586.0,772.0
2012017,23:00,00:00,544.0,743.0
3012017,00:00,01:00,577.0,758.0
3012017,01:00,02:00,512.0,788.0
3012017,02:00,03:00,511.0,787.0
3012017,03:00,04:00,516.0,773.0
3012017,04:00,05:00,504.0,784.0
3012017,05:00,06:00,513.0,788.0
3012017,06:00,07:00,578.0,832.0
3012017,07:00,08:00,556.0,777.0
3012017,08:00,09:00,546.0,739.0
3012017,09:00,10:00,510.0,717.0
3012017,10:00,11:00,571.0,717.0
3012017,11:00,12:00,506.0,718.0
3012017,12:00,13:00,498.0,679.0
3012017,13:00,14:00,512.0,496.0
3012017,14:00,15:00,571.0,0.0
3012017,15:00,16:00,564.0,0.0
3012017,16:00,17:00,567.0,0.0
3012017,17:00,18:00,556.0,0.0
3012017,18:00,19:00,537.0,0.0
3012017,19:00,20:00,543.0,0.0
3012017,20:00,21:00,563.0,0.0
3012017,21:00,22:00,571.0,0.0
3012017,22:00,23:00,565.0,0.0
3012017,23:00,00:00,563.0,0.0
4012017,00:00,01:00,575.0,0.0
4012017,01:00,02:00,523.0,0.0
4012017,02:00,03:00,517.0,0.0
4012017,03:00,04:00,531.0,0.0
4012017,04:00,05:00,526.0,0.0
4012017,05:00,06:00,549.0,0.0
4012017,06:00,07:00,567.0,0.0
4012017,07:00,08:00,447.0,0.0
4012017,08:00,09:00,341.0,0.0
4012017,09:00,10:00,341.0,0.0
4012017,10:00,11:00,340.0,0.0
4012017,11:00,12:00,338.0,0.0
4012017,12:00,13:00,364.0,0.0
4012017,13:00,14:00,353.0,0.0
4012017,14:00,15:00,334.0,0.0
4012017,15:00,16:00,463.0,0.0
4012017,16:00,17:00,544.0,0.0
4012017,17:00,18:00,546.0,36.0
4012017,18:00,19:00,586.0,451.0
4012017,19:00,20:00,600.0,575.0
4012017,20:00,21:00,590.0,676.0
4012017,21:00,22:00,591.0,686.0
4012017,22:00,23:00,591.0,671.0
4012017,23:00,00:00,591.0,674.0
5012017,00:00,01:00,591.0,647.0
5012017,01:00,02:00,587.0,641.0
5012017,02:00,03:00,588.0,609.0
5012017,03:00,04:00,592.0,621.0
5012017,04:00,05:00,590.0,667.0
5012017,05:00,06:00,596.0,833.0
5012017,06:00,07:00,590.0,843.0
5012017,07:00,08:00,588.0,842.0
5012017,08:00,09:00,587.0,852.0
5012017,09:00,10:00,588.0,850.0
5012017,10:00,11:00,587.0,850.0
5012017,11:00,12:00,592.0,849.0
5012017,12:00,13:00,589.0,850.0
5012017,13:00,14:00,589.0,848.0
5012017,14:00,15:00,584.0,846.0
5012017,15:00,16:00,588.0,850.0
5012017,16:00,17:00,577.0,848.0
5012017,17:00,18:00,581.0,849.0
5012017,18:00,19:00,582.0,849.0
5012017,19:00,20:00,578.0,851.0
5012017,20:00,21:00,582.0,852.0
5012017,21:00,22:00,595.0,855.0
5012017,22:00,23:00,570.0,848.0
5012017,23:00,00:00,576.0,843.0
6012017,00:00,01:00,575.0,850.0
6012017,01:00,02:00,576.0,851.0
6012017,02:00,03:00,572.0,847.0
6012017,03:00,04:00,574.0,848.0
6012017,04:00,05:00,576.0,851.0
6012017,05:00,06:00,581.0,848.0
6012017,06:00,07:00,577.0,849.0
6012017,07:00,08:00,578.0,850.0
6012017,08:00,09:00,573.0,849.0
6012017,09:00,10:00,574.0,681.0
6012017,10:00,11:00,571.0,849.0
6012017,11:00,12:00,577.0,852.0
6012017,12:00,13:00,576.0,852.0
6012017,13:00,14:00,581.0,849.0
6012017,14:00,15:00,584.0,849.0
6012017,15:00,16:00,577.0,855.0
6012017,16:00,17:00,588.0,854.0
6012017,17:00,18:00,581.0,849.0
6012017,18:00,19:00,585.0,853.0
6012017,19:00,20:00,573.0,854.0
6012017,20:00,21:00,568.0,855.0
6012017,21:00,22:00,571.0,855.0
6012017,22:00,23:00,572.0,854.0
6012017,23:00,00:00,575.0,853.0
7012017,00:00,01:00,576.0,848.0
7012017,01:00,02:00,585.0,848.0
7012017,02:00,03:00,594.0,847.0
7012017,03:00,04:00,589.0,849.0
7012017,04:00,05:00,586.0,850.0
7012017,05:00,06:00,596.0,846.0
7012017,06:00,07:00,590.0,842.0
7012017,07:00,08:00,591.0,844.0
7012017,08:00,09:00,586.0,843.0
7012017,09:00,10:00,593.0,846.0
7012017,10:00,11:00,594.0,844.0
7012017,11:00,12:00,586.0,845.0
7012017,12:00,13:00,596.0,848.0
7012017,13:00,14:00,598.0,845.0
7012017,14:00,15:00,599.0,842.0
7012017,15:00,16:00,592.0,845.0
7012017,16:00,17:00,591.0,846.0
7012017,17:00,18:00,595.0,844.0
7012017,18:00,19:00,590.0,847.0
7012017,19:00,20:00,588.0,845.0
7012017,20:00,21:00,585.0,842.0
7012017,21:00,22:00,597.0,843.0
7012017,22:00,23:00,580.0,844.0
7012017,23:00,00:00,587.0,848.0
8012017,00:00,01:00,587.0,854.0
8012017,01:00,02:00,583.0,844.0
8012017,02:00,03:00,584.0,843.0
8012017,03:00,04:00,582.0,843.0
8012017,04:00,05:00,587.0,845.0
8012017,05:00,06:00,615.0,845.0
8012017,06:00,07:00,609.0,846.0
8012017,07:00,08:00,611.0,844.0
8012017,08:00,09:00,613.0,845.0
8012017,09:00,10:00,592.0,848.0
8012017,10:00,11:00,587.0,852.0
8012017,11:00,12:00,592.0,855.0
8012017,12:00,13:00,589.0,854.0
8012017,13:00,14:00,588.0,854.0
8012017,14:00,15:00,579.0,852.0
8012017,15:00,16:00,580.0,850.0
8012017,16:00,17:00,576.0,854.0
8012017,17:00,18:00,592.0,852.0
8012017,18:00,19:00,602.0,853.0
8012017,19:00,20:00,598.0,853.0
8012017,20:00,21:00,582.0,849.0
8012017,21:00,22:00,574.0,852.0
8012017,22:00,23:00,574.0,849.0
8012017,23:00,00:00,575.0,851.0
9012017,00:00,01:00,579.0,852.0
9012017,01:00,02:00,571.0,855.0
9012017,02:00,03:00,572.0,850.0
9012017,03:00,04:00,577.0,853.0
9012017,04:00,05:00,575.0,853.0
9012017,05:00,06:00,573.0,851.0
9012017,06:00,07:00,577.0,850.0
9012017,07:00,08:00,571.0,849.0
9012017,08:00,09:00,575.0,852.0
9012017,09:00,10:00,581.0,851.0
9012017,10:00,11:00,580.0,851.0
9012017,11:00,12:00,556.0,853.0
9012017,12:00,13:00,587.0,851.0
9012017,13:00,14:00,526.0,851.0
9012017,14:00,15:00,521.0,853.0
9012017,15:00,16:00,524.0,855.0
9012017,16:00,17:00,523.0,853.0
9012017,17:00,18:00,530.0,852.0
9012017,18:00,19:00,591.0,851.0
9012017,19:00,20:00,597.0,852.0
9012017,20:00,21:00,580.0,854.0
9012017,21:00,22:00,586.0,849.0
9012017,22:00,23:00,578.0,848.0
9012017,23:00,00:00,589.0,847.0
10012017,00:00,01:00,583.0,849.0
10012017,01:00,02:00,581.0,850.0
10012017,02:00,03:00,577.0,848.0
10012017,03:00,04:00,573.0,851.0
10012017,04:00,05:00,581.0,851.0
10012017,05:00,06:00,591.0,849.0
