Timestamp,11WD7NEUR1B--G-I,11WD7NEUR1B--F-L,11WD7NEUR2B--A-T,11WD7NEUR1B--B-X,11WD7NEUR1B--C-U,11WD7NEUR1B--D-R,11WD7NEUR1B--E-O
2021-07-10 05:00:00,0,0,297,291,,610,612
2021-07-10 06:00:00,0,0,298,291,,610,612
2021-07-10 07:00:00,0,0,298,291,,619,611
2021-07-10 08:00:00,0,0,298,289,,619,610
2021-07-10 09:00:00,0,0,297,288,,618,608
2021-07-10 10:00:00,0,0,297,289,,611,607
2021-07-10 11:00:00,0,0,297,289,,607,607
2021-07-10 12:00:00,0,0,294,286,,607,607
2021-07-10 13:00:00,0,0,297,285,,607,608
2021-07-10 14:00:00,0,0,296,284,,607,607
2021-07-10 15:00:00,0,0,296,283,,606,607
2021-07-10 16:00:00,0,0,296,285,,607,607
2021-07-10 17:00:00,0,0,296,285,,607,607
2021-07-10 18:00:00,0,0,295,284,,607,606
2021-07-10 19:00:00,0,0,295,284,,608,607
2021-07-10 20:00:00,0,0,298,285,,610,609
2021-07-10 21:00:00,0,0,297,284,,610,606
2021-07-10 22:00:00,0,0,297,284,,609,607
2021-07-10 23:00:00,0,0,297,285,,610,610
2021-07-11 00:00:00,0,0,297,285,,609,609
2021-07-11 01:00:00,0,0,298,285,,612,611
2021-07-11 02:00:00,0,0,297,285,,612,611
2021-07-11 03:00:00,0,0,298,285,,616,611
2021-07-11 04:00:00,0,0,297,285,,621,611
2021-07-11 05:00:00,0,0,297,285,,620,610
2021-07-11 06:00:00,0,0,297,285,,618,609
2021-07-11 07:00:00,0,0,297,287,,611,610
2021-07-11 08:00:00,0,0,299,288,,610,609
2021-07-11 09:00:00,0,0,297,288,,607,608
2021-07-11 10:00:00,0,0,297,287,,610,609
2021-07-11 11:00:00,0,0,298,288,,610,608
2021-07-11 12:00:00,0,0,296,287,,606,606
2021-07-11 13:00:00,0,0,297,287,,607,606
2021-07-11 14:00:00,0,0,298,288,,608,608
2021-07-11 15:00:00,0,0,296,286,,605,605
2021-07-11 16:00:00,0,0,296,272,,606,606
2021-07-11 17:00:00,0,0,297,286,,606,606
2021-07-11 18:00:00,0,0,296,286,,605,605
2021-07-11 19:00:00,0,0,296,287,,605,605
2021-07-11 20:00:00,0,0,297,286,,607,608
2021-07-11 21:00:00,0,0,296,286,,608,606
2021-07-11 22:00:00,0,0,297,286,,607,608
2021-07-11 23:00:00,0,0,297,287,,608,608
2021-07-12 00:00:00,0,0,297,286,,554,608
2021-07-12 01:00:00,0,0,295,287,,549,608
2021-07-12 02:00:00,0,0,295,287,,547,610
2021-07-12 03:00:00,0,0,294,287,,604,612
2021-07-12 04:00:00,0,0,293,287,,611,607
2021-07-12 05:00:00,0,0,294,287,,611,608
2021-07-12 06:00:00,0,0,293,288,,612,610
2021-07-12 07:00:00,0,0,294,289,,620,622
2021-07-12 08:00:00,0,0,292,288,,618,618
2021-07-12 09:00:00,0,0,292,293,,606,623
2021-07-12 10:00:00,0,0,293,293,,596,613
2021-07-12 11:00:00,0,0,293,292,,609,611
2021-07-12 12:00:00,0,0,293,293,,609,607
2021-07-12 13:00:00,0,0,293,284,,605,603
2021-07-12 14:00:00,0,0,293,286,,607,605
2021-07-12 15:00:00,0,0,293,278,,608,604
2021-07-12 16:00:00,0,0,292,283,,605,604
2021-07-12 17:00:00,0,0,292,288,,606,605
2021-07-12 18:00:00,0,0,292,287,,607,604
2021-07-12 19:00:00,0,0,292,287,,607,606
2021-07-12 20:00:00,0,0,291,286,,607,606
2021-07-12 21:00:00,0,0,292,286,,607,605
2021-07-12 22:00:00,0,0,292,289,,609,606
2021-07-12 23:00:00,0,0,291,290,,608,607
2021-07-13 00:00:00,0,0,292,290,,608,606
2021-07-13 01:00:00,0,0,291,278,,608,606
2021-07-13 02:00:00,0,0,292,278,,605,606
2021-07-13 03:00:00,0,0,292,280,,604,605
2021-07-13 04:00:00,0,0,292,280,,604,605
2021-07-13 05:00:00,0,0,292,280,,606,607
2021-07-13 06:00:00,0,0,291,282,,608,606
2021-07-13 07:00:00,0,0,292,281,,607,617
2021-07-13 08:00:00,0,0,290,287,,607,614
2021-07-13 09:00:00,0,0,291,288,,606,611
2021-07-13 10:00:00,0,0,288,285,,599,606
2021-07-13 11:00:00,0,0,287,285,,597,605
2021-07-13 12:00:00,0,0,286,284,,594,593
2021-07-13 13:00:00,0,0,289,284,,594,594
2021-07-13 14:00:00,0,0,288,284,,592,589
2021-07-13 15:00:00,0,0,289,285,,594,593
2021-07-13 16:00:00,0,0,288,285,,593,593
2021-07-13 17:00:00,0,0,288,283,,593,590
2021-07-13 18:00:00,0,0,289,284,,592,600
2021-07-13 19:00:00,0,0,288,283,,593,602
2021-07-13 20:00:00,0,0,288,281,,593,591
2021-07-13 21:00:00,0,0,288,284,,593,592
2021-07-13 22:00:00,0,0,287,285,,594,592
2021-07-13 23:00:00,0,0,287,282,,594,592
2021-07-14 00:00:00,0,0,289,279,,593,592
2021-07-14 01:00:00,0,0,289,282,,595,574
2021-07-14 02:00:00,0,0,286,282,,592,551
2021-07-14 03:00:00,0,0,290,286,,595,549
2021-07-14 04:00:00,0,0,288,285,,594,549
2021-07-14 05:00:00,0,0,289,285,,594,588
2021-07-14 06:00:00,0,0,288,284,,593,593
2021-07-14 07:00:00,0,0,288,283,,594,599
2021-07-14 08:00:00,0,0,290,286,,597,608
2021-07-14 09:00:00,0,0,291,286,,605,611
2021-07-14 10:00:00,0,0,291,285,,603,612
2021-07-14 11:00:00,0,0,290,283,,603,612
2021-07-14 12:00:00,0,0,293,287,,609,611
2021-07-14 13:00:00,0,0,293,288,,603,595
2021-07-14 14:00:00,0,0,274,289,,496,445
2021-07-14 15:00:00,0,0,247,288,,576,571
2021-07-14 16:00:00,0,0,284,288,,601,604
2021-07-14 17:00:00,0,0,249,288,,602,603
2021-07-14 18:00:00,0,0,250,289,,593,602
2021-07-14 19:00:00,0,0,289,285,,556,585
2021-07-14 20:00:00,0,0,272,271,,564,586
2021-07-14 21:00:00,0,0,183,179,,560,579
2021-07-14 22:00:00,0,0,171,96,,561,555
2021-07-14 23:00:00,0,0,0,0,,560,524
2021-07-15 00:00:00,0,0,0,0,,561,535
2021-07-15 01:00:00,0,0,0,0,,532,467
2021-07-15 02:00:00,0,0,0,0,,523,399
2021-07-15 03:00:00,0,0,0,0,,549,408
2021-07-15 04:00:00,0,0,0,0,,568,408
2021-07-15 05:00:00,0,0,173,0,,570,407
2021-07-15 06:00:00,0,0,268,0,,572,449
2021-07-15 07:00:00,0,0,214,0,,605,488
2021-07-15 08:00:00,0,0,159,0,,603,480
2021-07-15 09:00:00,0,0,183,147,,597,445
2021-07-15 10:00:00,0,0,141,243,,600,410
2021-07-15 11:00:00,0,0,144,236,,599,432
2021-07-15 12:00:00,0,0,109,211,,600,460
2021-07-15 13:00:00,0,0,0,211,,601,568
2021-07-15 14:00:00,9,0,0,208,,598,574
2021-07-15 15:00:00,143,0,0,209,,599,576
2021-07-15 16:00:00,0,0,0,205,,591,567
2021-07-15 17:00:00,0,0,0,207,,595,581
2021-07-15 18:00:00,0,0,0,240,,597,583
2021-07-15 19:00:00,0,0,0,288,,601,598
2021-07-15 20:00:00,0,0,0,291,,598,597
2021-07-15 21:00:00,0,0,0,276,,602,608
2021-07-15 22:00:00,0,0,0,225,,603,610
2021-07-15 23:00:00,0,0,0,232,,601,609
2021-07-16 00:00:00,0,0,0,241,,601,608
2021-07-16 01:00:00,0,0,0,230,,601,611
2021-07-16 02:00:00,0,0,0,235,,566,609
2021-07-16 03:00:00,0,0,0,236,,514,600
2021-07-16 04:00:00,0,0,0,240,,510,598
2021-07-16 05:00:00,0,0,0,243,,583,610
2021-07-16 06:00:00,0,0,0,246,,606,624
2021-07-16 07:00:00,0,0,0,245,,610,623
2021-07-16 08:00:00,0,0,22,244,,609,619
2021-07-16 09:00:00,0,0,203,246,,610,621
2021-07-16 10:00:00,0,0,282,247,,601,621
2021-07-16 11:00:00,0,0,268,248,,601,613
2021-07-16 12:00:00,0,0,248,247,,600,606
2021-07-16 13:00:00,0,0,291,247,,598,604
2021-07-16 14:00:00,0,0,294,247,,599,604
2021-07-16 15:00:00,0,0,295,247,,600,605
2021-07-16 16:00:00,0,0,295,247,,600,605
2021-07-16 17:00:00,0,0,295,246,,602,605
2021-07-16 18:00:00,0,0,296,245,,601,605
2021-07-16 19:00:00,0,0,295,246,,601,619
2021-07-16 20:00:00,0,0,295,248,,604,617
2021-07-16 21:00:00,0,0,298,171,,604,608
2021-07-16 22:00:00,0,0,295,0,,602,605
2021-07-16 23:00:00,0,0,291,0,,603,608
2021-07-17 00:00:00,0,0,288,0,,604,604
2021-07-17 01:00:00,0,0,276,0,,593,600
2021-07-17 02:00:00,0,0,228,0,,564,386
2021-07-17 03:00:00,0,0,288,0,,608,0
2021-07-17 04:00:00,0,0,282,0,,603,0
2021-07-17 05:00:00,0,0,282,0,,605,0
2021-07-17 06:00:00,0,0,282,0,,604,0
2021-07-17 07:00:00,0,0,282,0,,606,0
2021-07-17 08:00:00,0,0,278,0,,610,0
2021-07-17 09:00:00,0,0,277,0,,595,0
2021-07-17 10:00:00,0,0,279,0,,569,0
2021-07-17 11:00:00,0,0,278,0,,593,0
2021-07-17 12:00:00,0,0,276,0,,587,0
2021-07-17 13:00:00,0,0,175,0,,465,0
2021-07-17 14:00:00,0,0,172,0,,450,0
2021-07-17 15:00:00,0,0,175,0,,448,0
2021-07-17 16:00:00,0,0,180,0,,446,0
2021-07-17 17:00:00,0,0,183,0,,473,0
2021-07-17 18:00:00,0,0,268,0,,588,0
2021-07-17 19:00:00,0,0,282,0,,591,0
2021-07-17 20:00:00,0,0,293,0,,592,0
2021-07-17 21:00:00,0,0,293,0,,593,0
2021-07-17 22:00:00,0,0,294,0,,593,0
2021-07-17 23:00:00,0,0,215,0,,514,0
2021-07-18 00:00:00,0,0,169,0,,447,0
2021-07-18 01:00:00,0,0,171,0,,449,0
2021-07-18 02:00:00,0,0,171,0,,447,0
2021-07-18 03:00:00,0,0,170,0,,448,0
2021-07-18 04:00:00,0,0,170,0,,448,0
2021-07-18 05:00:00,0,0,171,0,,447,0
2021-07-18 06:00:00,0,0,170,0,,449,0
2021-07-18 07:00:00,0,0,170,0,,448,0
2021-07-18 08:00:00,0,0,170,0,,449,0
2021-07-18 09:00:00,0,0,169,0,,449,0
2021-07-18 10:00:00,0,0,169,0,,450,0
2021-07-18 11:00:00,0,0,170,0,,449,0
2021-07-18 12:00:00,0,0,170,0,,447,0
2021-07-18 13:00:00,0,0,171,0,,448,0
2021-07-18 14:00:00,0,0,171,0,,447,0
2021-07-18 15:00:00,0,0,169,0,,449,0
2021-07-18 16:00:00,0,0,170,0,,448,0
2021-07-18 17:00:00,0,0,171,0,,449,0
2021-07-18 18:00:00,0,0,180,136,,449,0
2021-07-18 19:00:00,0,0,282,245,,580,25
2021-07-18 20:00:00,0,0,293,284,,590,291
2021-07-18 21:00:00,0,0,293,281,,593,528
2021-07-18 22:00:00,0,0,293,289,,592,581
2021-07-18 23:00:00,0,0,293,288,,594,594
2021-07-19 00:00:00,0,0,292,290,,593,590
2021-07-19 01:00:00,0,0,293,290,,505,605
2021-07-19 02:00:00,0,0,293,290,,497,600
2021-07-19 03:00:00,0,0,292,290,,560,601
2021-07-19 04:00:00,0,0,293,290,,597,612
2021-07-19 05:00:00,0,0,293,290,,596,612
2021-07-19 06:00:00,0,0,292,290,,597,612
2021-07-19 07:00:00,0,0,293,290,,605,611
2021-07-19 08:00:00,0,0,293,289,,606,610
2021-07-19 09:00:00,0,0,293,290,,609,612
2021-07-19 10:00:00,0,0,294,290,,601,608
2021-07-19 11:00:00,0,0,293,290,,600,610
2021-07-19 12:00:00,0,0,292,289,,596,604
2021-07-19 13:00:00,0,0,294,288,,581,615
2021-07-19 14:00:00,0,0,295,285,,579,608
2021-07-19 15:00:00,0,0,294,285,,577,607
2021-07-19 16:00:00,0,0,294,286,,578,608
2021-07-19 17:00:00,0,0,296,286,,580,608
2021-07-19 18:00:00,0,0,293,285,,598,610
2021-07-19 19:00:00,0,0,295,286,,599,610
2021-07-19 20:00:00,0,0,295,286,,603,611
2021-07-19 21:00:00,0,0,294,286,,600,610
2021-07-19 22:00:00,0,0,294,288,,601,612
2021-07-19 23:00:00,0,0,293,289,,601,612
2021-07-20 00:00:00,0,0,294,289,,601,612
2021-07-20 01:00:00,0,0,296,291,,454,466
2021-07-20 02:00:00,0,0,294,289,,320,327
2021-07-20 03:00:00,0,0,291,286,,522,542
2021-07-20 04:00:00,0,0,293,288,,603,614
2021-07-20 05:00:00,0,0,293,288,,597,612
2021-07-20 06:00:00,0,0,294,289,,591,613
2021-07-20 07:00:00,0,0,294,289,,592,612
2021-07-20 08:00:00,0,0,290,286,,583,600
2021-07-20 09:00:00,0,0,292,279,,589,185
2021-07-20 10:00:00,0,0,288,278,,579,0
2021-07-20 11:00:00,0,0,288,282,,583,0
2021-07-20 12:00:00,0,0,288,283,,582,0
2021-07-20 13:00:00,0,0,285,281,,577,0
2021-07-20 14:00:00,0,0,288,280,,580,0
2021-07-20 15:00:00,0,0,286,279,,576,0
2021-07-20 16:00:00,0,0,290,283,,584,0
2021-07-20 17:00:00,0,0,293,287,,592,0
2021-07-20 18:00:00,0,0,293,288,,593,0
2021-07-20 19:00:00,353,0,292,286,,587,0
2021-07-20 20:00:00,506,0,295,288,,593,0
2021-07-20 21:00:00,523,0,295,288,,594,0
2021-07-20 22:00:00,562,0,294,288,,595,0
2021-07-20 23:00:00,564,0,294,289,,595,0
2021-07-21 00:00:00,594,0,294,288,,595,0
2021-07-21 01:00:00,598,0,291,289,,596,0
2021-07-21 02:00:00,602,0,292,290,,595,0
2021-07-21 03:00:00,609,0,291,289,,596,0
2021-07-21 04:00:00,606,0,290,287,,596,0
2021-07-21 05:00:00,607,0,293,288,,596,0
2021-07-21 06:00:00,605,0,293,289,,598,0
2021-07-21 07:00:00,616,0,293,288,,603,0
2021-07-21 08:00:00,568,0,294,290,,605,0
2021-07-21 09:00:00,596,0,292,287,,600,0
2021-07-21 10:00:00,867,0,293,289,,596,0
2021-07-21 11:00:00,1006,0,293,289,,593,0
2021-07-21 12:00:00,753,0,297,291,,595,0
2021-07-21 13:00:00,92,0,298,292,,597,0
2021-07-21 14:00:00,0,0,290,282,,580,0
2021-07-21 15:00:00,0,0,286,280,,576,0
2021-07-21 16:00:00,0,0,285,279,,575,0
2021-07-21 17:00:00,0,0,285,279,,573,0
2021-07-21 18:00:00,0,0,285,279,,573,0
2021-07-21 19:00:00,0,0,287,279,,580,0
2021-07-21 20:00:00,0,0,293,287,,591,0
2021-07-21 21:00:00,0,0,294,289,,593,0
2021-07-21 22:00:00,0,0,295,290,,592,0
2021-07-21 23:00:00,0,0,294,289,,596,0
2021-07-22 00:00:00,0,0,295,290,,596,0
2021-07-22 01:00:00,0,0,294,290,,593,0
2021-07-22 02:00:00,0,0,289,290,,596,0
2021-07-22 03:00:00,0,0,294,290,,594,0
2021-07-22 04:00:00,0,0,292,289,,593,0
2021-07-22 05:00:00,0,0,293,290,,596,0
2021-07-22 06:00:00,0,0,292,290,,602,0
2021-07-22 07:00:00,0,0,292,290,,613,0
2021-07-22 08:00:00,0,0,292,290,,612,0
2021-07-22 09:00:00,0,0,295,290,,611,0
2021-07-22 10:00:00,0,0,295,290,,601,0
2021-07-22 11:00:00,0,0,294,290,,601,0
2021-07-22 12:00:00,0,0,294,289,,598,0
2021-07-22 13:00:00,0,0,294,289,,598,0
2021-07-22 14:00:00,0,0,294,289,,597,0
2021-07-22 15:00:00,0,0,294,287,,598,0
2021-07-22 16:00:00,0,0,295,287,,598,0
2021-07-22 17:00:00,0,0,295,287,,599,0
2021-07-22 18:00:00,0,0,295,288,,599,0
2021-07-22 19:00:00,0,0,295,289,,600,0
2021-07-22 20:00:00,0,0,294,290,,601,0
2021-07-22 21:00:00,0,0,295,291,,599,0
2021-07-22 22:00:00,0,0,292,291,,600,0
2021-07-22 23:00:00,0,0,293,290,,600,0
2021-07-23 00:00:00,0,0,294,291,,600,0
2021-07-23 01:00:00,0,0,292,291,,599,0
2021-07-23 02:00:00,0,0,294,292,,600,0
2021-07-23 03:00:00,0,0,294,290,,597,0
2021-07-23 04:00:00,0,0,293,290,,597,0
2021-07-23 05:00:00,0,0,294,291,,601,0
2021-07-23 06:00:00,0,0,294,293,,608,0
2021-07-23 07:00:00,0,0,294,293,,567,0
2021-07-23 08:00:00,0,0,290,291,,533,0
2021-07-23 09:00:00,0,0,288,292,,533,0
2021-07-23 10:00:00,0,0,289,292,,532,0
2021-07-23 11:00:00,0,0,242,292,,567,0
2021-07-23 12:00:00,0,0,285,291,,598,0
2021-07-23 13:00:00,0,0,284,292,,597,0
2021-07-23 14:00:00,0,0,287,292,,595,225
2021-07-23 15:00:00,0,0,291,292,,597,442
2021-07-23 16:00:00,0,0,291,291,,596,546
2021-07-23 17:00:00,0,0,291,293,,598,611
2021-07-23 18:00:00,0,0,292,293,,604,613
2021-07-23 19:00:00,0,0,291,292,,599,611
2021-07-23 20:00:00,0,0,293,295,,607,285
2021-07-23 21:00:00,0,0,290,291,,598,0
2021-07-23 22:00:00,0,0,293,293,,600,0
2021-07-23 23:00:00,0,0,293,293,,602,0
2021-07-24 00:00:00,0,0,292,292,,601,0
2021-07-24 01:00:00,0,0,293,292,,602,0
2021-07-24 02:00:00,0,0,293,293,,605,0
2021-07-24 03:00:00,0,0,293,293,,570,0
2021-07-24 04:00:00,0,0,292,293,,562,0
2021-07-24 05:00:00,0,0,293,293,,604,0
2021-07-24 06:00:00,0,0,291,291,,603,0
2021-07-24 07:00:00,0,0,292,292,,613,0
2021-07-24 08:00:00,0,0,292,294,,611,0
2021-07-24 09:00:00,0,0,293,293,,612,0
2021-07-24 10:00:00,0,0,292,292,,605,0
2021-07-24 11:00:00,0,0,292,291,,601,0
2021-07-24 12:00:00,0,0,292,292,,597,0
2021-07-24 13:00:00,0,0,293,293,,600,0
2021-07-24 14:00:00,0,0,289,289,,598,0
2021-07-24 15:00:00,0,0,294,292,,603,0
2021-07-24 16:00:00,0,0,287,283,,596,0
2021-07-24 17:00:00,0,0,290,287,,599,0
2021-07-24 18:00:00,0,0,292,290,,602,0
2021-07-24 19:00:00,0,0,290,290,,597,0
2021-07-24 20:00:00,0,0,291,291,,598,0
2021-07-24 21:00:00,0,0,292,291,,600,0
2021-07-24 22:00:00,0,0,291,292,,600,0
2021-07-24 23:00:00,0,0,291,293,,601,0
2021-07-25 00:00:00,0,0,291,293,,600,0
2021-07-25 01:00:00,0,0,292,293,,600,0
2021-07-25 02:00:00,0,0,263,279,,596,0
2021-07-25 03:00:00,0,0,149,151,,475,0
2021-07-25 04:00:00,0,0,145,143,,313,0
2021-07-25 05:00:00,0,0,145,142,,268,0
2021-07-25 06:00:00,0,0,146,140,,266,0
2021-07-25 07:00:00,0,0,146,136,,286,0
2021-07-25 08:00:00,0,0,145,135,,442,0
2021-07-25 09:00:00,0,0,138,129,,425,0
2021-07-25 10:00:00,0,0,138,136,,426,0
2021-07-25 11:00:00,0,0,139,132,,426,0
2021-07-25 12:00:00,0,0,139,132,,427,0
2021-07-25 13:00:00,0,0,139,132,,425,0
2021-07-25 14:00:00,0,0,139,133,,425,0
2021-07-25 15:00:00,206,0,143,136,,367,0
2021-07-25 16:00:00,518,0,156,158,,419,0
2021-07-25 17:00:00,678,0,250,246,,586,0
2021-07-25 18:00:00,713,0,290,290,,583,0
2021-07-25 19:00:00,713,0,293,289,,579,0
2021-07-25 20:00:00,714,0,293,290,,588,0
2021-07-25 21:00:00,811,0,293,290,,581,0
2021-07-25 22:00:00,938,0,294,290,,580,0
2021-07-25 23:00:00,943,0,293,290,,579,0
2021-07-26 00:00:00,987,0,292,293,,583,0
2021-07-26 01:00:00,1039,0,295,288,,581,0
2021-07-26 02:00:00,1039,0,294,292,,580,0
2021-07-26 03:00:00,1038,0,294,291,,589,0
2021-07-26 04:00:00,1037,0,294,293,,593,0
2021-07-26 05:00:00,1041,0,294,293,,592,0
2021-07-26 06:00:00,1040,0,294,293,,594,0
2021-07-26 07:00:00,1044,0,294,293,,602,0
2021-07-26 08:00:00,1042,0,294,293,,602,0
2021-07-26 09:00:00,1042,0,294,291,,602,0
2021-07-26 10:00:00,1040,0,294,292,,595,0
2021-07-26 11:00:00,1033,0,293,293,,589,0
2021-07-26 12:00:00,1035,0,291,291,,590,0
2021-07-26 13:00:00,1034,0,293,293,,598,0
2021-07-26 14:00:00,1032,0,293,292,,599,0
2021-07-26 15:00:00,1028,0,294,294,,598,0
2021-07-26 16:00:00,1033,0,292,294,,592,0
2021-07-26 17:00:00,1033,0,293,294,,142,0
2021-07-26 18:00:00,1026,0,290,289,,0,106
2021-07-26 19:00:00,1029,0,293,292,,0,444
2021-07-26 20:00:00,1032,0,293,293,,0,571
2021-07-26 21:00:00,1034,0,293,293,,0,604
2021-07-26 22:00:00,1031,0,293,293,,0,604
2021-07-26 23:00:00,1032,0,291,294,,0,608
2021-07-27 00:00:00,1033,0,276,293,,0,609
2021-07-27 01:00:00,1034,0,274,292,,0,609
2021-07-27 02:00:00,1036,0,275,294,,0,609
2021-07-27 03:00:00,1035,0,276,293,,0,610
2021-07-27 04:00:00,1034,0,288,293,,0,610
2021-07-27 05:00:00,1038,0,288,293,,0,608
2021-07-27 06:00:00,1037,0,288,292,,0,615
2021-07-27 07:00:00,1040,0,289,293,,0,622
2021-07-27 08:00:00,1036,0,288,292,,0,621
2021-07-27 09:00:00,1033,0,289,292,,0,620
2021-07-27 10:00:00,1035,0,289,290,,0,605
2021-07-27 11:00:00,1032,0,287,290,,0,604
2021-07-27 12:00:00,1032,0,288,289,,0,604
2021-07-27 13:00:00,1030,0,288,291,,0,605
2021-07-27 14:00:00,1033,0,289,292,,0,604
2021-07-27 15:00:00,1034,0,287,292,,0,605
2021-07-27 16:00:00,1032,0,286,290,,0,605
2021-07-27 17:00:00,1034,0,288,292,,0,606
2021-07-27 18:00:00,1033,0,288,292,,0,606
2021-07-27 19:00:00,1034,0,288,291,,0,613
2021-07-27 20:00:00,1035,0,287,292,,0,607
2021-07-27 21:00:00,1035,0,289,292,,0,607
2021-07-27 22:00:00,1038,0,288,292,,0,608
2021-07-27 23:00:00,1035,0,287,292,,0,607
2021-07-28 00:00:00,1039,0,289,290,,0,609
2021-07-28 01:00:00,1039,0,290,292,,0,607
2021-07-28 02:00:00,1040,0,290,292,,0,608
2021-07-28 03:00:00,1042,0,289,293,,0,609
2021-07-28 04:00:00,1040,0,291,293,,0,608
2021-07-28 05:00:00,1041,0,289,291,,0,607
2021-07-28 06:00:00,1041,0,288,291,,0,623
2021-07-28 07:00:00,1043,0,289,291,,0,623
2021-07-28 08:00:00,1027,0,271,291,,0,622
2021-07-28 09:00:00,1028,0,271,290,,0,620
2021-07-28 10:00:00,1028,0,287,291,,0,610
2021-07-28 11:00:00,1023,0,292,291,,0,609
2021-07-28 12:00:00,1024,0,289,286,,0,608
2021-07-28 13:00:00,1024,0,166,177,,0,525
2021-07-28 14:00:00,1024,0,148,141,,0,404
2021-07-28 15:00:00,1022,0,146,139,,0,274
2021-07-28 16:00:00,1022,0,146,139,,0,271
2021-07-28 17:00:00,1023,0,147,145,,0,403
2021-07-28 18:00:00,1017,0,188,198,,0,486
2021-07-28 19:00:00,1019,0,240,245,,0,604
2021-07-28 20:00:00,1011,0,199,201,,0,609
2021-07-28 21:00:00,1019,0,200,200,,0,610
2021-07-28 22:00:00,1022,0,161,167,,0,561
2021-07-28 23:00:00,1026,0,124,157,,0,282
2021-07-29 00:00:00,999,0,0,179,,0,0
2021-07-29 01:00:00,683,0,0,180,,0,0
2021-07-29 02:00:00,482,0,0,177,,0,0
2021-07-29 03:00:00,474,0,0,178,,0,0
2021-07-29 04:00:00,472,0,0,178,,0,0
2021-07-29 05:00:00,502,0,0,177,,0,0
2021-07-29 06:00:00,503,0,0,223,,0,0
2021-07-29 07:00:00,504,0,0,288,,0,0
2021-07-29 08:00:00,501,0,0,214,,0,0
2021-07-29 09:00:00,481,0,0,176,,0,0
2021-07-29 10:00:00,479,0,0,177,,0,0
2021-07-29 11:00:00,482,0,0,177,,0,0
2021-07-29 12:00:00,477,0,0,180,,0,0
2021-07-29 13:00:00,479,0,0,181,,0,0
2021-07-29 14:00:00,481,0,0,180,,0,0
2021-07-29 15:00:00,534,0,0,178,,0,0
2021-07-29 16:00:00,656,0,0,178,,0,0
2021-07-29 17:00:00,749,0,0,185,,0,0
2021-07-29 18:00:00,975,0,0,266,,0,0
2021-07-29 19:00:00,1022,0,0,290,,0,0
2021-07-29 20:00:00,1022,0,0,289,,0,0
2021-07-29 21:00:00,1028,0,0,289,,0,0
2021-07-29 22:00:00,1028,0,0,288,,0,0
2021-07-29 23:00:00,1028,0,0,289,,0,0
2021-07-30 00:00:00,1028,0,0,290,,0,0
2021-07-30 01:00:00,1029,0,0,290,,0,0
2021-07-30 02:00:00,1031,0,0,289,,0,0
2021-07-30 03:00:00,1029,0,0,290,,0,0
2021-07-30 04:00:00,1032,0,0,288,,0,0
2021-07-30 05:00:00,1027,0,0,289,,0,0
2021-07-30 06:00:00,1031,0,0,285,,0,0
2021-07-30 07:00:00,1029,0,0,286,,0,0
2021-07-30 08:00:00,1024,0,0,289,,0,0
2021-07-30 09:00:00,1019,0,0,288,,0,0
2021-07-30 10:00:00,1017,0,0,220,,0,0
2021-07-30 11:00:00,732,0,0,180,,0,0
2021-07-30 12:00:00,545,0,0,179,,0,0
2021-07-30 13:00:00,485,0,0,180,,0,0
2021-07-30 14:00:00,478,0,0,179,,0,0
2021-07-30 15:00:00,478,0,0,180,,0,0
2021-07-30 16:00:00,653,0,0,177,,0,0
2021-07-30 17:00:00,1004,0,0,204,,0,0
2021-07-30 18:00:00,1010,0,0,284,,0,0
2021-07-30 19:00:00,1013,0,0,288,,0,0
2021-07-30 20:00:00,1020,0,0,286,,0,0
2021-07-30 21:00:00,1022,0,0,279,,0,0
2021-07-30 22:00:00,1026,0,0,200,,0,0
2021-07-30 23:00:00,1028,0,0,200,,0,0
2021-07-31 00:00:00,1030,0,0,237,,0,0
2021-07-31 01:00:00,865,0,0,180,,0,0
2021-07-31 02:00:00,517,0,0,179,,0,0
2021-07-31 03:00:00,476,0,0,179,,0,0
2021-07-31 04:00:00,481,0,0,178,,0,0
2021-07-31 05:00:00,485,0,0,178,,0,0
2021-07-31 06:00:00,663,0,0,179,,0,0
2021-07-31 07:00:00,546,0,0,179,,0,0
2021-07-31 08:00:00,486,0,0,179,,0,0
2021-07-31 09:00:00,484,0,0,178,,0,0
2021-07-31 10:00:00,483,0,0,178,,0,0
2021-07-31 11:00:00,487,0,0,178,,0,0
2021-07-31 12:00:00,485,0,0,179,,0,0
2021-07-31 13:00:00,484,0,0,177,,0,0
2021-07-31 14:00:00,487,0,0,178,,0,0
2021-07-31 15:00:00,484,0,0,178,,0,0
2021-07-31 16:00:00,487,0,0,177,,0,0
2021-07-31 17:00:00,487,0,0,178,,0,0
2021-07-31 18:00:00,656,0,0,176,,0,0
2021-07-31 19:00:00,737,0,0,177,,0,0
2021-07-31 20:00:00,958,0,0,248,,0,0
2021-07-31 21:00:00,1031,0,0,279,,0,0
2021-07-31 22:00:00,1031,0,0,248,,0,0
2021-07-31 23:00:00,1031,0,0,178,,0,0
2021-08-01 00:00:00,1033,0,0,178,,0,0
2021-08-01 01:00:00,1032,0,0,179,,0,0
2021-08-01 02:00:00,1033,0,0,179,,0,0
2021-08-01 03:00:00,1030,0,0,179,,0,0
2021-08-01 04:00:00,1026,0,0,179,,0,0
2021-08-01 05:00:00,1030,0,0,180,,0,0
2021-08-01 06:00:00,1029,0,0,179,,0,0
