date,start,end,11WD8JAEN1L---AD,11WD8JAEN1L---BB,11WD8JAEN1L---C9,11WD8JAEN1L---D7,11WD8JAEN1L---E5,11WD8JAEN1L---F3
1012020,00:00,01:00,0,473,488,491,,
1012020,01:00,02:00,0,477,492,494,,
1012020,02:00,03:00,0,478,490,495,,
1012020,03:00,04:00,0,476,492,497,,
1012020,04:00,05:00,0,476,494,490,,
1012020,05:00,06:00,0,478,493,494,,
1012020,06:00,07:00,0,472,494,493,,
1012020,07:00,08:00,0,470,493,495,,
1012020,08:00,09:00,0,457,482,482,,
1012020,09:00,10:00,0,462,482,480,,
1012020,10:00,11:00,0,455,478,478,,
1012020,11:00,12:00,0,425,461,407,,
1012020,12:00,13:00,0,449,471,468,,
1012020,13:00,14:00,0,435,468,405,,
1012020,14:00,15:00,0,474,497,490,,
1012020,15:00,16:00,0,475,496,494,,
1012020,16:00,17:00,0,475,496,496,,
1012020,17:00,18:00,0,461,484,481,,
1012020,18:00,19:00,0,454,475,473,,
1012020,19:00,20:00,0,408,451,387,,
1012020,20:00,21:00,0,459,481,482,,
1012020,21:00,22:00,0,475,494,491,,
1012020,22:00,23:00,0,479,497,494,,
1012020,23:00,00:00,0,477,496,494,,
2012020,00:00,01:00,0,469,489,486,,
2012020,01:00,02:00,0,477,497,495,,
2012020,02:00,03:00,0,474,495,495,,
2012020,03:00,04:00,0,455,484,433,,
2012020,04:00,05:00,0,427,435,366,,
2012020,05:00,06:00,0,431,467,403,,
2012020,06:00,07:00,0,432,467,437,,
2012020,07:00,08:00,0,412,481,415,,
2012020,08:00,09:00,0,452,496,491,,
2012020,09:00,10:00,0,467,498,496,,
2012020,10:00,11:00,0,464,495,493,,
2012020,11:00,12:00,0,461,497,494,,
2012020,12:00,13:00,0,461,498,495,,
2012020,13:00,14:00,0,465,499,497,,
2012020,14:00,15:00,0,451,487,494,,
2012020,15:00,16:00,0,446,477,488,,
2012020,16:00,17:00,0,442,473,483,,
2012020,17:00,18:00,0,438,476,488,,
2012020,18:00,19:00,0,437,474,486,,
2012020,19:00,20:00,0,445,476,487,,
2012020,20:00,21:00,0,440,490,487,,
2012020,21:00,22:00,0,431,480,476,,
2012020,22:00,23:00,0,437,491,474,,
2012020,23:00,00:00,0,390,419,354,,
3012020,00:00,01:00,0,372,347,295,,
3012020,01:00,02:00,0,378,314,297,,
3012020,02:00,03:00,0,370,307,295,,
3012020,03:00,04:00,0,368,307,298,,
3012020,04:00,05:00,0,373,308,297,,
3012020,05:00,06:00,0,369,306,300,,
3012020,06:00,07:00,0,341,306,298,,
3012020,07:00,08:00,0,349,307,301,,
3012020,08:00,09:00,0,373,331,313,,
3012020,09:00,10:00,0,407,345,332,,
3012020,10:00,11:00,0,391,332,318,,
3012020,11:00,12:00,0,389,353,334,,
3012020,12:00,13:00,0,388,357,336,,
3012020,13:00,14:00,0,374,331,312,,
3012020,14:00,15:00,0,371,352,315,,
3012020,15:00,16:00,0,358,342,317,,
3012020,16:00,17:00,0,342,427,331,,
3012020,17:00,18:00,0,344,368,352,,
3012020,18:00,19:00,0,341,388,337,,
3012020,19:00,20:00,0,353,385,350,,
3012020,20:00,21:00,0,331,383,328,,
