date,start,end,11WD8LIPD1L---R6,11WD8LIPD1L---S4
1012016,00:00,01:00,846,0
1012016,01:00,02:00,843,0
1012016,02:00,03:00,844,0
1012016,03:00,04:00,848,0
1012016,04:00,05:00,805,0
1012016,05:00,06:00,792,0
1012016,06:00,07:00,612,0
1012016,07:00,08:00,770,0
1012016,08:00,09:00,835,0
1012016,09:00,10:00,736,0
1012016,10:00,11:00,651,0
1012016,11:00,12:00,838,0
1012016,12:00,13:00,839,0
1012016,13:00,14:00,840,0
1012016,14:00,15:00,839,0
1012016,15:00,16:00,840,0
1012016,16:00,17:00,837,0
1012016,17:00,18:00,839,0
1012016,18:00,19:00,841,0
1012016,19:00,20:00,840,0
1012016,20:00,21:00,841,0
1012016,21:00,22:00,842,0
1012016,22:00,23:00,844,0
1012016,23:00,00:00,848,0
2012016,00:00,01:00,710,0
2012016,01:00,02:00,602,0
2012016,02:00,03:00,440,0
2012016,03:00,04:00,433,0
2012016,04:00,05:00,435,0
2012016,05:00,06:00,436,0
2012016,06:00,07:00,446,0
2012016,07:00,08:00,604,0
2012016,08:00,09:00,604,0
2012016,09:00,10:00,605,0
2012016,10:00,11:00,606,0
2012016,11:00,12:00,605,0
2012016,12:00,13:00,606,0
2012016,13:00,14:00,606,0
2012016,14:00,15:00,605,0
2012016,15:00,16:00,604,0
2012016,16:00,17:00,606,0
2012016,17:00,18:00,605,0
2012016,18:00,19:00,606,0
2012016,19:00,20:00,606,0
2012016,20:00,21:00,607,0
2012016,21:00,22:00,605,0
2012016,22:00,23:00,605,0
2012016,23:00,00:00,597,0
3012016,00:00,01:00,439,0
3012016,01:00,02:00,436,0
3012016,02:00,03:00,436,0
3012016,03:00,04:00,436,0
3012016,04:00,05:00,436,0
3012016,05:00,06:00,435,0
3012016,06:00,07:00,437,0
3012016,07:00,08:00,450,0
3012016,08:00,09:00,606,0
3012016,09:00,10:00,604,0
3012016,10:00,11:00,607,0
3012016,11:00,12:00,606,0
3012016,12:00,13:00,606,0
3012016,13:00,14:00,607,0
3012016,14:00,15:00,606,0
3012016,15:00,16:00,605,0
3012016,16:00,17:00,606,0
3012016,17:00,18:00,606,0
3012016,18:00,19:00,605,0
3012016,19:00,20:00,606,0
3012016,20:00,21:00,606,0
3012016,21:00,22:00,607,0
3012016,22:00,23:00,644,0
3012016,23:00,00:00,755,0
4012016,00:00,01:00,711,0
4012016,01:00,02:00,449,0
4012016,02:00,03:00,436,0
4012016,03:00,04:00,437,0
4012016,04:00,05:00,436,37
4012016,05:00,06:00,668,303
4012016,06:00,07:00,684,509
4012016,07:00,08:00,701,572
4012016,08:00,09:00,739,733
4012016,09:00,10:00,811,804
4012016,10:00,11:00,772,834
4012016,11:00,12:00,440,835
4012016,12:00,13:00,0,827
4012016,13:00,14:00,0,774
4012016,14:00,15:00,0,674
4012016,15:00,16:00,0,825
4012016,16:00,17:00,0,827
4012016,17:00,18:00,0,824
4012016,18:00,19:00,0,825
4012016,19:00,20:00,0,826
4012016,20:00,21:00,0,827
4012016,21:00,22:00,0,827
4012016,22:00,23:00,0,822
4012016,23:00,00:00,0,827
5012016,00:00,01:00,0,830
5012016,01:00,02:00,0,770
5012016,02:00,03:00,0,744
5012016,03:00,04:00,0,746
5012016,04:00,05:00,0,824
5012016,05:00,06:00,0,828
5012016,06:00,07:00,0,832
5012016,07:00,08:00,0,832
5012016,08:00,09:00,0,828
5012016,09:00,10:00,0,828
5012016,10:00,11:00,0,830
5012016,11:00,12:00,0,796
5012016,12:00,13:00,0,830
5012016,13:00,14:00,0,829
5012016,14:00,15:00,0,828
5012016,15:00,16:00,0,830
5012016,16:00,17:00,0,835
5012016,17:00,18:00,0,833
5012016,18:00,19:00,0,834
5012016,19:00,20:00,0,831
5012016,20:00,21:00,0,830
5012016,21:00,22:00,0,830
5012016,22:00,23:00,0,830
5012016,23:00,00:00,0,830
6012016,00:00,01:00,0,822
6012016,01:00,02:00,0,827
6012016,02:00,03:00,0,825
6012016,03:00,04:00,0,827
6012016,04:00,05:00,0,825
6012016,05:00,06:00,0,827
6012016,06:00,07:00,0,825
6012016,07:00,08:00,0,827
6012016,08:00,09:00,0,826
6012016,09:00,10:00,0,826
6012016,10:00,11:00,0,826
6012016,11:00,12:00,0,825
6012016,12:00,13:00,0,829
6012016,13:00,14:00,0,828
6012016,14:00,15:00,0,829
6012016,15:00,16:00,0,829
6012016,16:00,17:00,0,828
6012016,17:00,18:00,0,826
6012016,18:00,19:00,0,827
6012016,19:00,20:00,0,827
6012016,20:00,21:00,0,825
6012016,21:00,22:00,0,827
6012016,22:00,23:00,0,827
6012016,23:00,00:00,0,825
7012016,00:00,01:00,0,828
7012016,01:00,02:00,0,831
7012016,02:00,03:00,0,831
7012016,03:00,04:00,0,829
7012016,04:00,05:00,0,829
7012016,05:00,06:00,0,828
7012016,06:00,07:00,0,827
7012016,07:00,08:00,0,829
7012016,08:00,09:00,0,826
7012016,09:00,10:00,0,811
7012016,10:00,11:00,0,819
7012016,11:00,12:00,0,826
7012016,12:00,13:00,0,823
7012016,13:00,14:00,0,784
7012016,14:00,15:00,0,728
7012016,15:00,16:00,0,603
7012016,16:00,17:00,0,604
7012016,17:00,18:00,0,601
7012016,18:00,19:00,0,601
7012016,19:00,20:00,0,604
7012016,20:00,21:00,0,642
7012016,21:00,22:00,0,600
7012016,22:00,23:00,0,599
7012016,23:00,00:00,0,599
8012016,00:00,01:00,0,601
8012016,01:00,02:00,0,600
8012016,02:00,03:00,0,603
8012016,03:00,04:00,0,602
8012016,04:00,05:00,0,602
8012016,05:00,06:00,0,608
8012016,06:00,07:00,0,742
