date,start,end,11WD8DRES5X----D
1012016,00:00,01:00,232
1012016,01:00,02:00,232
1012016,02:00,03:00,232
1012016,03:00,04:00,232
1012016,04:00,05:00,232
1012016,05:00,06:00,242
1012016,06:00,07:00,243
1012016,07:00,08:00,242
1012016,08:00,09:00,249
1012016,09:00,10:00,250
1012016,10:00,11:00,252
1012016,11:00,12:00,252
1012016,12:00,13:00,252
1012016,13:00,14:00,251
1012016,14:00,15:00,251
1012016,15:00,16:00,251
1012016,16:00,17:00,251
1012016,17:00,18:00,252
1012016,18:00,19:00,252
1012016,19:00,20:00,252
1012016,20:00,21:00,251
1012016,21:00,22:00,243
1012016,22:00,23:00,243
1012016,23:00,00:00,234
2012016,00:00,01:00,232
2012016,01:00,02:00,232
2012016,02:00,03:00,232
2012016,03:00,04:00,232
2012016,04:00,05:00,232
2012016,05:00,06:00,232
2012016,06:00,07:00,234
2012016,07:00,08:00,247
2012016,08:00,09:00,252
2012016,09:00,10:00,252
2012016,10:00,11:00,252
2012016,11:00,12:00,252
2012016,12:00,13:00,252
2012016,13:00,14:00,252
2012016,14:00,15:00,252
2012016,15:00,16:00,252
2012016,16:00,17:00,253
2012016,17:00,18:00,254
2012016,18:00,19:00,254
2012016,19:00,20:00,253
2012016,20:00,21:00,252
2012016,21:00,22:00,252
2012016,22:00,23:00,251
2012016,23:00,00:00,245
3012016,00:00,01:00,246
3012016,01:00,02:00,245
3012016,02:00,03:00,244
3012016,03:00,04:00,250
3012016,04:00,05:00,249
3012016,05:00,06:00,254
3012016,06:00,07:00,254
3012016,07:00,08:00,254
3012016,08:00,09:00,254
3012016,09:00,10:00,254
3012016,10:00,11:00,254
3012016,11:00,12:00,254
3012016,12:00,13:00,254
3012016,13:00,14:00,254
3012016,14:00,15:00,254
3012016,15:00,16:00,254
3012016,16:00,17:00,254
3012016,17:00,18:00,254
3012016,18:00,19:00,254
3012016,19:00,20:00,253
3012016,20:00,21:00,253
3012016,21:00,22:00,253
3012016,22:00,23:00,253
3012016,23:00,00:00,252
4012016,00:00,01:00,243
4012016,01:00,02:00,243
4012016,02:00,03:00,243
4012016,03:00,04:00,244
4012016,04:00,05:00,251
4012016,05:00,06:00,251
4012016,06:00,07:00,250
4012016,07:00,08:00,249
4012016,08:00,09:00,250
4012016,09:00,10:00,250
4012016,10:00,11:00,250
4012016,11:00,12:00,250
