Timestamp,11WD2S2610001015,11WD2S262000102W,11WD2S260000100F
2018-01-05 16:00:00,99,0,38
2018-01-05 17:00:00,97,0,38
2018-01-05 18:00:00,96,0,37
2018-01-05 19:00:00,67,0,32
2018-01-05 20:00:00,72,0,31
2018-01-05 21:00:00,72,0,30
2018-01-05 22:00:00,67,0,29
2018-01-05 23:00:00,71,0,30
2018-01-06 00:00:00,99,0,36
2018-01-06 01:00:00,96,0,35
2018-01-06 02:00:00,96,0,35
2018-01-06 03:00:00,94,0,35
2018-01-06 04:00:00,101,0,37
2018-01-06 05:00:00,109,0,46
2018-01-06 06:00:00,104,0,49
2018-01-06 07:00:00,112,0,51
2018-01-06 08:00:00,111,0,52
2018-01-06 09:00:00,106,0,52
2018-01-06 10:00:00,111,0,55
2018-01-06 11:00:00,110,0,51
2018-01-06 12:00:00,110,0,45
2018-01-06 13:00:00,105,0,37
2018-01-06 14:00:00,96,0,35
2018-01-06 15:00:00,103,0,34
2018-01-06 16:00:00,101,0,34
2018-01-06 17:00:00,107,0,26
2018-01-06 18:00:00,97,0,22
2018-01-06 19:00:00,97,0,22
2018-01-06 20:00:00,90,0,21
2018-01-06 21:00:00,93,0,23
2018-01-06 22:00:00,94,0,26
2018-01-06 23:00:00,96,0,26
2018-01-07 00:00:00,78,0,26
2018-01-07 01:00:00,68,0,26
2018-01-07 02:00:00,66,0,25
2018-01-07 03:00:00,68,0,25
2018-01-07 04:00:00,76,0,26
2018-01-07 05:00:00,71,0,26
2018-01-07 06:00:00,68,0,25
2018-01-07 07:00:00,72,0,24
2018-01-07 08:00:00,86,0,27
2018-01-07 09:00:00,107,0,30
2018-01-07 10:00:00,114,0,38
2018-01-07 11:00:00,114,0,46
2018-01-07 12:00:00,114,0,39
2018-01-07 13:00:00,114,0,41
2018-01-07 14:00:00,114,0,45
2018-01-07 15:00:00,114,0,38
2018-01-07 16:00:00,114,0,31
2018-01-07 17:00:00,114,0,28
2018-01-07 18:00:00,114,0,29
2018-01-07 19:00:00,114,0,41
2018-01-07 20:00:00,104,0,35
2018-01-07 21:00:00,100,0,37
2018-01-07 22:00:00,98,0,33
2018-01-07 23:00:00,94,0,34
2018-01-08 00:00:00,88,0,35
2018-01-08 01:00:00,88,0,35
2018-01-08 02:00:00,90,0,36
2018-01-08 03:00:00,93,0,39
2018-01-08 04:00:00,91,8,35
2018-01-08 05:00:00,71,58,56
2018-01-08 06:00:00,88,90,73
2018-01-08 07:00:00,103,106,92
2018-01-08 08:00:00,106,109,97
2018-01-08 09:00:00,106,109,93
2018-01-08 10:00:00,106,109,89
2018-01-08 11:00:00,106,107,81
2018-01-08 12:00:00,106,106,79
2018-01-08 13:00:00,105,107,79
2018-01-08 14:00:00,97,100,76
2018-01-08 15:00:00,106,109,79
2018-01-08 16:00:00,97,100,75
2018-01-08 17:00:00,103,106,77
2018-01-08 18:00:00,104,106,77
2018-01-08 19:00:00,101,104,76
2018-01-08 20:00:00,104,107,77
2018-01-08 21:00:00,89,92,73
2018-01-08 22:00:00,83,19,40
2018-01-08 23:00:00,83,0,27
2018-01-09 00:00:00,86,0,26
2018-01-09 01:00:00,86,0,26
2018-01-09 02:00:00,83,0,25
2018-01-09 03:00:00,68,0,24
2018-01-09 04:00:00,70,19,28
2018-01-09 05:00:00,77,78,69
2018-01-09 06:00:00,99,101,87
2018-01-09 07:00:00,105,107,96
2018-01-09 08:00:00,104,107,95
2018-01-09 09:00:00,104,107,94
2018-01-09 10:00:00,104,105,88
2018-01-09 11:00:00,99,103,79
2018-01-09 12:00:00,96,97,80
2018-01-09 13:00:00,96,97,80
2018-01-09 14:00:00,96,98,80
2018-01-09 15:00:00,96,97,80
2018-01-09 16:00:00,96,94,78
2018-01-09 17:00:00,104,106,85
2018-01-09 18:00:00,104,106,98
2018-01-09 19:00:00,103,105,99
2018-01-09 20:00:00,89,90,76
2018-01-09 21:00:00,68,69,70
2018-01-09 22:00:00,69,71,67
2018-01-09 23:00:00,63,64,63
2018-01-10 00:00:00,63,65,62
2018-01-10 01:00:00,63,65,62
2018-01-10 02:00:00,62,64,63
2018-01-10 03:00:00,62,63,62
2018-01-10 04:00:00,64,66,64
2018-01-10 05:00:00,89,91,75
2018-01-10 06:00:00,93,95,82
2018-01-10 07:00:00,99,102,89
2018-01-10 08:00:00,103,106,94
2018-01-10 09:00:00,104,106,86
2018-01-10 10:00:00,104,104,83
2018-01-10 11:00:00,102,101,81
2018-01-10 12:00:00,91,91,71
2018-01-10 13:00:00,94,95,70
2018-01-10 14:00:00,94,95,75
2018-01-10 15:00:00,93,96,91
2018-01-10 16:00:00,103,105,100
2018-01-10 17:00:00,103,105,99
2018-01-10 18:00:00,103,106,97
2018-01-10 19:00:00,103,105,95
2018-01-10 20:00:00,97,99,84
2018-01-10 21:00:00,91,93,71
2018-01-10 22:00:00,92,93,69
2018-01-10 23:00:00,67,69,62
2018-01-11 00:00:00,60,62,61
2018-01-11 01:00:00,57,59,59
2018-01-11 02:00:00,57,59,57
2018-01-11 03:00:00,57,59,60
2018-01-11 04:00:00,83,85,66
2018-01-11 05:00:00,90,92,77
2018-01-11 06:00:00,93,95,81
2018-01-11 07:00:00,107,109,99
2018-01-11 08:00:00,107,109,101
2018-01-11 09:00:00,107,110,100
2018-01-11 10:00:00,107,110,98
2018-01-11 11:00:00,107,110,95
2018-01-11 12:00:00,107,109,94
2018-01-11 13:00:00,110,110,97
2018-01-11 14:00:00,111,114,101
2018-01-11 15:00:00,107,110,99
2018-01-11 16:00:00,107,110,100
2018-01-11 17:00:00,112,115,105
2018-01-11 18:00:00,113,116,103
2018-01-11 19:00:00,110,110,94
2018-01-11 20:00:00,93,96,85
2018-01-11 21:00:00,91,93,83
2018-01-11 22:00:00,92,94,72
2018-01-11 23:00:00,92,94,70
2018-01-12 00:00:00,91,93,70
2018-01-12 01:00:00,92,94,70
2018-01-12 02:00:00,92,94,70
2018-01-12 03:00:00,87,89,70
2018-01-12 04:00:00,93,95,72
2018-01-12 05:00:00,93,96,82
2018-01-12 06:00:00,94,96,75
2018-01-12 07:00:00,97,98,90
2018-01-12 08:00:00,112,115,103
2018-01-12 09:00:00,114,117,102
2018-01-12 10:00:00,113,117,103
2018-01-12 11:00:00,114,117,102
2018-01-12 12:00:00,112,114,85
2018-01-12 13:00:00,112,114,80
2018-01-12 14:00:00,112,114,80
2018-01-12 15:00:00,112,114,80
2018-01-12 16:00:00,112,114,80
2018-01-12 17:00:00,114,117,79
2018-01-12 18:00:00,107,109,79
2018-01-12 19:00:00,103,105,84
2018-01-12 20:00:00,101,103,77
2018-01-12 21:00:00,94,96,73
2018-01-12 22:00:00,94,96,70
2018-01-12 23:00:00,94,96,70
2018-01-13 00:00:00,94,96,71
2018-01-13 01:00:00,94,96,71
2018-01-13 02:00:00,94,96,72
2018-01-13 03:00:00,94,96,72
2018-01-13 04:00:00,94,96,71
2018-01-13 05:00:00,94,96,72
2018-01-13 06:00:00,110,113,76
2018-01-13 07:00:00,111,113,77
2018-01-13 08:00:00,110,113,85
2018-01-13 09:00:00,110,112,94
2018-01-13 10:00:00,106,109,96
2018-01-13 11:00:00,106,109,95
2018-01-13 12:00:00,106,109,92
2018-01-13 13:00:00,106,109,93
2018-01-13 14:00:00,106,109,92
2018-01-13 15:00:00,106,109,94
2018-01-13 16:00:00,106,109,94
2018-01-13 17:00:00,106,109,94
2018-01-13 18:00:00,106,109,94
2018-01-13 19:00:00,106,109,91
2018-01-13 20:00:00,101,103,84
2018-01-13 21:00:00,97,99,79
2018-01-13 22:00:00,93,96,79
2018-01-13 23:00:00,92,94,70
2018-01-14 00:00:00,92,94,69
2018-01-14 01:00:00,85,87,67
2018-01-14 02:00:00,83,85,66
2018-01-14 03:00:00,83,86,66
2018-01-14 04:00:00,83,85,66
2018-01-14 05:00:00,93,95,75
2018-01-14 06:00:00,93,95,77
2018-01-14 07:00:00,93,95,77
2018-01-14 08:00:00,97,100,84
2018-01-14 09:00:00,107,110,93
2018-01-14 10:00:00,107,110,95
2018-01-14 11:00:00,101,104,94
2018-01-14 12:00:00,101,104,81
2018-01-14 13:00:00,104,107,83
2018-01-14 14:00:00,108,112,95
2018-01-14 15:00:00,111,115,100
2018-01-14 16:00:00,112,117,101
2018-01-14 17:00:00,112,117,100
2018-01-14 18:00:00,113,117,95
2018-01-14 19:00:00,110,113,85
2018-01-14 20:00:00,106,109,80
2018-01-14 21:00:00,94,97,85
2018-01-14 22:00:00,94,96,79
2018-01-14 23:00:00,87,89,66
2018-01-15 00:00:00,85,87,65
2018-01-15 01:00:00,84,85,66
2018-01-15 02:00:00,84,87,67
2018-01-15 03:00:00,89,91,68
2018-01-15 04:00:00,93,95,75
2018-01-15 05:00:00,92,94,76
2018-01-15 06:00:00,108,111,96
2018-01-15 07:00:00,113,117,110
2018-01-15 08:00:00,113,117,109
2018-01-15 09:00:00,113,117,108
2018-01-15 10:00:00,107,110,102
2018-01-15 11:00:00,106,109,93
2018-01-15 12:00:00,103,106,85
2018-01-15 13:00:00,98,100,72
2018-01-15 14:00:00,96,99,72
2018-01-15 15:00:00,93,95,73
2018-01-15 16:00:00,102,104,86
2018-01-15 17:00:00,102,104,95
2018-01-15 18:00:00,105,108,101
2018-01-15 19:00:00,99,101,96
2018-01-15 20:00:00,96,99,91
2018-01-15 21:00:00,94,96,83
2018-01-15 22:00:00,93,95,76
2018-01-15 23:00:00,76,79,63
2018-01-16 00:00:00,68,70,61
2018-01-16 01:00:00,68,70,61
2018-01-16 02:00:00,68,70,61
2018-01-16 03:00:00,69,71,62
2018-01-16 04:00:00,72,74,64
2018-01-16 05:00:00,84,85,70
2018-01-16 06:00:00,104,106,78
2018-01-16 07:00:00,109,112,83
2018-01-16 08:00:00,108,111,89
2018-01-16 09:00:00,98,100,77
2018-01-16 10:00:00,76,78,72
2018-01-16 11:00:00,103,105,81
2018-01-16 12:00:00,103,105,99
2018-01-16 13:00:00,103,106,103
2018-01-16 14:00:00,106,110,98
2018-01-16 15:00:00,104,107,101
2018-01-16 16:00:00,104,107,105
2018-01-16 17:00:00,107,110,105
2018-01-16 18:00:00,106,110,103
2018-01-16 19:00:00,106,110,106
2018-01-16 20:00:00,102,105,88
2018-01-16 21:00:00,88,90,75
2018-01-16 22:00:00,84,86,68
2018-01-16 23:00:00,80,82,59
2018-01-17 00:00:00,76,78,60
2018-01-17 01:00:00,76,78,64
2018-01-17 02:00:00,82,84,67
2018-01-17 03:00:00,80,77,66
2018-01-17 04:00:00,82,83,69
2018-01-17 05:00:00,91,93,71
2018-01-17 06:00:00,99,99,91
2018-01-17 07:00:00,103,106,100
2018-01-17 08:00:00,103,106,103
2018-01-17 09:00:00,103,106,99
2018-01-17 10:00:00,103,106,98
2018-01-17 11:00:00,103,106,98
2018-01-17 12:00:00,103,106,97
2018-01-17 13:00:00,104,103,104
2018-01-17 14:00:00,111,115,104
2018-01-17 15:00:00,110,113,111
2018-01-17 16:00:00,107,110,110
2018-01-17 17:00:00,110,114,111
2018-01-17 18:00:00,109,112,109
2018-01-17 19:00:00,111,115,108
2018-01-17 20:00:00,104,107,92
2018-01-17 21:00:00,102,105,61
2018-01-17 22:00:00,98,100,65
2018-01-17 23:00:00,85,87,68
2018-01-18 00:00:00,75,77,66
2018-01-18 01:00:00,77,74,66
2018-01-18 02:00:00,77,78,66
2018-01-18 03:00:00,80,82,67
2018-01-18 04:00:00,85,78,69
2018-01-18 05:00:00,87,79,72
2018-01-18 06:00:00,88,86,70
2018-01-18 07:00:00,99,100,78
2018-01-18 08:00:00,103,105,86
2018-01-18 09:00:00,103,105,87
2018-01-18 10:00:00,103,106,86
2018-01-18 11:00:00,95,98,80
2018-01-18 12:00:00,97,99,82
2018-01-18 13:00:00,101,103,84
2018-01-18 14:00:00,103,105,77
2018-01-18 15:00:00,98,100,72
2018-01-18 16:00:00,104,106,75
2018-01-18 17:00:00,105,107,77
2018-01-18 18:00:00,101,104,75
2018-01-18 19:00:00,95,97,73
2018-01-18 20:00:00,90,93,69
2018-01-18 21:00:00,91,93,67
2018-01-18 22:00:00,76,79,62
2018-01-18 23:00:00,70,73,60
2018-01-19 00:00:00,73,75,63
2018-01-19 01:00:00,69,71,62
2018-01-19 02:00:00,66,68,59
2018-01-19 03:00:00,66,68,60
2018-01-19 04:00:00,72,75,62
2018-01-19 05:00:00,95,97,74
2018-01-19 06:00:00,93,95,78
2018-01-19 07:00:00,100,102,87
2018-01-19 08:00:00,101,104,93
2018-01-19 09:00:00,101,104,91
2018-01-19 10:00:00,102,105,84
2018-01-19 11:00:00,102,105,82
2018-01-19 12:00:00,99,102,78
2018-01-19 13:00:00,85,88,69
2018-01-19 14:00:00,78,81,64
2018-01-19 15:00:00,97,100,68
2018-01-19 16:00:00,95,98,70
2018-01-19 17:00:00,111,115,92
2018-01-19 18:00:00,112,116,91
2018-01-19 19:00:00,105,107,88
2018-01-19 20:00:00,100,104,85
2018-01-19 21:00:00,102,105,80
2018-01-19 22:00:00,88,90,69
2018-01-19 23:00:00,68,71,65
2018-01-20 00:00:00,69,72,62
2018-01-20 01:00:00,69,71,61
2018-01-20 02:00:00,68,66,58
2018-01-20 03:00:00,70,68,58
2018-01-20 04:00:00,70,72,59
2018-01-20 05:00:00,75,77,53
2018-01-20 06:00:00,79,82,49
2018-01-20 07:00:00,83,85,49
2018-01-20 08:00:00,96,99,60
2018-01-20 09:00:00,100,104,75
2018-01-20 10:00:00,102,106,82
2018-01-20 11:00:00,103,106,78
2018-01-20 12:00:00,102,105,84
2018-01-20 13:00:00,102,106,87
2018-01-20 14:00:00,102,106,90
2018-01-20 15:00:00,102,106,90
2018-01-20 16:00:00,106,110,93
2018-01-20 17:00:00,111,115,99
2018-01-20 18:00:00,110,114,99
2018-01-20 19:00:00,110,114,106
2018-01-20 20:00:00,109,105,92
2018-01-20 21:00:00,96,99,78
2018-01-20 22:00:00,89,92,74
2018-01-20 23:00:00,68,71,61
2018-01-21 00:00:00,70,72,61
2018-01-21 01:00:00,67,69,61
2018-01-21 02:00:00,68,70,62
2018-01-21 03:00:00,67,70,63
2018-01-21 04:00:00,75,77,64
2018-01-21 05:00:00,89,92,62
2018-01-21 06:00:00,89,92,58
2018-01-21 07:00:00,96,99,75
2018-01-21 08:00:00,99,102,86
2018-01-21 09:00:00,92,95,89
2018-01-21 10:00:00,110,113,100
2018-01-21 11:00:00,110,114,103
2018-01-21 12:00:00,110,114,104
2018-01-21 13:00:00,110,113,104
2018-01-21 14:00:00,110,114,108
2018-01-21 15:00:00,110,114,108
2018-01-21 16:00:00,110,113,107
2018-01-21 17:00:00,110,113,103
2018-01-21 18:00:00,108,112,105
2018-01-21 19:00:00,108,112,104
2018-01-21 20:00:00,105,108,96
2018-01-21 21:00:00,101,104,93
2018-01-21 22:00:00,101,105,90
2018-01-21 23:00:00,92,95,75
2018-01-22 00:00:00,78,81,64
2018-01-22 01:00:00,69,71,60
2018-01-22 02:00:00,69,71,59
2018-01-22 03:00:00,67,70,59
2018-01-22 04:00:00,91,94,71
2018-01-22 05:00:00,105,108,88
2018-01-22 06:00:00,112,116,95
2018-01-22 07:00:00,113,117,106
2018-01-22 08:00:00,105,108,97
2018-01-22 09:00:00,105,108,94
2018-01-22 10:00:00,106,109,92
2018-01-22 11:00:00,106,109,88
2018-01-22 12:00:00,110,113,78
2018-01-22 13:00:00,108,110,79
2018-01-22 14:00:00,105,107,78
2018-01-22 15:00:00,108,110,91
2018-01-22 16:00:00,102,105,94
2018-01-22 17:00:00,102,104,93
2018-01-22 18:00:00,103,105,91
2018-01-22 19:00:00,105,107,89
2018-01-22 20:00:00,102,105,85
2018-01-22 21:00:00,91,94,72
2018-01-22 22:00:00,89,92,71
2018-01-22 23:00:00,67,69,65
2018-01-23 00:00:00,66,69,65
2018-01-23 01:00:00,67,69,65
2018-01-23 02:00:00,66,69,65
2018-01-23 03:00:00,67,70,65
2018-01-23 04:00:00,93,96,73
2018-01-23 05:00:00,100,102,75
2018-01-23 06:00:00,104,107,89
2018-01-23 07:00:00,108,111,107
2018-01-23 08:00:00,108,111,102
2018-01-23 09:00:00,107,110,100
2018-01-23 10:00:00,108,111,100
2018-01-23 11:00:00,103,106,91
2018-01-23 12:00:00,103,106,98
2018-01-23 13:00:00,101,104,91
2018-01-23 14:00:00,101,104,91
2018-01-23 15:00:00,109,112,94
2018-01-23 16:00:00,110,113,96
2018-01-23 17:00:00,110,113,95
2018-01-23 18:00:00,109,112,90
2018-01-23 19:00:00,97,100,87
2018-01-23 20:00:00,98,101,83
2018-01-23 21:00:00,98,96,70
2018-01-23 22:00:00,85,85,68
2018-01-23 23:00:00,69,71,64
2018-01-24 00:00:00,67,69,64
2018-01-24 01:00:00,70,73,64
2018-01-24 02:00:00,70,73,64
2018-01-24 03:00:00,67,68,63
2018-01-24 04:00:00,70,73,66
2018-01-24 05:00:00,86,89,67
2018-01-24 06:00:00,93,93,67
2018-01-24 07:00:00,105,108,71
2018-01-24 08:00:00,107,110,79
2018-01-24 09:00:00,101,104,67
2018-01-24 10:00:00,95,97,72
2018-01-24 11:00:00,94,96,75
2018-01-24 12:00:00,97,100,77
2018-01-24 13:00:00,89,92,76
2018-01-24 14:00:00,88,90,75
2018-01-24 15:00:00,86,88,75
2018-01-24 16:00:00,87,89,77
2018-01-24 17:00:00,97,103,91
2018-01-24 18:00:00,96,104,86
2018-01-24 19:00:00,94,100,71
2018-01-24 20:00:00,82,84,55
2018-01-24 21:00:00,68,71,45
2018-01-24 22:00:00,62,65,43
2018-01-24 23:00:00,60,62,58
2018-01-25 00:00:00,60,60,60
2018-01-25 01:00:00,60,60,62
2018-01-25 02:00:00,60,60,60
2018-01-25 03:00:00,60,60,61
2018-01-25 04:00:00,60,60,62
2018-01-25 05:00:00,74,76,54
2018-01-25 06:00:00,96,98,72
2018-01-25 07:00:00,98,100,86
2018-01-25 08:00:00,101,104,95
2018-01-25 09:00:00,101,104,90
2018-01-25 10:00:00,100,102,84
2018-01-25 11:00:00,99,101,81
2018-01-25 12:00:00,96,98,77
2018-01-25 13:00:00,93,96,76
2018-01-25 14:00:00,95,96,77
2018-01-25 15:00:00,96,98,84
2018-01-25 16:00:00,99,102,93
2018-01-25 17:00:00,108,112,101
2018-01-25 18:00:00,109,113,108
2018-01-25 19:00:00,105,108,100
2018-01-25 20:00:00,95,98,87
2018-01-25 21:00:00,94,97,77
2018-01-25 22:00:00,78,81,71
2018-01-25 23:00:00,62,65,63
2018-01-26 00:00:00,62,64,61
2018-01-26 01:00:00,62,65,63
2018-01-26 02:00:00,64,64,64
2018-01-26 03:00:00,72,74,66
2018-01-26 04:00:00,83,86,70
2018-01-26 05:00:00,95,98,82
2018-01-26 06:00:00,101,104,92
2018-01-26 07:00:00,112,116,107
2018-01-26 08:00:00,112,116,113
2018-01-26 09:00:00,112,116,112
2018-01-26 10:00:00,112,116,107
2018-01-26 11:00:00,111,115,99
2018-01-26 12:00:00,101,103,81
2018-01-26 13:00:00,99,101,78
2018-01-26 14:00:00,99,102,78
2018-01-26 15:00:00,100,103,83
2018-01-26 16:00:00,100,103,92
2018-01-26 17:00:00,111,114,104
2018-01-26 18:00:00,111,115,114
2018-01-26 19:00:00,111,116,115
2018-01-26 20:00:00,106,109,110
2018-01-26 21:00:00,101,104,96
2018-01-26 22:00:00,95,98,82
2018-01-26 23:00:00,87,90,69
2018-01-27 00:00:00,72,74,59
2018-01-27 01:00:00,66,64,56
2018-01-27 02:00:00,67,64,56
2018-01-27 03:00:00,68,65,57
2018-01-27 04:00:00,67,64,58
2018-01-27 05:00:00,66,64,60
2018-01-27 06:00:00,67,65,64
2018-01-27 07:00:00,67,64,63
2018-01-27 08:00:00,75,77,66
2018-01-27 09:00:00,96,99,71
2018-01-27 10:00:00,96,99,72
2018-01-27 11:00:00,97,100,73
2018-01-27 12:00:00,96,99,75
2018-01-27 13:00:00,96,99,76
2018-01-27 14:00:00,87,89,74
2018-01-27 15:00:00,92,94,75
2018-01-27 16:00:00,98,101,77
2018-01-27 17:00:00,98,101,88
2018-01-27 18:00:00,94,97,83
2018-01-27 19:00:00,86,91,74
2018-01-27 20:00:00,13,89,27
2018-01-27 21:00:00,0,89,0
2018-01-27 22:00:00,0,89,0
2018-01-27 23:00:00,0,69,0
2018-01-28 00:00:00,0,58,0
2018-01-28 01:00:00,0,59,0
2018-01-28 02:00:00,0,58,0
2018-01-28 03:00:00,0,59,0
2018-01-28 04:00:00,0,60,0
2018-01-28 05:00:00,0,58,0
2018-01-28 06:00:00,0,54,0
2018-01-28 07:00:00,0,56,0
2018-01-28 08:00:00,0,86,0
2018-01-28 09:00:00,0,72,0
2018-01-28 10:00:00,0,49,0
2018-01-28 11:00:00,0,65,0
2018-01-28 12:00:00,0,73,0
2018-01-28 13:00:00,0,78,0
2018-01-28 14:00:00,0,80,0
2018-01-28 15:00:00,0,77,0
2018-01-28 16:00:00,0,75,0
2018-01-28 17:00:00,0,76,0
2018-01-28 18:00:00,0,82,0
2018-01-28 19:00:00,0,77,0
2018-01-28 20:00:00,0,73,0
2018-01-28 21:00:00,0,69,0
2018-01-28 22:00:00,0,70,0
2018-01-28 23:00:00,0,59,0
2018-01-29 00:00:00,0,69,0
2018-01-29 01:00:00,0,70,1
2018-01-29 02:00:00,0,71,21
2018-01-29 03:00:00,0,73,26
2018-01-29 04:00:00,8,79,27
2018-01-29 05:00:00,45,82,48
2018-01-29 06:00:00,85,85,66
2018-01-29 07:00:00,99,93,71
2018-01-29 08:00:00,104,104,83
2018-01-29 09:00:00,92,93,76
2018-01-29 10:00:00,90,91,74
2018-01-29 11:00:00,89,90,75
2018-01-29 12:00:00,81,81,72
2018-01-29 13:00:00,77,78,71
2018-01-29 14:00:00,70,71,70
2018-01-29 15:00:00,68,69,70
2018-01-29 16:00:00,67,68,70
2018-01-29 17:00:00,82,83,74
2018-01-29 18:00:00,85,86,74
2018-01-29 19:00:00,75,76,72
2018-01-29 20:00:00,65,65,63
2018-01-29 21:00:00,68,2,33
2018-01-29 22:00:00,68,0,31
2018-01-29 23:00:00,69,0,32
2018-01-30 00:00:00,68,0,30
2018-01-30 01:00:00,69,0,29
2018-01-30 02:00:00,68,0,30
2018-01-30 03:00:00,69,0,32
2018-01-30 04:00:00,68,9,33
2018-01-30 05:00:00,78,77,63
2018-01-30 06:00:00,92,92,75
2018-01-30 07:00:00,100,100,92
2018-01-30 08:00:00,111,112,100
2018-01-30 09:00:00,112,113,98
2018-01-30 10:00:00,112,113,93
2018-01-30 11:00:00,112,114,91
2018-01-30 12:00:00,109,107,82
2018-01-30 13:00:00,112,114,83
2018-01-30 14:00:00,101,102,78
2018-01-30 15:00:00,109,110,79
2018-01-30 16:00:00,112,113,81
2018-01-30 17:00:00,112,113,82
2018-01-30 18:00:00,112,113,82
2018-01-30 19:00:00,111,112,82
2018-01-30 20:00:00,92,78,74
2018-01-30 21:00:00,85,83,71
2018-01-30 22:00:00,68,69,66
2018-01-30 23:00:00,68,69,65
2018-01-31 00:00:00,66,67,65
2018-01-31 01:00:00,67,68,66
2018-01-31 02:00:00,67,68,66
2018-01-31 03:00:00,65,66,65
2018-01-31 04:00:00,67,68,65
2018-01-31 05:00:00,76,77,68
2018-01-31 06:00:00,87,88,74
2018-01-31 07:00:00,110,111,81
2018-01-31 08:00:00,112,113,92
2018-01-31 09:00:00,112,113,88
2018-01-31 10:00:00,112,113,77
2018-01-31 11:00:00,109,112,76
2018-01-31 12:00:00,95,95,74
