date,start,end,11WD7HERN2S--4-X
1012017,00:00,01:00,188.0
1012017,01:00,02:00,208.0
1012017,02:00,03:00,165.0
1012017,03:00,04:00,178.0
1012017,04:00,05:00,211.0
1012017,05:00,06:00,236.0
1012017,06:00,07:00,218.0
1012017,07:00,08:00,241.0
1012017,08:00,09:00,249.0
1012017,09:00,10:00,240.0
1012017,10:00,11:00,239.0
1012017,11:00,12:00,264.0
1012017,12:00,13:00,280.0
1012017,13:00,14:00,262.0
1012017,14:00,15:00,289.0
1012017,15:00,16:00,360.0
1012017,16:00,17:00,352.0
1012017,17:00,18:00,361.0
1012017,18:00,19:00,361.0
1012017,19:00,20:00,362.0
1012017,20:00,21:00,367.0
1012017,21:00,22:00,366.0
1012017,22:00,23:00,364.0
1012017,23:00,00:00,265.0
2012017,00:00,01:00,204.0
2012017,01:00,02:00,182.0
2012017,02:00,03:00,208.0
2012017,03:00,04:00,229.0
2012017,04:00,05:00,234.0
2012017,05:00,06:00,247.0
2012017,06:00,07:00,298.0
2012017,07:00,08:00,334.0
2012017,08:00,09:00,346.0
2012017,09:00,10:00,346.0
2012017,10:00,11:00,347.0
2012017,11:00,12:00,355.0
2012017,12:00,13:00,355.0
2012017,13:00,14:00,358.0
2012017,14:00,15:00,356.0
2012017,15:00,16:00,355.0
2012017,16:00,17:00,355.0
2012017,17:00,18:00,356.0
2012017,18:00,19:00,355.0
2012017,19:00,20:00,356.0
2012017,20:00,21:00,349.0
2012017,21:00,22:00,272.0
2012017,22:00,23:00,230.0
2012017,23:00,00:00,228.0
3012017,00:00,01:00,184.0
3012017,01:00,02:00,181.0
3012017,02:00,03:00,181.0
3012017,03:00,04:00,181.0
3012017,04:00,05:00,200.0
3012017,05:00,06:00,233.0
3012017,06:00,07:00,294.0
3012017,07:00,08:00,260.0
3012017,08:00,09:00,263.0
3012017,09:00,10:00,331.0
3012017,10:00,11:00,270.0
3012017,11:00,12:00,265.0
3012017,12:00,13:00,254.0
3012017,13:00,14:00,246.0
3012017,14:00,15:00,240.0
3012017,15:00,16:00,256.0
3012017,16:00,17:00,336.0
3012017,17:00,18:00,343.0
3012017,18:00,19:00,342.0
3012017,19:00,20:00,339.0
3012017,20:00,21:00,260.0
3012017,21:00,22:00,244.0
3012017,22:00,23:00,191.0
3012017,23:00,00:00,167.0
4012017,00:00,01:00,160.0
4012017,01:00,02:00,161.0
4012017,02:00,03:00,181.0
