Timestamp,11WD8JAEN1L---AD,11WD8JAEN1L---BB,11WD8JAEN1L---C9,11WD8JAEN1L---D7,11WD8JAEN1L---E5,11WD8JAEN1L---F3
2016-01-01 00:00:00,488,202,467,493,198,466
2016-01-01 01:00:00,485,200,472,493,227,469
2016-01-01 02:00:00,459,201,448,472,373,464
2016-01-01 03:00:00,460,200,453,480,445,470
2016-01-01 04:00:00,454,200,465,493,459,470
2016-01-01 05:00:00,458,205,467,495,475,472
2016-01-01 06:00:00,459,205,452,473,473,463
2016-01-01 07:00:00,458,203,460,491,468,476
2016-01-01 08:00:00,458,206,435,471,470,448
2016-01-01 09:00:00,444,193,418,455,432,431
2016-01-01 10:00:00,439,183,437,456,417,450
2016-01-01 11:00:00,445,183,454,475,416,466
2016-01-01 12:00:00,466,195,466,486,447,473
2016-01-01 13:00:00,488,207,473,494,481,474
2016-01-01 14:00:00,492,208,473,496,481,476
2016-01-01 15:00:00,490,206,474,495,482,478
2016-01-01 16:00:00,490,205,474,495,478,477
2016-01-01 17:00:00,490,204,472,494,478,476
2016-01-01 18:00:00,491,205,475,496,479,476
2016-01-01 19:00:00,491,206,475,496,478,475
2016-01-01 20:00:00,492,206,472,496,479,475
2016-01-01 21:00:00,490,206,473,495,486,476
2016-01-01 22:00:00,491,206,474,496,482,476
2016-01-01 23:00:00,489,205,469,494,478,476
2016-01-02 00:00:00,487,205,450,473,470,464
2016-01-02 01:00:00,489,205,463,491,477,471
2016-01-02 02:00:00,454,206,370,445,459,386
2016-01-02 03:00:00,362,170,343,439,376,358
2016-01-02 04:00:00,316,150,327,424,329,347
2016-01-02 05:00:00,308,149,320,420,325,341
2016-01-02 06:00:00,308,155,321,421,322,338
2016-01-02 07:00:00,372,165,346,444,329,346
2016-01-02 08:00:00,381,163,344,447,341,346
2016-01-02 09:00:00,381,159,350,439,333,348
2016-01-02 10:00:00,381,154,350,439,336,348
2016-01-02 11:00:00,373,141,350,427,335,347
2016-01-02 12:00:00,367,135,350,420,342,347
2016-01-02 13:00:00,379,161,336,424,333,347
2016-01-02 14:00:00,381,163,332,425,338,348
2016-01-02 15:00:00,356,160,321,444,333,334
2016-01-02 16:00:00,374,161,328,449,336,195
2016-01-02 17:00:00,367,158,323,438,333,183
2016-01-02 18:00:00,365,157,320,435,334,183
2016-01-02 19:00:00,365,152,320,418,354,185
2016-01-02 20:00:00,366,153,319,416,356,185
2016-01-02 21:00:00,364,153,324,417,356,184
2016-01-02 22:00:00,359,162,332,419,360,183
2016-01-02 23:00:00,340,165,320,414,360,183
2016-01-03 00:00:00,356,145,316,415,343,187
2016-01-03 01:00:00,353,138,323,405,323,184
2016-01-03 02:00:00,337,138,316,400,309,184
2016-01-03 03:00:00,336,138,316,399,306,183
2016-01-03 04:00:00,341,138,317,401,305,185
2016-01-03 05:00:00,352,138,324,401,311,184
2016-01-03 06:00:00,340,148,328,400,297,185
2016-01-03 07:00:00,334,157,322,398,302,184
2016-01-03 08:00:00,332,159,321,415,301,184
2016-01-03 09:00:00,349,155,343,419,341,193
2016-01-03 10:00:00,351,154,350,420,350,200
2016-01-03 11:00:00,353,154,349,418,352,200
2016-01-03 12:00:00,352,153,349,418,351,201
2016-01-03 13:00:00,351,156,349,419,353,200
2016-01-03 14:00:00,353,165,350,419,352,190
2016-01-03 15:00:00,444,186,421,468,444,215
2016-01-03 16:00:00,453,193,440,472,474,212
2016-01-03 17:00:00,373,172,363,435,355,189
2016-01-03 18:00:00,351,175,349,434,289,192
2016-01-03 19:00:00,353,183,350,437,339,205
2016-01-03 20:00:00,450,183,410,441,454,207
2016-01-03 21:00:00,472,179,420,439,488,205
2016-01-03 22:00:00,497,198,442,488,488,228
2016-01-03 23:00:00,496,183,456,495,486,227
2016-01-04 00:00:00,479,196,444,490,479,202
2016-01-04 01:00:00,428,194,365,441,449,197
2016-01-04 02:00:00,345,193,325,430,363,190
2016-01-04 03:00:00,316,190,327,433,333,194
2016-01-04 04:00:00,322,187,325,430,330,187
2016-01-04 05:00:00,323,181,331,417,334,278
2016-01-04 06:00:00,358,268,343,421,381,344
2016-01-04 07:00:00,454,374,432,445,461,438
2016-01-04 08:00:00,416,421,425,434,468,447
2016-01-04 09:00:00,404,435,428,447,470,448
2016-01-04 10:00:00,402,437,431,447,468,450
2016-01-04 11:00:00,438,442,443,459,480,471
2016-01-04 12:00:00,410,434,370,389,459,384
2016-01-04 13:00:00,410,435,377,404,474,390
2016-01-04 14:00:00,434,431,426,439,474,445
2016-01-04 15:00:00,443,440,454,472,478,465
2016-01-04 16:00:00,447,439,448,467,483,461
2016-01-04 17:00:00,444,438,425,445,481,438
2016-01-04 18:00:00,451,440,455,467,483,463
2016-01-04 19:00:00,474,438,442,462,483,448
2016-01-04 20:00:00,487,434,430,453,478,443
2016-01-04 21:00:00,495,436,469,481,477,470
2016-01-04 22:00:00,492,437,476,481,473,473
2016-01-04 23:00:00,492,437,475,481,475,473
2016-01-05 00:00:00,493,437,470,480,473,470
2016-01-05 01:00:00,494,417,436,455,469,448
2016-01-05 02:00:00,418,409,396,446,442,378
2016-01-05 03:00:00,363,307,372,446,361,352
2016-01-05 04:00:00,460,374,428,452,441,434
2016-01-05 05:00:00,493,439,461,470,469,473
2016-01-05 06:00:00,428,429,393,442,436,381
2016-01-05 07:00:00,359,412,358,436,382,328
2016-01-05 08:00:00,342,405,358,435,378,329
2016-01-05 09:00:00,195,421,415,445,406,426
2016-01-05 10:00:00,156,430,436,446,404,446
2016-01-05 11:00:00,163,432,435,438,402,448
2016-01-05 12:00:00,174,434,432,438,403,447
2016-01-05 13:00:00,195,424,440,442,403,452
2016-01-05 14:00:00,187,421,453,452,404,471
2016-01-05 15:00:00,184,429,442,450,422,459
2016-01-05 16:00:00,223,431,451,470,471,469
2016-01-05 17:00:00,228,425,473,476,472,475
2016-01-05 18:00:00,232,426,479,480,475,475
2016-01-05 19:00:00,193,419,459,470,478,474
2016-01-05 20:00:00,194,345,375,431,369,371
