date,start,end,11WD8DRES5X----D
1012019,00:00,01:00,239
1012019,01:00,02:00,176
1012019,02:00,03:00,159
1012019,03:00,04:00,159
1012019,04:00,05:00,159
1012019,05:00,06:00,158
1012019,06:00,07:00,158
1012019,07:00,08:00,149
1012019,08:00,09:00,139
1012019,09:00,10:00,135
1012019,10:00,11:00,135
1012019,11:00,12:00,135
1012019,12:00,13:00,135
1012019,13:00,14:00,135
1012019,14:00,15:00,135
1012019,15:00,16:00,182
1012019,16:00,17:00,243
1012019,17:00,18:00,244
1012019,18:00,19:00,147
1012019,19:00,20:00,135
1012019,20:00,21:00,135
1012019,21:00,22:00,135
1012019,22:00,23:00,135
1012019,23:00,00:00,135
2012019,00:00,01:00,135
2012019,01:00,02:00,135
2012019,02:00,03:00,158
2012019,03:00,04:00,159
2012019,04:00,05:00,159
2012019,05:00,06:00,164
2012019,06:00,07:00,213
2012019,07:00,08:00,249
2012019,08:00,09:00,249
2012019,09:00,10:00,249
2012019,10:00,11:00,249
2012019,11:00,12:00,250
2012019,12:00,13:00,250
2012019,13:00,14:00,251
2012019,14:00,15:00,252
2012019,15:00,16:00,252
2012019,16:00,17:00,253
2012019,17:00,18:00,253
2012019,18:00,19:00,253
2012019,19:00,20:00,254
2012019,20:00,21:00,254
2012019,21:00,22:00,254
2012019,22:00,23:00,255
2012019,23:00,00:00,255
3012019,00:00,01:00,255
3012019,01:00,02:00,256
3012019,02:00,03:00,256
3012019,03:00,04:00,255
3012019,04:00,05:00,255
3012019,05:00,06:00,255
3012019,06:00,07:00,255
3012019,07:00,08:00,254
3012019,08:00,09:00,254
3012019,09:00,10:00,254
3012019,10:00,11:00,254
3012019,11:00,12:00,254
3012019,12:00,13:00,253
3012019,13:00,14:00,253
3012019,14:00,15:00,254
3012019,15:00,16:00,254
3012019,16:00,17:00,254
3012019,17:00,18:00,254
3012019,18:00,19:00,255
3012019,19:00,20:00,254
3012019,20:00,21:00,255
3012019,21:00,22:00,255
3012019,22:00,23:00,255
3012019,23:00,00:00,255
4012019,00:00,01:00,256
4012019,01:00,02:00,257
4012019,02:00,03:00,257
4012019,03:00,04:00,256
4012019,04:00,05:00,256
4012019,05:00,06:00,255
4012019,06:00,07:00,253
4012019,07:00,08:00,253
4012019,08:00,09:00,252
4012019,09:00,10:00,252
4012019,10:00,11:00,253
4012019,11:00,12:00,253
4012019,12:00,13:00,252
4012019,13:00,14:00,252
4012019,14:00,15:00,252
4012019,15:00,16:00,252
4012019,16:00,17:00,251
4012019,17:00,18:00,251
4012019,18:00,19:00,251
4012019,19:00,20:00,251
4012019,20:00,21:00,251
4012019,21:00,22:00,251
4012019,22:00,23:00,251
4012019,23:00,00:00,250
5012019,00:00,01:00,242
5012019,01:00,02:00,242
5012019,02:00,03:00,242
5012019,03:00,04:00,234
5012019,04:00,05:00,210
5012019,05:00,06:00,238
5012019,06:00,07:00,238
5012019,07:00,08:00,247
5012019,08:00,09:00,248
5012019,09:00,10:00,248
5012019,10:00,11:00,247
5012019,11:00,12:00,247
5012019,12:00,13:00,247
5012019,13:00,14:00,246
5012019,14:00,15:00,246
5012019,15:00,16:00,246
5012019,16:00,17:00,247
5012019,17:00,18:00,247
5012019,18:00,19:00,247
5012019,19:00,20:00,247
5012019,20:00,21:00,248
5012019,21:00,22:00,249
5012019,22:00,23:00,250
5012019,23:00,00:00,250
6012019,00:00,01:00,251
6012019,01:00,02:00,252
6012019,02:00,03:00,252
6012019,03:00,04:00,252
6012019,04:00,05:00,252
6012019,05:00,06:00,252
6012019,06:00,07:00,253
6012019,07:00,08:00,253
6012019,08:00,09:00,253
6012019,09:00,10:00,253
6012019,10:00,11:00,253
6012019,11:00,12:00,253
6012019,12:00,13:00,254
6012019,13:00,14:00,253
6012019,14:00,15:00,253
6012019,15:00,16:00,253
6012019,16:00,17:00,253
6012019,17:00,18:00,253
6012019,18:00,19:00,252
6012019,19:00,20:00,252
6012019,20:00,21:00,253
6012019,21:00,22:00,253
6012019,22:00,23:00,253
6012019,23:00,00:00,252
7012019,00:00,01:00,253
7012019,01:00,02:00,253
7012019,02:00,03:00,252
7012019,03:00,04:00,252
7012019,04:00,05:00,252
7012019,05:00,06:00,253
7012019,06:00,07:00,253
7012019,07:00,08:00,253
7012019,08:00,09:00,253
7012019,09:00,10:00,252
7012019,10:00,11:00,252
7012019,11:00,12:00,252
7012019,12:00,13:00,251
7012019,13:00,14:00,249
7012019,14:00,15:00,249
7012019,15:00,16:00,249
7012019,16:00,17:00,249
7012019,17:00,18:00,249
7012019,18:00,19:00,250
7012019,19:00,20:00,250
7012019,20:00,21:00,249
7012019,21:00,22:00,249
7012019,22:00,23:00,248
7012019,23:00,00:00,247
8012019,00:00,01:00,217
8012019,01:00,02:00,237
8012019,02:00,03:00,209
8012019,03:00,04:00,209
8012019,04:00,05:00,209
8012019,05:00,06:00,213
8012019,06:00,07:00,245
8012019,07:00,08:00,246
8012019,08:00,09:00,245
8012019,09:00,10:00,245
8012019,10:00,11:00,245
8012019,11:00,12:00,245
8012019,12:00,13:00,244
8012019,13:00,14:00,244
8012019,14:00,15:00,245
8012019,15:00,16:00,244
8012019,16:00,17:00,244
8012019,17:00,18:00,244
8012019,18:00,19:00,245
8012019,19:00,20:00,246
8012019,20:00,21:00,246
8012019,21:00,22:00,247
8012019,22:00,23:00,247
8012019,23:00,00:00,247
9012019,00:00,01:00,217
9012019,01:00,02:00,209
9012019,02:00,03:00,209
9012019,03:00,04:00,209
9012019,04:00,05:00,217
9012019,05:00,06:00,243
9012019,06:00,07:00,247
9012019,07:00,08:00,247
9012019,08:00,09:00,247
9012019,09:00,10:00,246
9012019,10:00,11:00,246
9012019,11:00,12:00,246
9012019,12:00,13:00,246
9012019,13:00,14:00,246
9012019,14:00,15:00,246
9012019,15:00,16:00,247
9012019,16:00,17:00,247
9012019,17:00,18:00,247
9012019,18:00,19:00,247
9012019,19:00,20:00,247
9012019,20:00,21:00,247
9012019,21:00,22:00,248
9012019,22:00,23:00,249
9012019,23:00,00:00,248
10012019,00:00,01:00,249
10012019,01:00,02:00,249
10012019,02:00,03:00,248
10012019,03:00,04:00,249
10012019,04:00,05:00,250
10012019,05:00,06:00,250
10012019,06:00,07:00,250
10012019,07:00,08:00,249
10012019,08:00,09:00,250
10012019,09:00,10:00,250
10012019,10:00,11:00,250
10012019,11:00,12:00,250
10012019,12:00,13:00,251
10012019,13:00,14:00,251
10012019,14:00,15:00,251
10012019,15:00,16:00,251
10012019,16:00,17:00,251
10012019,17:00,18:00,251
10012019,18:00,19:00,252
10012019,19:00,20:00,252
10012019,20:00,21:00,252
10012019,21:00,22:00,252
10012019,22:00,23:00,253
10012019,23:00,00:00,252
11012019,00:00,01:00,253
11012019,01:00,02:00,252
11012019,02:00,03:00,252
11012019,03:00,04:00,252
11012019,04:00,05:00,253
11012019,05:00,06:00,253
11012019,06:00,07:00,252
11012019,07:00,08:00,252
11012019,08:00,09:00,252
11012019,09:00,10:00,252
11012019,10:00,11:00,251
11012019,11:00,12:00,251
11012019,12:00,13:00,250
11012019,13:00,14:00,249
11012019,14:00,15:00,249
11012019,15:00,16:00,249
11012019,16:00,17:00,249
11012019,17:00,18:00,249
11012019,18:00,19:00,248
11012019,19:00,20:00,248
11012019,20:00,21:00,248
11012019,21:00,22:00,248
11012019,22:00,23:00,248
11012019,23:00,00:00,247
12012019,00:00,01:00,247
12012019,01:00,02:00,247
12012019,02:00,03:00,247
12012019,03:00,04:00,247
12012019,04:00,05:00,247
12012019,05:00,06:00,248
12012019,06:00,07:00,249
12012019,07:00,08:00,248
12012019,08:00,09:00,249
12012019,09:00,10:00,249
12012019,10:00,11:00,248
12012019,11:00,12:00,247
12012019,12:00,13:00,247
12012019,13:00,14:00,247
12012019,14:00,15:00,247
12012019,15:00,16:00,247
12012019,16:00,17:00,247
12012019,17:00,18:00,247
12012019,18:00,19:00,247
12012019,19:00,20:00,247
