date,start,end,11WD7HUCK2G--A-C,11WD7HUCK2G--B-9
8012016,21:00,22:00,0.0,238.0
8012016,22:00,23:00,0.0,239.0
8012016,23:00,00:00,0.0,248.0
9012016,00:00,01:00,0.0,240.0
9012016,01:00,02:00,0.0,228.0
9012016,02:00,03:00,0.0,237.0
9012016,03:00,04:00,0.0,222.0
9012016,04:00,05:00,0.0,211.0
9012016,05:00,06:00,0.0,213.0
9012016,06:00,07:00,0.0,215.0
9012016,07:00,08:00,0.0,229.0
9012016,08:00,09:00,0.0,244.0
9012016,09:00,10:00,0.0,244.0
9012016,10:00,11:00,0.0,239.0
9012016,11:00,12:00,0.0,235.0
9012016,12:00,13:00,0.0,210.0
9012016,13:00,14:00,0.0,234.0
9012016,14:00,15:00,0.0,214.0
9012016,15:00,16:00,0.0,203.0
9012016,16:00,17:00,0.0,215.0
9012016,17:00,18:00,0.0,213.0
9012016,18:00,19:00,0.0,215.0
9012016,19:00,20:00,0.0,232.0
9012016,20:00,21:00,0.0,241.0
9012016,21:00,22:00,0.0,225.0
9012016,22:00,23:00,0.0,237.0
9012016,23:00,00:00,0.0,238.0
10012016,00:00,01:00,0.0,234.0
10012016,01:00,02:00,0.0,233.0
10012016,02:00,03:00,0.0,222.0
10012016,03:00,04:00,0.0,212.0
10012016,04:00,05:00,0.0,214.0
10012016,05:00,06:00,0.0,223.0
10012016,06:00,07:00,0.0,235.0
10012016,07:00,08:00,0.0,248.0
10012016,08:00,09:00,0.0,250.0
10012016,09:00,10:00,0.0,242.0
10012016,10:00,11:00,0.0,236.0
10012016,11:00,12:00,0.0,232.0
10012016,12:00,13:00,0.0,219.0
10012016,13:00,14:00,0.0,221.0
10012016,14:00,15:00,0.0,218.0
10012016,15:00,16:00,0.0,207.0
10012016,16:00,17:00,0.0,219.0
10012016,17:00,18:00,0.0,228.0
10012016,18:00,19:00,0.0,230.0
10012016,19:00,20:00,0.0,238.0
10012016,20:00,21:00,0.0,233.0
10012016,21:00,22:00,0.0,235.0
10012016,22:00,23:00,0.0,246.0
10012016,23:00,00:00,0.0,245.0
11012016,00:00,01:00,0.0,235.0
11012016,01:00,02:00,0.0,219.0
11012016,02:00,03:00,0.0,224.0
11012016,03:00,04:00,0.0,227.0
11012016,04:00,05:00,0.0,237.0
11012016,05:00,06:00,0.0,247.0
11012016,06:00,07:00,0.0,245.0
11012016,07:00,08:00,0.0,251.0
11012016,08:00,09:00,0.0,254.0
11012016,09:00,10:00,0.0,242.0
11012016,10:00,11:00,0.0,239.0
11012016,11:00,12:00,0.0,232.0
11012016,12:00,13:00,0.0,211.0
11012016,13:00,14:00,0.0,235.0
11012016,14:00,15:00,0.0,232.0
11012016,15:00,16:00,0.0,229.0
11012016,16:00,17:00,0.0,245.0
11012016,17:00,18:00,0.0,257.0
11012016,18:00,19:00,0.0,251.0
11012016,19:00,20:00,0.0,259.0
11012016,20:00,21:00,0.0,250.0
11012016,21:00,22:00,0.0,238.0
11012016,22:00,23:00,0.0,233.0
11012016,23:00,00:00,0.0,220.0
12012016,00:00,01:00,0.0,209.0
12012016,01:00,02:00,0.0,225.0
12012016,02:00,03:00,0.0,233.0
12012016,03:00,04:00,0.0,234.0
12012016,04:00,05:00,0.0,248.0
12012016,05:00,06:00,0.0,248.0
12012016,06:00,07:00,0.0,242.0
12012016,07:00,08:00,0.0,239.0
12012016,08:00,09:00,0.0,234.0
12012016,09:00,10:00,0.0,225.0
12012016,10:00,11:00,0.0,234.0
12012016,11:00,12:00,0.0,239.0
12012016,12:00,13:00,0.0,231.0
12012016,13:00,14:00,0.0,237.0
12012016,14:00,15:00,0.0,245.0
12012016,15:00,16:00,0.0,251.0
12012016,16:00,17:00,0.0,253.0
12012016,17:00,18:00,0.0,255.0
12012016,18:00,19:00,0.0,242.0
12012016,19:00,20:00,0.0,242.0
12012016,20:00,21:00,0.0,236.0
12012016,21:00,22:00,0.0,222.0
12012016,22:00,23:00,0.0,223.0
12012016,23:00,00:00,0.0,225.0
13012016,00:00,01:00,0.0,231.0
13012016,01:00,02:00,0.0,234.0
13012016,02:00,03:00,0.0,240.0
13012016,03:00,04:00,0.0,240.0
13012016,04:00,05:00,0.0,244.0
13012016,05:00,06:00,0.0,254.0
13012016,06:00,07:00,0.0,256.0
13012016,07:00,08:00,0.0,258.0
13012016,08:00,09:00,0.0,247.0
13012016,09:00,10:00,0.0,230.0
13012016,10:00,11:00,0.0,235.0
13012016,11:00,12:00,0.0,227.0
13012016,12:00,13:00,0.0,223.0
13012016,13:00,14:00,0.0,219.0
13012016,14:00,15:00,0.0,239.0
13012016,15:00,16:00,0.0,238.0
13012016,16:00,17:00,0.0,244.0
13012016,17:00,18:00,0.0,236.0
13012016,18:00,19:00,0.0,223.0
13012016,19:00,20:00,0.0,217.0
13012016,20:00,21:00,0.0,210.0
13012016,21:00,22:00,0.0,205.0
13012016,22:00,23:00,0.0,223.0
13012016,23:00,00:00,0.0,222.0
14012016,00:00,01:00,0.0,215.0
14012016,01:00,02:00,0.0,237.0
14012016,02:00,03:00,0.0,237.0
14012016,03:00,04:00,0.0,223.0
14012016,04:00,05:00,0.0,235.0
14012016,05:00,06:00,0.0,229.0
14012016,06:00,07:00,0.0,215.0
14012016,07:00,08:00,0.0,219.0
14012016,08:00,09:00,0.0,217.0
14012016,09:00,10:00,0.0,206.0
14012016,10:00,11:00,0.0,222.0
14012016,11:00,12:00,0.0,236.0
14012016,12:00,13:00,0.0,221.0
14012016,13:00,14:00,0.0,230.0
14012016,14:00,15:00,0.0,231.0
14012016,15:00,16:00,0.0,220.0
14012016,16:00,17:00,0.0,233.0
14012016,17:00,18:00,0.0,240.0
14012016,18:00,19:00,0.0,225.0
14012016,19:00,20:00,0.0,220.0
14012016,20:00,21:00,0.0,224.0
14012016,21:00,22:00,0.0,211.0
14012016,22:00,23:00,0.0,230.0
14012016,23:00,00:00,0.0,240.0
15012016,00:00,01:00,0.0,239.0
15012016,01:00,02:00,0.0,252.0
15012016,02:00,03:00,0.0,245.0
15012016,03:00,04:00,0.0,219.0
15012016,04:00,05:00,0.0,239.0
15012016,05:00,06:00,0.0,236.0
15012016,06:00,07:00,0.0,219.0
15012016,07:00,08:00,0.0,230.0
15012016,08:00,09:00,0.0,234.0
15012016,09:00,10:00,0.0,238.0
15012016,10:00,11:00,0.0,243.0
15012016,11:00,12:00,0.0,258.0
15012016,12:00,13:00,0.0,261.0
15012016,13:00,14:00,0.0,265.0
15012016,14:00,15:00,0.0,243.0
15012016,15:00,16:00,0.0,247.0
15012016,16:00,17:00,0.0,252.0
15012016,17:00,18:00,0.0,245.0
15012016,18:00,19:00,0.0,239.0
15012016,19:00,20:00,0.0,235.0
15012016,20:00,21:00,0.0,238.0
15012016,21:00,22:00,0.0,202.0
15012016,22:00,23:00,0.0,217.0
15012016,23:00,00:00,0.0,177.0
16012016,00:00,01:00,0.0,157.0
16012016,01:00,02:00,0.0,163.0
16012016,02:00,03:00,0.0,150.0
16012016,03:00,04:00,0.0,136.0
16012016,04:00,05:00,0.0,189.0
16012016,05:00,06:00,0.0,194.0
16012016,06:00,07:00,0.0,192.0
16012016,07:00,08:00,0.0,186.0
16012016,08:00,09:00,0.0,194.0
16012016,09:00,10:00,0.0,212.0
16012016,10:00,11:00,0.0,209.0
16012016,11:00,12:00,0.0,226.0
16012016,12:00,13:00,0.0,231.0
16012016,13:00,14:00,0.0,244.0
16012016,14:00,15:00,0.0,243.0
16012016,15:00,16:00,0.0,235.0
16012016,16:00,17:00,0.0,234.0
16012016,17:00,18:00,0.0,234.0
16012016,18:00,19:00,0.0,224.0
16012016,19:00,20:00,0.0,203.0
16012016,20:00,21:00,0.0,213.0
16012016,21:00,22:00,0.0,230.0
16012016,22:00,23:00,0.0,244.0
16012016,23:00,00:00,0.0,253.0
17012016,00:00,01:00,0.0,259.0
17012016,01:00,02:00,0.0,254.0
17012016,02:00,03:00,0.0,254.0
17012016,03:00,04:00,0.0,250.0
17012016,04:00,05:00,0.0,236.0
17012016,05:00,06:00,0.0,237.0
17012016,06:00,07:00,0.0,230.0
17012016,07:00,08:00,0.0,230.0
17012016,08:00,09:00,0.0,231.0
17012016,09:00,10:00,0.0,236.0
17012016,10:00,11:00,0.0,236.0
17012016,11:00,12:00,0.0,246.0
17012016,12:00,13:00,0.0,239.0
17012016,13:00,14:00,0.0,231.0
17012016,14:00,15:00,0.0,248.0
17012016,15:00,16:00,0.0,241.0
17012016,16:00,17:00,0.0,215.0
17012016,17:00,18:00,0.0,221.0
17012016,18:00,19:00,0.0,212.0
17012016,19:00,20:00,0.0,203.0
17012016,20:00,21:00,0.0,223.0
17012016,21:00,22:00,0.0,218.0
17012016,22:00,23:00,0.0,210.0
17012016,23:00,00:00,0.0,222.0
18012016,00:00,01:00,0.0,213.0
18012016,01:00,02:00,0.0,221.0
18012016,02:00,03:00,0.0,234.0
18012016,03:00,04:00,0.0,212.0
18012016,04:00,05:00,0.0,187.0
18012016,05:00,06:00,0.0,186.0
18012016,06:00,07:00,0.0,192.0
18012016,07:00,08:00,0.0,195.0
18012016,08:00,09:00,0.0,207.0
18012016,09:00,10:00,0.0,211.0
18012016,10:00,11:00,0.0,188.0
18012016,11:00,12:00,0.0,150.0
18012016,12:00,13:00,0.0,176.0
18012016,13:00,14:00,0.0,192.0
18012016,14:00,15:00,0.0,205.0
18012016,15:00,16:00,0.0,199.0
18012016,16:00,17:00,0.0,204.0
18012016,17:00,18:00,0.0,227.0
18012016,18:00,19:00,0.0,227.0
18012016,19:00,20:00,0.0,214.0
18012016,20:00,21:00,0.0,225.0
18012016,21:00,22:00,0.0,229.0
18012016,22:00,23:00,0.0,233.0
18012016,23:00,00:00,0.0,252.0
19012016,00:00,01:00,0.0,223.0
19012016,01:00,02:00,0.0,195.0
19012016,02:00,03:00,0.0,213.0
19012016,03:00,04:00,0.0,222.0
19012016,04:00,05:00,0.0,217.0
19012016,05:00,06:00,0.0,223.0
19012016,06:00,07:00,0.0,222.0
19012016,07:00,08:00,0.0,215.0
19012016,08:00,09:00,0.0,235.0
19012016,09:00,10:00,0.0,240.0
19012016,10:00,11:00,0.0,239.0
19012016,11:00,12:00,0.0,258.0
19012016,12:00,13:00,0.0,215.0
19012016,13:00,14:00,0.0,154.0
19012016,14:00,15:00,0.0,138.0
19012016,15:00,16:00,0.0,122.0
19012016,16:00,17:00,0.0,103.0
19012016,17:00,18:00,0.0,106.0
19012016,18:00,19:00,0.0,122.0
19012016,19:00,20:00,0.0,124.0
19012016,20:00,21:00,0.0,121.0
19012016,21:00,22:00,0.0,178.0
19012016,22:00,23:00,0.0,188.0
19012016,23:00,00:00,0.0,181.0
20012016,00:00,01:00,0.0,193.0
20012016,01:00,02:00,0.0,197.0
20012016,02:00,03:00,0.0,209.0
20012016,03:00,04:00,0.0,213.0
20012016,04:00,05:00,0.0,206.0
20012016,05:00,06:00,0.0,183.0
20012016,06:00,07:00,0.0,215.0
20012016,07:00,08:00,0.0,213.0
20012016,08:00,09:00,0.0,223.0
20012016,09:00,10:00,0.0,225.0
20012016,10:00,11:00,0.0,220.0
20012016,11:00,12:00,0.0,227.0
20012016,12:00,13:00,0.0,228.0
20012016,13:00,14:00,0.0,226.0
20012016,14:00,15:00,0.0,229.0
20012016,15:00,16:00,0.0,234.0
20012016,16:00,17:00,0.0,228.0
20012016,17:00,18:00,0.0,217.0
20012016,18:00,19:00,0.0,238.0
20012016,19:00,20:00,0.0,240.0
20012016,20:00,21:00,0.0,243.0
20012016,21:00,22:00,0.0,251.0
20012016,22:00,23:00,0.0,248.0
20012016,23:00,00:00,0.0,253.0
21012016,00:00,01:00,0.0,255.0
21012016,01:00,02:00,0.0,250.0
21012016,02:00,03:00,0.0,247.0
21012016,03:00,04:00,0.0,228.0
21012016,04:00,05:00,0.0,217.0
21012016,05:00,06:00,0.0,228.0
21012016,06:00,07:00,0.0,235.0
21012016,07:00,08:00,0.0,247.0
21012016,08:00,09:00,0.0,257.0
21012016,09:00,10:00,0.0,251.0
21012016,10:00,11:00,0.0,244.0
21012016,11:00,12:00,0.0,203.0
21012016,12:00,13:00,0.0,230.0
21012016,13:00,14:00,0.0,225.0
21012016,14:00,15:00,0.0,218.0
21012016,15:00,16:00,0.0,231.0
21012016,16:00,17:00,0.0,220.0
21012016,17:00,18:00,0.0,213.0
21012016,18:00,19:00,0.0,235.0
21012016,19:00,20:00,0.0,245.0
21012016,20:00,21:00,0.0,243.0
21012016,21:00,22:00,0.0,256.0
21012016,22:00,23:00,0.0,263.0
21012016,23:00,00:00,0.0,246.0
22012016,00:00,01:00,0.0,249.0
22012016,01:00,02:00,0.0,248.0
22012016,02:00,03:00,0.0,243.0
22012016,03:00,04:00,0.0,225.0
22012016,04:00,05:00,0.0,231.0
22012016,05:00,06:00,0.0,232.0
22012016,06:00,07:00,0.0,247.0
22012016,07:00,08:00,0.0,249.0
22012016,08:00,09:00,0.0,253.0
22012016,09:00,10:00,0.0,248.0
22012016,10:00,11:00,0.0,250.0
22012016,11:00,12:00,0.0,245.0
22012016,12:00,13:00,0.0,249.0
22012016,13:00,14:00,0.0,244.0
22012016,14:00,15:00,0.0,227.0
22012016,15:00,16:00,0.0,238.0
22012016,16:00,17:00,0.0,249.0
22012016,17:00,18:00,0.0,241.0
22012016,18:00,19:00,0.0,255.0
22012016,19:00,20:00,0.0,249.0
22012016,20:00,21:00,0.0,243.0
22012016,21:00,22:00,0.0,249.0
22012016,22:00,23:00,0.0,249.0
22012016,23:00,00:00,0.0,242.0
23012016,00:00,01:00,0.0,250.0
23012016,01:00,02:00,0.0,254.0
23012016,02:00,03:00,0.0,248.0
23012016,03:00,04:00,0.0,253.0
23012016,04:00,05:00,0.0,258.0
23012016,05:00,06:00,0.0,253.0
23012016,06:00,07:00,0.0,261.0
23012016,07:00,08:00,0.0,260.0
23012016,08:00,09:00,0.0,255.0
23012016,09:00,10:00,0.0,262.0
23012016,10:00,11:00,0.0,259.0
23012016,11:00,12:00,0.0,241.0
23012016,12:00,13:00,0.0,225.0
23012016,13:00,14:00,0.0,234.0
23012016,14:00,15:00,0.0,230.0
23012016,15:00,16:00,0.0,237.0
23012016,16:00,17:00,0.0,245.0
23012016,17:00,18:00,0.0,243.0
23012016,18:00,19:00,0.0,246.0
23012016,19:00,20:00,0.0,251.0
23012016,20:00,21:00,0.0,234.0
23012016,21:00,22:00,0.0,246.0
23012016,22:00,23:00,0.0,253.0
23012016,23:00,00:00,0.0,218.0
24012016,00:00,01:00,0.0,235.0
24012016,01:00,02:00,0.0,244.0
24012016,02:00,03:00,0.0,240.0
24012016,03:00,04:00,0.0,238.0
24012016,04:00,05:00,0.0,231.0
24012016,05:00,06:00,0.0,222.0
24012016,06:00,07:00,0.0,231.0
24012016,07:00,08:00,0.0,246.0
24012016,08:00,09:00,0.0,235.0
24012016,09:00,10:00,0.0,248.0
24012016,10:00,11:00,0.0,247.0
24012016,11:00,12:00,0.0,244.0
24012016,12:00,13:00,0.0,229.0
24012016,13:00,14:00,0.0,226.0
24012016,14:00,15:00,0.0,228.0
24012016,15:00,16:00,0.0,248.0
24012016,16:00,17:00,0.0,248.0
24012016,17:00,18:00,0.0,245.0
24012016,18:00,19:00,0.0,246.0
24012016,19:00,20:00,0.0,244.0
24012016,20:00,21:00,0.0,233.0
24012016,21:00,22:00,0.0,235.0
24012016,22:00,23:00,0.0,235.0
24012016,23:00,00:00,0.0,225.0
25012016,00:00,01:00,0.0,253.0
25012016,01:00,02:00,0.0,249.0
25012016,02:00,03:00,0.0,248.0
25012016,03:00,04:00,0.0,255.0
25012016,04:00,05:00,0.0,256.0
25012016,05:00,06:00,0.0,246.0
25012016,06:00,07:00,0.0,259.0
25012016,07:00,08:00,0.0,260.0
25012016,08:00,09:00,0.0,241.0
25012016,09:00,10:00,0.0,244.0
25012016,10:00,11:00,0.0,246.0
25012016,11:00,12:00,0.0,252.0
25012016,12:00,13:00,0.0,263.0
25012016,13:00,14:00,0.0,275.0
25012016,14:00,15:00,0.0,264.0
25012016,15:00,16:00,0.0,261.0
25012016,16:00,17:00,0.0,261.0
25012016,17:00,18:00,0.0,237.0
25012016,18:00,19:00,0.0,249.0
25012016,19:00,20:00,0.0,244.0
25012016,20:00,21:00,0.0,226.0
25012016,21:00,22:00,0.0,231.0
25012016,22:00,23:00,0.0,229.0
25012016,23:00,00:00,0.0,230.0
26012016,00:00,01:00,0.0,242.0
26012016,01:00,02:00,0.0,257.0
26012016,02:00,03:00,0.0,259.0
26012016,03:00,04:00,0.0,254.0
26012016,04:00,05:00,0.0,242.0
26012016,05:00,06:00,0.0,216.0
26012016,06:00,07:00,0.0,214.0
26012016,07:00,08:00,0.0,208.0
26012016,08:00,09:00,0.0,201.0
26012016,09:00,10:00,0.0,204.0
26012016,10:00,11:00,0.0,228.0
26012016,11:00,12:00,0.0,226.0
26012016,12:00,13:00,0.0,237.0
26012016,13:00,14:00,0.0,251.0
26012016,14:00,15:00,0.0,237.0
26012016,15:00,16:00,0.0,242.0
26012016,16:00,17:00,0.0,237.0
26012016,17:00,18:00,0.0,231.0
26012016,18:00,19:00,0.0,236.0
26012016,19:00,20:00,0.0,229.0
26012016,20:00,21:00,0.0,216.0
26012016,21:00,22:00,0.0,229.0
26012016,22:00,23:00,0.0,236.0
26012016,23:00,00:00,0.0,231.0
27012016,00:00,01:00,0.0,245.0
27012016,01:00,02:00,0.0,231.0
27012016,02:00,03:00,0.0,161.0
27012016,03:00,04:00,0.0,135.0
27012016,04:00,05:00,0.0,163.0
27012016,05:00,06:00,0.0,164.0
27012016,06:00,07:00,0.0,176.0
27012016,07:00,08:00,0.0,177.0
27012016,08:00,09:00,0.0,177.0
27012016,09:00,10:00,0.0,165.0
27012016,10:00,11:00,0.0,184.0
27012016,11:00,12:00,0.0,214.0
27012016,12:00,13:00,0.0,167.0
27012016,13:00,14:00,0.0,156.0
27012016,14:00,15:00,0.0,165.0
27012016,15:00,16:00,0.0,158.0
27012016,16:00,17:00,0.0,166.0
27012016,17:00,18:00,0.0,160.0
27012016,18:00,19:00,0.0,167.0
27012016,19:00,20:00,0.0,168.0
27012016,20:00,21:00,0.0,163.0
27012016,21:00,22:00,0.0,155.0
27012016,22:00,23:00,0.0,141.0
27012016,23:00,00:00,0.0,142.0
28012016,00:00,01:00,0.0,152.0
28012016,01:00,02:00,0.0,176.0
28012016,02:00,03:00,0.0,239.0
28012016,03:00,04:00,0.0,248.0
28012016,04:00,05:00,0.0,246.0
28012016,05:00,06:00,0.0,245.0
28012016,06:00,07:00,0.0,249.0
28012016,07:00,08:00,0.0,242.0
28012016,08:00,09:00,0.0,237.0
28012016,09:00,10:00,0.0,241.0
28012016,10:00,11:00,0.0,253.0
28012016,11:00,12:00,0.0,237.0
28012016,12:00,13:00,0.0,252.0
28012016,13:00,14:00,0.0,261.0
28012016,14:00,15:00,0.0,254.0
28012016,15:00,16:00,0.0,255.0
28012016,16:00,17:00,0.0,259.0
28012016,17:00,18:00,0.0,253.0
28012016,18:00,19:00,0.0,258.0
28012016,19:00,20:00,0.0,254.0
28012016,20:00,21:00,0.0,245.0
28012016,21:00,22:00,0.0,247.0
28012016,22:00,23:00,0.0,255.0
28012016,23:00,00:00,0.0,250.0
29012016,00:00,01:00,0.0,257.0
29012016,01:00,02:00,,
29012016,02:00,03:00,,
29012016,03:00,04:00,,
29012016,04:00,05:00,,
29012016,05:00,06:00,,
29012016,06:00,07:00,,
29012016,07:00,08:00,,
29012016,08:00,09:00,,
29012016,09:00,10:00,,
29012016,10:00,11:00,,
29012016,11:00,12:00,,
29012016,12:00,13:00,,
29012016,13:00,14:00,,
29012016,14:00,15:00,,
29012016,15:00,16:00,,
29012016,16:00,17:00,,
29012016,17:00,18:00,,
29012016,18:00,19:00,,
29012016,19:00,20:00,,
29012016,20:00,21:00,,
29012016,21:00,22:00,,
29012016,22:00,23:00,,
29012016,23:00,00:00,,
30012016,00:00,01:00,,
30012016,01:00,02:00,,
30012016,02:00,03:00,,
30012016,03:00,04:00,,
30012016,04:00,05:00,,
30012016,05:00,06:00,,
30012016,06:00,07:00,,
30012016,07:00,08:00,,
30012016,08:00,09:00,,
30012016,09:00,10:00,,
