date,start,end,11WD7LUDW5GSDG1Q,11WD7LUDW5GSDG2O
22032016,10:00,11:00,77.0,77.0
22032016,11:00,12:00,76.5,76.5
22032016,12:00,13:00,76.0,76.0
22032016,13:00,14:00,76.0,76.0
22032016,14:00,15:00,76.0,76.0
22032016,15:00,16:00,75.5,75.5
22032016,16:00,17:00,76.0,76.0
22032016,17:00,18:00,76.0,76.0
22032016,18:00,19:00,76.0,76.0
22032016,19:00,20:00,76.0,76.0
22032016,20:00,21:00,76.0,76.0
22032016,21:00,22:00,76.0,76.0
22032016,22:00,23:00,76.5,76.5
22032016,23:00,00:00,76.5,76.5
23032016,00:00,01:00,77.0,77.0
23032016,01:00,02:00,77.0,77.0
23032016,02:00,03:00,77.0,77.0
23032016,03:00,04:00,77.0,77.0
23032016,04:00,05:00,77.0,77.0
23032016,05:00,06:00,77.0,77.0
23032016,06:00,07:00,77.5,77.5
23032016,07:00,08:00,77.5,77.5
23032016,08:00,09:00,77.5,77.5
23032016,09:00,10:00,77.0,77.0
23032016,10:00,11:00,77.0,77.0
23032016,11:00,12:00,76.5,76.5
23032016,12:00,13:00,76.5,76.5
23032016,13:00,14:00,76.0,76.0
23032016,14:00,15:00,76.0,76.0
23032016,15:00,16:00,75.5,75.5
23032016,16:00,17:00,75.5,75.5
23032016,17:00,18:00,75.5,75.5
23032016,18:00,19:00,76.0,76.0
23032016,19:00,20:00,76.0,76.0
23032016,20:00,21:00,76.5,76.5
23032016,21:00,22:00,76.5,76.5
23032016,22:00,23:00,76.5,76.5
23032016,23:00,00:00,77.0,77.0
24032016,00:00,01:00,77.0,77.0
24032016,01:00,02:00,76.5,76.5
24032016,02:00,03:00,77.0,77.0
24032016,03:00,04:00,77.0,77.0
24032016,04:00,05:00,77.0,77.0
24032016,05:00,06:00,77.5,77.5
24032016,06:00,07:00,77.0,77.0
24032016,07:00,08:00,77.5,77.5
24032016,08:00,09:00,77.5,77.5
24032016,09:00,10:00,77.0,77.0
24032016,10:00,11:00,77.0,77.0
24032016,11:00,12:00,76.5,76.5
24032016,12:00,13:00,76.5,76.5
24032016,13:00,14:00,76.0,76.0
24032016,14:00,15:00,75.5,75.5
24032016,15:00,16:00,75.5,75.5
24032016,16:00,17:00,76.0,76.0
24032016,17:00,18:00,76.0,76.0
24032016,18:00,19:00,76.0,76.0
24032016,19:00,20:00,76.5,76.5
24032016,20:00,21:00,76.5,76.5
24032016,21:00,22:00,76.5,76.5
24032016,22:00,23:00,76.5,76.5
24032016,23:00,00:00,76.5,76.5
25032016,00:00,01:00,77.0,77.0
25032016,01:00,02:00,77.0,77.0
25032016,02:00,03:00,77.0,77.0
25032016,03:00,04:00,77.0,77.0
25032016,04:00,05:00,77.5,77.5
25032016,05:00,06:00,77.5,77.5
25032016,06:00,07:00,78.0,78.0
25032016,07:00,08:00,78.0,78.0
25032016,08:00,09:00,77.5,77.5
25032016,09:00,10:00,77.5,77.5
25032016,10:00,11:00,77.5,77.5
25032016,11:00,12:00,78.0,78.0
25032016,12:00,13:00,78.5,78.5
25032016,13:00,14:00,78.5,78.5
25032016,14:00,15:00,78.0,78.0
25032016,15:00,16:00,78.0,78.0
25032016,16:00,17:00,78.0,78.0
25032016,17:00,18:00,78.5,78.5
25032016,18:00,19:00,78.0,78.0
25032016,19:00,20:00,78.0,78.0
25032016,20:00,21:00,77.5,77.5
25032016,21:00,22:00,77.5,77.5
25032016,22:00,23:00,78.0,78.0
25032016,23:00,00:00,78.0,78.0
26032016,00:00,01:00,78.5,78.5
26032016,01:00,02:00,78.0,78.0
26032016,02:00,03:00,78.5,78.5
26032016,03:00,04:00,78.5,78.5
26032016,04:00,05:00,79.0,79.0
26032016,05:00,06:00,79.0,79.0
26032016,06:00,07:00,79.5,79.5
26032016,07:00,08:00,79.5,79.5
26032016,08:00,09:00,79.0,79.0
26032016,09:00,10:00,79.0,79.0
26032016,10:00,11:00,78.0,78.0
26032016,11:00,12:00,77.0,77.0
26032016,12:00,13:00,77.0,77.0
26032016,13:00,14:00,76.5,76.5
26032016,14:00,15:00,76.0,76.0
26032016,15:00,16:00,75.5,75.5
26032016,16:00,17:00,75.5,75.5
26032016,17:00,18:00,75.5,75.5
26032016,18:00,19:00,75.5,75.5
26032016,19:00,20:00,75.5,75.5
26032016,20:00,21:00,76.0,76.0
26032016,21:00,22:00,76.0,76.0
26032016,22:00,23:00,76.0,76.0
26032016,23:00,00:00,76.5,76.5
27032016,00:00,01:00,76.5,76.5
27032016,01:00,02:00,76.5,76.5
27032016,03:00,04:00,77.0,77.0
27032016,04:00,05:00,77.0,77.0
27032016,05:00,06:00,77.0,77.0
27032016,06:00,07:00,77.0,77.0
27032016,07:00,08:00,77.0,77.0
27032016,08:00,09:00,77.5,77.5
27032016,09:00,10:00,77.0,77.0
27032016,10:00,11:00,76.5,76.5
27032016,11:00,12:00,77.0,77.0
27032016,12:00,13:00,77.0,77.0
27032016,13:00,14:00,76.5,76.5
27032016,14:00,15:00,76.5,76.5
27032016,15:00,16:00,76.5,76.5
27032016,16:00,17:00,76.0,76.0
27032016,17:00,18:00,76.0,76.0
27032016,18:00,19:00,76.0,76.0
27032016,19:00,20:00,76.0,76.0
27032016,20:00,21:00,76.5,76.5
27032016,21:00,22:00,77.0,77.0
27032016,22:00,23:00,77.0,77.0
27032016,23:00,00:00,77.5,77.5
28032016,00:00,01:00,77.5,77.5
28032016,01:00,02:00,78.0,78.0
28032016,02:00,03:00,78.0,78.0
28032016,03:00,04:00,78.5,78.5
28032016,04:00,05:00,78.5,78.5
28032016,05:00,06:00,78.5,78.5
28032016,06:00,07:00,78.5,78.5
28032016,07:00,08:00,78.5,78.5
28032016,08:00,09:00,78.5,78.5
28032016,09:00,10:00,77.5,77.5
28032016,10:00,11:00,77.5,77.5
28032016,11:00,12:00,77.5,77.5
28032016,12:00,13:00,77.0,77.0
28032016,13:00,14:00,76.5,76.5
28032016,14:00,15:00,75.5,75.5
28032016,15:00,16:00,75.0,75.0
28032016,16:00,17:00,75.0,75.0
28032016,17:00,18:00,75.5,75.5
28032016,18:00,19:00,77.0,77.0
28032016,19:00,20:00,77.0,77.0
28032016,20:00,21:00,77.0,77.0
28032016,21:00,22:00,77.0,77.0
28032016,22:00,23:00,77.5,77.5
28032016,23:00,00:00,77.0,77.0
29032016,00:00,01:00,77.0,77.0
29032016,01:00,02:00,77.0,77.0
29032016,02:00,03:00,77.0,77.0
29032016,03:00,04:00,77.5,77.5
29032016,04:00,05:00,78.0,78.0
29032016,05:00,06:00,78.0,78.0
29032016,06:00,07:00,78.0,78.0
29032016,07:00,08:00,78.0,78.0
29032016,08:00,09:00,78.0,78.0
29032016,09:00,10:00,77.5,77.5
29032016,10:00,11:00,77.0,77.0
29032016,11:00,12:00,76.5,76.5
29032016,12:00,13:00,76.5,76.5
29032016,13:00,14:00,76.5,76.5
29032016,14:00,15:00,76.0,76.0
29032016,15:00,16:00,76.0,76.0
29032016,16:00,17:00,76.0,76.0
29032016,17:00,18:00,76.0,76.0
29032016,18:00,19:00,76.5,76.5
29032016,19:00,20:00,76.5,76.5
29032016,20:00,21:00,77.0,77.0
29032016,21:00,22:00,77.0,77.0
29032016,22:00,23:00,77.5,77.5
29032016,23:00,00:00,77.5,77.5
30032016,00:00,01:00,77.5,77.5
30032016,01:00,02:00,77.5,77.5
30032016,02:00,03:00,77.5,77.5
30032016,03:00,04:00,77.5,77.5
30032016,04:00,05:00,77.5,77.5
30032016,05:00,06:00,77.5,77.5
30032016,06:00,07:00,77.5,77.5
30032016,07:00,08:00,77.0,77.0
30032016,08:00,09:00,77.0,77.0
30032016,09:00,10:00,77.0,77.0
30032016,10:00,11:00,77.0,77.0
30032016,11:00,12:00,77.0,77.0
30032016,12:00,13:00,77.0,77.0
30032016,13:00,14:00,77.0,77.0
30032016,14:00,15:00,76.5,76.5
30032016,15:00,16:00,76.5,76.5
30032016,16:00,17:00,76.5,76.5
30032016,17:00,18:00,76.5,76.5
30032016,18:00,19:00,76.5,76.5
30032016,19:00,20:00,76.5,76.5
30032016,20:00,21:00,76.5,76.5
30032016,21:00,22:00,77.0,77.0
30032016,22:00,23:00,77.0,77.0
30032016,23:00,00:00,77.0,77.0
31032016,00:00,01:00,77.0,77.0
31032016,01:00,02:00,77.0,77.0
31032016,02:00,03:00,77.0,77.0
31032016,03:00,04:00,77.5,77.5
31032016,04:00,05:00,77.5,77.5
31032016,05:00,06:00,77.5,77.5
31032016,06:00,07:00,77.5,77.5
31032016,07:00,08:00,77.5,77.5
31032016,08:00,09:00,77.5,77.5
31032016,09:00,10:00,77.0,77.0
31032016,10:00,11:00,76.5,76.5
31032016,11:00,12:00,76.5,76.5
31032016,12:00,13:00,76.5,76.5
31032016,13:00,14:00,76.5,76.5
31032016,14:00,15:00,76.0,76.0
31032016,15:00,16:00,76.0,76.0
31032016,16:00,17:00,76.5,76.5
31032016,17:00,18:00,76.5,76.5
31032016,18:00,19:00,77.0,77.0
31032016,19:00,20:00,77.5,77.5
31032016,20:00,21:00,77.5,77.5
31032016,21:00,22:00,77.5,77.5
31032016,22:00,23:00,78.0,78.0
31032016,23:00,00:00,78.0,78.0
1042016,00:00,01:00,78.5,78.5
1042016,01:00,02:00,78.5,78.5
1042016,02:00,03:00,79.0,79.0
1042016,03:00,04:00,79.0,79.0
1042016,04:00,05:00,79.5,79.5
1042016,05:00,06:00,79.5,79.5
1042016,06:00,07:00,79.5,79.5
1042016,07:00,08:00,80.0,80.0
1042016,08:00,09:00,80.0,80.0
1042016,09:00,10:00,79.5,79.5
1042016,10:00,11:00,79.5,79.5
1042016,11:00,12:00,79.5,79.5
1042016,12:00,13:00,79.0,79.0
1042016,13:00,14:00,78.5,78.5
1042016,14:00,15:00,78.5,78.5
1042016,15:00,16:00,78.0,78.0
1042016,16:00,17:00,77.5,77.5
1042016,17:00,18:00,77.5,77.5
1042016,18:00,19:00,77.5,77.5
1042016,19:00,20:00,77.5,77.5
1042016,20:00,21:00,77.5,77.5
1042016,21:00,22:00,78.0,78.0
1042016,22:00,23:00,78.0,78.0
1042016,23:00,00:00,78.0,78.0
2042016,00:00,01:00,78.5,78.5
2042016,01:00,02:00,78.5,78.5
2042016,02:00,03:00,78.5,78.5
2042016,03:00,04:00,79.0,79.0
2042016,04:00,05:00,79.0,79.0
2042016,05:00,06:00,79.0,79.0
2042016,06:00,07:00,79.5,79.5
2042016,07:00,08:00,79.5,79.5
2042016,08:00,09:00,79.5,79.5
2042016,09:00,10:00,79.0,79.0
2042016,10:00,11:00,78.5,78.5
2042016,11:00,12:00,78.0,78.0
2042016,12:00,13:00,77.5,77.5
2042016,13:00,14:00,77.0,77.0
2042016,14:00,15:00,76.5,76.5
2042016,15:00,16:00,76.0,76.0
2042016,16:00,17:00,75.5,75.5
2042016,17:00,18:00,75.0,75.0
2042016,18:00,19:00,75.5,75.5
2042016,19:00,20:00,75.5,75.5
2042016,20:00,21:00,75.5,75.5
2042016,21:00,22:00,75.5,75.5
2042016,22:00,23:00,75.5,75.5
2042016,23:00,00:00,76.0,76.0
3042016,00:00,01:00,76.0,76.0
3042016,01:00,02:00,76.0,76.0
3042016,02:00,03:00,76.0,76.0
3042016,03:00,04:00,76.0,76.0
3042016,04:00,05:00,76.5,76.5
3042016,05:00,06:00,76.5,76.5
3042016,06:00,07:00,76.5,76.5
3042016,07:00,08:00,77.0,77.0
3042016,08:00,09:00,76.5,76.5
3042016,09:00,10:00,76.5,76.5
3042016,10:00,11:00,76.0,76.0
3042016,11:00,12:00,75.0,75.0
3042016,12:00,13:00,75.0,75.0
3042016,13:00,14:00,74.0,74.0
3042016,14:00,15:00,73.5,73.5
3042016,15:00,16:00,73.0,73.0
3042016,16:00,17:00,73.0,73.0
3042016,17:00,18:00,73.0,73.0
3042016,18:00,19:00,73.5,73.5
3042016,19:00,20:00,73.5,73.5
3042016,20:00,21:00,73.5,73.5
3042016,21:00,22:00,74.0,74.0
3042016,22:00,23:00,74.0,74.0
3042016,23:00,00:00,74.0,74.0
4042016,00:00,01:00,74.0,74.0
4042016,01:00,02:00,74.0,74.0
4042016,02:00,03:00,74.5,74.5
4042016,03:00,04:00,75.0,75.0
4042016,04:00,05:00,75.0,75.0
4042016,05:00,06:00,75.5,75.5
4042016,06:00,07:00,75.5,75.5
4042016,07:00,08:00,75.5,75.5
4042016,08:00,09:00,75.0,75.0
4042016,09:00,10:00,74.0,74.0
4042016,10:00,11:00,74.0,74.0
4042016,11:00,12:00,74.5,74.5
4042016,12:00,13:00,74.5,74.5
4042016,13:00,14:00,74.0,74.0
4042016,14:00,15:00,74.0,74.0
4042016,15:00,16:00,74.0,74.0
4042016,16:00,17:00,74.0,74.0
4042016,17:00,18:00,74.0,74.0
4042016,18:00,19:00,74.5,74.5
4042016,19:00,20:00,74.5,74.5
4042016,20:00,21:00,74.5,74.5
4042016,21:00,22:00,75.0,75.0
4042016,22:00,23:00,75.0,75.0
4042016,23:00,00:00,75.5,75.5
5042016,00:00,01:00,76.0,76.0
5042016,01:00,02:00,75.5,75.5
5042016,02:00,03:00,76.0,76.0
5042016,03:00,04:00,76.0,76.0
5042016,04:00,05:00,76.0,76.0
5042016,05:00,06:00,76.0,76.0
5042016,06:00,07:00,76.0,76.0
5042016,07:00,08:00,76.0,76.0
5042016,08:00,09:00,76.0,76.0
5042016,09:00,10:00,76.0,76.0
5042016,10:00,11:00,75.5,75.5
5042016,11:00,12:00,75.0,75.0
5042016,12:00,13:00,74.5,74.5
5042016,13:00,14:00,74.5,74.5
5042016,14:00,15:00,74.5,74.5
5042016,15:00,16:00,74.5,74.5
5042016,16:00,17:00,74.5,74.5
5042016,17:00,18:00,75.0,75.0
5042016,18:00,19:00,75.5,75.5
5042016,19:00,20:00,76.0,76.0
5042016,20:00,21:00,76.0,76.0
5042016,21:00,22:00,76.0,76.0
5042016,22:00,23:00,76.0,76.0
5042016,23:00,00:00,76.5,76.5
6042016,00:00,01:00,76.5,76.5
6042016,01:00,02:00,76.5,76.5
6042016,02:00,03:00,76.5,76.5
6042016,03:00,04:00,76.5,76.5
6042016,04:00,05:00,77.0,77.0
6042016,05:00,06:00,76.5,76.5
6042016,06:00,07:00,77.0,77.0
6042016,07:00,08:00,77.0,77.0
6042016,08:00,09:00,76.5,76.5
6042016,09:00,10:00,76.5,76.5
6042016,10:00,11:00,76.0,76.0
6042016,11:00,12:00,76.0,76.0
6042016,12:00,13:00,75.5,75.5
6042016,13:00,14:00,75.0,75.0
6042016,14:00,15:00,74.5,74.5
6042016,15:00,16:00,74.5,74.5
6042016,16:00,17:00,74.5,74.5
6042016,17:00,18:00,74.5,74.5
6042016,18:00,19:00,74.5,74.5
6042016,19:00,20:00,74.5,74.5
6042016,20:00,21:00,75.0,75.0
6042016,21:00,22:00,75.0,75.0
6042016,22:00,23:00,75.0,75.0
6042016,23:00,00:00,75.5,75.5
7042016,00:00,01:00,75.5,75.5
7042016,01:00,02:00,75.5,75.5
7042016,02:00,03:00,76.5,76.5
7042016,03:00,04:00,77.0,77.0
7042016,04:00,05:00,77.0,77.0
7042016,05:00,06:00,77.0,77.0
7042016,06:00,07:00,77.0,77.0
7042016,07:00,08:00,77.5,77.5
7042016,08:00,09:00,77.5,77.5
7042016,09:00,10:00,77.5,77.5
7042016,10:00,11:00,77.5,77.5
7042016,11:00,12:00,77.0,77.0
7042016,12:00,13:00,77.0,77.0
7042016,13:00,14:00,76.5,76.5
7042016,14:00,15:00,76.5,76.5
7042016,15:00,16:00,76.0,76.0
7042016,16:00,17:00,76.0,76.0
7042016,17:00,18:00,76.0,76.0
7042016,18:00,19:00,75.5,75.5
7042016,19:00,20:00,76.0,76.0
7042016,20:00,21:00,76.5,76.5
7042016,21:00,22:00,77.0,77.0
7042016,22:00,23:00,77.0,77.0
7042016,23:00,00:00,78.0,78.0
8042016,00:00,01:00,78.0,78.0
8042016,01:00,02:00,78.0,78.0
8042016,02:00,03:00,78.5,78.5
8042016,03:00,04:00,78.5,78.5
8042016,04:00,05:00,79.0,79.0
8042016,05:00,06:00,79.0,79.0
8042016,06:00,07:00,79.5,79.5
8042016,07:00,08:00,79.5,79.5
8042016,08:00,09:00,79.5,79.5
8042016,09:00,10:00,78.5,78.5
8042016,10:00,11:00,77.5,77.5
8042016,11:00,12:00,77.0,77.0
8042016,12:00,13:00,76.5,76.5
8042016,13:00,14:00,76.5,76.5
8042016,14:00,15:00,76.5,76.5
8042016,15:00,16:00,76.0,76.0
8042016,16:00,17:00,76.0,76.0
8042016,17:00,18:00,76.0,76.0
8042016,18:00,19:00,75.5,75.5
8042016,19:00,20:00,76.0,76.0
8042016,20:00,21:00,76.0,76.0
8042016,21:00,22:00,76.0,76.0
8042016,22:00,23:00,76.5,76.5
8042016,23:00,00:00,77.0,77.0
9042016,00:00,01:00,77.5,77.5
9042016,01:00,02:00,77.5,77.5
9042016,02:00,03:00,77.5,77.5
9042016,03:00,04:00,77.5,77.5
9042016,04:00,05:00,78.0,78.0
9042016,05:00,06:00,78.5,78.5
9042016,06:00,07:00,78.5,78.5
9042016,07:00,08:00,79.0,79.0
9042016,08:00,09:00,79.0,79.0
9042016,09:00,10:00,78.5,78.5
9042016,10:00,11:00,78.0,78.0
9042016,11:00,12:00,77.5,77.5
9042016,12:00,13:00,77.0,77.0
9042016,13:00,14:00,76.5,76.5
9042016,14:00,15:00,75.5,75.5
9042016,15:00,16:00,75.5,75.5
9042016,16:00,17:00,75.5,75.5
9042016,17:00,18:00,75.5,75.5
9042016,18:00,19:00,76.0,76.0
9042016,19:00,20:00,76.5,76.5
9042016,20:00,21:00,76.5,76.5
9042016,21:00,22:00,77.0,77.0
9042016,22:00,23:00,77.0,77.0
9042016,23:00,00:00,77.0,77.0
10042016,00:00,01:00,77.0,77.0
10042016,01:00,02:00,77.0,77.0
10042016,02:00,03:00,77.0,77.0
10042016,03:00,04:00,77.0,77.0
10042016,04:00,05:00,77.0,77.0
10042016,05:00,06:00,77.0,77.0
10042016,06:00,07:00,77.0,77.0
10042016,07:00,08:00,77.0,77.0
10042016,08:00,09:00,77.0,77.0
10042016,09:00,10:00,76.5,76.5
10042016,10:00,11:00,76.0,76.0
10042016,11:00,12:00,76.0,76.0
10042016,12:00,13:00,75.5,75.5
10042016,13:00,14:00,75.0,75.0
10042016,14:00,15:00,74.5,74.5
10042016,15:00,16:00,74.5,74.5
10042016,16:00,17:00,74.5,74.5
10042016,17:00,18:00,74.0,74.0
10042016,18:00,19:00,74.0,74.0
10042016,19:00,20:00,74.5,74.5
10042016,20:00,21:00,74.5,74.5
10042016,21:00,22:00,75.0,75.0
10042016,22:00,23:00,75.5,75.5
10042016,23:00,00:00,76.0,76.0
11042016,00:00,01:00,76.5,76.5
11042016,01:00,02:00,76.5,76.5
11042016,02:00,03:00,77.0,77.0
11042016,03:00,04:00,77.0,77.0
11042016,04:00,05:00,77.0,77.0
11042016,05:00,06:00,77.0,77.0
11042016,06:00,07:00,77.5,77.5
11042016,07:00,08:00,77.5,77.5
11042016,08:00,09:00,77.5,77.5
11042016,09:00,10:00,77.0,77.0
11042016,10:00,11:00,76.5,76.5
11042016,11:00,12:00,76.0,76.0
11042016,12:00,13:00,75.0,75.0
11042016,13:00,14:00,74.5,74.5
11042016,14:00,15:00,74.0,74.0
11042016,15:00,16:00,73.5,73.5
11042016,16:00,17:00,73.5,73.5
11042016,17:00,18:00,73.5,73.5
11042016,18:00,19:00,73.5,73.5
11042016,19:00,20:00,73.5,73.5
11042016,20:00,21:00,74.0,74.0
11042016,21:00,22:00,74.0,74.0
11042016,22:00,23:00,74.5,74.5
11042016,23:00,00:00,75.0,75.0
12042016,00:00,01:00,75.5,75.5
12042016,01:00,02:00,76.0,76.0
12042016,02:00,03:00,76.0,76.0
12042016,03:00,04:00,76.0,76.0
12042016,04:00,05:00,76.0,76.0
12042016,05:00,06:00,76.5,76.5
12042016,06:00,07:00,76.5,76.5
12042016,07:00,08:00,77.0,77.0
12042016,08:00,09:00,77.0,77.0
12042016,09:00,10:00,77.0,77.0
12042016,10:00,11:00,76.5,76.5
12042016,11:00,12:00,76.0,76.0
12042016,12:00,13:00,75.5,75.5
12042016,13:00,14:00,74.5,74.5
12042016,14:00,15:00,74.0,74.0
12042016,15:00,16:00,73.5,73.5
12042016,16:00,17:00,74.0,74.0
12042016,17:00,18:00,74.5,74.5
12042016,18:00,19:00,76.0,76.0
12042016,19:00,20:00,76.5,76.5
12042016,20:00,21:00,76.5,76.5
12042016,21:00,22:00,76.5,76.5
12042016,22:00,23:00,77.0,77.0
12042016,23:00,00:00,76.5,76.5
13042016,00:00,01:00,76.5,76.5
13042016,01:00,02:00,76.5,76.5
13042016,02:00,03:00,76.5,76.5
13042016,03:00,04:00,76.5,76.5
13042016,04:00,05:00,77.0,77.0
13042016,05:00,06:00,77.0,77.0
13042016,06:00,07:00,77.0,77.0
13042016,07:00,08:00,77.0,77.0
13042016,08:00,09:00,77.0,77.0
13042016,09:00,10:00,77.0,77.0
13042016,10:00,11:00,65.5,65.5
13042016,11:00,12:00,64.5,64.5
13042016,12:00,13:00,64.5,64.5
13042016,13:00,14:00,64.5,64.5
13042016,14:00,15:00,64.5,64.5
13042016,15:00,16:00,64.5,64.5
13042016,16:00,17:00,66.5,66.5
13042016,17:00,18:00,75.5,75.5
13042016,18:00,19:00,76.0,76.0
13042016,19:00,20:00,76.0,76.0
13042016,20:00,21:00,76.0,76.0
13042016,21:00,22:00,76.0,76.0
13042016,22:00,23:00,76.5,76.5
13042016,23:00,00:00,77.0,77.0
14042016,00:00,01:00,76.5,76.5
14042016,01:00,02:00,74.5,74.5
14042016,02:00,03:00,74.5,74.5
14042016,03:00,04:00,74.5,74.5
14042016,04:00,05:00,74.5,74.5
14042016,05:00,06:00,75.0,75.0
14042016,06:00,07:00,77.5,77.5
14042016,07:00,08:00,77.5,77.5
14042016,08:00,09:00,77.5,77.5
14042016,09:00,10:00,77.0,77.0
14042016,10:00,11:00,76.0,76.0
14042016,11:00,12:00,75.5,75.5
14042016,12:00,13:00,75.5,75.5
14042016,13:00,14:00,75.0,75.0
14042016,14:00,15:00,74.5,74.5
14042016,15:00,16:00,71.0,71.0
14042016,16:00,17:00,69.5,69.5
14042016,17:00,18:00,69.5,69.5
14042016,18:00,19:00,74.0,74.0
14042016,19:00,20:00,74.0,74.0
14042016,20:00,21:00,74.5,74.5
14042016,21:00,22:00,75.0,75.0
14042016,22:00,23:00,75.0,75.0
14042016,23:00,00:00,75.5,75.5
15042016,00:00,01:00,76.0,76.0
15042016,01:00,02:00,76.0,76.0
15042016,02:00,03:00,76.0,76.0
15042016,03:00,04:00,76.5,76.5
15042016,04:00,05:00,76.0,76.0
15042016,05:00,06:00,76.5,76.5
15042016,06:00,07:00,76.5,76.5
15042016,07:00,08:00,76.5,76.5
15042016,08:00,09:00,77.0,77.0
15042016,09:00,10:00,77.0,77.0
15042016,10:00,11:00,76.5,76.5
15042016,11:00,12:00,76.0,76.0
15042016,12:00,13:00,75.5,75.5
15042016,13:00,14:00,75.0,75.0
15042016,14:00,15:00,74.5,74.5
15042016,15:00,16:00,74.5,74.5
15042016,16:00,17:00,74.5,74.5
15042016,17:00,18:00,74.5,74.5
15042016,18:00,19:00,74.5,74.5
15042016,19:00,20:00,74.5,74.5
15042016,20:00,21:00,75.0,75.0
15042016,21:00,22:00,75.5,75.5
15042016,22:00,23:00,76.0,76.0
15042016,23:00,00:00,75.5,75.5
16042016,00:00,01:00,76.0,76.0
16042016,01:00,02:00,76.0,76.0
16042016,02:00,03:00,76.0,76.0
16042016,03:00,04:00,76.0,76.0
16042016,04:00,05:00,76.0,76.0
16042016,05:00,06:00,76.0,76.0
16042016,06:00,07:00,76.5,76.5
16042016,07:00,08:00,76.5,76.5
16042016,08:00,09:00,76.5,76.5
16042016,09:00,10:00,76.5,76.5
16042016,10:00,11:00,76.5,76.5
16042016,11:00,12:00,76.5,76.5
16042016,12:00,13:00,76.5,76.5
16042016,13:00,14:00,76.5,76.5
16042016,14:00,15:00,76.0,76.0
16042016,15:00,16:00,75.5,75.5
16042016,16:00,17:00,75.0,75.0
16042016,17:00,18:00,75.0,75.0
16042016,18:00,19:00,75.0,75.0
16042016,19:00,20:00,75.5,75.5
16042016,20:00,21:00,75.5,75.5
16042016,21:00,22:00,75.5,75.5
16042016,22:00,23:00,75.5,75.5
16042016,23:00,00:00,75.5,75.5
17042016,00:00,01:00,76.5,76.5
17042016,01:00,02:00,76.5,76.5
17042016,02:00,03:00,77.0,77.0
17042016,03:00,04:00,77.5,77.5
17042016,04:00,05:00,77.5,77.5
17042016,05:00,06:00,77.5,77.5
17042016,06:00,07:00,77.5,77.5
17042016,07:00,08:00,78.0,78.0
17042016,08:00,09:00,78.0,78.0
17042016,09:00,10:00,78.0,78.0
17042016,10:00,11:00,78.0,78.0
17042016,11:00,12:00,78.0,78.0
17042016,12:00,13:00,78.5,78.5
17042016,13:00,14:00,78.0,78.0
17042016,14:00,15:00,77.5,77.5
17042016,15:00,16:00,77.0,77.0
17042016,16:00,17:00,76.5,76.5
17042016,17:00,18:00,76.5,76.5
17042016,18:00,19:00,77.0,77.0
17042016,19:00,20:00,77.0,77.0
17042016,20:00,21:00,77.5,77.5
17042016,21:00,22:00,78.0,78.0
17042016,22:00,23:00,78.0,78.0
17042016,23:00,00:00,78.0,78.0
18042016,00:00,01:00,78.0,78.0
18042016,01:00,02:00,78.0,78.0
18042016,02:00,03:00,78.5,78.5
18042016,03:00,04:00,78.5,78.5
18042016,04:00,05:00,78.5,78.5
18042016,05:00,06:00,78.5,78.5
18042016,06:00,07:00,78.5,78.5
18042016,07:00,08:00,78.5,78.5
18042016,08:00,09:00,79.0,79.0
18042016,09:00,10:00,78.5,78.5
18042016,10:00,11:00,78.0,78.0
18042016,11:00,12:00,77.5,77.5
18042016,12:00,13:00,77.0,77.0
18042016,13:00,14:00,76.5,76.5
18042016,14:00,15:00,76.5,76.5
18042016,15:00,16:00,76.0,76.0
18042016,16:00,17:00,75.5,75.5
18042016,17:00,18:00,75.5,75.5
18042016,18:00,19:00,75.5,75.5
18042016,19:00,20:00,76.0,76.0
18042016,20:00,21:00,76.0,76.0
18042016,21:00,22:00,76.0,76.0
18042016,22:00,23:00,76.5,76.5
18042016,23:00,00:00,77.0,77.0
19042016,00:00,01:00,77.5,77.5
19042016,01:00,02:00,77.5,77.5
19042016,02:00,03:00,78.0,78.0
19042016,03:00,04:00,78.0,78.0
19042016,04:00,05:00,78.5,78.5
19042016,05:00,06:00,79.0,79.0
19042016,06:00,07:00,79.5,79.5
19042016,07:00,08:00,79.5,79.5
19042016,08:00,09:00,78.5,78.5
19042016,09:00,10:00,78.0,78.0
19042016,10:00,11:00,77.0,77.0
19042016,11:00,12:00,76.5,76.5
19042016,12:00,13:00,76.0,76.0
19042016,13:00,14:00,76.5,76.5
19042016,14:00,15:00,76.0,76.0
19042016,15:00,16:00,76.0,76.0
19042016,16:00,17:00,75.5,75.5
19042016,17:00,18:00,75.5,75.5
19042016,18:00,19:00,75.5,75.5
19042016,19:00,20:00,76.0,76.0
19042016,20:00,21:00,76.5,76.5
19042016,21:00,22:00,76.5,76.5
19042016,22:00,23:00,76.5,76.5
19042016,23:00,00:00,77.0,77.0
20042016,00:00,01:00,77.5,77.5
20042016,01:00,02:00,77.5,77.5
20042016,02:00,03:00,78.0,78.0
20042016,03:00,04:00,78.5,78.5
20042016,04:00,05:00,78.5,78.5
20042016,05:00,06:00,79.0,79.0
20042016,06:00,07:00,79.0,79.0
20042016,07:00,08:00,79.5,79.5
20042016,08:00,09:00,79.0,79.0
20042016,09:00,10:00,67.5,67.5
20042016,10:00,11:00,57.5,57.5
20042016,11:00,12:00,76.5,76.5
20042016,12:00,13:00,76.5,76.5
