date,start,end,11WD7LUDW5GSDG1Q,11WD7LUDW5GSDG2O
3012016,11:00,12:00,69.5,69.5
3012016,12:00,13:00,69.5,69.5
3012016,13:00,14:00,69.5,69.5
3012016,14:00,15:00,69.5,69.5
3012016,15:00,16:00,69.5,69.5
3012016,16:00,17:00,69.5,69.5
3012016,17:00,18:00,69.5,69.5
3012016,18:00,19:00,69.5,69.5
3012016,19:00,20:00,69.5,69.5
3012016,20:00,21:00,69.5,69.5
3012016,21:00,22:00,69.5,69.5
3012016,22:00,23:00,69.5,69.5
3012016,23:00,00:00,69.5,69.5
4012016,00:00,01:00,69.5,69.5
4012016,01:00,02:00,69.5,69.5
4012016,02:00,03:00,69.5,69.5
4012016,03:00,04:00,69.5,69.5
4012016,04:00,05:00,69.5,69.5
4012016,05:00,06:00,70.0,70.0
4012016,06:00,07:00,77.5,77.5
4012016,07:00,08:00,78.0,78.0
4012016,08:00,09:00,78.0,78.0
4012016,09:00,10:00,78.0,78.0
4012016,10:00,11:00,77.5,77.5
4012016,11:00,12:00,77.0,77.0
4012016,12:00,13:00,77.0,77.0
4012016,13:00,14:00,77.0,77.0
4012016,14:00,15:00,77.0,77.0
4012016,15:00,16:00,77.0,77.0
4012016,16:00,17:00,77.0,77.0
4012016,17:00,18:00,77.0,77.0
4012016,18:00,19:00,77.5,77.5
4012016,19:00,20:00,77.5,77.5
4012016,20:00,21:00,77.5,77.5
4012016,21:00,22:00,62.0,62.0
4012016,22:00,23:00,61.0,61.0
4012016,23:00,00:00,61.0,61.0
5012016,00:00,01:00,61.0,61.0
5012016,01:00,02:00,61.0,61.0
5012016,02:00,03:00,61.0,61.0
5012016,03:00,04:00,61.0,61.0
5012016,04:00,05:00,61.0,61.0
5012016,05:00,06:00,61.0,61.0
5012016,06:00,07:00,65.5,65.5
5012016,07:00,08:00,78.0,78.0
5012016,08:00,09:00,78.5,78.5
5012016,09:00,10:00,78.5,78.5
5012016,10:00,11:00,78.0,78.0
5012016,11:00,12:00,78.0,78.0
5012016,12:00,13:00,77.5,77.5
5012016,13:00,14:00,77.5,77.5
5012016,14:00,15:00,77.5,77.5
5012016,15:00,16:00,77.5,77.5
5012016,16:00,17:00,77.5,77.5
5012016,17:00,18:00,77.5,77.5
5012016,18:00,19:00,77.5,77.5
5012016,19:00,20:00,78.0,78.0
5012016,20:00,21:00,78.0,78.0
5012016,21:00,22:00,78.0,78.0
5012016,22:00,23:00,78.0,78.0
5012016,23:00,00:00,78.0,78.0
6012016,00:00,01:00,78.0,78.0
6012016,01:00,02:00,78.0,78.0
6012016,02:00,03:00,78.0,78.0
6012016,03:00,04:00,78.0,78.0
6012016,04:00,05:00,78.0,78.0
6012016,05:00,06:00,78.0,78.0
6012016,06:00,07:00,78.0,78.0
6012016,07:00,08:00,78.0,78.0
6012016,08:00,09:00,78.0,78.0
6012016,09:00,10:00,78.0,78.0
6012016,10:00,11:00,78.0,78.0
6012016,11:00,12:00,78.0,78.0
6012016,12:00,13:00,78.0,78.0
6012016,13:00,14:00,78.0,78.0
6012016,14:00,15:00,77.5,77.5
6012016,15:00,16:00,78.0,78.0
6012016,16:00,17:00,78.0,78.0
6012016,17:00,18:00,78.0,78.0
6012016,18:00,19:00,78.0,78.0
6012016,19:00,20:00,78.0,78.0
6012016,20:00,21:00,78.0,78.0
6012016,21:00,22:00,62.5,62.5
6012016,22:00,23:00,62.0,62.0
6012016,23:00,00:00,62.0,62.0
7012016,00:00,01:00,62.0,62.0
7012016,01:00,02:00,62.0,62.0
7012016,02:00,03:00,62.0,62.0
7012016,03:00,04:00,62.0,62.0
7012016,04:00,05:00,62.0,62.0
7012016,05:00,06:00,62.0,62.0
7012016,06:00,07:00,64.0,64.0
7012016,07:00,08:00,77.5,77.5
7012016,08:00,09:00,78.0,78.0
7012016,09:00,10:00,78.0,78.0
7012016,10:00,11:00,78.0,78.0
7012016,11:00,12:00,78.0,78.0
7012016,12:00,13:00,78.0,78.0
7012016,13:00,14:00,77.5,77.5
7012016,14:00,15:00,78.0,78.0
7012016,15:00,16:00,78.0,78.0
7012016,16:00,17:00,78.0,78.0
7012016,17:00,18:00,78.0,78.0
7012016,18:00,19:00,78.5,78.5
7012016,19:00,20:00,77.5,77.5
7012016,20:00,21:00,56.0,56.0
7012016,21:00,22:00,54.5,54.5
7012016,22:00,23:00,54.5,54.5
7012016,23:00,00:00,54.5,54.5
8012016,00:00,01:00,54.5,54.5
8012016,01:00,02:00,54.5,54.5
8012016,02:00,03:00,54.5,54.5
8012016,03:00,04:00,54.5,54.5
8012016,04:00,05:00,54.5,54.5
8012016,05:00,06:00,54.5,54.5
8012016,06:00,07:00,54.5,54.5
8012016,07:00,08:00,54.5,54.5
8012016,08:00,09:00,55.0,55.0
8012016,09:00,10:00,59.5,59.5
8012016,10:00,11:00,59.5,59.5
8012016,11:00,12:00,59.5,59.5
8012016,12:00,13:00,59.5,59.5
8012016,13:00,14:00,59.5,59.5
8012016,14:00,15:00,60.0,60.0
8012016,15:00,16:00,67.5,67.5
8012016,16:00,17:00,75.5,75.5
8012016,17:00,18:00,78.0,78.0
8012016,18:00,19:00,78.5,78.5
8012016,19:00,20:00,78.5,78.5
8012016,20:00,21:00,78.5,78.5
8012016,21:00,22:00,79.0,79.0
8012016,22:00,23:00,78.0,78.0
8012016,23:00,00:00,78.0,78.0
9012016,00:00,01:00,78.0,78.0
9012016,01:00,02:00,78.0,78.0
9012016,02:00,03:00,78.0,78.0
9012016,03:00,04:00,78.0,78.0
9012016,04:00,05:00,78.0,78.0
9012016,05:00,06:00,78.0,78.0
9012016,06:00,07:00,78.0,78.0
9012016,07:00,08:00,78.0,78.0
9012016,08:00,09:00,78.0,78.0
9012016,09:00,10:00,78.0,78.0
9012016,10:00,11:00,78.0,78.0
9012016,11:00,12:00,78.0,78.0
9012016,12:00,13:00,78.0,78.0
9012016,13:00,14:00,78.0,78.0
9012016,14:00,15:00,78.0,78.0
9012016,15:00,16:00,78.0,78.0
9012016,16:00,17:00,78.0,78.0
9012016,17:00,18:00,78.0,78.0
9012016,18:00,19:00,78.5,78.5
9012016,19:00,20:00,78.5,78.5
9012016,20:00,21:00,78.5,78.5
9012016,21:00,22:00,78.0,78.0
9012016,22:00,23:00,78.0,78.0
9012016,23:00,00:00,78.0,78.0
10012016,00:00,01:00,77.5,77.5
10012016,01:00,02:00,78.0,78.0
10012016,02:00,03:00,78.5,78.5
10012016,03:00,04:00,78.5,78.5
10012016,04:00,05:00,78.0,78.0
10012016,05:00,06:00,78.0,78.0
10012016,06:00,07:00,78.0,78.0
10012016,07:00,08:00,78.0,78.0
10012016,08:00,09:00,78.0,78.0
10012016,09:00,10:00,78.0,78.0
10012016,10:00,11:00,77.5,77.5
10012016,11:00,12:00,77.5,77.5
10012016,12:00,13:00,77.0,77.0
10012016,13:00,14:00,77.0,77.0
10012016,14:00,15:00,77.0,77.0
10012016,15:00,16:00,77.0,77.0
10012016,16:00,17:00,77.0,77.0
10012016,17:00,18:00,77.0,77.0
10012016,18:00,19:00,77.5,77.5
10012016,19:00,20:00,77.5,77.5
10012016,20:00,21:00,77.5,77.5
10012016,21:00,22:00,77.5,77.5
10012016,22:00,23:00,77.5,77.5
10012016,23:00,00:00,77.5,77.5
11012016,00:00,01:00,77.5,77.5
11012016,01:00,02:00,77.5,77.5
11012016,02:00,03:00,77.5,77.5
11012016,03:00,04:00,77.5,77.5
11012016,04:00,05:00,77.5,77.5
11012016,05:00,06:00,77.5,77.5
11012016,06:00,07:00,77.5,77.5
11012016,07:00,08:00,77.5,77.5
11012016,08:00,09:00,77.5,77.5
11012016,09:00,10:00,78.0,78.0
11012016,10:00,11:00,78.0,78.0
11012016,11:00,12:00,78.5,78.5
11012016,12:00,13:00,78.0,78.0
11012016,13:00,14:00,78.0,78.0
11012016,14:00,15:00,78.0,78.0
11012016,15:00,16:00,77.5,77.5
11012016,16:00,17:00,77.5,77.5
11012016,17:00,18:00,77.5,77.5
11012016,18:00,19:00,77.5,77.5
11012016,19:00,20:00,77.5,77.5
11012016,20:00,21:00,77.5,77.5
11012016,21:00,22:00,77.5,77.5
11012016,22:00,23:00,77.5,77.5
11012016,23:00,00:00,77.5,77.5
12012016,00:00,01:00,77.5,77.5
12012016,01:00,02:00,78.0,78.0
12012016,02:00,03:00,78.0,78.0
12012016,03:00,04:00,78.0,78.0
12012016,04:00,05:00,78.0,78.0
12012016,05:00,06:00,78.0,78.0
12012016,06:00,07:00,78.0,78.0
12012016,07:00,08:00,78.0,78.0
12012016,08:00,09:00,78.0,78.0
12012016,09:00,10:00,78.0,78.0
12012016,10:00,11:00,78.5,78.5
12012016,11:00,12:00,78.5,78.5
12012016,12:00,13:00,78.0,78.0
12012016,13:00,14:00,78.0,78.0
12012016,14:00,15:00,77.5,77.5
12012016,15:00,16:00,77.5,77.5
12012016,16:00,17:00,78.0,78.0
12012016,17:00,18:00,78.5,78.5
12012016,18:00,19:00,78.5,78.5
12012016,19:00,20:00,78.5,78.5
12012016,20:00,21:00,78.5,78.5
12012016,21:00,22:00,78.5,78.5
12012016,22:00,23:00,78.5,78.5
12012016,23:00,00:00,79.0,79.0
13012016,00:00,01:00,78.5,78.5
13012016,01:00,02:00,78.5,78.5
13012016,02:00,03:00,79.0,79.0
13012016,03:00,04:00,79.0,79.0
13012016,04:00,05:00,78.5,78.5
13012016,05:00,06:00,78.5,78.5
13012016,06:00,07:00,78.5,78.5
13012016,07:00,08:00,78.5,78.5
13012016,08:00,09:00,78.5,78.5
13012016,09:00,10:00,78.5,78.5
13012016,10:00,11:00,78.5,78.5
13012016,11:00,12:00,78.5,78.5
13012016,12:00,13:00,78.5,78.5
13012016,13:00,14:00,78.5,78.5
13012016,14:00,15:00,78.5,78.5
13012016,15:00,16:00,78.5,78.5
13012016,16:00,17:00,79.0,79.0
13012016,17:00,18:00,79.0,79.0
13012016,18:00,19:00,79.0,79.0
13012016,19:00,20:00,79.5,79.5
13012016,20:00,21:00,79.5,79.5
13012016,21:00,22:00,80.0,80.0
13012016,22:00,23:00,80.0,80.0
13012016,23:00,00:00,79.5,79.5
14012016,00:00,01:00,79.5,79.5
14012016,01:00,02:00,79.5,79.5
14012016,02:00,03:00,80.0,80.0
14012016,03:00,04:00,80.5,80.5
14012016,04:00,05:00,80.5,80.5
14012016,05:00,06:00,80.5,80.5
14012016,06:00,07:00,80.5,80.5
14012016,07:00,08:00,80.0,80.0
14012016,08:00,09:00,80.5,80.5
14012016,09:00,10:00,80.5,80.5
14012016,10:00,11:00,80.0,80.0
14012016,11:00,12:00,79.5,79.5
14012016,12:00,13:00,79.0,79.0
14012016,13:00,14:00,78.5,78.5
14012016,14:00,15:00,78.5,78.5
14012016,15:00,16:00,78.5,78.5
14012016,16:00,17:00,78.5,78.5
14012016,17:00,18:00,79.0,79.0
14012016,18:00,19:00,79.5,79.5
14012016,19:00,20:00,79.5,79.5
14012016,20:00,21:00,79.5,79.5
14012016,21:00,22:00,79.5,79.5
14012016,22:00,23:00,79.5,79.5
14012016,23:00,00:00,79.5,79.5
15012016,00:00,01:00,79.5,79.5
15012016,01:00,02:00,79.5,79.5
15012016,02:00,03:00,79.5,79.5
15012016,03:00,04:00,79.5,79.5
15012016,04:00,05:00,79.5,79.5
15012016,05:00,06:00,80.0,80.0
15012016,06:00,07:00,80.0,80.0
15012016,07:00,08:00,80.0,80.0
15012016,08:00,09:00,80.0,80.0
15012016,09:00,10:00,80.0,80.0
15012016,10:00,11:00,79.5,79.5
15012016,11:00,12:00,80.0,80.0
15012016,12:00,13:00,80.0,80.0
15012016,13:00,14:00,80.0,80.0
15012016,14:00,15:00,80.0,80.0
15012016,15:00,16:00,80.0,80.0
15012016,16:00,17:00,79.5,79.5
15012016,17:00,18:00,80.0,80.0
15012016,18:00,19:00,80.0,80.0
15012016,19:00,20:00,80.0,80.0
15012016,20:00,21:00,79.5,79.5
15012016,21:00,22:00,79.5,79.5
15012016,22:00,23:00,79.5,79.5
15012016,23:00,00:00,79.5,79.5
16012016,00:00,01:00,80.0,80.0
16012016,01:00,02:00,80.0,80.0
16012016,02:00,03:00,80.0,80.0
16012016,03:00,04:00,80.0,80.0
16012016,04:00,05:00,80.0,80.0
16012016,05:00,06:00,80.0,80.0
16012016,06:00,07:00,80.0,80.0
16012016,07:00,08:00,80.5,80.5
16012016,08:00,09:00,80.5,80.5
16012016,09:00,10:00,81.0,81.0
16012016,10:00,11:00,80.5,80.5
16012016,11:00,12:00,80.5,80.5
16012016,12:00,13:00,80.0,80.0
16012016,13:00,14:00,80.0,80.0
16012016,14:00,15:00,80.0,80.0
16012016,15:00,16:00,79.5,79.5
16012016,16:00,17:00,79.5,79.5
16012016,17:00,18:00,79.5,79.5
16012016,18:00,19:00,79.5,79.5
16012016,19:00,20:00,80.0,80.0
16012016,20:00,21:00,80.0,80.0
16012016,21:00,22:00,80.5,80.5
16012016,22:00,23:00,81.0,81.0
16012016,23:00,00:00,81.0,81.0
17012016,00:00,01:00,81.0,81.0
17012016,01:00,02:00,81.0,81.0
17012016,02:00,03:00,81.0,81.0
17012016,03:00,04:00,81.0,81.0
17012016,04:00,05:00,81.0,81.0
17012016,05:00,06:00,81.0,81.0
17012016,06:00,07:00,81.0,81.0
17012016,07:00,08:00,81.0,81.0
17012016,08:00,09:00,81.0,81.0
17012016,09:00,10:00,81.0,81.0
17012016,10:00,11:00,81.0,81.0
17012016,11:00,12:00,81.0,81.0
17012016,12:00,13:00,81.0,81.0
17012016,13:00,14:00,81.0,81.0
17012016,14:00,15:00,81.0,81.0
17012016,15:00,16:00,81.0,81.0
17012016,16:00,17:00,81.0,81.0
17012016,17:00,18:00,81.0,81.0
17012016,18:00,19:00,81.0,81.0
17012016,19:00,20:00,81.0,81.0
17012016,20:00,21:00,81.0,81.0
17012016,21:00,22:00,81.0,81.0
17012016,22:00,23:00,81.5,81.5
17012016,23:00,00:00,81.5,81.5
18012016,00:00,01:00,81.5,81.5
18012016,01:00,02:00,82.0,82.0
18012016,02:00,03:00,82.0,82.0
18012016,03:00,04:00,82.5,82.5
18012016,04:00,05:00,82.5,82.5
18012016,05:00,06:00,82.5,82.5
18012016,06:00,07:00,82.0,82.0
18012016,07:00,08:00,82.0,82.0
18012016,08:00,09:00,82.0,82.0
18012016,09:00,10:00,82.0,82.0
18012016,10:00,11:00,82.0,82.0
18012016,11:00,12:00,81.5,81.5
18012016,12:00,13:00,82.0,82.0
18012016,13:00,14:00,81.5,81.5
18012016,14:00,15:00,81.5,81.5
18012016,15:00,16:00,81.5,81.5
18012016,16:00,17:00,82.0,82.0
18012016,17:00,18:00,82.0,82.0
18012016,18:00,19:00,82.0,82.0
18012016,19:00,20:00,82.0,82.0
18012016,20:00,21:00,82.0,82.0
18012016,21:00,22:00,82.0,82.0
18012016,22:00,23:00,81.5,81.5
18012016,23:00,00:00,82.0,82.0
19012016,00:00,01:00,82.0,82.0
19012016,01:00,02:00,82.5,82.5
19012016,02:00,03:00,82.0,82.0
19012016,03:00,04:00,82.0,82.0
19012016,04:00,05:00,82.0,82.0
19012016,05:00,06:00,82.0,82.0
19012016,06:00,07:00,82.0,82.0
19012016,07:00,08:00,82.5,82.5
19012016,08:00,09:00,82.0,82.0
19012016,09:00,10:00,82.0,82.0
19012016,10:00,11:00,82.0,82.0
19012016,11:00,12:00,82.0,82.0
19012016,12:00,13:00,82.0,82.0
19012016,13:00,14:00,82.0,82.0
19012016,14:00,15:00,82.0,82.0
19012016,15:00,16:00,82.0,82.0
19012016,16:00,17:00,82.0,82.0
19012016,17:00,18:00,82.0,82.0
19012016,18:00,19:00,82.0,82.0
19012016,19:00,20:00,82.0,82.0
19012016,20:00,21:00,82.0,82.0
19012016,21:00,22:00,82.0,82.0
19012016,22:00,23:00,82.0,82.0
19012016,23:00,00:00,82.0,82.0
20012016,00:00,01:00,82.0,82.0
20012016,01:00,02:00,82.0,82.0
20012016,02:00,03:00,82.0,82.0
20012016,03:00,04:00,82.0,82.0
20012016,04:00,05:00,82.0,82.0
20012016,05:00,06:00,82.0,82.0
20012016,06:00,07:00,82.5,82.5
20012016,07:00,08:00,82.5,82.5
20012016,08:00,09:00,82.5,82.5
20012016,09:00,10:00,82.5,82.5
20012016,10:00,11:00,82.5,82.5
20012016,11:00,12:00,82.5,82.5
20012016,12:00,13:00,82.5,82.5
20012016,13:00,14:00,82.0,82.0
20012016,14:00,15:00,81.5,81.5
20012016,15:00,16:00,81.5,81.5
20012016,16:00,17:00,81.0,81.0
20012016,17:00,18:00,81.0,81.0
20012016,18:00,19:00,81.5,81.5
20012016,19:00,20:00,81.5,81.5
20012016,20:00,21:00,81.5,81.5
20012016,21:00,22:00,81.5,81.5
20012016,22:00,23:00,81.5,81.5
20012016,23:00,00:00,81.5,81.5
21012016,00:00,01:00,81.5,81.5
21012016,01:00,02:00,81.5,81.5
21012016,02:00,03:00,81.5,81.5
21012016,03:00,04:00,81.5,81.5
21012016,04:00,05:00,81.5,81.5
21012016,05:00,06:00,81.5,81.5
21012016,06:00,07:00,81.5,81.5
21012016,07:00,08:00,81.5,81.5
21012016,08:00,09:00,81.5,81.5
21012016,09:00,10:00,81.5,81.5
21012016,10:00,11:00,81.5,81.5
21012016,11:00,12:00,81.0,81.0
21012016,12:00,13:00,81.0,81.0
21012016,13:00,14:00,80.5,80.5
21012016,14:00,15:00,80.5,80.5
21012016,15:00,16:00,80.0,80.0
21012016,16:00,17:00,80.0,80.0
21012016,17:00,18:00,80.5,80.5
21012016,18:00,19:00,80.5,80.5
21012016,19:00,20:00,81.0,81.0
21012016,20:00,21:00,81.5,81.5
21012016,21:00,22:00,81.0,81.0
21012016,22:00,23:00,81.0,81.0
21012016,23:00,00:00,81.5,81.5
22012016,00:00,01:00,81.5,81.5
22012016,01:00,02:00,81.5,81.5
22012016,02:00,03:00,81.0,81.0
22012016,03:00,04:00,81.5,81.5
22012016,04:00,05:00,81.5,81.5
22012016,05:00,06:00,81.5,81.5
22012016,06:00,07:00,81.5,81.5
22012016,07:00,08:00,82.0,82.0
22012016,08:00,09:00,82.0,82.0
22012016,09:00,10:00,82.0,82.0
22012016,10:00,11:00,82.0,82.0
22012016,11:00,12:00,82.0,82.0
22012016,12:00,13:00,82.0,82.0
22012016,13:00,14:00,81.5,81.5
22012016,14:00,15:00,81.5,81.5
22012016,15:00,16:00,81.5,81.5
22012016,16:00,17:00,82.0,82.0
22012016,17:00,18:00,82.0,82.0
22012016,18:00,19:00,82.0,82.0
22012016,19:00,20:00,82.0,82.0
22012016,20:00,21:00,82.0,82.0
22012016,21:00,22:00,82.0,82.0
22012016,22:00,23:00,81.5,81.5
22012016,23:00,00:00,81.0,81.0
23012016,00:00,01:00,81.0,81.0
23012016,01:00,02:00,81.0,81.0
23012016,02:00,03:00,81.0,81.0
23012016,03:00,04:00,81.0,81.0
23012016,04:00,05:00,81.0,81.0
23012016,05:00,06:00,80.5,80.5
23012016,06:00,07:00,80.0,80.0
23012016,07:00,08:00,79.5,79.5
23012016,08:00,09:00,79.5,79.5
23012016,09:00,10:00,79.5,79.5
23012016,10:00,11:00,79.5,79.5
23012016,11:00,12:00,79.0,79.0
23012016,12:00,13:00,78.5,78.5
23012016,13:00,14:00,78.0,78.0
23012016,14:00,15:00,78.0,78.0
23012016,15:00,16:00,78.0,78.0
23012016,16:00,17:00,78.0,78.0
23012016,17:00,18:00,78.5,78.5
23012016,18:00,19:00,78.5,78.5
23012016,19:00,20:00,79.0,79.0
23012016,20:00,21:00,79.5,79.5
23012016,21:00,22:00,79.5,79.5
23012016,22:00,23:00,79.5,79.5
23012016,23:00,00:00,79.5,79.5
24012016,00:00,01:00,80.0,80.0
24012016,01:00,02:00,80.5,80.5
24012016,02:00,03:00,80.5,80.5
24012016,03:00,04:00,80.0,80.0
24012016,04:00,05:00,80.0,80.0
24012016,05:00,06:00,80.5,80.5
24012016,06:00,07:00,80.5,80.5
24012016,07:00,08:00,80.5,80.5
24012016,08:00,09:00,80.5,80.5
24012016,09:00,10:00,81.0,81.0
24012016,10:00,11:00,80.5,80.5
24012016,11:00,12:00,80.5,80.5
24012016,12:00,13:00,80.0,80.0
24012016,13:00,14:00,79.5,79.5
24012016,14:00,15:00,79.0,79.0
24012016,15:00,16:00,79.0,79.0
24012016,16:00,17:00,78.5,78.5
24012016,17:00,18:00,78.5,78.5
24012016,18:00,19:00,78.5,78.5
24012016,19:00,20:00,78.5,78.5
24012016,20:00,21:00,78.5,78.5
24012016,21:00,22:00,79.0,79.0
24012016,22:00,23:00,79.0,79.0
24012016,23:00,00:00,79.0,79.0
25012016,00:00,01:00,78.5,78.5
25012016,01:00,02:00,78.5,78.5
25012016,02:00,03:00,78.5,78.5
25012016,03:00,04:00,78.5,78.5
25012016,04:00,05:00,78.5,78.5
25012016,05:00,06:00,78.5,78.5
25012016,06:00,07:00,78.5,78.5
25012016,07:00,08:00,78.5,78.5
25012016,08:00,09:00,78.5,78.5
25012016,09:00,10:00,78.0,78.0
25012016,10:00,11:00,78.0,78.0
25012016,11:00,12:00,77.5,77.5
25012016,12:00,13:00,77.0,77.0
25012016,13:00,14:00,76.5,76.5
25012016,14:00,15:00,76.5,76.5
25012016,15:00,16:00,76.0,76.0
25012016,16:00,17:00,76.0,76.0
25012016,17:00,18:00,76.5,76.5
25012016,18:00,19:00,76.5,76.5
25012016,19:00,20:00,77.0,77.0
25012016,20:00,21:00,77.0,77.0
25012016,21:00,22:00,77.5,77.5
25012016,22:00,23:00,78.0,78.0
25012016,23:00,00:00,78.0,78.0
26012016,00:00,01:00,78.0,78.0
26012016,01:00,02:00,78.0,78.0
26012016,02:00,03:00,78.5,78.5
26012016,03:00,04:00,78.0,78.0
26012016,04:00,05:00,78.0,78.0
26012016,05:00,06:00,78.0,78.0
26012016,06:00,07:00,78.0,78.0
26012016,07:00,08:00,78.0,78.0
26012016,08:00,09:00,78.0,78.0
26012016,09:00,10:00,78.0,78.0
26012016,10:00,11:00,77.5,77.5
26012016,11:00,12:00,77.0,77.0
26012016,12:00,13:00,76.5,76.5
26012016,13:00,14:00,75.5,75.5
26012016,14:00,15:00,75.0,75.0
26012016,15:00,16:00,75.0,75.0
26012016,16:00,17:00,75.0,75.0
26012016,17:00,18:00,75.5,75.5
26012016,18:00,19:00,76.0,76.0
26012016,19:00,20:00,76.0,76.0
26012016,20:00,21:00,76.5,76.5
26012016,21:00,22:00,76.5,76.5
26012016,22:00,23:00,76.5,76.5
26012016,23:00,00:00,76.5,76.5
27012016,00:00,01:00,76.5,76.5
27012016,01:00,02:00,76.5,76.5
27012016,02:00,03:00,76.5,76.5
27012016,03:00,04:00,76.5,76.5
27012016,04:00,05:00,76.5,76.5
27012016,05:00,06:00,76.5,76.5
27012016,06:00,07:00,76.5,76.5
27012016,07:00,08:00,76.5,76.5
27012016,08:00,09:00,76.5,76.5
27012016,09:00,10:00,76.5,76.5
27012016,10:00,11:00,76.5,76.5
27012016,11:00,12:00,76.0,76.0
27012016,12:00,13:00,75.5,75.5
27012016,13:00,14:00,75.0,75.0
27012016,14:00,15:00,75.0,75.0
27012016,15:00,16:00,75.0,75.0
27012016,16:00,17:00,75.0,75.0
27012016,17:00,18:00,75.0,75.0
27012016,18:00,19:00,75.0,75.0
27012016,19:00,20:00,75.0,75.0
27012016,20:00,21:00,75.0,75.0
27012016,21:00,22:00,75.0,75.0
27012016,22:00,23:00,75.5,75.5
27012016,23:00,00:00,75.5,75.5
28012016,00:00,01:00,75.5,75.5
28012016,01:00,02:00,75.5,75.5
28012016,02:00,03:00,75.5,75.5
28012016,03:00,04:00,75.5,75.5
28012016,04:00,05:00,75.5,75.5
28012016,05:00,06:00,75.5,75.5
28012016,06:00,07:00,75.5,75.5
28012016,07:00,08:00,76.0,76.0
28012016,08:00,09:00,76.5,76.5
28012016,09:00,10:00,76.5,76.5
28012016,10:00,11:00,77.0,77.0
28012016,11:00,12:00,77.0,77.0
28012016,12:00,13:00,77.0,77.0
28012016,13:00,14:00,77.5,77.5
28012016,14:00,15:00,77.5,77.5
28012016,15:00,16:00,77.0,77.0
28012016,16:00,17:00,77.5,77.5
28012016,17:00,18:00,77.5,77.5
28012016,18:00,19:00,77.5,77.5
28012016,19:00,20:00,77.5,77.5
28012016,20:00,21:00,77.5,77.5
28012016,21:00,22:00,78.0,78.0
28012016,22:00,23:00,78.0,78.0
28012016,23:00,00:00,78.0,78.0
29012016,00:00,01:00,78.0,78.0
29012016,01:00,02:00,,
29012016,02:00,03:00,,
29012016,03:00,04:00,,
29012016,04:00,05:00,,
29012016,05:00,06:00,,
29012016,06:00,07:00,,
29012016,07:00,08:00,,
29012016,08:00,09:00,,
29012016,09:00,10:00,,
29012016,10:00,11:00,,
29012016,11:00,12:00,,
29012016,12:00,13:00,,
29012016,13:00,14:00,,
29012016,14:00,15:00,,
29012016,15:00,16:00,,
29012016,16:00,17:00,,
29012016,17:00,18:00,,
29012016,18:00,19:00,,
29012016,19:00,20:00,,
29012016,20:00,21:00,,
29012016,21:00,22:00,,
29012016,22:00,23:00,,
29012016,23:00,00:00,,
30012016,00:00,01:00,,
30012016,01:00,02:00,,
30012016,02:00,03:00,,
30012016,03:00,04:00,,
30012016,04:00,05:00,,
30012016,05:00,06:00,,
30012016,06:00,07:00,,
30012016,07:00,08:00,,
30012016,08:00,09:00,,
30012016,09:00,10:00,,
30012016,10:00,11:00,,
30012016,11:00,12:00,,
