date,start,end,11WD8LIPD1L---R6,11WD8LIPD1L---S4
1012019,00:00,01:00,489,0
1012019,01:00,02:00,477,0
1012019,02:00,03:00,469,0
1012019,03:00,04:00,467,0
1012019,04:00,05:00,462,0
1012019,05:00,06:00,452,0
1012019,06:00,07:00,451,0
1012019,07:00,08:00,448,0
1012019,08:00,09:00,449,0
1012019,09:00,10:00,451,0
1012019,10:00,11:00,452,0
1012019,11:00,12:00,451,0
1012019,12:00,13:00,454,0
1012019,13:00,14:00,455,0
1012019,14:00,15:00,482,0
1012019,15:00,16:00,475,0
1012019,16:00,17:00,446,0
1012019,17:00,18:00,446,0
1012019,18:00,19:00,446,0
1012019,19:00,20:00,446,0
1012019,20:00,21:00,448,0
1012019,21:00,22:00,444,0
1012019,22:00,23:00,445,0
1012019,23:00,00:00,444,0
2012019,00:00,01:00,446,0
2012019,01:00,02:00,450,0
2012019,02:00,03:00,445,0
2012019,03:00,04:00,446,0
2012019,04:00,05:00,447,0
2012019,05:00,06:00,453,0
2012019,06:00,07:00,452,0
2012019,07:00,08:00,466,0
2012019,08:00,09:00,588,0
2012019,09:00,10:00,608,0
2012019,10:00,11:00,777,0
2012019,11:00,12:00,806,0
2012019,12:00,13:00,753,0
2012019,13:00,14:00,726,0
2012019,14:00,15:00,822,0
2012019,15:00,16:00,807,0
2012019,16:00,17:00,820,0
2012019,17:00,18:00,828,0
2012019,18:00,19:00,830,118
2012019,19:00,20:00,727,475
2012019,20:00,21:00,792,610
2012019,21:00,22:00,749,746
2012019,22:00,23:00,819,816
2012019,23:00,00:00,846,839
3012019,00:00,01:00,869,857
3012019,01:00,02:00,868,855
3012019,02:00,03:00,867,852
3012019,03:00,04:00,869,851
3012019,04:00,05:00,868,854
3012019,05:00,06:00,857,854
3012019,06:00,07:00,863,853
3012019,07:00,08:00,840,854
3012019,08:00,09:00,869,853
3012019,09:00,10:00,870,853
3012019,10:00,11:00,871,855
3012019,11:00,12:00,868,854
3012019,12:00,13:00,868,853
3012019,13:00,14:00,871,852
3012019,14:00,15:00,869,854
3012019,15:00,16:00,869,854
3012019,16:00,17:00,867,853
3012019,17:00,18:00,868,852
3012019,18:00,19:00,869,853
3012019,19:00,20:00,869,853
3012019,20:00,21:00,868,854
3012019,21:00,22:00,866,854
3012019,22:00,23:00,868,853
3012019,23:00,00:00,867,855
4012019,00:00,01:00,870,856
4012019,01:00,02:00,871,857
4012019,02:00,03:00,870,857
4012019,03:00,04:00,871,857
4012019,04:00,05:00,870,858
4012019,05:00,06:00,868,856
4012019,06:00,07:00,868,856
4012019,07:00,08:00,864,856
4012019,08:00,09:00,869,855
4012019,09:00,10:00,860,845
4012019,10:00,11:00,753,748
4012019,11:00,12:00,754,747
4012019,12:00,13:00,752,747
4012019,13:00,14:00,755,748
4012019,14:00,15:00,755,748
4012019,15:00,16:00,757,749
4012019,16:00,17:00,754,746
4012019,17:00,18:00,750,749
4012019,18:00,19:00,751,748
4012019,19:00,20:00,751,745
4012019,20:00,21:00,753,745
4012019,21:00,22:00,754,748
4012019,22:00,23:00,752,748
4012019,23:00,00:00,721,674
5012019,00:00,01:00,462,455
5012019,01:00,02:00,457,334
5012019,02:00,03:00,437,287
5012019,03:00,04:00,436,288
5012019,04:00,05:00,437,288
5012019,05:00,06:00,437,320
5012019,06:00,07:00,448,421
5012019,07:00,08:00,682,662
5012019,08:00,09:00,760,756
5012019,09:00,10:00,738,737
5012019,10:00,11:00,742,738
5012019,11:00,12:00,751,740
5012019,12:00,13:00,819,809
5012019,13:00,14:00,862,858
5012019,14:00,15:00,863,857
5012019,15:00,16:00,864,859
5012019,16:00,17:00,864,857
5012019,17:00,18:00,861,857
5012019,18:00,19:00,862,856
5012019,19:00,20:00,862,854
5012019,20:00,21:00,863,854
5012019,21:00,22:00,864,854
5012019,22:00,23:00,864,855
5012019,23:00,00:00,865,854
6012019,00:00,01:00,864,858
6012019,01:00,02:00,862,857
6012019,02:00,03:00,866,859
6012019,03:00,04:00,865,859
6012019,04:00,05:00,863,858
6012019,05:00,06:00,865,855
6012019,06:00,07:00,864,857
6012019,07:00,08:00,864,856
6012019,08:00,09:00,864,856
6012019,09:00,10:00,865,856
6012019,10:00,11:00,865,857
6012019,11:00,12:00,865,856
6012019,12:00,13:00,866,858
6012019,13:00,14:00,864,855
6012019,14:00,15:00,866,857
6012019,15:00,16:00,866,857
6012019,16:00,17:00,866,856
6012019,17:00,18:00,867,856
6012019,18:00,19:00,866,856
6012019,19:00,20:00,867,856
6012019,20:00,21:00,866,857
6012019,21:00,22:00,867,856
6012019,22:00,23:00,867,857
6012019,23:00,00:00,866,858
7012019,00:00,01:00,861,860
7012019,01:00,02:00,862,859
7012019,02:00,03:00,868,860
7012019,03:00,04:00,868,860
7012019,04:00,05:00,869,860
7012019,05:00,06:00,864,858
7012019,06:00,07:00,867,858
7012019,07:00,08:00,869,855
7012019,08:00,09:00,868,857
7012019,09:00,10:00,868,855
7012019,10:00,11:00,869,856
7012019,11:00,12:00,869,856
7012019,12:00,13:00,869,855
7012019,13:00,14:00,869,858
7012019,14:00,15:00,869,856
7012019,15:00,16:00,869,856
7012019,16:00,17:00,867,857
7012019,17:00,18:00,866,856
7012019,18:00,19:00,834,829
7012019,19:00,20:00,625,617
7012019,20:00,21:00,495,510
7012019,21:00,22:00,495,471
7012019,22:00,23:00,499,79
7012019,23:00,00:00,507,0
8012019,00:00,01:00,465,0
8012019,01:00,02:00,462,0
8012019,02:00,03:00,462,0
8012019,03:00,04:00,461,0
8012019,04:00,05:00,456,0
8012019,05:00,06:00,456,0
8012019,06:00,07:00,458,0
8012019,07:00,08:00,457,0
8012019,08:00,09:00,458,0
8012019,09:00,10:00,456,0
8012019,10:00,11:00,456,0
8012019,11:00,12:00,457,0
8012019,12:00,13:00,457,0
8012019,13:00,14:00,457,0
8012019,14:00,15:00,456,0
8012019,15:00,16:00,456,0
8012019,16:00,17:00,458,0
8012019,17:00,18:00,456,0
8012019,18:00,19:00,457,0
8012019,19:00,20:00,456,0
8012019,20:00,21:00,458,0
8012019,21:00,22:00,456,0
8012019,22:00,23:00,457,0
8012019,23:00,00:00,454,0
9012019,00:00,01:00,459,0
9012019,01:00,02:00,455,0
9012019,02:00,03:00,458,0
9012019,03:00,04:00,457,0
9012019,04:00,05:00,458,0
9012019,05:00,06:00,470,0
9012019,06:00,07:00,489,0
9012019,07:00,08:00,607,0
9012019,08:00,09:00,760,0
9012019,09:00,10:00,841,0
9012019,10:00,11:00,844,0
9012019,11:00,12:00,786,0
9012019,12:00,13:00,754,0
9012019,13:00,14:00,819,0
9012019,14:00,15:00,789,0
9012019,15:00,16:00,814,0
9012019,16:00,17:00,831,0
9012019,17:00,18:00,833,0
9012019,18:00,19:00,836,0
9012019,19:00,20:00,838,0
9012019,20:00,21:00,841,0
9012019,21:00,22:00,839,0
9012019,22:00,23:00,838,0
9012019,23:00,00:00,814,0
10012019,00:00,01:00,848,0
10012019,01:00,02:00,847,0
10012019,02:00,03:00,853,0
10012019,03:00,04:00,853,0
10012019,04:00,05:00,831,0
10012019,05:00,06:00,843,0
10012019,06:00,07:00,849,0
10012019,07:00,08:00,849,0
10012019,08:00,09:00,849,0
10012019,09:00,10:00,849,0
10012019,10:00,11:00,848,0
10012019,11:00,12:00,850,0
10012019,12:00,13:00,848,0
10012019,13:00,14:00,852,0
10012019,14:00,15:00,853,0
10012019,15:00,16:00,850,0
10012019,16:00,17:00,851,0
10012019,17:00,18:00,847,0
10012019,18:00,19:00,847,0
10012019,19:00,20:00,848,0
10012019,20:00,21:00,849,0
10012019,21:00,22:00,847,0
10012019,22:00,23:00,852,0
10012019,23:00,00:00,855,0
11012019,00:00,01:00,859,0
11012019,01:00,02:00,853,0
11012019,02:00,03:00,851,0
11012019,03:00,04:00,853,0
11012019,04:00,05:00,855,0
11012019,05:00,06:00,846,0
11012019,06:00,07:00,845,0
11012019,07:00,08:00,843,0
11012019,08:00,09:00,844,0
11012019,09:00,10:00,843,0
11012019,10:00,11:00,841,0
11012019,11:00,12:00,840,0
11012019,12:00,13:00,837,0
11012019,13:00,14:00,843,0
11012019,14:00,15:00,841,0
11012019,15:00,16:00,841,0
11012019,16:00,17:00,843,0
11012019,17:00,18:00,841,0
11012019,18:00,19:00,842,0
11012019,19:00,20:00,842,0
11012019,20:00,21:00,849,0
11012019,21:00,22:00,846,0
11012019,22:00,23:00,851,0
11012019,23:00,00:00,859,0
12012019,00:00,01:00,857,0
12012019,01:00,02:00,857,0
12012019,02:00,03:00,856,0
12012019,03:00,04:00,855,0
12012019,04:00,05:00,855,0
12012019,05:00,06:00,849,0
12012019,06:00,07:00,628,0
12012019,07:00,08:00,512,0
12012019,08:00,09:00,514,0
12012019,09:00,10:00,642,0
12012019,10:00,11:00,646,0
12012019,11:00,12:00,645,0
12012019,12:00,13:00,646,0
12012019,13:00,14:00,645,0
12012019,14:00,15:00,647,0
12012019,15:00,16:00,646,0
12012019,16:00,17:00,645,0
12012019,17:00,18:00,647,0
12012019,18:00,19:00,643,0
12012019,19:00,20:00,626,0
12012019,20:00,21:00,465,0
12012019,21:00,22:00,509,0
12012019,22:00,23:00,608,0
12012019,23:00,00:00,512,0
13012019,00:00,01:00,444,0
13012019,01:00,02:00,446,0
13012019,02:00,03:00,455,0
13012019,03:00,04:00,573,0
13012019,04:00,05:00,521,0
13012019,05:00,06:00,461,0
13012019,06:00,07:00,494,0
13012019,07:00,08:00,460,0
13012019,08:00,09:00,447,0
13012019,09:00,10:00,446,0
13012019,10:00,11:00,455,0
13012019,11:00,12:00,609,0
13012019,12:00,13:00,519,0
13012019,13:00,14:00,448,0
13012019,14:00,15:00,445,0
13012019,15:00,16:00,446,0
13012019,16:00,17:00,447,0
13012019,17:00,18:00,447,0
13012019,18:00,19:00,446,0
13012019,19:00,20:00,445,0
13012019,20:00,21:00,446,0
13012019,21:00,22:00,445,0
13012019,22:00,23:00,445,0
13012019,23:00,00:00,445,0
14012019,00:00,01:00,444,0
14012019,01:00,02:00,445,0
14012019,02:00,03:00,445,0
14012019,03:00,04:00,447,0
14012019,04:00,05:00,446,0
14012019,05:00,06:00,444,0
14012019,06:00,07:00,491,0
14012019,07:00,08:00,445,0
14012019,08:00,09:00,451,0
14012019,09:00,10:00,520,0
14012019,10:00,11:00,446,0
14012019,11:00,12:00,446,0
14012019,12:00,13:00,446,0
14012019,13:00,14:00,447,0
14012019,14:00,15:00,446,0
14012019,15:00,16:00,446,0
14012019,16:00,17:00,448,0
14012019,17:00,18:00,471,0
14012019,18:00,19:00,445,0
14012019,19:00,20:00,473,0
14012019,20:00,21:00,566,0
14012019,21:00,22:00,477,0
14012019,22:00,23:00,488,0
14012019,23:00,00:00,488,0
15012019,00:00,01:00,601,0
15012019,01:00,02:00,492,0
15012019,02:00,03:00,493,0
15012019,03:00,04:00,489,0
15012019,04:00,05:00,443,0
15012019,05:00,06:00,451,0
15012019,06:00,07:00,450,0
15012019,07:00,08:00,454,0
15012019,08:00,09:00,534,0
15012019,09:00,10:00,498,0
15012019,10:00,11:00,575,0
15012019,11:00,12:00,651,0
15012019,12:00,13:00,738,0
15012019,13:00,14:00,777,0
15012019,14:00,15:00,532,0
15012019,15:00,16:00,510,0
15012019,16:00,17:00,467,0
15012019,17:00,18:00,448,0
15012019,18:00,19:00,451,0
15012019,19:00,20:00,449,0
15012019,20:00,21:00,451,0
15012019,21:00,22:00,448,0
15012019,22:00,23:00,450,0
15012019,23:00,00:00,451,0
16012019,00:00,01:00,602,0
16012019,01:00,02:00,493,0
16012019,02:00,03:00,497,0
16012019,03:00,04:00,495,0
16012019,04:00,05:00,493,0
16012019,05:00,06:00,497,0
16012019,06:00,07:00,654,0
