Timestamp,11WD7NEUR2B--A-T,11WD7NEUR1B--B-X,11WD7NEUR1B--C-U,11WD7NEUR1B--D-R,11WD7NEUR1B--E-O,11WD7NEUR1B--F-L,11WD7NEUR1B--G-I
2022-01-02 11:00:00,180.0,,,0.0,0.0,469.0,0.0
2022-01-02 12:00:00,185.0,,,0.0,0.0,471.0,0.0
2022-01-02 13:00:00,187.0,,,0.0,0.0,470.0,0.0
2022-01-02 14:00:00,187.0,,,0.0,0.0,469.0,0.0
2022-01-02 15:00:00,186.0,,,0.0,0.0,470.0,0.0
2022-01-02 16:00:00,180.0,,,0.0,0.0,470.0,0.0
2022-01-02 17:00:00,182.0,,,0.0,0.0,475.0,0.0
2022-01-02 18:00:00,182.0,,,0.0,0.0,477.0,0.0
2022-01-02 19:00:00,182.0,,,0.0,0.0,473.0,0.0
2022-01-02 20:00:00,182.0,,,0.0,0.0,475.0,0.0
2022-01-02 21:00:00,182.0,,,0.0,0.0,475.0,0.0
2022-01-02 22:00:00,182.0,,,0.0,0.0,476.0,0.0
2022-01-02 23:00:00,182.0,,,0.0,0.0,473.0,0.0
2022-01-03 00:00:00,181.0,,,0.0,0.0,495.0,0.0
2022-01-03 01:00:00,182.0,,,0.0,0.0,691.0,0.0
2022-01-03 02:00:00,182.0,,,0.0,0.0,696.0,0.0
2022-01-03 03:00:00,183.0,,,0.0,0.0,700.0,0.0
2022-01-03 04:00:00,182.0,,,0.0,0.0,695.0,0.0
2022-01-03 05:00:00,182.0,,,0.0,0.0,694.0,77.0
2022-01-03 06:00:00,182.0,,,0.0,0.0,695.0,417.0
2022-01-03 07:00:00,188.0,,,0.0,0.0,707.0,490.0
2022-01-03 08:00:00,239.0,,,0.0,0.0,983.0,675.0
2022-01-03 09:00:00,274.0,,,0.0,0.0,1044.0,963.0
2022-01-03 10:00:00,284.0,,,0.0,0.0,1044.0,1053.0
2022-01-03 11:00:00,274.0,,,0.0,0.0,1040.0,1054.0
2022-01-03 12:00:00,207.0,,,0.0,0.0,1041.0,1050.0
2022-01-03 13:00:00,239.0,,,0.0,0.0,1036.0,1052.0
2022-01-03 14:00:00,285.0,,,0.0,0.0,1042.0,1051.0
2022-01-03 15:00:00,286.0,,,0.0,0.0,1043.0,1059.0
2022-01-03 16:00:00,287.0,,,0.0,0.0,1050.0,1059.0
2022-01-03 17:00:00,288.0,,,0.0,0.0,1048.0,1063.0
2022-01-03 18:00:00,284.0,,,0.0,0.0,1051.0,1067.0
2022-01-03 19:00:00,285.0,,,0.0,0.0,1056.0,1065.0
2022-01-03 20:00:00,286.0,,,0.0,0.0,1048.0,1066.0
2022-01-03 21:00:00,282.0,,,0.0,0.0,1051.0,1064.0
2022-01-03 22:00:00,283.0,,,0.0,0.0,1050.0,1064.0
2022-01-03 23:00:00,283.0,,,0.0,0.0,1050.0,1061.0
2022-01-04 00:00:00,283.0,,,0.0,0.0,1050.0,1064.0
2022-01-04 01:00:00,283.0,,,0.0,0.0,1053.0,1065.0
2022-01-04 02:00:00,277.0,,,0.0,0.0,1055.0,1059.0
2022-01-04 03:00:00,272.0,,,0.0,0.0,1053.0,1062.0
2022-01-04 04:00:00,276.0,,,0.0,0.0,1046.0,1064.0
2022-01-04 05:00:00,282.0,,,0.0,0.0,1047.0,1066.0
2022-01-04 06:00:00,283.0,,,0.0,0.0,1046.0,1063.0
2022-01-04 07:00:00,281.0,,,0.0,0.0,1040.0,1062.0
2022-01-04 08:00:00,283.0,,,0.0,0.0,1050.0,1061.0
2022-01-04 09:00:00,285.0,,,0.0,0.0,1044.0,1066.0
2022-01-04 10:00:00,284.0,,,0.0,0.0,1044.0,1064.0
2022-01-04 11:00:00,287.0,,,115.0,0.0,1045.0,1059.0
2022-01-04 12:00:00,287.0,,,261.0,0.0,1045.0,1062.0
2022-01-04 13:00:00,287.0,,,308.0,0.0,1046.0,1065.0
2022-01-04 14:00:00,288.0,,,375.0,0.0,1050.0,1063.0
2022-01-04 15:00:00,290.0,,,538.0,0.0,1047.0,1064.0
2022-01-04 16:00:00,290.0,,,551.0,0.0,1050.0,1062.0
2022-01-04 17:00:00,290.0,,,599.0,0.0,1057.0,1071.0
2022-01-04 18:00:00,290.0,,,585.0,0.0,1056.0,1065.0
2022-01-04 19:00:00,291.0,,,574.0,0.0,1058.0,1070.0
2022-01-04 20:00:00,290.0,,,563.0,0.0,1052.0,1067.0
2022-01-04 21:00:00,280.0,,,559.0,25.0,1053.0,1066.0
2022-01-04 22:00:00,280.0,,,555.0,194.0,1049.0,1073.0
2022-01-04 23:00:00,287.0,,,532.0,446.0,1056.0,1068.0
2022-01-05 00:00:00,291.0,,,534.0,532.0,1058.0,1073.0
2022-01-05 01:00:00,253.0,,,528.0,555.0,1056.0,1076.0
2022-01-05 02:00:00,172.0,,,453.0,549.0,1053.0,1074.0
2022-01-05 03:00:00,170.0,,,299.0,553.0,1053.0,1072.0
2022-01-05 04:00:00,170.0,,,272.0,566.0,1054.0,1072.0
2022-01-05 05:00:00,215.0,,,378.0,598.0,1051.0,1075.0
2022-01-05 06:00:00,284.0,,,542.0,526.0,1056.0,1072.0
2022-01-05 07:00:00,285.0,,,539.0,500.0,1051.0,1065.0
2022-01-05 08:00:00,286.0,,,540.0,507.0,1058.0,1067.0
2022-01-05 09:00:00,286.0,,,535.0,519.0,1058.0,1070.0
2022-01-05 10:00:00,285.0,,,482.0,517.0,1053.0,1066.0
2022-01-05 11:00:00,286.0,,,451.0,515.0,1054.0,1070.0
2022-01-05 12:00:00,286.0,,,414.0,569.0,1053.0,1069.0
2022-01-05 13:00:00,286.0,,,411.0,112.0,1056.0,1070.0
2022-01-05 14:00:00,286.0,,,411.0,0.0,1051.0,1061.0
2022-01-05 15:00:00,286.0,,,410.0,0.0,1054.0,1063.0
2022-01-05 16:00:00,285.0,,,440.0,0.0,1049.0,1066.0
2022-01-05 17:00:00,286.0,,,466.0,0.0,1053.0,1071.0
2022-01-05 18:00:00,286.0,,,494.0,0.0,1052.0,1067.0
2022-01-05 19:00:00,287.0,,,527.0,0.0,1056.0,1068.0
2022-01-05 20:00:00,291.0,,,543.0,0.0,1061.0,1066.0
2022-01-05 21:00:00,291.0,,,563.0,0.0,1039.0,1064.0
2022-01-05 22:00:00,291.0,,,549.0,0.0,1048.0,1069.0
2022-01-05 23:00:00,290.0,,,549.0,0.0,1044.0,1065.0
2022-01-06 00:00:00,290.0,,,549.0,0.0,1049.0,1060.0
2022-01-06 01:00:00,286.0,,,548.0,0.0,1050.0,1069.0
2022-01-06 02:00:00,282.0,,,547.0,0.0,1048.0,1066.0
2022-01-06 03:00:00,282.0,,,548.0,0.0,1048.0,1067.0
2022-01-06 04:00:00,286.0,,,547.0,0.0,1050.0,1072.0
2022-01-06 05:00:00,290.0,,,548.0,0.0,1049.0,1070.0
2022-01-06 06:00:00,291.0,,,548.0,0.0,1052.0,1074.0
2022-01-06 07:00:00,290.0,,,548.0,0.0,1053.0,1073.0
2022-01-06 08:00:00,290.0,,,547.0,0.0,1053.0,1066.0
2022-01-06 09:00:00,290.0,,,547.0,0.0,1057.0,1065.0
2022-01-06 10:00:00,290.0,,,549.0,0.0,1057.0,1068.0
2022-01-06 11:00:00,290.0,,,546.0,0.0,1055.0,1070.0
2022-01-06 12:00:00,291.0,,,551.0,0.0,1053.0,1067.0
2022-01-06 13:00:00,290.0,,,602.0,0.0,1055.0,1067.0
2022-01-06 14:00:00,291.0,,,605.0,0.0,1053.0,1059.0
2022-01-06 15:00:00,290.0,,,604.0,0.0,1055.0,1062.0
2022-01-06 16:00:00,290.0,,,603.0,0.0,1052.0,1063.0
2022-01-06 17:00:00,292.0,,,606.0,0.0,1058.0,1068.0
2022-01-06 18:00:00,291.0,,,606.0,0.0,1054.0,1069.0
2022-01-06 19:00:00,291.0,,,606.0,0.0,1057.0,1074.0
2022-01-06 20:00:00,291.0,,,605.0,0.0,1062.0,1070.0
2022-01-06 21:00:00,291.0,,,607.0,0.0,1053.0,1074.0
2022-01-06 22:00:00,291.0,,,608.0,0.0,1055.0,1070.0
2022-01-06 23:00:00,291.0,,,608.0,0.0,1053.0,1070.0
2022-01-07 00:00:00,291.0,,,608.0,0.0,1055.0,1063.0
2022-01-07 01:00:00,276.0,,,609.0,0.0,1053.0,1066.0
2022-01-07 02:00:00,233.0,,,609.0,0.0,1052.0,1066.0
2022-01-07 03:00:00,239.0,,,608.0,0.0,1049.0,1066.0
2022-01-07 04:00:00,276.0,,,610.0,0.0,1053.0,1069.0
2022-01-07 05:00:00,290.0,,,610.0,33.0,1053.0,1067.0
2022-01-07 06:00:00,292.0,,,610.0,351.0,1056.0,1063.0
2022-01-07 07:00:00,291.0,,,610.0,581.0,1054.0,1064.0
2022-01-07 08:00:00,292.0,,,607.0,620.0,1056.0,1063.0
2022-01-07 09:00:00,292.0,,,608.0,606.0,1059.0,1067.0
2022-01-07 10:00:00,292.0,,,611.0,608.0,1063.0,1068.0
2022-01-07 11:00:00,292.0,,,611.0,609.0,1062.0,1065.0
2022-01-07 12:00:00,292.0,,,609.0,615.0,1060.0,1066.0
2022-01-07 13:00:00,292.0,,,611.0,616.0,1058.0,1065.0
2022-01-07 14:00:00,292.0,,,611.0,616.0,1066.0,1066.0
2022-01-07 15:00:00,292.0,,,612.0,615.0,1063.0,1068.0
2022-01-07 16:00:00,292.0,,,611.0,617.0,1062.0,1067.0
2022-01-07 17:00:00,293.0,,,613.0,628.0,1065.0,1071.0
2022-01-07 18:00:00,293.0,,,612.0,628.0,1067.0,1069.0
2022-01-07 19:00:00,293.0,,,612.0,627.0,1062.0,1076.0
2022-01-07 20:00:00,293.0,,,612.0,618.0,1063.0,1073.0
2022-01-07 21:00:00,293.0,,,613.0,621.0,1067.0,1075.0
2022-01-07 22:00:00,293.0,,,611.0,619.0,1067.0,1074.0
2022-01-07 23:00:00,293.0,,,613.0,620.0,1068.0,1064.0
2022-01-08 00:00:00,293.0,,,612.0,619.0,1059.0,1064.0
2022-01-08 01:00:00,283.0,,,612.0,619.0,1064.0,1073.0
2022-01-08 02:00:00,284.0,,,613.0,619.0,1063.0,1070.0
2022-01-08 03:00:00,290.0,,,614.0,620.0,1066.0,1065.0
2022-01-08 04:00:00,292.0,,,612.0,619.0,1072.0,1067.0
2022-01-08 05:00:00,293.0,,,612.0,618.0,1069.0,1074.0
2022-01-08 06:00:00,292.0,,,613.0,619.0,1063.0,1075.0
2022-01-08 07:00:00,293.0,,,612.0,621.0,1066.0,1073.0
2022-01-08 08:00:00,292.0,,,612.0,628.0,1065.0,1070.0
2022-01-08 09:00:00,292.0,,,610.0,549.0,1071.0,1074.0
2022-01-08 10:00:00,290.0,,,610.0,25.0,1070.0,1068.0
2022-01-08 11:00:00,291.0,,,610.0,0.0,1062.0,1069.0
2022-01-08 12:00:00,291.0,,,611.0,0.0,1067.0,1070.0
2022-01-08 13:00:00,291.0,,,609.0,0.0,1063.0,1070.0
2022-01-08 14:00:00,291.0,,,611.0,0.0,1067.0,1072.0
2022-01-08 15:00:00,291.0,,,611.0,0.0,1067.0,1074.0
2022-01-08 16:00:00,291.0,,,582.0,0.0,1058.0,1071.0
2022-01-08 17:00:00,291.0,,,425.0,0.0,1060.0,1068.0
2022-01-08 18:00:00,274.0,,,416.0,0.0,1062.0,1072.0
2022-01-08 19:00:00,153.0,,,281.0,0.0,1058.0,1073.0
2022-01-08 20:00:00,145.0,,,271.0,0.0,1063.0,1072.0
2022-01-08 21:00:00,150.0,,,273.0,0.0,1064.0,1075.0
2022-01-08 22:00:00,154.0,,,273.0,0.0,1063.0,1074.0
2022-01-08 23:00:00,142.0,,,272.0,0.0,1043.0,1053.0
2022-01-09 00:00:00,142.0,,,273.0,0.0,771.0,779.0
2022-01-09 01:00:00,141.0,,,271.0,0.0,706.0,721.0
2022-01-09 02:00:00,141.0,,,272.0,0.0,566.0,683.0
2022-01-09 03:00:00,141.0,,,272.0,0.0,494.0,566.0
2022-01-09 04:00:00,141.0,,,272.0,0.0,475.0,511.0
2022-01-09 05:00:00,141.0,,,271.0,0.0,477.0,509.0
2022-01-09 06:00:00,141.0,,,297.0,0.0,701.0,737.0
2022-01-09 07:00:00,148.0,,,501.0,0.0,1035.0,1064.0
2022-01-09 08:00:00,230.0,,,610.0,0.0,1060.0,1065.0
2022-01-09 09:00:00,292.0,,,609.0,0.0,1061.0,1067.0
2022-01-09 10:00:00,289.0,,,607.0,0.0,1057.0,1062.0
2022-01-09 11:00:00,290.0,,,610.0,0.0,1046.0,1065.0
2022-01-09 12:00:00,291.0,,,609.0,0.0,1064.0,1066.0
2022-01-09 13:00:00,291.0,,,609.0,0.0,1055.0,1064.0
2022-01-09 14:00:00,291.0,,,609.0,0.0,1063.0,1066.0
2022-01-09 15:00:00,292.0,,,609.0,0.0,1059.0,1065.0
2022-01-09 16:00:00,291.0,,,610.0,0.0,1062.0,1065.0
2022-01-09 17:00:00,291.0,,,610.0,0.0,1058.0,1067.0
2022-01-09 18:00:00,291.0,,,609.0,0.0,1063.0,1071.0
2022-01-09 19:00:00,292.0,,,610.0,0.0,1064.0,1073.0
2022-01-09 20:00:00,292.0,,,611.0,0.0,1063.0,1072.0
2022-01-09 21:00:00,292.0,,,611.0,0.0,1063.0,1073.0
2022-01-09 22:00:00,292.0,,,611.0,0.0,1064.0,1074.0
2022-01-09 23:00:00,292.0,,,611.0,0.0,1066.0,1064.0
2022-01-10 00:00:00,291.0,,,611.0,0.0,1064.0,1062.0
2022-01-10 01:00:00,291.0,,,609.0,0.0,1064.0,1067.0
2022-01-10 02:00:00,290.0,,,609.0,0.0,1067.0,1068.0
2022-01-10 03:00:00,291.0,,,609.0,0.0,1065.0,1076.0
2022-01-10 04:00:00,292.0,,,611.0,0.0,1065.0,1073.0
2022-01-10 05:00:00,291.0,,,608.0,0.0,1062.0,1065.0
2022-01-10 06:00:00,284.0,,,609.0,0.0,1063.0,1068.0
2022-01-10 07:00:00,284.0,,,608.0,0.0,1061.0,1072.0
2022-01-10 08:00:00,289.0,,,609.0,0.0,1061.0,1073.0
2022-01-10 09:00:00,291.0,,,607.0,0.0,1060.0,1069.0
2022-01-10 10:00:00,291.0,,,608.0,0.0,1063.0,1075.0
2022-01-10 11:00:00,290.0,,,606.0,0.0,1063.0,1072.0
2022-01-10 12:00:00,289.0,,,606.0,0.0,1061.0,1068.0
2022-01-10 13:00:00,289.0,,,607.0,0.0,1060.0,1069.0
2022-01-10 14:00:00,289.0,,,605.0,0.0,1063.0,1067.0
2022-01-10 15:00:00,289.0,,,604.0,0.0,1059.0,1068.0
2022-01-10 16:00:00,289.0,,,606.0,0.0,1063.0,1067.0
2022-01-10 17:00:00,290.0,,,607.0,0.0,1066.0,1074.0
2022-01-10 18:00:00,290.0,,,606.0,0.0,1067.0,1076.0
2022-01-10 19:00:00,290.0,,,606.0,0.0,1067.0,1077.0
2022-01-10 20:00:00,289.0,,,608.0,0.0,1070.0,1078.0
2022-01-10 21:00:00,291.0,,,607.0,0.0,1060.0,1076.0
2022-01-10 22:00:00,290.0,,,604.0,0.0,1058.0,1080.0
2022-01-10 23:00:00,291.0,,,608.0,0.0,1056.0,1077.0
2022-01-11 00:00:00,290.0,,,606.0,0.0,1063.0,1072.0
2022-01-11 01:00:00,280.0,,,606.0,73.0,1064.0,1071.0
2022-01-11 02:00:00,280.0,,,606.0,429.0,1065.0,1071.0
2022-01-11 03:00:00,285.0,,,606.0,564.0,1068.0,1072.0
2022-01-11 04:00:00,289.0,,,607.0,573.0,1066.0,1077.0
2022-01-11 05:00:00,289.0,,,607.0,582.0,1068.0,1076.0
2022-01-11 06:00:00,289.0,,,608.0,565.0,1069.0,1070.0
2022-01-11 07:00:00,291.0,,,607.0,560.0,1068.0,1071.0
2022-01-11 08:00:00,290.0,,,607.0,559.0,1072.0,1068.0
2022-01-11 09:00:00,290.0,,,608.0,579.0,1067.0,1071.0
2022-01-11 10:00:00,291.0,,,609.0,577.0,1068.0,1073.0
2022-01-11 11:00:00,290.0,,,609.0,568.0,1067.0,1072.0
2022-01-11 12:00:00,290.0,,,609.0,567.0,1068.0,1073.0
2022-01-11 13:00:00,290.0,,,609.0,566.0,1069.0,1071.0
2022-01-11 14:00:00,290.0,,,609.0,564.0,1065.0,1069.0
2022-01-11 15:00:00,291.0,,,609.0,564.0,1071.0,1070.0
2022-01-11 16:00:00,291.0,,,609.0,563.0,1067.0,1073.0
2022-01-11 17:00:00,291.0,,,610.0,564.0,1070.0,1066.0
2022-01-11 18:00:00,291.0,,,610.0,563.0,1068.0,1070.0
2022-01-11 19:00:00,291.0,,,611.0,575.0,1072.0,1069.0
2022-01-11 20:00:00,291.0,,,611.0,580.0,1065.0,1074.0
2022-01-11 21:00:00,291.0,,,611.0,581.0,1066.0,1071.0
2022-01-11 22:00:00,291.0,,,612.0,581.0,1067.0,1068.0
2022-01-11 23:00:00,291.0,,,611.0,581.0,1068.0,1076.0
2022-01-12 00:00:00,291.0,,,611.0,580.0,1063.0,1074.0
2022-01-12 01:00:00,290.0,,,609.0,580.0,1062.0,1074.0
2022-01-12 02:00:00,281.0,,,609.0,588.0,1059.0,1075.0
2022-01-12 03:00:00,282.0,,,612.0,590.0,1071.0,1074.0
2022-01-12 04:00:00,286.0,,,609.0,590.0,1064.0,1069.0
2022-01-12 05:00:00,288.0,,,610.0,599.0,1071.0,1068.0
2022-01-12 06:00:00,289.0,,,610.0,601.0,1065.0,1068.0
2022-01-12 07:00:00,291.0,,,610.0,600.0,1069.0,955.0
2022-01-12 08:00:00,293.0,,,610.0,600.0,1071.0,681.0
2022-01-12 09:00:00,293.0,,,611.0,600.0,1071.0,1022.0
2022-01-12 10:00:00,293.0,,,610.0,602.0,1068.0,1070.0
2022-01-12 11:00:00,293.0,,,611.0,600.0,1067.0,1069.0
2022-01-12 12:00:00,293.0,,,609.0,601.0,1066.0,1069.0
2022-01-12 13:00:00,293.0,,,611.0,601.0,1065.0,1066.0
2022-01-12 14:00:00,293.0,,,609.0,601.0,1067.0,1068.0
2022-01-12 15:00:00,294.0,,,611.0,602.0,1068.0,1071.0
2022-01-12 16:00:00,293.0,,,610.0,604.0,1068.0,1073.0
2022-01-12 17:00:00,293.0,,,611.0,602.0,1071.0,1073.0
2022-01-12 18:00:00,294.0,,,612.0,605.0,1076.0,1076.0
2022-01-12 19:00:00,294.0,,,611.0,605.0,1073.0,1078.0
2022-01-12 20:00:00,294.0,,,611.0,607.0,1073.0,1075.0
2022-01-12 21:00:00,293.0,,,612.0,604.0,1074.0,1072.0
2022-01-12 22:00:00,294.0,,,611.0,602.0,1076.0,1069.0
2022-01-12 23:00:00,293.0,,,612.0,599.0,1078.0,1080.0
2022-01-13 00:00:00,293.0,,,612.0,599.0,1082.0,1076.0
2022-01-13 01:00:00,284.0,,,608.0,600.0,1073.0,1073.0
2022-01-13 02:00:00,283.0,,,611.0,587.0,1069.0,1073.0
2022-01-13 03:00:00,289.0,,,611.0,585.0,1075.0,1066.0
2022-01-13 04:00:00,293.0,,,610.0,591.0,1075.0,1075.0
2022-01-13 05:00:00,294.0,,,611.0,600.0,1079.0,1080.0
2022-01-13 06:00:00,293.0,,,610.0,599.0,1072.0,1080.0
2022-01-13 07:00:00,293.0,,,611.0,601.0,1068.0,1076.0
2022-01-13 08:00:00,293.0,,,609.0,599.0,1073.0,1072.0
2022-01-13 09:00:00,293.0,,,611.0,601.0,1073.0,1071.0
2022-01-13 10:00:00,293.0,,,611.0,600.0,1071.0,1074.0
2022-01-13 11:00:00,293.0,,,609.0,595.0,1071.0,1071.0
2022-01-13 12:00:00,293.0,,,611.0,596.0,1074.0,1069.0
2022-01-13 13:00:00,293.0,,,609.0,595.0,1071.0,1067.0
2022-01-13 14:00:00,293.0,,,609.0,595.0,1071.0,1069.0
2022-01-13 15:00:00,293.0,,,609.0,596.0,1071.0,1069.0
2022-01-13 16:00:00,293.0,,,609.0,596.0,1073.0,1067.0
2022-01-13 17:00:00,294.0,,,610.0,603.0,1073.0,1069.0
2022-01-13 18:00:00,294.0,,,610.0,604.0,1075.0,1071.0
2022-01-13 19:00:00,293.0,,,611.0,604.0,1075.0,1072.0
2022-01-13 20:00:00,294.0,,,612.0,604.0,1073.0,1074.0
2022-01-13 21:00:00,293.0,,,610.0,607.0,1072.0,1071.0
2022-01-13 22:00:00,293.0,,,611.0,609.0,1075.0,1072.0
2022-01-13 23:00:00,294.0,,,612.0,609.0,1071.0,1075.0
2022-01-14 00:00:00,292.0,,,610.0,610.0,1072.0,1070.0
2022-01-14 01:00:00,285.0,,,611.0,617.0,1073.0,1069.0
2022-01-14 02:00:00,285.0,,,610.0,619.0,1073.0,1075.0
2022-01-14 03:00:00,289.0,,,612.0,620.0,1072.0,1074.0
2022-01-14 04:00:00,293.0,,,610.0,620.0,1069.0,1072.0
2022-01-14 05:00:00,184.0,,,611.0,620.0,1066.0,1071.0
2022-01-14 06:00:00,0.0,,,609.0,618.0,1068.0,1073.0
2022-01-14 07:00:00,0.0,,,610.0,620.0,1068.0,1073.0
2022-01-14 08:00:00,0.0,,,609.0,619.0,1067.0,1067.0
2022-01-14 09:00:00,0.0,,,609.0,617.0,1064.0,1074.0
2022-01-14 10:00:00,0.0,,,608.0,618.0,1069.0,1068.0
2022-01-14 11:00:00,0.0,,,610.0,606.0,1064.0,1071.0
2022-01-14 12:00:00,0.0,,,609.0,619.0,1063.0,1072.0
2022-01-14 13:00:00,0.0,,,609.0,618.0,1061.0,1068.0
2022-01-14 14:00:00,0.0,,,610.0,618.0,1064.0,1070.0
2022-01-14 15:00:00,0.0,,,607.0,617.0,1064.0,1066.0
2022-01-14 16:00:00,0.0,,,610.0,615.0,1063.0,1069.0
2022-01-14 17:00:00,0.0,,,610.0,600.0,1067.0,1067.0
2022-01-14 18:00:00,0.0,,,609.0,601.0,1067.0,1074.0
2022-01-14 19:00:00,0.0,,,610.0,596.0,1068.0,1074.0
2022-01-14 20:00:00,0.0,,,609.0,607.0,1067.0,1078.0
2022-01-14 21:00:00,0.0,,,610.0,615.0,1070.0,1072.0
2022-01-14 22:00:00,0.0,,,610.0,614.0,1071.0,1072.0
2022-01-14 23:00:00,0.0,,,610.0,613.0,1068.0,1075.0
2022-01-15 00:00:00,0.0,,,610.0,612.0,1074.0,1071.0
2022-01-15 01:00:00,0.0,,,609.0,613.0,1073.0,1071.0
2022-01-15 02:00:00,0.0,,,609.0,386.0,1070.0,1071.0
2022-01-15 03:00:00,0.0,,,607.0,0.0,1063.0,1070.0
2022-01-15 04:00:00,0.0,,,607.0,0.0,1066.0,1069.0
2022-01-15 05:00:00,0.0,,,608.0,0.0,1060.0,1070.0
2022-01-15 06:00:00,0.0,,,608.0,0.0,1066.0,1068.0
2022-01-15 07:00:00,0.0,,,608.0,0.0,1064.0,1069.0
2022-01-15 08:00:00,0.0,,,607.0,0.0,1059.0,1067.0
2022-01-15 09:00:00,0.0,,,607.0,0.0,1064.0,1068.0
2022-01-15 10:00:00,0.0,,,607.0,0.0,1063.0,1067.0
2022-01-15 11:00:00,0.0,,,607.0,0.0,1059.0,1067.0
2022-01-15 12:00:00,0.0,,,607.0,0.0,1060.0,1067.0
2022-01-15 13:00:00,0.0,,,607.0,0.0,1063.0,1064.0
2022-01-15 14:00:00,0.0,,,607.0,0.0,1060.0,1063.0
2022-01-15 15:00:00,0.0,,,607.0,0.0,1061.0,1064.0
2022-01-15 16:00:00,0.0,,,607.0,0.0,1060.0,1065.0
2022-01-15 17:00:00,0.0,,,609.0,0.0,1061.0,1070.0
2022-01-15 18:00:00,0.0,,,609.0,0.0,1063.0,1070.0
2022-01-15 19:00:00,0.0,,,609.0,0.0,1059.0,1066.0
2022-01-15 20:00:00,0.0,,,608.0,0.0,1062.0,1073.0
2022-01-15 21:00:00,0.0,,,609.0,0.0,1067.0,1070.0
2022-01-15 22:00:00,0.0,,,609.0,0.0,1063.0,1069.0
2022-01-15 23:00:00,0.0,,,608.0,0.0,1059.0,1071.0
2022-01-16 00:00:00,0.0,,,607.0,0.0,1060.0,1068.0
2022-01-16 01:00:00,0.0,,,607.0,0.0,1062.0,1066.0
2022-01-16 02:00:00,0.0,,,608.0,0.0,1063.0,1065.0
2022-01-16 03:00:00,0.0,,,608.0,0.0,1064.0,1068.0
2022-01-16 04:00:00,0.0,,,608.0,0.0,1063.0,1070.0
2022-01-16 05:00:00,0.0,,,607.0,0.0,1068.0,1068.0
2022-01-16 06:00:00,0.0,,,608.0,0.0,1063.0,1067.0
2022-01-16 07:00:00,0.0,,,606.0,0.0,1069.0,1070.0
2022-01-16 08:00:00,0.0,,,607.0,0.0,1069.0,1068.0
2022-01-16 09:00:00,0.0,,,608.0,0.0,1070.0,1068.0
2022-01-16 10:00:00,0.0,,,607.0,0.0,1062.0,1062.0
2022-01-16 11:00:00,0.0,,,607.0,0.0,1064.0,1065.0
2022-01-16 12:00:00,0.0,,,608.0,0.0,1064.0,1064.0
2022-01-16 13:00:00,0.0,,,608.0,0.0,1061.0,1065.0
2022-01-16 14:00:00,0.0,,,608.0,0.0,1061.0,1064.0
