date,start,end,11WD8SWPU1L---AK,11WD8SWPU1L---BI
1012016,00:00,01:00,733,739
1012016,01:00,02:00,739,741
1012016,02:00,03:00,737,743
1012016,03:00,04:00,737,746
1012016,04:00,05:00,740,745
1012016,05:00,06:00,741,744
1012016,06:00,07:00,737,741
1012016,07:00,08:00,736,743
1012016,08:00,09:00,741,745
1012016,09:00,10:00,742,749
1012016,10:00,11:00,736,744
1012016,11:00,12:00,740,743
1012016,12:00,13:00,743,749
1012016,13:00,14:00,740,747
1012016,14:00,15:00,741,744
1012016,15:00,16:00,742,741
1012016,16:00,17:00,740,745
1012016,17:00,18:00,738,744
1012016,18:00,19:00,739,740
1012016,19:00,20:00,741,745
1012016,20:00,21:00,741,745
1012016,21:00,22:00,743,743
1012016,22:00,23:00,740,745
1012016,23:00,00:00,737,743
2012016,00:00,01:00,726,726
2012016,01:00,02:00,728,734
2012016,02:00,03:00,705,709
2012016,03:00,04:00,723,545
2012016,04:00,05:00,681,400
2012016,05:00,06:00,722,625
2012016,06:00,07:00,642,542
2012016,07:00,08:00,735,635
2012016,08:00,09:00,734,719
2012016,09:00,10:00,734,719
2012016,10:00,11:00,734,498
2012016,11:00,12:00,733,425
2012016,12:00,13:00,624,381
2012016,13:00,14:00,606,303
2012016,14:00,15:00,507,298
2012016,15:00,16:00,649,346
2012016,16:00,17:00,652,391
2012016,17:00,18:00,641,298
2012016,18:00,19:00,724,296
2012016,19:00,20:00,721,314
2012016,20:00,21:00,602,374
2012016,21:00,22:00,636,516
2012016,22:00,23:00,713,681
2012016,23:00,00:00,707,730
3012016,00:00,01:00,465,464
3012016,01:00,02:00,351,360
3012016,02:00,03:00,350,399
3012016,03:00,04:00,349,395
3012016,04:00,05:00,352,436
3012016,05:00,06:00,350,433
3012016,06:00,07:00,344,410
3012016,07:00,08:00,340,349
3012016,08:00,09:00,566,606
3012016,09:00,10:00,710,652
3012016,10:00,11:00,686,655
3012016,11:00,12:00,726,667
3012016,12:00,13:00,718,662
3012016,13:00,14:00,735,730
3012016,14:00,15:00,722,732
3012016,15:00,16:00,723,733
3012016,16:00,17:00,725,737
3012016,17:00,18:00,726,595
3012016,18:00,19:00,725,649
3012016,19:00,20:00,656,654
3012016,20:00,21:00,726,514
3012016,21:00,22:00,703,510
3012016,22:00,23:00,725,698
3012016,23:00,00:00,727,733
4012016,00:00,01:00,727,736
4012016,01:00,02:00,727,737
4012016,02:00,03:00,655,498
4012016,03:00,04:00,611,431
4012016,04:00,05:00,633,546
4012016,05:00,06:00,691,553
4012016,06:00,07:00,660,685
4012016,07:00,08:00,722,725
4012016,08:00,09:00,721,728
4012016,09:00,10:00,724,728
4012016,10:00,11:00,727,730
4012016,11:00,12:00,728,731
4012016,12:00,13:00,731,731
4012016,13:00,14:00,729,737
4012016,14:00,15:00,725,728
4012016,15:00,16:00,727,731
4012016,16:00,17:00,719,728
4012016,17:00,18:00,717,731
4012016,18:00,19:00,721,730
4012016,19:00,20:00,718,732
4012016,20:00,21:00,717,733
4012016,21:00,22:00,712,733
4012016,22:00,23:00,697,733
4012016,23:00,00:00,702,724
5012016,00:00,01:00,696,727
5012016,01:00,02:00,700,730
5012016,02:00,03:00,705,733
5012016,03:00,04:00,692,731
5012016,04:00,05:00,688,731
5012016,05:00,06:00,693,735
5012016,06:00,07:00,702,732
5012016,07:00,08:00,704,732
5012016,08:00,09:00,716,734
5012016,09:00,10:00,717,734
5012016,10:00,11:00,714,731
5012016,11:00,12:00,698,728
5012016,12:00,13:00,698,728
5012016,13:00,14:00,699,732
5012016,14:00,15:00,698,730
5012016,15:00,16:00,693,732
5012016,16:00,17:00,697,731
5012016,17:00,18:00,682,728
5012016,18:00,19:00,682,728
5012016,19:00,20:00,689,729
5012016,20:00,21:00,700,732
5012016,21:00,22:00,702,726
5012016,22:00,23:00,691,729
5012016,23:00,00:00,706,731
6012016,00:00,01:00,712,731
6012016,01:00,02:00,705,731
6012016,02:00,03:00,690,726
6012016,03:00,04:00,693,734
6012016,04:00,05:00,687,735
6012016,05:00,06:00,680,734
6012016,06:00,07:00,691,732
6012016,07:00,08:00,694,733
6012016,08:00,09:00,696,735
6012016,09:00,10:00,690,736
6012016,10:00,11:00,697,734
6012016,11:00,12:00,707,732
6012016,12:00,13:00,714,734
6012016,13:00,14:00,713,736
6012016,14:00,15:00,705,731
6012016,15:00,16:00,676,731
6012016,16:00,17:00,682,732
6012016,17:00,18:00,682,729
6012016,18:00,19:00,682,734
6012016,19:00,20:00,695,730
6012016,20:00,21:00,706,733
6012016,21:00,22:00,694,734
6012016,22:00,23:00,665,735
6012016,23:00,00:00,686,729
7012016,00:00,01:00,690,724
7012016,01:00,02:00,685,727
7012016,02:00,03:00,693,735
7012016,03:00,04:00,683,733
7012016,04:00,05:00,671,734
7012016,05:00,06:00,684,732
7012016,06:00,07:00,694,730
7012016,07:00,08:00,689,739
7012016,08:00,09:00,700,736
7012016,09:00,10:00,692,730
7012016,10:00,11:00,692,731
7012016,11:00,12:00,696,736
7012016,12:00,13:00,692,734
7012016,13:00,14:00,693,735
7012016,14:00,15:00,689,736
7012016,15:00,16:00,687,734
7012016,16:00,17:00,692,734
7012016,17:00,18:00,691,730
7012016,18:00,19:00,691,732
7012016,19:00,20:00,691,731
7012016,20:00,21:00,674,730
7012016,21:00,22:00,676,730
7012016,22:00,23:00,676,729
7012016,23:00,00:00,659,652
8012016,00:00,01:00,373,408
8012016,01:00,02:00,599,377
8012016,02:00,03:00,454,374
8012016,03:00,04:00,336,372
8012016,04:00,05:00,383,371
8012016,05:00,06:00,369,372
8012016,06:00,07:00,351,346
8012016,07:00,08:00,455,356
8012016,08:00,09:00,711,563
8012016,09:00,10:00,680,537
