date,start,end,11WD8BOXB1L---N8,11WD8BOXB1L---P4
1012022,00:00,01:00,372.0,0.0
1012022,01:00,02:00,371.0,0.0
1012022,02:00,03:00,369.0,0.0
1012022,03:00,04:00,369.0,0.0
1012022,04:00,05:00,367.0,0.0
1012022,05:00,06:00,364.0,0.0
1012022,06:00,07:00,367.0,0.0
1012022,07:00,08:00,363.0,0.0
1012022,08:00,09:00,367.0,0.0
1012022,09:00,10:00,395.0,0.0
1012022,10:00,11:00,393.0,0.0
1012022,11:00,12:00,400.0,0.0
1012022,12:00,13:00,396.0,0.0
1012022,13:00,14:00,393.0,0.0
1012022,14:00,15:00,399.0,0.0
1012022,15:00,16:00,446.0,0.0
1012022,16:00,17:00,448.0,0.0
1012022,17:00,18:00,440.0,0.0
1012022,18:00,19:00,477.0,0.0
1012022,19:00,20:00,449.0,0.0
1012022,20:00,21:00,492.0,0.0
1012022,21:00,22:00,453.0,0.0
1012022,22:00,23:00,430.0,0.0
1012022,23:00,00:00,370.0,0.0
2012022,00:00,01:00,366.0,0.0
2012022,01:00,02:00,367.0,0.0
2012022,02:00,03:00,367.0,0.0
2012022,03:00,04:00,365.0,0.0
2012022,04:00,05:00,365.0,0.0
2012022,05:00,06:00,367.0,0.0
2012022,06:00,07:00,370.0,0.0
2012022,07:00,08:00,368.0,0.0
2012022,08:00,09:00,371.0,0.0
2012022,09:00,10:00,368.0,0.0
2012022,10:00,11:00,370.0,0.0
2012022,11:00,12:00,369.0,0.0
2012022,12:00,13:00,367.0,0.0
2012022,13:00,14:00,373.0,0.0
2012022,14:00,15:00,367.0,0.0
2012022,15:00,16:00,369.0,0.0
2012022,16:00,17:00,368.0,0.0
2012022,17:00,18:00,395.0,0.0
2012022,18:00,19:00,395.0,0.0
2012022,19:00,20:00,399.0,0.0
2012022,20:00,21:00,474.0,0.0
2012022,21:00,22:00,378.0,0.0
2012022,22:00,23:00,374.0,0.0
2012022,23:00,00:00,370.0,0.0
3012022,00:00,01:00,373.0,0.0
3012022,01:00,02:00,374.0,0.0
3012022,02:00,03:00,370.0,0.0
3012022,03:00,04:00,373.0,0.0
3012022,04:00,05:00,372.0,0.0
3012022,05:00,06:00,373.0,0.0
3012022,06:00,07:00,372.0,0.0
3012022,07:00,08:00,369.0,0.0
3012022,08:00,09:00,403.0,0.0
3012022,09:00,10:00,406.0,0.0
3012022,10:00,11:00,399.0,0.0
3012022,11:00,12:00,394.0,0.0
3012022,12:00,13:00,368.0,0.0
3012022,13:00,14:00,371.0,0.0
3012022,14:00,15:00,369.0,0.0
3012022,15:00,16:00,471.0,0.0
3012022,16:00,17:00,484.0,0.0
3012022,17:00,18:00,401.0,0.0
3012022,18:00,19:00,409.0,0.0
3012022,19:00,20:00,405.0,0.0
3012022,20:00,21:00,397.0,0.0
3012022,21:00,22:00,398.0,0.0
3012022,22:00,23:00,400.0,0.0
3012022,23:00,00:00,403.0,0.0
4012022,00:00,01:00,490.0,0.0
4012022,01:00,02:00,473.0,0.0
4012022,02:00,03:00,490.0,0.0
4012022,03:00,04:00,495.0,0.0
4012022,04:00,05:00,494.0,0.0
4012022,05:00,06:00,485.0,0.0
4012022,06:00,07:00,490.0,0.0
4012022,07:00,08:00,488.0,0.0
4012022,08:00,09:00,497.0,0.0
4012022,09:00,10:00,498.0,0.0
4012022,10:00,11:00,495.0,0.0
4012022,11:00,12:00,492.0,0.0
4012022,12:00,13:00,487.0,0.0
4012022,13:00,14:00,481.0,0.0
4012022,14:00,15:00,486.0,0.0
4012022,15:00,16:00,484.0,0.0
4012022,16:00,17:00,487.0,0.0
4012022,17:00,18:00,487.0,0.0
4012022,18:00,19:00,489.0,0.0
4012022,19:00,20:00,485.0,0.0
4012022,20:00,21:00,489.0,0.0
4012022,21:00,22:00,490.0,0.0
4012022,22:00,23:00,489.0,0.0
4012022,23:00,00:00,487.0,0.0
5012022,00:00,01:00,483.0,0.0
5012022,01:00,02:00,480.0,0.0
5012022,02:00,03:00,381.0,0.0
5012022,03:00,04:00,367.0,0.0
5012022,04:00,05:00,375.0,0.0
5012022,05:00,06:00,472.0,0.0
5012022,06:00,07:00,479.0,0.0
5012022,07:00,08:00,485.0,0.0
5012022,08:00,09:00,489.0,0.0
5012022,09:00,10:00,488.0,0.0
5012022,10:00,11:00,488.0,0.0
5012022,11:00,12:00,488.0,0.0
5012022,12:00,13:00,487.0,0.0
5012022,13:00,14:00,489.0,0.0
5012022,14:00,15:00,488.0,0.0
5012022,15:00,16:00,491.0,0.0
5012022,16:00,17:00,458.0,0.0
5012022,17:00,18:00,460.0,0.0
5012022,18:00,19:00,458.0,0.0
5012022,19:00,20:00,459.0,0.0
5012022,20:00,21:00,487.0,0.0
5012022,21:00,22:00,482.0,0.0
5012022,22:00,23:00,480.0,0.0
5012022,23:00,00:00,485.0,0.0
6012022,00:00,01:00,487.0,0.0
6012022,01:00,02:00,486.0,0.0
6012022,02:00,03:00,485.0,0.0
