date,start,end,11W0-0000-0044-W
16122019,00:00,01:00,
16122019,01:00,02:00,
16122019,02:00,03:00,
16122019,03:00,04:00,
16122019,04:00,05:00,
16122019,05:00,06:00,
16122019,06:00,07:00,
16122019,07:00,08:00,
16122019,08:00,09:00,
16122019,09:00,10:00,
16122019,10:00,11:00,
16122019,11:00,12:00,
16122019,12:00,13:00,
16122019,13:00,14:00,
16122019,14:00,15:00,
16122019,15:00,16:00,
16122019,16:00,17:00,
16122019,17:00,18:00,
16122019,18:00,19:00,
16122019,19:00,20:00,
16122019,20:00,21:00,
16122019,21:00,22:00,
16122019,22:00,23:00,
16122019,23:00,00:00,
17122019,00:00,01:00,
17122019,01:00,02:00,
17122019,02:00,03:00,
17122019,03:00,04:00,
17122019,04:00,05:00,
17122019,05:00,06:00,
17122019,06:00,07:00,
17122019,07:00,08:00,
17122019,08:00,09:00,
17122019,09:00,10:00,
17122019,10:00,11:00,
17122019,11:00,12:00,
17122019,12:00,13:00,
17122019,13:00,14:00,
17122019,14:00,15:00,
17122019,15:00,16:00,
17122019,16:00,17:00,
17122019,17:00,18:00,
17122019,18:00,19:00,
17122019,19:00,20:00,
17122019,20:00,21:00,
17122019,21:00,22:00,
17122019,22:00,23:00,
17122019,23:00,00:00,
18122019,00:00,01:00,
18122019,01:00,02:00,
18122019,02:00,03:00,
18122019,03:00,04:00,
18122019,04:00,05:00,
18122019,05:00,06:00,
18122019,06:00,07:00,
18122019,07:00,08:00,
18122019,08:00,09:00,
18122019,09:00,10:00,
18122019,10:00,11:00,
18122019,11:00,12:00,
18122019,12:00,13:00,
18122019,13:00,14:00,
18122019,14:00,15:00,
18122019,15:00,16:00,
18122019,16:00,17:00,
18122019,17:00,18:00,
18122019,18:00,19:00,
18122019,19:00,20:00,
18122019,20:00,21:00,
18122019,21:00,22:00,
18122019,22:00,23:00,
18122019,23:00,00:00,
19122019,00:00,01:00,
19122019,01:00,02:00,0.0
19122019,02:00,03:00,0.0
19122019,03:00,04:00,0.0
19122019,04:00,05:00,0.0
19122019,05:00,06:00,0.0
19122019,06:00,07:00,0.0
19122019,07:00,08:00,0.0
19122019,08:00,09:00,0.0
19122019,09:00,10:00,0.0
19122019,10:00,11:00,7.0
19122019,11:00,12:00,72.0
19122019,12:00,13:00,0.0
19122019,13:00,14:00,1.0
19122019,14:00,15:00,183.0
19122019,15:00,16:00,217.0
19122019,16:00,17:00,221.0
19122019,17:00,18:00,0.0
19122019,18:00,19:00,0.0
19122019,19:00,20:00,0.0
19122019,20:00,21:00,0.0
19122019,21:00,22:00,0.0
19122019,22:00,23:00,0.0
19122019,23:00,00:00,0.0
20122019,00:00,01:00,0.0
20122019,01:00,02:00,0.0
20122019,02:00,03:00,0.0
20122019,03:00,04:00,0.0
20122019,04:00,05:00,0.0
20122019,05:00,06:00,0.0
20122019,06:00,07:00,0.0
20122019,07:00,08:00,0.0
20122019,08:00,09:00,0.0
20122019,09:00,10:00,0.0
20122019,10:00,11:00,0.0
20122019,11:00,12:00,192.0
20122019,12:00,13:00,229.0
20122019,13:00,14:00,223.0
20122019,14:00,15:00,150.0
20122019,15:00,16:00,0.0
20122019,16:00,17:00,0.0
20122019,17:00,18:00,0.0
20122019,18:00,19:00,0.0
20122019,19:00,20:00,0.0
