Timestamp,11WD7NIED2B--D-E,11WD7NIED2B--C-H,11WD7NIED2B--E-B,11WD7NIED2B--F-8,11WD7NIED1B--G-C,11WD7NIED1B--H-9,11WD7NIED1B--K-0
2019-01-06 18:00:00,293,138,,,549,642,0
2019-01-06 19:00:00,293,138,,,584,642,0
2019-01-06 20:00:00,292,138,,,620,639,0
2019-01-06 21:00:00,296,138,,,618,639,0
2019-01-06 22:00:00,294,138,,,619,642,0
2019-01-06 23:00:00,294,138,,,621,642,0
2019-01-07 00:00:00,290,138,,,619,641,0
2019-01-07 01:00:00,208,138,,,618,638,0
2019-01-07 02:00:00,135,138,,,622,646,0
2019-01-07 03:00:00,126,138,,,615,610,0
2019-01-07 04:00:00,184,138,,,619,608,0
2019-01-07 05:00:00,286,138,,,616,602,0
2019-01-07 06:00:00,289,138,,,617,620,0
2019-01-07 07:00:00,290,138,,,620,627,0
2019-01-07 08:00:00,293,138,,,640,629,0
2019-01-07 09:00:00,288,138,,,640,626,0
2019-01-07 10:00:00,293,138,,,639,625,0
2019-01-07 11:00:00,291,138,,,638,628,0
2019-01-07 12:00:00,290,138,,,639,632,0
2019-01-07 13:00:00,291,138,,,635,627,0
2019-01-07 14:00:00,291,137,,,636,624,0
2019-01-07 15:00:00,290,138,,,625,628,0
2019-01-07 16:00:00,290,138,,,625,630,0
2019-01-07 17:00:00,291,138,,,625,630,0
2019-01-07 18:00:00,255,137,,,623,629,0
2019-01-07 19:00:00,138,108,,,488,622,0
2019-01-07 20:00:00,125,102,,,388,0,0
2019-01-07 21:00:00,126,93,,,322,0,0
2019-01-07 22:00:00,126,93,,,322,0,0
2019-01-07 23:00:00,126,93,,,320,0,0
2019-01-08 00:00:00,126,93,,,321,0,0
2019-01-08 01:00:00,126,93,,,323,0,0
2019-01-08 02:00:00,126,93,,,323,0,0
2019-01-08 03:00:00,126,93,,,321,0,0
2019-01-08 04:00:00,126,93,,,321,0,0
2019-01-08 05:00:00,126,93,,,319,0,0
2019-01-08 06:00:00,128,94,,,325,0,0
2019-01-08 07:00:00,214,118,,,470,0,0
2019-01-08 08:00:00,289,139,,,623,0,0
2019-01-08 09:00:00,264,138,,,627,0,0
2019-01-08 10:00:00,158,135,,,621,0,0
2019-01-08 11:00:00,125,125,,,532,0,0
2019-01-08 12:00:00,125,96,,,345,0,0
2019-01-08 13:00:00,126,93,,,323,0,0
2019-01-08 14:00:00,127,94,,,328,0,0
2019-01-08 15:00:00,125,101,,,468,0,0
2019-01-08 16:00:00,134,114,,,549,0,0
2019-01-08 17:00:00,230,135,,,625,0,0
2019-01-08 18:00:00,253,133,,,553,0,0
2019-01-08 19:00:00,138,97,,,352,0,0
2019-01-08 20:00:00,129,92,,,317,0,0
2019-01-08 21:00:00,124,91,,,323,0,0
2019-01-08 22:00:00,125,91,,,325,0,0
2019-01-08 23:00:00,126,91,,,321,0,0
2019-01-09 00:00:00,125,92,,,320,0,0
2019-01-09 01:00:00,126,92,,,320,0,0
2019-01-09 02:00:00,126,92,,,318,0,0
2019-01-09 03:00:00,126,92,,,319,0,0
2019-01-09 04:00:00,126,92,,,321,0,0
2019-01-09 05:00:00,126,91,,,368,0,0
2019-01-09 06:00:00,147,109,,,499,0,0
2019-01-09 07:00:00,249,137,,,539,0,0
2019-01-09 08:00:00,293,138,,,551,0,0
2019-01-09 09:00:00,294,138,,,546,0,0
2019-01-09 10:00:00,294,138,,,548,0,0
2019-01-09 11:00:00,294,138,,,549,0,0
2019-01-09 12:00:00,290,137,,,546,0,0
2019-01-09 13:00:00,289,132,,,536,0,0
2019-01-09 14:00:00,289,133,,,526,0,0
2019-01-09 15:00:00,288,133,,,606,0,0
2019-01-09 16:00:00,289,133,,,624,0,0
2019-01-09 17:00:00,287,133,,,624,0,0
2019-01-09 18:00:00,288,132,,,623,0,0
2019-01-09 19:00:00,288,134,,,622,0,0
2019-01-09 20:00:00,289,134,,,626,0,0
2019-01-09 21:00:00,289,133,,,636,0,0
2019-01-09 22:00:00,288,133,,,635,0,0
2019-01-09 23:00:00,290,133,,,628,0,0
2019-01-10 00:00:00,288,133,,,625,0,0
2019-01-10 01:00:00,289,133,,,625,0,0
2019-01-10 02:00:00,290,133,,,626,0,0
2019-01-10 03:00:00,290,133,,,627,0,0
2019-01-10 04:00:00,288,133,,,625,0,0
2019-01-10 05:00:00,289,136,,,627,0,0
2019-01-10 06:00:00,289,133,,,641,0,0
2019-01-10 07:00:00,289,130,,,635,0,0
2019-01-10 08:00:00,288,127,,,636,0,217
2019-01-10 09:00:00,289,117,,,640,0,451
2019-01-10 10:00:00,290,117,,,646,0,476
2019-01-10 11:00:00,288,119,,,645,0,625
2019-01-10 12:00:00,289,119,,,648,0,804
2019-01-10 13:00:00,290,119,,,644,0,913
2019-01-10 14:00:00,288,117,,,645,0,874
2019-01-10 15:00:00,288,117,,,644,0,784
2019-01-10 16:00:00,289,115,,,617,0,814
2019-01-10 17:00:00,289,113,,,590,0,814
2019-01-10 18:00:00,290,194,,,576,0,811
2019-01-10 19:00:00,288,265,,,574,0,809
2019-01-10 20:00:00,289,274,,,568,0,809
2019-01-10 21:00:00,289,277,,,563,0,811
2019-01-10 22:00:00,287,285,,,561,0,810
2019-01-10 23:00:00,286,282,,,558,0,811
2019-01-11 00:00:00,286,281,,,562,0,811
2019-01-11 01:00:00,286,278,,,563,0,811
2019-01-11 02:00:00,285,276,,,560,0,812
2019-01-11 03:00:00,285,276,,,561,0,809
2019-01-11 04:00:00,285,275,,,560,0,811
2019-01-11 05:00:00,283,276,,,564,0,811
2019-01-11 06:00:00,286,276,,,559,0,811
2019-01-11 07:00:00,291,275,,,560,0,810
2019-01-11 08:00:00,289,275,,,558,0,816
2019-01-11 09:00:00,289,276,,,558,0,892
2019-01-11 10:00:00,289,277,,,560,0,912
2019-01-11 11:00:00,288,277,,,564,0,909
2019-01-11 12:00:00,289,276,,,562,0,909
2019-01-11 13:00:00,289,276,,,562,0,907
2019-01-11 14:00:00,265,275,,,559,0,907
2019-01-11 15:00:00,249,275,,,552,0,908
2019-01-11 16:00:00,275,276,,,549,0,908
2019-01-11 17:00:00,285,277,,,555,0,898
2019-01-11 18:00:00,288,276,,,552,0,899
2019-01-11 19:00:00,288,275,,,556,0,906
2019-01-11 20:00:00,287,275,,,556,0,907
2019-01-11 21:00:00,231,269,,,545,0,906
2019-01-11 22:00:00,285,276,,,543,0,908
2019-01-11 23:00:00,282,255,,,1,0,909
2019-01-12 00:00:00,288,143,,,0,0,908
2019-01-12 01:00:00,287,149,,,0,0,910
2019-01-12 02:00:00,287,152,,,0,0,907
2019-01-12 03:00:00,287,153,,,0,0,909
2019-01-12 04:00:00,288,152,,,0,0,909
2019-01-12 05:00:00,221,152,,,0,0,826
2019-01-12 06:00:00,129,152,,,0,0,812
2019-01-12 07:00:00,144,151,,,0,0,873
2019-01-12 08:00:00,135,149,,,0,0,909
2019-01-12 09:00:00,212,151,,,0,0,910
2019-01-12 10:00:00,202,151,,,0,0,909
2019-01-12 11:00:00,128,131,,,0,0,909
2019-01-12 12:00:00,126,132,,,0,0,908
2019-01-12 13:00:00,126,103,,,0,0,907
2019-01-12 14:00:00,126,93,,,0,0,593
2019-01-12 15:00:00,125,94,,,0,0,500
2019-01-12 16:00:00,127,93,,,0,0,581
2019-01-12 17:00:00,130,91,,,0,0,894
2019-01-12 18:00:00,126,94,,,0,0,909
2019-01-12 19:00:00,126,99,,,0,0,907
2019-01-12 20:00:00,127,93,,,0,0,529
2019-01-12 21:00:00,126,92,,,0,0,368
2019-01-12 22:00:00,144,92,,,0,0,367
2019-01-12 23:00:00,165,93,,,0,0,368
2019-01-13 00:00:00,166,93,,,0,0,369
2019-01-13 01:00:00,166,94,,,0,0,368
2019-01-13 02:00:00,166,94,,,0,0,370
2019-01-13 03:00:00,159,94,,,0,0,368
2019-01-13 04:00:00,150,94,,,0,0,372
2019-01-13 05:00:00,150,94,,,0,0,368
2019-01-13 06:00:00,150,94,,,0,0,371
2019-01-13 07:00:00,150,92,,,0,0,370
2019-01-13 08:00:00,64,92,,,0,0,371
2019-01-13 09:00:00,0,92,,,0,0,370
2019-01-13 10:00:00,0,92,,,0,0,369
2019-01-13 11:00:00,0,92,,,0,0,368
2019-01-13 12:00:00,0,92,,,0,0,369
2019-01-13 13:00:00,0,92,,,0,0,369
2019-01-13 14:00:00,0,92,,,0,0,370
2019-01-13 15:00:00,0,92,,,0,0,370
2019-01-13 16:00:00,0,92,,,0,0,372
2019-01-13 17:00:00,0,92,,,0,0,369
2019-01-13 18:00:00,0,92,,,0,0,395
2019-01-13 19:00:00,0,91,,,0,0,368
2019-01-13 20:00:00,0,91,,,0,0,369
2019-01-13 21:00:00,0,92,,,0,0,371
2019-01-13 22:00:00,0,92,,,0,0,368
2019-01-13 23:00:00,0,92,,,0,0,369
2019-01-14 00:00:00,0,92,,,0,0,369
2019-01-14 01:00:00,0,92,,,0,0,370
2019-01-14 02:00:00,0,92,,,0,0,369
2019-01-14 03:00:00,0,93,,,0,0,370
2019-01-14 04:00:00,0,93,,,0,0,370
2019-01-14 05:00:00,0,93,,,0,0,372
2019-01-14 06:00:00,0,93,,,0,0,538
2019-01-14 07:00:00,0,102,,,0,0,831
2019-01-14 08:00:00,0,123,,,0,0,919
2019-01-14 09:00:00,0,112,,,0,0,918
2019-01-14 10:00:00,0,112,,,0,0,918
2019-01-14 11:00:00,0,112,,,0,0,919
2019-01-14 12:00:00,0,120,,,0,0,918
2019-01-14 13:00:00,0,131,,,0,0,919
2019-01-14 14:00:00,0,131,,,0,0,919
2019-01-14 15:00:00,0,131,,,0,0,920
2019-01-14 16:00:00,0,133,,,0,0,918
2019-01-14 17:00:00,0,135,,,0,0,919
2019-01-14 18:00:00,0,135,,,0,0,920
2019-01-14 19:00:00,0,125,,,0,0,919
2019-01-14 20:00:00,0,125,,,0,0,919
2019-01-14 21:00:00,0,125,,,0,0,921
2019-01-14 22:00:00,0,121,,,0,0,920
2019-01-14 23:00:00,0,120,,,0,0,921
2019-01-15 00:00:00,0,120,,,0,0,919
2019-01-15 01:00:00,0,120,,,133,0,919
2019-01-15 02:00:00,0,119,,,329,0,858
2019-01-15 03:00:00,0,119,,,325,0,693
2019-01-15 04:00:00,0,120,,,325,0,819
2019-01-15 05:00:00,0,120,,,60,0,885
2019-01-15 06:00:00,0,129,,,0,0,916
2019-01-15 07:00:00,0,128,,,0,0,917
2019-01-15 08:00:00,5,128,,,0,0,917
2019-01-15 09:00:00,78,128,,,0,0,919
2019-01-15 10:00:00,127,127,,,0,0,919
2019-01-15 11:00:00,117,126,,,0,0,896
2019-01-15 12:00:00,121,126,,,0,0,897
2019-01-15 13:00:00,119,126,,,0,0,898
2019-01-15 14:00:00,121,125,,,0,0,898
2019-01-15 15:00:00,151,125,,,0,0,897
2019-01-15 16:00:00,241,124,,,0,0,897
2019-01-15 17:00:00,246,125,,,0,0,897
2019-01-15 18:00:00,214,125,,,0,0,898
2019-01-15 19:00:00,126,125,,,0,0,898
2019-01-15 20:00:00,127,121,,,0,0,765
2019-01-15 21:00:00,126,120,,,0,0,607
2019-01-15 22:00:00,127,120,,,0,0,548
2019-01-15 23:00:00,126,118,,,0,0,544
2019-01-16 00:00:00,126,113,,,0,0,416
2019-01-16 01:00:00,127,111,,,0,0,419
2019-01-16 02:00:00,127,101,,,0,0,417
2019-01-16 03:00:00,127,101,,,0,0,421
2019-01-16 04:00:00,126,101,,,0,0,419
2019-01-16 05:00:00,126,94,,,0,0,645
2019-01-16 06:00:00,125,90,,,0,174,894
2019-01-16 07:00:00,128,102,,,0,337,897
2019-01-16 08:00:00,129,203,,,0,489,899
2019-01-16 09:00:00,130,251,,,0,538,896
2019-01-16 10:00:00,128,253,,,0,535,898
2019-01-16 11:00:00,128,256,,,0,540,898
2019-01-16 12:00:00,129,260,,,0,543,897
2019-01-16 13:00:00,125,262,,,0,544,899
2019-01-16 14:00:00,127,255,,,0,589,899
2019-01-16 15:00:00,126,259,,,0,496,900
2019-01-16 16:00:00,149,265,,,0,369,899
2019-01-16 17:00:00,248,262,,,0,488,898
2019-01-16 18:00:00,278,256,,,0,638,900
2019-01-16 19:00:00,222,256,,,0,641,899
2019-01-16 20:00:00,132,239,,,0,643,900
2019-01-16 21:00:00,125,162,,,0,515,903
2019-01-16 22:00:00,125,157,,,0,290,874
2019-01-16 23:00:00,125,155,,,0,282,533
2019-01-17 00:00:00,127,151,,,0,291,380
2019-01-17 01:00:00,125,150,,,0,325,374
2019-01-17 02:00:00,126,150,,,0,335,370
2019-01-17 03:00:00,125,150,,,0,333,369
2019-01-17 04:00:00,125,150,,,0,336,368
2019-01-17 05:00:00,125,150,,,0,339,388
2019-01-17 06:00:00,125,182,,,0,532,663
2019-01-17 07:00:00,160,244,,,0,641,898
2019-01-17 08:00:00,238,257,,,0,641,901
2019-01-17 09:00:00,281,256,,,0,640,900
2019-01-17 10:00:00,283,257,,,0,639,904
2019-01-17 11:00:00,258,257,,,0,615,901
2019-01-17 12:00:00,161,256,,,0,635,902
2019-01-17 13:00:00,163,251,,,0,639,904
2019-01-17 14:00:00,261,247,,,0,634,918
2019-01-17 15:00:00,283,256,,,0,644,920
2019-01-17 16:00:00,280,255,,,0,642,920
2019-01-17 17:00:00,182,256,,,0,642,920
2019-01-17 18:00:00,127,256,,,0,642,919
2019-01-17 19:00:00,126,255,,,0,640,921
2019-01-17 20:00:00,125,247,,,0,600,918
2019-01-17 21:00:00,126,168,,,0,430,911
2019-01-17 22:00:00,125,177,,,0,432,913
2019-01-17 23:00:00,126,149,,,0,286,910
2019-01-18 00:00:00,127,150,,,0,280,911
2019-01-18 01:00:00,126,150,,,0,290,906
2019-01-18 02:00:00,127,156,,,0,503,912
2019-01-18 03:00:00,147,191,,,0,640,911
2019-01-18 04:00:00,259,190,,,0,642,912
2019-01-18 05:00:00,279,245,,,0,642,914
2019-01-18 06:00:00,279,267,,,0,638,919
2019-01-18 07:00:00,281,267,,,0,644,932
2019-01-18 08:00:00,277,264,,,0,652,941
2019-01-18 09:00:00,279,266,,,0,645,939
2019-01-18 10:00:00,281,266,,,0,640,929
2019-01-18 11:00:00,284,266,,,0,631,909
2019-01-18 12:00:00,283,266,,,0,628,909
2019-01-18 13:00:00,289,266,,,0,626,909
2019-01-18 14:00:00,289,266,,,0,627,908
2019-01-18 15:00:00,288,266,,,0,629,908
2019-01-18 16:00:00,288,265,,,0,621,910
2019-01-18 17:00:00,290,265,,,0,618,939
2019-01-18 18:00:00,289,267,,,0,623,941
2019-01-18 19:00:00,289,267,,,0,624,940
2019-01-18 20:00:00,289,275,,,0,623,912
2019-01-18 21:00:00,289,277,,,0,626,914
2019-01-18 22:00:00,287,282,,,0,622,916
2019-01-18 23:00:00,290,280,,,0,620,912
2019-01-19 00:00:00,289,281,,,0,620,913
2019-01-19 01:00:00,288,281,,,0,621,915
2019-01-19 02:00:00,289,280,,,0,621,914
2019-01-19 03:00:00,288,280,,,0,619,917
2019-01-19 04:00:00,290,281,,,0,623,917
2019-01-19 05:00:00,288,281,,,0,620,918
2019-01-19 06:00:00,288,281,,,0,621,915
2019-01-19 07:00:00,291,281,,,0,616,915
2019-01-19 08:00:00,288,280,,,0,620,919
2019-01-19 09:00:00,289,281,,,0,617,918
2019-01-19 10:00:00,289,281,,,0,614,916
2019-01-19 11:00:00,289,281,,,0,628,915
2019-01-19 12:00:00,289,281,,,0,621,914
2019-01-19 13:00:00,289,281,,,0,618,915
2019-01-19 14:00:00,289,281,,,0,621,916
2019-01-19 15:00:00,289,282,,,0,619,915
2019-01-19 16:00:00,288,281,,,0,621,915
2019-01-19 17:00:00,289,281,,,0,621,915
2019-01-19 18:00:00,289,281,,,0,620,914
2019-01-19 19:00:00,289,281,,,0,622,915
2019-01-19 20:00:00,289,281,,,0,622,915
2019-01-19 21:00:00,288,280,,,0,625,916
2019-01-19 22:00:00,290,277,,,0,617,917
2019-01-19 23:00:00,289,276,,,0,626,917
2019-01-20 00:00:00,287,276,,,0,624,919
2019-01-20 01:00:00,292,277,,,0,624,922
2019-01-20 02:00:00,289,279,,,0,622,920
2019-01-20 03:00:00,288,281,,,0,626,919
2019-01-20 04:00:00,289,281,,,0,622,920
2019-01-20 05:00:00,289,281,,,0,620,920
2019-01-20 06:00:00,288,281,,,0,625,917
2019-01-20 07:00:00,289,281,,,0,623,919
2019-01-20 08:00:00,295,284,,,0,622,918
2019-01-20 09:00:00,293,286,,,0,622,918
2019-01-20 10:00:00,294,286,,,0,620,915
2019-01-20 11:00:00,294,281,,,0,622,919
2019-01-20 12:00:00,294,281,,,0,622,917
2019-01-20 13:00:00,294,281,,,0,622,919
2019-01-20 14:00:00,293,281,,,0,623,916
2019-01-20 15:00:00,294,281,,,0,620,916
2019-01-20 16:00:00,294,279,,,0,622,915
2019-01-20 17:00:00,293,275,,,0,625,916
2019-01-20 18:00:00,294,276,,,0,628,916
2019-01-20 19:00:00,294,276,,,0,625,917
2019-01-20 20:00:00,293,276,,,0,629,914
2019-01-20 21:00:00,295,276,,,0,630,917
2019-01-20 22:00:00,294,275,,,0,631,920
2019-01-20 23:00:00,294,276,,,0,634,917
2019-01-21 00:00:00,294,277,,,0,634,919
2019-01-21 01:00:00,293,276,,,0,631,918
2019-01-21 02:00:00,294,276,,,0,630,920
2019-01-21 03:00:00,294,277,,,0,631,920
2019-01-21 04:00:00,294,276,,,0,632,918
2019-01-21 05:00:00,293,276,,,0,629,918
2019-01-21 06:00:00,297,275,,,0,630,919
2019-01-21 07:00:00,293,276,,,0,631,947
2019-01-21 08:00:00,294,276,,,0,629,947
2019-01-21 09:00:00,294,275,,,0,631,948
2019-01-21 10:00:00,294,277,,,0,634,945
2019-01-21 11:00:00,293,276,,,0,658,945
2019-01-21 12:00:00,295,276,,,0,655,944
2019-01-21 13:00:00,293,276,,,0,652,944
2019-01-21 14:00:00,291,275,,,0,654,942
2019-01-21 15:00:00,284,276,,,0,648,942
2019-01-21 16:00:00,284,276,,,0,654,945
2019-01-21 17:00:00,284,276,,,0,647,944
2019-01-21 18:00:00,283,276,,,0,644,946
2019-01-21 19:00:00,285,276,,,0,652,946
2019-01-21 20:00:00,283,276,,,0,651,947
2019-01-21 21:00:00,280,275,,,0,637,922
2019-01-21 22:00:00,279,276,,,0,639,920
2019-01-21 23:00:00,279,276,,,0,637,922
2019-01-22 00:00:00,279,277,,,0,646,922
2019-01-22 01:00:00,279,277,,,0,637,922
2019-01-22 02:00:00,279,277,,,0,643,921
2019-01-22 03:00:00,279,277,,,0,640,923
2019-01-22 04:00:00,279,276,,,0,635,921
2019-01-22 05:00:00,278,276,,,0,638,921
2019-01-22 06:00:00,280,276,,,0,639,922
2019-01-22 07:00:00,279,276,,,0,654,945
2019-01-22 08:00:00,289,278,,,0,649,942
2019-01-22 09:00:00,289,280,,,0,648,945
2019-01-22 10:00:00,289,281,,,0,651,944
2019-01-22 11:00:00,288,281,,,0,651,942
2019-01-22 12:00:00,289,281,,,0,639,912
2019-01-22 13:00:00,289,281,,,0,641,914
2019-01-22 14:00:00,289,278,,,0,635,914
2019-01-22 15:00:00,288,266,,,0,639,917
2019-01-22 16:00:00,289,266,,,0,642,942
2019-01-22 17:00:00,290,266,,,0,635,946
2019-01-22 18:00:00,289,266,,,0,637,943
2019-01-22 19:00:00,289,266,,,0,633,915
2019-01-22 20:00:00,288,266,,,0,634,914
2019-01-22 21:00:00,294,267,,,0,624,918
2019-01-22 22:00:00,296,269,,,0,628,892
2019-01-22 23:00:00,298,267,,,0,629,819
2019-01-23 00:00:00,294,271,,,0,628,817
2019-01-23 01:00:00,295,273,,,0,638,817
2019-01-23 02:00:00,294,269,,,0,628,819
2019-01-23 03:00:00,291,270,,,0,635,822
2019-01-23 04:00:00,298,272,,,0,636,821
2019-01-23 05:00:00,294,272,,,0,632,842
2019-01-23 06:00:00,298,269,,,0,634,922
2019-01-23 07:00:00,296,268,,,0,646,943
2019-01-23 08:00:00,294,266,,,0,645,948
2019-01-23 09:00:00,298,265,,,0,641,948
2019-01-23 10:00:00,293,265,,,0,642,943
2019-01-23 11:00:00,288,265,,,0,641,945
2019-01-23 12:00:00,286,266,,,0,648,943
2019-01-23 13:00:00,288,266,,,0,642,943
2019-01-23 14:00:00,288,266,,,0,646,945
2019-01-23 15:00:00,289,268,,,0,648,943
2019-01-23 16:00:00,285,269,,,0,649,943
2019-01-23 17:00:00,283,269,,,0,653,944
2019-01-23 18:00:00,286,268,,,0,652,946
2019-01-23 19:00:00,283,272,,,0,658,942
2019-01-23 20:00:00,284,274,,,0,651,943
2019-01-23 21:00:00,283,273,,,0,644,917
2019-01-23 22:00:00,283,273,,,0,638,915
