Timestamp,11WD7NEUR1B--G-I,11WD7NEUR1B--F-L,11WD7NEUR2B--A-T,11WD7NEUR1B--B-X,11WD7NEUR1B--C-U,11WD7NEUR1B--D-R,11WD7NEUR1B--E-O
2020-01-03 13:00:00,1063,1066,0,212,,0,0
2020-01-03 14:00:00,1062,1062,0,256,,0,0
2020-01-03 15:00:00,1061,1061,0,228,,0,0
2020-01-03 16:00:00,1063,1066,0,227,,0,0
2020-01-03 17:00:00,1066,1064,0,206,,0,0
2020-01-03 18:00:00,1056,1052,0,168,,0,0
2020-01-03 19:00:00,727,823,0,168,,0,0
2020-01-03 20:00:00,514,778,0,164,,0,0
2020-01-03 21:00:00,491,492,0,163,,0,0
2020-01-03 22:00:00,485,490,0,170,,0,0
2020-01-03 23:00:00,486,489,0,160,,0,0
2020-01-04 00:00:00,487,488,0,158,,0,0
2020-01-04 01:00:00,548,549,0,158,,0,0
2020-01-04 02:00:00,638,638,0,158,,0,0
2020-01-04 03:00:00,666,671,0,159,,0,0
2020-01-04 04:00:00,482,485,0,160,,0,0
2020-01-04 05:00:00,533,536,0,161,,0,0
2020-01-04 06:00:00,483,488,0,164,,0,0
2020-01-04 07:00:00,502,505,0,162,,0,0
2020-01-04 08:00:00,619,604,0,164,,0,0
2020-01-04 09:00:00,561,558,0,164,,0,0
2020-01-04 10:00:00,483,485,0,162,,0,0
2020-01-04 11:00:00,638,637,0,162,,0,0
2020-01-04 12:00:00,751,747,0,166,,0,0
2020-01-04 13:00:00,754,695,0,163,,0,0
2020-01-04 14:00:00,848,865,0,163,,0,0
2020-01-04 15:00:00,875,894,0,163,,0,0
2020-01-04 16:00:00,1042,983,0,162,,0,0
2020-01-04 17:00:00,1060,1057,0,170,,0,0
2020-01-04 18:00:00,1065,1061,0,170,,0,0
2020-01-04 19:00:00,1068,1056,0,171,,0,0
2020-01-04 20:00:00,1064,1057,0,170,,0,0
2020-01-04 21:00:00,1066,1051,0,168,,0,0
2020-01-04 22:00:00,1063,1059,0,218,,0,0
2020-01-04 23:00:00,1063,1055,0,254,,0,0
2020-01-05 00:00:00,1065,1054,0,163,,0,0
2020-01-05 01:00:00,1063,1054,0,155,,0,0
2020-01-05 02:00:00,1065,1053,0,154,,0,0
2020-01-05 03:00:00,1066,1054,0,154,,0,0
2020-01-05 04:00:00,1067,1051,0,155,,0,0
2020-01-05 05:00:00,1064,1055,0,155,,0,0
2020-01-05 06:00:00,1065,1052,0,156,,0,0
2020-01-05 07:00:00,1065,1057,0,182,,0,0
2020-01-05 08:00:00,1061,1054,0,263,,0,0
2020-01-05 09:00:00,1061,1056,0,266,,0,0
2020-01-05 10:00:00,1061,1057,0,265,,0,0
2020-01-05 11:00:00,1064,1055,0,248,,0,0
2020-01-05 12:00:00,1062,1058,0,175,,0,0
2020-01-05 13:00:00,1063,1067,0,195,,0,0
2020-01-05 14:00:00,1063,1062,0,265,,0,0
2020-01-05 15:00:00,1060,1066,0,266,,0,0
2020-01-05 16:00:00,1062,1066,0,265,,0,0
2020-01-05 17:00:00,1062,1067,0,268,,0,0
2020-01-05 18:00:00,1058,1058,0,267,,0,0
2020-01-05 19:00:00,1064,986,0,269,,0,0
2020-01-05 20:00:00,1065,968,0,268,,0,0
2020-01-05 21:00:00,1064,971,0,269,,0,0
2020-01-05 22:00:00,1060,962,0,272,,0,0
2020-01-05 23:00:00,1027,969,0,266,,0,0
2020-01-06 00:00:00,1012,964,0,188,,0,0
2020-01-06 01:00:00,967,968,0,159,,0,0
2020-01-06 02:00:00,968,968,0,157,,0,0
2020-01-06 03:00:00,970,969,0,156,,0,0
2020-01-06 04:00:00,1051,968,0,156,,0,0
2020-01-06 05:00:00,1061,969,0,236,,0,0
2020-01-06 06:00:00,1061,970,0,252,,0,0
2020-01-06 07:00:00,1057,1055,0,265,,0,0
2020-01-06 08:00:00,1060,1065,0,267,,0,0
2020-01-06 09:00:00,1062,1069,0,265,,0,0
2020-01-06 10:00:00,1064,1077,0,265,,0,0
2020-01-06 11:00:00,1065,1073,0,266,,0,0
2020-01-06 12:00:00,1066,1075,0,266,,0,0
2020-01-06 13:00:00,1064,1073,0,267,,0,0
2020-01-06 14:00:00,1064,1073,0,266,,0,0
2020-01-06 15:00:00,1061,1070,0,265,,0,0
2020-01-06 16:00:00,1064,1072,0,264,,0,0
2020-01-06 17:00:00,1066,1072,0,272,,0,0
2020-01-06 18:00:00,1065,1072,0,271,,0,0
2020-01-06 19:00:00,1064,1069,0,272,,0,0
2020-01-06 20:00:00,1062,1069,0,264,,0,0
2020-01-06 21:00:00,1064,1066,0,214,,0,0
2020-01-06 22:00:00,1065,1070,0,228,,0,0
2020-01-06 23:00:00,1065,1070,0,162,,0,0
2020-01-07 00:00:00,1064,1066,0,160,,0,0
2020-01-07 01:00:00,1061,1070,0,160,,0,0
2020-01-07 02:00:00,1061,1070,0,161,,0,0
2020-01-07 03:00:00,1061,1069,0,161,,0,0
2020-01-07 04:00:00,1062,1068,0,168,,0,0
2020-01-07 05:00:00,1061,1068,0,254,,0,0
2020-01-07 06:00:00,1063,1068,0,261,,0,0
2020-01-07 07:00:00,1058,1067,0,260,,0,0
2020-01-07 08:00:00,1059,1067,0,263,,0,0
2020-01-07 09:00:00,1055,1070,0,262,,0,0
2020-01-07 10:00:00,1061,1069,0,262,,0,0
2020-01-07 11:00:00,1059,1071,0,263,,0,0
2020-01-07 12:00:00,1062,1066,0,263,,0,0
2020-01-07 13:00:00,1060,1069,0,264,,0,0
2020-01-07 14:00:00,1059,1069,0,262,,0,0
2020-01-07 15:00:00,1060,1070,0,261,,0,0
2020-01-07 16:00:00,1056,1073,0,263,,0,0
2020-01-07 17:00:00,1061,1070,0,269,,0,0
2020-01-07 18:00:00,1061,1069,0,273,,0,0
2020-01-07 19:00:00,1060,1071,0,273,,0,0
2020-01-07 20:00:00,1060,1068,0,274,,0,0
2020-01-07 21:00:00,1059,1070,0,255,,0,0
2020-01-07 22:00:00,1056,1063,0,228,,0,0
2020-01-07 23:00:00,850,919,0,165,,0,0
2020-01-08 00:00:00,584,683,0,162,,0,0
2020-01-08 01:00:00,503,749,0,163,,0,0
2020-01-08 02:00:00,490,482,0,166,,0,0
2020-01-08 03:00:00,487,487,0,165,,0,0
2020-01-08 04:00:00,523,536,0,162,,0,0
2020-01-08 05:00:00,826,839,0,165,,0,0
2020-01-08 06:00:00,1036,1060,0,187,,0,0
2020-01-08 07:00:00,1056,1061,9,254,,0,0
2020-01-08 08:00:00,1058,1065,124,269,,0,0
2020-01-08 09:00:00,1061,1068,256,275,,0,0
2020-01-08 10:00:00,1057,1065,285,274,,0,0
2020-01-08 11:00:00,1053,1065,284,274,,0,0
2020-01-08 12:00:00,1048,1066,283,274,,0,0
2020-01-08 13:00:00,1051,1068,278,274,,0,0
2020-01-08 14:00:00,1048,1065,277,274,,0,0
2020-01-08 15:00:00,1048,1067,277,274,,0,0
2020-01-08 16:00:00,1047,1066,277,274,,0,0
2020-01-08 17:00:00,1049,1065,281,277,,0,0
2020-01-08 18:00:00,1047,1065,281,277,,0,0
2020-01-08 19:00:00,1049,1070,280,275,,0,0
2020-01-08 20:00:00,1046,1067,280,277,,0,0
2020-01-08 21:00:00,1048,1070,280,277,,0,0
2020-01-08 22:00:00,1046,1070,280,276,,0,0
2020-01-08 23:00:00,1049,1071,277,274,,0,0
2020-01-09 00:00:00,1061,1060,285,284,,0,0
2020-01-09 01:00:00,1056,1058,281,284,,0,0
2020-01-09 02:00:00,1059,1057,282,283,,0,0
2020-01-09 03:00:00,1057,1062,283,282,,0,0
2020-01-09 04:00:00,1053,1060,283,284,,0,0
2020-01-09 05:00:00,1054,1060,283,285,,0,0
2020-01-09 06:00:00,1054,1060,283,285,,0,0
2020-01-09 07:00:00,1055,1058,285,284,,0,0
2020-01-09 08:00:00,1056,1056,285,284,,0,0
2020-01-09 09:00:00,1048,1059,285,283,,0,0
2020-01-09 10:00:00,1050,1063,282,283,,0,0
2020-01-09 11:00:00,1045,1058,278,282,,0,0
2020-01-09 12:00:00,1045,1058,255,229,,0,0
2020-01-09 13:00:00,1041,1059,189,141,,0,0
2020-01-09 14:00:00,1043,1057,172,140,,0,0
2020-01-09 15:00:00,1039,1058,197,142,,0,0
2020-01-09 16:00:00,1041,1057,278,142,,0,0
2020-01-09 17:00:00,1036,1060,283,159,,0,0
2020-01-09 18:00:00,1041,1059,270,275,,0,0
2020-01-09 19:00:00,1043,1058,226,215,,0,0
2020-01-09 20:00:00,1042,1060,200,0,,0,0
2020-01-09 21:00:00,1040,1059,154,0,,0,0
2020-01-09 22:00:00,1039,1058,159,0,,0,0
2020-01-09 23:00:00,1037,1058,155,0,,0,0
2020-01-10 00:00:00,1038,1060,153,0,,0,0
2020-01-10 01:00:00,1040,1059,154,0,,0,0
2020-01-10 02:00:00,1044,1064,153,0,,0,0
2020-01-10 03:00:00,1044,1064,155,0,,0,0
2020-01-10 04:00:00,1040,1063,169,0,,0,0
2020-01-10 05:00:00,1038,1061,199,0,,0,0
2020-01-10 06:00:00,1041,1062,214,0,,0,0
2020-01-10 07:00:00,1040,1068,214,0,,0,0
2020-01-10 08:00:00,1041,1069,216,0,,0,0
2020-01-10 09:00:00,1041,1069,220,0,,0,0
2020-01-10 10:00:00,1043,1065,222,0,,0,0
2020-01-10 11:00:00,1046,1059,218,0,,0,0
2020-01-10 12:00:00,1050,1061,217,0,,0,0
2020-01-10 13:00:00,1053,1061,216,0,,0,0
2020-01-10 14:00:00,1054,1060,216,0,,0,0
2020-01-10 15:00:00,1056,1059,216,0,,0,0
2020-01-10 16:00:00,1053,1057,217,0,,0,0
2020-01-10 17:00:00,1052,1055,224,0,,0,0
2020-01-10 18:00:00,1053,1056,223,0,,0,0
2020-01-10 19:00:00,1053,1058,228,0,,0,0
2020-01-10 20:00:00,1054,1059,226,0,,0,0
2020-01-10 21:00:00,1056,1058,225,0,,0,0
2020-01-10 22:00:00,1056,1059,225,0,,0,0
2020-01-10 23:00:00,1054,1057,214,0,,0,0
2020-01-11 00:00:00,1053,1060,216,0,,0,0
2020-01-11 01:00:00,1057,1059,182,0,,0,0
2020-01-11 02:00:00,1055,1055,166,0,,0,0
2020-01-11 03:00:00,1054,1060,157,0,,0,0
2020-01-11 04:00:00,1055,1059,157,0,,0,0
2020-01-11 05:00:00,1056,1058,156,0,,0,0
2020-01-11 06:00:00,983,984,156,0,,0,0
2020-01-11 07:00:00,1052,1054,180,0,,0,0
2020-01-11 08:00:00,1061,1054,223,0,,0,0
2020-01-11 09:00:00,1056,1055,225,0,,0,0
2020-01-11 10:00:00,1057,1058,222,0,,0,0
2020-01-11 11:00:00,1056,1058,252,0,,0,0
2020-01-11 12:00:00,1056,1057,249,0,,0,0
2020-01-11 13:00:00,1053,1054,176,0,,0,0
2020-01-11 14:00:00,1051,1056,160,0,,0,0
2020-01-11 15:00:00,1053,1058,216,0,,0,0
2020-01-11 16:00:00,1058,1059,246,0,,0,0
2020-01-11 17:00:00,1055,1061,268,0,,0,0
2020-01-11 18:00:00,1059,1061,264,0,,0,0
2020-01-11 19:00:00,1058,1063,257,0,,0,0
2020-01-11 20:00:00,1043,1063,182,0,,0,0
2020-01-11 21:00:00,1061,1058,184,0,,0,0
2020-01-11 22:00:00,849,929,166,0,,0,0
2020-01-11 23:00:00,563,618,161,0,,0,0
2020-01-12 00:00:00,512,494,158,0,,0,0
2020-01-12 01:00:00,477,484,162,0,,0,0
2020-01-12 02:00:00,485,482,161,0,,0,0
2020-01-12 03:00:00,569,543,160,0,,0,0
2020-01-12 04:00:00,519,496,160,0,,0,0
2020-01-12 05:00:00,483,488,161,0,,0,0
2020-01-12 06:00:00,482,485,164,0,,0,0
2020-01-12 07:00:00,482,485,165,0,,0,0
2020-01-12 08:00:00,481,484,165,0,,0,0
2020-01-12 09:00:00,481,482,164,0,,0,0
2020-01-12 10:00:00,483,485,165,0,,0,0
2020-01-12 11:00:00,481,483,163,0,,0,0
2020-01-12 12:00:00,486,482,163,0,,0,0
2020-01-12 13:00:00,503,514,164,0,,0,0
2020-01-12 14:00:00,594,597,164,0,,0,0
2020-01-12 15:00:00,500,534,163,0,,0,0
2020-01-12 16:00:00,732,616,165,0,,0,0
2020-01-12 17:00:00,1046,944,173,0,,0,0
2020-01-12 18:00:00,1050,1053,176,0,,0,0
2020-01-12 19:00:00,977,980,177,0,,0,0
2020-01-12 20:00:00,574,563,174,0,,0,0
2020-01-12 21:00:00,532,543,173,0,,0,0
2020-01-12 22:00:00,816,817,182,0,,0,0
2020-01-12 23:00:00,948,951,166,0,,0,0
2020-01-13 00:00:00,827,831,166,0,,0,0
2020-01-13 01:00:00,876,871,164,0,,0,0
2020-01-13 02:00:00,813,640,163,0,,0,0
2020-01-13 03:00:00,917,841,163,0,,0,0
2020-01-13 04:00:00,1042,1051,165,0,,0,0
2020-01-13 05:00:00,1054,1052,199,0,,0,0
2020-01-13 06:00:00,1052,1052,252,0,,0,0
2020-01-13 07:00:00,1052,1051,263,0,,0,0
2020-01-13 08:00:00,1054,1053,263,0,,0,0
2020-01-13 09:00:00,1054,1055,262,0,,0,0
2020-01-13 10:00:00,1052,1055,263,0,,0,0
2020-01-13 11:00:00,1051,1055,263,0,,0,0
2020-01-13 12:00:00,1051,1055,263,0,,0,0
2020-01-13 13:00:00,1048,1059,264,0,,0,0
2020-01-13 14:00:00,1050,1055,264,0,,0,0
2020-01-13 15:00:00,1048,1059,264,0,,0,0
2020-01-13 16:00:00,1048,1057,264,0,,0,0
2020-01-13 17:00:00,1043,1061,274,0,,0,0
2020-01-13 18:00:00,1049,1054,279,0,,0,0
2020-01-13 19:00:00,1052,1055,281,0,,0,0
2020-01-13 20:00:00,958,1037,200,0,,0,0
2020-01-13 21:00:00,871,918,174,0,,0,0
2020-01-13 22:00:00,864,847,174,0,,0,0
2020-01-13 23:00:00,865,571,170,0,,0,0
2020-01-14 00:00:00,864,483,169,0,,0,0
2020-01-14 01:00:00,865,495,171,0,,0,0
2020-01-14 02:00:00,865,486,171,0,,0,0
2020-01-14 03:00:00,760,481,170,0,,0,0
2020-01-14 04:00:00,480,487,170,0,,0,0
2020-01-14 05:00:00,495,494,170,0,,0,0
2020-01-14 06:00:00,834,836,171,0,,0,0
2020-01-14 07:00:00,1043,1046,173,0,,0,0
2020-01-14 08:00:00,1047,1049,227,0,,0,0
2020-01-14 09:00:00,1047,1050,189,0,,0,0
2020-01-14 10:00:00,1044,1008,183,0,,0,0
2020-01-14 11:00:00,1029,0,204,0,,0,0
2020-01-14 12:00:00,1036,0,169,0,,0,0
2020-01-14 13:00:00,1041,0,198,0,,0,0
2020-01-14 14:00:00,1041,0,213,0,,0,0
2020-01-14 15:00:00,1037,0,244,0,,0,0
2020-01-14 16:00:00,1038,0,259,0,,0,0
2020-01-14 17:00:00,1037,0,265,0,,0,0
2020-01-14 18:00:00,1042,0,268,0,,0,0
2020-01-14 19:00:00,1044,0,271,0,,0,0
2020-01-14 20:00:00,1040,0,256,0,,0,0
2020-01-14 21:00:00,904,0,174,0,,0,0
2020-01-14 22:00:00,898,0,170,0,,0,0
2020-01-14 23:00:00,694,0,166,0,,0,0
2020-01-15 00:00:00,484,0,167,0,,0,0
2020-01-15 01:00:00,485,0,164,0,,0,0
2020-01-15 02:00:00,484,0,159,0,,0,0
2020-01-15 03:00:00,486,0,159,0,,0,0
2020-01-15 04:00:00,485,0,161,0,,0,0
2020-01-15 05:00:00,498,0,161,0,,0,0
2020-01-15 06:00:00,877,0,194,0,,0,0
2020-01-15 07:00:00,1037,0,261,0,,0,0
2020-01-15 08:00:00,1040,0,270,0,,0,0
2020-01-15 09:00:00,1043,0,269,0,,0,0
2020-01-15 10:00:00,1039,0,260,0,,0,0
2020-01-15 11:00:00,1045,0,191,0,,0,0
2020-01-15 12:00:00,1042,0,185,0,,0,0
2020-01-15 13:00:00,1039,0,227,0,,0,0
2020-01-15 14:00:00,1042,0,265,0,,0,0
2020-01-15 15:00:00,1036,0,264,0,,0,0
2020-01-15 16:00:00,1040,0,264,0,,0,0
2020-01-15 17:00:00,1039,0,269,0,,0,0
2020-01-15 18:00:00,1039,0,270,0,,0,0
2020-01-15 19:00:00,1038,0,271,0,,0,0
2020-01-15 20:00:00,1039,0,270,0,,0,0
2020-01-15 21:00:00,1038,0,267,0,,0,0
2020-01-15 22:00:00,1025,0,262,0,,0,0
2020-01-15 23:00:00,968,0,278,0,,0,0
2020-01-16 00:00:00,942,0,285,0,,0,0
2020-01-16 01:00:00,940,0,286,0,,0,0
2020-01-16 02:00:00,915,0,285,0,,0,0
2020-01-16 03:00:00,926,0,286,0,,0,0
2020-01-16 04:00:00,930,0,286,0,,0,0
2020-01-16 05:00:00,1030,0,286,0,,0,108
2020-01-16 06:00:00,1050,0,284,0,,0,303
2020-01-16 07:00:00,1050,0,280,0,,0,471
2020-01-16 08:00:00,1047,0,284,0,,0,585
2020-01-16 09:00:00,1047,0,281,0,,0,582
2020-01-16 10:00:00,1046,0,283,0,,0,588
2020-01-16 11:00:00,1049,0,282,0,,0,586
2020-01-16 12:00:00,1049,0,282,0,,0,586
2020-01-16 13:00:00,1042,0,281,0,,0,586
2020-01-16 14:00:00,1046,0,281,0,,0,585
2020-01-16 15:00:00,1042,0,280,0,,0,585
2020-01-16 16:00:00,1042,0,279,0,,0,571
2020-01-16 17:00:00,1048,0,282,0,,0,577
2020-01-16 18:00:00,1045,0,282,0,,0,579
2020-01-16 19:00:00,1044,0,283,0,,0,582
2020-01-16 20:00:00,1045,0,276,0,,0,555
2020-01-16 21:00:00,1046,0,156,0,,0,286
2020-01-16 22:00:00,1046,0,139,0,,0,261
2020-01-16 23:00:00,1046,0,138,0,,0,258
2020-01-17 00:00:00,1036,0,137,0,,0,257
2020-01-17 01:00:00,1023,0,138,0,,0,255
2020-01-17 02:00:00,847,0,137,0,,0,255
2020-01-17 03:00:00,977,0,136,0,,0,256
2020-01-17 04:00:00,979,130,136,0,,0,254
2020-01-17 05:00:00,1039,453,144,0,,0,342
2020-01-17 06:00:00,1048,797,257,0,,0,573
2020-01-17 07:00:00,1042,1044,280,0,,0,575
2020-01-17 08:00:00,1042,1053,280,0,,0,579
2020-01-17 09:00:00,1037,1060,280,0,,0,588
2020-01-17 10:00:00,1038,1054,280,0,,0,594
2020-01-17 11:00:00,1037,1056,280,0,,0,599
2020-01-17 12:00:00,1039,1057,280,0,,0,599
2020-01-17 13:00:00,1036,1059,280,0,,0,600
2020-01-17 14:00:00,1034,1053,279,0,,0,600
2020-01-17 15:00:00,1036,1060,280,0,,0,602
2020-01-17 16:00:00,1039,1064,279,0,,0,600
2020-01-17 17:00:00,1040,1062,283,0,,0,608
2020-01-17 18:00:00,1043,1064,284,0,,0,613
2020-01-17 19:00:00,1036,1063,283,0,,0,611
2020-01-17 20:00:00,1043,1064,273,0,,0,610
2020-01-17 21:00:00,1040,1062,149,0,,0,369
2020-01-17 22:00:00,1033,1065,139,0,,0,259
2020-01-17 23:00:00,1043,1066,138,0,,0,275
2020-01-18 00:00:00,923,929,137,0,,0,279
2020-01-18 01:00:00,899,902,136,0,,0,277
2020-01-18 02:00:00,804,800,135,0,,0,276
2020-01-18 03:00:00,776,670,136,0,,0,275
2020-01-18 04:00:00,930,847,136,0,,0,278
2020-01-18 05:00:00,967,984,135,0,,0,276
2020-01-18 06:00:00,997,1007,136,0,,0,278
2020-01-18 07:00:00,1038,1057,171,0,,0,287
2020-01-18 08:00:00,1038,1050,278,0,,0,425
2020-01-18 09:00:00,1036,1061,282,0,,0,605
2020-01-18 10:00:00,1034,1059,283,0,,0,595
2020-01-18 11:00:00,1036,1060,281,0,,0,597
2020-01-18 12:00:00,1035,1056,269,0,,0,596
2020-01-18 13:00:00,1035,1059,261,0,,0,597
2020-01-18 14:00:00,1035,1059,281,0,,0,596
2020-01-18 15:00:00,1034,1058,281,0,,0,597
2020-01-18 16:00:00,1037,1059,281,0,,0,597
2020-01-18 17:00:00,1042,1064,283,0,,0,604
2020-01-18 18:00:00,1045,1061,285,0,,0,605
2020-01-18 19:00:00,1045,1063,285,0,,0,608
2020-01-18 20:00:00,1042,1058,286,0,,0,607
2020-01-18 21:00:00,1048,1052,285,0,,0,609
2020-01-18 22:00:00,1046,1059,284,0,,0,604
2020-01-18 23:00:00,1045,1059,281,0,,0,597
2020-01-19 00:00:00,1050,1060,277,0,,0,388
2020-01-19 01:00:00,1046,1058,218,0,,0,251
2020-01-19 02:00:00,1045,1062,140,0,,0,262
2020-01-19 03:00:00,1045,1052,173,0,,0,258
2020-01-19 04:00:00,1044,1057,153,0,,0,253
2020-01-19 05:00:00,1044,1061,136,0,,0,251
2020-01-19 06:00:00,1044,1058,136,0,,0,251
2020-01-19 07:00:00,1043,1058,161,0,,0,279
2020-01-19 08:00:00,1043,1058,264,0,,0,550
2020-01-19 09:00:00,1045,1061,282,0,,0,602
2020-01-19 10:00:00,1045,1057,281,0,,0,602
2020-01-19 11:00:00,1046,1060,280,0,,0,601
2020-01-19 12:00:00,1042,1052,281,0,,0,600
2020-01-19 13:00:00,1046,1063,282,0,,0,599
2020-01-19 14:00:00,1044,1060,283,0,,0,569
2020-01-19 15:00:00,1045,1059,282,0,,0,603
2020-01-19 16:00:00,1043,1060,281,0,,0,601
2020-01-19 17:00:00,1042,1057,284,0,,0,605
2020-01-19 18:00:00,1046,1060,284,0,,0,606
2020-01-19 19:00:00,1044,1060,285,0,,0,606
2020-01-19 20:00:00,1044,1062,285,0,,0,608
2020-01-19 21:00:00,1043,1060,285,0,,0,607
2020-01-19 22:00:00,1045,1060,285,0,,0,607
2020-01-19 23:00:00,1041,1062,283,0,,0,600
2020-01-20 00:00:00,1046,1061,281,0,,0,565
2020-01-20 01:00:00,1045,1060,280,0,,0,586
2020-01-20 02:00:00,1048,1065,277,0,,0,590
2020-01-20 03:00:00,1044,1062,192,38,,0,381
2020-01-20 04:00:00,1042,1036,160,161,,0,287
2020-01-20 05:00:00,1049,1059,239,181,,0,442
2020-01-20 06:00:00,1045,1063,289,250,,0,602
2020-01-20 07:00:00,1044,1067,291,286,,0,618
2020-01-20 08:00:00,1046,1064,288,288,,0,619
2020-01-20 09:00:00,1047,1058,286,289,,0,617
2020-01-20 10:00:00,1046,1059,285,289,,0,612
2020-01-20 11:00:00,1047,1056,287,288,,0,612
2020-01-20 12:00:00,1044,1046,287,288,,0,613
2020-01-20 13:00:00,1052,1055,286,289,,0,613
2020-01-20 14:00:00,1046,1057,286,288,,0,611
2020-01-20 15:00:00,1050,1053,286,289,,0,611
2020-01-20 16:00:00,1052,1057,287,289,,0,612
2020-01-20 17:00:00,1049,1049,288,292,,0,618
2020-01-20 18:00:00,1053,1049,289,294,,0,622
2020-01-20 19:00:00,1053,1056,293,294,,0,617
2020-01-20 20:00:00,1053,1048,292,292,,0,617
2020-01-20 21:00:00,1051,1054,293,295,,0,617
2020-01-20 22:00:00,1053,1056,294,297,,0,617
2020-01-20 23:00:00,1053,1052,290,294,,0,611
2020-01-21 00:00:00,1050,1053,288,166,,0,611
2020-01-21 01:00:00,1053,1047,292,144,,0,613
2020-01-21 02:00:00,1049,1042,289,144,,0,613
2020-01-21 03:00:00,1053,1043,293,145,,0,614
2020-01-21 04:00:00,1046,1041,292,235,,0,613
2020-01-21 05:00:00,935,937,293,293,,32,615
2020-01-21 06:00:00,1050,1042,292,294,,130,617
2020-01-21 07:00:00,1051,1053,294,295,,308,619
2020-01-21 08:00:00,1049,1051,293,294,,374,616
2020-01-21 09:00:00,1052,1048,293,293,,376,622
2020-01-21 10:00:00,1053,1047,292,291,,375,616
2020-01-21 11:00:00,1052,1052,293,291,,377,615
2020-01-21 12:00:00,1054,1053,292,292,,384,612
2020-01-21 13:00:00,1052,1044,293,291,,385,614
2020-01-21 14:00:00,1054,1051,295,291,,384,613
2020-01-21 15:00:00,1055,1053,295,293,,386,615
2020-01-21 16:00:00,1055,1054,295,293,,386,616
2020-01-21 17:00:00,1054,1054,296,292,,386,616
2020-01-21 18:00:00,1055,1061,295,293,,386,615
2020-01-21 19:00:00,1053,1057,295,293,,386,614
2020-01-21 20:00:00,1055,1057,296,293,,386,616
2020-01-21 21:00:00,1055,1061,294,293,,387,615
