date,start,end,11WD2STA4000065N
1012017,00:00,01:00,404
1012017,01:00,02:00,448
1012017,02:00,03:00,347
1012017,03:00,04:00,340
1012017,04:00,05:00,326
1012017,05:00,06:00,329
1012017,06:00,07:00,424
1012017,07:00,08:00,403
1012017,08:00,09:00,273
1012017,09:00,10:00,276
1012017,10:00,11:00,308
1012017,11:00,12:00,310
1012017,12:00,13:00,387
1012017,13:00,14:00,486
1012017,14:00,15:00,488
1012017,15:00,16:00,465
1012017,16:00,17:00,342
1012017,17:00,18:00,283
1012017,18:00,19:00,262
1012017,19:00,20:00,286
1012017,20:00,21:00,470
1012017,21:00,22:00,460
1012017,22:00,23:00,420
1012017,23:00,00:00,422
2012017,00:00,01:00,324
2012017,01:00,02:00,264
2012017,02:00,03:00,276
2012017,03:00,04:00,226
2012017,04:00,05:00,290
2012017,05:00,06:00,282
2012017,06:00,07:00,317
2012017,07:00,08:00,446
2012017,08:00,09:00,470
2012017,09:00,10:00,487
2012017,10:00,11:00,485
2012017,11:00,12:00,484
2012017,12:00,13:00,482
2012017,13:00,14:00,485
2012017,14:00,15:00,485
2012017,15:00,16:00,487
2012017,16:00,17:00,485
2012017,17:00,18:00,482
2012017,18:00,19:00,445
2012017,19:00,20:00,407
2012017,20:00,21:00,378
2012017,21:00,22:00,358
2012017,22:00,23:00,417
2012017,23:00,00:00,280
3012017,00:00,01:00,320
3012017,01:00,02:00,311
3012017,02:00,03:00,250
3012017,03:00,04:00,225
3012017,04:00,05:00,219
3012017,05:00,06:00,241
3012017,06:00,07:00,349
3012017,07:00,08:00,446
3012017,08:00,09:00,483
3012017,09:00,10:00,485
3012017,10:00,11:00,460
3012017,11:00,12:00,287
3012017,12:00,13:00,302
3012017,13:00,14:00,343
3012017,14:00,15:00,460
3012017,15:00,16:00,456
3012017,16:00,17:00,469
3012017,17:00,18:00,445
3012017,18:00,19:00,444
3012017,19:00,20:00,356
3012017,20:00,21:00,229
3012017,21:00,22:00,206
3012017,22:00,23:00,114
3012017,23:00,00:00,0
4012017,00:00,01:00,0
4012017,01:00,02:00,0
4012017,02:00,03:00,0
4012017,03:00,04:00,0
4012017,04:00,05:00,0
4012017,05:00,06:00,27
4012017,06:00,07:00,209
4012017,07:00,08:00,369
4012017,08:00,09:00,485
4012017,09:00,10:00,487
4012017,10:00,11:00,487
4012017,11:00,12:00,486
4012017,12:00,13:00,478
4012017,13:00,14:00,429
4012017,14:00,15:00,478
4012017,15:00,16:00,395
4012017,16:00,17:00,453
4012017,17:00,18:00,483
4012017,18:00,19:00,479
4012017,19:00,20:00,305
4012017,20:00,21:00,275
4012017,21:00,22:00,243
4012017,22:00,23:00,266
4012017,23:00,00:00,291
5012017,00:00,01:00,334
5012017,01:00,02:00,295
5012017,02:00,03:00,250
5012017,03:00,04:00,250
5012017,04:00,05:00,324
5012017,05:00,06:00,405
5012017,06:00,07:00,302
5012017,07:00,08:00,257
5012017,08:00,09:00,455
5012017,09:00,10:00,437
5012017,10:00,11:00,397
5012017,11:00,12:00,397
5012017,12:00,13:00,409
5012017,13:00,14:00,477
5012017,14:00,15:00,485
5012017,15:00,16:00,485
5012017,16:00,17:00,484
5012017,17:00,18:00,484
5012017,18:00,19:00,484
5012017,19:00,20:00,486
5012017,20:00,21:00,484
5012017,21:00,22:00,483
5012017,22:00,23:00,485
5012017,23:00,00:00,487
6012017,00:00,01:00,468
6012017,01:00,02:00,294
6012017,02:00,03:00,290
6012017,03:00,04:00,289
6012017,04:00,05:00,290
6012017,05:00,06:00,291
6012017,06:00,07:00,454
6012017,07:00,08:00,483
6012017,08:00,09:00,485
6012017,09:00,10:00,476
6012017,10:00,11:00,474
6012017,11:00,12:00,481
6012017,12:00,13:00,419
6012017,13:00,14:00,379
6012017,14:00,15:00,455
6012017,15:00,16:00,469
6012017,16:00,17:00,482
6012017,17:00,18:00,480
6012017,18:00,19:00,486
6012017,19:00,20:00,467
6012017,20:00,21:00,369
6012017,21:00,22:00,330
6012017,22:00,23:00,302
6012017,23:00,00:00,301
7012017,00:00,01:00,290
7012017,01:00,02:00,245
7012017,02:00,03:00,232
7012017,03:00,04:00,236
7012017,04:00,05:00,238
7012017,05:00,06:00,240
7012017,06:00,07:00,239
7012017,07:00,08:00,227
7012017,08:00,09:00,230
7012017,09:00,10:00,254
7012017,10:00,11:00,261
7012017,11:00,12:00,265
7012017,12:00,13:00,260
7012017,13:00,14:00,265
7012017,14:00,15:00,425
7012017,15:00,16:00,490
7012017,16:00,17:00,488
7012017,17:00,18:00,484
7012017,18:00,19:00,504
7012017,19:00,20:00,505
7012017,20:00,21:00,501
7012017,21:00,22:00,391
7012017,22:00,23:00,394
7012017,23:00,00:00,317
8012017,00:00,01:00,311
8012017,01:00,02:00,313
8012017,02:00,03:00,432
8012017,03:00,04:00,449
8012017,04:00,05:00,449
8012017,05:00,06:00,418
8012017,06:00,07:00,389
8012017,07:00,08:00,400
8012017,08:00,09:00,471
8012017,09:00,10:00,487
8012017,10:00,11:00,485
8012017,11:00,12:00,483
8012017,12:00,13:00,485
8012017,13:00,14:00,485
8012017,14:00,15:00,485
8012017,15:00,16:00,485
8012017,16:00,17:00,486
8012017,17:00,18:00,485
8012017,18:00,19:00,483
8012017,19:00,20:00,485
8012017,20:00,21:00,486
8012017,21:00,22:00,486
8012017,22:00,23:00,487
8012017,23:00,00:00,486
9012017,00:00,01:00,408
9012017,01:00,02:00,327
9012017,02:00,03:00,325
9012017,03:00,04:00,314
9012017,04:00,05:00,282
9012017,05:00,06:00,337
9012017,06:00,07:00,448
9012017,07:00,08:00,483
9012017,08:00,09:00,486
9012017,09:00,10:00,485
9012017,10:00,11:00,485
9012017,11:00,12:00,485
9012017,12:00,13:00,484
9012017,13:00,14:00,486
9012017,14:00,15:00,486
9012017,15:00,16:00,486
9012017,16:00,17:00,483
9012017,17:00,18:00,484
9012017,18:00,19:00,485
9012017,19:00,20:00,485
9012017,20:00,21:00,486
9012017,21:00,22:00,488
9012017,22:00,23:00,489
9012017,23:00,00:00,488
10012017,00:00,01:00,488
10012017,01:00,02:00,449
10012017,02:00,03:00,398
